HexCer-NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NS(d28:2/14:1)+H,808.6666,646.6138,628.6032,610.5927,420.42,402.4094,226.2166,390.4094
HexCer-NS(d28:2/15:0)+H,824.6979,662.6451,644.6345,626.624,420.42,402.4094,242.2478,390.4094
HexCer-NS(d28:2/15:1)+H,822.6823,660.6295,642.6189,624.6083,420.42,402.4094,240.2322,390.4094
HexCer-NS(d28:2/16:0)+H,838.7136,676.6608,658.6502,640.6396,420.42,402.4094,256.2635,390.4094
HexCer-NS(d28:2/16:1)+H,836.6979,674.6451,656.6345,638.624,420.42,402.4094,254.2478,390.4094
HexCer-NS(d28:2/16:2)+H,834.6823,672.6295,654.6189,636.6083,420.42,402.4094,252.2322,390.4094
HexCer-NS(d28:2/17:0)+H,852.7292,690.6764,672.6658,654.6553,420.42,402.4094,270.2791,390.4094
HexCer-NS(d28:2/18:0)+H,866.7449,704.6921,686.6815,668.6709,420.42,402.4094,284.2948,390.4094
HexCer-NS(d28:2/18:1)+H,864.7292,702.6764,684.6658,666.6553,420.42,402.4094,282.2791,390.4094
HexCer-NS(d28:2/18:2)+H,862.7136,700.6608,682.6502,664.6396,420.42,402.4094,280.2635,390.4094
HexCer-NS(d28:2/19:0)+H,880.7606,718.7077,700.6971,682.6866,420.42,402.4094,298.3105,390.4094
HexCer-NS(d28:2/19:1)+H,878.7449,716.6921,698.6815,680.6709,420.42,402.4094,296.2948,390.4094
HexCer-NS(d28:2/20:0)+H,894.7762,732.7234,714.7128,696.7022,420.42,402.4094,312.3261,390.4094
HexCer-NS(d28:2/20:1)+H,892.7606,730.7077,712.6971,694.6866,420.42,402.4094,310.3105,390.4094
HexCer-NS(d28:2/20:2)+H,890.7449,728.6921,710.6815,692.6709,420.42,402.4094,308.2948,390.4094
HexCer-NS(d28:2/21:0)+H,908.7919,746.739,728.7285,710.7179,420.42,402.4094,326.3417,390.4094
HexCer-NS(d28:2/21:1)+H,906.7762,744.7234,726.7128,708.7022,420.42,402.4094,324.3261,390.4094
HexCer-NS(d28:2/22:0)+H,922.8075,760.7546,742.7441,724.7335,420.42,402.4094,340.3574,390.4094
HexCer-NS(d28:2/22:1)+H,920.7919,758.739,740.7285,722.7179,420.42,402.4094,338.3417,390.4094
HexCer-NS(d28:2/22:2)+H,918.7762,756.7234,738.7128,720.7022,420.42,402.4094,336.3261,390.4094
HexCer-NS(d28:2/23:0)+H,936.8231,774.7703,756.7598,738.7491,420.42,402.4094,354.373,390.4094
HexCer-NS(d28:2/23:1)+H,934.8075,772.7546,754.7441,736.7335,420.42,402.4094,352.3574,390.4094
HexCer-NS(d28:2/24:0)+H,950.8388,788.7859,770.7754,752.7648,420.42,402.4094,368.3887,390.4094
HexCer-NS(d28:2/24:1)+H,948.8231,786.7703,768.7598,750.7491,420.42,402.4094,366.373,390.4094
HexCer-NS(d28:2/24:2)+H,946.8075,784.7546,766.7441,748.7335,420.42,402.4094,364.3574,390.4094
HexCer-NS(d28:2/25:0)+H,964.8544,802.8016,784.791,766.7805,420.42,402.4094,382.4044,390.4094
HexCer-NS(d28:2/25:1)+H,962.8388,800.7859,782.7754,764.7648,420.42,402.4094,380.3887,390.4094
HexCer-NS(d28:2/26:0)+H,978.8701,816.8173,798.8067,780.7961,420.42,402.4094,396.42,390.4094
HexCer-NS(d28:2/26:1)+H,976.8544,814.8016,796.791,778.7805,420.42,402.4094,394.4044,390.4094
HexCer-NS(d28:2/26:2)+H,974.8388,812.7859,794.7754,776.7648,420.42,402.4094,392.3887,390.4094
HexCer-NS(d28:2/27:0)+H,992.8857,830.8329,812.8223,794.8118,420.42,402.4094,410.4356,390.4094
HexCer-NS(d28:2/27:1)+H,990.8701,828.8173,810.8067,792.7961,420.42,402.4094,408.42,390.4094
HexCer-NS(d28:2/28:0)+H,1006.901,844.8486,826.838,808.8274,420.42,402.4094,424.4513,390.4094
HexCer-NS(d28:2/28:1)+H,1004.886,842.8329,824.8223,806.8118,420.42,402.4094,422.4356,390.4094
HexCer-NS(d28:2/28:2)+H,1002.87,840.8173,822.8067,804.7961,420.42,402.4094,420.42,390.4094
HexCer-NS(d28:2/29:0)+H,1020.917,858.8642,840.8536,822.8431,420.42,402.4094,438.4669,390.4094
HexCer-NS(d28:2/29:1)+H,1018.901,856.8486,838.838,820.8274,420.42,402.4094,436.4513,390.4094
HexCer-NS(d28:2/30:0)+H,1034.933,872.8799,854.8693,836.8587,420.42,402.4094,452.4826,390.4094
HexCer-NS(d28:2/30:1)+H,1032.917,870.8642,852.8536,834.8431,420.42,402.4094,450.4669,390.4094
HexCer-NS(d28:2/30:2)+H,1030.901,868.8486,850.838,832.8274,420.42,402.4094,448.4513,390.4094
HexCer-NS(d28:2/31:0)+H,1048.948,886.8955,868.8849,850.8744,420.42,402.4094,466.4983,390.4094
HexCer-NS(d28:2/31:1)+H,1046.933,884.8799,866.8693,848.8587,420.42,402.4094,464.4826,390.4094
HexCer-NS(d28:2/32:0)+H,1062.964,900.9111,882.9006,864.89,420.42,402.4094,480.5139,390.4094
HexCer-NS(d28:2/32:1)+H,1060.948,898.8955,880.8849,862.8744,420.42,402.4094,478.4983,390.4094
HexCer-NS(d28:2/32:2)+H,1058.933,896.8799,878.8693,860.8587,420.42,402.4094,476.4826,390.4094
HexCer-NS(d28:2/33:0)+H,1076.98,914.9268,896.9163,878.9056,420.42,402.4094,494.5295,390.4094
HexCer-NS(d28:2/33:1)+H,1074.964,912.9111,894.9006,876.89,420.42,402.4094,492.5139,390.4094
HexCer-NS(d28:2/34:0)+H,1090.995,928.9424,910.9319,892.9213,420.42,402.4094,508.5452,390.4094
HexCer-NS(d28:2/34:1)+H,1088.98,926.9268,908.9163,890.9056,420.42,402.4094,506.5295,390.4094
HexCer-NS(d28:2/34:2)+H,1086.964,924.9111,906.9006,888.89,420.42,402.4094,504.5139,390.4094
HexCer-NS(d28:2/35:0)+H,1105.011,942.9581,924.9475,906.937,420.42,402.4094,522.5609,390.4094
HexCer-NS(d28:2/35:1)+H,1102.995,940.9424,922.9319,904.9213,420.42,402.4094,520.5452,390.4094
HexCer-NS(d28:2/36:0)+H,1119.027,956.9738,938.9632,920.9526,420.42,402.4094,536.5765,390.4094
HexCer-NS(d28:2/36:1)+H,1117.011,954.9581,936.9475,918.937,420.42,402.4094,534.5609,390.4094
HexCer-NS(d28:2/36:2)+H,1114.995,952.9424,934.9319,916.9213,420.42,402.4094,532.5452,390.4094
HexCer-NS(d28:2/38:0)+H,1147.058,985.0051,966.9945,948.9839,420.42,402.4094,564.6078,390.4094
HexCer-NS(d28:2/38:1)+H,1145.042,982.9894,964.9788,946.9683,420.42,402.4094,562.5922,390.4094
HexCer-NS(d28:2/38:2)+H,1143.027,980.9738,962.9632,944.9526,420.42,402.4094,560.5765,390.4094
HexCer-NS(d28:2/40:0)+H,1175.089,1013.036,995.0258,977.0152,420.42,402.4094,592.6391,390.4094
HexCer-NS(d28:2/40:1)+H,1173.073,1011.021,993.0101,974.9996,420.42,402.4094,590.6235,390.4094
HexCer-NS(d28:2/40:2)+H,1171.058,1009.005,990.9945,972.9839,420.42,402.4094,588.6078,390.4094
HexCer-NS(d28:2/42:0)+H,1203.12,1041.068,1023.057,1005.047,420.42,402.4094,620.6704,390.4094
HexCer-NS(d28:2/42:1)+H,1201.105,1039.052,1021.041,1003.031,420.42,402.4094,618.6547,390.4094
HexCer-NS(d28:2/42:2)+H,1199.089,1037.036,1019.026,1001.015,420.42,402.4094,616.6391,390.4094
HexCer-NS(d28:3/12:0)+H,780.6353,618.5825,600.572,582.5613,418.4044,400.3938,200.2009,388.3938
HexCer-NS(d28:3/12:1)+H,778.6197,616.5668,598.5563,580.5457,418.4044,400.3938,198.1853,388.3938
HexCer-NS(d28:3/13:0)+H,794.651,632.5981,614.5876,596.577,418.4044,400.3938,214.2166,388.3938
HexCer-NS(d28:3/13:1)+H,792.6353,630.5825,612.572,594.5613,418.4044,400.3938,212.2009,388.3938
HexCer-NS(d28:3/14:0)+H,808.6666,646.6138,628.6032,610.5927,418.4044,400.3938,228.2322,388.3938
HexCer-NS(d28:3/14:1)+H,806.651,644.5981,626.5876,608.577,418.4044,400.3938,226.2166,388.3938
HexCer-NS(d28:3/15:0)+H,822.6823,660.6295,642.6189,624.6083,418.4044,400.3938,242.2478,388.3938
HexCer-NS(d28:3/15:1)+H,820.6666,658.6138,640.6032,622.5927,418.4044,400.3938,240.2322,388.3938
HexCer-NS(d28:3/16:0)+H,836.6979,674.6451,656.6345,638.624,418.4044,400.3938,256.2635,388.3938
HexCer-NS(d28:3/16:1)+H,834.6823,672.6295,654.6189,636.6083,418.4044,400.3938,254.2478,388.3938
HexCer-NS(d28:3/16:2)+H,832.6666,670.6138,652.6032,634.5927,418.4044,400.3938,252.2322,388.3938
HexCer-NS(d28:3/17:0)+H,850.7136,688.6608,670.6502,652.6396,418.4044,400.3938,270.2791,388.3938
HexCer-NS(d28:3/18:0)+H,864.7292,702.6764,684.6658,666.6553,418.4044,400.3938,284.2948,388.3938
HexCer-NS(d28:3/18:1)+H,862.7136,700.6608,682.6502,664.6396,418.4044,400.3938,282.2791,388.3938
HexCer-NS(d28:3/18:2)+H,860.6979,698.6451,680.6345,662.624,418.4044,400.3938,280.2635,388.3938
HexCer-NS(d28:3/19:0)+H,878.7449,716.6921,698.6815,680.6709,418.4044,400.3938,298.3105,388.3938
HexCer-NS(d28:3/19:1)+H,876.7292,714.6764,696.6658,678.6553,418.4044,400.3938,296.2948,388.3938
HexCer-NS(d28:3/20:0)+H,892.7606,730.7077,712.6971,694.6866,418.4044,400.3938,312.3261,388.3938
HexCer-NS(d28:3/20:1)+H,890.7449,728.6921,710.6815,692.6709,418.4044,400.3938,310.3105,388.3938
HexCer-NS(d28:3/20:2)+H,888.7292,726.6764,708.6658,690.6553,418.4044,400.3938,308.2948,388.3938
HexCer-NS(d28:3/21:0)+H,906.7762,744.7234,726.7128,708.7022,418.4044,400.3938,326.3417,388.3938
HexCer-NS(d28:3/21:1)+H,904.7606,742.7077,724.6971,706.6866,418.4044,400.3938,324.3261,388.3938
HexCer-NS(d28:3/22:0)+H,920.7919,758.739,740.7285,722.7179,418.4044,400.3938,340.3574,388.3938
HexCer-NS(d28:3/22:1)+H,918.7762,756.7234,738.7128,720.7022,418.4044,400.3938,338.3417,388.3938
HexCer-NS(d28:3/22:2)+H,916.7606,754.7077,736.6971,718.6866,418.4044,400.3938,336.3261,388.3938
HexCer-NS(d28:3/23:0)+H,934.8075,772.7546,754.7441,736.7335,418.4044,400.3938,354.373,388.3938
HexCer-NS(d28:3/23:1)+H,932.7919,770.739,752.7285,734.7179,418.4044,400.3938,352.3574,388.3938
HexCer-NS(d28:3/24:0)+H,948.8231,786.7703,768.7598,750.7491,418.4044,400.3938,368.3887,388.3938
HexCer-NS(d28:3/24:1)+H,946.8075,784.7546,766.7441,748.7335,418.4044,400.3938,366.373,388.3938
HexCer-NS(d28:3/24:2)+H,944.7919,782.739,764.7285,746.7179,418.4044,400.3938,364.3574,388.3938
HexCer-NS(d28:3/25:0)+H,962.8388,800.7859,782.7754,764.7648,418.4044,400.3938,382.4044,388.3938
HexCer-NS(d28:3/25:1)+H,960.8231,798.7703,780.7598,762.7491,418.4044,400.3938,380.3887,388.3938
HexCer-NS(d28:3/26:0)+H,976.8544,814.8016,796.791,778.7805,418.4044,400.3938,396.42,388.3938
HexCer-NS(d28:3/26:1)+H,974.8388,812.7859,794.7754,776.7648,418.4044,400.3938,394.4044,388.3938
HexCer-NS(d28:3/26:2)+H,972.8231,810.7703,792.7598,774.7491,418.4044,400.3938,392.3887,388.3938
HexCer-NS(d28:3/27:0)+H,990.8701,828.8173,810.8067,792.7961,418.4044,400.3938,410.4356,388.3938
HexCer-NS(d28:3/27:1)+H,988.8544,826.8016,808.791,790.7805,418.4044,400.3938,408.42,388.3938
HexCer-NS(d28:3/28:0)+H,1004.886,842.8329,824.8223,806.8118,418.4044,400.3938,424.4513,388.3938
HexCer-NS(d28:3/28:1)+H,1002.87,840.8173,822.8067,804.7961,418.4044,400.3938,422.4356,388.3938
HexCer-NS(d28:3/28:2)+H,1000.854,838.8016,820.791,802.7805,418.4044,400.3938,420.42,388.3938
HexCer-NS(d28:3/29:0)+H,1018.901,856.8486,838.838,820.8274,418.4044,400.3938,438.4669,388.3938
HexCer-NS(d28:3/29:1)+H,1016.886,854.8329,836.8223,818.8118,418.4044,400.3938,436.4513,388.3938
HexCer-NS(d28:3/30:0)+H,1032.917,870.8642,852.8536,834.8431,418.4044,400.3938,452.4826,388.3938
HexCer-NS(d28:3/30:1)+H,1030.901,868.8486,850.838,832.8274,418.4044,400.3938,450.4669,388.3938
HexCer-NS(d28:3/30:2)+H,1028.886,866.8329,848.8223,830.8118,418.4044,400.3938,448.4513,388.3938
HexCer-NS(d28:3/31:0)+H,1046.933,884.8799,866.8693,848.8587,418.4044,400.3938,466.4983,388.3938
HexCer-NS(d28:3/31:1)+H,1044.917,882.8642,864.8536,846.8431,418.4044,400.3938,464.4826,388.3938
HexCer-NS(d28:3/32:0)+H,1060.948,898.8955,880.8849,862.8744,418.4044,400.3938,480.5139,388.3938
HexCer-NS(d28:3/32:1)+H,1058.933,896.8799,878.8693,860.8587,418.4044,400.3938,478.4983,388.3938
HexCer-NS(d28:3/32:2)+H,1056.917,894.8642,876.8536,858.8431,418.4044,400.3938,476.4826,388.3938
HexCer-NS(d28:3/33:0)+H,1074.964,912.9111,894.9006,876.89,418.4044,400.3938,494.5295,388.3938
HexCer-NS(d28:3/33:1)+H,1072.948,910.8955,892.8849,874.8744,418.4044,400.3938,492.5139,388.3938
HexCer-NS(d28:3/34:0)+H,1088.98,926.9268,908.9163,890.9056,418.4044,400.3938,508.5452,388.3938
HexCer-NS(d28:3/34:1)+H,1086.964,924.9111,906.9006,888.89,418.4044,400.3938,506.5295,388.3938
HexCer-NS(d28:3/34:2)+H,1084.948,922.8955,904.8849,886.8744,418.4044,400.3938,504.5139,388.3938
HexCer-NS(d28:3/35:0)+H,1102.995,940.9424,922.9319,904.9213,418.4044,400.3938,522.5609,388.3938
HexCer-NS(d28:3/35:1)+H,1100.98,938.9268,920.9163,902.9056,418.4044,400.3938,520.5452,388.3938
HexCer-NS(d28:3/36:0)+H,1117.011,954.9581,936.9475,918.937,418.4044,400.3938,536.5765,388.3938
HexCer-NS(d28:3/36:1)+H,1114.995,952.9424,934.9319,916.9213,418.4044,400.3938,534.5609,388.3938
HexCer-NS(d28:3/36:2)+H,1112.98,950.9268,932.9163,914.9056,418.4044,400.3938,532.5452,388.3938
HexCer-NS(d28:3/38:0)+H,1145.042,982.9894,964.9788,946.9683,418.4044,400.3938,564.6078,388.3938
HexCer-NS(d28:3/38:1)+H,1143.027,980.9738,962.9632,944.9526,418.4044,400.3938,562.5922,388.3938
HexCer-NS(d28:3/38:2)+H,1141.011,978.9581,960.9475,942.937,418.4044,400.3938,560.5765,388.3938
HexCer-NS(d28:3/40:0)+H,1173.073,1011.021,993.0101,974.9996,418.4044,400.3938,592.6391,388.3938
HexCer-NS(d28:3/40:1)+H,1171.058,1009.005,990.9945,972.9839,418.4044,400.3938,590.6235,388.3938
HexCer-NS(d28:3/40:2)+H,1169.042,1006.989,988.9788,970.9683,418.4044,400.3938,588.6078,388.3938
HexCer-NS(d28:3/42:0)+H,1201.105,1039.052,1021.041,1003.031,418.4044,400.3938,620.6704,388.3938
HexCer-NS(d28:3/42:1)+H,1199.089,1037.036,1019.026,1001.015,418.4044,400.3938,618.6547,388.3938
HexCer-NS(d28:3/42:2)+H,1197.073,1035.021,1017.01,998.9996,418.4044,400.3938,616.6391,388.3938
HexCer-NS(d29:1/12:0)+H,798.6823,636.6295,618.6189,600.6083,436.4513,418.4407,200.2009,406.4407
HexCer-NS(d29:1/12:1)+H,796.6666,634.6138,616.6032,598.5927,436.4513,418.4407,198.1853,406.4407
HexCer-NS(d29:1/13:0)+H,812.6979,650.6451,632.6345,614.624,436.4513,418.4407,214.2166,406.4407
HexCer-NS(d29:1/13:1)+H,810.6823,648.6295,630.6189,612.6083,436.4513,418.4407,212.2009,406.4407
HexCer-NS(d29:1/14:0)+H,826.7136,664.6608,646.6502,628.6396,436.4513,418.4407,228.2322,406.4407
HexCer-NS(d29:1/14:1)+H,824.6979,662.6451,644.6345,626.624,436.4513,418.4407,226.2166,406.4407
HexCer-NS(d29:1/15:0)+H,840.7292,678.6764,660.6658,642.6553,436.4513,418.4407,242.2478,406.4407
HexCer-NS(d29:1/15:1)+H,838.7136,676.6608,658.6502,640.6396,436.4513,418.4407,240.2322,406.4407
HexCer-NS(d29:1/16:0)+H,854.7449,692.6921,674.6815,656.6709,436.4513,418.4407,256.2635,406.4407
HexCer-NS(d29:1/16:1)+H,852.7292,690.6764,672.6658,654.6553,436.4513,418.4407,254.2478,406.4407
HexCer-NS(d29:1/16:2)+H,850.7136,688.6608,670.6502,652.6396,436.4513,418.4407,252.2322,406.4407
HexCer-NS(d29:1/17:0)+H,868.7606,706.7077,688.6971,670.6866,436.4513,418.4407,270.2791,406.4407
HexCer-NS(d29:1/18:0)+H,882.7762,720.7234,702.7128,684.7022,436.4513,418.4407,284.2948,406.4407
HexCer-NS(d29:1/18:1)+H,880.7606,718.7077,700.6971,682.6866,436.4513,418.4407,282.2791,406.4407
HexCer-NS(d29:1/18:2)+H,878.7449,716.6921,698.6815,680.6709,436.4513,418.4407,280.2635,406.4407
HexCer-NS(d29:1/19:0)+H,896.7919,734.739,716.7285,698.7179,436.4513,418.4407,298.3105,406.4407
HexCer-NS(d29:1/19:1)+H,894.7762,732.7234,714.7128,696.7022,436.4513,418.4407,296.2948,406.4407
HexCer-NS(d29:1/20:0)+H,910.8075,748.7546,730.7441,712.7335,436.4513,418.4407,312.3261,406.4407
HexCer-NS(d29:1/20:1)+H,908.7919,746.739,728.7285,710.7179,436.4513,418.4407,310.3105,406.4407
HexCer-NS(d29:1/20:2)+H,906.7762,744.7234,726.7128,708.7022,436.4513,418.4407,308.2948,406.4407
HexCer-NS(d29:1/21:0)+H,924.8231,762.7703,744.7598,726.7491,436.4513,418.4407,326.3417,406.4407
HexCer-NS(d29:1/21:1)+H,922.8075,760.7546,742.7441,724.7335,436.4513,418.4407,324.3261,406.4407
HexCer-NS(d29:1/22:0)+H,938.8388,776.7859,758.7754,740.7648,436.4513,418.4407,340.3574,406.4407
HexCer-NS(d29:1/22:1)+H,936.8231,774.7703,756.7598,738.7491,436.4513,418.4407,338.3417,406.4407
HexCer-NS(d29:1/22:2)+H,934.8075,772.7546,754.7441,736.7335,436.4513,418.4407,336.3261,406.4407
HexCer-NS(d29:1/23:0)+H,952.8544,790.8016,772.791,754.7805,436.4513,418.4407,354.373,406.4407
HexCer-NS(d29:1/23:1)+H,950.8388,788.7859,770.7754,752.7648,436.4513,418.4407,352.3574,406.4407
HexCer-NS(d29:1/24:0)+H,966.8701,804.8173,786.8067,768.7961,436.4513,418.4407,368.3887,406.4407
HexCer-NS(d29:1/24:1)+H,964.8544,802.8016,784.791,766.7805,436.4513,418.4407,366.373,406.4407
HexCer-NS(d29:1/24:2)+H,962.8388,800.7859,782.7754,764.7648,436.4513,418.4407,364.3574,406.4407
HexCer-NS(d29:1/25:0)+H,980.8857,818.8329,800.8223,782.8118,436.4513,418.4407,382.4044,406.4407
HexCer-NS(d29:1/25:1)+H,978.8701,816.8173,798.8067,780.7961,436.4513,418.4407,380.3887,406.4407
HexCer-NS(d29:1/26:0)+H,994.9014,832.8486,814.838,796.8274,436.4513,418.4407,396.42,406.4407
HexCer-NS(d29:1/26:1)+H,992.8857,830.8329,812.8223,794.8118,436.4513,418.4407,394.4044,406.4407
HexCer-NS(d29:1/26:2)+H,990.8701,828.8173,810.8067,792.7961,436.4513,418.4407,392.3887,406.4407
HexCer-NS(d29:1/27:0)+H,1008.917,846.8642,828.8536,810.8431,436.4513,418.4407,410.4356,406.4407
HexCer-NS(d29:1/27:1)+H,1006.901,844.8486,826.838,808.8274,436.4513,418.4407,408.42,406.4407
HexCer-NS(d29:1/28:0)+H,1022.933,860.8799,842.8693,824.8587,436.4513,418.4407,424.4513,406.4407
HexCer-NS(d29:1/28:1)+H,1020.917,858.8642,840.8536,822.8431,436.4513,418.4407,422.4356,406.4407
HexCer-NS(d29:1/28:2)+H,1018.901,856.8486,838.838,820.8274,436.4513,418.4407,420.42,406.4407
HexCer-NS(d29:1/29:0)+H,1036.948,874.8955,856.8849,838.8744,436.4513,418.4407,438.4669,406.4407
HexCer-NS(d29:1/29:1)+H,1034.933,872.8799,854.8693,836.8587,436.4513,418.4407,436.4513,406.4407
HexCer-NS(d29:1/30:0)+H,1050.964,888.9111,870.9006,852.89,436.4513,418.4407,452.4826,406.4407
HexCer-NS(d29:1/30:1)+H,1048.948,886.8955,868.8849,850.8744,436.4513,418.4407,450.4669,406.4407
HexCer-NS(d29:1/30:2)+H,1046.933,884.8799,866.8693,848.8587,436.4513,418.4407,448.4513,406.4407
HexCer-NS(d29:1/31:0)+H,1064.98,902.9268,884.9163,866.9056,436.4513,418.4407,466.4983,406.4407
HexCer-NS(d29:1/31:1)+H,1062.964,900.9111,882.9006,864.89,436.4513,418.4407,464.4826,406.4407
HexCer-NS(d29:1/32:0)+H,1078.995,916.9424,898.9319,880.9213,436.4513,418.4407,480.5139,406.4407
HexCer-NS(d29:1/32:1)+H,1076.98,914.9268,896.9163,878.9056,436.4513,418.4407,478.4983,406.4407
HexCer-NS(d29:1/32:2)+H,1074.964,912.9111,894.9006,876.89,436.4513,418.4407,476.4826,406.4407
HexCer-NS(d29:1/33:0)+H,1093.011,930.9581,912.9475,894.937,436.4513,418.4407,494.5295,406.4407
HexCer-NS(d29:1/33:1)+H,1090.995,928.9424,910.9319,892.9213,436.4513,418.4407,492.5139,406.4407
HexCer-NS(d29:1/34:0)+H,1107.027,944.9738,926.9632,908.9526,436.4513,418.4407,508.5452,406.4407
HexCer-NS(d29:1/34:1)+H,1105.011,942.9581,924.9475,906.937,436.4513,418.4407,506.5295,406.4407
HexCer-NS(d29:1/34:2)+H,1102.995,940.9424,922.9319,904.9213,436.4513,418.4407,504.5139,406.4407
HexCer-NS(d29:1/35:0)+H,1121.042,958.9894,940.9788,922.9683,436.4513,418.4407,522.5609,406.4407
HexCer-NS(d29:1/35:1)+H,1119.027,956.9738,938.9632,920.9526,436.4513,418.4407,520.5452,406.4407
HexCer-NS(d29:1/36:0)+H,1135.058,973.0051,954.9945,936.9839,436.4513,418.4407,536.5765,406.4407
HexCer-NS(d29:1/36:1)+H,1133.042,970.9894,952.9788,934.9683,436.4513,418.4407,534.5609,406.4407
HexCer-NS(d29:1/36:2)+H,1131.027,968.9738,950.9632,932.9526,436.4513,418.4407,532.5452,406.4407
HexCer-NS(d29:1/38:0)+H,1163.089,1001.036,983.0258,965.0152,436.4513,418.4407,564.6078,406.4407
HexCer-NS(d29:1/38:1)+H,1161.073,999.0207,981.0101,962.9996,436.4513,418.4407,562.5922,406.4407
HexCer-NS(d29:1/38:2)+H,1159.058,997.0051,978.9945,960.9839,436.4513,418.4407,560.5765,406.4407
HexCer-NS(d29:1/40:0)+H,1191.12,1029.068,1011.057,993.0465,436.4513,418.4407,592.6391,406.4407
HexCer-NS(d29:1/40:1)+H,1189.105,1027.052,1009.041,991.0309,436.4513,418.4407,590.6235,406.4407
HexCer-NS(d29:1/40:2)+H,1187.089,1025.036,1007.026,989.0152,436.4513,418.4407,588.6078,406.4407
HexCer-NS(d29:1/42:0)+H,1219.152,1057.099,1039.088,1021.078,436.4513,418.4407,620.6704,406.4407
HexCer-NS(d29:1/42:1)+H,1217.136,1055.083,1037.073,1019.062,436.4513,418.4407,618.6547,406.4407
HexCer-NS(d29:1/42:2)+H,1215.12,1053.068,1035.057,1017.047,436.4513,418.4407,616.6391,406.4407
HexCer-NS(d29:2/12:0)+H,796.6666,634.6138,616.6032,598.5927,434.4356,416.4251,200.2009,404.4251
HexCer-NS(d29:2/12:1)+H,794.651,632.5981,614.5876,596.577,434.4356,416.4251,198.1853,404.4251
HexCer-NS(d29:2/13:0)+H,810.6823,648.6295,630.6189,612.6083,434.4356,416.4251,214.2166,404.4251
HexCer-NS(d29:2/13:1)+H,808.6666,646.6138,628.6032,610.5927,434.4356,416.4251,212.2009,404.4251
HexCer-NS(d29:2/14:0)+H,824.6979,662.6451,644.6345,626.624,434.4356,416.4251,228.2322,404.4251
HexCer-NS(d29:2/14:1)+H,822.6823,660.6295,642.6189,624.6083,434.4356,416.4251,226.2166,404.4251
HexCer-NS(d29:2/15:0)+H,838.7136,676.6608,658.6502,640.6396,434.4356,416.4251,242.2478,404.4251
HexCer-NS(d29:2/15:1)+H,836.6979,674.6451,656.6345,638.624,434.4356,416.4251,240.2322,404.4251
HexCer-NS(d29:2/16:0)+H,852.7292,690.6764,672.6658,654.6553,434.4356,416.4251,256.2635,404.4251
HexCer-NS(d29:2/16:1)+H,850.7136,688.6608,670.6502,652.6396,434.4356,416.4251,254.2478,404.4251
HexCer-NS(d29:2/16:2)+H,848.6979,686.6451,668.6345,650.624,434.4356,416.4251,252.2322,404.4251
HexCer-NS(d29:2/17:0)+H,866.7449,704.6921,686.6815,668.6709,434.4356,416.4251,270.2791,404.4251
HexCer-NS(d29:2/18:0)+H,880.7606,718.7077,700.6971,682.6866,434.4356,416.4251,284.2948,404.4251
HexCer-NS(d29:2/18:1)+H,878.7449,716.6921,698.6815,680.6709,434.4356,416.4251,282.2791,404.4251
HexCer-NS(d29:2/18:2)+H,876.7292,714.6764,696.6658,678.6553,434.4356,416.4251,280.2635,404.4251
HexCer-NS(d29:2/19:0)+H,894.7762,732.7234,714.7128,696.7022,434.4356,416.4251,298.3105,404.4251
HexCer-NS(d29:2/19:1)+H,892.7606,730.7077,712.6971,694.6866,434.4356,416.4251,296.2948,404.4251
HexCer-NS(d29:2/20:0)+H,908.7919,746.739,728.7285,710.7179,434.4356,416.4251,312.3261,404.4251
HexCer-NS(d29:2/20:1)+H,906.7762,744.7234,726.7128,708.7022,434.4356,416.4251,310.3105,404.4251
HexCer-NS(d29:2/20:2)+H,904.7606,742.7077,724.6971,706.6866,434.4356,416.4251,308.2948,404.4251
HexCer-NS(d29:2/21:0)+H,922.8075,760.7546,742.7441,724.7335,434.4356,416.4251,326.3417,404.4251
HexCer-NS(d29:2/21:1)+H,920.7919,758.739,740.7285,722.7179,434.4356,416.4251,324.3261,404.4251
HexCer-NS(d29:2/22:0)+H,936.8231,774.7703,756.7598,738.7491,434.4356,416.4251,340.3574,404.4251
HexCer-NS(d29:2/22:1)+H,934.8075,772.7546,754.7441,736.7335,434.4356,416.4251,338.3417,404.4251
HexCer-NS(d29:2/22:2)+H,932.7919,770.739,752.7285,734.7179,434.4356,416.4251,336.3261,404.4251
HexCer-NS(d29:2/23:0)+H,950.8388,788.7859,770.7754,752.7648,434.4356,416.4251,354.373,404.4251
HexCer-NS(d29:2/23:1)+H,948.8231,786.7703,768.7598,750.7491,434.4356,416.4251,352.3574,404.4251
HexCer-NS(d29:2/24:0)+H,964.8544,802.8016,784.791,766.7805,434.4356,416.4251,368.3887,404.4251
HexCer-NS(d29:2/24:1)+H,962.8388,800.7859,782.7754,764.7648,434.4356,416.4251,366.373,404.4251
HexCer-NS(d29:2/24:2)+H,960.8231,798.7703,780.7598,762.7491,434.4356,416.4251,364.3574,404.4251
HexCer-NS(d29:2/25:0)+H,978.8701,816.8173,798.8067,780.7961,434.4356,416.4251,382.4044,404.4251
