CL,[M-2H]2-,Prec-SN1_monolyso2-,Prec-SN1+SN2_dilyso2-,Prec-SN3_monolyso2-,Prec-SN3+SN4_dilyso2-,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(14:0_16:0_16:1_22:0)-2H,702.5023182,597.4037482,478.2889882,584.3959282,423.2342482,363.19408,391.22536,389.20972,475.3192,227.20153,255.23281,253.21717,339.32665
CL(14:0_16:0_16:1_22:5)-2H,697.463193,592.364623,473.249863,579.356803,423.234223,363.19408,391.22536,389.20972,465.241,227.20153,255.23281,253.21717,329.24845
CL(14:0_16:0_16:1_22:6)-2H,696.455368,591.356798,472.242038,578.348978,423.234218,363.19408,391.22536,389.20972,463.22536,227.20153,255.23281,253.21717,327.23281
CL(14:0_16:0_18:0_18:0)-2H,689.4944931,584.3959231,465.2811631,556.3646431,423.2342431,363.19408,391.22536,419.25664,419.25664,227.20153,255.23281,283.26409,283.26409
CL(14:0_16:0_18:0_18:1)-2H,688.4866681,583.3880981,464.2733381,555.3568181,423.2342381,363.19408,391.22536,419.25664,417.241,227.20153,255.23281,283.26409,281.24845
CL(14:0_16:0_18:0_18:2)-2H,687.4788431,582.3802731,463.2655131,554.3489931,423.2342331,363.19408,391.22536,419.25664,415.22536,227.20153,255.23281,283.26409,279.23281
CL(14:0_16:0_18:0_18:3)-2H,686.471018,581.372448,462.257688,553.341168,423.234228,363.19408,391.22536,419.25664,413.20972,227.20153,255.23281,283.26409,277.21717
CL(14:0_16:0_18:0_20:0)-2H,703.5101432,598.4115732,479.2968132,570.3802932,423.2342532,363.19408,391.22536,419.25664,447.28792,227.20153,255.23281,283.26409,311.29537
CL(14:0_16:0_18:0_20:1)-2H,702.5023182,597.4037482,478.2889882,569.3724682,423.2342482,363.19408,391.22536,419.25664,445.27228,227.20153,255.23281,283.26409,309.27973
CL(14:0_16:0_18:0_20:2)-2H,701.4944931,596.3959231,477.2811631,568.3646431,423.2342431,363.19408,391.22536,419.25664,443.25664,227.20153,255.23281,283.26409,307.26409
CL(14:0_16:0_18:0_20:3)-2H,700.4866681,595.3880981,476.2733381,567.3568181,423.2342381,363.19408,391.22536,419.25664,441.241,227.20153,255.23281,283.26409,305.24845
CL(14:0_16:0_18:0_20:4)-2H,699.4788431,594.3802731,475.2655131,566.3489931,423.2342331,363.19408,391.22536,419.25664,439.22536,227.20153,255.23281,283.26409,303.23281
CL(14:0_16:0_18:0_22:0)-2H,717.5257933,612.4272233,493.3124633,584.3959433,423.2342633,363.19408,391.22536,419.25664,475.3192,227.20153,255.23281,283.26409,339.32665
CL(14:0_16:0_18:0_22:5)-2H,712.4866681,607.3880981,488.2733381,579.3568181,423.2342381,363.19408,391.22536,419.25664,465.241,227.20153,255.23281,283.26409,329.24845
CL(14:0_16:0_18:0_22:6)-2H,711.4788431,606.3802731,487.2655131,578.3489931,423.2342331,363.19408,391.22536,419.25664,463.22536,227.20153,255.23281,283.26409,327.23281
CL(14:0_16:0_18:1_18:1)-2H,687.4788431,582.3802731,463.2655131,555.3568131,423.2342331,363.19408,391.22536,417.241,417.241,227.20153,255.23281,281.24845,281.24845
CL(14:0_16:0_18:1_18:2)-2H,686.471018,581.372448,462.257688,554.348988,423.234228,363.19408,391.22536,417.241,415.22536,227.20153,255.23281,281.24845,279.23281
CL(14:0_16:0_18:1_18:3)-2H,685.463193,580.364623,461.249863,553.341163,423.234223,363.19408,391.22536,417.241,413.20972,227.20153,255.23281,281.24845,277.21717
CL(14:0_16:0_18:1_20:0)-2H,702.5023182,597.4037482,478.2889882,570.3802882,423.2342482,363.19408,391.22536,417.241,447.28792,227.20153,255.23281,281.24845,311.29537
CL(14:0_16:0_18:1_20:1)-2H,701.4944931,596.3959231,477.2811631,569.3724631,423.2342431,363.19408,391.22536,417.241,445.27228,227.20153,255.23281,281.24845,309.27973
CL(14:0_16:0_18:1_20:2)-2H,700.4866681,595.3880981,476.2733381,568.3646381,423.2342381,363.19408,391.22536,417.241,443.25664,227.20153,255.23281,281.24845,307.26409
CL(14:0_16:0_18:1_20:3)-2H,699.4788431,594.3802731,475.2655131,567.3568131,423.2342331,363.19408,391.22536,417.241,441.241,227.20153,255.23281,281.24845,305.24845
CL(14:0_16:0_18:1_20:4)-2H,698.471018,593.372448,474.257688,566.348988,423.234228,363.19408,391.22536,417.241,439.22536,227.20153,255.23281,281.24845,303.23281
CL(14:0_16:0_18:1_22:0)-2H,716.5179682,611.4193982,492.3046382,584.3959382,423.2342582,363.19408,391.22536,417.241,475.3192,227.20153,255.23281,281.24845,339.32665
CL(14:0_16:0_18:1_22:5)-2H,711.4788431,606.3802731,487.2655131,579.3568131,423.2342331,363.19408,391.22536,417.241,465.241,227.20153,255.23281,281.24845,329.24845
CL(14:0_16:0_18:1_22:6)-2H,710.471018,605.372448,486.257688,578.348988,423.234228,363.19408,391.22536,417.241,463.22536,227.20153,255.23281,281.24845,327.23281
CL(14:0_16:0_18:2_18:2)-2H,685.463193,580.364623,461.249863,554.348983,423.234223,363.19408,391.22536,415.22536,415.22536,227.20153,255.23281,279.23281,279.23281
CL(14:0_16:0_18:2_18:3)-2H,684.455368,579.356798,460.242038,553.341158,423.234218,363.19408,391.22536,415.22536,413.20972,227.20153,255.23281,279.23281,277.21717
CL(14:0_16:0_18:2_20:0)-2H,701.4944931,596.3959231,477.2811631,570.3802831,423.2342431,363.19408,391.22536,415.22536,447.28792,227.20153,255.23281,279.23281,311.29537
CL(14:0_16:0_18:2_20:1)-2H,700.4866681,595.3880981,476.2733381,569.3724581,423.2342381,363.19408,391.22536,415.22536,445.27228,227.20153,255.23281,279.23281,309.27973
CL(14:0_16:0_18:2_20:2)-2H,699.4788431,594.3802731,475.2655131,568.3646331,423.2342331,363.19408,391.22536,415.22536,443.25664,227.20153,255.23281,279.23281,307.26409
CL(14:0_16:0_18:2_20:3)-2H,698.471018,593.372448,474.257688,567.356808,423.234228,363.19408,391.22536,415.22536,441.241,227.20153,255.23281,279.23281,305.24845
CL(14:0_16:0_18:2_20:4)-2H,697.463193,592.364623,473.249863,566.348983,423.234223,363.19408,391.22536,415.22536,439.22536,227.20153,255.23281,279.23281,303.23281
CL(14:0_16:0_18:2_22:0)-2H,715.5101432,610.4115732,491.2968132,584.3959332,423.2342532,363.19408,391.22536,415.22536,475.3192,227.20153,255.23281,279.23281,339.32665
CL(14:0_16:0_18:2_22:5)-2H,710.471018,605.372448,486.257688,579.356808,423.234228,363.19408,391.22536,415.22536,465.241,227.20153,255.23281,279.23281,329.24845
CL(14:0_16:0_18:2_22:6)-2H,709.463193,604.364623,485.249863,578.348983,423.234223,363.19408,391.22536,415.22536,463.22536,227.20153,255.23281,279.23281,327.23281
CL(14:0_16:0_18:3_18:3)-2H,683.4475429,578.3489729,459.2342129,553.3411529,423.2342129,363.19408,391.22536,413.20972,413.20972,227.20153,255.23281,277.21717,277.21717
CL(14:0_16:0_18:3_20:0)-2H,700.4866681,595.3880981,476.2733381,570.3802781,423.2342381,363.19408,391.22536,413.20972,447.28792,227.20153,255.23281,277.21717,311.29537
CL(14:0_16:0_18:3_20:1)-2H,699.4788431,594.3802731,475.2655131,569.3724531,423.2342331,363.19408,391.22536,413.20972,445.27228,227.20153,255.23281,277.21717,309.27973
CL(14:0_16:0_18:3_20:2)-2H,698.471018,593.372448,474.257688,568.364628,423.234228,363.19408,391.22536,413.20972,443.25664,227.20153,255.23281,277.21717,307.26409
CL(14:0_16:0_18:3_20:3)-2H,697.463193,592.364623,473.249863,567.356803,423.234223,363.19408,391.22536,413.20972,441.241,227.20153,255.23281,277.21717,305.24845
CL(14:0_16:0_18:3_20:4)-2H,696.455368,591.356798,472.242038,566.348978,423.234218,363.19408,391.22536,413.20972,439.22536,227.20153,255.23281,277.21717,303.23281
CL(14:0_16:0_18:3_22:0)-2H,714.5023182,609.4037482,490.2889882,584.3959282,423.2342482,363.19408,391.22536,413.20972,475.3192,227.20153,255.23281,277.21717,339.32665
CL(14:0_16:0_18:3_22:5)-2H,709.463193,604.364623,485.249863,579.356803,423.234223,363.19408,391.22536,413.20972,465.241,227.20153,255.23281,277.21717,329.24845
CL(14:0_16:0_18:3_22:6)-2H,708.455368,603.356798,484.242038,578.348978,423.234218,363.19408,391.22536,413.20972,463.22536,227.20153,255.23281,277.21717,327.23281
CL(14:0_16:0_20:0_20:0)-2H,717.5257933,612.4272233,493.3124633,570.3803033,423.2342633,363.19408,391.22536,447.28792,447.28792,227.20153,255.23281,311.29537,311.29537
CL(14:0_16:0_20:0_20:1)-2H,716.5179682,611.4193982,492.3046382,569.3724782,423.2342582,363.19408,391.22536,447.28792,445.27228,227.20153,255.23281,311.29537,309.27973
CL(14:0_16:0_20:0_20:2)-2H,715.5101432,610.4115732,491.2968132,568.3646532,423.2342532,363.19408,391.22536,447.28792,443.25664,227.20153,255.23281,311.29537,307.26409
CL(14:0_16:0_20:0_20:3)-2H,714.5023182,609.4037482,490.2889882,567.3568282,423.2342482,363.19408,391.22536,447.28792,441.241,227.20153,255.23281,311.29537,305.24845
CL(14:0_16:0_20:0_20:4)-2H,713.4944931,608.3959231,489.2811631,566.3490031,423.2342431,363.19408,391.22536,447.28792,439.22536,227.20153,255.23281,311.29537,303.23281
CL(14:0_16:0_20:0_22:0)-2H,731.5414433,626.4428733,507.3281133,584.3959533,423.2342733,363.19408,391.22536,447.28792,475.3192,227.20153,255.23281,311.29537,339.32665
CL(14:0_16:0_20:0_22:5)-2H,726.5023182,621.4037482,502.2889882,579.3568282,423.2342482,363.19408,391.22536,447.28792,465.241,227.20153,255.23281,311.29537,329.24845
CL(14:0_16:0_20:0_22:6)-2H,725.4944931,620.3959231,501.2811631,578.3490031,423.2342431,363.19408,391.22536,447.28792,463.22536,227.20153,255.23281,311.29537,327.23281
CL(14:0_16:0_20:1_20:1)-2H,715.5101432,610.4115732,491.2968132,569.3724732,423.2342532,363.19408,391.22536,445.27228,445.27228,227.20153,255.23281,309.27973,309.27973
CL(14:0_16:0_20:1_20:2)-2H,714.5023182,609.4037482,490.2889882,568.3646482,423.2342482,363.19408,391.22536,445.27228,443.25664,227.20153,255.23281,309.27973,307.26409
CL(14:0_16:0_20:1_20:3)-2H,713.4944931,608.3959231,489.2811631,567.3568231,423.2342431,363.19408,391.22536,445.27228,441.241,227.20153,255.23281,309.27973,305.24845
CL(14:0_16:0_20:1_20:4)-2H,712.4866681,607.3880981,488.2733381,566.3489981,423.2342381,363.19408,391.22536,445.27228,439.22536,227.20153,255.23281,309.27973,303.23281
CL(14:0_16:0_20:1_22:0)-2H,730.5336183,625.4350483,506.3202883,584.3959483,423.2342683,363.19408,391.22536,445.27228,475.3192,227.20153,255.23281,309.27973,339.32665
CL(14:0_16:0_20:1_22:5)-2H,725.4944931,620.3959231,501.2811631,579.3568231,423.2342431,363.19408,391.22536,445.27228,465.241,227.20153,255.23281,309.27973,329.24845
CL(14:0_16:0_20:1_22:6)-2H,724.4866681,619.3880981,500.2733381,578.3489981,423.2342381,363.19408,391.22536,445.27228,463.22536,227.20153,255.23281,309.27973,327.23281
CL(14:0_16:0_20:2_20:2)-2H,713.4944931,608.3959231,489.2811631,568.3646431,423.2342431,363.19408,391.22536,443.25664,443.25664,227.20153,255.23281,307.26409,307.26409
CL(14:0_16:0_20:2_20:3)-2H,712.4866681,607.3880981,488.2733381,567.3568181,423.2342381,363.19408,391.22536,443.25664,441.241,227.20153,255.23281,307.26409,305.24845
CL(14:0_16:0_20:2_20:4)-2H,711.4788431,606.3802731,487.2655131,566.3489931,423.2342331,363.19408,391.22536,443.25664,439.22536,227.20153,255.23281,307.26409,303.23281
CL(14:0_16:0_20:2_22:0)-2H,729.5257933,624.4272233,505.3124633,584.3959433,423.2342633,363.19408,391.22536,443.25664,475.3192,227.20153,255.23281,307.26409,339.32665
CL(14:0_16:0_20:2_22:5)-2H,724.4866681,619.3880981,500.2733381,579.3568181,423.2342381,363.19408,391.22536,443.25664,465.241,227.20153,255.23281,307.26409,329.24845
CL(14:0_16:0_20:2_22:6)-2H,723.4788431,618.3802731,499.2655131,578.3489931,423.2342331,363.19408,391.22536,443.25664,463.22536,227.20153,255.23281,307.26409,327.23281
CL(14:0_16:0_20:3_20:3)-2H,711.4788431,606.3802731,487.2655131,567.3568131,423.2342331,363.19408,391.22536,441.241,441.241,227.20153,255.23281,305.24845,305.24845
CL(14:0_16:0_20:3_20:4)-2H,710.471018,605.372448,486.257688,566.348988,423.234228,363.19408,391.22536,441.241,439.22536,227.20153,255.23281,305.24845,303.23281
CL(14:0_16:0_20:3_22:0)-2H,728.5179682,623.4193982,504.3046382,584.3959382,423.2342582,363.19408,391.22536,441.241,475.3192,227.20153,255.23281,305.24845,339.32665
CL(14:0_16:0_20:3_22:5)-2H,723.4788431,618.3802731,499.2655131,579.3568131,423.2342331,363.19408,391.22536,441.241,465.241,227.20153,255.23281,305.24845,329.24845
CL(14:0_16:0_20:3_22:6)-2H,722.471018,617.372448,498.257688,578.348988,423.234228,363.19408,391.22536,441.241,463.22536,227.20153,255.23281,305.24845,327.23281
CL(14:0_16:0_20:4_20:4)-2H,709.463193,604.364623,485.249863,566.348983,423.234223,363.19408,391.22536,439.22536,439.22536,227.20153,255.23281,303.23281,303.23281
CL(14:0_16:0_20:4_22:0)-2H,727.5101432,622.4115732,503.2968132,584.3959332,423.2342532,363.19408,391.22536,439.22536,475.3192,227.20153,255.23281,303.23281,339.32665
CL(14:0_16:0_20:4_22:5)-2H,722.471018,617.372448,498.257688,579.356808,423.234228,363.19408,391.22536,439.22536,465.241,227.20153,255.23281,303.23281,329.24845
CL(14:0_16:0_20:4_22:6)-2H,721.463193,616.364623,497.249863,578.348983,423.234223,363.19408,391.22536,439.22536,463.22536,227.20153,255.23281,303.23281,327.23281
CL(14:0_16:0_22:0_22:0)-2H,745.5570934,640.4585234,521.3437634,584.3959634,423.2342834,363.19408,391.22536,475.3192,475.3192,227.20153,255.23281,339.32665,339.32665
CL(14:0_16:0_22:0_22:5)-2H,740.5179682,635.4193982,516.3046382,579.3568382,423.2342582,363.19408,391.22536,475.3192,465.241,227.20153,255.23281,339.32665,329.24845
CL(14:0_16:0_22:0_22:6)-2H,739.5101432,634.4115732,515.2968132,578.3490132,423.2342532,363.19408,391.22536,475.3192,463.22536,227.20153,255.23281,339.32665,327.23281
CL(14:0_16:0_22:5_22:5)-2H,735.4788431,630.3802731,511.2655131,579.3568131,423.2342331,363.19408,391.22536,465.241,465.241,227.20153,255.23281,329.24845,329.24845
CL(14:0_16:0_22:5_22:6)-2H,734.471018,629.372448,510.257688,578.348988,423.234228,363.19408,391.22536,465.241,463.22536,227.20153,255.23281,329.24845,327.23281
CL(14:0_16:0_22:6_22:6)-2H,733.463193,628.364623,509.249863,578.348983,423.234223,363.19408,391.22536,463.22536,463.22536,227.20153,255.23281,327.23281,327.23281
CL(14:0_16:1_16:1_16:1)-2H,658.4397179,553.3411479,435.2342079,540.3333279,422.2263879,363.19408,389.20972,389.20972,389.20972,227.20153,253.21717,253.21717,253.21717
CL(14:0_16:1_16:1_18:0)-2H,673.463193,568.364623,450.257683,555.356803,422.226403,363.19408,389.20972,389.20972,419.25664,227.20153,253.21717,253.21717,283.26409
CL(14:0_16:1_16:1_18:1)-2H,672.455368,567.356798,449.249858,554.348978,422.226398,363.19408,389.20972,389.20972,417.241,227.20153,253.21717,253.21717,281.24845
CL(14:0_16:1_16:1_18:2)-2H,671.4475429,566.3489729,448.2420329,553.3411529,422.2263929,363.19408,389.20972,389.20972,415.22536,227.20153,253.21717,253.21717,279.23281
CL(14:0_16:1_16:1_18:3)-2H,670.4397179,565.3411479,447.2342079,552.3333279,422.2263879,363.19408,389.20972,389.20972,413.20972,227.20153,253.21717,253.21717,277.21717
CL(14:0_16:1_16:1_20:0)-2H,687.4788431,582.3802731,464.2733331,569.3724531,422.2264131,363.19408,389.20972,389.20972,447.28792,227.20153,253.21717,253.21717,311.29537
CL(14:0_16:1_16:1_20:1)-2H,686.471018,581.372448,463.265508,568.364628,422.226408,363.19408,389.20972,389.20972,445.27228,227.20153,253.21717,253.21717,309.27973
CL(14:0_16:1_16:1_20:2)-2H,685.463193,580.364623,462.257683,567.356803,422.226403,363.19408,389.20972,389.20972,443.25664,227.20153,253.21717,253.21717,307.26409
CL(14:0_16:1_16:1_20:3)-2H,684.455368,579.356798,461.249858,566.348978,422.226398,363.19408,389.20972,389.20972,441.241,227.20153,253.21717,253.21717,305.24845
CL(14:0_16:1_16:1_20:4)-2H,683.4475429,578.3489729,460.2420329,565.3411529,422.2263929,363.19408,389.20972,389.20972,439.22536,227.20153,253.21717,253.21717,303.23281
CL(14:0_16:1_16:1_22:0)-2H,701.4944931,596.3959231,478.2889831,583.3881031,422.2264231,363.19408,389.20972,389.20972,475.3192,227.20153,253.21717,253.21717,339.32665
CL(14:0_16:1_16:1_22:5)-2H,696.455368,591.356798,473.249858,578.348978,422.226398,363.19408,389.20972,389.20972,465.241,227.20153,253.21717,253.21717,329.24845
CL(14:0_16:1_16:1_22:6)-2H,695.4475429,590.3489729,472.2420329,577.3411529,422.2263929,363.19408,389.20972,389.20972,463.22536,227.20153,253.21717,253.21717,327.23281
CL(14:0_16:1_18:0_18:0)-2H,688.4866681,583.3880981,465.2811581,555.3568181,422.2264181,363.19408,389.20972,419.25664,419.25664,227.20153,253.21717,283.26409,283.26409
CL(14:0_16:1_18:0_18:1)-2H,687.4788431,582.3802731,464.2733331,554.3489931,422.2264131,363.19408,389.20972,419.25664,417.241,227.20153,253.21717,283.26409,281.24845
CL(14:0_16:1_18:0_18:2)-2H,686.471018,581.372448,463.265508,553.341168,422.226408,363.19408,389.20972,419.25664,415.22536,227.20153,253.21717,283.26409,279.23281
CL(14:0_16:1_18:0_18:3)-2H,685.463193,580.364623,462.257683,552.333343,422.226403,363.19408,389.20972,419.25664,413.20972,227.20153,253.21717,283.26409,277.21717
CL(14:0_16:1_18:0_20:0)-2H,702.5023182,597.4037482,479.2968082,569.3724682,422.2264282,363.19408,389.20972,419.25664,447.28792,227.20153,253.21717,283.26409,311.29537
CL(14:0_16:1_18:0_20:1)-2H,701.4944931,596.3959231,478.2889831,568.3646431,422.2264231,363.19408,389.20972,419.25664,445.27228,227.20153,253.21717,283.26409,309.27973
CL(14:0_16:1_18:0_20:2)-2H,700.4866681,595.3880981,477.2811581,567.3568181,422.2264181,363.19408,389.20972,419.25664,443.25664,227.20153,253.21717,283.26409,307.26409
CL(14:0_16:1_18:0_20:3)-2H,699.4788431,594.3802731,476.2733331,566.3489931,422.2264131,363.19408,389.20972,419.25664,441.241,227.20153,253.21717,283.26409,305.24845
CL(14:0_16:1_18:0_20:4)-2H,698.471018,593.372448,475.265508,565.341168,422.226408,363.19408,389.20972,419.25664,439.22536,227.20153,253.21717,283.26409,303.23281
CL(14:0_16:1_18:0_22:0)-2H,716.5179682,611.4193982,493.3124582,583.3881182,422.2264382,363.19408,389.20972,419.25664,475.3192,227.20153,253.21717,283.26409,339.32665
CL(14:0_16:1_18:0_22:5)-2H,711.4788431,606.3802731,488.2733331,578.3489931,422.2264131,363.19408,389.20972,419.25664,465.241,227.20153,253.21717,283.26409,329.24845
CL(14:0_16:1_18:0_22:6)-2H,710.471018,605.372448,487.265508,577.341168,422.226408,363.19408,389.20972,419.25664,463.22536,227.20153,253.21717,283.26409,327.23281
CL(14:0_16:1_18:1_18:1)-2H,686.471018,581.372448,463.265508,554.348988,422.226408,363.19408,389.20972,417.241,417.241,227.20153,253.21717,281.24845,281.24845
CL(14:0_16:1_18:1_18:2)-2H,685.463193,580.364623,462.257683,553.341163,422.226403,363.19408,389.20972,417.241,415.22536,227.20153,253.21717,281.24845,279.23281
CL(14:0_16:1_18:1_18:3)-2H,684.455368,579.356798,461.249858,552.333338,422.226398,363.19408,389.20972,417.241,413.20972,227.20153,253.21717,281.24845,277.21717
CL(14:0_16:1_18:1_20:0)-2H,701.4944931,596.3959231,478.2889831,569.3724631,422.2264231,363.19408,389.20972,417.241,447.28792,227.20153,253.21717,281.24845,311.29537
CL(14:0_16:1_18:1_20:1)-2H,700.4866681,595.3880981,477.2811581,568.3646381,422.2264181,363.19408,389.20972,417.241,445.27228,227.20153,253.21717,281.24845,309.27973
CL(14:0_16:1_18:1_20:2)-2H,699.4788431,594.3802731,476.2733331,567.3568131,422.2264131,363.19408,389.20972,417.241,443.25664,227.20153,253.21717,281.24845,307.26409
CL(14:0_16:1_18:1_20:3)-2H,698.471018,593.372448,475.265508,566.348988,422.226408,363.19408,389.20972,417.241,441.241,227.20153,253.21717,281.24845,305.24845
CL(14:0_16:1_18:1_20:4)-2H,697.463193,592.364623,474.257683,565.341163,422.226403,363.19408,389.20972,417.241,439.22536,227.20153,253.21717,281.24845,303.23281
CL(14:0_16:1_18:1_22:0)-2H,715.5101432,610.4115732,492.3046332,583.3881132,422.2264332,363.19408,389.20972,417.241,475.3192,227.20153,253.21717,281.24845,339.32665
CL(14:0_16:1_18:1_22:5)-2H,710.471018,605.372448,487.265508,578.348988,422.226408,363.19408,389.20972,417.241,465.241,227.20153,253.21717,281.24845,329.24845
CL(14:0_16:1_18:1_22:6)-2H,709.463193,604.364623,486.257683,577.341163,422.226403,363.19408,389.20972,417.241,463.22536,227.20153,253.21717,281.24845,327.23281
CL(14:0_16:1_18:2_18:2)-2H,684.455368,579.356798,461.249858,553.341158,422.226398,363.19408,389.20972,415.22536,415.22536,227.20153,253.21717,279.23281,279.23281
CL(14:0_16:1_18:2_18:3)-2H,683.4475429,578.3489729,460.2420329,552.3333329,422.2263929,363.19408,389.20972,415.22536,413.20972,227.20153,253.21717,279.23281,277.21717
CL(14:0_16:1_18:2_20:0)-2H,700.4866681,595.3880981,477.2811581,569.3724581,422.2264181,363.19408,389.20972,415.22536,447.28792,227.20153,253.21717,279.23281,311.29537
CL(14:0_16:1_18:2_20:1)-2H,699.4788431,594.3802731,476.2733331,568.3646331,422.2264131,363.19408,389.20972,415.22536,445.27228,227.20153,253.21717,279.23281,309.27973
CL(14:0_16:1_18:2_20:2)-2H,698.471018,593.372448,475.265508,567.356808,422.226408,363.19408,389.20972,415.22536,443.25664,227.20153,253.21717,279.23281,307.26409
CL(14:0_16:1_18:2_20:3)-2H,697.463193,592.364623,474.257683,566.348983,422.226403,363.19408,389.20972,415.22536,441.241,227.20153,253.21717,279.23281,305.24845
CL(14:0_16:1_18:2_20:4)-2H,696.455368,591.356798,473.249858,565.341158,422.226398,363.19408,389.20972,415.22536,439.22536,227.20153,253.21717,279.23281,303.23281
CL(14:0_16:1_18:2_22:0)-2H,714.5023182,609.4037482,491.2968082,583.3881082,422.2264282,363.19408,389.20972,415.22536,475.3192,227.20153,253.21717,279.23281,339.32665
CL(14:0_16:1_18:2_22:5)-2H,709.463193,604.364623,486.257683,578.348983,422.226403,363.19408,389.20972,415.22536,465.241,227.20153,253.21717,279.23281,329.24845
CL(14:0_16:1_18:2_22:6)-2H,708.455368,603.356798,485.249858,577.341158,422.226398,363.19408,389.20972,415.22536,463.22536,227.20153,253.21717,279.23281,327.23281
CL(14:0_16:1_18:3_18:3)-2H,682.4397179,577.3411479,459.2342079,552.3333279,422.2263879,363.19408,389.20972,413.20972,413.20972,227.20153,253.21717,277.21717,277.21717
CL(14:0_16:1_18:3_20:0)-2H,699.4788431,594.3802731,476.2733331,569.3724531,422.2264131,363.19408,389.20972,413.20972,447.28792,227.20153,253.21717,277.21717,311.29537
CL(14:0_16:1_18:3_20:1)-2H,698.471018,593.372448,475.265508,568.364628,422.226408,363.19408,389.20972,413.20972,445.27228,227.20153,253.21717,277.21717,309.27973
