Cer-ADS,[M+C2H3O2]-,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-ADS(d20:0/34:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,328.3221,548.5406,310.3116,530.5301,296.2959,505.499,267.2693,477.5041
Cer-ADS(d20:0/34:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,328.3221,546.525,310.3116,528.5145,296.2959,503.4834,267.2693,475.4884
Cer-ADS(d20:0/34:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,328.3221,544.5094,310.3116,526.4988,296.2959,501.4677,267.2693,473.4728
Cer-ADS(d20:0/35:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,328.3221,562.5563,310.3116,544.5458,296.2959,519.5146,267.2693,491.5197
Cer-ADS(d20:0/35:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,328.3221,560.5406,310.3116,542.5301,296.2959,517.499,267.2693,489.5041
Cer-ADS(d20:0/36:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,328.3221,576.572,310.3116,558.5614,296.2959,533.5303,267.2693,505.5354
Cer-ADS(d20:0/36:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,328.3221,574.5563,310.3116,556.5458,296.2959,531.5146,267.2693,503.5197
Cer-ADS(d20:0/36:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,328.3221,572.5406,310.3116,554.5301,296.2959,529.499,267.2693,501.5041
Cer-ADS(d20:0/38:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,328.3221,604.6033,310.3116,586.5927,296.2959,561.5616,267.2693,533.5667
Cer-ADS(d20:0/38:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,328.3221,602.5876,310.3116,584.577,296.2959,559.546,267.2693,531.551
Cer-ADS(d20:0/38:2)+C2H3O2,946.8802,886.8591,868.8486,854.8329,838.838,328.3221,600.572,310.3116,582.5614,296.2959,557.5303,267.2693,529.5354
Cer-ADS(d20:0/40:0)+C2H3O2,978.9429,918.9218,900.9112,886.8955,870.9006,328.3221,632.6346,310.3116,614.624,296.2959,589.5929,267.2693,561.598
Cer-ADS(d20:0/40:1)+C2H3O2,976.9272,916.9061,898.8955,884.8799,868.8849,328.3221,630.6189,310.3116,612.6083,296.2959,587.5773,267.2693,559.5823
Cer-ADS(d20:0/40:2)+C2H3O2,974.9116,914.8904,896.8799,882.8642,866.8693,328.3221,628.6033,310.3116,610.5927,296.2959,585.5616,267.2693,557.5667
Cer-ADS(d20:0/42:0)+C2H3O2,1006.974,946.9531,928.9424,914.9268,898.9319,328.3221,660.6659,310.3116,642.6553,296.2959,617.6242,267.2693,589.6293
Cer-ADS(d20:0/42:1)+C2H3O2,1004.958,944.9374,926.9268,912.9112,896.9163,328.3221,658.6502,310.3116,640.6396,296.2959,615.6086,267.2693,587.6136
Cer-ADS(d20:0/42:2)+C2H3O2,1002.943,942.9218,924.9112,910.8955,894.9006,328.3221,656.6346,310.3116,638.624,296.2959,613.5929,267.2693,585.598
Cer-ADS(d21:0/12:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,342.3378,240.1964,324.3272,222.1858,310.3116,197.1547,281.285,169.1598
Cer-ADS(d21:0/12:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,342.3378,238.1807,324.3272,220.1702,310.3116,195.1391,281.285,167.1441
Cer-ADS(d21:0/13:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,342.3378,254.212,324.3272,236.2014,310.3116,211.1704,281.285,183.1754
Cer-ADS(d21:0/13:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,342.3378,252.1964,324.3272,234.1858,310.3116,209.1547,281.285,181.1598
Cer-ADS(d21:0/14:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,342.3378,268.2277,324.3272,250.2171,310.3116,225.186,281.285,197.1911
Cer-ADS(d21:0/14:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,342.3378,266.212,324.3272,248.2014,310.3116,223.1704,281.285,195.1754
Cer-ADS(d21:0/15:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,342.3378,282.2433,324.3272,264.2328,310.3116,239.2017,281.285,211.2067
Cer-ADS(d21:0/15:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,342.3378,280.2277,324.3272,262.2171,310.3116,237.186,281.285,209.1911
Cer-ADS(d21:0/16:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,342.3378,296.259,324.3272,278.2484,310.3116,253.2173,281.285,225.2224
Cer-ADS(d21:0/16:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,342.3378,294.2433,324.3272,276.2328,310.3116,251.2017,281.285,223.2067
Cer-ADS(d21:0/16:2)+C2H3O2,652.5516,592.5305,574.5199,560.5043,544.5093,342.3378,292.2277,324.3272,274.2171,310.3116,249.186,281.285,221.1911
Cer-ADS(d21:0/17:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,342.3378,310.2746,324.3272,292.264,310.3116,267.233,281.285,239.238
Cer-ADS(d21:0/18:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,342.3378,324.2903,324.3272,306.2797,310.3116,281.2486,281.285,253.2537
Cer-ADS(d21:0/18:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,342.3378,322.2746,324.3272,304.264,310.3116,279.233,281.285,251.238
Cer-ADS(d21:0/18:2)+C2H3O2,680.5829,620.5618,602.5512,588.5356,572.5406,342.3378,320.259,324.3272,302.2484,310.3116,277.2173,281.285,249.2224
Cer-ADS(d21:0/19:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,342.3378,338.3059,324.3272,320.2953,310.3116,295.2643,281.285,267.2693
Cer-ADS(d21:0/19:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,342.3378,336.2903,324.3272,318.2797,310.3116,293.2486,281.285,265.2537
Cer-ADS(d21:0/20:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,342.3378,352.3216,324.3272,334.311,310.3116,309.2799,281.285,281.285
Cer-ADS(d21:0/20:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,342.3378,350.3059,324.3272,332.2953,310.3116,307.2643,281.285,279.2693
Cer-ADS(d21:0/20:2)+C2H3O2,708.6142,648.5931,630.5825,616.5669,600.572,342.3378,348.2903,324.3272,330.2797,310.3116,305.2486,281.285,277.2537
Cer-ADS(d21:0/21:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,342.3378,366.3372,324.3272,348.3267,310.3116,323.2956,281.285,295.3006
Cer-ADS(d21:0/21:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,342.3378,364.3216,324.3272,346.311,310.3116,321.2799,281.285,293.285
Cer-ADS(d21:0/22:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,342.3378,380.3529,324.3272,362.3423,310.3116,337.3112,281.285,309.3163
Cer-ADS(d21:0/22:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,342.3378,378.3372,324.3272,360.3267,310.3116,335.2956,281.285,307.3006
Cer-ADS(d21:0/22:2)+C2H3O2,736.6455,676.6244,658.6138,644.5981,628.6033,342.3378,376.3216,324.3272,358.311,310.3116,333.2799,281.285,305.285
Cer-ADS(d21:0/23:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,342.3378,394.3685,324.3272,376.3579,310.3116,351.3269,281.285,323.3319
Cer-ADS(d21:0/23:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,342.3378,392.3529,324.3272,374.3423,310.3116,349.3112,281.285,321.3163
Cer-ADS(d21:0/24:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,342.3378,408.3842,324.3272,390.3736,310.3116,365.3425,281.285,337.3476
Cer-ADS(d21:0/24:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,342.3378,406.3685,324.3272,388.3579,310.3116,363.3269,281.285,335.3319
Cer-ADS(d21:0/24:2)+C2H3O2,764.6768,704.6557,686.6451,672.6295,656.6345,342.3378,404.3529,324.3272,386.3423,310.3116,361.3112,281.285,333.3163
Cer-ADS(d21:0/25:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,342.3378,422.3998,324.3272,404.3893,310.3116,379.3582,281.285,351.3633
Cer-ADS(d21:0/25:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,342.3378,420.3842,324.3272,402.3736,310.3116,377.3425,281.285,349.3476
Cer-ADS(d21:0/26:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,342.3378,436.4155,324.3272,418.4049,310.3116,393.3738,281.285,365.3789
Cer-ADS(d21:0/26:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,342.3378,434.3998,324.3272,416.3893,310.3116,391.3582,281.285,363.3633
Cer-ADS(d21:0/26:2)+C2H3O2,792.7081,732.687,714.6764,700.6608,684.6658,342.3378,432.3842,324.3272,414.3736,310.3116,389.3425,281.285,361.3476
Cer-ADS(d21:0/27:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,342.3378,450.4311,324.3272,432.4206,310.3116,407.3895,281.285,379.3945
Cer-ADS(d21:0/27:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,342.3378,448.4155,324.3272,430.4049,310.3116,405.3738,281.285,377.3789
Cer-ADS(d21:0/28:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,342.3378,464.4468,324.3272,446.4362,310.3116,421.4051,281.285,393.4102
Cer-ADS(d21:0/28:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,342.3378,462.4311,324.3272,444.4206,310.3116,419.3895,281.285,391.3945
Cer-ADS(d21:0/28:2)+C2H3O2,820.7394,760.7183,742.7077,728.6921,712.6971,342.3378,460.4155,324.3272,442.4049,310.3116,417.3738,281.285,389.3789
Cer-ADS(d21:0/29:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,342.3378,478.4624,324.3272,460.4518,310.3116,435.4207,281.285,407.4258
Cer-ADS(d21:0/29:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,342.3378,476.4468,324.3272,458.4362,310.3116,433.4051,281.285,405.4102
Cer-ADS(d21:0/30:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,342.3378,492.4781,324.3272,474.4675,310.3116,449.4364,281.285,421.4415
Cer-ADS(d21:0/30:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,342.3378,490.4624,324.3272,472.4518,310.3116,447.4207,281.285,419.4258
Cer-ADS(d21:0/30:2)+C2H3O2,848.7707,788.7496,770.739,756.7234,740.7285,342.3378,488.4468,324.3272,470.4362,310.3116,445.4051,281.285,417.4102
Cer-ADS(d21:0/31:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,342.3378,506.4937,324.3272,488.4832,310.3116,463.4521,281.285,435.4572
Cer-ADS(d21:0/31:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,342.3378,504.4781,324.3272,486.4675,310.3116,461.4364,281.285,433.4415
Cer-ADS(d21:0/32:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,342.3378,520.5094,324.3272,502.4988,310.3116,477.4677,281.285,449.4728
Cer-ADS(d21:0/32:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,342.3378,518.4937,324.3272,500.4832,310.3116,475.4521,281.285,447.4572
Cer-ADS(d21:0/32:2)+C2H3O2,876.802,816.7809,798.7703,784.7547,768.7598,342.3378,516.4781,324.3272,498.4675,310.3116,473.4364,281.285,445.4415
Cer-ADS(d21:0/33:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,342.3378,534.525,324.3272,516.5145,310.3116,491.4834,281.285,463.4884
Cer-ADS(d21:0/33:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,342.3378,532.5094,324.3272,514.4988,310.3116,489.4677,281.285,461.4728
Cer-ADS(d21:0/34:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,342.3378,548.5406,324.3272,530.5301,310.3116,505.499,281.285,477.5041
Cer-ADS(d21:0/34:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,342.3378,546.525,324.3272,528.5145,310.3116,503.4834,281.285,475.4884
Cer-ADS(d21:0/34:2)+C2H3O2,904.8333,844.8122,826.8016,812.7859,796.7911,342.3378,544.5094,324.3272,526.4988,310.3116,501.4677,281.285,473.4728
Cer-ADS(d21:0/35:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,342.3378,562.5563,324.3272,544.5458,310.3116,519.5146,281.285,491.5197
Cer-ADS(d21:0/35:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,342.3378,560.5406,324.3272,542.5301,310.3116,517.499,281.285,489.5041
Cer-ADS(d21:0/36:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,342.3378,576.572,324.3272,558.5614,310.3116,533.5303,281.285,505.5354
Cer-ADS(d21:0/36:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,342.3378,574.5563,324.3272,556.5458,310.3116,531.5146,281.285,503.5197
Cer-ADS(d21:0/36:2)+C2H3O2,932.8646,872.8435,854.8329,840.8173,824.8223,342.3378,572.5406,324.3272,554.5301,310.3116,529.499,281.285,501.5041
Cer-ADS(d21:0/38:0)+C2H3O2,964.9272,904.9061,886.8955,872.8799,856.8849,342.3378,604.6033,324.3272,586.5927,310.3116,561.5616,281.285,533.5667
Cer-ADS(d21:0/38:1)+C2H3O2,962.9116,902.8904,884.8799,870.8642,854.8693,342.3378,602.5876,324.3272,584.577,310.3116,559.546,281.285,531.551
Cer-ADS(d21:0/38:2)+C2H3O2,960.8959,900.8748,882.8642,868.8486,852.8536,342.3378,600.572,324.3272,582.5614,310.3116,557.5303,281.285,529.5354
Cer-ADS(d21:0/40:0)+C2H3O2,992.9585,932.9374,914.9268,900.9112,884.9163,342.3378,632.6346,324.3272,614.624,310.3116,589.5929,281.285,561.598
Cer-ADS(d21:0/40:1)+C2H3O2,990.9429,930.9218,912.9112,898.8955,882.9006,342.3378,630.6189,324.3272,612.6083,310.3116,587.5773,281.285,559.5823
Cer-ADS(d21:0/40:2)+C2H3O2,988.9272,928.9061,910.8955,896.8799,880.8849,342.3378,628.6033,324.3272,610.5927,310.3116,585.5616,281.285,557.5667
Cer-ADS(d21:0/42:0)+C2H3O2,1020.99,960.9687,942.9581,928.9424,912.9476,342.3378,660.6659,324.3272,642.6553,310.3116,617.6242,281.285,589.6293
Cer-ADS(d21:0/42:1)+C2H3O2,1018.974,958.9531,940.9424,926.9268,910.9319,342.3378,658.6502,324.3272,640.6396,310.3116,615.6086,281.285,587.6136
Cer-ADS(d21:0/42:2)+C2H3O2,1016.958,956.9374,938.9268,924.9112,908.9163,342.3378,656.6346,324.3272,638.624,310.3116,613.5929,281.285,585.598
Cer-ADS(d22:0/12:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,356.3534,240.1964,338.3428,222.1858,324.3272,197.1547,295.3006,169.1598
Cer-ADS(d22:0/12:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,356.3534,238.1807,338.3428,220.1702,324.3272,195.1391,295.3006,167.1441
Cer-ADS(d22:0/13:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,356.3534,254.212,338.3428,236.2014,324.3272,211.1704,295.3006,183.1754
Cer-ADS(d22:0/13:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,356.3534,252.1964,338.3428,234.1858,324.3272,209.1547,295.3006,181.1598
Cer-ADS(d22:0/14:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,356.3534,268.2277,338.3428,250.2171,324.3272,225.186,295.3006,197.1911
Cer-ADS(d22:0/14:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,356.3534,266.212,338.3428,248.2014,324.3272,223.1704,295.3006,195.1754
Cer-ADS(d22:0/15:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,356.3534,282.2433,338.3428,264.2328,324.3272,239.2017,295.3006,211.2067
Cer-ADS(d22:0/15:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,356.3534,280.2277,338.3428,262.2171,324.3272,237.186,295.3006,209.1911
Cer-ADS(d22:0/16:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,356.3534,296.259,338.3428,278.2484,324.3272,253.2173,295.3006,225.2224
Cer-ADS(d22:0/16:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,356.3534,294.2433,338.3428,276.2328,324.3272,251.2017,295.3006,223.2067
Cer-ADS(d22:0/16:2)+C2H3O2,666.5673,606.5461,588.5356,574.5199,558.525,356.3534,292.2277,338.3428,274.2171,324.3272,249.186,295.3006,221.1911
Cer-ADS(d22:0/17:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,356.3534,310.2746,338.3428,292.264,324.3272,267.233,295.3006,239.238
Cer-ADS(d22:0/18:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,356.3534,324.2903,338.3428,306.2797,324.3272,281.2486,295.3006,253.2537
Cer-ADS(d22:0/18:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,356.3534,322.2746,338.3428,304.264,324.3272,279.233,295.3006,251.238
Cer-ADS(d22:0/18:2)+C2H3O2,694.5986,634.5775,616.5669,602.5512,586.5563,356.3534,320.259,338.3428,302.2484,324.3272,277.2173,295.3006,249.2224
Cer-ADS(d22:0/19:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,356.3534,338.3059,338.3428,320.2953,324.3272,295.2643,295.3006,267.2693
Cer-ADS(d22:0/19:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,356.3534,336.2903,338.3428,318.2797,324.3272,293.2486,295.3006,265.2537
Cer-ADS(d22:0/20:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,356.3534,352.3216,338.3428,334.311,324.3272,309.2799,295.3006,281.285
Cer-ADS(d22:0/20:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,356.3534,350.3059,338.3428,332.2953,324.3272,307.2643,295.3006,279.2693
Cer-ADS(d22:0/20:2)+C2H3O2,722.6299,662.6088,644.5981,630.5825,614.5876,356.3534,348.2903,338.3428,330.2797,324.3272,305.2486,295.3006,277.2537
Cer-ADS(d22:0/21:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,356.3534,366.3372,338.3428,348.3267,324.3272,323.2956,295.3006,295.3006
Cer-ADS(d22:0/21:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,356.3534,364.3216,338.3428,346.311,324.3272,321.2799,295.3006,293.285
Cer-ADS(d22:0/22:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,356.3534,380.3529,338.3428,362.3423,324.3272,337.3112,295.3006,309.3163
Cer-ADS(d22:0/22:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,356.3534,378.3372,338.3428,360.3267,324.3272,335.2956,295.3006,307.3006
Cer-ADS(d22:0/22:2)+C2H3O2,750.6612,690.64,672.6295,658.6138,642.6189,356.3534,376.3216,338.3428,358.311,324.3272,333.2799,295.3006,305.285
Cer-ADS(d22:0/23:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,356.3534,394.3685,338.3428,376.3579,324.3272,351.3269,295.3006,323.3319
Cer-ADS(d22:0/23:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,356.3534,392.3529,338.3428,374.3423,324.3272,349.3112,295.3006,321.3163
Cer-ADS(d22:0/24:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,356.3534,408.3842,338.3428,390.3736,324.3272,365.3425,295.3006,337.3476
Cer-ADS(d22:0/24:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,356.3534,406.3685,338.3428,388.3579,324.3272,363.3269,295.3006,335.3319
Cer-ADS(d22:0/24:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,356.3534,404.3529,338.3428,386.3423,324.3272,361.3112,295.3006,333.3163
Cer-ADS(d22:0/25:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,356.3534,422.3998,338.3428,404.3893,324.3272,379.3582,295.3006,351.3633
Cer-ADS(d22:0/25:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,356.3534,420.3842,338.3428,402.3736,324.3272,377.3425,295.3006,349.3476
Cer-ADS(d22:0/26:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,356.3534,436.4155,338.3428,418.4049,324.3272,393.3738,295.3006,365.3789
Cer-ADS(d22:0/26:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,356.3534,434.3998,338.3428,416.3893,324.3272,391.3582,295.3006,363.3633
Cer-ADS(d22:0/26:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,356.3534,432.3842,338.3428,414.3736,324.3272,389.3425,295.3006,361.3476
Cer-ADS(d22:0/27:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,356.3534,450.4311,338.3428,432.4206,324.3272,407.3895,295.3006,379.3945
Cer-ADS(d22:0/27:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,356.3534,448.4155,338.3428,430.4049,324.3272,405.3738,295.3006,377.3789
Cer-ADS(d22:0/28:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,356.3534,464.4468,338.3428,446.4362,324.3272,421.4051,295.3006,393.4102
Cer-ADS(d22:0/28:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,356.3534,462.4311,338.3428,444.4206,324.3272,419.3895,295.3006,391.3945
Cer-ADS(d22:0/28:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,356.3534,460.4155,338.3428,442.4049,324.3272,417.3738,295.3006,389.3789
Cer-ADS(d22:0/29:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,356.3534,478.4624,338.3428,460.4518,324.3272,435.4207,295.3006,407.4258
Cer-ADS(d22:0/29:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,356.3534,476.4468,338.3428,458.4362,324.3272,433.4051,295.3006,405.4102
Cer-ADS(d22:0/30:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,356.3534,492.4781,338.3428,474.4675,324.3272,449.4364,295.3006,421.4415
Cer-ADS(d22:0/30:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,356.3534,490.4624,338.3428,472.4518,324.3272,447.4207,295.3006,419.4258
Cer-ADS(d22:0/30:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,356.3534,488.4468,338.3428,470.4362,324.3272,445.4051,295.3006,417.4102
Cer-ADS(d22:0/31:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,356.3534,506.4937,338.3428,488.4832,324.3272,463.4521,295.3006,435.4572
Cer-ADS(d22:0/31:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,356.3534,504.4781,338.3428,486.4675,324.3272,461.4364,295.3006,433.4415
Cer-ADS(d22:0/32:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,356.3534,520.5094,338.3428,502.4988,324.3272,477.4677,295.3006,449.4728
Cer-ADS(d22:0/32:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,356.3534,518.4937,338.3428,500.4832,324.3272,475.4521,295.3006,447.4572
Cer-ADS(d22:0/32:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,356.3534,516.4781,338.3428,498.4675,324.3272,473.4364,295.3006,445.4415
Cer-ADS(d22:0/33:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,356.3534,534.525,338.3428,516.5145,324.3272,491.4834,295.3006,463.4884
Cer-ADS(d22:0/33:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,356.3534,532.5094,338.3428,514.4988,324.3272,489.4677,295.3006,461.4728
Cer-ADS(d22:0/34:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,356.3534,548.5406,338.3428,530.5301,324.3272,505.499,295.3006,477.5041
Cer-ADS(d22:0/34:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,356.3534,546.525,338.3428,528.5145,324.3272,503.4834,295.3006,475.4884
Cer-ADS(d22:0/34:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,356.3534,544.5094,338.3428,526.4988,324.3272,501.4677,295.3006,473.4728
Cer-ADS(d22:0/35:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,356.3534,562.5563,338.3428,544.5458,324.3272,519.5146,295.3006,491.5197
Cer-ADS(d22:0/35:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,356.3534,560.5406,338.3428,542.5301,324.3272,517.499,295.3006,489.5041
Cer-ADS(d22:0/36:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,356.3534,576.572,338.3428,558.5614,324.3272,533.5303,295.3006,505.5354
Cer-ADS(d22:0/36:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,356.3534,574.5563,338.3428,556.5458,324.3272,531.5146,295.3006,503.5197
Cer-ADS(d22:0/36:2)+C2H3O2,946.8802,886.8591,868.8486,854.8329,838.838,356.3534,572.5406,338.3428,554.5301,324.3272,529.499,295.3006,501.5041
Cer-ADS(d22:0/38:0)+C2H3O2,978.9429,918.9218,900.9112,886.8955,870.9006,356.3534,604.6033,338.3428,586.5927,324.3272,561.5616,295.3006,533.5667
Cer-ADS(d22:0/38:1)+C2H3O2,976.9272,916.9061,898.8955,884.8799,868.8849,356.3534,602.5876,338.3428,584.577,324.3272,559.546,295.3006,531.551
Cer-ADS(d22:0/38:2)+C2H3O2,974.9116,914.8904,896.8799,882.8642,866.8693,356.3534,600.572,338.3428,582.5614,324.3272,557.5303,295.3006,529.5354
Cer-ADS(d22:0/40:0)+C2H3O2,1006.974,946.9531,928.9424,914.9268,898.9319,356.3534,632.6346,338.3428,614.624,324.3272,589.5929,295.3006,561.598
Cer-ADS(d22:0/40:1)+C2H3O2,1004.958,944.9374,926.9268,912.9112,896.9163,356.3534,630.6189,338.3428,612.6083,324.3272,587.5773,295.3006,559.5823
Cer-ADS(d22:0/40:2)+C2H3O2,1002.943,942.9218,924.9112,910.8955,894.9006,356.3534,628.6033,338.3428,610.5927,324.3272,585.5616,295.3006,557.5667
Cer-ADS(d22:0/42:0)+C2H3O2,1035.005,974.9843,956.9738,942.9581,926.9632,356.3534,660.6659,338.3428,642.6553,324.3272,617.6242,295.3006,589.6293
Cer-ADS(d22:0/42:1)+C2H3O2,1032.99,972.9687,954.9581,940.9424,924.9476,356.3534,658.6502,338.3428,640.6396,324.3272,615.6086,295.3006,587.6136
Cer-ADS(d22:0/42:2)+C2H3O2,1030.974,970.9531,952.9424,938.9268,922.9319,356.3534,656.6346,338.3428,638.624,324.3272,613.5929,295.3006,585.598
Cer-ADS(d23:0/12:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,370.369,240.1964,352.3585,222.1858,338.3428,197.1547,309.3163,169.1598
