HexCer-NDS,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[Sph-C2H7NO-H]-,[FAA-OH-H]-,[C6H11O6]-
HexCer-NDS(d25:0/40:2)-H,1131.027,968.9738,612.6083,337.3476,569.5905,179.0556
HexCer-NDS(d25:0/42:0)-H,1163.089,1001.036,644.671,337.3476,601.6531,179.0556
HexCer-NDS(d25:0/42:1)-H,1161.074,999.0207,642.6553,337.3476,599.6375,179.0556
HexCer-NDS(d25:0/42:2)-H,1159.058,997.0051,640.6396,337.3476,597.6218,179.0556
HexCer-NDS(d26:0/12:0)-H,756.6354,594.5825,224.2014,351.3633,181.1836,179.0556
HexCer-NDS(d26:0/12:1)-H,754.6197,592.5669,222.1858,351.3633,179.168,179.0556
HexCer-NDS(d26:0/13:0)-H,770.651,608.5981,238.2171,351.3633,195.1992,179.0556
HexCer-NDS(d26:0/13:1)-H,768.6354,606.5825,236.2014,351.3633,193.1836,179.0556
HexCer-NDS(d26:0/14:0)-H,784.6666,622.6138,252.2328,351.3633,209.2149,179.0556
HexCer-NDS(d26:0/14:1)-H,782.651,620.5981,250.2171,351.3633,207.1992,179.0556
HexCer-NDS(d26:0/15:0)-H,798.6823,636.6295,266.2484,351.3633,223.2305,179.0556
HexCer-NDS(d26:0/15:1)-H,796.6666,634.6138,264.2328,351.3633,221.2149,179.0556
HexCer-NDS(d26:0/16:0)-H,812.6979,650.6451,280.264,351.3633,237.2462,179.0556
HexCer-NDS(d26:0/16:1)-H,810.6823,648.6295,278.2484,351.3633,235.2305,179.0556
HexCer-NDS(d26:0/16:2)-H,808.6666,646.6138,276.2328,351.3633,233.2149,179.0556
HexCer-NDS(d26:0/17:0)-H,826.7136,664.6608,294.2797,351.3633,251.2619,179.0556
HexCer-NDS(d26:0/18:0)-H,840.7292,678.6764,308.2953,351.3633,265.2775,179.0556
HexCer-NDS(d26:0/18:1)-H,838.7136,676.6608,306.2797,351.3633,263.2618,179.0556
HexCer-NDS(d26:0/18:2)-H,836.6979,674.6451,304.264,351.3633,261.2462,179.0556
HexCer-NDS(d26:0/19:0)-H,854.7449,692.6921,322.311,351.3633,279.2932,179.0556
HexCer-NDS(d26:0/19:1)-H,852.7292,690.6764,320.2953,351.3633,277.2775,179.0556
HexCer-NDS(d26:0/20:0)-H,868.7606,706.7077,336.3267,351.3633,293.3088,179.0556
HexCer-NDS(d26:0/20:1)-H,866.7449,704.6921,334.311,351.3633,291.2932,179.0556
HexCer-NDS(d26:0/20:2)-H,864.7292,702.6764,332.2953,351.3633,289.2775,179.0556
HexCer-NDS(d26:0/21:0)-H,882.7762,720.7234,350.3423,351.3633,307.3245,179.0556
HexCer-NDS(d26:0/21:1)-H,880.7606,718.7077,348.3267,351.3633,305.3088,179.0556
HexCer-NDS(d26:0/22:0)-H,896.7919,734.739,364.3579,351.3633,321.3401,179.0556
HexCer-NDS(d26:0/22:1)-H,894.7762,732.7234,362.3423,351.3633,319.3245,179.0556
HexCer-NDS(d26:0/22:2)-H,892.7606,730.7077,360.3267,351.3633,317.3088,179.0556
HexCer-NDS(d26:0/23:0)-H,910.8075,748.7547,378.3736,351.3633,335.3557,179.0556
HexCer-NDS(d26:0/23:1)-H,908.7919,746.739,376.3579,351.3633,333.3401,179.0556
HexCer-NDS(d26:0/24:0)-H,924.8231,762.7703,392.3893,351.3633,349.3714,179.0556
HexCer-NDS(d26:0/24:1)-H,922.8075,760.7547,390.3736,351.3633,347.3557,179.0556
HexCer-NDS(d26:0/24:2)-H,920.7919,758.739,388.3579,351.3633,345.3401,179.0556
HexCer-NDS(d26:0/25:0)-H,938.8388,776.7859,406.4049,351.3633,363.3871,179.0556
HexCer-NDS(d26:0/25:1)-H,936.8231,774.7703,404.3893,351.3633,361.3714,179.0556
HexCer-NDS(d26:0/26:0)-H,952.8544,790.8016,420.4206,351.3633,377.4027,179.0556
HexCer-NDS(d26:0/26:1)-H,950.8388,788.7859,418.4049,351.3633,375.3871,179.0556
HexCer-NDS(d26:0/26:2)-H,948.8231,786.7703,416.3893,351.3633,373.3714,179.0556
HexCer-NDS(d26:0/27:0)-H,966.8701,804.8173,434.4362,351.3633,391.4183,179.0556
HexCer-NDS(d26:0/27:1)-H,964.8544,802.8016,432.4206,351.3633,389.4027,179.0556
HexCer-NDS(d26:0/28:0)-H,980.8857,818.8329,448.4518,351.3633,405.434,179.0556
HexCer-NDS(d26:0/28:1)-H,978.8701,816.8173,446.4362,351.3633,403.4183,179.0556
HexCer-NDS(d26:0/28:2)-H,976.8544,814.8016,444.4206,351.3633,401.4027,179.0556
HexCer-NDS(d26:0/29:0)-H,994.9014,832.8486,462.4675,351.3633,419.4496,179.0556
HexCer-NDS(d26:0/29:1)-H,992.8857,830.8329,460.4518,351.3633,417.434,179.0556
HexCer-NDS(d26:0/30:0)-H,1008.917,846.8642,476.4832,351.3633,433.4653,179.0556
HexCer-NDS(d26:0/30:1)-H,1006.901,844.8486,474.4675,351.3633,431.4496,179.0556
HexCer-NDS(d26:0/30:2)-H,1004.886,842.8329,472.4518,351.3633,429.434,179.0556
HexCer-NDS(d26:0/31:0)-H,1022.933,860.8799,490.4988,351.3633,447.481,179.0556
HexCer-NDS(d26:0/31:1)-H,1020.917,858.8642,488.4832,351.3633,445.4653,179.0556
HexCer-NDS(d26:0/32:0)-H,1036.948,874.8955,504.5144,351.3633,461.4966,179.0556
HexCer-NDS(d26:0/32:1)-H,1034.933,872.8799,502.4988,351.3633,459.481,179.0556
HexCer-NDS(d26:0/32:2)-H,1032.917,870.8642,500.4832,351.3633,457.4653,179.0556
HexCer-NDS(d26:0/33:0)-H,1050.964,888.9112,518.5301,351.3633,475.5122,179.0556
HexCer-NDS(d26:0/33:1)-H,1048.948,886.8955,516.5145,351.3633,473.4966,179.0556
HexCer-NDS(d26:0/34:0)-H,1064.98,902.9268,532.5458,351.3633,489.5279,179.0556
HexCer-NDS(d26:0/34:1)-H,1062.964,900.9112,530.5301,351.3633,487.5122,179.0556
HexCer-NDS(d26:0/34:2)-H,1060.948,898.8955,528.5145,351.3633,485.4966,179.0556
HexCer-NDS(d26:0/35:0)-H,1078.995,916.9424,546.5614,351.3633,503.5435,179.0556
HexCer-NDS(d26:0/35:1)-H,1076.98,914.9268,544.5458,351.3633,501.5279,179.0556
HexCer-NDS(d26:0/36:0)-H,1093.011,930.9581,560.577,351.3633,517.5592,179.0556
HexCer-NDS(d26:0/36:1)-H,1090.995,928.9424,558.5614,351.3633,515.5436,179.0556
HexCer-NDS(d26:0/36:2)-H,1088.98,926.9268,556.5458,351.3633,513.5279,179.0556
HexCer-NDS(d26:0/38:0)-H,1121.042,958.9894,588.6083,351.3633,545.5905,179.0556
HexCer-NDS(d26:0/38:1)-H,1119.027,956.9738,586.5927,351.3633,543.5748,179.0556
HexCer-NDS(d26:0/38:2)-H,1117.011,954.9581,584.577,351.3633,541.5592,179.0556
HexCer-NDS(d26:0/40:0)-H,1149.074,987.0207,616.6396,351.3633,573.6218,179.0556
HexCer-NDS(d26:0/40:1)-H,1147.058,985.0051,614.624,351.3633,571.6061,179.0556
HexCer-NDS(d26:0/40:2)-H,1145.042,982.9894,612.6083,351.3633,569.5905,179.0556
HexCer-NDS(d26:0/42:0)-H,1177.105,1015.052,644.671,351.3633,601.6531,179.0556
HexCer-NDS(d26:0/42:1)-H,1175.089,1013.036,642.6553,351.3633,599.6375,179.0556
HexCer-NDS(d26:0/42:2)-H,1173.074,1011.021,640.6396,351.3633,597.6218,179.0556
HexCer-NDS(d27:0/12:0)-H,770.651,608.5981,224.2014,365.3789,181.1836,179.0556
HexCer-NDS(d27:0/12:1)-H,768.6354,606.5825,222.1858,365.3789,179.168,179.0556
HexCer-NDS(d27:0/13:0)-H,784.6666,622.6138,238.2171,365.3789,195.1992,179.0556
HexCer-NDS(d27:0/13:1)-H,782.651,620.5981,236.2014,365.3789,193.1836,179.0556
HexCer-NDS(d27:0/14:0)-H,798.6823,636.6295,252.2328,365.3789,209.2149,179.0556
HexCer-NDS(d27:0/14:1)-H,796.6666,634.6138,250.2171,365.3789,207.1992,179.0556
HexCer-NDS(d27:0/15:0)-H,812.6979,650.6451,266.2484,365.3789,223.2305,179.0556
HexCer-NDS(d27:0/15:1)-H,810.6823,648.6295,264.2328,365.3789,221.2149,179.0556
HexCer-NDS(d27:0/16:0)-H,826.7136,664.6608,280.264,365.3789,237.2462,179.0556
HexCer-NDS(d27:0/16:1)-H,824.6979,662.6451,278.2484,365.3789,235.2305,179.0556
HexCer-NDS(d27:0/16:2)-H,822.6823,660.6295,276.2328,365.3789,233.2149,179.0556
HexCer-NDS(d27:0/17:0)-H,840.7292,678.6764,294.2797,365.3789,251.2619,179.0556
HexCer-NDS(d27:0/18:0)-H,854.7449,692.6921,308.2953,365.3789,265.2775,179.0556
HexCer-NDS(d27:0/18:1)-H,852.7292,690.6764,306.2797,365.3789,263.2618,179.0556
HexCer-NDS(d27:0/18:2)-H,850.7136,688.6608,304.264,365.3789,261.2462,179.0556
HexCer-NDS(d27:0/19:0)-H,868.7606,706.7077,322.311,365.3789,279.2932,179.0556
HexCer-NDS(d27:0/19:1)-H,866.7449,704.6921,320.2953,365.3789,277.2775,179.0556
HexCer-NDS(d27:0/20:0)-H,882.7762,720.7234,336.3267,365.3789,293.3088,179.0556
HexCer-NDS(d27:0/20:1)-H,880.7606,718.7077,334.311,365.3789,291.2932,179.0556
HexCer-NDS(d27:0/20:2)-H,878.7449,716.6921,332.2953,365.3789,289.2775,179.0556
HexCer-NDS(d27:0/21:0)-H,896.7919,734.739,350.3423,365.3789,307.3245,179.0556
HexCer-NDS(d27:0/21:1)-H,894.7762,732.7234,348.3267,365.3789,305.3088,179.0556
HexCer-NDS(d27:0/22:0)-H,910.8075,748.7547,364.3579,365.3789,321.3401,179.0556
HexCer-NDS(d27:0/22:1)-H,908.7919,746.739,362.3423,365.3789,319.3245,179.0556
HexCer-NDS(d27:0/22:2)-H,906.7762,744.7234,360.3267,365.3789,317.3088,179.0556
HexCer-NDS(d27:0/23:0)-H,924.8231,762.7703,378.3736,365.3789,335.3557,179.0556
HexCer-NDS(d27:0/23:1)-H,922.8075,760.7547,376.3579,365.3789,333.3401,179.0556
HexCer-NDS(d27:0/24:0)-H,938.8388,776.7859,392.3893,365.3789,349.3714,179.0556
HexCer-NDS(d27:0/24:1)-H,936.8231,774.7703,390.3736,365.3789,347.3557,179.0556
HexCer-NDS(d27:0/24:2)-H,934.8075,772.7547,388.3579,365.3789,345.3401,179.0556
HexCer-NDS(d27:0/25:0)-H,952.8544,790.8016,406.4049,365.3789,363.3871,179.0556
HexCer-NDS(d27:0/25:1)-H,950.8388,788.7859,404.3893,365.3789,361.3714,179.0556
HexCer-NDS(d27:0/26:0)-H,966.8701,804.8173,420.4206,365.3789,377.4027,179.0556
HexCer-NDS(d27:0/26:1)-H,964.8544,802.8016,418.4049,365.3789,375.3871,179.0556
HexCer-NDS(d27:0/26:2)-H,962.8388,800.7859,416.3893,365.3789,373.3714,179.0556
HexCer-NDS(d27:0/27:0)-H,980.8857,818.8329,434.4362,365.3789,391.4183,179.0556
HexCer-NDS(d27:0/27:1)-H,978.8701,816.8173,432.4206,365.3789,389.4027,179.0556
HexCer-NDS(d27:0/28:0)-H,994.9014,832.8486,448.4518,365.3789,405.434,179.0556
HexCer-NDS(d27:0/28:1)-H,992.8857,830.8329,446.4362,365.3789,403.4183,179.0556
HexCer-NDS(d27:0/28:2)-H,990.8701,828.8173,444.4206,365.3789,401.4027,179.0556
HexCer-NDS(d27:0/29:0)-H,1008.917,846.8642,462.4675,365.3789,419.4496,179.0556
HexCer-NDS(d27:0/29:1)-H,1006.901,844.8486,460.4518,365.3789,417.434,179.0556
HexCer-NDS(d27:0/30:0)-H,1022.933,860.8799,476.4832,365.3789,433.4653,179.0556
HexCer-NDS(d27:0/30:1)-H,1020.917,858.8642,474.4675,365.3789,431.4496,179.0556
HexCer-NDS(d27:0/30:2)-H,1018.901,856.8486,472.4518,365.3789,429.434,179.0556
HexCer-NDS(d27:0/31:0)-H,1036.948,874.8955,490.4988,365.3789,447.481,179.0556
HexCer-NDS(d27:0/31:1)-H,1034.933,872.8799,488.4832,365.3789,445.4653,179.0556
HexCer-NDS(d27:0/32:0)-H,1050.964,888.9112,504.5144,365.3789,461.4966,179.0556
HexCer-NDS(d27:0/32:1)-H,1048.948,886.8955,502.4988,365.3789,459.481,179.0556
HexCer-NDS(d27:0/32:2)-H,1046.933,884.8799,500.4832,365.3789,457.4653,179.0556
HexCer-NDS(d27:0/33:0)-H,1064.98,902.9268,518.5301,365.3789,475.5122,179.0556
HexCer-NDS(d27:0/33:1)-H,1062.964,900.9112,516.5145,365.3789,473.4966,179.0556
HexCer-NDS(d27:0/34:0)-H,1078.995,916.9424,532.5458,365.3789,489.5279,179.0556
HexCer-NDS(d27:0/34:1)-H,1076.98,914.9268,530.5301,365.3789,487.5122,179.0556
HexCer-NDS(d27:0/34:2)-H,1074.964,912.9112,528.5145,365.3789,485.4966,179.0556
HexCer-NDS(d27:0/35:0)-H,1093.011,930.9581,546.5614,365.3789,503.5435,179.0556
HexCer-NDS(d27:0/35:1)-H,1090.995,928.9424,544.5458,365.3789,501.5279,179.0556
HexCer-NDS(d27:0/36:0)-H,1107.027,944.9738,560.577,365.3789,517.5592,179.0556
HexCer-NDS(d27:0/36:1)-H,1105.011,942.9581,558.5614,365.3789,515.5436,179.0556
HexCer-NDS(d27:0/36:2)-H,1102.995,940.9424,556.5458,365.3789,513.5279,179.0556
HexCer-NDS(d27:0/38:0)-H,1135.058,973.0051,588.6083,365.3789,545.5905,179.0556
HexCer-NDS(d27:0/38:1)-H,1133.042,970.9894,586.5927,365.3789,543.5748,179.0556
HexCer-NDS(d27:0/38:2)-H,1131.027,968.9738,584.577,365.3789,541.5592,179.0556
HexCer-NDS(d27:0/40:0)-H,1163.089,1001.036,616.6396,365.3789,573.6218,179.0556
HexCer-NDS(d27:0/40:1)-H,1161.074,999.0207,614.624,365.3789,571.6061,179.0556
HexCer-NDS(d27:0/40:2)-H,1159.058,997.0051,612.6083,365.3789,569.5905,179.0556
HexCer-NDS(d27:0/42:0)-H,1191.12,1029.068,644.671,365.3789,601.6531,179.0556
HexCer-NDS(d27:0/42:1)-H,1189.105,1027.052,642.6553,365.3789,599.6375,179.0556
HexCer-NDS(d27:0/42:2)-H,1187.089,1025.036,640.6396,365.3789,597.6218,179.0556
HexCer-NDS(d28:0/12:0)-H,784.6666,622.6138,224.2014,379.3945,181.1836,179.0556
HexCer-NDS(d28:0/12:1)-H,782.651,620.5981,222.1858,379.3945,179.168,179.0556
HexCer-NDS(d28:0/13:0)-H,798.6823,636.6295,238.2171,379.3945,195.1992,179.0556
HexCer-NDS(d28:0/13:1)-H,796.6666,634.6138,236.2014,379.3945,193.1836,179.0556
HexCer-NDS(d28:0/14:0)-H,812.6979,650.6451,252.2328,379.3945,209.2149,179.0556
HexCer-NDS(d28:0/14:1)-H,810.6823,648.6295,250.2171,379.3945,207.1992,179.0556
HexCer-NDS(d28:0/15:0)-H,826.7136,664.6608,266.2484,379.3945,223.2305,179.0556
HexCer-NDS(d28:0/15:1)-H,824.6979,662.6451,264.2328,379.3945,221.2149,179.0556
HexCer-NDS(d28:0/16:0)-H,840.7292,678.6764,280.264,379.3945,237.2462,179.0556
HexCer-NDS(d28:0/16:1)-H,838.7136,676.6608,278.2484,379.3945,235.2305,179.0556
HexCer-NDS(d28:0/16:2)-H,836.6979,674.6451,276.2328,379.3945,233.2149,179.0556
HexCer-NDS(d28:0/17:0)-H,854.7449,692.6921,294.2797,379.3945,251.2619,179.0556
HexCer-NDS(d28:0/18:0)-H,868.7606,706.7077,308.2953,379.3945,265.2775,179.0556
HexCer-NDS(d28:0/18:1)-H,866.7449,704.6921,306.2797,379.3945,263.2618,179.0556
HexCer-NDS(d28:0/18:2)-H,864.7292,702.6764,304.264,379.3945,261.2462,179.0556
HexCer-NDS(d28:0/19:0)-H,882.7762,720.7234,322.311,379.3945,279.2932,179.0556
HexCer-NDS(d28:0/19:1)-H,880.7606,718.7077,320.2953,379.3945,277.2775,179.0556
HexCer-NDS(d28:0/20:0)-H,896.7919,734.739,336.3267,379.3945,293.3088,179.0556
HexCer-NDS(d28:0/20:1)-H,894.7762,732.7234,334.311,379.3945,291.2932,179.0556
HexCer-NDS(d28:0/20:2)-H,892.7606,730.7077,332.2953,379.3945,289.2775,179.0556
HexCer-NDS(d28:0/21:0)-H,910.8075,748.7547,350.3423,379.3945,307.3245,179.0556
HexCer-NDS(d28:0/21:1)-H,908.7919,746.739,348.3267,379.3945,305.3088,179.0556
HexCer-NDS(d28:0/22:0)-H,924.8231,762.7703,364.3579,379.3945,321.3401,179.0556
HexCer-NDS(d28:0/22:1)-H,922.8075,760.7547,362.3423,379.3945,319.3245,179.0556
HexCer-NDS(d28:0/22:2)-H,920.7919,758.739,360.3267,379.3945,317.3088,179.0556
HexCer-NDS(d28:0/23:0)-H,938.8388,776.7859,378.3736,379.3945,335.3557,179.0556
HexCer-NDS(d28:0/23:1)-H,936.8231,774.7703,376.3579,379.3945,333.3401,179.0556
HexCer-NDS(d28:0/24:0)-H,952.8544,790.8016,392.3893,379.3945,349.3714,179.0556
HexCer-NDS(d28:0/24:1)-H,950.8388,788.7859,390.3736,379.3945,347.3557,179.0556
HexCer-NDS(d28:0/24:2)-H,948.8231,786.7703,388.3579,379.3945,345.3401,179.0556
HexCer-NDS(d28:0/25:0)-H,966.8701,804.8173,406.4049,379.3945,363.3871,179.0556
HexCer-NDS(d28:0/25:1)-H,964.8544,802.8016,404.3893,379.3945,361.3714,179.0556
HexCer-NDS(d28:0/26:0)-H,980.8857,818.8329,420.4206,379.3945,377.4027,179.0556
HexCer-NDS(d28:0/26:1)-H,978.8701,816.8173,418.4049,379.3945,375.3871,179.0556
HexCer-NDS(d28:0/26:2)-H,976.8544,814.8016,416.3893,379.3945,373.3714,179.0556
HexCer-NDS(d28:0/27:0)-H,994.9014,832.8486,434.4362,379.3945,391.4183,179.0556
HexCer-NDS(d28:0/27:1)-H,992.8857,830.8329,432.4206,379.3945,389.4027,179.0556
HexCer-NDS(d28:0/28:0)-H,1008.917,846.8642,448.4518,379.3945,405.434,179.0556
HexCer-NDS(d28:0/28:1)-H,1006.901,844.8486,446.4362,379.3945,403.4183,179.0556
HexCer-NDS(d28:0/28:2)-H,1004.886,842.8329,444.4206,379.3945,401.4027,179.0556
HexCer-NDS(d28:0/29:0)-H,1022.933,860.8799,462.4675,379.3945,419.4496,179.0556
HexCer-NDS(d28:0/29:1)-H,1020.917,858.8642,460.4518,379.3945,417.434,179.0556
HexCer-NDS(d28:0/30:0)-H,1036.948,874.8955,476.4832,379.3945,433.4653,179.0556
HexCer-NDS(d28:0/30:1)-H,1034.933,872.8799,474.4675,379.3945,431.4496,179.0556
HexCer-NDS(d28:0/30:2)-H,1032.917,870.8642,472.4518,379.3945,429.434,179.0556
HexCer-NDS(d28:0/31:0)-H,1050.964,888.9112,490.4988,379.3945,447.481,179.0556
HexCer-NDS(d28:0/31:1)-H,1048.948,886.8955,488.4832,379.3945,445.4653,179.0556
HexCer-NDS(d28:0/32:0)-H,1064.98,902.9268,504.5144,379.3945,461.4966,179.0556
HexCer-NDS(d28:0/32:1)-H,1062.964,900.9112,502.4988,379.3945,459.481,179.0556
HexCer-NDS(d28:0/32:2)-H,1060.948,898.8955,500.4832,379.3945,457.4653,179.0556
HexCer-NDS(d28:0/33:0)-H,1078.995,916.9424,518.5301,379.3945,475.5122,179.0556
HexCer-NDS(d28:0/33:1)-H,1076.98,914.9268,516.5145,379.3945,473.4966,179.0556
HexCer-NDS(d28:0/34:0)-H,1093.011,930.9581,532.5458,379.3945,489.5279,179.0556
HexCer-NDS(d28:0/34:1)-H,1090.995,928.9424,530.5301,379.3945,487.5122,179.0556
HexCer-NDS(d28:0/34:2)-H,1088.98,926.9268,528.5145,379.3945,485.4966,179.0556
HexCer-NDS(d28:0/35:0)-H,1107.027,944.9738,546.5614,379.3945,503.5435,179.0556
HexCer-NDS(d28:0/35:1)-H,1105.011,942.9581,544.5458,379.3945,501.5279,179.0556
HexCer-NDS(d28:0/36:0)-H,1121.042,958.9894,560.577,379.3945,517.5592,179.0556
HexCer-NDS(d28:0/36:1)-H,1119.027,956.9738,558.5614,379.3945,515.5436,179.0556
HexCer-NDS(d28:0/36:2)-H,1117.011,954.9581,556.5458,379.3945,513.5279,179.0556
HexCer-NDS(d28:0/38:0)-H,1149.074,987.0207,588.6083,379.3945,545.5905,179.0556
HexCer-NDS(d28:0/38:1)-H,1147.058,985.0051,586.5927,379.3945,543.5748,179.0556
HexCer-NDS(d28:0/38:2)-H,1145.042,982.9894,584.577,379.3945,541.5592,179.0556
HexCer-NDS(d28:0/40:0)-H,1177.105,1015.052,616.6396,379.3945,573.6218,179.0556
HexCer-NDS(d28:0/40:1)-H,1175.089,1013.036,614.624,379.3945,571.6061,179.0556
HexCer-NDS(d28:0/40:2)-H,1173.074,1011.021,612.6083,379.3945,569.5905,179.0556
HexCer-NDS(d28:0/42:0)-H,1205.136,1043.083,644.671,379.3945,601.6531,179.0556
HexCer-NDS(d28:0/42:1)-H,1203.12,1041.068,642.6553,379.3945,599.6375,179.0556
HexCer-NDS(d28:0/42:2)-H,1201.105,1039.052,640.6396,379.3945,597.6218,179.0556
HexCer-NDS(d29:0/12:0)-H,798.6823,636.6295,224.2014,393.4102,181.1836,179.0556
HexCer-NDS(d29:0/12:1)-H,796.6666,634.6138,222.1858,393.4102,179.168,179.0556
HexCer-NDS(d29:0/13:0)-H,812.6979,650.6451,238.2171,393.4102,195.1992,179.0556
HexCer-NDS(d29:0/13:1)-H,810.6823,648.6295,236.2014,393.4102,193.1836,179.0556
HexCer-NDS(d29:0/14:0)-H,826.7136,664.6608,252.2328,393.4102,209.2149,179.0556
HexCer-NDS(d29:0/14:1)-H,824.6979,662.6451,250.2171,393.4102,207.1992,179.0556
HexCer-NDS(d29:0/15:0)-H,840.7292,678.6764,266.2484,393.4102,223.2305,179.0556
HexCer-NDS(d29:0/15:1)-H,838.7136,676.6608,264.2328,393.4102,221.2149,179.0556
HexCer-NDS(d29:0/16:0)-H,854.7449,692.6921,280.264,393.4102,237.2462,179.0556
HexCer-NDS(d29:0/16:1)-H,852.7292,690.6764,278.2484,393.4102,235.2305,179.0556
HexCer-NDS(d29:0/16:2)-H,850.7136,688.6608,276.2328,393.4102,233.2149,179.0556
HexCer-NDS(d29:0/17:0)-H,868.7606,706.7077,294.2797,393.4102,251.2619,179.0556
HexCer-NDS(d29:0/18:0)-H,882.7762,720.7234,308.2953,393.4102,265.2775,179.0556
HexCer-NDS(d29:0/18:1)-H,880.7606,718.7077,306.2797,393.4102,263.2618,179.0556
HexCer-NDS(d29:0/18:2)-H,878.7449,716.6921,304.264,393.4102,261.2462,179.0556
HexCer-NDS(d29:0/19:0)-H,896.7919,734.739,322.311,393.4102,279.2932,179.0556
HexCer-NDS(d29:0/19:1)-H,894.7762,732.7234,320.2953,393.4102,277.2775,179.0556
HexCer-NDS(d29:0/20:0)-H,910.8075,748.7547,336.3267,393.4102,293.3088,179.0556
HexCer-NDS(d29:0/20:1)-H,908.7919,746.739,334.311,393.4102,291.2932,179.0556
HexCer-NDS(d29:0/20:2)-H,906.7762,744.7234,332.2953,393.4102,289.2775,179.0556
HexCer-NDS(d29:0/21:0)-H,924.8231,762.7703,350.3423,393.4102,307.3245,179.0556
HexCer-NDS(d29:0/21:1)-H,922.8075,760.7547,348.3267,393.4102,305.3088,179.0556
HexCer-NDS(d29:0/22:0)-H,938.8388,776.7859,364.3579,393.4102,321.3401,179.0556
HexCer-NDS(d29:0/22:1)-H,936.8231,774.7703,362.3423,393.4102,319.3245,179.0556
HexCer-NDS(d29:0/22:2)-H,934.8075,772.7547,360.3267,393.4102,317.3088,179.0556
HexCer-NDS(d29:0/23:0)-H,952.8544,790.8016,378.3736,393.4102,335.3557,179.0556
HexCer-NDS(d29:0/23:1)-H,950.8388,788.7859,376.3579,393.4102,333.3401,179.0556
HexCer-NDS(d29:0/24:0)-H,966.8701,804.8173,392.3893,393.4102,349.3714,179.0556
HexCer-NDS(d29:0/24:1)-H,964.8544,802.8016,390.3736,393.4102,347.3557,179.0556
HexCer-NDS(d29:0/24:2)-H,962.8388,800.7859,388.3579,393.4102,345.3401,179.0556
HexCer-NDS(d29:0/25:0)-H,980.8857,818.8329,406.4049,393.4102,363.3871,179.0556
HexCer-NDS(d29:0/25:1)-H,978.8701,816.8173,404.3893,393.4102,361.3714,179.0556
HexCer-NDS(d29:0/26:0)-H,994.9014,832.8486,420.4206,393.4102,377.4027,179.0556
HexCer-NDS(d29:0/26:1)-H,992.8857,830.8329,418.4049,393.4102,375.3871,179.0556
HexCer-NDS(d29:0/26:2)-H,990.8701,828.8173,416.3893,393.4102,373.3714,179.0556
HexCer-NDS(d29:0/27:0)-H,1008.917,846.8642,434.4362,393.4102,391.4183,179.0556
HexCer-NDS(d29:0/27:1)-H,1006.901,844.8486,432.4206,393.4102,389.4027,179.0556
HexCer-NDS(d29:0/28:0)-H,1022.933,860.8799,448.4518,393.4102,405.434,179.0556
HexCer-NDS(d29:0/28:1)-H,1020.917,858.8642,446.4362,393.4102,403.4183,179.0556
HexCer-NDS(d29:0/28:2)-H,1018.901,856.8486,444.4206,393.4102,401.4027,179.0556
HexCer-NDS(d29:0/29:0)-H,1036.948,874.8955,462.4675,393.4102,419.4496,179.0556
HexCer-NDS(d29:0/29:1)-H,1034.933,872.8799,460.4518,393.4102,417.434,179.0556
HexCer-NDS(d29:0/30:0)-H,1050.964,888.9112,476.4832,393.4102,433.4653,179.0556
HexCer-NDS(d29:0/30:1)-H,1048.948,886.8955,474.4675,393.4102,431.4496,179.0556
HexCer-NDS(d29:0/30:2)-H,1046.933,884.8799,472.4518,393.4102,429.434,179.0556
HexCer-NDS(d29:0/31:0)-H,1064.98,902.9268,490.4988,393.4102,447.481,179.0556
HexCer-NDS(d29:0/31:1)-H,1062.964,900.9112,488.4832,393.4102,445.4653,179.0556
HexCer-NDS(d29:0/32:0)-H,1078.995,916.9424,504.5144,393.4102,461.4966,179.0556
HexCer-NDS(d29:0/32:1)-H,1076.98,914.9268,502.4988,393.4102,459.481,179.0556
HexCer-NDS(d29:0/32:2)-H,1074.964,912.9112,500.4832,393.4102,457.4653,179.0556
HexCer-NDS(d29:0/33:0)-H,1093.011,930.9581,518.5301,393.4102,475.5122,179.0556
HexCer-NDS(d29:0/33:1)-H,1090.995,928.9424,516.5145,393.4102,473.4966,179.0556
HexCer-NDS(d29:0/34:0)-H,1107.027,944.9738,532.5458,393.4102,489.5279,179.0556
HexCer-NDS(d29:0/34:1)-H,1105.011,942.9581,530.5301,393.4102,487.5122,179.0556
HexCer-NDS(d29:0/34:2)-H,1102.995,940.9424,528.5145,393.4102,485.4966,179.0556
HexCer-NDS(d29:0/35:0)-H,1121.042,958.9894,546.5614,393.4102,503.5435,179.0556
HexCer-NDS(d29:0/35:1)-H,1119.027,956.9738,544.5458,393.4102,501.5279,179.0556
HexCer-NDS(d29:0/36:0)-H,1135.058,973.0051,560.577,393.4102,517.5592,179.0556
HexCer-NDS(d29:0/36:1)-H,1133.042,970.9894,558.5614,393.4102,515.5436,179.0556
HexCer-NDS(d29:0/36:2)-H,1131.027,968.9738,556.5458,393.4102,513.5279,179.0556
HexCer-NDS(d29:0/38:0)-H,1163.089,1001.036,588.6083,393.4102,545.5905,179.0556
HexCer-NDS(d29:0/38:1)-H,1161.074,999.0207,586.5927,393.4102,543.5748,179.0556
HexCer-NDS(d29:0/38:2)-H,1159.058,997.0051,584.577,393.4102,541.5592,179.0556
