ether-PC,[M+HCO2]-,NL_CH3&HCO2,NL_Choline&HCO2,NL_T2Ketene&CH3&HCO3,NL_T2RCOOH&CH3&HCO3,NL_T2RCOOH_Choline_HCO3*,GlyceroPC_NLCH3&H2O,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
Plasmanyl-PC(O-24:0/17:2)+HCO2,886.69072,826.66958,755.59608,578.45551,560.44495,489.37146,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/18:0)+HCO2,904.73762,844.71648,773.64298,578.45551,560.44495,489.37146,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/18:1)+HCO2,902.72202,842.70088,771.62738,578.45551,560.44495,489.37146,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/18:2)+HCO2,900.70632,840.68518,769.61168,578.45551,560.44495,489.37146,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/18:3)+HCO2,898.69072,838.66958,767.59608,578.45551,560.44495,489.37146,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/18:4)+HCO2,896.67502,836.65388,765.58038,578.45551,560.44495,489.37146,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/19:0)+HCO2,918.75332,858.73218,787.65868,578.45551,560.44495,489.37146,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/20:0)+HCO2,932.76892,872.74778,801.67428,578.45551,560.44495,489.37146,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/20:1)+HCO2,930.75332,870.73218,799.65868,578.45551,560.44495,489.37146,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/20:2)+HCO2,928.73762,868.71648,797.64298,578.45551,560.44495,489.37146,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/20:3)+HCO2,926.72202,866.70088,795.62738,578.45551,560.44495,489.37146,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/20:4)+HCO2,924.70632,864.68518,793.61168,578.45551,560.44495,489.37146,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/20:5)+HCO2,922.69072,862.66958,791.59608,578.45551,560.44495,489.37146,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/21:0)+HCO2,946.78462,886.76348,815.68998,578.45551,560.44495,489.37146,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:0)+HCO2,960.80022,900.77908,829.70558,578.45551,560.44495,489.37146,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:1)+HCO2,958.78462,898.76348,827.68998,578.45551,560.44495,489.37146,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:2)+HCO2,956.76892,896.74778,825.67428,578.45551,560.44495,489.37146,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:3)+HCO2,954.75332,894.73218,823.65868,578.45551,560.44495,489.37146,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:4)+HCO2,952.73762,892.71648,821.64298,578.45551,560.44495,489.37146,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:5)+HCO2,950.72202,890.70088,819.62738,578.45551,560.44495,489.37146,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/22:6)+HCO2,948.70632,888.68518,817.61168,578.45551,560.44495,489.37146,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/23:0)+HCO2,974.81592,914.79478,843.72128,578.45551,560.44495,489.37146,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/24:0)+HCO2,988.83152,928.81038,857.73688,578.45551,560.44495,489.37146,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/24:1)+HCO2,986.81592,926.79478,855.72128,578.45551,560.44495,489.37146,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/25:0)+HCO2,1002.84722,942.82608,871.75258,578.45551,560.44495,489.37146,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:0/26:0)+HCO2,1016.86282,956.84168,885.76818,578.45551,560.44495,489.37146,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/8:0)+HCO2,762.56552,702.54438,631.47088,576.43991,558.42935,487.35586,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/10:0)+HCO2,790.59682,730.57568,659.50218,576.43991,558.42935,487.35586,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/12:0)+HCO2,818.62812,758.60698,687.53348,576.43991,558.42935,487.35586,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/13:0)+HCO2,832.64382,772.62268,701.54918,576.43991,558.42935,487.35586,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/14:0)+HCO2,846.65942,786.63828,715.56478,576.43991,558.42935,487.35586,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/14:1)+HCO2,844.64382,784.62268,713.54918,576.43991,558.42935,487.35586,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/15:0)+HCO2,860.67512,800.65398,729.58048,576.43991,558.42935,487.35586,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/15:1)+HCO2,858.65942,798.63828,727.56478,576.43991,558.42935,487.35586,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/16:0)+HCO2,874.69072,814.66958,743.59608,576.43991,558.42935,487.35586,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/16:1)+HCO2,872.67512,812.65398,741.58048,576.43991,558.42935,487.35586,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/17:0)+HCO2,888.70642,828.68528,757.61178,576.43991,558.42935,487.35586,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/17:1)+HCO2,886.69072,826.66958,755.59608,576.43991,558.42935,487.35586,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/17:2)+HCO2,884.67512,824.65398,753.58048,576.43991,558.42935,487.35586,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/18:0)+HCO2,902.72202,842.70088,771.62738,576.43991,558.42935,487.35586,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/18:1)+HCO2,900.70642,840.68528,769.61178,576.43991,558.42935,487.35586,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/18:2)+HCO2,898.69072,838.66958,767.59608,576.43991,558.42935,487.35586,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/18:3)+HCO2,896.67512,836.65398,765.58048,576.43991,558.42935,487.35586,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/18:4)+HCO2,894.65942,834.63828,763.56478,576.43991,558.42935,487.35586,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/19:0)+HCO2,916.73772,856.71658,785.64308,576.43991,558.42935,487.35586,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/20:0)+HCO2,930.75332,870.73218,799.65868,576.43991,558.42935,487.35586,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/20:1)+HCO2,928.73772,868.71658,797.64308,576.43991,558.42935,487.35586,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/20:2)+HCO2,926.72202,866.70088,795.62738,576.43991,558.42935,487.35586,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/20:3)+HCO2,924.70642,864.68528,793.61178,576.43991,558.42935,487.35586,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/20:4)+HCO2,922.69072,862.66958,791.59608,576.43991,558.42935,487.35586,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/20:5)+HCO2,920.67512,860.65398,789.58048,576.43991,558.42935,487.35586,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/21:0)+HCO2,944.76902,884.74788,813.67438,576.43991,558.42935,487.35586,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:0)+HCO2,958.78462,898.76348,827.68998,576.43991,558.42935,487.35586,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:1)+HCO2,956.76902,896.74788,825.67438,576.43991,558.42935,487.35586,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:2)+HCO2,954.75332,894.73218,823.65868,576.43991,558.42935,487.35586,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:3)+HCO2,952.73772,892.71658,821.64308,576.43991,558.42935,487.35586,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:4)+HCO2,950.72202,890.70088,819.62738,576.43991,558.42935,487.35586,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:5)+HCO2,948.70642,888.68528,817.61178,576.43991,558.42935,487.35586,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/22:6)+HCO2,946.69072,886.66958,815.59608,576.43991,558.42935,487.35586,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/23:0)+HCO2,972.80032,912.77918,841.70568,576.43991,558.42935,487.35586,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/24:0)+HCO2,986.81592,926.79478,855.72128,576.43991,558.42935,487.35586,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/24:1)+HCO2,984.80032,924.77918,853.70568,576.43991,558.42935,487.35586,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/25:0)+HCO2,1000.83162,940.81048,869.73698,576.43991,558.42935,487.35586,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:1/26:0)+HCO2,1014.84722,954.82608,883.75258,576.43991,558.42935,487.35586,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/8:0)+HCO2,760.54992,700.52878,629.45528,574.42431,556.41375,485.34026,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/10:0)+HCO2,788.58122,728.56008,657.48658,574.42431,556.41375,485.34026,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/12:0)+HCO2,816.61252,756.59138,685.51788,574.42431,556.41375,485.34026,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/13:0)+HCO2,830.62822,770.60708,699.53358,574.42431,556.41375,485.34026,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/14:0)+HCO2,844.64382,784.62268,713.54918,574.42431,556.41375,485.34026,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/14:1)+HCO2,842.62822,782.60708,711.53358,574.42431,556.41375,485.34026,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/15:0)+HCO2,858.65952,798.63838,727.56488,574.42431,556.41375,485.34026,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/15:1)+HCO2,856.64382,796.62268,725.54918,574.42431,556.41375,485.34026,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/16:0)+HCO2,872.67512,812.65398,741.58048,574.42431,556.41375,485.34026,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/16:1)+HCO2,870.65952,810.63838,739.56488,574.42431,556.41375,485.34026,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/17:0)+HCO2,886.69082,826.66968,755.59618,574.42431,556.41375,485.34026,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/17:1)+HCO2,884.67512,824.65398,753.58048,574.42431,556.41375,485.34026,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/17:2)+HCO2,882.65952,822.63838,751.56488,574.42431,556.41375,485.34026,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/18:0)+HCO2,900.70642,840.68528,769.61178,574.42431,556.41375,485.34026,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/18:1)+HCO2,898.69082,838.66968,767.59618,574.42431,556.41375,485.34026,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/18:2)+HCO2,896.67512,836.65398,765.58048,574.42431,556.41375,485.34026,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/18:3)+HCO2,894.65952,834.63838,763.56488,574.42431,556.41375,485.34026,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/18:4)+HCO2,892.64382,832.62268,761.54918,574.42431,556.41375,485.34026,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/19:0)+HCO2,914.72212,854.70098,783.62748,574.42431,556.41375,485.34026,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/20:0)+HCO2,928.73772,868.71658,797.64308,574.42431,556.41375,485.34026,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/20:1)+HCO2,926.72212,866.70098,795.62748,574.42431,556.41375,485.34026,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/20:2)+HCO2,924.70642,864.68528,793.61178,574.42431,556.41375,485.34026,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/20:3)+HCO2,922.69082,862.66968,791.59618,574.42431,556.41375,485.34026,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/20:4)+HCO2,920.67512,860.65398,789.58048,574.42431,556.41375,485.34026,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/20:5)+HCO2,918.65952,858.63838,787.56488,574.42431,556.41375,485.34026,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/21:0)+HCO2,942.75342,882.73228,811.65878,574.42431,556.41375,485.34026,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:0)+HCO2,956.76902,896.74788,825.67438,574.42431,556.41375,485.34026,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:1)+HCO2,954.75342,894.73228,823.65878,574.42431,556.41375,485.34026,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:2)+HCO2,952.73772,892.71658,821.64308,574.42431,556.41375,485.34026,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:3)+HCO2,950.72212,890.70098,819.62748,574.42431,556.41375,485.34026,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:4)+HCO2,948.70642,888.68528,817.61178,574.42431,556.41375,485.34026,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:5)+HCO2,946.69082,886.66968,815.59618,574.42431,556.41375,485.34026,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/22:6)+HCO2,944.67512,884.65398,813.58048,574.42431,556.41375,485.34026,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/23:0)+HCO2,970.78472,910.76358,839.69008,574.42431,556.41375,485.34026,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/24:0)+HCO2,984.80032,924.77918,853.70568,574.42431,556.41375,485.34026,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/24:1)+HCO2,982.78472,922.76358,851.69008,574.42431,556.41375,485.34026,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/25:0)+HCO2,998.81602,938.79488,867.72138,574.42431,556.41375,485.34026,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmanyl-PC(O-24:2/26:0)+HCO2,1012.83162,952.81048,881.73698,574.42431,556.41375,485.34026,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
