Cer,[M+HCO2]-,NL_H2CO2,M-H-H2CO,NL_H2O&SN1,NL_H2O&SN2amide,SN2amide
Cer(d22:5/14:1)+HCO2,600.4633,554.45781,524.4473,250.2177,311.2378,224.202
Cer(d22:5/15:0)+HCO2,616.4946,570.48911,540.4786,266.249,311.2378,240.2333
Cer(d22:5/15:1)+HCO2,614.4789,568.47341,538.4629,264.2333,311.2378,238.2176
Cer(d22:5/16:0)+HCO2,630.5102,584.50471,554.4942,280.2646,311.2378,254.2489
Cer(d22:5/16:1)+HCO2,628.4946,582.48911,552.4786,278.249,311.2378,252.2333
Cer(d22:5/17:0)+HCO2,644.5259,598.52041,568.5099,294.2803,311.2378,268.2646
Cer(d22:5/17:1)+HCO2,642.5102,596.50471,566.4942,292.2646,311.2378,266.2489
Cer(d22:5/17:2)+HCO2,640.4946,594.48911,564.4786,290.249,311.2378,264.2333
Cer(d22:5/18:0)+HCO2,658.5415,612.53601,582.5255,308.2959,311.2378,282.2802
Cer(d22:5/18:1)+HCO2,656.5259,610.52041,580.5099,306.2803,311.2378,280.2646
Cer(d22:5/18:2)+HCO2,654.5102,608.50471,578.4942,304.2646,311.2378,278.2489
Cer(d22:5/18:3)+HCO2,652.4946,606.48911,576.4786,302.249,311.2378,276.2333
Cer(d22:5/18:4)+HCO2,650.4789,604.47341,574.4629,300.2333,311.2378,274.2176
Cer(d22:5/19:0)+HCO2,672.5572,626.55171,596.5412,322.3116,311.2378,296.2959
Cer(d22:5/20:0)+HCO2,686.5728,640.56731,610.5568,336.3272,311.2378,310.3115
Cer(d22:5/20:1)+HCO2,684.5572,638.55171,608.5412,334.3116,311.2378,308.2959
Cer(d22:5/20:2)+HCO2,682.5415,636.53601,606.5255,332.2959,311.2378,306.2802
Cer(d22:5/20:3)+HCO2,680.5259,634.52041,604.5099,330.2803,311.2378,304.2646
Cer(d22:5/20:4)+HCO2,678.5102,632.50471,602.4942,328.2646,311.2378,302.2489
Cer(d22:5/20:5)+HCO2,676.4946,630.48911,600.4786,326.249,311.2378,300.2333
Cer(d22:5/21:0)+HCO2,700.5885,654.58301,624.5725,350.3429,311.2378,324.3272
Cer(d22:5/22:0)+HCO2,714.6041,668.59861,638.5881,364.3585,311.2378,338.3428
Cer(d22:5/22:1)+HCO2,712.5885,666.58301,636.5725,362.3429,311.2378,336.3272
Cer(d22:5/22:2)+HCO2,710.5728,664.56731,634.5568,360.3272,311.2378,334.3115
Cer(d22:5/22:3)+HCO2,708.5572,662.55171,632.5412,358.3116,311.2378,332.2959
Cer(d22:5/22:4)+HCO2,706.5415,660.53601,630.5255,356.2959,311.2378,330.2802
Cer(d22:5/22:5)+HCO2,704.5259,658.52041,628.5099,354.2803,311.2378,328.2646
Cer(d22:5/22:6)+HCO2,702.5102,656.50471,626.4942,352.2646,311.2378,326.2489
Cer(d22:5/23:0)+HCO2,728.6198,682.61431,652.6038,378.3742,311.2378,352.3585
Cer(d22:5/24:0)+HCO2,742.6354,696.62991,666.6194,392.3898,311.2378,366.3741
Cer(d22:5/24:1)+HCO2,740.6198,694.61431,664.6038,390.3742,311.2378,364.3585
Cer(d22:5/25:0)+HCO2,756.6511,710.64561,680.6351,406.4055,311.2378,380.3898
Cer(d22:5/26:0)+HCO2,770.6667,724.66121,694.6507,420.4211,311.2378,394.4054
Cer(d22:5/8:0)+HCO2,518.385,472.37951,442.369,168.1394,311.2378,142.1237
Cer(d22:6/10:0)+HCO2,544.4006,498.39511,468.3846,196.1707,309.2221,170.155
Cer(d22:6/12:0)+HCO2,572.4319,526.42641,496.4159,224.202,309.2221,198.1863
Cer(d22:6/13:0)+HCO2,586.4476,540.44211,510.4316,238.2177,309.2221,212.202
Cer(d22:6/14:0)+HCO2,600.4632,554.45771,524.4472,252.2333,309.2221,226.2176
Cer(d22:6/14:1)+HCO2,598.4476,552.44211,522.4316,250.2177,309.2221,224.202
Cer(d22:6/15:0)+HCO2,614.4789,568.47341,538.4629,266.249,309.2221,240.2333
Cer(d22:6/15:1)+HCO2,612.4632,566.45771,536.4472,264.2333,309.2221,238.2176
Cer(d22:6/16:0)+HCO2,628.4945,582.48901,552.4785,280.2646,309.2221,254.2489
Cer(d22:6/16:1)+HCO2,626.4789,580.47341,550.4629,278.249,309.2221,252.2333
Cer(d22:6/17:0)+HCO2,642.5102,596.50471,566.4942,294.2803,309.2221,268.2646
Cer(d22:6/17:1)+HCO2,640.4945,594.48901,564.4785,292.2646,309.2221,266.2489
Cer(d22:6/17:2)+HCO2,638.4789,592.47341,562.4629,290.249,309.2221,264.2333
Cer(d22:6/18:0)+HCO2,656.5258,610.52031,580.5098,308.2959,309.2221,282.2802
Cer(d22:6/18:1)+HCO2,654.5102,608.50471,578.4942,306.2803,309.2221,280.2646
Cer(d22:6/18:2)+HCO2,652.4945,606.48901,576.4785,304.2646,309.2221,278.2489
Cer(d22:6/18:3)+HCO2,650.4789,604.47341,574.4629,302.249,309.2221,276.2333
Cer(d22:6/18:4)+HCO2,648.4632,602.45771,572.4472,300.2333,309.2221,274.2176
Cer(d22:6/19:0)+HCO2,670.5415,624.53601,594.5255,322.3116,309.2221,296.2959
Cer(d22:6/20:0)+HCO2,684.5571,638.55161,608.5411,336.3272,309.2221,310.3115
Cer(d22:6/20:1)+HCO2,682.5415,636.53601,606.5255,334.3116,309.2221,308.2959
Cer(d22:6/20:2)+HCO2,680.5258,634.52031,604.5098,332.2959,309.2221,306.2802
Cer(d22:6/20:3)+HCO2,678.5102,632.50471,602.4942,330.2803,309.2221,304.2646
Cer(d22:6/20:4)+HCO2,676.4945,630.48901,600.4785,328.2646,309.2221,302.2489
Cer(d22:6/20:5)+HCO2,674.4789,628.47341,598.4629,326.249,309.2221,300.2333
Cer(d22:6/21:0)+HCO2,698.5728,652.56731,622.5568,350.3429,309.2221,324.3272
Cer(d22:6/22:0)+HCO2,712.5884,666.58291,636.5724,364.3585,309.2221,338.3428
Cer(d22:6/22:1)+HCO2,710.5728,664.56731,634.5568,362.3429,309.2221,336.3272
Cer(d22:6/22:2)+HCO2,708.5571,662.55161,632.5411,360.3272,309.2221,334.3115
Cer(d22:6/22:3)+HCO2,706.5415,660.53601,630.5255,358.3116,309.2221,332.2959
Cer(d22:6/22:4)+HCO2,704.5258,658.52031,628.5098,356.2959,309.2221,330.2802
Cer(d22:6/22:5)+HCO2,702.5102,656.50471,626.4942,354.2803,309.2221,328.2646
Cer(d22:6/22:6)+HCO2,700.4945,654.48901,624.4785,352.2646,309.2221,326.2489
Cer(d22:6/23:0)+HCO2,726.6041,680.59861,650.5881,378.3742,309.2221,352.3585
Cer(d22:6/24:0)+HCO2,740.6197,694.61421,664.6037,392.3898,309.2221,366.3741
Cer(d22:6/24:1)+HCO2,738.6041,692.59861,662.5881,390.3742,309.2221,364.3585
Cer(d22:6/25:0)+HCO2,754.6354,708.62991,678.6194,406.4055,309.2221,380.3898
Cer(d22:6/26:0)+HCO2,768.651,722.64551,692.635,420.4211,309.2221,394.4054
Cer(d22:6/8:0)+HCO2,516.3693,470.36381,440.3533,168.1394,309.2221,142.1237
Cer(d23:0/10:0)+HCO2,570.5102,524.50471,494.4942,196.1707,335.3317,170.155
Cer(d23:0/12:0)+HCO2,598.5415,552.53601,522.5255,224.202,335.3317,198.1863
Cer(d23:0/13:0)+HCO2,612.5572,566.55171,536.5412,238.2177,335.3317,212.202
Cer(d23:0/14:0)+HCO2,626.5728,580.56731,550.5568,252.2333,335.3317,226.2176
Cer(d23:0/14:1)+HCO2,624.5572,578.55171,548.5412,250.2177,335.3317,224.202
Cer(d23:0/15:0)+HCO2,640.5885,594.58301,564.5725,266.249,335.3317,240.2333
Cer(d23:0/15:1)+HCO2,638.5728,592.56731,562.5568,264.2333,335.3317,238.2176
Cer(d23:0/16:0)+HCO2,654.6041,608.59861,578.5881,280.2646,335.3317,254.2489
Cer(d23:0/16:1)+HCO2,652.5885,606.58301,576.5725,278.249,335.3317,252.2333
Cer(d23:0/17:0)+HCO2,668.6198,622.61431,592.6038,294.2803,335.3317,268.2646
Cer(d23:0/17:1)+HCO2,666.6041,620.59861,590.5881,292.2646,335.3317,266.2489
Cer(d23:0/17:2)+HCO2,664.5885,618.58301,588.5725,290.249,335.3317,264.2333
Cer(d23:0/18:0)+HCO2,682.6354,636.62991,606.6194,308.2959,335.3317,282.2802
Cer(d23:0/18:1)+HCO2,680.6198,634.61431,604.6038,306.2803,335.3317,280.2646
Cer(d23:0/18:2)+HCO2,678.6041,632.59861,602.5881,304.2646,335.3317,278.2489
Cer(d23:0/18:3)+HCO2,676.5885,630.58301,600.5725,302.249,335.3317,276.2333
Cer(d23:0/18:4)+HCO2,674.5728,628.56731,598.5568,300.2333,335.3317,274.2176
Cer(d23:0/19:0)+HCO2,696.6511,650.64561,620.6351,322.3116,335.3317,296.2959
Cer(d23:0/20:0)+HCO2,710.6667,664.66121,634.6507,336.3272,335.3317,310.3115
Cer(d23:0/20:1)+HCO2,708.6511,662.64561,632.6351,334.3116,335.3317,308.2959
Cer(d23:0/20:2)+HCO2,706.6354,660.62991,630.6194,332.2959,335.3317,306.2802
Cer(d23:0/20:3)+HCO2,704.6198,658.61431,628.6038,330.2803,335.3317,304.2646
Cer(d23:0/20:4)+HCO2,702.6041,656.59861,626.5881,328.2646,335.3317,302.2489
Cer(d23:0/20:5)+HCO2,700.5885,654.58301,624.5725,326.249,335.3317,300.2333
Cer(d23:0/21:0)+HCO2,724.6824,678.67691,648.6664,350.3429,335.3317,324.3272
Cer(d23:0/22:0)+HCO2,738.698,692.69251,662.682,364.3585,335.3317,338.3428
Cer(d23:0/22:1)+HCO2,736.6824,690.67691,660.6664,362.3429,335.3317,336.3272
Cer(d23:0/22:2)+HCO2,734.6667,688.66121,658.6507,360.3272,335.3317,334.3115
Cer(d23:0/22:3)+HCO2,732.6511,686.64561,656.6351,358.3116,335.3317,332.2959
Cer(d23:0/22:4)+HCO2,730.6354,684.62991,654.6194,356.2959,335.3317,330.2802
Cer(d23:0/22:5)+HCO2,728.6198,682.61431,652.6038,354.2803,335.3317,328.2646
Cer(d23:0/22:6)+HCO2,726.6041,680.59861,650.5881,352.2646,335.3317,326.2489
Cer(d23:0/23:0)+HCO2,752.7137,706.70821,676.6977,378.3742,335.3317,352.3585
Cer(d23:0/24:0)+HCO2,766.7293,720.72381,690.7133,392.3898,335.3317,366.3741
Cer(d23:0/24:1)+HCO2,764.7137,718.70821,688.6977,390.3742,335.3317,364.3585
Cer(d23:0/25:0)+HCO2,780.745,734.73951,704.729,406.4055,335.3317,380.3898
Cer(d23:0/26:0)+HCO2,794.7606,748.75511,718.7446,420.4211,335.3317,394.4054
Cer(d23:0/8:0)+HCO2,542.4789,496.47341,466.4629,168.1394,335.3317,142.1237
Cer(d24:0/10:0)+HCO2,584.5258,538.52031,508.5098,196.1707,349.3473,170.155
Cer(d24:0/12:0)+HCO2,612.5571,566.55161,536.5411,224.202,349.3473,198.1863
Cer(d24:0/13:0)+HCO2,626.5728,580.56731,550.5568,238.2177,349.3473,212.202
Cer(d24:0/14:0)+HCO2,640.5884,594.58291,564.5724,252.2333,349.3473,226.2176
Cer(d24:0/14:1)+HCO2,638.5728,592.56731,562.5568,250.2177,349.3473,224.202
Cer(d24:0/15:0)+HCO2,654.6041,608.59861,578.5881,266.249,349.3473,240.2333
Cer(d24:0/15:1)+HCO2,652.5884,606.58291,576.5724,264.2333,349.3473,238.2176
Cer(d24:0/16:0)+HCO2,668.6197,622.61421,592.6037,280.2646,349.3473,254.2489
Cer(d24:0/16:1)+HCO2,666.6041,620.59861,590.5881,278.249,349.3473,252.2333
Cer(d24:0/17:0)+HCO2,682.6354,636.62991,606.6194,294.2803,349.3473,268.2646
Cer(d24:0/17:1)+HCO2,680.6197,634.61421,604.6037,292.2646,349.3473,266.2489
Cer(d24:0/17:2)+HCO2,678.6041,632.59861,602.5881,290.249,349.3473,264.2333
Cer(d24:0/18:0)+HCO2,696.651,650.64551,620.635,308.2959,349.3473,282.2802
Cer(d24:0/18:1)+HCO2,694.6354,648.62991,618.6194,306.2803,349.3473,280.2646
Cer(d24:0/18:2)+HCO2,692.6197,646.61421,616.6037,304.2646,349.3473,278.2489
Cer(d24:0/18:3)+HCO2,690.6041,644.59861,614.5881,302.249,349.3473,276.2333
Cer(d24:0/18:4)+HCO2,688.5884,642.58291,612.5724,300.2333,349.3473,274.2176
Cer(d24:0/19:0)+HCO2,710.6667,664.66121,634.6507,322.3116,349.3473,296.2959
Cer(d24:0/20:0)+HCO2,724.6823,678.67681,648.6663,336.3272,349.3473,310.3115
Cer(d24:0/20:1)+HCO2,722.6667,676.66121,646.6507,334.3116,349.3473,308.2959
Cer(d24:0/20:2)+HCO2,720.651,674.64551,644.635,332.2959,349.3473,306.2802
Cer(d24:0/20:3)+HCO2,718.6354,672.62991,642.6194,330.2803,349.3473,304.2646
Cer(d24:0/20:4)+HCO2,716.6197,670.61421,640.6037,328.2646,349.3473,302.2489
Cer(d24:0/20:5)+HCO2,714.6041,668.59861,638.5881,326.249,349.3473,300.2333
Cer(d24:0/21:0)+HCO2,738.698,692.69251,662.682,350.3429,349.3473,324.3272
Cer(d24:0/22:0)+HCO2,752.7136,706.70811,676.6976,364.3585,349.3473,338.3428
Cer(d24:0/22:1)+HCO2,750.698,704.69251,674.682,362.3429,349.3473,336.3272
Cer(d24:0/22:2)+HCO2,748.6823,702.67681,672.6663,360.3272,349.3473,334.3115
Cer(d24:0/22:3)+HCO2,746.6667,700.66121,670.6507,358.3116,349.3473,332.2959
Cer(d24:0/22:4)+HCO2,744.651,698.64551,668.635,356.2959,349.3473,330.2802
Cer(d24:0/22:5)+HCO2,742.6354,696.62991,666.6194,354.2803,349.3473,328.2646
Cer(d24:0/22:6)+HCO2,740.6197,694.61421,664.6037,352.2646,349.3473,326.2489
Cer(d24:0/23:0)+HCO2,766.7293,720.72381,690.7133,378.3742,349.3473,352.3585
Cer(d24:0/24:0)+HCO2,780.7449,734.73941,704.7289,392.3898,349.3473,366.3741
Cer(d24:0/24:1)+HCO2,778.7293,732.72381,702.7133,390.3742,349.3473,364.3585
Cer(d24:0/25:0)+HCO2,794.7606,748.75511,718.7446,406.4055,349.3473,380.3898
Cer(d24:0/26:0)+HCO2,808.7762,762.77071,732.7602,420.4211,349.3473,394.4054
Cer(d24:0/8:0)+HCO2,556.4945,510.48901,480.4785,168.1394,349.3473,142.1237
Cer(d24:1/10:0)+HCO2,582.5102,536.50471,506.4942,196.1707,347.3317,170.155
Cer(d24:1/12:0)+HCO2,610.5415,564.53601,534.5255,224.202,347.3317,198.1863
Cer(d24:1/13:0)+HCO2,624.5572,578.55171,548.5412,238.2177,347.3317,212.202
Cer(d24:1/14:0)+HCO2,638.5728,592.56731,562.5568,252.2333,347.3317,226.2176
Cer(d24:1/14:1)+HCO2,636.5572,590.55171,560.5412,250.2177,347.3317,224.202
Cer(d24:1/15:0)+HCO2,652.5885,606.58301,576.5725,266.249,347.3317,240.2333
Cer(d24:1/15:1)+HCO2,650.5728,604.56731,574.5568,264.2333,347.3317,238.2176
Cer(d24:1/16:0)+HCO2,666.6041,620.59861,590.5881,280.2646,347.3317,254.2489
Cer(d24:1/16:1)+HCO2,664.5885,618.58301,588.5725,278.249,347.3317,252.2333
Cer(d24:1/17:0)+HCO2,680.6198,634.61431,604.6038,294.2803,347.3317,268.2646
Cer(d24:1/17:1)+HCO2,678.6041,632.59861,602.5881,292.2646,347.3317,266.2489
Cer(d24:1/17:2)+HCO2,676.5885,630.58301,600.5725,290.249,347.3317,264.2333
Cer(d24:1/18:0)+HCO2,694.6354,648.62991,618.6194,308.2959,347.3317,282.2802
Cer(d24:1/18:1)+HCO2,692.6198,646.61431,616.6038,306.2803,347.3317,280.2646
Cer(d24:1/18:2)+HCO2,690.6041,644.59861,614.5881,304.2646,347.3317,278.2489
Cer(d24:1/18:3)+HCO2,688.5885,642.58301,612.5725,302.249,347.3317,276.2333
Cer(d24:1/18:4)+HCO2,686.5728,640.56731,610.5568,300.2333,347.3317,274.2176
Cer(d24:1/19:0)+HCO2,708.6511,662.64561,632.6351,322.3116,347.3317,296.2959
Cer(d24:1/20:0)+HCO2,722.6667,676.66121,646.6507,336.3272,347.3317,310.3115
Cer(d24:1/20:1)+HCO2,720.6511,674.64561,644.6351,334.3116,347.3317,308.2959
Cer(d24:1/20:2)+HCO2,718.6354,672.62991,642.6194,332.2959,347.3317,306.2802
Cer(d24:1/20:3)+HCO2,716.6198,670.61431,640.6038,330.2803,347.3317,304.2646
Cer(d24:1/20:4)+HCO2,714.6041,668.59861,638.5881,328.2646,347.3317,302.2489
Cer(d24:1/20:5)+HCO2,712.5885,666.58301,636.5725,326.249,347.3317,300.2333
Cer(d24:1/21:0)+HCO2,736.6824,690.67691,660.6664,350.3429,347.3317,324.3272
Cer(d24:1/22:0)+HCO2,750.698,704.69251,674.682,364.3585,347.3317,338.3428
Cer(d24:1/22:1)+HCO2,748.6824,702.67691,672.6664,362.3429,347.3317,336.3272
Cer(d24:1/22:2)+HCO2,746.6667,700.66121,670.6507,360.3272,347.3317,334.3115
Cer(d24:1/22:3)+HCO2,744.6511,698.64561,668.6351,358.3116,347.3317,332.2959
Cer(d24:1/22:4)+HCO2,742.6354,696.62991,666.6194,356.2959,347.3317,330.2802
Cer(d24:1/22:5)+HCO2,740.6198,694.61431,664.6038,354.2803,347.3317,328.2646
Cer(d24:1/22:6)+HCO2,738.6041,692.59861,662.5881,352.2646,347.3317,326.2489
Cer(d24:1/23:0)+HCO2,764.7137,718.70821,688.6977,378.3742,347.3317,352.3585
Cer(d24:1/24:0)+HCO2,778.7293,732.72381,702.7133,392.3898,347.3317,366.3741
Cer(d24:1/24:1)+HCO2,776.7137,730.70821,700.6977,390.3742,347.3317,364.3585
Cer(d24:1/25:0)+HCO2,792.745,746.73951,716.729,406.4055,347.3317,380.3898
Cer(d24:1/26:0)+HCO2,806.7606,760.75511,730.7446,420.4211,347.3317,394.4054
Cer(d24:1/8:0)+HCO2,554.4789,508.47341,478.4629,168.1394,347.3317,142.1237
Cer(d25:0/10:0)+HCO2,598.5415,552.53601,522.5255,196.1707,363.363,170.155
Cer(d25:0/12:0)+HCO2,626.5728,580.56731,550.5568,224.202,363.363,198.1863
Cer(d25:0/13:0)+HCO2,640.5885,594.58301,564.5725,238.2177,363.363,212.202
Cer(d25:0/14:0)+HCO2,654.6041,608.59861,578.5881,252.2333,363.363,226.2176
Cer(d25:0/14:1)+HCO2,652.5885,606.58301,576.5725,250.2177,363.363,224.202
Cer(d25:0/15:0)+HCO2,668.6198,622.61431,592.6038,266.249,363.363,240.2333
Cer(d25:0/15:1)+HCO2,666.6041,620.59861,590.5881,264.2333,363.363,238.2176
Cer(d25:0/16:0)+HCO2,682.6354,636.62991,606.6194,280.2646,363.363,254.2489
Cer(d25:0/16:1)+HCO2,680.6198,634.61431,604.6038,278.249,363.363,252.2333
Cer(d25:0/17:0)+HCO2,696.6511,650.64561,620.6351,294.2803,363.363,268.2646
Cer(d25:0/17:1)+HCO2,694.6354,648.62991,618.6194,292.2646,363.363,266.2489
Cer(d25:0/17:2)+HCO2,692.6198,646.61431,616.6038,290.249,363.363,264.2333
Cer(d25:0/18:0)+HCO2,710.6667,664.66121,634.6507,308.2959,363.363,282.2802
Cer(d25:0/18:1)+HCO2,708.6511,662.64561,632.6351,306.2803,363.363,280.2646
Cer(d25:0/18:2)+HCO2,706.6354,660.62991,630.6194,304.2646,363.363,278.2489
Cer(d25:0/18:3)+HCO2,704.6198,658.61431,628.6038,302.249,363.363,276.2333
Cer(d25:0/18:4)+HCO2,702.6041,656.59861,626.5881,300.2333,363.363,274.2176
Cer(d25:0/19:0)+HCO2,724.6824,678.67691,648.6664,322.3116,363.363,296.2959
Cer(d25:0/20:0)+HCO2,738.698,692.69251,662.682,336.3272,363.363,310.3115
Cer(d25:0/20:1)+HCO2,736.6824,690.67691,660.6664,334.3116,363.363,308.2959
Cer(d25:0/20:2)+HCO2,734.6667,688.66121,658.6507,332.2959,363.363,306.2802
Cer(d25:0/20:3)+HCO2,732.6511,686.64561,656.6351,330.2803,363.363,304.2646
Cer(d25:0/20:4)+HCO2,730.6354,684.62991,654.6194,328.2646,363.363,302.2489
Cer(d25:0/20:5)+HCO2,728.6198,682.61431,652.6038,326.249,363.363,300.2333
Cer(d25:0/21:0)+HCO2,752.7137,706.70821,676.6977,350.3429,363.363,324.3272
Cer(d25:0/22:0)+HCO2,766.7293,720.72381,690.7133,364.3585,363.363,338.3428
Cer(d25:0/22:1)+HCO2,764.7137,718.70821,688.6977,362.3429,363.363,336.3272
Cer(d25:0/22:2)+HCO2,762.698,716.69251,686.682,360.3272,363.363,334.3115
Cer(d25:0/22:3)+HCO2,760.6824,714.67691,684.6664,358.3116,363.363,332.2959
Cer(d25:0/22:4)+HCO2,758.6667,712.66121,682.6507,356.2959,363.363,330.2802
Cer(d25:0/22:5)+HCO2,756.6511,710.64561,680.6351,354.2803,363.363,328.2646
Cer(d25:0/22:6)+HCO2,754.6354,708.62991,678.6194,352.2646,363.363,326.2489
Cer(d25:0/23:0)+HCO2,780.745,734.73951,704.729,378.3742,363.363,352.3585
Cer(d25:0/24:0)+HCO2,794.7606,748.75511,718.7446,392.3898,363.363,366.3741
Cer(d25:0/24:1)+HCO2,792.745,746.73951,716.729,390.3742,363.363,364.3585
Cer(d25:0/25:0)+HCO2,808.7763,762.77081,732.7603,406.4055,363.363,380.3898
Cer(d25:0/26:0)+HCO2,822.7919,776.78641,746.7759,420.4211,363.363,394.4054
Cer(d25:0/8:0)+HCO2,570.5102,524.50471,494.4942,168.1394,363.363,142.1237
Cer(d26:0/10:0)+HCO2,612.5571,566.55161,536.5411,196.1707,377.3786,170.155
Cer(d26:0/12:0)+HCO2,640.5884,594.58291,564.5724,224.202,377.3786,198.1863
Cer(d26:0/13:0)+HCO2,654.6041,608.59861,578.5881,238.2177,377.3786,212.202
Cer(d26:0/14:0)+HCO2,668.6197,622.61421,592.6037,252.2333,377.3786,226.2176
Cer(d26:0/14:1)+HCO2,666.6041,620.59861,590.5881,250.2177,377.3786,224.202
Cer(d26:0/15:0)+HCO2,682.6354,636.62991,606.6194,266.249,377.3786,240.2333
Cer(d26:0/15:1)+HCO2,680.6197,634.61421,604.6037,264.2333,377.3786,238.2176
Cer(d26:0/16:0)+HCO2,696.651,650.64551,620.635,280.2646,377.3786,254.2489
Cer(d26:0/16:1)+HCO2,694.6354,648.62991,618.6194,278.249,377.3786,252.2333
Cer(d26:0/17:0)+HCO2,710.6667,664.66121,634.6507,294.2803,377.3786,268.2646
Cer(d26:0/17:1)+HCO2,708.651,662.64551,632.635,292.2646,377.3786,266.2489
Cer(d26:0/17:2)+HCO2,706.6354,660.62991,630.6194,290.249,377.3786,264.2333
Cer(d26:0/18:0)+HCO2,724.6823,678.67681,648.6663,308.2959,377.3786,282.2802
Cer(d26:0/18:1)+HCO2,722.6667,676.66121,646.6507,306.2803,377.3786,280.2646
Cer(d26:0/18:2)+HCO2,720.651,674.64551,644.635,304.2646,377.3786,278.2489
Cer(d26:0/18:3)+HCO2,718.6354,672.62991,642.6194,302.249,377.3786,276.2333
Cer(d26:0/18:4)+HCO2,716.6197,670.61421,640.6037,300.2333,377.3786,274.2176
Cer(d26:0/19:0)+HCO2,738.698,692.69251,662.682,322.3116,377.3786,296.2959
Cer(d26:0/20:0)+HCO2,752.7136,706.70811,676.6976,336.3272,377.3786,310.3115
Cer(d26:0/20:1)+HCO2,750.698,704.69251,674.682,334.3116,377.3786,308.2959
Cer(d26:0/20:2)+HCO2,748.6823,702.67681,672.6663,332.2959,377.3786,306.2802
Cer(d26:0/20:3)+HCO2,746.6667,700.66121,670.6507,330.2803,377.3786,304.2646
Cer(d26:0/20:4)+HCO2,744.651,698.64551,668.635,328.2646,377.3786,302.2489
Cer(d26:0/20:5)+HCO2,742.6354,696.62991,666.6194,326.249,377.3786,300.2333
Cer(d26:0/21:0)+HCO2,766.7293,720.72381,690.7133,350.3429,377.3786,324.3272
Cer(d26:0/22:0)+HCO2,780.7449,734.73941,704.7289,364.3585,377.3786,338.3428
Cer(d26:0/22:1)+HCO2,778.7293,732.72381,702.7133,362.3429,377.3786,336.3272
Cer(d26:0/22:2)+HCO2,776.7136,730.70811,700.6976,360.3272,377.3786,334.3115
Cer(d26:0/22:3)+HCO2,774.698,728.69251,698.682,358.3116,377.3786,332.2959
Cer(d26:0/22:4)+HCO2,772.6823,726.67681,696.6663,356.2959,377.3786,330.2802
Cer(d26:0/22:5)+HCO2,770.6667,724.66121,694.6507,354.2803,377.3786,328.2646
Cer(d26:0/22:6)+HCO2,768.651,722.64551,692.635,352.2646,377.3786,326.2489
Cer(d26:0/23:0)+HCO2,794.7606,748.75511,718.7446,378.3742,377.3786,352.3585
Cer(d26:0/24:0)+HCO2,808.7762,762.77071,732.7602,392.3898,377.3786,366.3741
Cer(d26:0/24:1)+HCO2,806.7606,760.75511,730.7446,390.3742,377.3786,364.3585
Cer(d26:0/25:0)+HCO2,822.7919,776.78641,746.7759,406.4055,377.3786,380.3898
Cer(d26:0/26:0)+HCO2,836.8075,790.80201,760.7915,420.4211,377.3786,394.4054
Cer(d26:0/8:0)+HCO2,584.5258,538.52031,508.5098,168.1394,377.3786,142.1237
Cer(d8:0/10:0)+HCO2,360.2754,314.26991,284.2594,196.1707,125.0969,170.155
Cer(d8:0/12:0)+HCO2,388.3067,342.30121,312.2907,224.202,125.0969,198.1863
Cer(d8:0/13:0)+HCO2,402.3224,356.31691,326.3064,238.2177,125.0969,212.202
Cer(d8:0/14:0)+HCO2,416.338,370.33251,340.322,252.2333,125.0969,226.2176
Cer(d8:0/14:1)+HCO2,414.3224,368.31691,338.3064,250.2177,125.0969,224.202
Cer(d8:0/15:0)+HCO2,430.3537,384.34821,354.3377,266.249,125.0969,240.2333
Cer(d8:0/15:1)+HCO2,428.338,382.33251,352.322,264.2333,125.0969,238.2176
Cer(d8:0/16:0)+HCO2,444.3693,398.36381,368.3533,280.2646,125.0969,254.2489
Cer(d8:0/16:1)+HCO2,442.3537,396.34821,366.3377,278.249,125.0969,252.2333
Cer(d8:0/17:0)+HCO2,458.385,412.37951,382.369,294.2803,125.0969,268.2646
Cer(d8:0/17:1)+HCO2,456.3693,410.36381,380.3533,292.2646,125.0969,266.2489
Cer(d8:0/17:2)+HCO2,454.3537,408.34821,378.3377,290.249,125.0969,264.2333
Cer(d8:0/18:0)+HCO2,472.4006,426.39511,396.3846,308.2959,125.0969,282.2802
Cer(d8:0/18:1)+HCO2,470.385,424.37951,394.369,306.2803,125.0969,280.2646
Cer(d8:0/18:2)+HCO2,468.3693,422.36381,392.3533,304.2646,125.0969,278.2489
Cer(d8:0/18:3)+HCO2,466.3537,420.34821,390.3377,302.249,125.0969,276.2333
Cer(d8:0/18:4)+HCO2,464.338,418.33251,388.322,300.2333,125.0969,274.2176
Cer(d8:0/19:0)+HCO2,486.4163,440.41081,410.4003,322.3116,125.0969,296.2959
Cer(d8:0/20:0)+HCO2,500.4319,454.42641,424.4159,336.3272,125.0969,310.3115
Cer(d8:0/20:1)+HCO2,498.4163,452.41081,422.4003,334.3116,125.0969,308.2959
Cer(d8:0/20:2)+HCO2,496.4006,450.39511,420.3846,332.2959,125.0969,306.2802
Cer(d8:0/20:3)+HCO2,494.385,448.37951,418.369,330.2803,125.0969,304.2646
Cer(d8:0/20:4)+HCO2,492.3693,446.36381,416.3533,328.2646,125.0969,302.2489
Cer(d8:0/20:5)+HCO2,490.3537,444.34821,414.3377,326.249,125.0969,300.2333
Cer(d8:0/21:0)+HCO2,514.4476,468.44211,438.4316,350.3429,125.0969,324.3272
