PEtOH,[M+NH4]+,[M-C2H7O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-126+H]+,[M-SN2-126+H]+,SN2-H2O,SN1-H2O,[C5H11O5P+H]+
PEtOH(17:2_22:5)+NH4,778.53817,635.5034,495.2871,431.2559,387.2895,323.2582,313.2524,249.2211,183.0417
PEtOH(17:2_22:6)+NH4,776.52247,633.4877,493.2714,431.2558,385.2738,323.2581,311.2368,249.2211,183.0417
PEtOH(23:0_17:2)+NH4,802.63207,659.5973,431.2559,519.381,323.2583,411.3834,249.2211,337.3463,183.0417
PEtOH(24:0_17:2)+NH4,816.64767,673.6129,431.2559,533.3966,323.2582,425.399,249.2211,351.3619,183.0417
PEtOH(24:1_17:2)+NH4,814.63207,671.5973,431.2559,531.381,323.2583,423.3834,249.2211,349.3463,183.0417
PEtOH(17:2_24:2)+NH4,812.61647,669.5817,529.3654,431.256,421.3678,323.2583,347.3306,249.2211,183.0417
PEtOH(17:2_24:4)+NH4,808.58517,665.5504,525.3341,431.2559,417.3365,323.2583,343.2993,249.2211,183.0417
PEtOH(25:0_17:2)+NH4,830.66337,687.6286,431.2559,547.4124,323.2583,439.4147,249.2211,365.3776,183.0417
PEtOH(26:0_17:2)+NH4,844.67897,701.6442,431.2559,561.4279,323.2583,453.4303,249.2211,379.3932,183.0417
PEtOH(26:1_17:2)+NH4,842.66337,699.6286,431.2559,559.4124,323.2583,451.4147,249.2211,377.3776,183.0417
PEtOH(17:2_26:2)+NH4,840.64767,697.6129,557.3966,431.2559,449.399,323.2582,375.3619,249.2211,183.0417
PEtOH(17:2_26:4)+NH4,836.61647,693.5817,553.3654,431.256,445.3678,323.2583,371.3306,249.2211,183.0417
PEtOH(27:0_17:2)+NH4,858.69467,715.6599,431.256,575.4436,323.2583,467.446,249.2211,393.4088,183.0417
PEtOH(18:0_18:0)+NH4,750.60077,607.566,449.3028,449.3028,341.3052,341.3052,267.2681,267.2681,183.0417
PEtOH(18:0_18:1)+NH4,748.58517,605.5504,447.2872,449.3029,339.2896,341.3052,265.2524,267.2681,183.0417
PEtOH(18:0_18:2)+NH4,746.56947,603.5347,445.2715,449.3028,337.2739,341.3051,263.2368,267.2681,183.0417
PEtOH(18:0_18:3)+NH4,744.55387,601.5191,443.2559,449.3028,335.2583,341.3052,261.2212,267.2681,183.0417
PEtOH(18:0_18:4)+NH4,742.53817,599.5034,441.2402,449.3028,333.2426,341.3051,259.2055,267.2681,183.0417
PEtOH(18:0_18:5)+NH4,740.52247,597.4877,439.2245,449.3027,331.2269,341.3051,257.1899,267.2681,183.0417
PEtOH(18:0_19:0)+NH4,764.61647,621.5817,463.3185,449.3029,355.3209,341.3052,281.2837,267.2681,183.0417
PEtOH(18:0_19:1)+NH4,762.60077,619.566,461.3028,449.3028,353.3052,341.3052,279.2681,267.2681,183.0417
PEtOH(18:0_19:2)+NH4,760.58517,617.5504,459.2872,449.3029,351.2896,341.3052,277.2524,267.2681,183.0417
PEtOH(18:0_20:0)+NH4,778.63207,635.5973,477.3341,449.3028,369.3365,341.3052,295.2993,267.2681,183.0417
PEtOH(18:0_20:1)+NH4,776.61647,633.5817,475.3185,449.3029,367.3209,341.3052,293.2837,267.2681,183.0417
PEtOH(18:0_20:2)+NH4,774.60077,631.566,473.3028,449.3028,365.3052,341.3052,291.2681,267.2681,183.0417
PEtOH(18:0_20:3)+NH4,772.58517,629.5504,471.2872,449.3029,363.2896,341.3052,289.2524,267.2681,183.0417
PEtOH(18:0_20:4)+NH4,770.56947,627.5347,469.2715,449.3028,361.2739,341.3051,287.2368,267.2681,183.0417
PEtOH(18:0_20:5)+NH4,768.55387,625.5191,467.2559,449.3028,359.2583,341.3052,285.2212,267.2681,183.0417
PEtOH(18:0_21:0)+NH4,792.64767,649.6129,491.3497,449.3028,383.3521,341.3051,309.315,267.2681,183.0417
PEtOH(18:0_21:1)+NH4,790.63207,647.5973,489.3341,449.3028,381.3365,341.3052,307.2993,267.2681,183.0417
PEtOH(18:0_21:2)+NH4,788.61647,645.5817,487.3185,449.3029,379.3209,341.3052,305.2837,267.2681,183.0417
PEtOH(18:0_22:0)+NH4,806.66337,663.6286,505.3654,449.3029,397.3678,341.3052,323.3306,267.2681,183.0417
PEtOH(18:0_22:1)+NH4,804.64767,661.6129,503.3497,449.3028,395.3521,341.3051,321.315,267.2681,183.0417
PEtOH(18:0_22:2)+NH4,802.63207,659.5973,501.3341,449.3028,393.3365,341.3052,319.2993,267.2681,183.0417
PEtOH(18:0_22:3)+NH4,800.61647,657.5817,499.3185,449.3029,391.3209,341.3052,317.2837,267.2681,183.0417
PEtOH(18:0_22:4)+NH4,798.60077,655.566,497.3028,449.3028,389.3052,341.3052,315.2681,267.2681,183.0417
PEtOH(18:0_22:5)+NH4,796.58517,653.5504,495.2872,449.3029,387.2896,341.3052,313.2524,267.2681,183.0417
PEtOH(18:0_22:6)+NH4,794.56947,651.5347,493.2715,449.3028,385.2739,341.3051,311.2368,267.2681,183.0417
PEtOH(18:0_23:0)+NH4,820.67897,677.6442,519.381,449.3028,411.3834,341.3052,337.3463,267.2681,183.0417
PEtOH(18:0_24:0)+NH4,834.69467,691.6599,533.3967,449.3029,425.3991,341.3052,351.3619,267.2681,183.0417
PEtOH(18:0_24:1)+NH4,832.67897,689.6442,531.381,449.3028,423.3834,341.3052,349.3463,267.2681,183.0417
PEtOH(18:0_24:2)+NH4,830.66337,687.6286,529.3654,449.3029,421.3678,341.3052,347.3306,267.2681,183.0417
PEtOH(18:0_24:4)+NH4,826.63207,683.5973,525.3341,449.3028,417.3365,341.3052,343.2993,267.2681,183.0417
PEtOH(18:0_25:0)+NH4,848.71037,705.6756,547.4124,449.3029,439.4148,341.3053,365.3776,267.2681,183.0417
PEtOH(18:0_26:0)+NH4,862.72597,719.6912,561.428,449.3029,453.4304,341.3053,379.3932,267.2681,183.0417
PEtOH(18:0_26:1)+NH4,860.71037,717.6756,559.4124,449.3029,451.4148,341.3053,377.3776,267.2681,183.0417
PEtOH(18:0_26:2)+NH4,858.69467,715.6599,557.3967,449.3029,449.3991,341.3052,375.3619,267.2681,183.0417
PEtOH(18:0_26:4)+NH4,854.66337,711.6286,553.3654,449.3029,445.3678,341.3052,371.3306,267.2681,183.0417
PEtOH(18:0_27:0)+NH4,876.74167,733.7069,575.4437,449.3029,467.4461,341.3053,393.4088,267.2681,183.0417
PEtOH(18:1_18:1)+NH4,746.56947,603.5347,447.2871,447.2871,339.2895,339.2895,265.2524,265.2524,183.0417
PEtOH(18:1_18:2)+NH4,744.55387,601.5191,445.2715,447.2872,337.2739,339.2896,263.2368,265.2524,183.0417
PEtOH(18:1_18:3)+NH4,742.53817,599.5034,443.2559,447.2871,335.2582,339.2895,261.2212,265.2524,183.0417
PEtOH(18:1_18:4)+NH4,740.52247,597.4877,441.2401,447.2871,333.2425,339.2894,259.2055,265.2524,183.0417
PEtOH(18:1_18:5)+NH4,738.50687,595.4721,439.2245,447.2871,331.2269,339.2895,257.1899,265.2524,183.0417
PEtOH(19:0_18:1)+NH4,762.60077,619.566,447.2872,463.3185,339.2896,355.3208,265.2524,281.2837,183.0417
PEtOH(18:1_19:1)+NH4,760.58517,617.5504,461.3029,447.2872,353.3052,339.2896,279.2681,265.2524,183.0417
PEtOH(18:1_19:2)+NH4,758.56947,615.5347,459.2871,447.2871,351.2895,339.2895,277.2524,265.2524,183.0417
PEtOH(20:0_18:1)+NH4,776.61647,633.5817,447.2872,477.3341,339.2896,369.3365,265.2524,295.2993,183.0417
PEtOH(18:1_20:1)+NH4,774.60077,631.566,475.3185,447.2872,367.3208,339.2896,293.2837,265.2524,183.0417
PEtOH(18:1_20:2)+NH4,772.58517,629.5504,473.3029,447.2872,365.3052,339.2896,291.2681,265.2524,183.0417
PEtOH(18:1_20:3)+NH4,770.56947,627.5347,471.2871,447.2871,363.2895,339.2895,289.2524,265.2524,183.0417
PEtOH(18:1_20:4)+NH4,768.55387,625.5191,469.2715,447.2872,361.2739,339.2896,287.2368,265.2524,183.0417
PEtOH(18:1_20:5)+NH4,766.53817,623.5034,467.2559,447.2871,359.2582,339.2895,285.2212,265.2524,183.0417
PEtOH(21:0_18:1)+NH4,790.63207,647.5973,447.2872,491.3498,339.2896,383.3521,265.2524,309.315,183.0417
PEtOH(18:1_21:1)+NH4,788.61647,645.5817,489.3341,447.2872,381.3365,339.2896,307.2993,265.2524,183.0417
PEtOH(18:1_21:2)+NH4,786.60077,643.566,487.3185,447.2872,379.3208,339.2896,305.2837,265.2524,183.0417
PEtOH(22:0_18:1)+NH4,804.64767,661.6129,447.2871,505.3654,339.2895,397.3677,265.2524,323.3306,183.0417
PEtOH(18:1_22:1)+NH4,802.63207,659.5973,503.3498,447.2872,395.3521,339.2896,321.315,265.2524,183.0417
PEtOH(18:1_22:2)+NH4,800.61647,657.5817,501.3341,447.2872,393.3365,339.2896,319.2993,265.2524,183.0417
PEtOH(18:1_22:3)+NH4,798.60077,655.566,499.3185,447.2872,391.3208,339.2896,317.2837,265.2524,183.0417
PEtOH(18:1_22:4)+NH4,796.58517,653.5504,497.3029,447.2872,389.3052,339.2896,315.2681,265.2524,183.0417
PEtOH(18:1_22:5)+NH4,794.56947,651.5347,495.2871,447.2871,387.2895,339.2895,313.2524,265.2524,183.0417
PEtOH(18:1_22:6)+NH4,792.55387,649.5191,493.2715,447.2872,385.2739,339.2896,311.2368,265.2524,183.0417
PEtOH(23:0_18:1)+NH4,818.66337,675.6286,447.2872,519.381,339.2896,411.3834,265.2524,337.3463,183.0417
PEtOH(24:0_18:1)+NH4,832.67897,689.6442,447.2872,533.3967,339.2896,425.399,265.2524,351.3619,183.0417
PEtOH(18:1_24:1)+NH4,830.66337,687.6286,531.381,447.2872,423.3834,339.2896,349.3463,265.2524,183.0417
PEtOH(18:1_24:2)+NH4,828.64767,685.6129,529.3654,447.2871,421.3677,339.2895,347.3306,265.2524,183.0417
PEtOH(18:1_24:4)+NH4,824.61647,681.5817,525.3342,447.2872,417.3365,339.2896,343.2993,265.2524,183.0417
PEtOH(25:0_18:1)+NH4,846.69467,703.6599,447.2872,547.4124,339.2896,439.4147,265.2524,365.3776,183.0417
PEtOH(26:0_18:1)+NH4,860.71037,717.6756,447.2873,561.428,339.2897,453.4304,265.2524,379.3932,183.0417
PEtOH(18:1_26:1)+NH4,858.69467,715.6599,559.4124,447.2872,451.4147,339.2896,377.3776,265.2524,183.0417
PEtOH(18:1_26:2)+NH4,856.67897,713.6442,557.3967,447.2872,449.399,339.2896,375.3619,265.2524,183.0417
PEtOH(18:1_26:4)+NH4,852.64767,709.6129,553.3654,447.2871,445.3677,339.2895,371.3306,265.2524,183.0417
PEtOH(27:0_18:1)+NH4,874.72597,731.6912,447.2873,575.4437,339.2896,467.446,265.2524,393.4088,183.0417
PEtOH(18:2_18:2)+NH4,742.53817,599.5034,445.2715,445.2715,337.2739,337.2739,263.2368,263.2368,183.0417
PEtOH(18:2_18:3)+NH4,740.52247,597.4877,443.2558,445.2714,335.2581,337.2738,261.2212,263.2368,183.0417
PEtOH(18:2_18:4)+NH4,738.50687,595.4721,441.2402,445.2715,333.2426,337.2738,259.2055,263.2368,183.0417
PEtOH(18:2_18:5)+NH4,736.49117,593.4564,439.2245,445.2714,331.2269,337.2738,257.1899,263.2368,183.0417
PEtOH(19:0_18:2)+NH4,760.58517,617.5504,445.2716,463.3185,337.2739,355.3209,263.2368,281.2837,183.0417
PEtOH(19:1_18:2)+NH4,758.56947,615.5347,445.2715,461.3028,337.2739,353.3051,263.2368,279.2681,183.0417
PEtOH(18:2_19:2)+NH4,756.55387,613.5191,459.2872,445.2715,351.2896,337.2739,277.2524,263.2368,183.0417
PEtOH(20:0_18:2)+NH4,774.60077,631.566,445.2715,477.3341,337.2739,369.3365,263.2368,295.2993,183.0417
PEtOH(20:1_18:2)+NH4,772.58517,629.5504,445.2716,475.3185,337.2739,367.3209,263.2368,293.2837,183.0417
PEtOH(18:2_20:2)+NH4,770.56947,627.5347,473.3028,445.2715,365.3051,337.2739,291.2681,263.2368,183.0417
PEtOH(18:2_20:3)+NH4,768.55387,625.5191,471.2872,445.2715,363.2896,337.2739,289.2524,263.2368,183.0417
PEtOH(18:2_20:4)+NH4,766.53817,623.5034,469.2715,445.2715,361.2739,337.2739,287.2368,263.2368,183.0417
PEtOH(18:2_20:5)+NH4,764.52247,621.4877,467.2558,445.2714,359.2581,337.2738,285.2212,263.2368,183.0417
PEtOH(21:0_18:2)+NH4,788.61647,645.5817,445.2716,491.3498,337.274,383.3522,263.2368,309.315,183.0417
PEtOH(21:1_18:2)+NH4,786.60077,643.566,445.2715,489.3341,337.2739,381.3365,263.2368,307.2993,183.0417
PEtOH(18:2_21:2)+NH4,784.58517,641.5504,487.3185,445.2716,379.3209,337.2739,305.2837,263.2368,183.0417
PEtOH(22:0_18:2)+NH4,802.63207,659.5973,445.2715,505.3654,337.2739,397.3678,263.2368,323.3306,183.0417
PEtOH(22:1_18:2)+NH4,800.61647,657.5817,445.2716,503.3498,337.274,395.3522,263.2368,321.315,183.0417
PEtOH(18:2_22:2)+NH4,798.60077,655.566,501.3341,445.2715,393.3365,337.2739,319.2993,263.2368,183.0417
PEtOH(18:2_22:3)+NH4,796.58517,653.5504,499.3185,445.2716,391.3209,337.2739,317.2837,263.2368,183.0417
PEtOH(18:2_22:4)+NH4,794.56947,651.5347,497.3028,445.2715,389.3051,337.2739,315.2681,263.2368,183.0417
PEtOH(18:2_22:5)+NH4,792.55387,649.5191,495.2872,445.2715,387.2896,337.2739,313.2524,263.2368,183.0417
PEtOH(18:2_22:6)+NH4,790.53817,647.5034,493.2715,445.2715,385.2739,337.2739,311.2368,263.2368,183.0417
PEtOH(23:0_18:2)+NH4,816.64767,673.6129,445.2715,519.381,337.2739,411.3834,263.2368,337.3463,183.0417
PEtOH(24:0_18:2)+NH4,830.66337,687.6286,445.2716,533.3967,337.2739,425.399,263.2368,351.3619,183.0417
PEtOH(24:1_18:2)+NH4,828.64767,685.6129,445.2715,531.381,337.2739,423.3834,263.2368,349.3463,183.0417
PEtOH(18:2_24:2)+NH4,826.63207,683.5973,529.3654,445.2715,421.3678,337.2739,347.3306,263.2368,183.0417
PEtOH(18:2_24:4)+NH4,822.60077,679.566,525.3341,445.2715,417.3365,337.2739,343.2993,263.2368,183.0417
PEtOH(25:0_18:2)+NH4,844.67897,701.6442,445.2715,547.4123,337.2739,439.4147,263.2368,365.3776,183.0417
PEtOH(26:0_18:2)+NH4,858.69467,715.6599,445.2716,561.428,337.274,453.4304,263.2368,379.3932,183.0417
PEtOH(26:1_18:2)+NH4,856.67897,713.6442,445.2715,559.4123,337.2739,451.4147,263.2368,377.3776,183.0417
PEtOH(18:2_26:2)+NH4,854.66337,711.6286,557.3967,445.2716,449.399,337.2739,375.3619,263.2368,183.0417
PEtOH(18:2_26:4)+NH4,850.63207,707.5973,553.3654,445.2715,445.3678,337.2739,371.3306,263.2368,183.0417
PEtOH(27:0_18:2)+NH4,872.71037,729.6756,445.2716,575.4437,337.274,467.446,263.2368,393.4088,183.0417
PEtOH(18:3_18:3)+NH4,738.50687,595.4721,443.2558,443.2558,335.2582,335.2582,261.2212,261.2212,183.0417
PEtOH(18:3_18:4)+NH4,736.49117,593.4564,441.2401,443.2558,333.2425,335.2581,259.2055,261.2212,183.0417
PEtOH(18:3_18:5)+NH4,734.47557,591.4408,439.2245,443.2558,331.2269,335.2582,257.1899,261.2212,183.0417
PEtOH(19:0_18:3)+NH4,758.56947,615.5347,443.2559,463.3184,335.2582,355.3208,261.2212,281.2837,183.0417
PEtOH(19:1_18:3)+NH4,756.55387,613.5191,443.2559,461.3028,335.2583,353.3052,261.2212,279.2681,183.0417
PEtOH(19:2_18:3)+NH4,754.53817,611.5034,443.2559,459.2871,335.2582,351.2895,261.2212,277.2524,183.0417
PEtOH(20:0_18:3)+NH4,772.58517,629.5504,443.2559,477.3341,335.2583,369.3365,261.2212,295.2993,183.0417
PEtOH(20:1_18:3)+NH4,770.56947,627.5347,443.2559,475.3184,335.2582,367.3208,261.2212,293.2837,183.0417
PEtOH(20:2_18:3)+NH4,768.55387,625.5191,443.2559,473.3028,335.2583,365.3052,261.2212,291.2681,183.0417
PEtOH(18:3_20:3)+NH4,766.53817,623.5034,471.2871,443.2559,363.2895,335.2582,289.2524,261.2212,183.0417
PEtOH(18:3_20:4)+NH4,764.52247,621.4877,469.2714,443.2558,361.2738,335.2581,287.2368,261.2212,183.0417
PEtOH(18:3_20:5)+NH4,762.50687,619.4721,467.2558,443.2558,359.2582,335.2582,285.2212,261.2212,183.0417
PEtOH(21:0_18:3)+NH4,786.60077,643.566,443.2559,491.3497,335.2583,383.3521,261.2212,309.315,183.0417
PEtOH(21:1_18:3)+NH4,784.58517,641.5504,443.2559,489.3341,335.2583,381.3365,261.2212,307.2993,183.0417
PEtOH(21:2_18:3)+NH4,782.56947,639.5347,443.2559,487.3184,335.2582,379.3208,261.2212,305.2837,183.0417
PEtOH(22:0_18:3)+NH4,800.61647,657.5817,443.256,505.3654,335.2583,397.3678,261.2212,323.3306,183.0417
PEtOH(22:1_18:3)+NH4,798.60077,655.566,443.2559,503.3497,335.2583,395.3521,261.2212,321.315,183.0417
PEtOH(22:2_18:3)+NH4,796.58517,653.5504,443.2559,501.3341,335.2583,393.3365,261.2212,319.2993,183.0417
PEtOH(18:3_22:3)+NH4,794.56947,651.5347,499.3184,443.2559,391.3208,335.2582,317.2837,261.2212,183.0417
PEtOH(18:3_22:4)+NH4,792.55387,649.5191,497.3028,443.2559,389.3052,335.2583,315.2681,261.2212,183.0417
PEtOH(18:3_22:5)+NH4,790.53817,647.5034,495.2871,443.2559,387.2895,335.2582,313.2524,261.2212,183.0417
PEtOH(18:3_22:6)+NH4,788.52247,645.4877,493.2714,443.2558,385.2738,335.2581,311.2368,261.2212,183.0417
PEtOH(23:0_18:3)+NH4,814.63207,671.5973,443.2559,519.381,335.2583,411.3834,261.2212,337.3463,183.0417
PEtOH(24:0_18:3)+NH4,828.64767,685.6129,443.2559,533.3966,335.2582,425.399,261.2212,351.3619,183.0417
PEtOH(24:1_18:3)+NH4,826.63207,683.5973,443.2559,531.381,335.2583,423.3834,261.2212,349.3463,183.0417
PEtOH(24:2_18:3)+NH4,824.61647,681.5817,443.256,529.3654,335.2583,421.3678,261.2212,347.3306,183.0417
PEtOH(18:3_24:4)+NH4,820.58517,677.5504,525.3341,443.2559,417.3365,335.2583,343.2993,261.2212,183.0417
PEtOH(25:0_18:3)+NH4,842.66337,699.6286,443.2559,547.4124,335.2583,439.4147,261.2212,365.3776,183.0417
PEtOH(26:0_18:3)+NH4,856.67897,713.6442,443.2559,561.4279,335.2583,453.4303,261.2212,379.3932,183.0417
PEtOH(26:1_18:3)+NH4,854.66337,711.6286,443.2559,559.4124,335.2583,451.4147,261.2212,377.3776,183.0417
PEtOH(26:2_18:3)+NH4,852.64767,709.6129,443.2559,557.3966,335.2582,449.399,261.2212,375.3619,183.0417
PEtOH(18:3_26:4)+NH4,848.61647,705.5817,553.3654,443.256,445.3678,335.2583,371.3306,261.2212,183.0417
PEtOH(27:0_18:3)+NH4,870.69467,727.6599,443.256,575.4436,335.2583,467.446,261.2212,393.4088,183.0417
PEtOH(18:4_18:4)+NH4,734.47557,591.4408,441.2402,441.2402,333.2426,333.2426,259.2055,259.2055,183.0417
PEtOH(18:4_18:5)+NH4,732.45997,589.4252,439.2246,441.2402,331.2269,333.2426,257.1899,259.2055,183.0417
PEtOH(19:0_18:4)+NH4,756.55387,613.5191,441.2403,463.3185,333.2426,355.3208,259.2055,281.2837,183.0417
PEtOH(19:1_18:4)+NH4,754.53817,611.5034,441.2402,461.3028,333.2426,353.3051,259.2055,279.2681,183.0417
PEtOH(19:2_18:4)+NH4,752.52247,609.4877,441.2401,459.2871,333.2425,351.2894,259.2055,277.2524,183.0417
PEtOH(20:0_18:4)+NH4,770.56947,627.5347,441.2402,477.3341,333.2426,369.3364,259.2055,295.2993,183.0417
PEtOH(20:1_18:4)+NH4,768.55387,625.5191,441.2403,475.3185,333.2426,367.3208,259.2055,293.2837,183.0417
PEtOH(20:2_18:4)+NH4,766.53817,623.5034,441.2402,473.3028,333.2426,365.3051,259.2055,291.2681,183.0417
PEtOH(20:3_18:4)+NH4,764.52247,621.4877,441.2401,471.2871,333.2425,363.2894,259.2055,289.2524,183.0417
PEtOH(18:4_20:4)+NH4,762.50687,619.4721,469.2715,441.2402,361.2738,333.2426,287.2368,259.2055,183.0417
PEtOH(18:4_20:5)+NH4,760.49117,617.4564,467.2558,441.2401,359.2581,333.2425,285.2212,259.2055,183.0417
PEtOH(21:0_18:4)+NH4,784.58517,641.5504,441.2403,491.3498,333.2426,383.3521,259.2055,309.315,183.0417
PEtOH(21:1_18:4)+NH4,782.56947,639.5347,441.2402,489.3341,333.2426,381.3364,259.2055,307.2993,183.0417
PEtOH(21:2_18:4)+NH4,780.55387,637.5191,441.2403,487.3185,333.2426,379.3208,259.2055,305.2837,183.0417
PEtOH(22:0_18:4)+NH4,798.60077,655.566,441.2403,505.3654,333.2426,397.3677,259.2055,323.3306,183.0417
PEtOH(22:1_18:4)+NH4,796.58517,653.5504,441.2403,503.3498,333.2426,395.3521,259.2055,321.315,183.0417
PEtOH(22:2_18:4)+NH4,794.56947,651.5347,441.2402,501.3341,333.2426,393.3364,259.2055,319.2993,183.0417
PEtOH(22:3_18:4)+NH4,792.55387,649.5191,441.2403,499.3185,333.2426,391.3208,259.2055,317.2837,183.0417
PEtOH(18:4_22:4)+NH4,790.53817,647.5034,497.3028,441.2402,389.3051,333.2426,315.2681,259.2055,183.0417
PEtOH(18:4_22:5)+NH4,788.52247,645.4877,495.2871,441.2401,387.2894,333.2425,313.2524,259.2055,183.0417
PEtOH(18:4_22:6)+NH4,786.50687,643.4721,493.2715,441.2402,385.2738,333.2426,311.2368,259.2055,183.0417
PEtOH(23:0_18:4)+NH4,812.61647,669.5817,441.2403,519.381,333.2427,411.3835,259.2055,337.3463,183.0417
PEtOH(24:0_18:4)+NH4,826.63207,683.5973,441.2403,533.3967,333.2426,425.399,259.2055,351.3619,183.0417
PEtOH(24:1_18:4)+NH4,824.61647,681.5817,441.2403,531.381,333.2427,423.3835,259.2055,349.3463,183.0417
PEtOH(24:2_18:4)+NH4,822.60077,679.566,441.2403,529.3654,333.2426,421.3677,259.2055,347.3306,183.0417
PEtOH(18:4_24:4)+NH4,818.56947,675.5347,525.334,441.2402,417.3364,333.2426,343.2993,259.2055,183.0417
PEtOH(25:0_18:4)+NH4,840.64767,697.6129,441.2402,547.4123,333.2426,439.4146,259.2055,365.3776,183.0417
PEtOH(26:0_18:4)+NH4,854.66337,711.6286,441.2403,561.428,333.2426,453.4303,259.2055,379.3932,183.0417
PEtOH(26:1_18:4)+NH4,852.64767,709.6129,441.2402,559.4123,333.2426,451.4146,259.2055,377.3776,183.0417
PEtOH(26:2_18:4)+NH4,850.63207,707.5973,441.2403,557.3967,333.2426,449.399,259.2055,375.3619,183.0417
PEtOH(18:4_26:4)+NH4,846.60077,703.566,553.3654,441.2403,445.3677,333.2426,371.3306,259.2055,183.0417
PEtOH(27:0_18:4)+NH4,868.67897,725.6442,441.2403,575.4435,333.2426,467.446,259.2055,393.4088,183.0417
PEtOH(18:5_18:5)+NH4,730.44427,587.4095,439.2245,439.2245,331.2269,331.2269,257.1899,257.1899,183.0417
PEtOH(19:0_18:5)+NH4,754.53817,611.5034,439.2246,463.3184,331.2269,355.3208,257.1899,281.2837,183.0417
PEtOH(19:1_18:5)+NH4,752.52247,609.4877,439.2245,461.3027,331.2269,353.3051,257.1899,279.2681,183.0417
PEtOH(19:2_18:5)+NH4,750.50687,607.4721,439.2245,459.2871,331.2269,351.2895,257.1899,277.2524,183.0417
PEtOH(20:0_18:5)+NH4,768.55387,625.5191,439.2246,477.3341,331.227,369.3365,257.1899,295.2993,183.0417
PEtOH(20:1_18:5)+NH4,766.53817,623.5034,439.2246,475.3184,331.2269,367.3208,257.1899,293.2837,183.0417
PEtOH(20:2_18:5)+NH4,764.52247,621.4877,439.2245,473.3027,331.2269,365.3051,257.1899,291.2681,183.0417
PEtOH(20:3_18:5)+NH4,762.50687,619.4721,439.2245,471.2871,331.2269,363.2895,257.1899,289.2524,183.0417
PEtOH(20:4_18:5)+NH4,760.49117,617.4564,439.2245,469.2714,331.2269,361.2738,257.1899,287.2368,183.0417
PEtOH(18:5_20:5)+NH4,758.47557,615.4408,467.2558,439.2245,359.2582,331.2269,285.2212,257.1899,183.0417
PEtOH(21:0_18:5)+NH4,782.56947,639.5347,439.2246,491.3497,331.227,383.3521,257.1899,309.315,183.0417
PEtOH(21:1_18:5)+NH4,780.55387,637.5191,439.2246,489.3341,331.227,381.3365,257.1899,307.2993,183.0417
PEtOH(21:2_18:5)+NH4,778.53817,635.5034,439.2246,487.3184,331.2269,379.3208,257.1899,305.2837,183.0417
PEtOH(22:0_18:5)+NH4,796.58517,653.5504,439.2246,505.3654,331.227,397.3678,257.1899,323.3306,183.0417
PEtOH(22:1_18:5)+NH4,794.56947,651.5347,439.2246,503.3497,331.227,395.3521,257.1899,321.315,183.0417
PEtOH(22:2_18:5)+NH4,792.55387,649.5191,439.2246,501.3341,331.227,393.3365,257.1899,319.2993,183.0417
PEtOH(22:3_18:5)+NH4,790.53817,647.5034,439.2246,499.3184,331.2269,391.3208,257.1899,317.2837,183.0417
PEtOH(22:4_18:5)+NH4,788.52247,645.4877,439.2245,497.3027,331.2269,389.3051,257.1899,315.2681,183.0417
PEtOH(18:5_22:5)+NH4,786.50687,643.4721,495.2871,439.2245,387.2895,331.2269,313.2524,257.1899,183.0417
PEtOH(18:5_22:6)+NH4,784.49117,641.4564,493.2714,439.2245,385.2738,331.2269,311.2368,257.1899,183.0417
PEtOH(23:0_18:5)+NH4,810.60077,667.566,439.2246,519.381,331.227,411.3834,257.1899,337.3463,183.0417
PEtOH(24:0_18:5)+NH4,824.61647,681.5817,439.2247,533.3967,331.2271,425.3991,257.1899,351.3619,183.0417
PEtOH(24:1_18:5)+NH4,822.60077,679.566,439.2246,531.381,331.227,423.3834,257.1899,349.3463,183.0417
PEtOH(24:2_18:5)+NH4,820.58517,677.5504,439.2246,529.3654,331.227,421.3678,257.1899,347.3306,183.0417
PEtOH(24:4_18:5)+NH4,816.55387,673.5191,439.2246,525.3341,331.227,417.3365,257.1899,343.2993,183.0417
PEtOH(25:0_18:5)+NH4,838.63207,695.5973,439.2246,547.4123,331.227,439.4147,257.1899,365.3776,183.0417
PEtOH(26:0_18:5)+NH4,852.64767,709.6129,439.2246,561.4279,331.227,453.4303,257.1899,379.3932,183.0417
PEtOH(26:1_18:5)+NH4,850.63207,707.5973,439.2246,559.4123,331.227,451.4147,257.1899,377.3776,183.0417
PEtOH(26:2_18:5)+NH4,848.61647,705.5817,439.2247,557.3967,331.2271,449.3991,257.1899,375.3619,183.0417
PEtOH(26:4_18:5)+NH4,844.58517,701.5504,439.2246,553.3654,331.227,445.3678,257.1899,371.3306,183.0417
PEtOH(27:0_18:5)+NH4,866.66337,723.6286,439.2246,575.4436,331.227,467.446,257.1899,393.4088,183.0417
PEtOH(19:0_19:0)+NH4,778.63207,635.5973,463.3185,463.3185,355.3208,355.3208,281.2837,281.2837,183.0417
PEtOH(19:0_19:1)+NH4,776.61647,633.5817,461.3029,463.3185,353.3052,355.3209,279.2681,281.2837,183.0417
PEtOH(19:0_19:2)+NH4,774.60077,631.566,459.2872,463.3185,351.2896,355.3208,277.2524,281.2837,183.0417
PEtOH(19:0_20:0)+NH4,792.64767,649.6129,477.3341,463.3184,369.3364,355.3208,295.2993,281.2837,183.0417
