HexHexCer-NS,[M+C2H3O2]-,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[FAA-OH-H]-,[Sph-C2H7NO-H]-,[C6H11O6]-
HexCer-NS(d27:3/31:1)+C2H3O2,1088.907,1028.886,866.8329,488.4832,445.4653,359.3319,179.0556
HexCer-NS(d27:3/32:0)+C2H3O2,1104.938,1044.917,882.8642,504.5144,461.4966,359.3319,179.0556
HexCer-NS(d27:3/32:1)+C2H3O2,1102.922,1042.901,880.8486,502.4988,459.481,359.3319,179.0556
HexCer-NS(d27:3/32:2)+C2H3O2,1100.907,1040.886,878.8329,500.4832,457.4653,359.3319,179.0556
HexCer-NS(d27:3/33:0)+C2H3O2,1118.954,1058.933,896.8799,518.5301,475.5122,359.3319,179.0556
HexCer-NS(d27:3/33:1)+C2H3O2,1116.938,1056.917,894.8642,516.5145,473.4966,359.3319,179.0556
HexCer-NS(d27:3/34:0)+C2H3O2,1132.969,1072.948,910.8955,532.5458,489.5279,359.3319,179.0556
HexCer-NS(d27:3/34:1)+C2H3O2,1130.954,1070.933,908.8799,530.5301,487.5122,359.3319,179.0556
HexCer-NS(d27:3/34:2)+C2H3O2,1128.938,1068.917,906.8642,528.5145,485.4966,359.3319,179.0556
HexCer-NS(d27:3/35:0)+C2H3O2,1146.985,1086.964,924.9112,546.5614,503.5435,359.3319,179.0556
HexCer-NS(d27:3/35:1)+C2H3O2,1144.969,1084.948,922.8955,544.5458,501.5279,359.3319,179.0556
HexCer-NS(d27:3/36:0)+C2H3O2,1161.001,1100.98,938.9268,560.577,517.5592,359.3319,179.0556
HexCer-NS(d27:3/36:1)+C2H3O2,1158.985,1098.964,936.9112,558.5614,515.5436,359.3319,179.0556
HexCer-NS(d27:3/36:2)+C2H3O2,1156.969,1096.948,934.8955,556.5458,513.5279,359.3319,179.0556
HexCer-NS(d27:3/38:0)+C2H3O2,1189.032,1129.011,966.9581,588.6083,545.5905,359.3319,179.0556
HexCer-NS(d27:3/38:1)+C2H3O2,1187.016,1126.995,964.9424,586.5927,543.5748,359.3319,179.0556
HexCer-NS(d27:3/38:2)+C2H3O2,1185.001,1124.98,962.9268,584.577,541.5592,359.3319,179.0556
HexCer-NS(d27:3/40:0)+C2H3O2,1217.063,1157.042,994.9894,616.6396,573.6218,359.3319,179.0556
HexCer-NS(d27:3/40:1)+C2H3O2,1215.048,1155.027,992.9738,614.624,571.6061,359.3319,179.0556
HexCer-NS(d27:3/40:2)+C2H3O2,1213.032,1153.011,990.9581,612.6083,569.5905,359.3319,179.0556
HexCer-NS(d27:3/42:0)+C2H3O2,1245.095,1185.074,1023.021,644.671,601.6531,359.3319,179.0556
HexCer-NS(d27:3/42:1)+C2H3O2,1243.079,1183.058,1021.005,642.6553,599.6375,359.3319,179.0556
HexCer-NS(d27:3/42:2)+C2H3O2,1241.063,1181.042,1018.989,640.6396,597.6218,359.3319,179.0556
HexCer-NS(d28:1/12:0)+C2H3O2,842.6721,782.651,620.5981,224.2014,181.1836,377.3789,179.0556
HexCer-NS(d28:1/12:1)+C2H3O2,840.6565,780.6354,618.5825,222.1858,179.168,377.3789,179.0556
HexCer-NS(d28:1/13:0)+C2H3O2,856.6878,796.6666,634.6138,238.2171,195.1992,377.3789,179.0556
HexCer-NS(d28:1/13:1)+C2H3O2,854.6721,794.651,632.5981,236.2014,193.1836,377.3789,179.0556
HexCer-NS(d28:1/14:0)+C2H3O2,870.7034,810.6823,648.6295,252.2328,209.2149,377.3789,179.0556
HexCer-NS(d28:1/14:1)+C2H3O2,868.6878,808.6666,646.6138,250.2171,207.1992,377.3789,179.0556
HexCer-NS(d28:1/15:0)+C2H3O2,884.7191,824.6979,662.6451,266.2484,223.2305,377.3789,179.0556
HexCer-NS(d28:1/15:1)+C2H3O2,882.7034,822.6823,660.6295,264.2328,221.2149,377.3789,179.0556
HexCer-NS(d28:1/16:0)+C2H3O2,898.7347,838.7136,676.6608,280.264,237.2462,377.3789,179.0556
HexCer-NS(d28:1/16:1)+C2H3O2,896.7191,836.6979,674.6451,278.2484,235.2305,377.3789,179.0556
HexCer-NS(d28:1/16:2)+C2H3O2,894.7034,834.6823,672.6295,276.2328,233.2149,377.3789,179.0556
HexCer-NS(d28:1/17:0)+C2H3O2,912.7504,852.7292,690.6764,294.2797,251.2619,377.3789,179.0556
HexCer-NS(d28:1/18:0)+C2H3O2,926.7661,866.7449,704.6921,308.2953,265.2775,377.3789,179.0556
HexCer-NS(d28:1/18:1)+C2H3O2,924.7504,864.7292,702.6764,306.2797,263.2618,377.3789,179.0556
HexCer-NS(d28:1/18:2)+C2H3O2,922.7347,862.7136,700.6608,304.264,261.2462,377.3789,179.0556
HexCer-NS(d28:1/19:0)+C2H3O2,940.7817,880.7606,718.7077,322.311,279.2932,377.3789,179.0556
HexCer-NS(d28:1/19:1)+C2H3O2,938.7661,878.7449,716.6921,320.2953,277.2775,377.3789,179.0556
HexCer-NS(d28:1/20:0)+C2H3O2,954.7973,894.7762,732.7234,336.3267,293.3088,377.3789,179.0556
HexCer-NS(d28:1/20:1)+C2H3O2,952.7817,892.7606,730.7077,334.311,291.2932,377.3789,179.0556
HexCer-NS(d28:1/20:2)+C2H3O2,950.7661,890.7449,728.6921,332.2953,289.2775,377.3789,179.0556
HexCer-NS(d28:1/21:0)+C2H3O2,968.813,908.7919,746.739,350.3423,307.3245,377.3789,179.0556
HexCer-NS(d28:1/21:1)+C2H3O2,966.7973,906.7762,744.7234,348.3267,305.3088,377.3789,179.0556
HexCer-NS(d28:1/22:0)+C2H3O2,982.8286,922.8075,760.7547,364.3579,321.3401,377.3789,179.0556
HexCer-NS(d28:1/22:1)+C2H3O2,980.813,920.7919,758.739,362.3423,319.3245,377.3789,179.0556
HexCer-NS(d28:1/22:2)+C2H3O2,978.7973,918.7762,756.7234,360.3267,317.3088,377.3789,179.0556
HexCer-NS(d28:1/23:0)+C2H3O2,996.8443,936.8231,774.7703,378.3736,335.3557,377.3789,179.0556
HexCer-NS(d28:1/23:1)+C2H3O2,994.8286,934.8075,772.7547,376.3579,333.3401,377.3789,179.0556
HexCer-NS(d28:1/24:0)+C2H3O2,1010.86,950.8388,788.7859,392.3893,349.3714,377.3789,179.0556
HexCer-NS(d28:1/24:1)+C2H3O2,1008.844,948.8231,786.7703,390.3736,347.3557,377.3789,179.0556
HexCer-NS(d28:1/24:2)+C2H3O2,1006.829,946.8075,784.7547,388.3579,345.3401,377.3789,179.0556
HexCer-NS(d28:1/25:0)+C2H3O2,1024.876,964.8544,802.8016,406.4049,363.3871,377.3789,179.0556
HexCer-NS(d28:1/25:1)+C2H3O2,1022.86,962.8388,800.7859,404.3893,361.3714,377.3789,179.0556
HexCer-NS(d28:1/26:0)+C2H3O2,1038.891,978.8701,816.8173,420.4206,377.4027,377.3789,179.0556
HexCer-NS(d28:1/26:1)+C2H3O2,1036.876,976.8544,814.8016,418.4049,375.3871,377.3789,179.0556
HexCer-NS(d28:1/26:2)+C2H3O2,1034.86,974.8388,812.7859,416.3893,373.3714,377.3789,179.0556
HexCer-NS(d28:1/27:0)+C2H3O2,1052.907,992.8857,830.8329,434.4362,391.4183,377.3789,179.0556
HexCer-NS(d28:1/27:1)+C2H3O2,1050.891,990.8701,828.8173,432.4206,389.4027,377.3789,179.0556
HexCer-NS(d28:1/28:0)+C2H3O2,1066.922,1006.901,844.8486,448.4518,405.434,377.3789,179.0556
HexCer-NS(d28:1/28:1)+C2H3O2,1064.907,1004.886,842.8329,446.4362,403.4183,377.3789,179.0556
HexCer-NS(d28:1/28:2)+C2H3O2,1062.891,1002.87,840.8173,444.4206,401.4027,377.3789,179.0556
HexCer-NS(d28:1/29:0)+C2H3O2,1080.938,1020.917,858.8642,462.4675,419.4496,377.3789,179.0556
HexCer-NS(d28:1/29:1)+C2H3O2,1078.922,1018.901,856.8486,460.4518,417.434,377.3789,179.0556
HexCer-NS(d28:1/30:0)+C2H3O2,1094.954,1034.933,872.8799,476.4832,433.4653,377.3789,179.0556
HexCer-NS(d28:1/30:1)+C2H3O2,1092.938,1032.917,870.8642,474.4675,431.4496,377.3789,179.0556
HexCer-NS(d28:1/30:2)+C2H3O2,1090.922,1030.901,868.8486,472.4518,429.434,377.3789,179.0556
HexCer-NS(d28:1/31:0)+C2H3O2,1108.969,1048.948,886.8955,490.4988,447.481,377.3789,179.0556
HexCer-NS(d28:1/31:1)+C2H3O2,1106.954,1046.933,884.8799,488.4832,445.4653,377.3789,179.0556
HexCer-NS(d28:1/32:0)+C2H3O2,1122.985,1062.964,900.9112,504.5144,461.4966,377.3789,179.0556
HexCer-NS(d28:1/32:1)+C2H3O2,1120.969,1060.948,898.8955,502.4988,459.481,377.3789,179.0556
HexCer-NS(d28:1/32:2)+C2H3O2,1118.954,1058.933,896.8799,500.4832,457.4653,377.3789,179.0556
HexCer-NS(d28:1/33:0)+C2H3O2,1137.001,1076.98,914.9268,518.5301,475.5122,377.3789,179.0556
HexCer-NS(d28:1/33:1)+C2H3O2,1134.985,1074.964,912.9112,516.5145,473.4966,377.3789,179.0556
HexCer-NS(d28:1/34:0)+C2H3O2,1151.016,1090.995,928.9424,532.5458,489.5279,377.3789,179.0556
HexCer-NS(d28:1/34:1)+C2H3O2,1149.001,1088.98,926.9268,530.5301,487.5122,377.3789,179.0556
HexCer-NS(d28:1/34:2)+C2H3O2,1146.985,1086.964,924.9112,528.5145,485.4966,377.3789,179.0556
HexCer-NS(d28:1/35:0)+C2H3O2,1165.032,1105.011,942.9581,546.5614,503.5435,377.3789,179.0556
HexCer-NS(d28:1/35:1)+C2H3O2,1163.016,1102.995,940.9424,544.5458,501.5279,377.3789,179.0556
HexCer-NS(d28:1/36:0)+C2H3O2,1179.048,1119.027,956.9738,560.577,517.5592,377.3789,179.0556
HexCer-NS(d28:1/36:1)+C2H3O2,1177.032,1117.011,954.9581,558.5614,515.5436,377.3789,179.0556
HexCer-NS(d28:1/36:2)+C2H3O2,1175.016,1114.995,952.9424,556.5458,513.5279,377.3789,179.0556
HexCer-NS(d28:1/38:0)+C2H3O2,1207.079,1147.058,985.0051,588.6083,545.5905,377.3789,179.0556
HexCer-NS(d28:1/38:1)+C2H3O2,1205.063,1145.042,982.9894,586.5927,543.5748,377.3789,179.0556
HexCer-NS(d28:1/38:2)+C2H3O2,1203.048,1143.027,980.9738,584.577,541.5592,377.3789,179.0556
HexCer-NS(d28:1/40:0)+C2H3O2,1235.11,1175.089,1013.036,616.6396,573.6218,377.3789,179.0556
HexCer-NS(d28:1/40:1)+C2H3O2,1233.095,1173.074,1011.021,614.624,571.6061,377.3789,179.0556
HexCer-NS(d28:1/40:2)+C2H3O2,1231.079,1171.058,1009.005,612.6083,569.5905,377.3789,179.0556
HexCer-NS(d28:1/42:0)+C2H3O2,1263.142,1203.12,1041.068,644.671,601.6531,377.3789,179.0556
HexCer-NS(d28:1/42:1)+C2H3O2,1261.126,1201.105,1039.052,642.6553,599.6375,377.3789,179.0556
HexCer-NS(d28:1/42:2)+C2H3O2,1259.11,1199.089,1037.036,640.6396,597.6218,377.3789,179.0556
HexCer-NS(d28:2/12:0)+C2H3O2,840.6565,780.6354,618.5825,224.2014,181.1836,375.3633,179.0556
HexCer-NS(d28:2/12:1)+C2H3O2,838.6408,778.6197,616.5669,222.1858,179.168,375.3633,179.0556
HexCer-NS(d28:2/13:0)+C2H3O2,854.6721,794.651,632.5981,238.2171,195.1992,375.3633,179.0556
HexCer-NS(d28:2/13:1)+C2H3O2,852.6565,792.6354,630.5825,236.2014,193.1836,375.3633,179.0556
HexCer-NS(d28:2/14:0)+C2H3O2,868.6878,808.6666,646.6138,252.2328,209.2149,375.3633,179.0556
HexCer-NS(d28:2/14:1)+C2H3O2,866.6721,806.651,644.5981,250.2171,207.1992,375.3633,179.0556
HexCer-NS(d28:2/15:0)+C2H3O2,882.7034,822.6823,660.6295,266.2484,223.2305,375.3633,179.0556
HexCer-NS(d28:2/15:1)+C2H3O2,880.6878,820.6666,658.6138,264.2328,221.2149,375.3633,179.0556
HexCer-NS(d28:2/16:0)+C2H3O2,896.7191,836.6979,674.6451,280.264,237.2462,375.3633,179.0556
HexCer-NS(d28:2/16:1)+C2H3O2,894.7034,834.6823,672.6295,278.2484,235.2305,375.3633,179.0556
HexCer-NS(d28:2/16:2)+C2H3O2,892.6878,832.6666,670.6138,276.2328,233.2149,375.3633,179.0556
HexCer-NS(d28:2/17:0)+C2H3O2,910.7347,850.7136,688.6608,294.2797,251.2619,375.3633,179.0556
HexCer-NS(d28:2/18:0)+C2H3O2,924.7504,864.7292,702.6764,308.2953,265.2775,375.3633,179.0556
HexCer-NS(d28:2/18:1)+C2H3O2,922.7347,862.7136,700.6608,306.2797,263.2618,375.3633,179.0556
HexCer-NS(d28:2/18:2)+C2H3O2,920.7191,860.6979,698.6451,304.264,261.2462,375.3633,179.0556
HexCer-NS(d28:2/19:0)+C2H3O2,938.7661,878.7449,716.6921,322.311,279.2932,375.3633,179.0556
HexCer-NS(d28:2/19:1)+C2H3O2,936.7504,876.7292,714.6764,320.2953,277.2775,375.3633,179.0556
HexCer-NS(d28:2/20:0)+C2H3O2,952.7817,892.7606,730.7077,336.3267,293.3088,375.3633,179.0556
HexCer-NS(d28:2/20:1)+C2H3O2,950.7661,890.7449,728.6921,334.311,291.2932,375.3633,179.0556
HexCer-NS(d28:2/20:2)+C2H3O2,948.7504,888.7292,726.6764,332.2953,289.2775,375.3633,179.0556
HexCer-NS(d28:2/21:0)+C2H3O2,966.7973,906.7762,744.7234,350.3423,307.3245,375.3633,179.0556
HexCer-NS(d28:2/21:1)+C2H3O2,964.7817,904.7606,742.7077,348.3267,305.3088,375.3633,179.0556
HexCer-NS(d28:2/22:0)+C2H3O2,980.813,920.7919,758.739,364.3579,321.3401,375.3633,179.0556
HexCer-NS(d28:2/22:1)+C2H3O2,978.7973,918.7762,756.7234,362.3423,319.3245,375.3633,179.0556
HexCer-NS(d28:2/22:2)+C2H3O2,976.7817,916.7606,754.7077,360.3267,317.3088,375.3633,179.0556
HexCer-NS(d28:2/23:0)+C2H3O2,994.8286,934.8075,772.7547,378.3736,335.3557,375.3633,179.0556
HexCer-NS(d28:2/23:1)+C2H3O2,992.813,932.7919,770.739,376.3579,333.3401,375.3633,179.0556
HexCer-NS(d28:2/24:0)+C2H3O2,1008.844,948.8231,786.7703,392.3893,349.3714,375.3633,179.0556
HexCer-NS(d28:2/24:1)+C2H3O2,1006.829,946.8075,784.7547,390.3736,347.3557,375.3633,179.0556
HexCer-NS(d28:2/24:2)+C2H3O2,1004.813,944.7919,782.739,388.3579,345.3401,375.3633,179.0556
HexCer-NS(d28:2/25:0)+C2H3O2,1022.86,962.8388,800.7859,406.4049,363.3871,375.3633,179.0556
HexCer-NS(d28:2/25:1)+C2H3O2,1020.844,960.8231,798.7703,404.3893,361.3714,375.3633,179.0556
HexCer-NS(d28:2/26:0)+C2H3O2,1036.876,976.8544,814.8016,420.4206,377.4027,375.3633,179.0556
HexCer-NS(d28:2/26:1)+C2H3O2,1034.86,974.8388,812.7859,418.4049,375.3871,375.3633,179.0556
HexCer-NS(d28:2/26:2)+C2H3O2,1032.844,972.8231,810.7703,416.3893,373.3714,375.3633,179.0556
HexCer-NS(d28:2/27:0)+C2H3O2,1050.891,990.8701,828.8173,434.4362,391.4183,375.3633,179.0556
HexCer-NS(d28:2/27:1)+C2H3O2,1048.876,988.8544,826.8016,432.4206,389.4027,375.3633,179.0556
HexCer-NS(d28:2/28:0)+C2H3O2,1064.907,1004.886,842.8329,448.4518,405.434,375.3633,179.0556
HexCer-NS(d28:2/28:1)+C2H3O2,1062.891,1002.87,840.8173,446.4362,403.4183,375.3633,179.0556
HexCer-NS(d28:2/28:2)+C2H3O2,1060.876,1000.854,838.8016,444.4206,401.4027,375.3633,179.0556
HexCer-NS(d28:2/29:0)+C2H3O2,1078.922,1018.901,856.8486,462.4675,419.4496,375.3633,179.0556
HexCer-NS(d28:2/29:1)+C2H3O2,1076.907,1016.886,854.8329,460.4518,417.434,375.3633,179.0556
HexCer-NS(d28:2/30:0)+C2H3O2,1092.938,1032.917,870.8642,476.4832,433.4653,375.3633,179.0556
HexCer-NS(d28:2/30:1)+C2H3O2,1090.922,1030.901,868.8486,474.4675,431.4496,375.3633,179.0556
HexCer-NS(d28:2/30:2)+C2H3O2,1088.907,1028.886,866.8329,472.4518,429.434,375.3633,179.0556
HexCer-NS(d28:2/31:0)+C2H3O2,1106.954,1046.933,884.8799,490.4988,447.481,375.3633,179.0556
HexCer-NS(d28:2/31:1)+C2H3O2,1104.938,1044.917,882.8642,488.4832,445.4653,375.3633,179.0556
HexCer-NS(d28:2/32:0)+C2H3O2,1120.969,1060.948,898.8955,504.5144,461.4966,375.3633,179.0556
HexCer-NS(d28:2/32:1)+C2H3O2,1118.954,1058.933,896.8799,502.4988,459.481,375.3633,179.0556
HexCer-NS(d28:2/32:2)+C2H3O2,1116.938,1056.917,894.8642,500.4832,457.4653,375.3633,179.0556
HexCer-NS(d28:2/33:0)+C2H3O2,1134.985,1074.964,912.9112,518.5301,475.5122,375.3633,179.0556
HexCer-NS(d28:2/33:1)+C2H3O2,1132.969,1072.948,910.8955,516.5145,473.4966,375.3633,179.0556
HexCer-NS(d28:2/34:0)+C2H3O2,1149.001,1088.98,926.9268,532.5458,489.5279,375.3633,179.0556
HexCer-NS(d28:2/34:1)+C2H3O2,1146.985,1086.964,924.9112,530.5301,487.5122,375.3633,179.0556
HexCer-NS(d28:2/34:2)+C2H3O2,1144.969,1084.948,922.8955,528.5145,485.4966,375.3633,179.0556
HexCer-NS(d28:2/35:0)+C2H3O2,1163.016,1102.995,940.9424,546.5614,503.5435,375.3633,179.0556
HexCer-NS(d28:2/35:1)+C2H3O2,1161.001,1100.98,938.9268,544.5458,501.5279,375.3633,179.0556
HexCer-NS(d28:2/36:0)+C2H3O2,1177.032,1117.011,954.9581,560.577,517.5592,375.3633,179.0556
HexCer-NS(d28:2/36:1)+C2H3O2,1175.016,1114.995,952.9424,558.5614,515.5436,375.3633,179.0556
HexCer-NS(d28:2/36:2)+C2H3O2,1173.001,1112.98,950.9268,556.5458,513.5279,375.3633,179.0556
HexCer-NS(d28:2/38:0)+C2H3O2,1205.063,1145.042,982.9894,588.6083,545.5905,375.3633,179.0556
HexCer-NS(d28:2/38:1)+C2H3O2,1203.048,1143.027,980.9738,586.5927,543.5748,375.3633,179.0556
HexCer-NS(d28:2/38:2)+C2H3O2,1201.032,1141.011,978.9581,584.577,541.5592,375.3633,179.0556
HexCer-NS(d28:2/40:0)+C2H3O2,1233.095,1173.074,1011.021,616.6396,573.6218,375.3633,179.0556
HexCer-NS(d28:2/40:1)+C2H3O2,1231.079,1171.058,1009.005,614.624,571.6061,375.3633,179.0556
HexCer-NS(d28:2/40:2)+C2H3O2,1229.063,1169.042,1006.989,612.6083,569.5905,375.3633,179.0556
HexCer-NS(d28:2/42:0)+C2H3O2,1261.126,1201.105,1039.052,644.671,601.6531,375.3633,179.0556
HexCer-NS(d28:2/42:1)+C2H3O2,1259.11,1199.089,1037.036,642.6553,599.6375,375.3633,179.0556
HexCer-NS(d28:2/42:2)+C2H3O2,1257.095,1197.074,1035.021,640.6396,597.6218,375.3633,179.0556
HexCer-NS(d28:3/12:0)+C2H3O2,838.6408,778.6197,616.5669,224.2014,181.1836,373.3476,179.0556
HexCer-NS(d28:3/12:1)+C2H3O2,836.6252,776.6041,614.5512,222.1858,179.168,373.3476,179.0556
HexCer-NS(d28:3/13:0)+C2H3O2,852.6565,792.6354,630.5825,238.2171,195.1992,373.3476,179.0556
HexCer-NS(d28:3/13:1)+C2H3O2,850.6408,790.6197,628.5669,236.2014,193.1836,373.3476,179.0556
HexCer-NS(d28:3/14:0)+C2H3O2,866.6721,806.651,644.5981,252.2328,209.2149,373.3476,179.0556
HexCer-NS(d28:3/14:1)+C2H3O2,864.6565,804.6354,642.5825,250.2171,207.1992,373.3476,179.0556
HexCer-NS(d28:3/15:0)+C2H3O2,880.6878,820.6666,658.6138,266.2484,223.2305,373.3476,179.0556
HexCer-NS(d28:3/15:1)+C2H3O2,878.6721,818.651,656.5981,264.2328,221.2149,373.3476,179.0556
HexCer-NS(d28:3/16:0)+C2H3O2,894.7034,834.6823,672.6295,280.264,237.2462,373.3476,179.0556
HexCer-NS(d28:3/16:1)+C2H3O2,892.6878,832.6666,670.6138,278.2484,235.2305,373.3476,179.0556
HexCer-NS(d28:3/16:2)+C2H3O2,890.6721,830.651,668.5981,276.2328,233.2149,373.3476,179.0556
HexCer-NS(d28:3/17:0)+C2H3O2,908.7191,848.6979,686.6451,294.2797,251.2619,373.3476,179.0556
HexCer-NS(d28:3/18:0)+C2H3O2,922.7347,862.7136,700.6608,308.2953,265.2775,373.3476,179.0556
HexCer-NS(d28:3/18:1)+C2H3O2,920.7191,860.6979,698.6451,306.2797,263.2618,373.3476,179.0556
HexCer-NS(d28:3/18:2)+C2H3O2,918.7034,858.6823,696.6295,304.264,261.2462,373.3476,179.0556
HexCer-NS(d28:3/19:0)+C2H3O2,936.7504,876.7292,714.6764,322.311,279.2932,373.3476,179.0556
HexCer-NS(d28:3/19:1)+C2H3O2,934.7347,874.7136,712.6608,320.2953,277.2775,373.3476,179.0556
HexCer-NS(d28:3/20:0)+C2H3O2,950.7661,890.7449,728.6921,336.3267,293.3088,373.3476,179.0556
HexCer-NS(d28:3/20:1)+C2H3O2,948.7504,888.7292,726.6764,334.311,291.2932,373.3476,179.0556
HexCer-NS(d28:3/20:2)+C2H3O2,946.7347,886.7136,724.6608,332.2953,289.2775,373.3476,179.0556
HexCer-NS(d28:3/21:0)+C2H3O2,964.7817,904.7606,742.7077,350.3423,307.3245,373.3476,179.0556
HexCer-NS(d28:3/21:1)+C2H3O2,962.7661,902.7449,740.6921,348.3267,305.3088,373.3476,179.0556
HexCer-NS(d28:3/22:0)+C2H3O2,978.7973,918.7762,756.7234,364.3579,321.3401,373.3476,179.0556
HexCer-NS(d28:3/22:1)+C2H3O2,976.7817,916.7606,754.7077,362.3423,319.3245,373.3476,179.0556
HexCer-NS(d28:3/22:2)+C2H3O2,974.7661,914.7449,752.6921,360.3267,317.3088,373.3476,179.0556
HexCer-NS(d28:3/23:0)+C2H3O2,992.813,932.7919,770.739,378.3736,335.3557,373.3476,179.0556
HexCer-NS(d28:3/23:1)+C2H3O2,990.7973,930.7762,768.7234,376.3579,333.3401,373.3476,179.0556
HexCer-NS(d28:3/24:0)+C2H3O2,1006.829,946.8075,784.7547,392.3893,349.3714,373.3476,179.0556
HexCer-NS(d28:3/24:1)+C2H3O2,1004.813,944.7919,782.739,390.3736,347.3557,373.3476,179.0556
HexCer-NS(d28:3/24:2)+C2H3O2,1002.797,942.7762,780.7234,388.3579,345.3401,373.3476,179.0556
HexCer-NS(d28:3/25:0)+C2H3O2,1020.844,960.8231,798.7703,406.4049,363.3871,373.3476,179.0556
HexCer-NS(d28:3/25:1)+C2H3O2,1018.829,958.8075,796.7547,404.3893,361.3714,373.3476,179.0556
HexCer-NS(d28:3/26:0)+C2H3O2,1034.86,974.8388,812.7859,420.4206,377.4027,373.3476,179.0556
HexCer-NS(d28:3/26:1)+C2H3O2,1032.844,972.8231,810.7703,418.4049,375.3871,373.3476,179.0556
HexCer-NS(d28:3/26:2)+C2H3O2,1030.829,970.8075,808.7547,416.3893,373.3714,373.3476,179.0556
HexCer-NS(d28:3/27:0)+C2H3O2,1048.876,988.8544,826.8016,434.4362,391.4183,373.3476,179.0556
HexCer-NS(d28:3/27:1)+C2H3O2,1046.86,986.8388,824.7859,432.4206,389.4027,373.3476,179.0556
HexCer-NS(d28:3/28:0)+C2H3O2,1062.891,1002.87,840.8173,448.4518,405.434,373.3476,179.0556
HexCer-NS(d28:3/28:1)+C2H3O2,1060.876,1000.854,838.8016,446.4362,403.4183,373.3476,179.0556
HexCer-NS(d28:3/28:2)+C2H3O2,1058.86,998.8388,836.7859,444.4206,401.4027,373.3476,179.0556
HexCer-NS(d28:3/29:0)+C2H3O2,1076.907,1016.886,854.8329,462.4675,419.4496,373.3476,179.0556
HexCer-NS(d28:3/29:1)+C2H3O2,1074.891,1014.87,852.8173,460.4518,417.434,373.3476,179.0556
HexCer-NS(d28:3/30:0)+C2H3O2,1090.922,1030.901,868.8486,476.4832,433.4653,373.3476,179.0556
HexCer-NS(d28:3/30:1)+C2H3O2,1088.907,1028.886,866.8329,474.4675,431.4496,373.3476,179.0556
HexCer-NS(d28:3/30:2)+C2H3O2,1086.891,1026.87,864.8173,472.4518,429.434,373.3476,179.0556
HexCer-NS(d28:3/31:0)+C2H3O2,1104.938,1044.917,882.8642,490.4988,447.481,373.3476,179.0556
HexCer-NS(d28:3/31:1)+C2H3O2,1102.922,1042.901,880.8486,488.4832,445.4653,373.3476,179.0556
HexCer-NS(d28:3/32:0)+C2H3O2,1118.954,1058.933,896.8799,504.5144,461.4966,373.3476,179.0556
HexCer-NS(d28:3/32:1)+C2H3O2,1116.938,1056.917,894.8642,502.4988,459.481,373.3476,179.0556
HexCer-NS(d28:3/32:2)+C2H3O2,1114.922,1054.901,892.8486,500.4832,457.4653,373.3476,179.0556
HexCer-NS(d28:3/33:0)+C2H3O2,1132.969,1072.948,910.8955,518.5301,475.5122,373.3476,179.0556
HexCer-NS(d28:3/33:1)+C2H3O2,1130.954,1070.933,908.8799,516.5145,473.4966,373.3476,179.0556
HexCer-NS(d28:3/34:0)+C2H3O2,1146.985,1086.964,924.9112,532.5458,489.5279,373.3476,179.0556
HexCer-NS(d28:3/34:1)+C2H3O2,1144.969,1084.948,922.8955,530.5301,487.5122,373.3476,179.0556
HexCer-NS(d28:3/34:2)+C2H3O2,1142.954,1082.933,920.8799,528.5145,485.4966,373.3476,179.0556
HexCer-NS(d28:3/35:0)+C2H3O2,1161.001,1100.98,938.9268,546.5614,503.5435,373.3476,179.0556
HexCer-NS(d28:3/35:1)+C2H3O2,1158.985,1098.964,936.9112,544.5458,501.5279,373.3476,179.0556
HexCer-NS(d28:3/36:0)+C2H3O2,1175.016,1114.995,952.9424,560.577,517.5592,373.3476,179.0556
HexCer-NS(d28:3/36:1)+C2H3O2,1173.001,1112.98,950.9268,558.5614,515.5436,373.3476,179.0556
HexCer-NS(d28:3/36:2)+C2H3O2,1170.985,1110.964,948.9112,556.5458,513.5279,373.3476,179.0556
HexCer-NS(d28:3/38:0)+C2H3O2,1203.048,1143.027,980.9738,588.6083,545.5905,373.3476,179.0556
HexCer-NS(d28:3/38:1)+C2H3O2,1201.032,1141.011,978.9581,586.5927,543.5748,373.3476,179.0556
HexCer-NS(d28:3/38:2)+C2H3O2,1199.016,1138.995,976.9424,584.577,541.5592,373.3476,179.0556
HexCer-NS(d28:3/40:0)+C2H3O2,1231.079,1171.058,1009.005,616.6396,573.6218,373.3476,179.0556
HexCer-NS(d28:3/40:1)+C2H3O2,1229.063,1169.042,1006.989,614.624,571.6061,373.3476,179.0556
HexCer-NS(d28:3/40:2)+C2H3O2,1227.048,1167.027,1004.974,612.6083,569.5905,373.3476,179.0556
HexCer-NS(d28:3/42:0)+C2H3O2,1259.11,1199.089,1037.036,644.671,601.6531,373.3476,179.0556
HexCer-NS(d28:3/42:1)+C2H3O2,1257.095,1197.074,1035.021,642.6553,599.6375,373.3476,179.0556
HexCer-NS(d28:3/42:2)+C2H3O2,1255.079,1195.058,1033.005,640.6396,597.6218,373.3476,179.0556
HexCer-NS(d29:1/12:0)+C2H3O2,856.6878,796.6666,634.6138,224.2014,181.1836,391.3945,179.0556
HexCer-NS(d29:1/12:1)+C2H3O2,854.6721,794.651,632.5981,222.1858,179.168,391.3945,179.0556
