MGDG,[M+NH4]+,DG [M+H]+,DG [M+H-H2O]+ ,sn1_NL,sn2_NL,sn1_acylChain([RC=O]+),sn2_acylChain([RC=O]+)
MGDG(6:0_22:5)+NH4,682.45246,503.37316,485.36259,387.28948,173.11744,99.08054,313.25258
MGDG(6:0_22:6)+NH4,680.43682,501.35752,483.34695,385.27384,173.11744,99.08054,311.23694
MGDG(6:0_23:0)+NH4,706.54642,527.46712,509.45655,411.38344,173.11756,99.08054,337.34642
MGDG(6:0_24:0)+NH4,720.56202,541.48272,523.47215,425.39904,173.11752,99.08054,351.36206
MGDG(6:0_24:1)+NH4,718.54642,539.46712,521.45655,423.38344,173.11756,99.08054,349.34642
MGDG(6:0_24:4)+NH4,712.49942,533.42012,515.40955,417.33644,173.11748,99.08054,343.2995
MGDG(6:0_25:0)+NH4,734.57762,555.49832,537.48775,439.41464,173.11748,99.08054,365.3777
MGDG(6:0_26:0)+NH4,748.59332,569.51402,551.50345,453.43034,173.11754,99.08054,379.39334
MGDG(6:0_26:1)+NH4,746.57762,567.49832,549.48775,451.41464,173.11748,99.08054,377.3777
MGDG(6:0_26:2)+NH4,744.56202,565.48272,547.47215,449.39904,173.11752,99.08054,375.36206
MGDG(6:0_6:0)+NH4,468.28032,289.20102,271.19045,173.11734,173.11734,99.08054,99.08054
MGDG(6:0_7:0)+NH4,482.29597,303.21667,285.2061,187.13299,173.11735,99.08054,113.09618
MGDG(6:0_8:0)+NH4,496.31162,317.23232,299.22175,201.14864,173.11736,99.08054,127.11182
MGDG(6:0_9:0)+NH4,510.32728,331.24798,313.23741,215.1643,173.11738,99.08054,141.12746
MGDG(7:0_10:0)+NH4,538.35859,359.27929,341.26872,229.17997,187.13305,113.09618,155.1431
MGDG(7:0_11:0)+NH4,552.37422,373.29492,355.28435,243.1956,187.13304,113.09618,169.15874
MGDG(7:0_12:0)+NH4,566.38982,387.31052,369.29995,257.2112,187.133,113.09618,183.17438
MGDG(7:0_13:0)+NH4,580.40552,401.32622,383.31565,271.2269,187.13306,113.09618,197.19002
MGDG(7:0_14:0)+NH4,594.42112,415.34182,397.33125,285.2425,187.13302,113.09618,211.20566
MGDG(7:0_14:1)+NH4,592.40552,413.32622,395.31565,283.2269,187.13306,113.09618,209.19002
MGDG(7:0_15:0)+NH4,608.43682,429.35752,411.34695,299.2582,187.13308,113.09618,225.2213
MGDG(7:0_15:1)+NH4,606.42112,427.34182,409.33125,297.2425,187.13302,113.09618,223.20566
MGDG(7:0_16:0)+NH4,622.45246,443.37316,425.36259,313.27384,187.13308,113.09618,239.23694
MGDG(7:0_16:1)+NH4,620.43682,441.35752,423.34695,311.2582,187.13308,113.09618,237.2213
MGDG(7:0_17:0)+NH4,636.46812,457.38882,439.37825,327.2895,187.1331,113.09618,253.25258
MGDG(7:0_17:1)+NH4,634.45246,455.37316,437.36259,325.27384,187.13308,113.09618,251.23694
MGDG(7:0_17:2)+NH4,632.43682,453.35752,435.34695,323.2582,187.13308,113.09618,249.2213
MGDG(7:0_18:0)+NH4,650.48377,471.40447,453.3939,341.30515,187.13311,113.09618,267.26822
MGDG(7:0_18:1)+NH4,648.46812,469.38882,451.37825,339.2895,187.1331,113.09618,265.25258
MGDG(7:0_18:2)+NH4,646.45246,467.37316,449.36259,337.27384,187.13308,113.09618,263.23694
MGDG(7:0_18:3)+NH4,644.43682,465.35752,447.34695,335.2582,187.13308,113.09618,261.2213
MGDG(7:0_18:4)+NH4,642.42112,463.34182,445.33125,333.2425,187.13302,113.09618,259.20566
MGDG(7:0_19:0)+NH4,664.49942,485.42012,467.40955,355.3208,187.13312,113.09618,281.28386
MGDG(7:0_20:0)+NH4,678.51508,499.43578,481.42521,369.33646,187.13314,113.09618,295.2995
MGDG(7:0_20:1)+NH4,676.49942,497.42012,479.40955,367.3208,187.13312,113.09618,293.28386
MGDG(7:0_20:2)+NH4,674.48377,495.40447,477.3939,365.30515,187.13311,113.09618,291.26822
MGDG(7:0_20:3)+NH4,672.46812,493.38882,475.37825,363.2895,187.1331,113.09618,289.25258
MGDG(7:0_20:4)+NH4,670.45246,491.37316,473.36259,361.27384,187.13308,113.09618,287.23694
MGDG(7:0_20:5)+NH4,668.43682,489.35752,471.34695,359.2582,187.13308,113.09618,285.2213
MGDG(7:0_21:0)+NH4,692.53072,513.45142,495.44085,383.3521,187.13314,113.09618,309.31514
MGDG(7:0_22:0)+NH4,706.54642,527.46712,509.45655,397.3678,187.1332,113.09618,323.33078
MGDG(7:0_22:1)+NH4,704.53072,525.45142,507.44085,395.3521,187.13314,113.09618,321.31514
MGDG(7:0_22:2)+NH4,702.51508,523.43578,505.42521,393.33646,187.13314,113.09618,319.2995
MGDG(7:0_22:4)+NH4,698.48377,519.40447,501.3939,389.30515,187.13311,113.09618,315.26822
MGDG(7:0_22:5)+NH4,696.46812,517.38882,499.37825,387.2895,187.1331,113.09618,313.25258
MGDG(7:0_22:6)+NH4,694.45246,515.37316,497.36259,385.27384,187.13308,113.09618,311.23694
MGDG(7:0_23:0)+NH4,720.56202,541.48272,523.47215,411.3834,187.13316,113.09618,337.34642
MGDG(7:0_24:0)+NH4,734.57762,555.49832,537.48775,425.399,187.13312,113.09618,351.36206
MGDG(7:0_24:1)+NH4,732.56202,553.48272,535.47215,423.3834,187.13316,113.09618,349.34642
MGDG(7:0_24:4)+NH4,726.51508,547.43578,529.42521,417.33646,187.13314,113.09618,343.2995
MGDG(7:0_25:0)+NH4,748.59332,569.51402,551.50345,439.4147,187.13318,113.09618,365.3777
MGDG(7:0_26:0)+NH4,762.60895,583.52965,565.51908,453.43033,187.13317,113.09618,379.39334
MGDG(7:0_26:1)+NH4,760.59332,581.51402,563.50345,451.4147,187.13318,113.09618,377.3777
MGDG(7:0_26:2)+NH4,758.57762,579.49832,561.48775,449.399,187.13312,113.09618,375.36206
MGDG(7:0_7:0)+NH4,496.31162,317.23232,299.22175,187.133,187.133,113.09618,113.09618
MGDG(7:0_8:0)+NH4,510.32728,331.24798,313.23741,201.14866,187.13302,113.09618,127.11182
MGDG(7:0_9:0)+NH4,524.34292,345.26362,327.25305,215.1643,187.13302,113.09618,141.12746
MGDG(8:0_10:0)+NH4,552.37422,373.29492,355.28435,229.17996,201.14868,127.11182,155.1431
MGDG(8:0_11:0)+NH4,566.38982,387.31052,369.29995,243.19556,201.14864,127.11182,169.15874
MGDG(8:0_12:0)+NH4,580.40552,401.32622,383.31565,257.21126,201.1487,127.11182,183.17438
MGDG(8:0_13:0)+NH4,594.42112,415.34182,397.33125,271.22686,201.14866,127.11182,197.19002
MGDG(8:0_14:0)+NH4,608.43682,429.35752,411.34695,285.24256,201.14872,127.11182,211.20566
MGDG(8:0_14:1)+NH4,606.42112,427.34182,409.33125,283.22686,201.14866,127.11182,209.19002
MGDG(8:0_15:0)+NH4,622.45246,443.37316,425.36259,299.2582,201.14872,127.11182,225.2213
MGDG(8:0_15:1)+NH4,620.43682,441.35752,423.34695,297.24256,201.14872,127.11182,223.20566
MGDG(8:0_16:0)+NH4,636.46812,457.38882,439.37825,313.27386,201.14874,127.11182,239.23694
MGDG(8:0_16:1)+NH4,634.45246,455.37316,437.36259,311.2582,201.14872,127.11182,237.2213
MGDG(8:0_17:0)+NH4,650.48377,471.40447,453.3939,327.28951,201.14875,127.11182,253.25258
MGDG(8:0_17:1)+NH4,648.46812,469.38882,451.37825,325.27386,201.14874,127.11182,251.23694
MGDG(8:0_17:2)+NH4,646.45246,467.37316,449.36259,323.2582,201.14872,127.11182,249.2213
MGDG(8:0_18:0)+NH4,664.49942,485.42012,467.40955,341.30516,201.14876,127.11182,267.26822
MGDG(8:0_18:1)+NH4,662.48377,483.40447,465.3939,339.28951,201.14875,127.11182,265.25258
MGDG(8:0_18:2)+NH4,660.46812,481.38882,463.37825,337.27386,201.14874,127.11182,263.23694
MGDG(8:0_18:3)+NH4,658.45246,479.37316,461.36259,335.2582,201.14872,127.11182,261.2213
MGDG(8:0_18:4)+NH4,656.43682,477.35752,459.34695,333.24256,201.14872,127.11182,259.20566
MGDG(8:0_19:0)+NH4,678.51508,499.43578,481.42521,355.32082,201.14878,127.11182,281.28386
MGDG(8:0_20:0)+NH4,692.53072,513.45142,495.44085,369.33646,201.14878,127.11182,295.2995
MGDG(8:0_20:1)+NH4,690.51508,511.43578,493.42521,367.32082,201.14878,127.11182,293.28386
MGDG(8:0_20:2)+NH4,688.49942,509.42012,491.40955,365.30516,201.14876,127.11182,291.26822
MGDG(8:0_20:3)+NH4,686.48377,507.40447,489.3939,363.28951,201.14875,127.11182,289.25258
MGDG(8:0_20:4)+NH4,684.46812,505.38882,487.37825,361.27386,201.14874,127.11182,287.23694
MGDG(8:0_20:5)+NH4,682.45246,503.37316,485.36259,359.2582,201.14872,127.11182,285.2213
MGDG(8:0_21:0)+NH4,706.54642,527.46712,509.45655,383.35216,201.14884,127.11182,309.31514
MGDG(8:0_22:0)+NH4,720.56202,541.48272,523.47215,397.36776,201.1488,127.11182,323.33078
MGDG(8:0_22:1)+NH4,718.54642,539.46712,521.45655,395.35216,201.14884,127.11182,321.31514
MGDG(8:0_22:2)+NH4,716.53072,537.45142,519.44085,393.33646,201.14878,127.11182,319.2995
MGDG(8:0_22:4)+NH4,712.49942,533.42012,515.40955,389.30516,201.14876,127.11182,315.26822
MGDG(8:0_22:5)+NH4,710.48377,531.40447,513.3939,387.28951,201.14875,127.11182,313.25258
MGDG(8:0_22:6)+NH4,708.46812,529.38882,511.37825,385.27386,201.14874,127.11182,311.23694
MGDG(8:0_23:0)+NH4,734.57762,555.49832,537.48775,411.38336,201.14876,127.11182,337.34642
MGDG(8:0_24:0)+NH4,748.59332,569.51402,551.50345,425.39906,201.14882,127.11182,351.36206
MGDG(8:0_24:1)+NH4,746.57762,567.49832,549.48775,423.38336,201.14876,127.11182,349.34642
MGDG(8:0_24:4)+NH4,740.53072,561.45142,543.44085,417.33646,201.14878,127.11182,343.2995
MGDG(8:0_25:0)+NH4,762.60895,583.52965,565.51908,439.41469,201.14881,127.11182,365.3777
MGDG(8:0_26:0)+NH4,776.62462,597.54532,579.53475,453.43036,201.14884,127.11182,379.39334
MGDG(8:0_26:1)+NH4,774.60895,595.52965,577.51908,451.41469,201.14881,127.11182,377.3777
MGDG(8:0_26:2)+NH4,772.59332,593.51402,575.50345,449.39906,201.14882,127.11182,375.36206
MGDG(8:0_8:0)+NH4,524.34292,345.26362,327.25305,201.14866,201.14866,127.11182,127.11182
MGDG(8:0_9:0)+NH4,538.35859,359.27929,341.26872,215.16433,201.14869,127.11182,141.12746
MGDG(9:0_10:0)+NH4,566.38982,387.31052,369.29995,229.17992,215.16428,141.12746,155.1431
MGDG(9:0_11:0)+NH4,580.40552,401.32622,383.31565,243.19562,215.16434,141.12746,169.15874
MGDG(9:0_12:0)+NH4,594.42112,415.34182,397.33125,257.21122,215.1643,141.12746,183.17438
MGDG(9:0_13:0)+NH4,608.43682,429.35752,411.34695,271.22692,215.16436,141.12746,197.19002
MGDG(9:0_14:0)+NH4,622.45246,443.37316,425.36259,285.24256,215.16436,141.12746,211.20566
MGDG(9:0_14:1)+NH4,620.43682,441.35752,423.34695,283.22692,215.16436,141.12746,209.19002
MGDG(9:0_15:0)+NH4,636.46812,457.38882,439.37825,299.25822,215.16438,141.12746,225.2213
MGDG(9:0_15:1)+NH4,634.45246,455.37316,437.36259,297.24256,215.16436,141.12746,223.20566
MGDG(9:0_16:0)+NH4,650.48377,471.40447,453.3939,313.27387,215.16439,141.12746,239.23694
MGDG(9:0_16:1)+NH4,648.46812,469.38882,451.37825,311.25822,215.16438,141.12746,237.2213
MGDG(9:0_17:0)+NH4,664.49942,485.42012,467.40955,327.28952,215.1644,141.12746,253.25258
MGDG(9:0_17:1)+NH4,662.48377,483.40447,465.3939,325.27387,215.16439,141.12746,251.23694
MGDG(9:0_17:2)+NH4,660.46812,481.38882,463.37825,323.25822,215.16438,141.12746,249.2213
MGDG(9:0_18:0)+NH4,678.51508,499.43578,481.42521,341.30518,215.16442,141.12746,267.26822
MGDG(9:0_18:1)+NH4,676.49942,497.42012,479.40955,339.28952,215.1644,141.12746,265.25258
MGDG(9:0_18:2)+NH4,674.48377,495.40447,477.3939,337.27387,215.16439,141.12746,263.23694
MGDG(9:0_18:3)+NH4,672.46812,493.38882,475.37825,335.25822,215.16438,141.12746,261.2213
MGDG(9:0_18:4)+NH4,670.45246,491.37316,473.36259,333.24256,215.16436,141.12746,259.20566
MGDG(9:0_19:0)+NH4,692.53072,513.45142,495.44085,355.32082,215.16442,141.12746,281.28386
MGDG(9:0_20:0)+NH4,706.54642,527.46712,509.45655,369.33652,215.16448,141.12746,295.2995
MGDG(9:0_20:1)+NH4,704.53072,525.45142,507.44085,367.32082,215.16442,141.12746,293.28386
MGDG(9:0_20:2)+NH4,702.51508,523.43578,505.42521,365.30518,215.16442,141.12746,291.26822
MGDG(9:0_20:3)+NH4,700.49942,521.42012,503.40955,363.28952,215.1644,141.12746,289.25258
MGDG(9:0_20:4)+NH4,698.48377,519.40447,501.3939,361.27387,215.16439,141.12746,287.23694
MGDG(9:0_20:5)+NH4,696.46812,517.38882,499.37825,359.25822,215.16438,141.12746,285.2213
MGDG(9:0_21:0)+NH4,720.56202,541.48272,523.47215,383.35212,215.16444,141.12746,309.31514
MGDG(9:0_22:0)+NH4,734.57762,555.49832,537.48775,397.36772,215.1644,141.12746,323.33078
MGDG(9:0_22:1)+NH4,732.56202,553.48272,535.47215,395.35212,215.16444,141.12746,321.31514
MGDG(9:0_22:2)+NH4,730.54642,551.46712,533.45655,393.33652,215.16448,141.12746,319.2995
MGDG(9:0_22:4)+NH4,726.51508,547.43578,529.42521,389.30518,215.16442,141.12746,315.26822
MGDG(9:0_22:5)+NH4,724.49942,545.42012,527.40955,387.28952,215.1644,141.12746,313.25258
MGDG(9:0_22:6)+NH4,722.48377,543.40447,525.3939,385.27387,215.16439,141.12746,311.23694
MGDG(9:0_23:0)+NH4,748.59332,569.51402,551.50345,411.38342,215.16446,141.12746,337.34642
MGDG(9:0_24:0)+NH4,762.60895,583.52965,565.51908,425.39905,215.16445,141.12746,351.36206
MGDG(9:0_24:1)+NH4,760.59332,581.51402,563.50345,423.38342,215.16446,141.12746,349.34642
MGDG(9:0_24:4)+NH4,754.54642,575.46712,557.45655,417.33652,215.16448,141.12746,343.2995
MGDG(9:0_25:0)+NH4,776.62462,597.54532,579.53475,439.41472,215.16448,141.12746,365.3777
MGDG(9:0_26:0)+NH4,790.64027,611.56097,593.5504,453.43037,215.16449,141.12746,379.39334
MGDG(9:0_26:1)+NH4,788.62462,609.54532,591.53475,451.41472,215.16448,141.12746,377.3777
MGDG(9:0_26:2)+NH4,786.60895,607.52965,589.51908,449.39905,215.16445,141.12746,375.36206
MGDG(9:0_9:0)+NH4,552.37422,373.29492,355.28435,215.16432,215.16432,141.12746,141.12746
