BMP,[M+NH4]+,[M-C3H8O6P]+,[SN2+C3H5O]+,[SN1+C3H5O]+
BMP(20:0_20:2)+NH4,848.6375,659.5984,365.305,369.3363
BMP(20:0_20:3)+NH4,846.6219,657.5827,363.2894,369.3363
BMP(20:0_20:4)+NH4,844.6062,655.5671,361.2737,369.3363
BMP(20:0_20:5)+NH4,842.5906,653.5515,359.2581,369.3363
BMP(20:0_21:0)+NH4,866.6844,677.6453,383.352,369.3363
BMP(20:0_21:1)+NH4,864.6688,675.6297,381.3363,369.3363
BMP(20:0_21:2)+NH4,862.6531,673.614,379.3207,369.3363
BMP(20:0_22:0)+NH4,880.7001,691.6609,397.3676,369.3363
BMP(20:0_22:1)+NH4,878.6844,689.6453,395.352,369.3363
BMP(20:0_22:2)+NH4,876.6688,687.6297,393.3363,369.3363
BMP(20:0_22:3)+NH4,874.6531,685.614,391.3207,369.3363
BMP(20:0_22:4)+NH4,872.6375,683.5984,389.305,369.3363
BMP(20:0_22:5)+NH4,870.6219,681.5827,387.2894,369.3363
BMP(20:0_22:6)+NH4,868.6062,679.5671,385.2737,369.3363
BMP(20:0_23:0)+NH4,894.7158,705.6766,411.3833,369.3363
BMP(20:0_24:0)+NH4,908.7314,719.6923,425.3989,369.3363
BMP(20:0_24:1)+NH4,906.7158,717.6766,423.3833,369.3363
BMP(20:0_24:2)+NH4,904.7001,715.6609,421.3676,369.3363
BMP(20:0_24:4)+NH4,900.6688,711.6297,417.3363,369.3363
BMP(20:0_25:0)+NH4,922.7471,733.7079,439.4146,369.3363
BMP(20:0_26:0)+NH4,936.7627,747.7236,453.4302,369.3363
BMP(20:0_26:1)+NH4,934.7471,745.7079,451.4146,369.3363
BMP(20:0_26:2)+NH4,932.7314,743.6923,449.3989,369.3363
BMP(20:0_26:4)+NH4,928.7001,739.6609,445.3676,369.3363
BMP(20:0_27:0)+NH4,950.7784,761.7393,467.4459,369.3363
BMP(20:1_20:1)+NH4,848.6375,659.5984,367.3207,367.3207
BMP(20:1_20:2)+NH4,846.6219,657.5827,365.305,367.3207
BMP(20:1_20:3)+NH4,844.6062,655.5671,363.2894,367.3207
BMP(20:1_20:4)+NH4,842.5906,653.5515,361.2737,367.3207
BMP(20:1_20:5)+NH4,840.5749,651.5358,359.2581,367.3207
BMP(21:0_20:1)+NH4,864.6688,675.6297,367.3207,383.352
BMP(20:1_21:1)+NH4,862.6531,673.614,381.3363,367.3207
BMP(20:1_21:2)+NH4,860.6375,671.5984,379.3207,367.3207
BMP(22:0_20:1)+NH4,878.6844,689.6453,367.3207,397.3676
BMP(20:1_22:1)+NH4,876.6688,687.6297,395.352,367.3207
BMP(20:1_22:2)+NH4,874.6531,685.614,393.3363,367.3207
BMP(20:1_22:3)+NH4,872.6375,683.5984,391.3207,367.3207
BMP(20:1_22:4)+NH4,870.6219,681.5827,389.305,367.3207
BMP(20:1_22:5)+NH4,868.6062,679.5671,387.2894,367.3207
BMP(20:1_22:6)+NH4,866.5906,677.5515,385.2737,367.3207
BMP(23:0_20:1)+NH4,892.7001,703.6609,367.3207,411.3833
BMP(24:0_20:1)+NH4,906.7158,717.6766,367.3207,425.3989
BMP(20:1_24:1)+NH4,904.7001,715.6609,423.3833,367.3207
BMP(20:1_24:2)+NH4,902.6844,713.6453,421.3676,367.3207
BMP(20:1_24:4)+NH4,898.6531,709.614,417.3363,367.3207
BMP(25:0_20:1)+NH4,920.7314,731.6923,367.3207,439.4146
BMP(26:0_20:1)+NH4,934.7471,745.7079,367.3207,453.4302
BMP(20:1_26:1)+NH4,932.7314,743.6923,451.4146,367.3207
BMP(20:1_26:2)+NH4,930.7158,741.6766,449.3989,367.3207
BMP(20:1_26:4)+NH4,926.6844,737.6453,445.3676,367.3207
BMP(27:0_20:1)+NH4,948.7627,759.7236,367.3207,467.4459
BMP(20:2_20:2)+NH4,844.6062,655.5671,365.305,365.305
BMP(20:2_20:3)+NH4,842.5906,653.5515,363.2894,365.305
BMP(20:2_20:4)+NH4,840.5749,651.5358,361.2737,365.305
BMP(20:2_20:5)+NH4,838.5593,649.5201,359.2581,365.305
BMP(21:0_20:2)+NH4,862.6531,673.614,365.305,383.352
BMP(21:1_20:2)+NH4,860.6375,671.5984,365.305,381.3363
BMP(20:2_21:2)+NH4,858.6219,669.5827,379.3207,365.305
BMP(22:0_20:2)+NH4,876.6688,687.6297,365.305,397.3676
BMP(22:1_20:2)+NH4,874.6531,685.614,365.305,395.352
BMP(20:2_22:2)+NH4,872.6375,683.5984,393.3363,365.305
BMP(20:2_22:3)+NH4,870.6219,681.5827,391.3207,365.305
BMP(20:2_22:4)+NH4,868.6062,679.5671,389.305,365.305
BMP(20:2_22:5)+NH4,866.5906,677.5515,387.2894,365.305
BMP(20:2_22:6)+NH4,864.5749,675.5358,385.2737,365.305
BMP(23:0_20:2)+NH4,890.6844,701.6453,365.305,411.3833
BMP(24:0_20:2)+NH4,904.7001,715.6609,365.305,425.3989
BMP(24:1_20:2)+NH4,902.6844,713.6453,365.305,423.3833
BMP(20:2_24:2)+NH4,900.6688,711.6297,421.3676,365.305
BMP(20:2_24:4)+NH4,896.6375,707.5984,417.3363,365.305
BMP(25:0_20:2)+NH4,918.7158,729.6766,365.305,439.4146
BMP(26:0_20:2)+NH4,932.7314,743.6923,365.305,453.4302
BMP(26:1_20:2)+NH4,930.7158,741.6766,365.305,451.4146
BMP(20:2_26:2)+NH4,928.7001,739.6609,449.3989,365.305
BMP(20:2_26:4)+NH4,924.6688,735.6297,445.3676,365.305
BMP(27:0_20:2)+NH4,946.7471,757.7079,365.305,467.4459
BMP(20:3_20:3)+NH4,840.5749,651.5358,363.2894,363.2894
BMP(20:3_20:4)+NH4,838.5593,649.5201,361.2737,363.2894
BMP(20:3_20:5)+NH4,836.5436,647.5045,359.2581,363.2894
BMP(21:0_20:3)+NH4,860.6375,671.5984,363.2894,383.352
BMP(21:1_20:3)+NH4,858.6219,669.5827,363.2894,381.3363
BMP(21:2_20:3)+NH4,856.6062,667.5671,363.2894,379.3207
BMP(22:0_20:3)+NH4,874.6531,685.614,363.2894,397.3676
BMP(22:1_20:3)+NH4,872.6375,683.5984,363.2894,395.352
BMP(22:2_20:3)+NH4,870.6219,681.5827,363.2894,393.3363
BMP(20:3_22:3)+NH4,868.6062,679.5671,391.3207,363.2894
BMP(20:3_22:4)+NH4,866.5906,677.5515,389.305,363.2894
BMP(20:3_22:5)+NH4,864.5749,675.5358,387.2894,363.2894
BMP(20:3_22:6)+NH4,862.5593,673.5201,385.2737,363.2894
BMP(23:0_20:3)+NH4,888.6688,699.6297,363.2894,411.3833
BMP(24:0_20:3)+NH4,902.6844,713.6453,363.2894,425.3989
BMP(24:1_20:3)+NH4,900.6688,711.6297,363.2894,423.3833
BMP(24:2_20:3)+NH4,898.6531,709.614,363.2894,421.3676
BMP(20:3_24:4)+NH4,894.6219,705.5827,417.3363,363.2894
BMP(25:0_20:3)+NH4,916.7001,727.6609,363.2894,439.4146
BMP(26:0_20:3)+NH4,930.7158,741.6766,363.2894,453.4302
BMP(26:1_20:3)+NH4,928.7001,739.6609,363.2894,451.4146
BMP(26:2_20:3)+NH4,926.6844,737.6453,363.2894,449.3989
BMP(20:3_26:4)+NH4,922.6531,733.614,445.3676,363.2894
BMP(27:0_20:3)+NH4,944.7314,755.6923,363.2894,467.4459
BMP(20:4_20:4)+NH4,836.5436,647.5045,361.2737,361.2737
BMP(20:4_20:5)+NH4,834.528,645.4888,359.2581,361.2737
BMP(21:0_20:4)+NH4,858.6219,669.5827,361.2737,383.352
BMP(21:1_20:4)+NH4,856.6062,667.5671,361.2737,381.3363
BMP(21:2_20:4)+NH4,854.5906,665.5515,361.2737,379.3207
BMP(22:0_20:4)+NH4,872.6375,683.5984,361.2737,397.3676
BMP(22:1_20:4)+NH4,870.6219,681.5827,361.2737,395.352
BMP(22:2_20:4)+NH4,868.6062,679.5671,361.2737,393.3363
BMP(22:3_20:4)+NH4,866.5906,677.5515,361.2737,391.3207
BMP(20:4_22:4)+NH4,864.5749,675.5358,389.305,361.2737
BMP(20:4_22:5)+NH4,862.5593,673.5201,387.2894,361.2737
BMP(20:4_22:6)+NH4,860.5436,671.5045,385.2737,361.2737
BMP(23:0_20:4)+NH4,886.6531,697.614,361.2737,411.3833
BMP(24:0_20:4)+NH4,900.6688,711.6297,361.2737,425.3989
BMP(24:1_20:4)+NH4,898.6531,709.614,361.2737,423.3833
BMP(24:2_20:4)+NH4,896.6375,707.5984,361.2737,421.3676
BMP(20:4_24:4)+NH4,892.6062,703.5671,417.3363,361.2737
BMP(25:0_20:4)+NH4,914.6844,725.6453,361.2737,439.4146
BMP(26:0_20:4)+NH4,928.7001,739.6609,361.2737,453.4302
BMP(26:1_20:4)+NH4,926.6844,737.6453,361.2737,451.4146
BMP(26:2_20:4)+NH4,924.6688,735.6297,361.2737,449.3989
BMP(20:4_26:4)+NH4,920.6375,731.5984,445.3676,361.2737
BMP(27:0_20:4)+NH4,942.7158,753.6766,361.2737,467.4459
BMP(20:5_20:5)+NH4,832.5123,643.4732,359.2581,359.2581
BMP(21:0_20:5)+NH4,856.6062,667.5671,359.2581,383.352
BMP(21:1_20:5)+NH4,854.5906,665.5515,359.2581,381.3363
BMP(21:2_20:5)+NH4,852.5749,663.5358,359.2581,379.3207
BMP(22:0_20:5)+NH4,870.6219,681.5827,359.2581,397.3676
BMP(22:1_20:5)+NH4,868.6062,679.5671,359.2581,395.352
BMP(22:2_20:5)+NH4,866.5906,677.5515,359.2581,393.3363
BMP(22:3_20:5)+NH4,864.5749,675.5358,359.2581,391.3207
BMP(22:4_20:5)+NH4,862.5593,673.5201,359.2581,389.305
BMP(20:5_22:5)+NH4,860.5436,671.5045,387.2894,359.2581
BMP(20:5_22:6)+NH4,858.528,669.4888,385.2737,359.2581
BMP(23:0_20:5)+NH4,884.6375,695.5984,359.2581,411.3833
BMP(24:0_20:5)+NH4,898.6531,709.614,359.2581,425.3989
BMP(24:1_20:5)+NH4,896.6375,707.5984,359.2581,423.3833
BMP(24:2_20:5)+NH4,894.6219,705.5827,359.2581,421.3676
BMP(24:4_20:5)+NH4,890.5906,701.5515,359.2581,417.3363
BMP(25:0_20:5)+NH4,912.6688,723.6297,359.2581,439.4146
BMP(26:0_20:5)+NH4,926.6844,737.6453,359.2581,453.4302
BMP(26:1_20:5)+NH4,924.6688,735.6297,359.2581,451.4146
BMP(26:2_20:5)+NH4,922.6531,733.614,359.2581,449.3989
BMP(26:4_20:5)+NH4,918.6219,729.5827,359.2581,445.3676
BMP(27:0_20:5)+NH4,940.7001,751.6609,359.2581,467.4459
BMP(21:0_21:0)+NH4,880.7001,691.6609,383.352,383.352
BMP(21:0_21:1)+NH4,878.6844,689.6453,381.3363,383.352
BMP(21:0_21:2)+NH4,876.6688,687.6297,379.3207,383.352
BMP(21:0_22:0)+NH4,894.7158,705.6766,397.3676,383.352
BMP(21:0_22:1)+NH4,892.7001,703.6609,395.352,383.352
BMP(21:0_22:2)+NH4,890.6844,701.6453,393.3363,383.352
BMP(21:0_22:3)+NH4,888.6688,699.6297,391.3207,383.352
BMP(21:0_22:4)+NH4,886.6531,697.614,389.305,383.352
BMP(21:0_22:5)+NH4,884.6375,695.5984,387.2894,383.352
BMP(21:0_22:6)+NH4,882.6219,693.5827,385.2737,383.352
BMP(21:0_23:0)+NH4,908.7314,719.6923,411.3833,383.352
BMP(21:0_24:0)+NH4,922.7471,733.7079,425.3989,383.352
BMP(21:0_24:1)+NH4,920.7314,731.6923,423.3833,383.352
BMP(21:0_24:2)+NH4,918.7158,729.6766,421.3676,383.352
BMP(21:0_24:4)+NH4,914.6844,725.6453,417.3363,383.352
BMP(21:0_25:0)+NH4,936.7627,747.7236,439.4146,383.352
BMP(21:0_26:0)+NH4,950.7784,761.7393,453.4302,383.352
BMP(21:0_26:1)+NH4,948.7627,759.7236,451.4146,383.352
BMP(21:0_26:2)+NH4,946.7471,757.7079,449.3989,383.352
BMP(21:0_26:4)+NH4,942.7158,753.6766,445.3676,383.352
BMP(21:0_27:0)+NH4,964.794,775.7549,467.4459,383.352
BMP(21:1_21:1)+NH4,876.6688,687.6297,381.3363,381.3363
BMP(21:1_21:2)+NH4,874.6531,685.614,379.3207,381.3363
BMP(22:0_21:1)+NH4,892.7001,703.6609,381.3363,397.3676
BMP(21:1_22:1)+NH4,890.6844,701.6453,395.352,381.3363
BMP(21:1_22:2)+NH4,888.6688,699.6297,393.3363,381.3363
BMP(21:1_22:3)+NH4,886.6531,697.614,391.3207,381.3363
BMP(21:1_22:4)+NH4,884.6375,695.5984,389.305,381.3363
BMP(21:1_22:5)+NH4,882.6219,693.5827,387.2894,381.3363
BMP(21:1_22:6)+NH4,880.6062,691.5671,385.2737,381.3363
BMP(23:0_21:1)+NH4,906.7158,717.6766,381.3363,411.3833
BMP(24:0_21:1)+NH4,920.7314,731.6923,381.3363,425.3989
BMP(21:1_24:1)+NH4,918.7158,729.6766,423.3833,381.3363
BMP(21:1_24:2)+NH4,916.7001,727.6609,421.3676,381.3363
BMP(21:1_24:4)+NH4,912.6688,723.6297,417.3363,381.3363
BMP(25:0_21:1)+NH4,934.7471,745.7079,381.3363,439.4146
BMP(26:0_21:1)+NH4,948.7627,759.7236,381.3363,453.4302
BMP(21:1_26:1)+NH4,946.7471,757.7079,451.4146,381.3363
BMP(21:1_26:2)+NH4,944.7314,755.6923,449.3989,381.3363
BMP(21:1_26:4)+NH4,940.7001,751.6609,445.3676,381.3363
BMP(27:0_21:1)+NH4,962.7784,773.7393,381.3363,467.4459
BMP(21:2_21:2)+NH4,872.6375,683.5984,379.3207,379.3207
BMP(22:0_21:2)+NH4,890.6844,701.6453,379.3207,397.3676
BMP(22:1_21:2)+NH4,888.6688,699.6297,379.3207,395.352
BMP(21:2_22:2)+NH4,886.6531,697.614,393.3363,379.3207
BMP(21:2_22:3)+NH4,884.6375,695.5984,391.3207,379.3207
BMP(21:2_22:4)+NH4,882.6219,693.5827,389.305,379.3207
BMP(21:2_22:5)+NH4,880.6062,691.5671,387.2894,379.3207
BMP(21:2_22:6)+NH4,878.5906,689.5515,385.2737,379.3207
BMP(23:0_21:2)+NH4,904.7001,715.6609,379.3207,411.3833
BMP(24:0_21:2)+NH4,918.7158,729.6766,379.3207,425.3989
BMP(24:1_21:2)+NH4,916.7001,727.6609,379.3207,423.3833
BMP(21:2_24:2)+NH4,914.6844,725.6453,421.3676,379.3207
BMP(21:2_24:4)+NH4,910.6531,721.614,417.3363,379.3207
BMP(25:0_21:2)+NH4,932.7314,743.6923,379.3207,439.4146
BMP(26:0_21:2)+NH4,946.7471,757.7079,379.3207,453.4302
BMP(26:1_21:2)+NH4,944.7314,755.6923,379.3207,451.4146
BMP(21:2_26:2)+NH4,942.7158,753.6766,449.3989,379.3207
BMP(21:2_26:4)+NH4,938.6844,749.6453,445.3676,379.3207
BMP(27:0_21:2)+NH4,960.7627,771.7236,379.3207,467.4459
BMP(22:0_22:0)+NH4,908.7314,719.6923,397.3676,397.3676
BMP(22:0_22:1)+NH4,906.7158,717.6766,395.352,397.3676
BMP(22:0_22:2)+NH4,904.7001,715.6609,393.3363,397.3676
BMP(22:0_22:3)+NH4,902.6844,713.6453,391.3207,397.3676
BMP(22:0_22:4)+NH4,900.6688,711.6297,389.305,397.3676
BMP(22:0_22:5)+NH4,898.6531,709.614,387.2894,397.3676
BMP(22:0_22:6)+NH4,896.6375,707.5984,385.2737,397.3676
BMP(22:0_23:0)+NH4,922.7471,733.7079,411.3833,397.3676
BMP(22:0_24:0)+NH4,936.7627,747.7236,425.3989,397.3676
BMP(22:0_24:1)+NH4,934.7471,745.7079,423.3833,397.3676
BMP(22:0_24:2)+NH4,932.7314,743.6923,421.3676,397.3676
BMP(22:0_24:4)+NH4,928.7001,739.6609,417.3363,397.3676
BMP(22:0_25:0)+NH4,950.7784,761.7393,439.4146,397.3676
BMP(22:0_26:0)+NH4,964.794,775.7549,453.4302,397.3676
BMP(22:0_26:1)+NH4,962.7784,773.7393,451.4146,397.3676
BMP(22:0_26:2)+NH4,960.7627,771.7236,449.3989,397.3676
BMP(22:0_26:4)+NH4,956.7314,767.6923,445.3676,397.3676
BMP(22:0_27:0)+NH4,978.8096,789.7705,467.4459,397.3676
BMP(22:1_22:1)+NH4,904.7001,715.6609,395.352,395.352
BMP(22:1_22:2)+NH4,902.6844,713.6453,393.3363,395.352
BMP(22:1_22:3)+NH4,900.6688,711.6297,391.3207,395.352
BMP(22:1_22:4)+NH4,898.6531,709.614,389.305,395.352
BMP(22:1_22:5)+NH4,896.6375,707.5984,387.2894,395.352
BMP(22:1_22:6)+NH4,894.6219,705.5827,385.2737,395.352
BMP(23:0_22:1)+NH4,920.7314,731.6923,395.352,411.3833
BMP(24:0_22:1)+NH4,934.7471,745.7079,395.352,425.3989
BMP(22:1_24:1)+NH4,932.7314,743.6923,423.3833,395.352
BMP(22:1_24:2)+NH4,930.7158,741.6766,421.3676,395.352
BMP(22:1_24:4)+NH4,926.6844,737.6453,417.3363,395.352
BMP(25:0_22:1)+NH4,948.7627,759.7236,395.352,439.4146
BMP(26:0_22:1)+NH4,962.7784,773.7393,395.352,453.4302
BMP(22:1_26:1)+NH4,960.7627,771.7236,451.4146,395.352
BMP(22:1_26:2)+NH4,958.7471,769.7079,449.3989,395.352
BMP(22:1_26:4)+NH4,954.7158,765.6766,445.3676,395.352
BMP(27:0_22:1)+NH4,976.794,787.7549,395.352,467.4459
BMP(22:2_22:2)+NH4,900.6688,711.6297,393.3363,393.3363
BMP(22:2_22:3)+NH4,898.6531,709.614,391.3207,393.3363
BMP(22:2_22:4)+NH4,896.6375,707.5984,389.305,393.3363
BMP(22:2_22:5)+NH4,894.6219,705.5827,387.2894,393.3363
BMP(22:2_22:6)+NH4,892.6062,703.5671,385.2737,393.3363
BMP(23:0_22:2)+NH4,918.7158,729.6766,393.3363,411.3833
BMP(24:0_22:2)+NH4,932.7314,743.6923,393.3363,425.3989
BMP(24:1_22:2)+NH4,930.7158,741.6766,393.3363,423.3833
BMP(22:2_24:2)+NH4,928.7001,739.6609,421.3676,393.3363
BMP(22:2_24:4)+NH4,924.6688,735.6297,417.3363,393.3363
BMP(25:0_22:2)+NH4,946.7471,757.7079,393.3363,439.4146
BMP(26:0_22:2)+NH4,960.7627,771.7236,393.3363,453.4302
BMP(26:1_22:2)+NH4,958.7471,769.7079,393.3363,451.4146
BMP(22:2_26:2)+NH4,956.7314,767.6923,449.3989,393.3363
BMP(22:2_26:4)+NH4,952.7001,763.6609,445.3676,393.3363
BMP(27:0_22:2)+NH4,974.7784,785.7393,393.3363,467.4459
BMP(22:3_22:3)+NH4,896.6375,707.5984,391.3207,391.3207
BMP(22:3_22:4)+NH4,894.6219,705.5827,389.305,391.3207
BMP(22:3_22:5)+NH4,892.6062,703.5671,387.2894,391.3207
BMP(22:3_22:6)+NH4,890.5906,701.5515,385.2737,391.3207
BMP(23:0_22:3)+NH4,916.7001,727.6609,391.3207,411.3833
BMP(24:0_22:3)+NH4,930.7158,741.6766,391.3207,425.3989
BMP(24:1_22:3)+NH4,928.7001,739.6609,391.3207,423.3833
BMP(24:2_22:3)+NH4,926.6844,737.6453,391.3207,421.3676
BMP(22:3_24:4)+NH4,922.6531,733.614,417.3363,391.3207
BMP(25:0_22:3)+NH4,944.7314,755.6923,391.3207,439.4146
BMP(26:0_22:3)+NH4,958.7471,769.7079,391.3207,453.4302
BMP(26:1_22:3)+NH4,956.7314,767.6923,391.3207,451.4146
BMP(26:2_22:3)+NH4,954.7158,765.6766,391.3207,449.3989
BMP(22:3_26:4)+NH4,950.6844,761.6453,445.3676,391.3207
BMP(27:0_22:3)+NH4,972.7627,783.7236,391.3207,467.4459
BMP(22:4_22:4)+NH4,892.6062,703.5671,389.305,389.305
BMP(22:4_22:5)+NH4,890.5906,701.5515,387.2894,389.305
BMP(22:4_22:6)+NH4,888.5749,699.5358,385.2737,389.305
BMP(23:0_22:4)+NH4,914.6844,725.6453,389.305,411.3833
BMP(24:0_22:4)+NH4,928.7001,739.6609,389.305,425.3989
BMP(24:1_22:4)+NH4,926.6844,737.6453,389.305,423.3833
BMP(24:2_22:4)+NH4,924.6688,735.6297,389.305,421.3676
BMP(22:4_24:4)+NH4,920.6375,731.5984,417.3363,389.305
BMP(25:0_22:4)+NH4,942.7158,753.6766,389.305,439.4146
BMP(26:0_22:4)+NH4,956.7314,767.6923,389.305,453.4302
BMP(26:1_22:4)+NH4,954.7158,765.6766,389.305,451.4146
BMP(26:2_22:4)+NH4,952.7001,763.6609,389.305,449.3989
BMP(22:4_26:4)+NH4,948.6688,759.6297,445.3676,389.305
BMP(27:0_22:4)+NH4,970.7471,781.7079,389.305,467.4459
BMP(22:5_22:5)+NH4,888.5749,699.5358,387.2894,387.2894
BMP(22:5_22:6)+NH4,886.5593,697.5201,385.2737,387.2894
BMP(23:0_22:5)+NH4,912.6688,723.6297,387.2894,411.3833
BMP(24:0_22:5)+NH4,926.6844,737.6453,387.2894,425.3989
BMP(24:1_22:5)+NH4,924.6688,735.6297,387.2894,423.3833
BMP(24:2_22:5)+NH4,922.6531,733.614,387.2894,421.3676
BMP(24:4_22:5)+NH4,918.6219,729.5827,387.2894,417.3363
BMP(25:0_22:5)+NH4,940.7001,751.6609,387.2894,439.4146
BMP(26:0_22:5)+NH4,954.7158,765.6766,387.2894,453.4302
BMP(26:1_22:5)+NH4,952.7001,763.6609,387.2894,451.4146
BMP(26:2_22:5)+NH4,950.6844,761.6453,387.2894,449.3989
BMP(26:4_22:5)+NH4,946.6531,757.614,387.2894,445.3676
BMP(27:0_22:5)+NH4,968.7314,779.6923,387.2894,467.4459
BMP(22:6_22:6)+NH4,884.5436,695.5045,385.2737,385.2737
BMP(23:0_22:6)+NH4,910.6531,721.614,385.2737,411.3833
BMP(24:0_22:6)+NH4,924.6688,735.6297,385.2737,425.3989
BMP(24:1_22:6)+NH4,922.6531,733.614,385.2737,423.3833
BMP(24:2_22:6)+NH4,920.6375,731.5984,385.2737,421.3676
BMP(24:4_22:6)+NH4,916.6062,727.5671,385.2737,417.3363
BMP(25:0_22:6)+NH4,938.6844,749.6453,385.2737,439.4146
BMP(26:0_22:6)+NH4,952.7001,763.6609,385.2737,453.4302
BMP(26:1_22:6)+NH4,950.6844,761.6453,385.2737,451.4146
BMP(26:2_22:6)+NH4,948.6688,759.6297,385.2737,449.3989
BMP(26:4_22:6)+NH4,944.6375,755.5984,385.2737,445.3676
BMP(27:0_22:6)+NH4,966.7158,777.6766,385.2737,467.4459
BMP(23:0_23:0)+NH4,936.7627,747.7236,411.3833,411.3833
BMP(23:0_24:0)+NH4,950.7784,761.7393,425.3989,411.3833
BMP(23:0_24:1)+NH4,948.7627,759.7236,423.3833,411.3833
BMP(23:0_24:2)+NH4,946.7471,757.7079,421.3676,411.3833
BMP(23:0_24:4)+NH4,942.7158,753.6766,417.3363,411.3833
BMP(23:0_25:0)+NH4,964.794,775.7549,439.4146,411.3833
BMP(23:0_26:0)+NH4,978.8096,789.7705,453.4302,411.3833
BMP(23:0_26:1)+NH4,976.794,787.7549,451.4146,411.3833
BMP(23:0_26:2)+NH4,974.7784,785.7393,449.3989,411.3833
BMP(23:0_26:4)+NH4,970.7471,781.7079,445.3676,411.3833
BMP(23:0_27:0)+NH4,992.8253,803.7862,467.4459,411.3833
BMP(24:0_24:0)+NH4,964.794,775.7549,425.3989,425.3989
BMP(24:0_24:1)+NH4,962.7784,773.7393,423.3833,425.3989
BMP(24:0_24:2)+NH4,960.7627,771.7236,421.3676,425.3989
BMP(24:0_24:4)+NH4,956.7314,767.6923,417.3363,425.3989
BMP(24:0_25:0)+NH4,978.8096,789.7705,439.4146,425.3989
BMP(24:0_26:0)+NH4,992.8253,803.7862,453.4302,425.3989
BMP(24:0_26:1)+NH4,990.8096,801.7705,451.4146,425.3989
BMP(24:0_26:2)+NH4,988.794,799.7549,449.3989,425.3989
BMP(24:0_26:4)+NH4,984.7627,795.7236,445.3676,425.3989
BMP(24:0_27:0)+NH4,1006.841,817.8018,467.4459,425.3989
BMP(24:1_24:1)+NH4,960.7627,771.7236,423.3833,423.3833
BMP(24:1_24:2)+NH4,958.7471,769.7079,421.3676,423.3833
BMP(24:1_24:4)+NH4,954.7158,765.6766,417.3363,423.3833
BMP(25:0_24:1)+NH4,976.794,787.7549,423.3833,439.4146
BMP(26:0_24:1)+NH4,990.8096,801.7705,423.3833,453.4302
BMP(24:1_26:1)+NH4,988.794,799.7549,451.4146,423.3833
BMP(24:1_26:2)+NH4,986.7784,797.7393,449.3989,423.3833
BMP(24:1_26:4)+NH4,982.7471,793.7079,445.3676,423.3833
BMP(27:0_24:1)+NH4,1004.825,815.7862,423.3833,467.4459
BMP(24:2_24:2)+NH4,956.7314,767.6923,421.3676,421.3676
BMP(24:2_24:4)+NH4,952.7001,763.6609,417.3363,421.3676
BMP(25:0_24:2)+NH4,974.7784,785.7393,421.3676,439.4146
BMP(26:0_24:2)+NH4,988.794,799.7549,421.3676,453.4302
BMP(26:1_24:2)+NH4,986.7784,797.7393,421.3676,451.4146
BMP(24:2_26:2)+NH4,984.7627,795.7236,449.3989,421.3676
BMP(24:2_26:4)+NH4,980.7314,791.6923,445.3676,421.3676
BMP(27:0_24:2)+NH4,1002.81,813.7705,421.3676,467.4459
BMP(24:4_24:4)+NH4,948.6688,759.6297,417.3363,417.3363
BMP(25:0_24:4)+NH4,970.7471,781.7079,417.3363,439.4146
BMP(26:0_24:4)+NH4,984.7627,795.7236,417.3363,453.4302
BMP(26:1_24:4)+NH4,982.7471,793.7079,417.3363,451.4146
BMP(26:2_24:4)+NH4,980.7314,791.6923,417.3363,449.3989
BMP(24:4_26:4)+NH4,976.7001,787.6609,445.3676,417.3363
BMP(27:0_24:4)+NH4,998.7784,809.7393,417.3363,467.4459
BMP(25:0_25:0)+NH4,992.8253,803.7862,439.4146,439.4146
BMP(25:0_26:0)+NH4,1006.841,817.8018,453.4302,439.4146
BMP(25:0_26:1)+NH4,1004.825,815.7862,451.4146,439.4146
BMP(25:0_26:2)+NH4,1002.81,813.7705,449.3989,439.4146
BMP(25:0_26:4)+NH4,998.7784,809.7393,445.3676,439.4146
BMP(25:0_27:0)+NH4,1020.857,831.8175,467.4459,439.4146
BMP(26:0_26:0)+NH4,1020.857,831.8175,453.4302,453.4302
BMP(26:0_26:1)+NH4,1018.841,829.8018,451.4146,453.4302
BMP(26:0_26:2)+NH4,1016.825,827.7862,449.3989,453.4302
BMP(26:0_26:4)+NH4,1012.794,823.7549,445.3676,453.4302
BMP(26:0_27:0)+NH4,1034.872,845.8331,467.4459,453.4302
BMP(26:1_26:1)+NH4,1016.825,827.7862,451.4146,451.4146
BMP(26:1_26:2)+NH4,1014.81,825.7705,449.3989,451.4146
BMP(26:1_26:4)+NH4,1010.778,821.7393,445.3676,451.4146
BMP(27:0_26:1)+NH4,1032.857,843.8175,451.4146,467.4459
BMP(26:2_26:2)+NH4,1012.794,823.7549,449.3989,449.3989
BMP(26:2_26:4)+NH4,1008.763,819.7236,445.3676,449.3989
BMP(27:0_26:2)+NH4,1030.841,841.8018,449.3989,467.4459
BMP(26:4_26:4)+NH4,1004.731,815.6923,445.3676,445.3676
BMP(27:0_26:4)+NH4,1026.81,837.7705,445.3676,467.4459
BMP(27:0_27:0)+NH4,1048.888,859.8488,467.4459,467.4459
