OxPE,[M+H]+,NL_head,NL_T1RCO,NL_T2RCO,T1_RCO+,T2_RCO+,T1RCOO+58,T2RCOO+58,head
OxPE(12:0_14:2(CHO))+H,618.37659,477.35748,295.19041,257.21114,183.17437,221.15364,257.21115,295.19042,142.02639
OxPE(12:0_14:3(CHO))+H,616.36094,475.34183,293.17476,257.21114,183.17437,219.13799,257.21115,293.17477,142.02639
OxPE(12:0_15:1(CHO))+H,634.40789,493.38878,311.22171,257.21114,183.17437,237.18494,257.21115,311.22172,142.02639
OxPE(12:0_15:2(CHO))+H,632.39224,491.37313,309.20606,257.21114,183.17437,235.16929,257.21115,309.20607,142.02639
OxPE(12:0_15:3(CHO))+H,630.37659,489.35748,307.19041,257.21114,183.17437,233.15364,257.21115,307.19042,142.02639
OxPE(12:0_15:4(CHO))+H,628.36094,487.34183,305.17476,257.21114,183.17437,231.13799,257.21115,305.17477,142.02639
OxPE(12:0_16:1(CHO))+H,648.42354,507.40443,325.23736,257.21114,183.17437,251.20059,257.21115,325.23737,142.02639
OxPE(12:0_16:2(CHO))+H,646.40789,505.38878,323.22171,257.21114,183.17437,249.18494,257.21115,323.22172,142.02639
OxPE(12:0_16:3(CHO))+H,644.39224,503.37313,321.20606,257.21114,183.17437,247.16929,257.21115,321.20607,142.02639
OxPE(12:0_16:4(CHO))+H,642.37659,501.35748,319.19041,257.21114,183.17437,245.15364,257.21115,319.19042,142.02639
OxPE(12:0_17:4(CHO))+H,656.39224,515.37313,333.20606,257.21114,183.17437,259.16929,257.21115,333.20607,142.02639
OxPE(12:0_18:4(CHO))+H,670.40789,529.38878,347.22171,257.21114,183.17437,273.18494,257.21115,347.22172,142.02639
OxPE(12:0_18:5(CHO))+H,668.39224,527.37313,345.20606,257.21114,183.17437,271.16929,257.21115,345.20607,142.02639
OxPE(12:0_19:4(CHO))+H,684.42354,543.40443,361.23736,257.21114,183.17437,287.20059,257.21115,361.23737,142.02639
OxPE(12:0_19:5(CHO))+H,682.40789,541.38878,359.22171,257.21114,183.17437,285.18494,257.21115,359.22172,142.02639
OxPE(12:0_3:0(COOH))+H,484.23065,343.21154,161.04447,257.21114,183.17437,87.0077,257.21115,161.04448,142.02639
OxPE(12:0_4:0(COOH))+H,498.2463,357.22719,175.06012,257.21114,183.17437,101.02335,257.21115,175.06013,142.02639
OxPE(12:0_5:0(COOH))+H,512.26195,371.24284,189.07577,257.21114,183.17437,115.039,257.21115,189.07578,142.02639
OxPE(12:0_6:0(COOH))+H,526.2776,385.25849,203.09142,257.21114,183.17437,129.05465,257.21115,203.09143,142.02639
OxPE(12:0_7:0(COOH))+H,540.29325,399.27414,217.10707,257.21114,183.17437,143.0703,257.21115,217.10708,142.02639
OxPE(12:0_8:0(COOH))+H,554.3089,413.28979,231.12272,257.21114,183.17437,157.08595,257.21115,231.12273,142.02639
OxPE(12:0_9:0(COOH))+H,568.32455,427.30544,245.13837,257.21114,183.17437,171.1016,257.21115,245.13838,142.02639
OxPE(12:0_10:0(COOH))+H,582.3402,441.32109,259.15402,257.21114,183.17437,185.11725,257.21115,259.15403,142.02639
OxPE(12:0_11:0(COOH))+H,596.35585,455.33674,273.16967,257.21114,183.17437,199.1329,257.21115,273.16968,142.02639
OxPE(12:0_12:0(COOH))+H,610.3715,469.35239,287.18532,257.21114,183.17437,213.14855,257.21115,287.18533,142.02639
OxPE(12:0_13:0(COOH))+H,624.38715,483.36804,301.20097,257.21114,183.17437,227.1642,257.21115,301.20098,142.02639
OxPE(12:0_14:0(COOH))+H,638.4028,497.38369,315.21662,257.21114,183.17437,241.17985,257.21115,315.21663,142.02639
OxPE(12:0_15:0(COOH))+H,652.41845,511.39934,329.23227,257.21114,183.17437,255.1955,257.21115,329.23228,142.02639
OxPE(12:0_6:1(COOH))+H,524.26196,383.24285,201.07578,257.21114,183.17437,127.03901,257.21115,201.07579,142.02639
OxPE(12:0_7:1(COOH))+H,538.27761,397.2585,215.09143,257.21114,183.17437,141.05466,257.21115,215.09144,142.02639
OxPE(12:0_8:1(COOH))+H,552.29326,411.27415,229.10708,257.21114,183.17437,155.07031,257.21115,229.10709,142.02639
OxPE(12:0_9:1(COOH))+H,566.30891,425.2898,243.12273,257.21114,183.17437,169.08596,257.21115,243.12274,142.02639
OxPE(12:0_9:2(COOH))+H,564.29326,423.27415,241.10708,257.21114,183.17437,167.07031,257.21115,241.10709,142.02639
OxPE(12:0_10:1(COOH))+H,580.32456,439.30545,257.13838,257.21114,183.17437,183.10161,257.21115,257.13839,142.02639
OxPE(12:0_10:2(COOH))+H,578.30891,437.2898,255.12273,257.21114,183.17437,181.08596,257.21115,255.12274,142.02639
OxPE(12:0_11:1(COOH))+H,594.34021,453.3211,271.15403,257.21114,183.17437,197.11726,257.21115,271.15404,142.02639
OxPE(12:0_11:2(COOH))+H,592.32456,451.30545,269.13838,257.21114,183.17437,195.10161,257.21115,269.13839,142.02639
OxPE(12:0_12:1(COOH))+H,608.35586,467.33675,285.16968,257.21114,183.17437,211.13291,257.21115,285.16969,142.02639
OxPE(12:0_12:2(COOH))+H,606.34021,465.3211,283.15403,257.21114,183.17437,209.11726,257.21115,283.15404,142.02639
OxPE(12:0_12:3(COOH))+H,604.32456,463.30545,281.13838,257.21114,183.17437,207.10161,257.21115,281.13839,142.02639
OxPE(12:0_13:1(COOH))+H,622.37151,481.3524,299.18533,257.21114,183.17437,225.14856,257.21115,299.18534,142.02639
OxPE(12:0_13:2(COOH))+H,620.35586,479.33675,297.16968,257.21114,183.17437,223.13291,257.21115,297.16969,142.02639
OxPE(12:0_13:3(COOH))+H,618.34021,477.3211,295.15403,257.21114,183.17437,221.11726,257.21115,295.15404,142.02639
OxPE(12:0_14:1(COOH))+H,636.38716,495.36805,313.20098,257.21114,183.17437,239.16421,257.21115,313.20099,142.02639
OxPE(12:0_14:2(COOH))+H,634.37151,493.3524,311.18533,257.21114,183.17437,237.14856,257.21115,311.18534,142.02639
OxPE(12:0_14:3(COOH))+H,632.35586,491.33675,309.16968,257.21114,183.17437,235.13291,257.21115,309.16969,142.02639
OxPE(12:0_15:1(COOH))+H,650.40281,509.3837,327.21663,257.21114,183.17437,253.17986,257.21115,327.21664,142.02639
OxPE(12:0_15:2(COOH))+H,648.38716,507.36805,325.20098,257.21114,183.17437,251.16421,257.21115,325.20099,142.02639
OxPE(12:0_15:3(COOH))+H,646.37151,505.3524,323.18533,257.21114,183.17437,249.14856,257.21115,323.18534,142.02639
OxPE(12:0_15:4(COOH))+H,644.35586,503.33675,321.16968,257.21114,183.17437,247.13291,257.21115,321.16969,142.02639
OxPE(12:0_16:1(COOH))+H,664.41846,523.39935,341.23228,257.21114,183.17437,267.19551,257.21115,341.23229,142.02639
OxPE(12:0_16:2(COOH))+H,662.40281,521.3837,339.21663,257.21114,183.17437,265.17986,257.21115,339.21664,142.02639
OxPE(12:0_16:3(COOH))+H,660.38716,519.36805,337.20098,257.21114,183.17437,263.16421,257.21115,337.20099,142.02639
OxPE(12:0_16:4(COOH))+H,658.37151,517.3524,335.18533,257.21114,183.17437,261.14856,257.21115,335.18534,142.02639
OxPE(12:0_17:4(COOH))+H,672.38716,531.36805,349.20098,257.21114,183.17437,275.16421,257.21115,349.20099,142.02639
OxPE(12:0_18:4(COOH))+H,686.40281,545.3837,363.21663,257.21114,183.17437,289.17986,257.21115,363.21664,142.02639
OxPE(12:0_18:5(COOH))+H,684.38716,543.36805,361.20098,257.21114,183.17437,287.16421,257.21115,361.20099,142.02639
OxPE(12:0_19:4(COOH))+H,700.41846,559.39935,377.23228,257.21114,183.17437,303.19551,257.21115,377.23229,142.02639
OxPE(12:0_19:5(COOH))+H,698.40281,557.3837,375.21663,257.21114,183.17437,301.17986,257.21115,375.21664,142.02639
OxPE(12:0_3:0(CHO))+H,468.23573,327.21662,145.04955,257.21114,183.17437,71.01278,257.21115,145.04956,142.02639
OxPE(12:0_4:0(CHO))+H,482.25138,341.23227,159.0652,257.21114,183.17437,85.02843,257.21115,159.06521,142.02639
OxPE(13:0_3:0(CHO))+H,482.25138,341.23227,145.04955,271.22679,197.19002,71.01278,271.2268,145.04956,142.02639
OxPE(13:0_4:0(CHO))+H,496.26703,355.24792,159.0652,271.22679,197.19002,85.02843,271.2268,159.06521,142.02639
OxPE(13:0_5:0(CHO))+H,510.28268,369.26357,173.08085,271.22679,197.19002,99.04408,271.2268,173.08086,142.02639
OxPE(13:0_6:0(CHO))+H,524.29833,383.27922,187.0965,271.22679,197.19002,113.05973,271.2268,187.09651,142.02639
OxPE(13:0_7:0(CHO))+H,538.31398,397.29487,201.11215,271.22679,197.19002,127.07538,271.2268,201.11216,142.02639
OxPE(13:0_8:0(CHO))+H,552.32963,411.31052,215.1278,271.22679,197.19002,141.09103,271.2268,215.12781,142.02639
OxPE(13:0_9:0(CHO))+H,566.34528,425.32617,229.14345,271.22679,197.19002,155.10668,271.2268,229.14346,142.02639
OxPE(13:0_10:0(CHO))+H,580.36093,439.34182,243.1591,271.22679,197.19002,169.12233,271.2268,243.15911,142.02639
OxPE(13:0_11:0(CHO))+H,594.37658,453.35747,257.17475,271.22679,197.19002,183.13798,271.2268,257.17476,142.02639
OxPE(13:0_12:0(CHO))+H,608.39223,467.37312,271.1904,271.22679,197.19002,197.15363,271.2268,271.19041,142.02639
OxPE(13:0_13:0(CHO))+H,622.40788,481.38877,285.20605,271.22679,197.19002,211.16928,271.2268,285.20606,142.02639
OxPE(13:0_14:0(CHO))+H,636.42353,495.40442,299.2217,271.22679,197.19002,225.18493,271.2268,299.22171,142.02639
OxPE(13:0_15:0(CHO))+H,650.43918,509.42007,313.23735,271.22679,197.19002,239.20058,271.2268,313.23736,142.02639
OxPE(13:0_6:1(CHO))+H,522.28269,381.26358,185.08086,271.22679,197.19002,111.04409,271.2268,185.08087,142.02639
OxPE(13:0_7:1(CHO))+H,536.29834,395.27923,199.09651,271.22679,197.19002,125.05974,271.2268,199.09652,142.02639
OxPE(13:0_8:1(CHO))+H,550.31399,409.29488,213.11216,271.22679,197.19002,139.07539,271.2268,213.11217,142.02639
OxPE(13:0_9:1(CHO))+H,564.32964,423.31053,227.12781,271.22679,197.19002,153.09104,271.2268,227.12782,142.02639
OxPE(13:0_9:2(CHO))+H,562.31399,421.29488,225.11216,271.22679,197.19002,151.07539,271.2268,225.11217,142.02639
OxPE(13:0_10:1(CHO))+H,578.34529,437.32618,241.14346,271.22679,197.19002,167.10669,271.2268,241.14347,142.02639
OxPE(13:0_10:2(CHO))+H,576.32964,435.31053,239.12781,271.22679,197.19002,165.09104,271.2268,239.12782,142.02639
OxPE(13:0_11:1(CHO))+H,592.36094,451.34183,255.15911,271.22679,197.19002,181.12234,271.2268,255.15912,142.02639
OxPE(13:0_11:2(CHO))+H,590.34529,449.32618,253.14346,271.22679,197.19002,179.10669,271.2268,253.14347,142.02639
OxPE(13:0_12:1(CHO))+H,606.37659,465.35748,269.17476,271.22679,197.19002,195.13799,271.2268,269.17477,142.02639
OxPE(13:0_12:2(CHO))+H,604.36094,463.34183,267.15911,271.22679,197.19002,193.12234,271.2268,267.15912,142.02639
OxPE(13:0_12:3(CHO))+H,602.34529,461.32618,265.14346,271.22679,197.19002,191.10669,271.2268,265.14347,142.02639
OxPE(13:0_13:1(CHO))+H,620.39224,479.37313,283.19041,271.22679,197.19002,209.15364,271.2268,283.19042,142.02639
OxPE(13:0_13:2(CHO))+H,618.37659,477.35748,281.17476,271.22679,197.19002,207.13799,271.2268,281.17477,142.02639
OxPE(13:0_13:3(CHO))+H,616.36094,475.34183,279.15911,271.22679,197.19002,205.12234,271.2268,279.15912,142.02639
OxPE(13:0_14:1(CHO))+H,634.40789,493.38878,297.20606,271.22679,197.19002,223.16929,271.2268,297.20607,142.02639
OxPE(13:0_14:2(CHO))+H,632.39224,491.37313,295.19041,271.22679,197.19002,221.15364,271.2268,295.19042,142.02639
OxPE(13:0_14:3(CHO))+H,630.37659,489.35748,293.17476,271.22679,197.19002,219.13799,271.2268,293.17477,142.02639
OxPE(13:0_15:1(CHO))+H,648.42354,507.40443,311.22171,271.22679,197.19002,237.18494,271.2268,311.22172,142.02639
OxPE(13:0_15:2(CHO))+H,646.40789,505.38878,309.20606,271.22679,197.19002,235.16929,271.2268,309.20607,142.02639
OxPE(13:0_15:3(CHO))+H,644.39224,503.37313,307.19041,271.22679,197.19002,233.15364,271.2268,307.19042,142.02639
OxPE(13:0_15:4(CHO))+H,642.37659,501.35748,305.17476,271.22679,197.19002,231.13799,271.2268,305.17477,142.02639
OxPE(13:0_16:1(CHO))+H,662.43919,521.42008,325.23736,271.22679,197.19002,251.20059,271.2268,325.23737,142.02639
OxPE(13:0_16:2(CHO))+H,660.42354,519.40443,323.22171,271.22679,197.19002,249.18494,271.2268,323.22172,142.02639
OxPE(13:0_16:3(CHO))+H,658.40789,517.38878,321.20606,271.22679,197.19002,247.16929,271.2268,321.20607,142.02639
OxPE(13:0_16:4(CHO))+H,656.39224,515.37313,319.19041,271.22679,197.19002,245.15364,271.2268,319.19042,142.02639
OxPE(13:0_17:4(CHO))+H,670.40789,529.38878,333.20606,271.22679,197.19002,259.16929,271.2268,333.20607,142.02639
OxPE(13:0_18:4(CHO))+H,684.42354,543.40443,347.22171,271.22679,197.19002,273.18494,271.2268,347.22172,142.02639
OxPE(13:0_18:5(CHO))+H,682.40789,541.38878,345.20606,271.22679,197.19002,271.16929,271.2268,345.20607,142.02639
OxPE(13:0_19:4(CHO))+H,698.43919,557.42008,361.23736,271.22679,197.19002,287.20059,271.2268,361.23737,142.02639
OxPE(13:0_19:5(CHO))+H,696.42354,555.40443,359.22171,271.22679,197.19002,285.18494,271.2268,359.22172,142.02639
OxPE(13:0_3:0(COOH))+H,498.2463,357.22719,161.04447,271.22679,197.19002,87.0077,271.2268,161.04448,142.02639
OxPE(13:0_4:0(COOH))+H,512.26195,371.24284,175.06012,271.22679,197.19002,101.02335,271.2268,175.06013,142.02639
OxPE(13:0_5:0(COOH))+H,526.2776,385.25849,189.07577,271.22679,197.19002,115.039,271.2268,189.07578,142.02639
OxPE(13:0_6:0(COOH))+H,540.29325,399.27414,203.09142,271.22679,197.19002,129.05465,271.2268,203.09143,142.02639
OxPE(13:0_7:0(COOH))+H,554.3089,413.28979,217.10707,271.22679,197.19002,143.0703,271.2268,217.10708,142.02639
OxPE(13:0_8:0(COOH))+H,568.32455,427.30544,231.12272,271.22679,197.19002,157.08595,271.2268,231.12273,142.02639
OxPE(13:0_9:0(COOH))+H,582.3402,441.32109,245.13837,271.22679,197.19002,171.1016,271.2268,245.13838,142.02639
OxPE(13:0_10:0(COOH))+H,596.35585,455.33674,259.15402,271.22679,197.19002,185.11725,271.2268,259.15403,142.02639
OxPE(13:0_11:0(COOH))+H,610.3715,469.35239,273.16967,271.22679,197.19002,199.1329,271.2268,273.16968,142.02639
OxPE(13:0_12:0(COOH))+H,624.38715,483.36804,287.18532,271.22679,197.19002,213.14855,271.2268,287.18533,142.02639
OxPE(13:0_13:0(COOH))+H,638.4028,497.38369,301.20097,271.22679,197.19002,227.1642,271.2268,301.20098,142.02639
OxPE(13:0_14:0(COOH))+H,652.41845,511.39934,315.21662,271.22679,197.19002,241.17985,271.2268,315.21663,142.02639
OxPE(13:0_15:0(COOH))+H,666.4341,525.41499,329.23227,271.22679,197.19002,255.1955,271.2268,329.23228,142.02639
OxPE(13:0_6:1(COOH))+H,538.27761,397.2585,201.07578,271.22679,197.19002,127.03901,271.2268,201.07579,142.02639
OxPE(13:0_7:1(COOH))+H,552.29326,411.27415,215.09143,271.22679,197.19002,141.05466,271.2268,215.09144,142.02639
OxPE(13:0_8:1(COOH))+H,566.30891,425.2898,229.10708,271.22679,197.19002,155.07031,271.2268,229.10709,142.02639
OxPE(13:0_9:1(COOH))+H,580.32456,439.30545,243.12273,271.22679,197.19002,169.08596,271.2268,243.12274,142.02639
OxPE(13:0_9:2(COOH))+H,578.30891,437.2898,241.10708,271.22679,197.19002,167.07031,271.2268,241.10709,142.02639
OxPE(13:0_10:1(COOH))+H,594.34021,453.3211,257.13838,271.22679,197.19002,183.10161,271.2268,257.13839,142.02639
OxPE(13:0_10:2(COOH))+H,592.32456,451.30545,255.12273,271.22679,197.19002,181.08596,271.2268,255.12274,142.02639
OxPE(13:0_11:1(COOH))+H,608.35586,467.33675,271.15403,271.22679,197.19002,197.11726,271.2268,271.15404,142.02639
OxPE(13:0_11:2(COOH))+H,606.34021,465.3211,269.13838,271.22679,197.19002,195.10161,271.2268,269.13839,142.02639
OxPE(13:0_12:1(COOH))+H,622.37151,481.3524,285.16968,271.22679,197.19002,211.13291,271.2268,285.16969,142.02639
OxPE(13:0_12:2(COOH))+H,620.35586,479.33675,283.15403,271.22679,197.19002,209.11726,271.2268,283.15404,142.02639
OxPE(13:0_12:3(COOH))+H,618.34021,477.3211,281.13838,271.22679,197.19002,207.10161,271.2268,281.13839,142.02639
OxPE(13:0_13:1(COOH))+H,636.38716,495.36805,299.18533,271.22679,197.19002,225.14856,271.2268,299.18534,142.02639
OxPE(13:0_13:2(COOH))+H,634.37151,493.3524,297.16968,271.22679,197.19002,223.13291,271.2268,297.16969,142.02639
OxPE(13:0_13:3(COOH))+H,632.35586,491.33675,295.15403,271.22679,197.19002,221.11726,271.2268,295.15404,142.02639
OxPE(13:0_14:1(COOH))+H,650.40281,509.3837,313.20098,271.22679,197.19002,239.16421,271.2268,313.20099,142.02639
OxPE(13:0_14:2(COOH))+H,648.38716,507.36805,311.18533,271.22679,197.19002,237.14856,271.2268,311.18534,142.02639
OxPE(13:0_14:3(COOH))+H,646.37151,505.3524,309.16968,271.22679,197.19002,235.13291,271.2268,309.16969,142.02639
OxPE(13:0_15:1(COOH))+H,664.41846,523.39935,327.21663,271.22679,197.19002,253.17986,271.2268,327.21664,142.02639
OxPE(13:0_15:2(COOH))+H,662.40281,521.3837,325.20098,271.22679,197.19002,251.16421,271.2268,325.20099,142.02639
OxPE(13:0_15:3(COOH))+H,660.38716,519.36805,323.18533,271.22679,197.19002,249.14856,271.2268,323.18534,142.02639
OxPE(13:0_15:4(COOH))+H,658.37151,517.3524,321.16968,271.22679,197.19002,247.13291,271.2268,321.16969,142.02639
OxPE(13:0_16:1(COOH))+H,678.43411,537.415,341.23228,271.22679,197.19002,267.19551,271.2268,341.23229,142.02639
OxPE(13:0_16:2(COOH))+H,676.41846,535.39935,339.21663,271.22679,197.19002,265.17986,271.2268,339.21664,142.02639
OxPE(13:0_16:3(COOH))+H,674.40281,533.3837,337.20098,271.22679,197.19002,263.16421,271.2268,337.20099,142.02639
OxPE(13:0_16:4(COOH))+H,672.38716,531.36805,335.18533,271.22679,197.19002,261.14856,271.2268,335.18534,142.02639
OxPE(13:0_17:4(COOH))+H,686.40281,545.3837,349.20098,271.22679,197.19002,275.16421,271.2268,349.20099,142.02639
OxPE(13:0_18:4(COOH))+H,700.41846,559.39935,363.21663,271.22679,197.19002,289.17986,271.2268,363.21664,142.02639
OxPE(13:0_18:5(COOH))+H,698.40281,557.3837,361.20098,271.22679,197.19002,287.16421,271.2268,361.20099,142.02639
OxPE(13:0_19:4(COOH))+H,714.43411,573.415,377.23228,271.22679,197.19002,303.19551,271.2268,377.23229,142.02639
OxPE(13:0_19:5(COOH))+H,712.41846,571.39935,375.21663,271.22679,197.19002,301.17986,271.2268,375.21664,142.02639
OxPE(14:1_5:0(CHO))+H,522.28268,381.26357,173.08085,283.22679,209.19002,99.04408,283.2268,173.08086,142.02639
OxPE(14:1_6:0(CHO))+H,536.29833,395.27922,187.0965,283.22679,209.19002,113.05973,283.2268,187.09651,142.02639
OxPE(14:1_7:0(CHO))+H,550.31398,409.29487,201.11215,283.22679,209.19002,127.07538,283.2268,201.11216,142.02639
OxPE(14:1_8:0(CHO))+H,564.32963,423.31052,215.1278,283.22679,209.19002,141.09103,283.2268,215.12781,142.02639
OxPE(14:1_9:0(CHO))+H,578.34528,437.32617,229.14345,283.22679,209.19002,155.10668,283.2268,229.14346,142.02639
OxPE(14:1_10:0(CHO))+H,592.36093,451.34182,243.1591,283.22679,209.19002,169.12233,283.2268,243.15911,142.02639
OxPE(14:1_11:0(CHO))+H,606.37658,465.35747,257.17475,283.22679,209.19002,183.13798,283.2268,257.17476,142.02639
OxPE(14:1_12:0(CHO))+H,620.39223,479.37312,271.1904,283.22679,209.19002,197.15363,283.2268,271.19041,142.02639
OxPE(14:1_13:0(CHO))+H,634.40788,493.38877,285.20605,283.22679,209.19002,211.16928,283.2268,285.20606,142.02639
OxPE(14:1_14:0(CHO))+H,648.42353,507.40442,299.2217,283.22679,209.19002,225.18493,283.2268,299.22171,142.02639
OxPE(14:1_15:0(CHO))+H,662.43918,521.42007,313.23735,283.22679,209.19002,239.20058,283.2268,313.23736,142.02639
OxPE(14:1_6:1(CHO))+H,534.28269,393.26358,185.08086,283.22679,209.19002,111.04409,283.2268,185.08087,142.02639
OxPE(14:1_7:1(CHO))+H,548.29834,407.27923,199.09651,283.22679,209.19002,125.05974,283.2268,199.09652,142.02639
OxPE(14:1_8:1(CHO))+H,562.31399,421.29488,213.11216,283.22679,209.19002,139.07539,283.2268,213.11217,142.02639
OxPE(14:1_9:1(CHO))+H,576.32964,435.31053,227.12781,283.22679,209.19002,153.09104,283.2268,227.12782,142.02639
OxPE(14:1_9:2(CHO))+H,574.31399,433.29488,225.11216,283.22679,209.19002,151.07539,283.2268,225.11217,142.02639
OxPE(14:1_10:1(CHO))+H,590.34529,449.32618,241.14346,283.22679,209.19002,167.10669,283.2268,241.14347,142.02639
OxPE(14:1_10:2(CHO))+H,588.32964,447.31053,239.12781,283.22679,209.19002,165.09104,283.2268,239.12782,142.02639
OxPE(14:1_11:1(CHO))+H,604.36094,463.34183,255.15911,283.22679,209.19002,181.12234,283.2268,255.15912,142.02639
OxPE(14:1_11:2(CHO))+H,602.34529,461.32618,253.14346,283.22679,209.19002,179.10669,283.2268,253.14347,142.02639
OxPE(14:1_12:1(CHO))+H,618.37659,477.35748,269.17476,283.22679,209.19002,195.13799,283.2268,269.17477,142.02639
OxPE(14:1_12:2(CHO))+H,616.36094,475.34183,267.15911,283.22679,209.19002,193.12234,283.2268,267.15912,142.02639
OxPE(14:1_12:3(CHO))+H,614.34529,473.32618,265.14346,283.22679,209.19002,191.10669,283.2268,265.14347,142.02639
OxPE(14:1_13:1(CHO))+H,632.39224,491.37313,283.19041,283.22679,209.19002,209.15364,283.2268,283.19042,142.02639
OxPE(14:1_13:2(CHO))+H,630.37659,489.35748,281.17476,283.22679,209.19002,207.13799,283.2268,281.17477,142.02639
OxPE(14:1_13:3(CHO))+H,628.36094,487.34183,279.15911,283.22679,209.19002,205.12234,283.2268,279.15912,142.02639
OxPE(14:1_14:1(CHO))+H,646.40789,505.38878,297.20606,283.22679,209.19002,223.16929,283.2268,297.20607,142.02639
OxPE(14:1_14:2(CHO))+H,644.39224,503.37313,295.19041,283.22679,209.19002,221.15364,283.2268,295.19042,142.02639
OxPE(14:1_14:3(CHO))+H,642.37659,501.35748,293.17476,283.22679,209.19002,219.13799,283.2268,293.17477,142.02639
OxPE(14:1_15:1(CHO))+H,660.42354,519.40443,311.22171,283.22679,209.19002,237.18494,283.2268,311.22172,142.02639
OxPE(14:1_15:2(CHO))+H,658.40789,517.38878,309.20606,283.22679,209.19002,235.16929,283.2268,309.20607,142.02639
OxPE(14:1_15:3(CHO))+H,656.39224,515.37313,307.19041,283.22679,209.19002,233.15364,283.2268,307.19042,142.02639
OxPE(14:1_15:4(CHO))+H,654.37659,513.35748,305.17476,283.22679,209.19002,231.13799,283.2268,305.17477,142.02639
OxPE(14:1_16:1(CHO))+H,674.43919,533.42008,325.23736,283.22679,209.19002,251.20059,283.2268,325.23737,142.02639
OxPE(14:1_16:2(CHO))+H,672.42354,531.40443,323.22171,283.22679,209.19002,249.18494,283.2268,323.22172,142.02639
OxPE(14:1_16:3(CHO))+H,670.40789,529.38878,321.20606,283.22679,209.19002,247.16929,283.2268,321.20607,142.02639
OxPE(14:1_16:4(CHO))+H,668.39224,527.37313,319.19041,283.22679,209.19002,245.15364,283.2268,319.19042,142.02639
OxPE(14:1_17:4(CHO))+H,682.40789,541.38878,333.20606,283.22679,209.19002,259.16929,283.2268,333.20607,142.02639
OxPE(14:1_18:4(CHO))+H,696.42354,555.40443,347.22171,283.22679,209.19002,273.18494,283.2268,347.22172,142.02639
OxPE(14:1_18:5(CHO))+H,694.40789,553.38878,345.20606,283.22679,209.19002,271.16929,283.2268,345.20607,142.02639
OxPE(14:1_19:4(CHO))+H,710.43919,569.42008,361.23736,283.22679,209.19002,287.20059,283.2268,361.23737,142.02639
OxPE(14:1_19:5(CHO))+H,708.42354,567.40443,359.22171,283.22679,209.19002,285.18494,283.2268,359.22172,142.02639
OxPE(14:1_3:0(COOH))+H,510.2463,369.22719,161.04447,283.22679,209.19002,87.0077,283.2268,161.04448,142.02639
OxPE(14:1_4:0(COOH))+H,524.26195,383.24284,175.06012,283.22679,209.19002,101.02335,283.2268,175.06013,142.02639
OxPE(14:1_5:0(COOH))+H,538.2776,397.25849,189.07577,283.22679,209.19002,115.039,283.2268,189.07578,142.02639
OxPE(14:1_6:0(COOH))+H,552.29325,411.27414,203.09142,283.22679,209.19002,129.05465,283.2268,203.09143,142.02639
OxPE(14:1_7:0(COOH))+H,566.3089,425.28979,217.10707,283.22679,209.19002,143.0703,283.2268,217.10708,142.02639
OxPE(14:1_8:0(COOH))+H,580.32455,439.30544,231.12272,283.22679,209.19002,157.08595,283.2268,231.12273,142.02639
OxPE(14:1_9:0(COOH))+H,594.3402,453.32109,245.13837,283.22679,209.19002,171.1016,283.2268,245.13838,142.02639
