"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","GlcCer_NS(d21:2/21:0)+H",0,0,1,1,0,0,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NS(d21:2/21:0)+H",0,0,9.849982,9.849982,0,0,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NS(d21:2/21:0)+H",0,0,1,1,0,0,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NS(d21:2/21:0)+H",0,0,292159.4,123581.2,0,0,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NS(d21:2/21:0)+H",0,0,630.6201,612.6096,0,0,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NS(d21:2/21:0)+H","810.68234","648.62954","630.61894","612.60844","322.31044","304.29994","326.34182","292.29994","9.66834305555556","9.96834305555556","878"
"","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NS(d21:2/21:0)+H","810.68234","648.62954","630.61894","612.60844","322.31044","304.29994","326.34182","292.29994","10.4424116666667","10.7424116666667","10097"
"","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NS(d21:2/21:0)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NS(d21:2/21:0)+H","810.68234","648.62954","630.61894","612.60844","322.31044","304.29994","326.34182","292.29994","10.5081333333333","10.8081333333333","17348"
"","GlcCer_NS(d21:2/21:1)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","GlcCer_NS(d21:2/21:1)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","GlcCer_NS(d21:2/21:1)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","GlcCer_NS(d21:2/21:1)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","GlcCer_NS(d21:2/21:1)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","GlcCer_NS(d21:2/21:1)+H","808.66668","646.61388","628.60328","610.59278","322.31044","304.29994","324.32616","292.29994","8.76434861111111","9.06434861111111","3082"
"","GlcCer_NS(d21:2/21:2)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d21:2/21:2)+H",9.912439,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d21:2/21:2)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d21:2/21:2)+H",949616.6,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d21:2/21:2)+H",806.6501,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d21:2/21:2)+H","806.65102","644.59822","626.58762","608.57712","322.31044","304.29994","322.3105","292.29994","9.75620694444445","10.0562069444445","1035"
"","GlcCer_NS(d21:2/21:3)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d21:2/21:3)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d21:2/21:3)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d21:2/21:3)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d21:2/21:3)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d21:2/21:3)+H","804.63536","642.58256","624.57196","606.56146","322.31044","304.29994","320.29484","292.29994","8.83414861111111","9.13414861111111","3000"
"","GlcCer_NS(d21:2/21:4)+H",0,0,0,0,0,0,0,0,"7.92596111111111","8.22596111111111","11347","","GlcCer_NS(d21:2/21:4)+H",0,0,0,0,0,0,0,0,"7.92596111111111","8.22596111111111","11347","","GlcCer_NS(d21:2/21:4)+H",0,0,0,0,0,0,0,0,"7.92596111111111","8.22596111111111","11347","","GlcCer_NS(d21:2/21:4)+H",0,0,0,0,0,0,0,0,"7.92596111111111","8.22596111111111","11347","","GlcCer_NS(d21:2/21:4)+H",0,0,0,0,0,0,0,0,"7.92596111111111","8.22596111111111","11347","","GlcCer_NS(d21:2/21:4)+H","802.6197","640.5669","622.5563","604.5458","322.31044","304.29994","318.27918","292.29994","7.92596111111111","8.22596111111111","11347"
"","GlcCer_NS(d21:2/23:2)+H",1,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d21:2/23:2)+H",10.84815,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d21:2/23:2)+H",1,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d21:2/23:2)+H",692174.5,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d21:2/23:2)+H",834.681,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d21:2/23:2)+H","834.68234","672.62954","654.61894","636.60844","322.31044","304.29994","350.34182","292.29994","10.6725680555556","10.9725680555556","1332"
"","GlcCer_NS(d21:2/23:3)+H",1,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d21:2/23:3)+H",9.885846,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d21:2/23:3)+H",1,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d21:2/23:3)+H",363028.1,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d21:2/23:3)+H",832.6651,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d21:2/23:3)+H","832.66668","670.61388","652.60328","634.59278","322.31044","304.29994","348.32616","292.29994","9.67366805555556","9.97366805555556","1116"
"","GlcCer_NS(d21:2/23:4)+H",0,0,0,0,0,0,0,0,"8.77266944444445","9.07266944444445","3030","","GlcCer_NS(d21:2/23:4)+H",0,0,0,0,0,0,0,0,"8.77266944444445","9.07266944444445","3030","","GlcCer_NS(d21:2/23:4)+H",0,0,0,0,0,0,0,0,"8.77266944444445","9.07266944444445","3030","","GlcCer_NS(d21:2/23:4)+H",0,0,0,0,0,0,0,0,"8.77266944444445","9.07266944444445","3030","","GlcCer_NS(d21:2/23:4)+H",0,0,0,0,0,0,0,0,"8.77266944444445","9.07266944444445","3030","","GlcCer_NS(d21:2/23:4)+H","830.65102","668.59822","650.58762","632.57712","322.31044","304.29994","346.3105","292.29994","8.77266944444445","9.07266944444445","3030"
"","GlcCer_NS(d21:2/24:3)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d21:2/24:3)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d21:2/24:3)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d21:2/24:3)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d21:2/24:3)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d21:2/24:3)+H","846.68234","684.62954","666.61894","648.60844","322.31044","304.29994","362.34182","292.29994","6.39812777777778","6.69812777777778","11392"
"","GlcCer_NS(d21:2/24:4)+H",0,0,0,0,0,0,0,0,"9.44214305555555","9.74214305555555","16905","","GlcCer_NS(d21:2/24:4)+H",0,0,0,0,0,0,0,0,"9.44214305555555","9.74214305555555","16905","","GlcCer_NS(d21:2/24:4)+H",0,0,0,0,0,0,0,0,"9.44214305555555","9.74214305555555","16905","","GlcCer_NS(d21:2/24:4)+H",0,0,0,0,0,0,0,0,"9.44214305555555","9.74214305555555","16905","","GlcCer_NS(d21:2/24:4)+H",0,0,0,0,0,0,0,0,"9.44214305555555","9.74214305555555","16905","","GlcCer_NS(d21:2/24:4)+H","844.66668","682.61388","664.60328","646.59278","322.31044","304.29994","360.32616","292.29994","9.44214305555555","9.74214305555555","16905"
"","GlcCer_NS(d21:2/26:0)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d21:2/26:0)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d21:2/26:0)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d21:2/26:0)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d21:2/26:0)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d21:2/26:0)+H","880.76064","718.70784","700.69724","682.68674","322.31044","304.29994","396.42012","292.29994","11.4894402777778","11.7894402777778","5453"
"","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d21:2/26:1)+H","878.74498","716.69218","698.68158","680.67108","322.31044","304.29994","394.40446","292.29994","10.8061847222222","11.1061847222222","5632"
"","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d21:2/26:1)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d21:2/26:1)+H","878.74498","716.69218","698.68158","680.67108","322.31044","304.29994","394.40446","292.29994","10.8201083333333","11.1201083333333","17983"
"","GlcCer_NS(d21:2/26:2)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d21:2/26:2)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d21:2/26:2)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d21:2/26:2)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d21:2/26:2)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d21:2/26:2)+H","876.72932","714.67652","696.66592","678.65542","322.31044","304.29994","392.3888","292.29994","10.141946969697","10.441946969697","13430"
"","GlcCer_NS(d21:2/28:0)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d21:2/28:0)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d21:2/28:0)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d21:2/28:0)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d21:2/28:0)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d21:2/28:0)+H","908.79196","746.73916","728.72856","710.71806","322.31044","304.29994","424.45144","292.29994","12.1439555555556","12.4439555555556","6370"
"","GlcCer_NS(d21:2/28:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d21:2/28:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d21:2/28:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d21:2/28:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d21:2/28:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d21:2/28:1)+H","906.7763","744.7235","726.7129","708.7024","322.31044","304.29994","422.43578","292.29994","11.4980319444444","11.7980319444444","1489"
"","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d21:2/28:2)+H","904.76064","742.70784","724.69724","706.68674","322.31044","304.29994","420.42012","292.29994","10.8874638888889","11.1874638888889","2101"
"","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d21:2/28:2)+H","904.76064","742.70784","724.69724","706.68674","322.31044","304.29994","420.42012","292.29994","11.7696416666667","12.0696416666667","7877"
"","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d21:2/28:2)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d21:2/28:2)+H","904.76064","742.70784","724.69724","706.68674","322.31044","304.29994","420.42012","292.29994","1.050925","1.350925","14177"
"","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d21:2/28:3)+H","902.74498","740.69218","722.68158","704.67108","322.31044","304.29994","418.40446","292.29994","10.4407611111111","10.7407611111111","4643"
"","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d21:2/28:3)+H","902.74498","740.69218","722.68158","704.67108","322.31044","304.29994","418.40446","292.29994","10.3771527777778","10.6771527777778","11562"
"","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d21:2/28:3)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d21:2/28:3)+H","902.74498","740.69218","722.68158","704.67108","322.31044","304.29994","418.40446","292.29994","10.4612712121212","10.7612712121212","17904"
"","GlcCer_NS(d21:2/29:1)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d21:2/29:1)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d21:2/29:1)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d21:2/29:1)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d21:2/29:1)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d21:2/29:1)+H","920.79196","758.73916","740.72856","722.71806","322.31044","304.29994","436.45144","292.29994","13.7198666666667","14.0198666666667","11544"
"","GlcCer_NS(d21:2/29:2)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d21:2/29:2)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d21:2/29:2)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d21:2/29:2)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d21:2/29:2)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d21:2/29:2)+H","918.7763","756.7235","738.7129","720.7024","322.31044","304.29994","434.43578","292.29994","1.26605972222222","1.56605972222222","13393"
"","GlcCer_NS(d21:2/30:1)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d21:2/30:1)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d21:2/30:1)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d21:2/30:1)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d21:2/30:1)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d21:2/30:1)+H","934.80762","772.75482","754.74422","736.73372","322.31044","304.29994","450.4671","292.29994","12.1892277777778","12.4892277777778","14370"
"","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d21:2/30:2)+H","932.79196","770.73916","752.72856","734.71806","322.31044","304.29994","448.45144","292.29994","11.53305","11.83305","2524"
"","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d21:2/30:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d21:2/30:2)+H","932.79196","770.73916","752.72856","734.71806","322.31044","304.29994","448.45144","292.29994","11.8132045454545","12.1132045454545","5443"
"","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d21:2/30:3)+H","930.7763","768.7235","750.7129","732.7024","322.31044","304.29994","446.43578","292.29994","10.9505527777778","11.2505527777778","2813"
"","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d21:2/30:3)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d21:2/30:3)+H","930.7763","768.7235","750.7129","732.7024","322.31044","304.29994","446.43578","292.29994","11.514395","11.814395","11651"
"","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3072458333333","10.6072458333333","4322","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3072458333333","10.6072458333333","4322","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3072458333333","10.6072458333333","4322","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3072458333333","10.6072458333333","4322","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3072458333333","10.6072458333333","4322","","GlcCer_NS(d21:2/30:4)+H","928.76064","766.70784","748.69724","730.68674","322.31044","304.29994","444.42012","292.29994","10.3072458333333","10.6072458333333","4322"
"","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"11.3077111111111","11.6077111111111","5162","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"11.3077111111111","11.6077111111111","5162","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"11.3077111111111","11.6077111111111","5162","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"11.3077111111111","11.6077111111111","5162","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"11.3077111111111","11.6077111111111","5162","","GlcCer_NS(d21:2/30:4)+H","928.76064","766.70784","748.69724","730.68674","322.31044","304.29994","444.42012","292.29994","11.3077111111111","11.6077111111111","5162"
"","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.8792666666667","11.1792666666667","5841","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.8792666666667","11.1792666666667","5841","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.8792666666667","11.1792666666667","5841","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.8792666666667","11.1792666666667","5841","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.8792666666667","11.1792666666667","5841","","GlcCer_NS(d21:2/30:4)+H","928.76064","766.70784","748.69724","730.68674","322.31044","304.29994","444.42012","292.29994","10.8792666666667","11.1792666666667","5841"
"","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3928847222222","10.6928847222222","13016","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3928847222222","10.6928847222222","13016","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3928847222222","10.6928847222222","13016","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3928847222222","10.6928847222222","13016","","GlcCer_NS(d21:2/30:4)+H",0,0,0,0,0,0,0,0,"10.3928847222222","10.6928847222222","13016","","GlcCer_NS(d21:2/30:4)+H","928.76064","766.70784","748.69724","730.68674","322.31044","304.29994","444.42012","292.29994","10.3928847222222","10.6928847222222","13016"
