"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Number of Scans","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Average m/z","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment"
"","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(19:0_20:5)+Na","846.5256249","759.4935949","748.5487249","563.5398049","639.5347549","461.2063649","457.2689649","207.99872","5.27234242424242","5.57234242424242","15493"
"","PS(19:0_22:3)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(19:0_22:3)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(19:0_22:3)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(19:0_22:3)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(19:0_22:3)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(19:0_22:3)+Na","878.5882249","791.5561949","780.6113249","595.6024049","671.5973549","493.2689649","457.2689649","207.99872","8.52266666666667","8.82266666666667","16911"
"","PS(19:0_22:4)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(19:0_22:4)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(19:0_22:4)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(19:0_22:4)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(19:0_22:4)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(19:0_22:4)+Na","876.5725249","789.5404949","778.5956249","593.5867049","669.5816549","491.2532649","457.2689649","207.99872","7.69739444444445","7.99739444444445","18846"
"","PS(19:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.51560694444444","5.81560694444444","5093","","PS(19:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.51560694444444","5.81560694444444","5093","","PS(19:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.51560694444444","5.81560694444444","5093","","PS(19:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.51560694444444","5.81560694444444","5093","","PS(19:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.51560694444444","5.81560694444444","5093","","PS(19:0_22:6)+Na","872.5412249","785.5091949","774.5643249","589.5554049","665.5503549","487.2219649","457.2689649","207.99872","5.51560694444444","5.81560694444444","5093"
"","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:0_20:2)+Na","866.5881249","779.5560949","768.6112249","583.6023049","659.5972549","467.2532649","471.2845649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:0_20:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:0_20:2)+Na","866.5881249","779.5560949","768.6112249","583.6023049","659.5972549","467.2532649","471.2845649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(20:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:0_20:4)+Na","862.5568249","775.5247949","764.5799249","579.5710049","655.5659549","463.2219649","471.2845649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(20:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:0_22:6)+Na","886.5568249","799.5247949","788.5799249","603.5710049","679.5659549","487.2219649","471.2845649","207.99872","5.49449090909091","5.79449090909091","7043"
"","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(20:1_20:1)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","469.2689649","469.2689649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:1_20:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(20:1_20:1)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","469.2689649","469.2689649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(20:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:1_20:3)+Na","862.5569249","775.5248949","764.5800249","579.5711049","655.5660549","465.2376649","469.2689649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(20:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:1_22:5)+Na","886.5569249","799.5248949","788.5800249","603.5711049","679.5660549","489.2376649","469.2689649","207.99872","5.49449090909091","5.79449090909091","7043"
"","PS(20:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(20:2_20:2)+Na","862.5568249","775.5247949","764.5799249","579.5710049","655.5659549","467.2532649","467.2532649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(20:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:2_22:4)+Na","886.5568249","799.5247949","788.5799249","603.5710049","679.5659549","491.2532649","467.2532649","207.99872","5.49449090909091","5.79449090909091","7043"
"","PS(20:2_23:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(20:2_23:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(20:2_23:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(20:2_23:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(20:2_23:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(20:2_23:0)+Na","908.6351249","821.6030949","810.6582249","625.6493049","701.6442549","513.3315649","467.2532649","207.99872","10.3205424242424","10.6205424242424","3690"
"","PS(20:3_21:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(20:3_21:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(20:3_21:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(20:3_21:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(20:3_21:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(20:3_21:0)+Na","878.5882249","791.5561949","780.6113249","595.6024049","671.5973549","485.3002649","465.2376649","207.99872","8.52266666666667","8.82266666666667","16911"
"","PS(20:3_22:3)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:3_22:3)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:3_22:3)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:3_22:3)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:3_22:3)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:3_22:3)+Na","886.5569249","799.5248949","788.5800249","603.5711049","679.5660549","493.2689649","465.2376649","207.99872","5.49449090909091","5.79449090909091","7043"
"","PS(20:4_21:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(20:4_21:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(20:4_21:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(20:4_21:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(20:4_21:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(20:4_21:0)+Na","876.5725249","789.5404949","778.5956249","593.5867049","669.5816549","485.3002649","463.2219649","207.99872","7.69739444444445","7.99739444444445","18846"
"","PS(20:4_22:2)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:4_22:2)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:4_22:2)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:4_22:2)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:4_22:2)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:4_22:2)+Na","886.5568249","799.5247949","788.5799249","603.5710049","679.5659549","495.2845649","463.2219649","207.99872","5.49449090909091","5.79449090909091","7043"
"","PS(20:5_22:1)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:5_22:1)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:5_22:1)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:5_22:1)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:5_22:1)+Na",0,0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","PS(20:5_22:1)+Na","886.5569249","799.5248949","788.5800249","603.5711049","679.5660549","497.3002649","461.2063649","207.99872","5.49449090909091","5.79449090909091","7043"
"","PS(21:0_22:2)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(21:0_22:2)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(21:0_22:2)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(21:0_22:2)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(21:0_22:2)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(21:0_22:2)+Na","908.6351249","821.6030949","810.6582249","625.6493049","701.6442549","495.2845649","485.3002649","207.99872","10.3205424242424","10.6205424242424","3690"
