"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment"
"","Plasmenyl-PC(P-24:2/17:2)+H",1,0,0,0,0,0,0,0,0,1,"8.54385833333333","8.84385833333333","12933","","Plasmenyl-PC(P-24:2/17:2)+H",8.758866,0,0,0,0,0,0,0,0,8.758866,"8.54385833333333","8.84385833333333","12933","","Plasmenyl-PC(P-24:2/17:2)+H",1,0,0,0,0,0,0,0,0,1,"8.54385833333333","8.84385833333333","12933","","Plasmenyl-PC(P-24:2/17:2)+H",13952.9,0,0,0,0,0,0,0,0,143150,"8.54385833333333","8.84385833333333","12933","","Plasmenyl-PC(P-24:2/17:2)+H",836.6543,0,0,0,0,0,0,0,0,184.0736,"8.54385833333333","8.84385833333333","12933","","Plasmenyl-PC(P-24:2/17:2)+H","836.6528976","653.5868576","488.3137326","429.2402326","588.4389176","570.4283576","506.32419","323.25813","249.2219","184.07332","8.54385833333333","8.84385833333333","12933"
"","Plasmenyl-PC(P-24:2/17:2)+H",1,0,0,0,0,0,0,0,0,1,"8.71256666666667","9.01256666666667","16498","","Plasmenyl-PC(P-24:2/17:2)+H",8.758866,0,0,0,0,0,0,0,0,8.758866,"8.71256666666667","9.01256666666667","16498","","Plasmenyl-PC(P-24:2/17:2)+H",1,0,0,0,0,0,0,0,0,1,"8.71256666666667","9.01256666666667","16498","","Plasmenyl-PC(P-24:2/17:2)+H",13952.9,0,0,0,0,0,0,0,0,143150,"8.71256666666667","9.01256666666667","16498","","Plasmenyl-PC(P-24:2/17:2)+H",836.6543,0,0,0,0,0,0,0,0,184.0736,"8.71256666666667","9.01256666666667","16498","","Plasmenyl-PC(P-24:2/17:2)+H","836.6528976","653.5868576","488.3137326","429.2402326","588.4389176","570.4283576","506.32419","323.25813","249.2219","184.07332","8.71256666666667","9.01256666666667","16498"
"","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-24:2/18:0)+H","854.6997976","671.6337576","506.3606326","447.2871326","588.4389176","570.4283576","524.37109","341.30503","267.2688","184.07332","10.4325819444444","10.7325819444444","1888"
"","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-24:2/18:0)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-24:2/18:0)+H","854.6997976","671.6337576","506.3606326","447.2871326","588.4389176","570.4283576","524.37109","341.30503","267.2688","184.07332","10.7057236111111","11.0057236111111","6360"
"","Plasmenyl-PC(P-24:2/18:1)+H",1,0,0,0,0,0,0,0,0,1,"10.0560958333333","10.3560958333333","539","","Plasmenyl-PC(P-24:2/18:1)+H",10.16912,0,0,0,0,0,0,0,0,10.16912,"10.0560958333333","10.3560958333333","539","","Plasmenyl-PC(P-24:2/18:1)+H",2,0,0,0,0,0,0,0,0,2,"10.0560958333333","10.3560958333333","539","","Plasmenyl-PC(P-24:2/18:1)+H",232295.8,0,0,0,0,0,0,0,0,1828055,"10.0560958333333","10.3560958333333","539","","Plasmenyl-PC(P-24:2/18:1)+H",852.6847,0,0,0,0,0,0,0,0,184.0735,"10.0560958333333","10.3560958333333","539","","Plasmenyl-PC(P-24:2/18:1)+H","852.6841976","669.6181576","504.3450326","445.2715326","588.4389176","570.4283576","522.35549","339.28943","265.2532","184.07332","10.0560958333333","10.3560958333333","539"
"","Plasmenyl-PC(P-24:2/18:1)+H",1,0,0,0,0,0,0,0,0,1,"9.34173194444444","9.64173194444444","841","","Plasmenyl-PC(P-24:2/18:1)+H",9.494848,0,0,0,0,0,0,0,0,9.494848,"9.34173194444444","9.64173194444444","841","","Plasmenyl-PC(P-24:2/18:1)+H",1,0,0,0,0,0,0,0,0,1,"9.34173194444444","9.64173194444444","841","","Plasmenyl-PC(P-24:2/18:1)+H",257093.7,0,0,0,0,0,0,0,0,1859899,"9.34173194444444","9.64173194444444","841","","Plasmenyl-PC(P-24:2/18:1)+H",852.6838,0,0,0,0,0,0,0,0,184.0734,"9.34173194444444","9.64173194444444","841","","Plasmenyl-PC(P-24:2/18:1)+H","852.6841976","669.6181576","504.3450326","445.2715326","588.4389176","570.4283576","522.35549","339.28943","265.2532","184.07332","9.34173194444444","9.64173194444444","841"
"","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmenyl-PC(P-24:2/18:1)+H","852.6841976","669.6181576","504.3450326","445.2715326","588.4389176","570.4283576","522.35549","339.28943","265.2532","184.07332","9.77283611111111","10.0728361111111","2731"
"","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmenyl-PC(P-24:2/18:1)+H",0,0,0,0,0,0,0,0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmenyl-PC(P-24:2/18:1)+H","852.6841976","669.6181576","504.3450326","445.2715326","588.4389176","570.4283576","522.35549","339.28943","265.2532","184.07332","10.5716566666667","10.8716566666667","16745"
"","Plasmenyl-PC(P-24:2/18:2)+H",1,0,0,0,0,0,0,0,0,1,"9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-24:2/18:2)+H",9.257429,9.257429,0,0,0,0,0,0,0,9.257429,"9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-24:2/18:2)+H",2,1,0,0,0,0,0,0,0,2,"9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-24:2/18:2)+H",407577.3,883.9432,0,0,0,0,0,0,0,3078825,"9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-24:2/18:2)+H",850.66965,667.6052,0,0,0,0,0,0,0,184.0736,"9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-24:2/18:2)+H","850.6684976","667.6024576","502.3293326","443.2558326","588.4389176","570.4283576","520.33979","337.27373","263.2375","184.07332","9.03840555555555","9.33840555555555","284"
"","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmenyl-PC(P-24:2/18:2)+H","850.6684976","667.6024576","502.3293326","443.2558326","588.4389176","570.4283576","520.33979","337.27373","263.2375","184.07332","8.59374305555556","8.89374305555556","1339"
"","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmenyl-PC(P-24:2/18:2)+H","850.6684976","667.6024576","502.3293326","443.2558326","588.4389176","570.4283576","520.33979","337.27373","263.2375","184.07332","9.9025041666667","10.2025041666667","1846"
"","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmenyl-PC(P-24:2/18:2)+H",0,0,0,0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmenyl-PC(P-24:2/18:2)+H","850.6684976","667.6024576","502.3293326","443.2558326","588.4389176","570.4283576","520.33979","337.27373","263.2375","184.07332","10.4758722222222","10.7758722222222","5132"
"","Plasmenyl-PC(P-24:2/18:3)+H",1,0,0,0,0,0,0,0,0,1,"8.13996527777778","8.43996527777778","400","","Plasmenyl-PC(P-24:2/18:3)+H",8.25472,8.25472,0,0,0,0,0,0,0,8.25472,"8.13996527777778","8.43996527777778","400","","Plasmenyl-PC(P-24:2/18:3)+H",1,1,0,0,0,0,0,0,0,1,"8.13996527777778","8.43996527777778","400","","Plasmenyl-PC(P-24:2/18:3)+H",322443.9,854.1054,0,0,0,0,0,0,0,2647892,"8.13996527777778","8.43996527777778","400","","Plasmenyl-PC(P-24:2/18:3)+H",848.6537,665.5889,0,0,0,0,0,0,0,184.0736,"8.13996527777778","8.43996527777778","400","","Plasmenyl-PC(P-24:2/18:3)+H","848.6528976","665.5868576","500.3137326","441.2402326","588.4389176","570.4283576","518.32419","335.25813","261.2219","184.07332","8.13996527777778","8.43996527777778","400"
"","Plasmenyl-PC(P-24:2/18:3)+H",1,0,0,0,0,0,0,0,0,1,"8.85701805555556","9.15701805555556","858","","Plasmenyl-PC(P-24:2/18:3)+H",9.009154,0,0,0,0,0,0,0,0,9.009154,"8.85701805555556","9.15701805555556","858","","Plasmenyl-PC(P-24:2/18:3)+H",1,0,0,0,0,0,0,0,0,1,"8.85701805555556","9.15701805555556","858","","Plasmenyl-PC(P-24:2/18:3)+H",215088.5,0,0,0,0,0,0,0,0,1735368,"8.85701805555556","9.15701805555556","858","","Plasmenyl-PC(P-24:2/18:3)+H",848.6546,0,0,0,0,0,0,0,0,184.0738,"8.85701805555556","9.15701805555556","858","","Plasmenyl-PC(P-24:2/18:3)+H","848.6528976","665.5868576","500.3137326","441.2402326","588.4389176","570.4283576","518.32419","335.25813","261.2219","184.07332","8.85701805555556","9.15701805555556","858"
"","Plasmenyl-PC(P-24:2/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmenyl-PC(P-24:2/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmenyl-PC(P-24:2/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmenyl-PC(P-24:2/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmenyl-PC(P-24:2/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmenyl-PC(P-24:2/18:3)+H","848.6528976","665.5868576","500.3137326","441.2402326","588.4389176","570.4283576","518.32419","335.25813","261.2219","184.07332","9.57107083333334","9.87107083333334","5686"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","7.69255972222222","7.99255972222222","1181"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","7.95188333333333","8.25188333333333","1212"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.2798","7.5798","2029","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.2798","7.5798","2029","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.2798","7.5798","2029","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.2798","7.5798","2029","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.2798","7.5798","2029","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","7.2798","7.5798","2029"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","9.08300972222222","9.38300972222222","2362"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","7.09055555555555","7.39055555555555","2495"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","8.59896666666667","8.89896666666667","2787"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","8.81322361111111","9.11322361111111","4227"
"","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmenyl-PC(P-24:2/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmenyl-PC(P-24:2/18:4)+H","846.6371976","663.5711576","498.2980326","439.2245326","588.4389176","570.4283576","516.30849","333.24243","259.2062","184.07332","5.72049583333333","6.02049583333333","4754"
"","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,1,"12.2886694444444","12.5886694444444","207","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,12.468,"12.2886694444444","12.5886694444444","207","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,1,"12.2886694444444","12.5886694444444","207","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,1994.133,"12.2886694444444","12.5886694444444","207","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,184.0733,"12.2886694444444","12.5886694444444","207","","Plasmenyl-PC(P-24:2/20:1)+H","880.7154976","697.6494576","532.3763326","473.3028326","588.4389176","570.4283576","550.38679","367.32073","293.2845","184.07332","12.2886694444444","12.5886694444444","207"
"","Plasmenyl-PC(P-24:2/20:1)+H",1,0,0,0,0,0,0,0,0,1,"10.3590166666667","10.6590166666667","1064","","Plasmenyl-PC(P-24:2/20:1)+H",10.49661,0,0,0,0,0,0,0,0,10.49661,"10.3590166666667","10.6590166666667","1064","","Plasmenyl-PC(P-24:2/20:1)+H",1,0,0,0,0,0,0,0,0,1,"10.3590166666667","10.6590166666667","1064","","Plasmenyl-PC(P-24:2/20:1)+H",160879.5,0,0,0,0,0,0,0,0,1032370,"10.3590166666667","10.6590166666667","1064","","Plasmenyl-PC(P-24:2/20:1)+H",880.7163,0,0,0,0,0,0,0,0,184.0736,"10.3590166666667","10.6590166666667","1064","","Plasmenyl-PC(P-24:2/20:1)+H","880.7154976","697.6494576","532.3763326","473.3028326","588.4389176","570.4283576","550.38679","367.32073","293.2845","184.07332","10.3590166666667","10.6590166666667","1064"
"","Plasmenyl-PC(P-24:2/20:1)+H",1,0,0,0,0,0,0,0,0,1,"10.9399888888889","11.2399888888889","1536","","Plasmenyl-PC(P-24:2/20:1)+H",11.08614,0,0,0,0,0,0,0,0,11.08614,"10.9399888888889","11.2399888888889","1536","","Plasmenyl-PC(P-24:2/20:1)+H",1,0,0,0,0,0,0,0,0,1,"10.9399888888889","11.2399888888889","1536","","Plasmenyl-PC(P-24:2/20:1)+H",117063.8,0,0,0,0,0,0,0,0,805567.3,"10.9399888888889","11.2399888888889","1536","","Plasmenyl-PC(P-24:2/20:1)+H",880.7156,0,0,0,0,0,0,0,0,184.0735,"10.9399888888889","11.2399888888889","1536","","Plasmenyl-PC(P-24:2/20:1)+H","880.7154976","697.6494576","532.3763326","473.3028326","588.4389176","570.4283576","550.38679","367.32073","293.2845","184.07332","10.9399888888889","11.2399888888889","1536"
"","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmenyl-PC(P-24:2/20:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmenyl-PC(P-24:2/20:1)+H","880.7154976","697.6494576","532.3763326","473.3028326","588.4389176","570.4283576","550.38679","367.32073","293.2845","184.07332","10.6725680555556","10.9725680555556","3708"
"","Plasmenyl-PC(P-24:2/20:2)+H",1,1,0,0,0,0,0,0,0,1,"9.9701444444444","10.2701444444444","237","","Plasmenyl-PC(P-24:2/20:2)+H",10.18994,10.18994,0,0,0,0,0,0,0,10.18994,"9.9701444444444","10.2701444444444","237","","Plasmenyl-PC(P-24:2/20:2)+H",2,2,0,0,0,0,0,0,0,2,"9.9701444444444","10.2701444444444","237","","Plasmenyl-PC(P-24:2/20:2)+H",643928.9,4330.071,0,0,0,0,0,0,0,4477021,"9.9701444444444","10.2701444444444","237","","Plasmenyl-PC(P-24:2/20:2)+H",878.6999,695.63365,0,0,0,0,0,0,0,184.07335,"9.9701444444444","10.2701444444444","237","","Plasmenyl-PC(P-24:2/20:2)+H","878.6997976","695.6337576","530.3606326","471.2871326","588.4389176","570.4283576","548.37109","365.30503","291.2688","184.07332","9.9701444444444","10.2701444444444","237"
"","Plasmenyl-PC(P-24:2/20:2)+H",1,0,0,0,0,0,0,0,0,1,"9.54670416666667","9.84670416666667","1145","","Plasmenyl-PC(P-24:2/20:2)+H",9.718561,0,0,0,0,0,0,0,0,9.718561,"9.54670416666667","9.84670416666667","1145","","Plasmenyl-PC(P-24:2/20:2)+H",1,0,0,0,0,0,0,0,0,1,"9.54670416666667","9.84670416666667","1145","","Plasmenyl-PC(P-24:2/20:2)+H",169899.8,0,0,0,0,0,0,0,0,1169257,"9.54670416666667","9.84670416666667","1145","","Plasmenyl-PC(P-24:2/20:2)+H",878.701,0,0,0,0,0,0,0,0,184.0737,"9.54670416666667","9.84670416666667","1145","","Plasmenyl-PC(P-24:2/20:2)+H","878.6997976","695.6337576","530.3606326","471.2871326","588.4389176","570.4283576","548.37109","365.30503","291.2688","184.07332","9.54670416666667","9.84670416666667","1145"
"","Plasmenyl-PC(P-24:2/20:3)+H",1,1,0,0,0,0,0,0,0,1,"9.14550138888889","9.44550138888889","336","","Plasmenyl-PC(P-24:2/20:3)+H",9.267788,9.267788,0,0,0,0,0,0,0,9.267788,"9.14550138888889","9.44550138888889","336","","Plasmenyl-PC(P-24:2/20:3)+H",2,1,0,0,0,0,0,0,0,2,"9.14550138888889","9.44550138888889","336","","Plasmenyl-PC(P-24:2/20:3)+H",564024.9,2974.638,0,0,0,0,0,0,0,4915008,"9.14550138888889","9.44550138888889","336","","Plasmenyl-PC(P-24:2/20:3)+H",876.68535,693.6177,0,0,0,0,0,0,0,184.0736,"9.14550138888889","9.44550138888889","336","","Plasmenyl-PC(P-24:2/20:3)+H","876.6841976","693.6181576","528.3450326","469.2715326","588.4389176","570.4283576","546.35549","363.28943","289.2532","184.07332","9.14550138888889","9.44550138888889","336"
