"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","RT at Max Intensity","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Number of Scans","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Max Intensity","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Average m/z","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment"
"","OxPE(22:4(OOOO)_4:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.754063636363636","1.05406363636364","1773","","OxPE(22:4(OOOO)_4:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.754063636363636","1.05406363636364","1773","","OxPE(22:4(OOOO)_4:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.754063636363636","1.05406363636364","1773","","OxPE(22:4(OOOO)_4:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.754063636363636","1.05406363636364","1773","","OxPE(22:4(OOOO)_4:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.754063636363636","1.05406363636364","1773","","OxPE(22:4(OOOO)_4:0(CHO))-H","676.31038","298.06973","592.28923","280.05917","574.27867","395.24393","101.02443","152.99586","96.96964","78.95852","140.01128","122.0007","0.754063636363636","1.05406363636364","1773"
"","OxPE(22:5(OOOO)_6:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:5(OOOO)_6:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:5(OOOO)_6:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:5(OOOO)_6:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:5(OOOO)_6:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:5(OOOO)_6:1(CHO))-H","700.31044","324.08539","590.27363","306.07483","572.26307","393.22833","127.04009","152.99586","96.96964","78.95852","140.01128","122.0007","0.598343333333333","0.898343333333333","2591"
"","OxPE(22:6(OOOO)_6:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:6(OOOO)_6:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:6(OOOO)_6:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:6(OOOO)_6:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:6(OOOO)_6:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.598343333333333","0.898343333333333","2591","","OxPE(22:6(OOOO)_6:0(CHO))-H","700.31038","326.10103","588.25793","308.09047","570.24737","391.21263","129.05573","152.99586","96.96964","78.95852","140.01128","122.0007","0.598343333333333","0.898343333333333","2591"
"","OxPE(22:6(OOOO)_6:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.246835","1.546835","1300","","OxPE(22:6(OOOO)_6:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.246835","1.546835","1300","","OxPE(22:6(OOOO)_6:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.246835","1.546835","1300","","OxPE(22:6(OOOO)_6:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.246835","1.546835","1300","","OxPE(22:6(OOOO)_6:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.246835","1.546835","1300","","OxPE(22:6(OOOO)_6:1(COOH))-H","714.28966","340.08031","588.25793","322.06975","570.24737","391.21263","143.03501","152.99586","96.96964","78.95852","140.01128","122.0007","1.246835","1.546835","1300"
"","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(14:1(Ke)_24:1(Ke))-H","798.52914","576.36711","436.21061","558.35655","418.20005","239.16531","379.32181","152.99586","96.96964","78.95852","140.01128","122.0007","4.7790303030303","5.0790303030303","844"
"","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(14:1(Ke)_24:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(14:1(Ke)_24:1(Ke))-H","798.52914","576.36711","436.21061","558.35655","418.20005","239.16531","379.32181","152.99586","96.96964","78.95852","140.01128","122.0007","6.00865757575758","6.30865757575758","1893"
"","OxPE(14:1(Ke)_11:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(14:1(Ke)_11:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(14:1(Ke)_11:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(14:1(Ke)_11:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(14:1(Ke)_11:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(14:1(Ke)_11:1(CHO))-H","616.32567","394.16364","436.21061","376.15308","418.20005","239.16531","197.11834","152.99586","96.96964","78.95852","140.01128","122.0007","0.556195","0.856195","3915"
"","OxPE(14:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(14:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(14:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(14:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(14:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(14:1(Ke)_9:0(COOH))-H","606.30493","384.1429","436.21061","366.13234","418.20005","239.16531","187.0976","152.99586","96.96964","78.95852","140.01128","122.0007","0.522733333333333","0.822733333333333","1516"
"","OxPE(14:1(Ke)_11:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(14:1(Ke)_11:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(14:1(Ke)_11:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(14:1(Ke)_11:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(14:1(Ke)_11:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(14:1(Ke)_11:0(COOH))-H","634.33623","412.1742","436.21061","394.16364","418.20005","239.16531","215.1289","152.99586","96.96964","78.95852","140.01128","122.0007","0.85732878787879","1.15732878787879","454"
"","OxPE(14:1(Ke)_11:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(14:1(Ke)_11:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(14:1(Ke)_11:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(14:1(Ke)_11:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(14:1(Ke)_11:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(14:1(Ke)_11:1(COOH))-H","632.32059","410.15856","436.21061","392.148","418.20005","239.16531","213.11326","152.99586","96.96964","78.95852","140.01128","122.0007","0.593419696969697","0.893419696969697","332"
"","OxPE(14:1(Ke)_13:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(14:1(Ke)_13:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(14:1(Ke)_13:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(14:1(Ke)_13:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(14:1(Ke)_13:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(14:1(Ke)_13:3(COOH))-H","656.32059","434.15856","436.21061","416.148","418.20005","239.16531","237.11326","152.99586","96.96964","78.95852","140.01128","122.0007","0.553121212121212","0.853121212121212","2096"
"","OxPE(15:1(Ke)_24:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(15:1(Ke)_24:1(Ke))-H",5.57034,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(15:1(Ke)_24:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(15:1(Ke)_24:1(Ke))-H",3136.697,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(15:1(Ke)_24:1(Ke))-H",812.546,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(15:1(Ke)_24:1(Ke))-H","812.54474","576.36711","450.22621","558.35655","432.21565","253.18091","379.32181","152.99586","96.96964","78.95852","140.01128","122.0007","5.44529696969697","5.74529696969697","458"
"","OxPE(15:1(Ke)_10:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(15:1(Ke)_10:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(15:1(Ke)_10:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(15:1(Ke)_10:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(15:1(Ke)_10:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(15:1(Ke)_10:1(CHO))-H","616.32562","380.14799","450.22621","362.13743","432.21565","253.18091","183.10269","152.99586","96.96964","78.95852","140.01128","122.0007","0.556195","0.856195","3915"
"","OxPE(15:1(Ke)_8:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(15:1(Ke)_8:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(15:1(Ke)_8:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(15:1(Ke)_8:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(15:1(Ke)_8:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(15:1(Ke)_8:0(COOH))-H","606.30488","370.12725","450.22621","352.11669","432.21565","253.18091","173.08195","152.99586","96.96964","78.95852","140.01128","122.0007","0.522733333333333","0.822733333333333","1516"
"","OxPE(15:1(Ke)_10:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(15:1(Ke)_10:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(15:1(Ke)_10:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(15:1(Ke)_10:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(15:1(Ke)_10:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(15:1(Ke)_10:0(COOH))-H","634.33618","398.15855","450.22621","380.14799","432.21565","253.18091","201.11325","152.99586","96.96964","78.95852","140.01128","122.0007","0.85732878787879","1.15732878787879","454"
"","OxPE(15:1(Ke)_10:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(15:1(Ke)_10:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(15:1(Ke)_10:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(15:1(Ke)_10:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(15:1(Ke)_10:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(15:1(Ke)_10:1(COOH))-H","632.32054","396.14291","450.22621","378.13235","432.21565","253.18091","199.09761","152.99586","96.96964","78.95852","140.01128","122.0007","0.593419696969697","0.893419696969697","332"
"","OxPE(15:1(Ke)_12:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(15:1(Ke)_12:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(15:1(Ke)_12:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(15:1(Ke)_12:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(15:1(Ke)_12:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.553121212121212","0.853121212121212","2096","","OxPE(15:1(Ke)_12:3(COOH))-H","656.32054","420.14291","450.22621","402.13235","432.21565","253.18091","223.09761","152.99586","96.96964","78.95852","140.01128","122.0007","0.553121212121212","0.853121212121212","2096"
"","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(16:1(Ke)_22:1(Ke))-H","798.52914","548.33581","464.24191","530.32525","446.23135","267.19661","351.29051","152.99586","96.96964","78.95852","140.01128","122.0007","4.7790303030303","5.0790303030303","844"
"","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(16:1(Ke)_22:1(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(16:1(Ke)_22:1(Ke))-H","798.52914","548.33581","464.24191","530.32525","446.23135","267.19661","351.29051","152.99586","96.96964","78.95852","140.01128","122.0007","6.00865757575758","6.30865757575758","1893"
"","OxPE(16:1(Ke)_22:2(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(16:1(Ke)_22:2(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(16:1(Ke)_22:2(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(16:1(Ke)_22:2(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(16:1(Ke)_22:2(Ke))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(16:1(Ke)_22:2(Ke))-H","796.51344","546.32011","464.24191","528.30955","446.23135","267.19661","349.27481","152.99586","96.96964","78.95852","140.01128","122.0007","5.74913636363636","6.04913636363636","976"
"","OxPE(16:1(Ke)_24:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(16:1(Ke)_24:1(Ke))-H",6.155149,0,0,0,0,0,0,6.155149,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(16:1(Ke)_24:1(Ke))-H",3,0,0,0,0,0,0,1,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(16:1(Ke)_24:1(Ke))-H",62905.66,0,0,0,0,0,0,905.15,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(16:1(Ke)_24:1(Ke))-H",826.561466666667,0,0,0,0,0,0,152.9958,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(16:1(Ke)_24:1(Ke))-H","826.56044","576.36711","464.24191","558.35655","446.23135","267.19661","379.32181","152.99586","96.96964","78.95852","140.01128","122.0007","6.04034545454545","6.34034545454545","46"
"","OxPE(16:1(Ke)_24:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(16:1(Ke)_24:1(Ke))-H",5.628545,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(16:1(Ke)_24:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(16:1(Ke)_24:1(Ke))-H",8589.773,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(16:1(Ke)_24:1(Ke))-H",826.5615,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(16:1(Ke)_24:1(Ke))-H","826.56044","576.36711","464.24191","558.35655","446.23135","267.19661","379.32181","152.99586","96.96964","78.95852","140.01128","122.0007","5.38873333333333","5.68873333333333","83"
"","OxPE(16:1(Ke)_24:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(16:1(Ke)_24:1(Ke))-H",5.896158,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(16:1(Ke)_24:1(Ke))-H",2,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(16:1(Ke)_24:1(Ke))-H",4861.312,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(16:1(Ke)_24:1(Ke))-H",826.56305,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(16:1(Ke)_24:1(Ke))-H","826.56044","576.36711","464.24191","558.35655","446.23135","267.19661","379.32181","152.99586","96.96964","78.95852","140.01128","122.0007","5.71959545454545","6.01959545454545","3405"
"","OxPE(16:1(Ke)_9:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(16:1(Ke)_9:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(16:1(Ke)_9:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(16:1(Ke)_9:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(16:1(Ke)_9:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.556195","0.856195","3915","","OxPE(16:1(Ke)_9:1(CHO))-H","616.32567","366.13234","464.24191","348.12178","446.23135","267.19661","169.08704","152.99586","96.96964","78.95852","140.01128","122.0007","0.556195","0.856195","3915"
"","OxPE(16:1(Ke)_7:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(16:1(Ke)_7:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(16:1(Ke)_7:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(16:1(Ke)_7:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(16:1(Ke)_7:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.522733333333333","0.822733333333333","1516","","OxPE(16:1(Ke)_7:0(COOH))-H","606.30493","356.1116","464.24191","338.10104","446.23135","267.19661","159.0663","152.99586","96.96964","78.95852","140.01128","122.0007","0.522733333333333","0.822733333333333","1516"
"","OxPE(16:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(16:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(16:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(16:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(16:1(Ke)_9:0(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPE(16:1(Ke)_9:0(COOH))-H","634.33623","384.1429","464.24191","366.13234","446.23135","267.19661","187.0976","152.99586","96.96964","78.95852","140.01128","122.0007","0.85732878787879","1.15732878787879","454"
"","OxPE(16:1(Ke)_9:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(16:1(Ke)_9:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(16:1(Ke)_9:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(16:1(Ke)_9:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(16:1(Ke)_9:1(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"0.593419696969697","0.893419696969697","332","","OxPE(16:1(Ke)_9:1(COOH))-H","632.32059","382.12726","464.24191","364.1167","446.23135","267.19661","185.08196","152.99586","96.96964","78.95852","140.01128","122.0007","0.593419696969697","0.893419696969697","332"
"","OxPE(17:1(Ke)_22:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(17:1(Ke)_22:1(Ke))-H",5.57034,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(17:1(Ke)_22:1(Ke))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(17:1(Ke)_22:1(Ke))-H",3136.697,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(17:1(Ke)_22:1(Ke))-H",812.546,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","OxPE(17:1(Ke)_22:1(Ke))-H","812.54474","548.33581","478.25751","530.32525","460.24695","281.21221","351.29051","152.99586","96.96964","78.95852","140.01128","122.0007","5.44529696969697","5.74529696969697","458"
