Cer-AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-AS(d17:1/12:0)-H,482.4209,464.4104,450.3947,434.3998,282.2439,266.2489,215.1653,214.1813,254.2489,197.1547,225.2224,223.2067,169.1598
Cer-AS(d17:1/12:1)-H,480.4053,462.3947,448.3791,432.3842,282.2439,266.2489,213.1496,212.1656,254.2489,195.1391,225.2224,223.2067,167.1441
Cer-AS(d17:1/13:0)-H,496.4366,478.426,464.4104,448.4154,282.2439,266.2489,229.1809,228.1969,254.2489,211.1704,225.2224,223.2067,183.1754
Cer-AS(d17:1/13:1)-H,494.4209,476.4104,462.3947,446.3998,282.2439,266.2489,227.1653,226.1813,254.2489,209.1547,225.2224,223.2067,181.1598
Cer-AS(d17:1/14:0)-H,510.4522,492.4417,478.426,462.4311,282.2439,266.2489,243.1966,242.2126,254.2489,225.186,225.2224,223.2067,197.1911
Cer-AS(d17:1/14:1)-H,508.4366,490.426,476.4104,460.4154,282.2439,266.2489,241.1809,240.1969,254.2489,223.1704,225.2224,223.2067,195.1754
Cer-AS(d17:1/15:0)-H,524.4679,506.4573,492.4417,476.4467,282.2439,266.2489,257.2122,256.2282,254.2489,239.2017,225.2224,223.2067,211.2067
Cer-AS(d17:1/15:1)-H,522.4523,504.4417,490.426,474.4311,282.2439,266.2489,255.1966,254.2126,254.2489,237.186,225.2224,223.2067,209.1911
Cer-AS(d17:1/16:0)-H,538.4835,520.473,506.4573,490.4624,282.2439,266.2489,271.2279,270.2439,254.2489,253.2173,225.2224,223.2067,225.2224
Cer-AS(d17:1/16:1)-H,536.4679,518.4573,504.4417,488.4467,282.2439,266.2489,269.2122,268.2282,254.2489,251.2017,225.2224,223.2067,223.2067
Cer-AS(d17:1/16:2)-H,534.4523,516.4417,502.426,486.4311,282.2439,266.2489,267.1966,266.2126,254.2489,249.186,225.2224,223.2067,221.1911
Cer-AS(d17:1/17:0)-H,552.4992,534.4886,520.473,504.4781,282.2439,266.2489,285.2435,284.2595,254.2489,267.233,225.2224,223.2067,239.238
Cer-AS(d17:1/18:0)-H,566.5148,548.5043,534.4886,518.4937,282.2439,266.2489,299.2592,298.2751,254.2489,281.2486,225.2224,223.2067,253.2537
Cer-AS(d17:1/18:1)-H,564.4992,546.4886,532.473,516.478,282.2439,266.2489,297.2435,296.2595,254.2489,279.233,225.2224,223.2067,251.238
Cer-AS(d17:1/18:2)-H,562.4835,544.473,530.4573,514.4624,282.2439,266.2489,295.2279,294.2439,254.2489,277.2173,225.2224,223.2067,249.2224
Cer-AS(d17:1/19:0)-H,580.5305,562.5199,548.5043,532.5093,282.2439,266.2489,313.2748,312.2908,254.2489,295.2643,225.2224,223.2067,267.2693
Cer-AS(d17:1/19:1)-H,578.5148,560.5043,546.4886,530.4937,282.2439,266.2489,311.2592,310.2751,254.2489,293.2486,225.2224,223.2067,265.2537
Cer-AS(d17:1/20:0)-H,594.5461,576.5356,562.5199,546.525,282.2439,266.2489,327.2905,326.3065,254.2489,309.2799,225.2224,223.2067,281.285
Cer-AS(d17:1/20:1)-H,592.5305,574.5199,560.5043,544.5093,282.2439,266.2489,325.2748,324.2908,254.2489,307.2643,225.2224,223.2067,279.2693
Cer-AS(d17:1/20:2)-H,590.5148,572.5043,558.4886,542.4937,282.2439,266.2489,323.2592,322.2751,254.2489,305.2486,225.2224,223.2067,277.2537
Cer-AS(d17:1/21:0)-H,608.5618,590.5512,576.5356,560.5406,282.2439,266.2489,341.3061,340.3221,254.2489,323.2956,225.2224,223.2067,295.3006
Cer-AS(d17:1/21:1)-H,606.5461,588.5356,574.5199,558.525,282.2439,266.2489,339.2905,338.3065,254.2489,321.2799,225.2224,223.2067,293.285
Cer-AS(d17:1/22:0)-H,622.5775,604.5669,590.5512,574.5563,282.2439,266.2489,355.3218,354.3378,254.2489,337.3112,225.2224,223.2067,309.3163
Cer-AS(d17:1/22:1)-H,620.5618,602.5512,588.5356,572.5406,282.2439,266.2489,353.3061,352.3221,254.2489,335.2956,225.2224,223.2067,307.3006
Cer-AS(d17:1/22:2)-H,618.5461,600.5356,586.5199,570.525,282.2439,266.2489,351.2905,350.3065,254.2489,333.2799,225.2224,223.2067,305.285
Cer-AS(d17:1/23:0)-H,636.5931,618.5825,604.5669,588.572,282.2439,266.2489,369.3374,368.3534,254.2489,351.3269,225.2224,223.2067,323.3319
Cer-AS(d17:1/23:1)-H,634.5775,616.5669,602.5512,586.5563,282.2439,266.2489,367.3218,366.3378,254.2489,349.3112,225.2224,223.2067,321.3163
Cer-AS(d17:1/24:0)-H,650.6088,632.5981,618.5825,602.5876,282.2439,266.2489,383.3531,382.369,254.2489,365.3425,225.2224,223.2067,337.3476
Cer-AS(d17:1/24:1)-H,648.5931,630.5825,616.5669,600.572,282.2439,266.2489,381.3374,380.3534,254.2489,363.3269,225.2224,223.2067,335.3319
Cer-AS(d17:1/24:2)-H,646.5775,628.5669,614.5512,598.5563,282.2439,266.2489,379.3218,378.3378,254.2489,361.3112,225.2224,223.2067,333.3163
Cer-AS(d17:1/25:0)-H,664.6244,646.6138,632.5981,616.6033,282.2439,266.2489,397.3687,396.3847,254.2489,379.3582,225.2224,223.2067,351.3633
Cer-AS(d17:1/25:1)-H,662.6088,644.5981,630.5825,614.5876,282.2439,266.2489,395.3531,394.369,254.2489,377.3425,225.2224,223.2067,349.3476
Cer-AS(d17:1/26:0)-H,678.64,660.6295,646.6138,630.6189,282.2439,266.2489,411.3844,410.4004,254.2489,393.3738,225.2224,223.2067,365.3789
Cer-AS(d17:1/26:1)-H,676.6244,658.6138,644.5981,628.6033,282.2439,266.2489,409.3687,408.3847,254.2489,391.3582,225.2224,223.2067,363.3633
Cer-AS(d17:1/26:2)-H,674.6088,656.5981,642.5825,626.5876,282.2439,266.2489,407.3531,406.369,254.2489,389.3425,225.2224,223.2067,361.3476
Cer-AS(d17:1/27:0)-H,692.6557,674.6451,660.6295,644.6345,282.2439,266.2489,425.4,424.416,254.2489,407.3895,225.2224,223.2067,379.3945
Cer-AS(d17:1/27:1)-H,690.64,672.6295,658.6138,642.6189,282.2439,266.2489,423.3844,422.4004,254.2489,405.3738,225.2224,223.2067,377.3789
Cer-AS(d17:1/28:0)-H,706.6713,688.6608,674.6451,658.6502,282.2439,266.2489,439.4157,438.4317,254.2489,421.4051,225.2224,223.2067,393.4102
Cer-AS(d17:1/28:1)-H,704.6557,686.6451,672.6295,656.6345,282.2439,266.2489,437.4,436.416,254.2489,419.3895,225.2224,223.2067,391.3945
Cer-AS(d17:1/28:2)-H,702.64,684.6295,670.6138,654.6189,282.2439,266.2489,435.3844,434.4004,254.2489,417.3738,225.2224,223.2067,389.3789
Cer-AS(d17:1/29:0)-H,720.687,702.6764,688.6608,672.6658,282.2439,266.2489,453.4313,452.4473,254.2489,435.4207,225.2224,223.2067,407.4258
Cer-AS(d17:1/29:1)-H,718.6713,700.6608,686.6451,670.6502,282.2439,266.2489,451.4157,450.4317,254.2489,433.4051,225.2224,223.2067,405.4102
Cer-AS(d17:1/30:0)-H,734.7026,716.6921,702.6764,686.6815,282.2439,266.2489,467.447,466.463,254.2489,449.4364,225.2224,223.2067,421.4415
Cer-AS(d17:1/30:1)-H,732.687,714.6764,700.6608,684.6658,282.2439,266.2489,465.4313,464.4473,254.2489,447.4207,225.2224,223.2067,419.4258
Cer-AS(d17:1/30:2)-H,730.6713,712.6608,698.6451,682.6502,282.2439,266.2489,463.4157,462.4317,254.2489,445.4051,225.2224,223.2067,417.4102
Cer-AS(d17:1/31:0)-H,748.7183,730.7077,716.6921,700.6971,282.2439,266.2489,481.4626,480.4786,254.2489,463.4521,225.2224,223.2067,435.4572
Cer-AS(d17:1/31:1)-H,746.7026,728.6921,714.6764,698.6815,282.2439,266.2489,479.447,478.463,254.2489,461.4364,225.2224,223.2067,433.4415
Cer-AS(d17:1/32:0)-H,762.7339,744.7234,730.7077,714.7128,282.2439,266.2489,495.4783,494.4943,254.2489,477.4677,225.2224,223.2067,449.4728
Cer-AS(d17:1/32:1)-H,760.7183,742.7077,728.6921,712.6971,282.2439,266.2489,493.4626,492.4786,254.2489,475.4521,225.2224,223.2067,447.4572
Cer-AS(d17:1/32:2)-H,758.7026,740.6921,726.6764,710.6815,282.2439,266.2489,491.447,490.463,254.2489,473.4364,225.2224,223.2067,445.4415
Cer-AS(d17:1/33:0)-H,776.7496,758.739,744.7234,728.7285,282.2439,266.2489,509.4939,508.5099,254.2489,491.4834,225.2224,223.2067,463.4884
Cer-AS(d17:1/33:1)-H,774.7339,756.7234,742.7077,726.7128,282.2439,266.2489,507.4783,506.4943,254.2489,489.4677,225.2224,223.2067,461.4728
Cer-AS(d17:1/34:0)-H,790.7653,772.7547,758.739,742.7441,282.2439,266.2489,523.5096,522.5256,254.2489,505.499,225.2224,223.2067,477.5041
Cer-AS(d17:1/34:1)-H,788.7496,770.739,756.7234,740.7285,282.2439,266.2489,521.494,520.5099,254.2489,503.4834,225.2224,223.2067,475.4884
Cer-AS(d17:1/34:2)-H,786.7339,768.7234,754.7077,738.7128,282.2439,266.2489,519.4783,518.4943,254.2489,501.4677,225.2224,223.2067,473.4728
Cer-AS(d17:1/35:0)-H,804.7809,786.7703,772.7547,756.7598,282.2439,266.2489,537.5252,536.5412,254.2489,519.5146,225.2224,223.2067,491.5197
Cer-AS(d17:1/35:1)-H,802.7653,784.7547,770.739,754.7441,282.2439,266.2489,535.5096,534.5256,254.2489,517.499,225.2224,223.2067,489.5041
Cer-AS(d17:1/36:0)-H,818.7966,800.7859,786.7703,770.7754,282.2439,266.2489,551.5409,550.5569,254.2489,533.5303,225.2224,223.2067,505.5354
Cer-AS(d17:1/36:1)-H,816.7809,798.7703,784.7547,768.7598,282.2439,266.2489,549.5252,548.5412,254.2489,531.5146,225.2224,223.2067,503.5197
Cer-AS(d17:1/36:2)-H,814.7653,796.7547,782.739,766.7441,282.2439,266.2489,547.5096,546.5256,254.2489,529.499,225.2224,223.2067,501.5041
Cer-AS(d17:1/38:0)-H,846.8278,828.8173,814.8016,798.8067,282.2439,266.2489,579.5722,578.5881,254.2489,561.5616,225.2224,223.2067,533.5667
Cer-AS(d17:1/38:1)-H,844.8122,826.8016,812.7859,796.7911,282.2439,266.2489,577.5565,576.5725,254.2489,559.546,225.2224,223.2067,531.551
Cer-AS(d17:1/38:2)-H,842.7966,824.7859,810.7703,794.7754,282.2439,266.2489,575.5409,574.5569,254.2489,557.5303,225.2224,223.2067,529.5354
Cer-AS(d17:1/40:0)-H,874.8591,856.8486,842.8329,826.838,282.2439,266.2489,607.6035,606.6194,254.2489,589.5929,225.2224,223.2067,561.598
Cer-AS(d17:1/40:1)-H,872.8435,854.8329,840.8173,824.8223,282.2439,266.2489,605.5878,604.6038,254.2489,587.5773,225.2224,223.2067,559.5823
Cer-AS(d17:1/40:2)-H,870.8278,852.8173,838.8016,822.8067,282.2439,266.2489,603.5722,602.5881,254.2489,585.5616,225.2224,223.2067,557.5667
