PEtOH,[M-H]-,NL of SN1,NL of SN2,FA SN2,FA SN1,[C5H11O5P-H]-
PEtOH(17:1_20:5)-H,733.4813,483.2518,449.2674,301.2166,267.2323,181.0271
PEtOH(21:0_17:1)-H,757.5753,449.2676,507.3458,267.2323,325.3105,181.0271
PEtOH(17:1_21:1)-H,755.5596,505.3301,449.2675,323.2948,267.2323,181.0271
PEtOH(17:1_21:2)-H,753.544,503.3145,449.2676,321.2792,267.2323,181.0271
PEtOH(22:0_17:1)-H,771.5909,449.2675,521.3614,267.2323,339.3261,181.0271
PEtOH(17:1_22:1)-H,769.5753,519.3458,449.2676,337.3105,267.2323,181.0271
PEtOH(17:1_22:2)-H,767.5596,517.3301,449.2675,335.2948,267.2323,181.0271
PEtOH(17:1_22:3)-H,765.544,515.3145,449.2676,333.2792,267.2323,181.0271
PEtOH(17:1_22:4)-H,763.5283,513.2988,449.2675,331.2635,267.2323,181.0271
PEtOH(17:1_22:5)-H,761.5127,511.2832,449.2675,329.2479,267.2323,181.0271
PEtOH(17:1_22:6)-H,759.497,509.2675,449.2675,327.2323,267.2323,181.0271
PEtOH(23:0_17:1)-H,785.6065,449.2675,535.377,267.2323,353.3417,181.0271
PEtOH(24:0_17:1)-H,799.6222,449.2676,549.3927,267.2323,367.3574,181.0271
PEtOH(17:1_24:1)-H,797.6065,547.377,449.2675,365.3417,267.2323,181.0271
PEtOH(17:1_24:2)-H,795.5909,545.3614,449.2675,363.3261,267.2323,181.0271
PEtOH(17:1_24:4)-H,791.5596,541.3301,449.2675,359.2948,267.2323,181.0271
PEtOH(25:0_17:1)-H,813.6378,449.2675,563.4083,267.2323,381.373,181.0271
PEtOH(26:0_17:1)-H,827.6535,449.2676,577.424,267.2323,395.3887,181.0271
PEtOH(17:1_26:1)-H,825.6378,575.4083,449.2675,393.373,267.2323,181.0271
PEtOH(17:1_26:2)-H,823.6222,573.3927,449.2676,391.3574,267.2323,181.0271
PEtOH(17:1_26:4)-H,819.5909,569.3614,449.2675,387.3261,267.2323,181.0271
PEtOH(27:0_17:1)-H,841.6693,449.2677,591.4397,267.2323,409.4043,181.0271
PEtOH(17:2_17:2)-H,695.4657,447.2518,447.2518,265.2166,265.2166,181.0271
PEtOH(18:0_17:2)-H,713.5127,447.2519,465.2988,265.2166,283.2635,181.0271
PEtOH(18:1_17:2)-H,711.497,447.2519,463.2831,265.2166,281.2479,181.0271
PEtOH(17:2_18:2)-H,709.4813,461.2674,447.2518,279.2323,265.2166,181.0271
PEtOH(17:2_18:3)-H,707.4657,459.2518,447.2518,277.2166,265.2166,181.0271
PEtOH(17:2_18:4)-H,705.45,457.2361,447.2518,275.201,265.2166,181.0271
PEtOH(17:2_18:5)-H,703.4344,455.2206,447.2518,273.1853,265.2166,181.0271
PEtOH(19:0_17:2)-H,727.5283,447.2519,479.3145,265.2166,297.2792,181.0271
PEtOH(19:1_17:2)-H,725.5127,447.2519,477.2988,265.2166,295.2635,181.0271
PEtOH(17:2_19:2)-H,723.497,475.2831,447.2519,293.2479,265.2166,181.0271
PEtOH(20:0_17:2)-H,741.544,447.252,493.3301,265.2166,311.2948,181.0271
PEtOH(20:1_17:2)-H,739.5283,447.2519,491.3145,265.2166,309.2792,181.0271
PEtOH(17:2_20:2)-H,737.5127,489.2988,447.2519,307.2635,265.2166,181.0271
PEtOH(17:2_20:3)-H,735.497,487.2831,447.2519,305.2479,265.2166,181.0271
PEtOH(17:2_20:4)-H,733.4813,485.2674,447.2518,303.2323,265.2166,181.0271
PEtOH(17:2_20:5)-H,731.4657,483.2518,447.2518,301.2166,265.2166,181.0271
PEtOH(21:0_17:2)-H,755.5596,447.2519,507.3457,265.2166,325.3105,181.0271
PEtOH(21:1_17:2)-H,753.544,447.252,505.3301,265.2166,323.2948,181.0271
PEtOH(17:2_21:2)-H,751.5283,503.3145,447.2519,321.2792,265.2166,181.0271
PEtOH(22:0_17:2)-H,769.5753,447.252,521.3615,265.2166,339.3261,181.0271
PEtOH(22:1_17:2)-H,767.5596,447.2519,519.3458,265.2166,337.3105,181.0271
PEtOH(17:2_22:2)-H,765.544,517.3301,447.252,335.2948,265.2166,181.0271
PEtOH(17:2_22:3)-H,763.5283,515.3145,447.2519,333.2792,265.2166,181.0271
PEtOH(17:2_22:4)-H,761.5127,513.2988,447.2519,331.2635,265.2166,181.0271
PEtOH(17:2_22:5)-H,759.497,511.2831,447.2519,329.2479,265.2166,181.0271
PEtOH(17:2_22:6)-H,757.4813,509.2674,447.2518,327.2323,265.2166,181.0271
PEtOH(23:0_17:2)-H,783.5909,447.2519,535.377,265.2166,353.3417,181.0271
PEtOH(24:0_17:2)-H,797.6065,447.2519,549.3926,265.2166,367.3574,181.0271
PEtOH(24:1_17:2)-H,795.5909,447.2519,547.377,265.2166,365.3417,181.0271
PEtOH(17:2_24:2)-H,793.5753,545.3615,447.252,363.3261,265.2166,181.0271
PEtOH(17:2_24:4)-H,789.544,541.3301,447.252,359.2948,265.2166,181.0271
PEtOH(25:0_17:2)-H,811.6222,447.252,563.4083,265.2166,381.373,181.0271
PEtOH(26:0_17:2)-H,825.6378,447.2519,577.424,265.2166,395.3887,181.0271
PEtOH(26:1_17:2)-H,823.6222,447.252,575.4083,265.2166,393.373,181.0271
PEtOH(17:2_26:2)-H,821.6065,573.3926,447.2519,391.3574,265.2166,181.0271
PEtOH(17:2_26:4)-H,817.5753,569.3615,447.252,387.3261,265.2166,181.0271
PEtOH(27:0_17:2)-H,839.6535,447.252,591.4396,265.2166,409.4043,181.0271
PEtOH(18:0_18:0)-H,731.5596,465.2988,465.2988,283.2635,283.2635,181.0271
PEtOH(18:0_18:1)-H,729.544,463.2832,465.2989,281.2479,283.2635,181.0271
PEtOH(18:0_18:2)-H,727.5283,461.2675,465.2988,279.2323,283.2635,181.0271
PEtOH(18:0_18:3)-H,725.5127,459.2519,465.2988,277.2166,283.2635,181.0271
PEtOH(18:0_18:4)-H,723.497,457.2362,465.2988,275.201,283.2635,181.0271
PEtOH(18:0_18:5)-H,721.4813,455.2205,465.2987,273.1853,283.2635,181.0271
PEtOH(18:0_19:0)-H,745.5753,479.3145,465.2989,297.2792,283.2635,181.0271
PEtOH(18:0_19:1)-H,743.5596,477.2988,465.2988,295.2635,283.2635,181.0271
PEtOH(18:0_19:2)-H,741.544,475.2832,465.2989,293.2479,283.2635,181.0271
PEtOH(18:0_20:0)-H,759.5909,493.3301,465.2988,311.2948,283.2635,181.0271
PEtOH(18:0_20:1)-H,757.5753,491.3145,465.2989,309.2792,283.2635,181.0271
PEtOH(18:0_20:2)-H,755.5596,489.2988,465.2988,307.2635,283.2635,181.0271
PEtOH(18:0_20:3)-H,753.544,487.2832,465.2989,305.2479,283.2635,181.0271
PEtOH(18:0_20:4)-H,751.5283,485.2675,465.2988,303.2323,283.2635,181.0271
PEtOH(18:0_20:5)-H,749.5127,483.2519,465.2988,301.2166,283.2635,181.0271
PEtOH(18:0_21:0)-H,773.6065,507.3457,465.2988,325.3105,283.2635,181.0271
PEtOH(18:0_21:1)-H,771.5909,505.3301,465.2988,323.2948,283.2635,181.0271
PEtOH(18:0_21:2)-H,769.5753,503.3145,465.2989,321.2792,283.2635,181.0271
PEtOH(18:0_22:0)-H,787.6222,521.3615,465.2989,339.3261,283.2635,181.0271
PEtOH(18:0_22:1)-H,785.6065,519.3457,465.2988,337.3105,283.2635,181.0271
PEtOH(18:0_22:2)-H,783.5909,517.3301,465.2988,335.2948,283.2635,181.0271
PEtOH(18:0_22:3)-H,781.5753,515.3145,465.2989,333.2792,283.2635,181.0271
PEtOH(18:0_22:4)-H,779.5596,513.2988,465.2988,331.2635,283.2635,181.0271
PEtOH(18:0_22:5)-H,777.544,511.2832,465.2989,329.2479,283.2635,181.0271
PEtOH(18:0_22:6)-H,775.5283,509.2675,465.2988,327.2323,283.2635,181.0271
PEtOH(18:0_23:0)-H,801.6378,535.377,465.2988,353.3417,283.2635,181.0271
PEtOH(18:0_24:0)-H,815.6535,549.3927,465.2989,367.3574,283.2635,181.0271
PEtOH(18:0_24:1)-H,813.6378,547.377,465.2988,365.3417,283.2635,181.0271
PEtOH(18:0_24:2)-H,811.6222,545.3615,465.2989,363.3261,283.2635,181.0271
PEtOH(18:0_24:4)-H,807.5909,541.3301,465.2988,359.2948,283.2635,181.0271
PEtOH(18:0_25:0)-H,829.6693,563.4084,465.299,381.373,283.2635,181.0271
PEtOH(18:0_26:0)-H,843.6848,577.424,465.2989,395.3887,283.2635,181.0271
PEtOH(18:0_26:1)-H,841.6693,575.4084,465.299,393.373,283.2635,181.0271
PEtOH(18:0_26:2)-H,839.6535,573.3927,465.2989,391.3574,283.2635,181.0271
PEtOH(18:0_26:4)-H,835.6222,569.3615,465.2989,387.3261,283.2635,181.0271
PEtOH(18:0_27:0)-H,857.7005,591.4397,465.299,409.4043,283.2635,181.0271
PEtOH(18:1_18:1)-H,727.5283,463.2832,463.2832,281.2479,281.2479,181.0271
PEtOH(18:1_18:2)-H,725.5127,461.2675,463.2832,279.2323,281.2479,181.0271
PEtOH(18:1_18:3)-H,723.497,459.2519,463.2831,277.2166,281.2479,181.0271
PEtOH(18:1_18:4)-H,721.4813,457.2361,463.2831,275.201,281.2479,181.0271
PEtOH(18:1_18:5)-H,719.4657,455.2206,463.2831,273.1853,281.2479,181.0271
PEtOH(19:0_18:1)-H,743.5596,463.2832,479.3145,281.2479,297.2792,181.0271
PEtOH(18:1_19:1)-H,741.544,477.2989,463.2832,295.2635,281.2479,181.0271
PEtOH(18:1_19:2)-H,739.5283,475.2832,463.2832,293.2479,281.2479,181.0271
PEtOH(20:0_18:1)-H,757.5753,463.2832,493.3302,281.2479,311.2948,181.0271
PEtOH(18:1_20:1)-H,755.5596,491.3145,463.2832,309.2792,281.2479,181.0271
PEtOH(18:1_20:2)-H,753.544,489.2989,463.2832,307.2635,281.2479,181.0271
PEtOH(18:1_20:3)-H,751.5283,487.2832,463.2832,305.2479,281.2479,181.0271
PEtOH(18:1_20:4)-H,749.5127,485.2675,463.2832,303.2323,281.2479,181.0271
PEtOH(18:1_20:5)-H,747.497,483.2519,463.2831,301.2166,281.2479,181.0271
PEtOH(21:0_18:1)-H,771.5909,463.2832,507.3458,281.2479,325.3105,181.0271
PEtOH(18:1_21:1)-H,769.5753,505.3302,463.2832,323.2948,281.2479,181.0271
PEtOH(18:1_21:2)-H,767.5596,503.3145,463.2832,321.2792,281.2479,181.0271
PEtOH(22:0_18:1)-H,785.6065,463.2832,521.3614,281.2479,339.3261,181.0271
PEtOH(18:1_22:1)-H,783.5909,519.3458,463.2832,337.3105,281.2479,181.0271
PEtOH(18:1_22:2)-H,781.5753,517.3301,463.2832,335.2948,281.2479,181.0271
PEtOH(18:1_22:3)-H,779.5596,515.3145,463.2832,333.2792,281.2479,181.0271
PEtOH(18:1_22:4)-H,777.544,513.2989,463.2832,331.2635,281.2479,181.0271
PEtOH(18:1_22:5)-H,775.5283,511.2832,463.2832,329.2479,281.2479,181.0271
PEtOH(18:1_22:6)-H,773.5127,509.2675,463.2832,327.2323,281.2479,181.0271
PEtOH(23:0_18:1)-H,799.6222,463.2832,535.3771,281.2479,353.3417,181.0271
PEtOH(24:0_18:1)-H,813.6378,463.2832,549.3926,281.2479,367.3574,181.0271
PEtOH(18:1_24:1)-H,811.6222,547.3771,463.2832,365.3417,281.2479,181.0271
PEtOH(18:1_24:2)-H,809.6065,545.3614,463.2832,363.3261,281.2479,181.0271
PEtOH(18:1_24:4)-H,805.5753,541.3301,463.2832,359.2948,281.2479,181.0271
PEtOH(25:0_18:1)-H,827.6535,463.2832,563.4084,281.2479,381.373,181.0271
PEtOH(26:0_18:1)-H,841.6693,463.2833,577.4241,281.2479,395.3887,181.0271
PEtOH(18:1_26:1)-H,839.6535,575.4084,463.2832,393.373,281.2479,181.0271
PEtOH(18:1_26:2)-H,837.6378,573.3926,463.2832,391.3574,281.2479,181.0271
PEtOH(18:1_26:4)-H,833.6065,569.3614,463.2832,387.3261,281.2479,181.0271
PEtOH(27:0_18:1)-H,855.6848,463.2833,591.4396,281.2479,409.4043,181.0271
PEtOH(18:2_18:2)-H,723.497,461.2675,461.2675,279.2323,279.2323,181.0271
PEtOH(18:2_18:3)-H,721.4813,459.2518,461.2674,277.2166,279.2323,181.0271
PEtOH(18:2_18:4)-H,719.4657,457.2362,461.2675,275.201,279.2323,181.0271
PEtOH(18:2_18:5)-H,717.45,455.2205,461.2674,273.1853,279.2323,181.0271
PEtOH(19:0_18:2)-H,741.544,461.2676,479.3145,279.2323,297.2792,181.0271
PEtOH(19:1_18:2)-H,739.5283,461.2675,477.2988,279.2323,295.2635,181.0271
PEtOH(18:2_19:2)-H,737.5127,475.2832,461.2675,293.2479,279.2323,181.0271
PEtOH(20:0_18:2)-H,755.5596,461.2675,493.3301,279.2323,311.2948,181.0271
PEtOH(20:1_18:2)-H,753.544,461.2676,491.3145,279.2323,309.2792,181.0271
PEtOH(18:2_20:2)-H,751.5283,489.2988,461.2675,307.2635,279.2323,181.0271
PEtOH(18:2_20:3)-H,749.5127,487.2832,461.2675,305.2479,279.2323,181.0271
PEtOH(18:2_20:4)-H,747.497,485.2675,461.2675,303.2323,279.2323,181.0271
PEtOH(18:2_20:5)-H,745.4813,483.2518,461.2674,301.2166,279.2323,181.0271
PEtOH(21:0_18:2)-H,769.5753,461.2676,507.3458,279.2323,325.3105,181.0271
PEtOH(21:1_18:2)-H,767.5596,461.2675,505.3301,279.2323,323.2948,181.0271
PEtOH(18:2_21:2)-H,765.544,503.3145,461.2676,321.2792,279.2323,181.0271
PEtOH(22:0_18:2)-H,783.5909,461.2675,521.3614,279.2323,339.3261,181.0271
PEtOH(22:1_18:2)-H,781.5753,461.2676,519.3458,279.2323,337.3105,181.0271
PEtOH(18:2_22:2)-H,779.5596,517.3301,461.2675,335.2948,279.2323,181.0271
PEtOH(18:2_22:3)-H,777.544,515.3145,461.2676,333.2792,279.2323,181.0271
PEtOH(18:2_22:4)-H,775.5283,513.2988,461.2675,331.2635,279.2323,181.0271
PEtOH(18:2_22:5)-H,773.5127,511.2832,461.2675,329.2479,279.2323,181.0271
PEtOH(18:2_22:6)-H,771.497,509.2675,461.2675,327.2323,279.2323,181.0271
PEtOH(23:0_18:2)-H,797.6065,461.2675,535.377,279.2323,353.3417,181.0271
PEtOH(24:0_18:2)-H,811.6222,461.2676,549.3927,279.2323,367.3574,181.0271
PEtOH(24:1_18:2)-H,809.6065,461.2675,547.377,279.2323,365.3417,181.0271
PEtOH(18:2_24:2)-H,807.5909,545.3614,461.2675,363.3261,279.2323,181.0271
PEtOH(18:2_24:4)-H,803.5596,541.3301,461.2675,359.2948,279.2323,181.0271
PEtOH(25:0_18:2)-H,825.6378,461.2675,563.4083,279.2323,381.373,181.0271
PEtOH(26:0_18:2)-H,839.6535,461.2676,577.424,279.2323,395.3887,181.0271
PEtOH(26:1_18:2)-H,837.6378,461.2675,575.4083,279.2323,393.373,181.0271
PEtOH(18:2_26:2)-H,835.6222,573.3927,461.2676,391.3574,279.2323,181.0271
PEtOH(18:2_26:4)-H,831.5909,569.3614,461.2675,387.3261,279.2323,181.0271
PEtOH(27:0_18:2)-H,853.6693,461.2677,591.4397,279.2323,409.4043,181.0271
PEtOH(18:3_18:3)-H,719.4657,459.2518,459.2518,277.2166,277.2166,181.0271
PEtOH(18:3_18:4)-H,717.45,457.2361,459.2518,275.201,277.2166,181.0271
PEtOH(18:3_18:5)-H,715.4344,455.2206,459.2518,273.1853,277.2166,181.0271
PEtOH(19:0_18:3)-H,739.5283,459.2519,479.3145,277.2166,297.2792,181.0271
PEtOH(19:1_18:3)-H,737.5127,459.2519,477.2988,277.2166,295.2635,181.0271
PEtOH(19:2_18:3)-H,735.497,459.2519,475.2831,277.2166,293.2479,181.0271
PEtOH(20:0_18:3)-H,753.544,459.252,493.3301,277.2166,311.2948,181.0271
PEtOH(20:1_18:3)-H,751.5283,459.2519,491.3145,277.2166,309.2792,181.0271
PEtOH(20:2_18:3)-H,749.5127,459.2519,489.2988,277.2166,307.2635,181.0271
PEtOH(18:3_20:3)-H,747.497,487.2831,459.2519,305.2479,277.2166,181.0271
PEtOH(18:3_20:4)-H,745.4813,485.2674,459.2518,303.2323,277.2166,181.0271
PEtOH(18:3_20:5)-H,743.4657,483.2518,459.2518,301.2166,277.2166,181.0271
PEtOH(21:0_18:3)-H,767.5596,459.2519,507.3457,277.2166,325.3105,181.0271
PEtOH(21:1_18:3)-H,765.544,459.252,505.3301,277.2166,323.2948,181.0271
PEtOH(21:2_18:3)-H,763.5283,459.2519,503.3145,277.2166,321.2792,181.0271
PEtOH(22:0_18:3)-H,781.5753,459.252,521.3615,277.2166,339.3261,181.0271
PEtOH(22:1_18:3)-H,779.5596,459.2519,519.3458,277.2166,337.3105,181.0271
PEtOH(22:2_18:3)-H,777.544,459.252,517.3301,277.2166,335.2948,181.0271
PEtOH(18:3_22:3)-H,775.5283,515.3145,459.2519,333.2792,277.2166,181.0271
PEtOH(18:3_22:4)-H,773.5127,513.2988,459.2519,331.2635,277.2166,181.0271
PEtOH(18:3_22:5)-H,771.497,511.2831,459.2519,329.2479,277.2166,181.0271
PEtOH(18:3_22:6)-H,769.4813,509.2674,459.2518,327.2323,277.2166,181.0271
PEtOH(23:0_18:3)-H,795.5909,459.2519,535.377,277.2166,353.3417,181.0271
PEtOH(24:0_18:3)-H,809.6065,459.2519,549.3926,277.2166,367.3574,181.0271
PEtOH(24:1_18:3)-H,807.5909,459.2519,547.377,277.2166,365.3417,181.0271
PEtOH(24:2_18:3)-H,805.5753,459.252,545.3615,277.2166,363.3261,181.0271
PEtOH(18:3_24:4)-H,801.544,541.3301,459.252,359.2948,277.2166,181.0271
PEtOH(25:0_18:3)-H,823.6222,459.252,563.4083,277.2166,381.373,181.0271
PEtOH(26:0_18:3)-H,837.6378,459.2519,577.424,277.2166,395.3887,181.0271
PEtOH(26:1_18:3)-H,835.6222,459.252,575.4083,277.2166,393.373,181.0271
PEtOH(26:2_18:3)-H,833.6065,459.2519,573.3926,277.2166,391.3574,181.0271
PEtOH(18:3_26:4)-H,829.5753,569.3615,459.252,387.3261,277.2166,181.0271
PEtOH(27:0_18:3)-H,851.6535,459.252,591.4396,277.2166,409.4043,181.0271
PEtOH(18:4_18:4)-H,715.4344,457.2362,457.2362,275.201,275.201,181.0271
PEtOH(18:4_18:5)-H,713.4188,455.2206,457.2362,273.1853,275.201,181.0271
PEtOH(19:0_18:4)-H,737.5127,457.2363,479.3145,275.201,297.2792,181.0271
PEtOH(19:1_18:4)-H,735.497,457.2362,477.2988,275.201,295.2635,181.0271
PEtOH(19:2_18:4)-H,733.4813,457.2361,475.2831,275.201,293.2479,181.0271
PEtOH(20:0_18:4)-H,751.5283,457.2362,493.3301,275.201,311.2948,181.0271
PEtOH(20:1_18:4)-H,749.5127,457.2363,491.3145,275.201,309.2792,181.0271
PEtOH(20:2_18:4)-H,747.497,457.2362,489.2988,275.201,307.2635,181.0271
PEtOH(20:3_18:4)-H,745.4813,457.2361,487.2831,275.201,305.2479,181.0271
PEtOH(18:4_20:4)-H,743.4657,485.2675,457.2362,303.2323,275.201,181.0271
PEtOH(18:4_20:5)-H,741.45,483.2518,457.2361,301.2166,275.201,181.0271
PEtOH(21:0_18:4)-H,765.544,457.2363,507.3458,275.201,325.3105,181.0271
PEtOH(21:1_18:4)-H,763.5283,457.2362,505.3301,275.201,323.2948,181.0271
PEtOH(21:2_18:4)-H,761.5127,457.2363,503.3145,275.201,321.2792,181.0271
PEtOH(22:0_18:4)-H,779.5596,457.2363,521.3614,275.201,339.3261,181.0271
PEtOH(22:1_18:4)-H,777.544,457.2363,519.3458,275.201,337.3105,181.0271
PEtOH(22:2_18:4)-H,775.5283,457.2362,517.3301,275.201,335.2948,181.0271
PEtOH(22:3_18:4)-H,773.5127,457.2363,515.3145,275.201,333.2792,181.0271
PEtOH(18:4_22:4)-H,771.497,513.2988,457.2362,331.2635,275.201,181.0271
PEtOH(18:4_22:5)-H,769.4813,511.2831,457.2361,329.2479,275.201,181.0271
PEtOH(18:4_22:6)-H,767.4657,509.2675,457.2362,327.2323,275.201,181.0271
PEtOH(23:0_18:4)-H,793.5753,457.2363,535.3771,275.201,353.3417,181.0271
PEtOH(24:0_18:4)-H,807.5909,457.2363,549.3927,275.201,367.3574,181.0271
PEtOH(24:1_18:4)-H,805.5753,457.2363,547.3771,275.201,365.3417,181.0271
PEtOH(24:2_18:4)-H,803.5596,457.2363,545.3614,275.201,363.3261,181.0271
PEtOH(18:4_24:4)-H,799.5283,541.3301,457.2362,359.2948,275.201,181.0271
PEtOH(25:0_18:4)-H,821.6065,457.2362,563.4083,275.201,381.373,181.0271
PEtOH(26:0_18:4)-H,835.6222,457.2363,577.424,275.201,395.3887,181.0271
PEtOH(26:1_18:4)-H,833.6065,457.2362,575.4083,275.201,393.373,181.0271
PEtOH(26:2_18:4)-H,831.5909,457.2363,573.3927,275.201,391.3574,181.0271
PEtOH(18:4_26:4)-H,827.5596,569.3614,457.2363,387.3261,275.201,181.0271
PEtOH(27:0_18:4)-H,849.6378,457.2363,591.4396,275.201,409.4043,181.0271
PEtOH(18:5_18:5)-H,711.4031,455.2205,455.2205,273.1853,273.1853,181.0271
PEtOH(19:0_18:5)-H,735.497,455.2206,479.3144,273.1853,297.2792,181.0271
PEtOH(19:1_18:5)-H,733.4813,455.2205,477.2987,273.1853,295.2635,181.0271
PEtOH(19:2_18:5)-H,731.4657,455.2206,475.2831,273.1853,293.2479,181.0271
PEtOH(20:0_18:5)-H,749.5127,455.2206,493.3301,273.1853,311.2948,181.0271
PEtOH(20:1_18:5)-H,747.497,455.2206,491.3144,273.1853,309.2792,181.0271
PEtOH(20:2_18:5)-H,745.4813,455.2205,489.2987,273.1853,307.2635,181.0271
PEtOH(20:3_18:5)-H,743.4657,455.2206,487.2831,273.1853,305.2479,181.0271
PEtOH(20:4_18:5)-H,741.45,455.2205,485.2674,273.1853,303.2323,181.0271
PEtOH(18:5_20:5)-H,739.4344,483.2518,455.2206,301.2166,273.1853,181.0271
PEtOH(21:0_18:5)-H,763.5283,455.2206,507.3457,273.1853,325.3105,181.0271
PEtOH(21:1_18:5)-H,761.5127,455.2206,505.3301,273.1853,323.2948,181.0271
PEtOH(21:2_18:5)-H,759.497,455.2206,503.3144,273.1853,321.2792,181.0271
PEtOH(22:0_18:5)-H,777.544,455.2207,521.3615,273.1853,339.3261,181.0271
PEtOH(22:1_18:5)-H,775.5283,455.2206,519.3457,273.1853,337.3105,181.0271
PEtOH(22:2_18:5)-H,773.5127,455.2206,517.3301,273.1853,335.2948,181.0271
PEtOH(22:3_18:5)-H,771.497,455.2206,515.3144,273.1853,333.2792,181.0271
PEtOH(22:4_18:5)-H,769.4813,455.2205,513.2987,273.1853,331.2635,181.0271
PEtOH(18:5_22:5)-H,767.4657,511.2831,455.2206,329.2479,273.1853,181.0271
PEtOH(18:5_22:6)-H,765.45,509.2674,455.2205,327.2323,273.1853,181.0271
PEtOH(23:0_18:5)-H,791.5596,455.2206,535.377,273.1853,353.3417,181.0271
PEtOH(24:0_18:5)-H,805.5753,455.2207,549.3927,273.1853,367.3574,181.0271
PEtOH(24:1_18:5)-H,803.5596,455.2206,547.377,273.1853,365.3417,181.0271
PEtOH(24:2_18:5)-H,801.544,455.2207,545.3615,273.1853,363.3261,181.0271
PEtOH(24:4_18:5)-H,797.5127,455.2206,541.3301,273.1853,359.2948,181.0271
PEtOH(25:0_18:5)-H,819.5909,455.2206,563.4083,273.1853,381.373,181.0271
PEtOH(26:0_18:5)-H,833.6065,455.2206,577.424,273.1853,395.3887,181.0271
PEtOH(26:1_18:5)-H,831.5909,455.2206,575.4083,273.1853,393.373,181.0271
PEtOH(26:2_18:5)-H,829.5753,455.2207,573.3927,273.1853,391.3574,181.0271
PEtOH(26:4_18:5)-H,825.544,455.2207,569.3615,273.1853,387.3261,181.0271
PEtOH(27:0_18:5)-H,847.6222,455.2207,591.4396,273.1853,409.4043,181.0271
PEtOH(19:0_19:0)-H,759.5909,479.3145,479.3145,297.2792,297.2792,181.0271
PEtOH(19:0_19:1)-H,757.5753,477.2989,479.3145,295.2635,297.2792,181.0271
PEtOH(19:0_19:2)-H,755.5596,475.2832,479.3145,293.2479,297.2792,181.0271
PEtOH(19:0_20:0)-H,773.6065,493.3301,479.3145,311.2948,297.2792,181.0271
PEtOH(19:0_20:1)-H,771.5909,491.3145,479.3145,309.2792,297.2792,181.0271
PEtOH(19:0_20:2)-H,769.5753,489.2989,479.3145,307.2635,297.2792,181.0271
PEtOH(19:0_20:3)-H,767.5596,487.2832,479.3145,305.2479,297.2792,181.0271
PEtOH(19:0_20:4)-H,765.544,485.2676,479.3145,303.2323,297.2792,181.0271
PEtOH(19:0_20:5)-H,763.5283,483.2519,479.3145,301.2166,297.2792,181.0271
PEtOH(19:0_21:0)-H,787.6222,507.3458,479.3145,325.3105,297.2792,181.0271
PEtOH(19:0_21:1)-H,785.6065,505.3301,479.3145,323.2948,297.2792,181.0271
PEtOH(19:0_21:2)-H,783.5909,503.3145,479.3145,321.2792,297.2792,181.0271
PEtOH(19:0_22:0)-H,801.6378,521.3614,479.3145,339.3261,297.2792,181.0271
PEtOH(19:0_22:1)-H,799.6222,519.3458,479.3145,337.3105,297.2792,181.0271
PEtOH(19:0_22:2)-H,797.6065,517.3301,479.3145,335.2948,297.2792,181.0271
PEtOH(19:0_22:3)-H,795.5909,515.3145,479.3145,333.2792,297.2792,181.0271
PEtOH(19:0_22:4)-H,793.5753,513.2989,479.3145,331.2635,297.2792,181.0271
PEtOH(19:0_22:5)-H,791.5596,511.2832,479.3145,329.2479,297.2792,181.0271
PEtOH(19:0_22:6)-H,789.544,509.2676,479.3145,327.2323,297.2792,181.0271
PEtOH(19:0_23:0)-H,815.6535,535.3771,479.3145,353.3417,297.2792,181.0271
PEtOH(19:0_24:0)-H,829.6693,549.3928,479.3146,367.3574,297.2792,181.0271
PEtOH(19:0_24:1)-H,827.6535,547.3771,479.3145,365.3417,297.2792,181.0271
PEtOH(19:0_24:2)-H,825.6378,545.3614,479.3145,363.3261,297.2792,181.0271
PEtOH(19:0_24:4)-H,821.6065,541.3301,479.3145,359.2948,297.2792,181.0271
PEtOH(19:0_25:0)-H,843.6848,563.4084,479.3145,381.373,297.2792,181.0271
PEtOH(19:0_26:0)-H,857.7005,577.4241,479.3146,395.3887,297.2792,181.0271
PEtOH(19:0_26:1)-H,855.6848,575.4084,479.3145,393.373,297.2792,181.0271
PEtOH(19:0_26:2)-H,853.6693,573.3928,479.3146,391.3574,297.2792,181.0271
PEtOH(19:0_26:4)-H,849.6378,569.3614,479.3145,387.3261,297.2792,181.0271
PEtOH(19:0_27:0)-H,871.7161,591.4397,479.3146,409.4043,297.2792,181.0271
PEtOH(19:1_19:1)-H,755.5596,477.2988,477.2988,295.2635,295.2635,181.0271
PEtOH(19:1_19:2)-H,753.544,475.2832,477.2989,293.2479,295.2635,181.0271
PEtOH(20:0_19:1)-H,771.5909,477.2988,493.3301,295.2635,311.2948,181.0271
PEtOH(19:1_20:1)-H,769.5753,491.3145,477.2989,309.2792,295.2635,181.0271
PEtOH(19:1_20:2)-H,767.5596,489.2988,477.2988,307.2635,295.2635,181.0271
PEtOH(19:1_20:3)-H,765.544,487.2832,477.2989,305.2479,295.2635,181.0271
PEtOH(19:1_20:4)-H,763.5283,485.2675,477.2988,303.2323,295.2635,181.0271
PEtOH(19:1_20:5)-H,761.5127,483.2519,477.2988,301.2166,295.2635,181.0271
PEtOH(21:0_19:1)-H,785.6065,477.2988,507.3457,295.2635,325.3105,181.0271
PEtOH(19:1_21:1)-H,783.5909,505.3301,477.2988,323.2948,295.2635,181.0271
