Cer-NDS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer-NDS(d28:0/31:0)+H,890.9263,872.9157,854.9052,424.4513,406.4407,466.4983,394.4407
Cer-NDS(d28:0/31:1)+H,888.9106,870.9,852.8895,424.4513,406.4407,464.4826,394.4407
Cer-NDS(d28:0/32:0)+H,904.9419,886.9313,868.9208,424.4513,406.4407,480.5139,394.4407
Cer-NDS(d28:0/32:1)+H,902.9263,884.9157,866.9052,424.4513,406.4407,478.4983,394.4407
Cer-NDS(d28:0/32:2)+H,900.9106,882.9,864.8895,424.4513,406.4407,476.4826,394.4407
Cer-NDS(d28:0/33:0)+H,918.9576,900.947,882.9364,424.4513,406.4407,494.5295,394.4407
Cer-NDS(d28:0/33:1)+H,916.9419,898.9313,880.9208,424.4513,406.4407,492.5139,394.4407
Cer-NDS(d28:0/34:0)+H,932.9732,914.9626,896.9521,424.4513,406.4407,508.5452,394.4407
Cer-NDS(d28:0/34:1)+H,930.9576,912.947,894.9364,424.4513,406.4407,506.5295,394.4407
Cer-NDS(d28:0/34:2)+H,928.9419,910.9313,892.9208,424.4513,406.4407,504.5139,394.4407
Cer-NDS(d28:0/35:0)+H,946.9889,928.9783,910.9677,424.4513,406.4407,522.5609,394.4407
Cer-NDS(d28:0/35:1)+H,944.9732,926.9626,908.9521,424.4513,406.4407,520.5452,394.4407
Cer-NDS(d28:0/36:0)+H,961.0045,942.994,924.9834,424.4513,406.4407,536.5765,394.4407
Cer-NDS(d28:0/36:1)+H,958.9889,940.9783,922.9677,424.4513,406.4407,534.5609,394.4407
Cer-NDS(d28:0/36:2)+H,956.9732,938.9626,920.9521,424.4513,406.4407,532.5452,394.4407
Cer-NDS(d28:0/38:0)+H,989.0358,971.0253,953.0147,424.4513,406.4407,564.6078,394.4407
Cer-NDS(d28:0/38:1)+H,987.0201,969.0096,950.999,424.4513,406.4407,562.5922,394.4407
Cer-NDS(d28:0/38:2)+H,985.0045,966.994,948.9834,424.4513,406.4407,560.5765,394.4407
Cer-NDS(d28:0/40:0)+H,1017.067,999.0566,981.046,424.4513,406.4407,592.6391,394.4407
Cer-NDS(d28:0/40:1)+H,1015.051,997.0409,979.0303,424.4513,406.4407,590.6235,394.4407
Cer-NDS(d28:0/40:2)+H,1013.036,995.0253,977.0147,424.4513,406.4407,588.6078,394.4407
Cer-NDS(d28:0/42:0)+H,1045.098,1027.088,1009.077,424.4513,406.4407,620.6704,394.4407
Cer-NDS(d28:0/42:1)+H,1043.083,1025.072,1007.062,424.4513,406.4407,618.6547,394.4407
Cer-NDS(d28:0/42:2)+H,1041.067,1023.057,1005.046,424.4513,406.4407,616.6391,394.4407
Cer-NDS(d29:0/12:0)+H,638.6446,620.634,602.6234,438.4669,420.4564,200.2009,408.4564
Cer-NDS(d29:0/12:1)+H,636.6289,618.6183,600.6078,438.4669,420.4564,198.1853,408.4564
Cer-NDS(d29:0/13:0)+H,652.6602,634.6497,616.6391,438.4669,420.4564,214.2166,408.4564
Cer-NDS(d29:0/13:1)+H,650.6446,632.634,614.6234,438.4669,420.4564,212.2009,408.4564
Cer-NDS(d29:0/14:0)+H,666.6758,648.6653,630.6547,438.4669,420.4564,228.2322,408.4564
Cer-NDS(d29:0/14:1)+H,664.6602,646.6497,628.6391,438.4669,420.4564,226.2166,408.4564
Cer-NDS(d29:0/15:0)+H,680.6915,662.681,644.6704,438.4669,420.4564,242.2478,408.4564
Cer-NDS(d29:0/15:1)+H,678.6758,660.6653,642.6547,438.4669,420.4564,240.2322,408.4564
Cer-NDS(d29:0/16:0)+H,694.7072,676.6966,658.686,438.4669,420.4564,256.2635,408.4564
Cer-NDS(d29:0/16:1)+H,692.6915,674.681,656.6704,438.4669,420.4564,254.2478,408.4564
Cer-NDS(d29:0/16:2)+H,690.6758,672.6653,654.6547,438.4669,420.4564,252.2322,408.4564
Cer-NDS(d29:0/17:0)+H,708.7228,690.7123,672.7017,438.4669,420.4564,270.2791,408.4564
Cer-NDS(d29:0/18:0)+H,722.7385,704.7279,686.7173,438.4669,420.4564,284.2948,408.4564
Cer-NDS(d29:0/18:1)+H,720.7228,702.7123,684.7017,438.4669,420.4564,282.2791,408.4564
Cer-NDS(d29:0/18:2)+H,718.7072,700.6966,682.686,438.4669,420.4564,280.2635,408.4564
Cer-NDS(d29:0/19:0)+H,736.7542,718.7435,700.733,438.4669,420.4564,298.3105,408.4564
Cer-NDS(d29:0/19:1)+H,734.7385,716.7279,698.7173,438.4669,420.4564,296.2948,408.4564
Cer-NDS(d29:0/20:0)+H,750.7698,732.7592,714.7487,438.4669,420.4564,312.3261,408.4564
Cer-NDS(d29:0/20:1)+H,748.7542,730.7435,712.733,438.4669,420.4564,310.3105,408.4564
Cer-NDS(d29:0/20:2)+H,746.7385,728.7279,710.7173,438.4669,420.4564,308.2948,408.4564
Cer-NDS(d29:0/21:0)+H,764.7854,746.7748,728.7643,438.4669,420.4564,326.3417,408.4564
Cer-NDS(d29:0/21:1)+H,762.7698,744.7592,726.7487,438.4669,420.4564,324.3261,408.4564
Cer-NDS(d29:0/22:0)+H,778.8011,760.7905,742.7799,438.4669,420.4564,340.3574,408.4564
Cer-NDS(d29:0/22:1)+H,776.7854,758.7748,740.7643,438.4669,420.4564,338.3417,408.4564
Cer-NDS(d29:0/22:2)+H,774.7698,756.7592,738.7487,438.4669,420.4564,336.3261,408.4564
Cer-NDS(d29:0/23:0)+H,792.8167,774.8062,756.7956,438.4669,420.4564,354.373,408.4564
Cer-NDS(d29:0/23:1)+H,790.8011,772.7905,754.7799,438.4669,420.4564,352.3574,408.4564
Cer-NDS(d29:0/24:0)+H,806.8324,788.8218,770.8112,438.4669,420.4564,368.3887,408.4564
Cer-NDS(d29:0/24:1)+H,804.8167,786.8062,768.7956,438.4669,420.4564,366.373,408.4564
Cer-NDS(d29:0/24:2)+H,802.8011,784.7905,766.7799,438.4669,420.4564,364.3574,408.4564
Cer-NDS(d29:0/25:0)+H,820.848,802.8375,784.8269,438.4669,420.4564,382.4044,408.4564
Cer-NDS(d29:0/25:1)+H,818.8324,800.8218,782.8112,438.4669,420.4564,380.3887,408.4564
Cer-NDS(d29:0/26:0)+H,834.8636,816.8531,798.8425,438.4669,420.4564,396.42,408.4564
Cer-NDS(d29:0/26:1)+H,832.848,814.8375,796.8269,438.4669,420.4564,394.4044,408.4564
Cer-NDS(d29:0/26:2)+H,830.8324,812.8218,794.8112,438.4669,420.4564,392.3887,408.4564
Cer-NDS(d29:0/27:0)+H,848.8793,830.8688,812.8582,438.4669,420.4564,410.4356,408.4564
Cer-NDS(d29:0/27:1)+H,846.8636,828.8531,810.8425,438.4669,420.4564,408.42,408.4564
Cer-NDS(d29:0/28:0)+H,862.895,844.8844,826.8738,438.4669,420.4564,424.4513,408.4564
Cer-NDS(d29:0/28:1)+H,860.8793,842.8688,824.8582,438.4669,420.4564,422.4356,408.4564
Cer-NDS(d29:0/28:2)+H,858.8636,840.8531,822.8425,438.4669,420.4564,420.42,408.4564
Cer-NDS(d29:0/29:0)+H,876.9106,858.9,840.8895,438.4669,420.4564,438.4669,408.4564
Cer-NDS(d29:0/29:1)+H,874.895,856.8844,838.8738,438.4669,420.4564,436.4513,408.4564
Cer-NDS(d29:0/30:0)+H,890.9263,872.9157,854.9052,438.4669,420.4564,452.4826,408.4564
Cer-NDS(d29:0/30:1)+H,888.9106,870.9,852.8895,438.4669,420.4564,450.4669,408.4564
Cer-NDS(d29:0/30:2)+H,886.895,868.8844,850.8738,438.4669,420.4564,448.4513,408.4564
Cer-NDS(d29:0/31:0)+H,904.9419,886.9313,868.9208,438.4669,420.4564,466.4983,408.4564
Cer-NDS(d29:0/31:1)+H,902.9263,884.9157,866.9052,438.4669,420.4564,464.4826,408.4564
Cer-NDS(d29:0/32:0)+H,918.9576,900.947,882.9364,438.4669,420.4564,480.5139,408.4564
Cer-NDS(d29:0/32:1)+H,916.9419,898.9313,880.9208,438.4669,420.4564,478.4983,408.4564
Cer-NDS(d29:0/32:2)+H,914.9263,896.9157,878.9052,438.4669,420.4564,476.4826,408.4564
Cer-NDS(d29:0/33:0)+H,932.9732,914.9626,896.9521,438.4669,420.4564,494.5295,408.4564
Cer-NDS(d29:0/33:1)+H,930.9576,912.947,894.9364,438.4669,420.4564,492.5139,408.4564
Cer-NDS(d29:0/34:0)+H,946.9889,928.9783,910.9677,438.4669,420.4564,508.5452,408.4564
Cer-NDS(d29:0/34:1)+H,944.9732,926.9626,908.9521,438.4669,420.4564,506.5295,408.4564
Cer-NDS(d29:0/34:2)+H,942.9576,924.947,906.9364,438.4669,420.4564,504.5139,408.4564
Cer-NDS(d29:0/35:0)+H,961.0045,942.994,924.9834,438.4669,420.4564,522.5609,408.4564
Cer-NDS(d29:0/35:1)+H,958.9889,940.9783,922.9677,438.4669,420.4564,520.5452,408.4564
Cer-NDS(d29:0/36:0)+H,975.0201,957.0096,938.999,438.4669,420.4564,536.5765,408.4564
Cer-NDS(d29:0/36:1)+H,973.0045,954.994,936.9834,438.4669,420.4564,534.5609,408.4564
Cer-NDS(d29:0/36:2)+H,970.9889,952.9783,934.9677,438.4669,420.4564,532.5452,408.4564
Cer-NDS(d29:0/38:0)+H,1003.051,985.0409,967.0303,438.4669,420.4564,564.6078,408.4564
Cer-NDS(d29:0/38:1)+H,1001.036,983.0253,965.0147,438.4669,420.4564,562.5922,408.4564
Cer-NDS(d29:0/38:2)+H,999.0201,981.0096,962.999,438.4669,420.4564,560.5765,408.4564
Cer-NDS(d29:0/40:0)+H,1031.083,1013.072,995.0616,438.4669,420.4564,592.6391,408.4564
Cer-NDS(d29:0/40:1)+H,1029.067,1011.057,993.046,438.4669,420.4564,590.6235,408.4564
Cer-NDS(d29:0/40:2)+H,1027.052,1009.041,991.0303,438.4669,420.4564,588.6078,408.4564
Cer-NDS(d29:0/42:0)+H,1059.114,1041.104,1023.093,438.4669,420.4564,620.6704,408.4564
Cer-NDS(d29:0/42:1)+H,1057.098,1039.088,1021.077,438.4669,420.4564,618.6547,408.4564
Cer-NDS(d29:0/42:2)+H,1055.083,1037.072,1019.062,438.4669,420.4564,616.6391,408.4564
Cer-NDS(d30:0/12:0)+H,652.6602,634.6497,616.6391,452.4826,434.472,200.2009,422.472
Cer-NDS(d30:0/12:1)+H,650.6446,632.634,614.6234,452.4826,434.472,198.1853,422.472
Cer-NDS(d30:0/13:0)+H,666.6758,648.6653,630.6547,452.4826,434.472,214.2166,422.472
Cer-NDS(d30:0/13:1)+H,664.6602,646.6497,628.6391,452.4826,434.472,212.2009,422.472
Cer-NDS(d30:0/14:0)+H,680.6915,662.681,644.6704,452.4826,434.472,228.2322,422.472
Cer-NDS(d30:0/14:1)+H,678.6758,660.6653,642.6547,452.4826,434.472,226.2166,422.472
Cer-NDS(d30:0/15:0)+H,694.7072,676.6966,658.686,452.4826,434.472,242.2478,422.472
Cer-NDS(d30:0/15:1)+H,692.6915,674.681,656.6704,452.4826,434.472,240.2322,422.472
Cer-NDS(d30:0/16:0)+H,708.7228,690.7123,672.7017,452.4826,434.472,256.2635,422.472
Cer-NDS(d30:0/16:1)+H,706.7072,688.6966,670.686,452.4826,434.472,254.2478,422.472
Cer-NDS(d30:0/16:2)+H,704.6915,686.681,668.6704,452.4826,434.472,252.2322,422.472
Cer-NDS(d30:0/17:0)+H,722.7385,704.7279,686.7173,452.4826,434.472,270.2791,422.472
Cer-NDS(d30:0/18:0)+H,736.7542,718.7435,700.733,452.4826,434.472,284.2948,422.472
Cer-NDS(d30:0/18:1)+H,734.7385,716.7279,698.7173,452.4826,434.472,282.2791,422.472
Cer-NDS(d30:0/18:2)+H,732.7228,714.7123,696.7017,452.4826,434.472,280.2635,422.472
Cer-NDS(d30:0/19:0)+H,750.7698,732.7592,714.7487,452.4826,434.472,298.3105,422.472
Cer-NDS(d30:0/19:1)+H,748.7542,730.7435,712.733,452.4826,434.472,296.2948,422.472
Cer-NDS(d30:0/20:0)+H,764.7854,746.7748,728.7643,452.4826,434.472,312.3261,422.472
Cer-NDS(d30:0/20:1)+H,762.7698,744.7592,726.7487,452.4826,434.472,310.3105,422.472
Cer-NDS(d30:0/20:2)+H,760.7542,742.7435,724.733,452.4826,434.472,308.2948,422.472
Cer-NDS(d30:0/21:0)+H,778.8011,760.7905,742.7799,452.4826,434.472,326.3417,422.472
Cer-NDS(d30:0/21:1)+H,776.7854,758.7748,740.7643,452.4826,434.472,324.3261,422.472
Cer-NDS(d30:0/22:0)+H,792.8167,774.8062,756.7956,452.4826,434.472,340.3574,422.472
Cer-NDS(d30:0/22:1)+H,790.8011,772.7905,754.7799,452.4826,434.472,338.3417,422.472
Cer-NDS(d30:0/22:2)+H,788.7854,770.7748,752.7643,452.4826,434.472,336.3261,422.472
Cer-NDS(d30:0/23:0)+H,806.8324,788.8218,770.8112,452.4826,434.472,354.373,422.472
Cer-NDS(d30:0/23:1)+H,804.8167,786.8062,768.7956,452.4826,434.472,352.3574,422.472
Cer-NDS(d30:0/24:0)+H,820.848,802.8375,784.8269,452.4826,434.472,368.3887,422.472
Cer-NDS(d30:0/24:1)+H,818.8324,800.8218,782.8112,452.4826,434.472,366.373,422.472
Cer-NDS(d30:0/24:2)+H,816.8167,798.8062,780.7956,452.4826,434.472,364.3574,422.472
Cer-NDS(d30:0/25:0)+H,834.8636,816.8531,798.8425,452.4826,434.472,382.4044,422.472
Cer-NDS(d30:0/25:1)+H,832.848,814.8375,796.8269,452.4826,434.472,380.3887,422.472
Cer-NDS(d30:0/26:0)+H,848.8793,830.8688,812.8582,452.4826,434.472,396.42,422.472
Cer-NDS(d30:0/26:1)+H,846.8636,828.8531,810.8425,452.4826,434.472,394.4044,422.472
Cer-NDS(d30:0/26:2)+H,844.848,826.8375,808.8269,452.4826,434.472,392.3887,422.472
Cer-NDS(d30:0/27:0)+H,862.895,844.8844,826.8738,452.4826,434.472,410.4356,422.472
Cer-NDS(d30:0/27:1)+H,860.8793,842.8688,824.8582,452.4826,434.472,408.42,422.472
Cer-NDS(d30:0/28:0)+H,876.9106,858.9,840.8895,452.4826,434.472,424.4513,422.472
Cer-NDS(d30:0/28:1)+H,874.895,856.8844,838.8738,452.4826,434.472,422.4356,422.472
Cer-NDS(d30:0/28:2)+H,872.8793,854.8688,836.8582,452.4826,434.472,420.42,422.472
Cer-NDS(d30:0/29:0)+H,890.9263,872.9157,854.9052,452.4826,434.472,438.4669,422.472
Cer-NDS(d30:0/29:1)+H,888.9106,870.9,852.8895,452.4826,434.472,436.4513,422.472
Cer-NDS(d30:0/30:0)+H,904.9419,886.9313,868.9208,452.4826,434.472,452.4826,422.472
Cer-NDS(d30:0/30:1)+H,902.9263,884.9157,866.9052,452.4826,434.472,450.4669,422.472
Cer-NDS(d30:0/30:2)+H,900.9106,882.9,864.8895,452.4826,434.472,448.4513,422.472
Cer-NDS(d30:0/31:0)+H,918.9576,900.947,882.9364,452.4826,434.472,466.4983,422.472
Cer-NDS(d30:0/31:1)+H,916.9419,898.9313,880.9208,452.4826,434.472,464.4826,422.472
Cer-NDS(d30:0/32:0)+H,932.9732,914.9626,896.9521,452.4826,434.472,480.5139,422.472
Cer-NDS(d30:0/32:1)+H,930.9576,912.947,894.9364,452.4826,434.472,478.4983,422.472
Cer-NDS(d30:0/32:2)+H,928.9419,910.9313,892.9208,452.4826,434.472,476.4826,422.472
Cer-NDS(d30:0/33:0)+H,946.9889,928.9783,910.9677,452.4826,434.472,494.5295,422.472
Cer-NDS(d30:0/33:1)+H,944.9732,926.9626,908.9521,452.4826,434.472,492.5139,422.472
Cer-NDS(d30:0/34:0)+H,961.0045,942.994,924.9834,452.4826,434.472,508.5452,422.472
Cer-NDS(d30:0/34:1)+H,958.9889,940.9783,922.9677,452.4826,434.472,506.5295,422.472
Cer-NDS(d30:0/34:2)+H,956.9732,938.9626,920.9521,452.4826,434.472,504.5139,422.472
Cer-NDS(d30:0/35:0)+H,975.0201,957.0096,938.999,452.4826,434.472,522.5609,422.472
Cer-NDS(d30:0/35:1)+H,973.0045,954.994,936.9834,452.4826,434.472,520.5452,422.472
Cer-NDS(d30:0/36:0)+H,989.0358,971.0253,953.0147,452.4826,434.472,536.5765,422.472
Cer-NDS(d30:0/36:1)+H,987.0201,969.0096,950.999,452.4826,434.472,534.5609,422.472
Cer-NDS(d30:0/36:2)+H,985.0045,966.994,948.9834,452.4826,434.472,532.5452,422.472
Cer-NDS(d30:0/38:0)+H,1017.067,999.0566,981.046,452.4826,434.472,564.6078,422.472
Cer-NDS(d30:0/38:1)+H,1015.051,997.0409,979.0303,452.4826,434.472,562.5922,422.472
Cer-NDS(d30:0/38:2)+H,1013.036,995.0253,977.0147,452.4826,434.472,560.5765,422.472
Cer-NDS(d30:0/40:0)+H,1045.098,1027.088,1009.077,452.4826,434.472,592.6391,422.472
Cer-NDS(d30:0/40:1)+H,1043.083,1025.072,1007.062,452.4826,434.472,590.6235,422.472
Cer-NDS(d30:0/40:2)+H,1041.067,1023.057,1005.046,452.4826,434.472,588.6078,422.472
Cer-NDS(d30:0/42:0)+H,1073.13,1055.119,1037.109,452.4826,434.472,620.6704,422.472
Cer-NDS(d30:0/42:1)+H,1071.114,1053.104,1035.093,452.4826,434.472,618.6547,422.472
Cer-NDS(d30:0/42:2)+H,1069.098,1051.088,1033.077,452.4826,434.472,616.6391,422.472
