PMeOH,[M-H]-,NL of SN1,NL of SN2,FA SN2,FA SN1,[C4H9O5P-H]-
PMeOH(24:0_22:2)-H,853.6693,503.3146,535.3771,335.2948,367.3574,167.0115
PMeOH(24:1_22:2)-H,851.6535,503.3145,533.3615,335.2948,365.3417,167.0115
PMeOH(22:2_24:2)-H,849.6378,531.3458,503.3145,363.3261,335.2948,167.0115
PMeOH(22:2_24:4)-H,845.6065,527.3145,503.3145,359.2948,335.2948,167.0115
PMeOH(25:0_22:2)-H,867.6848,503.3145,549.3928,335.2948,381.373,167.0115
PMeOH(26:0_22:2)-H,881.7005,503.3146,563.4084,335.2948,395.3887,167.0115
PMeOH(26:1_22:2)-H,879.6848,503.3145,561.3928,335.2948,393.373,167.0115
PMeOH(22:2_26:2)-H,877.6693,559.3771,503.3146,391.3574,335.2948,167.0115
PMeOH(22:2_26:4)-H,873.6378,555.3458,503.3145,387.3261,335.2948,167.0115
PMeOH(27:0_22:2)-H,895.7161,503.3146,577.424,335.2948,409.4043,167.0115
PMeOH(22:3_22:3)-H,817.5753,501.2989,501.2989,333.2792,333.2792,167.0115
PMeOH(22:3_22:4)-H,815.5596,499.2832,501.2988,331.2635,333.2792,167.0115
PMeOH(22:3_22:5)-H,813.544,497.2676,501.2989,329.2479,333.2792,167.0115
PMeOH(22:3_22:6)-H,811.5283,495.2519,501.2988,327.2323,333.2792,167.0115
PMeOH(23:0_22:3)-H,837.6378,501.2988,521.3614,333.2792,353.3417,167.0115
PMeOH(24:0_22:3)-H,851.6535,501.2989,535.3771,333.2792,367.3574,167.0115
PMeOH(24:1_22:3)-H,849.6378,501.2988,533.3614,333.2792,365.3417,167.0115
PMeOH(24:2_22:3)-H,847.6222,501.2989,531.3458,333.2792,363.3261,167.0115
PMeOH(22:3_24:4)-H,843.5909,527.3145,501.2988,359.2948,333.2792,167.0115
PMeOH(25:0_22:3)-H,865.6693,501.299,549.3928,333.2792,381.373,167.0115
PMeOH(26:0_22:3)-H,879.6848,501.2989,563.4084,333.2792,395.3887,167.0115
PMeOH(26:1_22:3)-H,877.6693,501.299,561.3928,333.2792,393.373,167.0115
PMeOH(26:2_22:3)-H,875.6535,501.2989,559.3771,333.2792,391.3574,167.0115
PMeOH(22:3_26:4)-H,871.6222,555.3458,501.2989,387.3261,333.2792,167.0115
PMeOH(27:0_22:3)-H,893.7005,501.299,577.4241,333.2792,409.4043,167.0115
PMeOH(22:4_22:4)-H,813.544,499.2832,499.2832,331.2635,331.2635,167.0115
PMeOH(22:4_22:5)-H,811.5283,497.2675,499.2832,329.2479,331.2635,167.0115
PMeOH(22:4_22:6)-H,809.5127,495.2519,499.2832,327.2323,331.2635,167.0115
PMeOH(23:0_22:4)-H,835.6222,499.2832,521.3615,331.2635,353.3417,167.0115
PMeOH(24:0_22:4)-H,849.6378,499.2832,535.377,331.2635,367.3574,167.0115
PMeOH(24:1_22:4)-H,847.6222,499.2832,533.3615,331.2635,365.3417,167.0115
PMeOH(24:2_22:4)-H,845.6065,499.2832,531.3457,331.2635,363.3261,167.0115
PMeOH(22:4_24:4)-H,841.5753,527.3145,499.2832,359.2948,331.2635,167.0115
PMeOH(25:0_22:4)-H,863.6535,499.2832,549.3927,331.2635,381.373,167.0115
PMeOH(26:0_22:4)-H,877.6693,499.2833,563.4084,331.2635,395.3887,167.0115
PMeOH(26:1_22:4)-H,875.6535,499.2832,561.3927,331.2635,393.373,167.0115
PMeOH(26:2_22:4)-H,873.6378,499.2832,559.377,331.2635,391.3574,167.0115
PMeOH(22:4_26:4)-H,869.6065,555.3457,499.2832,387.3261,331.2635,167.0115
PMeOH(27:0_22:4)-H,891.6848,499.2833,577.424,331.2635,409.4043,167.0115
PMeOH(22:5_22:5)-H,809.5127,497.2675,497.2675,329.2479,329.2479,167.0115
PMeOH(22:5_22:6)-H,807.497,495.2519,497.2675,327.2323,329.2479,167.0115
PMeOH(23:0_22:5)-H,833.6065,497.2675,521.3614,329.2479,353.3417,167.0115
PMeOH(24:0_22:5)-H,847.6222,497.2676,535.3771,329.2479,367.3574,167.0115
PMeOH(24:1_22:5)-H,845.6065,497.2675,533.3614,329.2479,365.3417,167.0115
PMeOH(24:2_22:5)-H,843.5909,497.2675,531.3458,329.2479,363.3261,167.0115
PMeOH(24:4_22:5)-H,839.5596,497.2675,527.3145,329.2479,359.2948,167.0115
PMeOH(25:0_22:5)-H,861.6378,497.2675,549.3926,329.2479,381.373,167.0115
PMeOH(26:0_22:5)-H,875.6535,497.2676,563.4084,329.2479,395.3887,167.0115
PMeOH(26:1_22:5)-H,873.6378,497.2675,561.3926,329.2479,393.373,167.0115
PMeOH(26:2_22:5)-H,871.6222,497.2676,559.3771,329.2479,391.3574,167.0115
PMeOH(26:4_22:5)-H,867.5909,497.2675,555.3458,329.2479,387.3261,167.0115
PMeOH(27:0_22:5)-H,889.6693,497.2677,577.4241,329.2479,409.4043,167.0115
PMeOH(22:6_22:6)-H,805.4813,495.2518,495.2518,327.2323,327.2323,167.0115
PMeOH(23:0_22:6)-H,831.5909,495.2519,521.3614,327.2323,353.3417,167.0115
PMeOH(24:0_22:6)-H,845.6065,495.2519,535.377,327.2323,367.3574,167.0115
PMeOH(24:1_22:6)-H,843.5909,495.2519,533.3614,327.2323,365.3417,167.0115
PMeOH(24:2_22:6)-H,841.5753,495.252,531.3458,327.2323,363.3261,167.0115
PMeOH(24:4_22:6)-H,837.544,495.252,527.3145,327.2323,359.2948,167.0115
PMeOH(25:0_22:6)-H,859.6222,495.252,549.3927,327.2323,381.373,167.0115
PMeOH(26:0_22:6)-H,873.6378,495.2519,563.4083,327.2323,395.3887,167.0115
PMeOH(26:1_22:6)-H,871.6222,495.252,561.3927,327.2323,393.373,167.0115
PMeOH(26:2_22:6)-H,869.6065,495.2519,559.377,327.2323,391.3574,167.0115
PMeOH(26:4_22:6)-H,865.5753,495.252,555.3458,327.2323,387.3261,167.0115
PMeOH(27:0_22:6)-H,887.6535,495.252,577.424,327.2323,409.4043,167.0115
PMeOH(23:0_23:0)-H,857.7005,521.3615,521.3615,353.3417,353.3417,167.0115
PMeOH(23:0_24:0)-H,871.7161,535.3771,521.3615,367.3574,353.3417,167.0115
PMeOH(23:0_24:1)-H,869.7005,533.3615,521.3615,365.3417,353.3417,167.0115
PMeOH(23:0_24:2)-H,867.6848,531.3458,521.3615,363.3261,353.3417,167.0115
PMeOH(23:0_24:4)-H,863.6535,527.3145,521.3615,359.2948,353.3417,167.0115
PMeOH(23:0_25:0)-H,885.7318,549.3928,521.3615,381.373,353.3417,167.0115
PMeOH(23:0_26:0)-H,899.7474,563.4084,521.3615,395.3887,353.3417,167.0115
PMeOH(23:0_26:1)-H,897.7318,561.3928,521.3615,393.373,353.3417,167.0115
PMeOH(23:0_26:2)-H,895.7161,559.3771,521.3615,391.3574,353.3417,167.0115
PMeOH(23:0_26:4)-H,891.6848,555.3458,521.3615,387.3261,353.3417,167.0115
PMeOH(23:0_27:0)-H,913.7631,577.4241,521.3616,409.4043,353.3417,167.0115
PMeOH(24:0_24:0)-H,885.7318,535.3772,535.3772,367.3574,367.3574,167.0115
PMeOH(24:0_24:1)-H,883.7161,533.3615,535.3771,365.3417,367.3574,167.0115
PMeOH(24:0_24:2)-H,881.7005,531.3459,535.3771,363.3261,367.3574,167.0115
PMeOH(24:0_24:4)-H,877.6693,527.3146,535.3771,359.2948,367.3574,167.0115
PMeOH(24:0_25:0)-H,899.7474,549.3928,535.3771,381.373,367.3574,167.0115
PMeOH(24:0_26:0)-H,913.7631,563.4085,535.3772,395.3887,367.3574,167.0115
PMeOH(24:0_26:1)-H,911.7474,561.3928,535.3771,393.373,367.3574,167.0115
PMeOH(24:0_26:2)-H,909.7318,559.3772,535.3772,391.3574,367.3574,167.0115
PMeOH(24:0_26:4)-H,905.7005,555.3459,535.3771,387.3261,367.3574,167.0115
PMeOH(24:0_27:0)-H,927.7787,577.4241,535.3771,409.4043,367.3574,167.0115
PMeOH(24:1_24:1)-H,881.7005,533.3615,533.3615,365.3417,365.3417,167.0115
PMeOH(24:1_24:2)-H,879.6848,531.3458,533.3615,363.3261,365.3417,167.0115
PMeOH(24:1_24:4)-H,875.6535,527.3145,533.3615,359.2948,365.3417,167.0115
PMeOH(25:0_24:1)-H,897.7318,533.3615,549.3928,365.3417,381.373,167.0115
PMeOH(26:0_24:1)-H,911.7474,533.3615,563.4084,365.3417,395.3887,167.0115
PMeOH(24:1_26:1)-H,909.7318,561.3928,533.3615,393.373,365.3417,167.0115
PMeOH(24:1_26:2)-H,907.7161,559.3771,533.3615,391.3574,365.3417,167.0115
PMeOH(24:1_26:4)-H,903.6848,555.3458,533.3615,387.3261,365.3417,167.0115
PMeOH(27:0_24:1)-H,925.7631,533.3616,577.4241,365.3417,409.4043,167.0115
PMeOH(24:2_24:2)-H,877.6693,531.3459,531.3459,363.3261,363.3261,167.0115
PMeOH(24:2_24:4)-H,873.6378,527.3145,531.3458,359.2948,363.3261,167.0115
PMeOH(25:0_24:2)-H,895.7161,531.3458,549.3928,363.3261,381.373,167.0115
PMeOH(26:0_24:2)-H,909.7318,531.3459,563.4084,363.3261,395.3887,167.0115
PMeOH(26:1_24:2)-H,907.7161,531.3458,561.3928,363.3261,393.373,167.0115
PMeOH(24:2_26:2)-H,905.7005,559.3771,531.3459,391.3574,363.3261,167.0115
PMeOH(24:2_26:4)-H,901.6693,555.3459,531.3459,387.3261,363.3261,167.0115
PMeOH(27:0_24:2)-H,923.7474,531.3459,577.4241,363.3261,409.4043,167.0115
PMeOH(24:4_24:4)-H,869.6065,527.3145,527.3145,359.2948,359.2948,167.0115
PMeOH(25:0_24:4)-H,891.6848,527.3145,549.3928,359.2948,381.373,167.0115
PMeOH(26:0_24:4)-H,905.7005,527.3146,563.4084,359.2948,395.3887,167.0115
PMeOH(26:1_24:4)-H,903.6848,527.3145,561.3928,359.2948,393.373,167.0115
PMeOH(26:2_24:4)-H,901.6693,527.3146,559.3771,359.2948,391.3574,167.0115
PMeOH(24:4_26:4)-H,897.6378,555.3458,527.3145,387.3261,359.2948,167.0115
PMeOH(27:0_24:4)-H,919.7161,527.3146,577.424,359.2948,409.4043,167.0115
PMeOH(25:0_25:0)-H,913.7631,549.3928,549.3928,381.373,381.373,167.0115
PMeOH(25:0_26:0)-H,927.7787,563.4084,549.3928,395.3887,381.373,167.0115
PMeOH(25:0_26:1)-H,925.7631,561.3928,549.3928,393.373,381.373,167.0115
PMeOH(25:0_26:2)-H,923.7474,559.3771,549.3928,391.3574,381.373,167.0115
PMeOH(25:0_26:4)-H,919.7161,555.3458,549.3928,387.3261,381.373,167.0115
PMeOH(25:0_27:0)-H,941.7943,577.424,549.3928,409.4043,381.373,167.0115
PMeOH(26:0_26:0)-H,941.7943,563.4084,563.4084,395.3887,395.3887,167.0115
PMeOH(26:0_26:1)-H,939.7787,561.3928,563.4084,393.373,395.3887,167.0115
PMeOH(26:0_26:2)-H,937.7631,559.3772,563.4085,391.3574,395.3887,167.0115
PMeOH(26:0_26:4)-H,933.7318,555.3459,563.4084,387.3261,395.3887,167.0115
PMeOH(26:0_27:0)-H,955.81,577.4241,563.4084,409.4043,395.3887,167.0115
PMeOH(26:1_26:1)-H,937.7631,561.3928,561.3928,393.373,393.373,167.0115
PMeOH(26:1_26:2)-H,935.7474,559.3771,561.3928,391.3574,393.373,167.0115
PMeOH(26:1_26:4)-H,931.7161,555.3458,561.3928,387.3261,393.373,167.0115
PMeOH(27:0_26:1)-H,953.7943,561.3928,577.424,393.373,409.4043,167.0115
PMeOH(26:2_26:2)-H,933.7318,559.3772,559.3772,391.3574,391.3574,167.0115
PMeOH(26:2_26:4)-H,929.7005,555.3459,559.3771,387.3261,391.3574,167.0115
PMeOH(27:0_26:2)-H,951.7787,559.3771,577.4241,391.3574,409.4043,167.0115
PMeOH(26:4_26:4)-H,925.6693,555.3459,555.3459,387.3261,387.3261,167.0115
PMeOH(27:0_26:4)-H,947.7474,555.3459,577.4241,387.3261,409.4043,167.0115
PMeOH(27:0_27:0)-H,969.8256,577.4241,577.4241,409.4043,409.4043,167.0115
