SQDG,[M-H]-,SQMG_SN1-H2O-H,SQMG_SN2-H2O-H,M-FA1-FA2-Glycerol+2H2O-H,sn1,sn2
SQDG(2:0_2:0)-H,401.07538,341.05426,341.05426,225.0069,59.01375,59.01375
SQDG(2:0_3:0)-H,415.09103,355.06991,341.05427,225.0069,59.01376,73.0294
SQDG(2:0_4:0)-H,429.10668,369.08556,341.05428,225.0069,59.01377,87.04505
SQDG(2:0_5:0)-H,443.12234,383.10122,341.0543,225.0069,59.01379,101.06071
SQDG(2:0_6:0)-H,457.13796,397.11684,341.05428,225.0069,59.01377,115.07633
SQDG(2:0_7:0)-H,471.15362,411.1325,341.0543,225.0069,59.01379,129.09199
SQDG(2:0_8:0)-H,485.16928,425.14816,341.05432,225.0069,59.01381,143.10765
SQDG(2:0_9:0)-H,499.18493,439.16381,341.05433,225.0069,59.01382,157.1233
SQDG(3:0_3:0)-H,429.10668,355.06992,355.06992,225.0069,73.02941,73.02941
SQDG(3:0_4:0)-H,443.12234,369.08558,355.06994,225.0069,73.02943,87.04507
SQDG(3:0_5:0)-H,457.13796,383.1012,355.06992,225.0069,73.02941,101.06069
SQDG(3:0_6:0)-H,471.15362,397.11686,355.06994,225.0069,73.02943,115.07635
SQDG(3:0_7:0)-H,485.16928,411.13252,355.06996,225.0069,73.02945,129.09201
SQDG(3:0_8:0)-H,499.18493,425.14817,355.06997,225.0069,73.02946,143.10766
SQDG(3:0_9:0)-H,513.20058,439.16382,355.06998,225.0069,73.02947,157.12331
SQDG(4:0_4:0)-H,457.13796,369.08556,369.08556,225.0069,87.04505,87.04505
SQDG(4:0_5:0)-H,471.15362,383.10122,369.08558,225.0069,87.04507,101.06071
SQDG(4:0_6:0)-H,485.16928,397.11688,369.0856,225.0069,87.04509,115.07637
SQDG(4:0_7:0)-H,499.18493,411.13253,369.08561,225.0069,87.0451,129.09202
SQDG(4:0_8:0)-H,513.20058,425.14818,369.08562,225.0069,87.04511,143.10767
SQDG(4:0_9:0)-H,527.21624,439.16384,369.08564,225.0069,87.04513,157.12333
SQDG(5:0_5:0)-H,485.16928,383.10124,383.10124,225.0069,101.06073,101.06073
SQDG(5:0_6:0)-H,499.18493,397.11689,383.10125,225.0069,101.06074,115.07638
SQDG(5:0_7:0)-H,513.20058,411.13254,383.10126,225.0069,101.06075,129.09203
SQDG(5:0_8:0)-H,527.21624,425.1482,383.10128,225.0069,101.06077,143.10769
SQDG(5:0_9:0)-H,541.23188,439.16384,383.10128,225.0069,101.06077,157.12333
SQDG(6:0_6:0)-H,513.20058,397.1169,397.1169,225.0069,115.07639,115.07639
SQDG(6:0_7:0)-H,527.21624,411.13256,397.11692,225.0069,115.07641,129.09205
SQDG(6:0_8:0)-H,541.23188,425.1482,397.11692,225.0069,115.07641,143.10769
SQDG(6:0_9:0)-H,555.24758,439.1639,397.11698,225.0069,115.07647,157.12339
SQDG(7:0_7:0)-H,541.23188,411.13256,411.13256,225.0069,129.09205,129.09205
SQDG(7:0_8:0)-H,555.24758,425.14826,411.13262,225.0069,129.09211,143.10775
SQDG(7:0_9:0)-H,569.26318,439.16386,411.13258,225.0069,129.09207,157.12335
SQDG(8:0_8:0)-H,569.26318,425.14822,425.14822,225.0069,143.10771,143.10771
SQDG(8:0_9:0)-H,583.27878,439.16382,425.14818,225.0069,143.10767,157.12331
SQDG(9:0_9:0)-H,597.29448,439.16388,439.16388,225.0069,157.12337,157.12337
SQDG(10:0_2:0)-H,513.20058,341.05434,453.17946,225.0069,171.13895,59.01383
SQDG(11:0_2:0)-H,527.21624,341.05436,467.19512,225.0069,185.15461,59.01385
SQDG(12:0_2:0)-H,541.23188,341.05436,481.21076,225.0069,199.17025,59.01385
SQDG(13:0_2:0)-H,555.24758,341.05442,495.22646,225.0069,213.18595,59.01391
SQDG(14:0_2:0)-H,569.26318,341.05438,509.24206,225.0069,227.20155,59.01387
SQDG(14:1_2:0)-H,567.24758,341.05442,507.22646,225.0069,225.18595,59.01391
SQDG(15:0_2:0)-H,583.27878,341.05434,523.25766,225.0069,241.21715,59.01383
SQDG(15:1_2:0)-H,581.26318,341.05438,521.24206,225.0069,239.20155,59.01387
SQDG(16:0_2:0)-H,597.29448,341.0544,537.27336,225.0069,255.23285,59.01389
SQDG(16:1_2:0)-H,595.27878,341.05434,535.25766,225.0069,253.21715,59.01383
SQDG(17:0_2:0)-H,611.31011,341.05439,551.28899,225.0069,269.24848,59.01388
SQDG(17:1_2:0)-H,609.29448,341.0544,549.27336,225.0069,267.23285,59.01389
SQDG(17:2_2:0)-H,607.27878,341.05434,547.25766,225.0069,265.21715,59.01383
SQDG(18:0_2:0)-H,625.32578,341.05442,565.30466,225.0069,283.26415,59.01391
SQDG(18:1_2:0)-H,623.31011,341.05439,563.28899,225.0069,281.24848,59.01388
SQDG(18:2_2:0)-H,621.29448,341.0544,561.27336,225.0069,279.23285,59.01389
SQDG(18:3_2:0)-H,619.27878,341.05434,559.25766,225.0069,277.21715,59.01383
SQDG(18:4_2:0)-H,617.26318,341.05438,557.24206,225.0069,275.20155,59.01387
SQDG(19:0_2:0)-H,639.34142,341.05442,579.3203,225.0069,297.27979,59.01391
SQDG(2:0_20:0)-H,653.35705,593.33593,341.05441,225.0069,59.0139,311.29542
SQDG(2:0_20:1)-H,651.34142,591.3203,341.05442,225.0069,59.01391,309.27979
SQDG(2:0_20:2)-H,649.32578,589.30466,341.05442,225.0069,59.01391,307.26415
SQDG(2:0_20:3)-H,647.31011,587.28899,341.05439,225.0069,59.01388,305.24848
SQDG(2:0_20:4)-H,645.29448,585.27336,341.0544,225.0069,59.01389,303.23285
SQDG(2:0_20:5)-H,643.27878,583.25766,341.05434,225.0069,59.01383,301.21715
SQDG(2:0_21:0)-H,667.37273,607.35161,341.05445,225.0069,59.01394,325.3111
SQDG(2:0_22:0)-H,681.38838,621.36726,341.05446,225.0069,59.01395,339.32675
SQDG(2:0_22:1)-H,679.37273,619.35161,341.05445,225.0069,59.01394,337.3111
SQDG(2:0_22:2)-H,677.35705,617.33593,341.05441,225.0069,59.0139,335.29542
SQDG(2:0_22:4)-H,673.32578,613.30466,341.05442,225.0069,59.01391,331.26415
SQDG(2:0_22:5)-H,671.31011,611.28899,341.05439,225.0069,59.01388,329.24848
SQDG(2:0_22:6)-H,669.29448,609.27336,341.0544,225.0069,59.01389,327.23285
SQDG(2:0_23:0)-H,695.40405,635.38293,341.05449,225.0069,59.01398,353.34242
SQDG(2:0_24:0)-H,709.41968,649.39856,341.05448,225.0069,59.01397,367.35805
SQDG(2:0_24:1)-H,707.40405,647.38293,341.05449,225.0069,59.01398,365.34242
SQDG(2:0_24:4)-H,701.35705,641.33593,341.05441,225.0069,59.0139,359.29542
SQDG(2:0_25:0)-H,723.43538,663.41426,341.05454,225.0069,59.01403,381.37375
SQDG(2:0_26:0)-H,737.45098,677.42986,341.0545,225.0069,59.01399,395.38935
SQDG(2:0_26:1)-H,735.43538,675.41426,341.05454,225.0069,59.01403,393.37375
SQDG(2:0_26:2)-H,733.41968,673.39856,341.05448,225.0069,59.01397,391.35805
SQDG(10:0_3:0)-H,527.21624,355.07,453.17948,225.0069,171.13897,73.02949
SQDG(11:0_3:0)-H,541.23188,355.07,467.19512,225.0069,185.15461,73.02949
SQDG(12:0_3:0)-H,555.24758,355.07006,481.21082,225.0069,199.17031,73.02955
SQDG(13:0_3:0)-H,569.26318,355.07002,495.22642,225.0069,213.18591,73.02951
SQDG(14:0_3:0)-H,583.27878,355.06998,509.24202,225.0069,227.20151,73.02947
SQDG(14:1_3:0)-H,581.26318,355.07002,507.22642,225.0069,225.18591,73.02951
SQDG(15:0_3:0)-H,597.29448,355.07004,523.25772,225.0069,241.21721,73.02953
SQDG(15:1_3:0)-H,595.27878,355.06998,521.24202,225.0069,239.20151,73.02947
SQDG(16:0_3:0)-H,611.31011,355.07003,537.27335,225.0069,255.23284,73.02952
SQDG(16:1_3:0)-H,609.29448,355.07004,535.25772,225.0069,253.21721,73.02953
SQDG(17:0_3:0)-H,625.32578,355.07006,551.28902,225.0069,269.24851,73.02955
SQDG(17:1_3:0)-H,623.31011,355.07003,549.27335,225.0069,267.23284,73.02952
SQDG(17:2_3:0)-H,621.29448,355.07004,547.25772,225.0069,265.21721,73.02953
SQDG(18:0_3:0)-H,639.34142,355.07006,565.30466,225.0069,283.26415,73.02955
SQDG(18:1_3:0)-H,637.32578,355.07006,563.28902,225.0069,281.24851,73.02955
SQDG(18:2_3:0)-H,635.31011,355.07003,561.27335,225.0069,279.23284,73.02952
SQDG(18:3_3:0)-H,633.29448,355.07004,559.25772,225.0069,277.21721,73.02953
SQDG(18:4_3:0)-H,631.27878,355.06998,557.24202,225.0069,275.20151,73.02947
SQDG(19:0_3:0)-H,653.35705,355.07005,579.32029,225.0069,297.27978,73.02954
SQDG(20:0_3:0)-H,667.37273,355.07009,593.33597,225.0069,311.29546,73.02958
SQDG(20:1_3:0)-H,665.35705,355.07005,591.32029,225.0069,309.27978,73.02954
SQDG(20:2_3:0)-H,663.34142,355.07006,589.30466,225.0069,307.26415,73.02955
SQDG(20:3_3:0)-H,661.32578,355.07006,587.28902,225.0069,305.24851,73.02955
SQDG(20:4_3:0)-H,659.31011,355.07003,585.27335,225.0069,303.23284,73.02952
SQDG(20:5_3:0)-H,657.29448,355.07004,583.25772,225.0069,301.21721,73.02953
SQDG(21:0_3:0)-H,681.38838,355.0701,607.35162,225.0069,325.31111,73.02959
SQDG(22:0_3:0)-H,695.40405,355.07013,621.36729,225.0069,339.32678,73.02962
SQDG(22:1_3:0)-H,693.38838,355.0701,619.35162,225.0069,337.31111,73.02959
SQDG(22:2_3:0)-H,691.37273,355.07009,617.33597,225.0069,335.29546,73.02958
SQDG(22:4_3:0)-H,687.34142,355.07006,613.30466,225.0069,331.26415,73.02955
SQDG(22:5_3:0)-H,685.32578,355.07006,611.28902,225.0069,329.24851,73.02955
SQDG(22:6_3:0)-H,683.31011,355.07003,609.27335,225.0069,327.23284,73.02952
SQDG(23:0_3:0)-H,709.41968,355.07012,635.38292,225.0069,353.34241,73.02961
SQDG(24:0_3:0)-H,723.43538,355.07018,649.39862,225.0069,367.35811,73.02967
SQDG(24:1_3:0)-H,721.41968,355.07012,647.38292,225.0069,365.34241,73.02961
SQDG(24:4_3:0)-H,715.37273,355.07009,641.33597,225.0069,359.29546,73.02958
SQDG(25:0_3:0)-H,737.45098,355.07014,663.41422,225.0069,381.37371,73.02963
SQDG(26:0_3:0)-H,751.46658,355.0701,677.42982,225.0069,395.38931,73.02959
SQDG(26:1_3:0)-H,749.45098,355.07014,675.41422,225.0069,393.37371,73.02963
SQDG(26:2_3:0)-H,747.43538,355.07018,673.39862,225.0069,391.35811,73.02967
SQDG(10:0_4:0)-H,541.23188,369.08564,453.17948,225.0069,171.13897,87.04513
SQDG(11:0_4:0)-H,555.24758,369.0857,467.19518,225.0069,185.15467,87.04519
SQDG(12:0_4:0)-H,569.26318,369.08566,481.21078,225.0069,199.17027,87.04515
SQDG(13:0_4:0)-H,583.27878,369.08562,495.22638,225.0069,213.18587,87.04511
SQDG(14:0_4:0)-H,597.29448,369.08568,509.24208,225.0069,227.20157,87.04517
SQDG(14:1_4:0)-H,595.27878,369.08562,507.22638,225.0069,225.18587,87.04511
SQDG(15:0_4:0)-H,611.31011,369.08567,523.25771,225.0069,241.2172,87.04516
SQDG(15:1_4:0)-H,609.29448,369.08568,521.24208,225.0069,239.20157,87.04517
SQDG(16:0_4:0)-H,625.32578,369.0857,537.27338,225.0069,255.23287,87.04519
SQDG(16:1_4:0)-H,623.31011,369.08567,535.25771,225.0069,253.2172,87.04516
SQDG(17:0_4:0)-H,639.34142,369.0857,551.28902,225.0069,269.24851,87.04519
SQDG(17:1_4:0)-H,637.32578,369.0857,549.27338,225.0069,267.23287,87.04519
SQDG(17:2_4:0)-H,635.31011,369.08567,547.25771,225.0069,265.2172,87.04516
SQDG(18:0_4:0)-H,653.35705,369.08569,565.30465,225.0069,283.26414,87.04518
SQDG(18:1_4:0)-H,651.34142,369.0857,563.28902,225.0069,281.24851,87.04519
SQDG(18:2_4:0)-H,649.32578,369.0857,561.27338,225.0069,279.23287,87.04519
SQDG(18:3_4:0)-H,647.31011,369.08567,559.25771,225.0069,277.2172,87.04516
SQDG(18:4_4:0)-H,645.29448,369.08568,557.24208,225.0069,275.20157,87.04517
SQDG(19:0_4:0)-H,667.37273,369.08573,579.32033,225.0069,297.27982,87.04522
SQDG(20:0_4:0)-H,681.38838,369.08574,593.33598,225.0069,311.29547,87.04523
SQDG(20:1_4:0)-H,679.37273,369.08573,591.32033,225.0069,309.27982,87.04522
SQDG(20:2_4:0)-H,677.35705,369.08569,589.30465,225.0069,307.26414,87.04518
SQDG(20:3_4:0)-H,675.34142,369.0857,587.28902,225.0069,305.24851,87.04519
SQDG(20:4_4:0)-H,673.32578,369.0857,585.27338,225.0069,303.23287,87.04519
SQDG(20:5_4:0)-H,671.31011,369.08567,583.25771,225.0069,301.2172,87.04516
SQDG(21:0_4:0)-H,695.40405,369.08577,607.35165,225.0069,325.31114,87.04526
SQDG(22:0_4:0)-H,709.41968,369.08576,621.36728,225.0069,339.32677,87.04525
SQDG(22:1_4:0)-H,707.40405,369.08577,619.35165,225.0069,337.31114,87.04526
SQDG(22:2_4:0)-H,705.38838,369.08574,617.33598,225.0069,335.29547,87.04523
SQDG(22:4_4:0)-H,701.35705,369.08569,613.30465,225.0069,331.26414,87.04518
SQDG(22:5_4:0)-H,699.34142,369.0857,611.28902,225.0069,329.24851,87.04519
SQDG(22:6_4:0)-H,697.32578,369.0857,609.27338,225.0069,327.23287,87.04519
SQDG(23:0_4:0)-H,723.43538,369.08582,635.38298,225.0069,353.34247,87.04531
SQDG(24:0_4:0)-H,737.45098,369.08578,649.39858,225.0069,367.35807,87.04527
SQDG(24:1_4:0)-H,735.43538,369.08582,647.38298,225.0069,365.34247,87.04531
SQDG(24:4_4:0)-H,729.38838,369.08574,641.33598,225.0069,359.29547,87.04523
SQDG(25:0_4:0)-H,751.46658,369.08574,663.41418,225.0069,381.37367,87.04523
SQDG(26:0_4:0)-H,765.48228,369.0858,677.42988,225.0069,395.38937,87.04529
SQDG(26:1_4:0)-H,763.46658,369.08574,675.41418,225.0069,393.37367,87.04523
SQDG(26:2_4:0)-H,761.45098,369.08578,673.39858,225.0069,391.35807,87.04527
SQDG(10:0_5:0)-H,555.24758,383.10134,453.17954,225.0069,171.13903,101.06083
SQDG(11:0_5:0)-H,569.26318,383.1013,467.19514,225.0069,185.15463,101.06079
SQDG(12:0_5:0)-H,583.27878,383.10126,481.21074,225.0069,199.17023,101.06075
SQDG(13:0_5:0)-H,597.29448,383.10132,495.22644,225.0069,213.18593,101.06081
SQDG(14:0_5:0)-H,611.31011,383.10131,509.24207,225.0069,227.20156,101.0608
SQDG(14:1_5:0)-H,609.29448,383.10132,507.22644,225.0069,225.18593,101.06081
SQDG(15:0_5:0)-H,625.32578,383.10134,523.25774,225.0069,241.21723,101.06083
SQDG(15:1_5:0)-H,623.31011,383.10131,521.24207,225.0069,239.20156,101.0608
SQDG(16:0_5:0)-H,639.34142,383.10134,537.27338,225.0069,255.23287,101.06083
SQDG(16:1_5:0)-H,637.32578,383.10134,535.25774,225.0069,253.21723,101.06083
SQDG(17:0_5:0)-H,653.35705,383.10133,551.28901,225.0069,269.2485,101.06082
SQDG(17:1_5:0)-H,651.34142,383.10134,549.27338,225.0069,267.23287,101.06083
SQDG(17:2_5:0)-H,649.32578,383.10134,547.25774,225.0069,265.21723,101.06083
SQDG(18:0_5:0)-H,667.37273,383.10137,565.30469,225.0069,283.26418,101.06086
SQDG(18:1_5:0)-H,665.35705,383.10133,563.28901,225.0069,281.2485,101.06082
SQDG(18:2_5:0)-H,663.34142,383.10134,561.27338,225.0069,279.23287,101.06083
SQDG(18:3_5:0)-H,661.32578,383.10134,559.25774,225.0069,277.21723,101.06083
SQDG(18:4_5:0)-H,659.31011,383.10131,557.24207,225.0069,275.20156,101.0608
SQDG(19:0_5:0)-H,681.38838,383.10138,579.32034,225.0069,297.27983,101.06087
SQDG(20:0_5:0)-H,695.40405,383.10141,593.33601,225.0069,311.2955,101.0609
SQDG(20:1_5:0)-H,693.38838,383.10138,591.32034,225.0069,309.27983,101.06087
SQDG(20:2_5:0)-H,691.37273,383.10137,589.30469,225.0069,307.26418,101.06086
SQDG(20:3_5:0)-H,689.35705,383.10133,587.28901,225.0069,305.2485,101.06082
SQDG(20:4_5:0)-H,687.34142,383.10134,585.27338,225.0069,303.23287,101.06083
SQDG(20:5_5:0)-H,685.32578,383.10134,583.25774,225.0069,301.21723,101.06083
SQDG(21:0_5:0)-H,709.41968,383.1014,607.35164,225.0069,325.31113,101.06089
SQDG(22:0_5:0)-H,723.43538,383.10146,621.36734,225.0069,339.32683,101.06095
SQDG(22:1_5:0)-H,721.41968,383.1014,619.35164,225.0069,337.31113,101.06089
SQDG(22:2_5:0)-H,719.40405,383.10141,617.33601,225.0069,335.2955,101.0609
SQDG(22:4_5:0)-H,715.37273,383.10137,613.30469,225.0069,331.26418,101.06086
SQDG(22:5_5:0)-H,713.35705,383.10133,611.28901,225.0069,329.2485,101.06082
SQDG(22:6_5:0)-H,711.34142,383.10134,609.27338,225.0069,327.23287,101.06083
SQDG(23:0_5:0)-H,737.45098,383.10142,635.38294,225.0069,353.34243,101.06091
SQDG(24:0_5:0)-H,751.46658,383.10138,649.39854,225.0069,367.35803,101.06087
SQDG(24:1_5:0)-H,749.45098,383.10142,647.38294,225.0069,365.34243,101.06091
SQDG(24:4_5:0)-H,743.40405,383.10141,641.33601,225.0069,359.2955,101.0609
SQDG(25:0_5:0)-H,765.48228,383.10144,663.41424,225.0069,381.37373,101.06093
SQDG(26:0_5:0)-H,779.49792,383.10144,677.42988,225.0069,395.38937,101.06093
SQDG(26:1_5:0)-H,777.48228,383.10144,675.41424,225.0069,393.37373,101.06093
SQDG(26:2_5:0)-H,775.46658,383.10138,673.39854,225.0069,391.35803,101.06087
SQDG(10:0_6:0)-H,569.26318,397.11694,453.1795,225.0069,171.13899,115.07643
SQDG(11:0_6:0)-H,583.27878,397.1169,467.1951,225.0069,185.15459,115.07639
SQDG(12:0_6:0)-H,597.29448,397.11696,481.2108,225.0069,199.17029,115.07645
SQDG(13:0_6:0)-H,611.31011,397.11695,495.22643,225.0069,213.18592,115.07644
SQDG(14:0_6:0)-H,625.32578,397.11698,509.2421,225.0069,227.20159,115.07647
SQDG(14:1_6:0)-H,623.31011,397.11695,507.22643,225.0069,225.18592,115.07644
SQDG(15:0_6:0)-H,639.34142,397.11698,523.25774,225.0069,241.21723,115.07647
SQDG(15:1_6:0)-H,637.32578,397.11698,521.2421,225.0069,239.20159,115.07647
SQDG(16:0_6:0)-H,653.35705,397.11697,537.27337,225.0069,255.23286,115.07646
SQDG(16:1_6:0)-H,651.34142,397.11698,535.25774,225.0069,253.21723,115.07647
SQDG(17:0_6:0)-H,667.37273,397.11701,551.28905,225.0069,269.24854,115.0765
SQDG(17:1_6:0)-H,665.35705,397.11697,549.27337,225.0069,267.23286,115.07646
SQDG(17:2_6:0)-H,663.34142,397.11698,547.25774,225.0069,265.21723,115.07647
SQDG(18:0_6:0)-H,681.38838,397.11702,565.3047,225.0069,283.26419,115.07651
SQDG(18:1_6:0)-H,679.37273,397.11701,563.28905,225.0069,281.24854,115.0765
SQDG(18:2_6:0)-H,677.35705,397.11697,561.27337,225.0069,279.23286,115.07646
SQDG(18:3_6:0)-H,675.34142,397.11698,559.25774,225.0069,277.21723,115.07647
SQDG(18:4_6:0)-H,673.32578,397.11698,557.2421,225.0069,275.20159,115.07647
SQDG(19:0_6:0)-H,695.40405,397.11705,579.32037,225.0069,297.27986,115.07654
SQDG(20:0_6:0)-H,709.41968,397.11704,593.336,225.0069,311.29549,115.07653
SQDG(20:1_6:0)-H,707.40405,397.11705,591.32037,225.0069,309.27986,115.07654
SQDG(20:2_6:0)-H,705.38838,397.11702,589.3047,225.0069,307.26419,115.07651
