FAHFA,[M-H]-,[HFA-H]-,[HFA-H-H2O]-,[FA-H]-
FAHFA(18:4/13:1)-H,485.3636,227.1653,209.1547,275.2017
FAHFA(18:4/14:0)-H,501.3949,243.1966,225.186,275.2017
FAHFA(18:4/14:1)-H,499.3793,241.1809,223.1703,275.2017
FAHFA(18:4/15:0)-H,515.4106,257.2122,239.2016,275.2017
FAHFA(18:4/15:1)-H,513.395,255.1966,237.186,275.2017
FAHFA(18:4/16:0)-H,529.4262,271.2279,253.2173,275.2017
FAHFA(18:4/16:1)-H,527.4106,269.2122,251.2016,275.2017
FAHFA(18:4/16:2)-H,525.395,267.1966,249.186,275.2017
FAHFA(18:4/16:3)-H,523.3793,265.1809,247.1703,275.2017
FAHFA(18:4/17:0)-H,543.4419,285.2435,267.2329,275.2017
FAHFA(18:4/17:1)-H,541.4262,283.2279,265.2173,275.2017
FAHFA(18:4/17:2)-H,539.4106,281.2122,263.2017,275.2017
FAHFA(18:4/18:0)-H,557.4575,299.2592,281.2486,275.2017
FAHFA(18:4/18:1)-H,555.4419,297.2435,279.2329,275.2017
FAHFA(18:4/18:2)-H,553.4262,295.2279,277.2173,275.2017
FAHFA(18:4/18:3)-H,551.4106,293.2122,275.2017,275.2017
FAHFA(18:4/19:0)-H,571.4732,313.2748,295.2643,275.2017
FAHFA(18:4/19:1)-H,569.4575,311.2592,293.2486,275.2017
FAHFA(18:4/19:2)-H,567.4419,309.2435,291.2329,275.2017
FAHFA(18:4/20:0)-H,585.4888,327.2905,309.2799,275.2017
FAHFA(18:4/20:1)-H,583.4732,325.2748,307.2643,275.2017
FAHFA(18:4/20:2)-H,581.4575,323.2592,305.2486,275.2017
FAHFA(18:4/20:3)-H,579.4419,321.2435,303.2329,275.2017
FAHFA(18:4/20:4)-H,577.4262,319.2279,301.2173,275.2017
FAHFA(18:4/21:0)-H,599.5045,341.3061,323.2956,275.2017
FAHFA(18:4/21:1)-H,597.4888,339.2905,321.2799,275.2017
FAHFA(18:4/21:2)-H,595.4732,337.2748,319.2643,275.2017
FAHFA(18:4/22:0)-H,613.5201,355.3218,337.3112,275.2017
FAHFA(18:4/22:1)-H,611.5045,353.3061,335.2956,275.2017
FAHFA(18:4/22:2)-H,609.4888,351.2905,333.2799,275.2017
FAHFA(18:4/22:3)-H,607.4732,349.2748,331.2643,275.2017
FAHFA(18:4/22:4)-H,605.4575,347.2592,329.2486,275.2017
FAHFA(18:4/22:5)-H,603.4419,345.2435,327.2329,275.2017
FAHFA(18:4/23:0)-H,627.5358,369.3374,351.3268,275.2017
FAHFA(18:4/24:0)-H,641.5515,383.3531,365.3425,275.2017
FAHFA(18:4/24:1)-H,639.5358,381.3374,363.3268,275.2017
FAHFA(18:4/24:2)-H,637.5201,379.3218,361.3112,275.2017
FAHFA(18:4/24:4)-H,633.4888,375.2905,357.2799,275.2017
FAHFA(18:4/25:0)-H,655.5671,397.3687,379.3582,275.2017
FAHFA(18:4/26:0)-H,669.5827,411.3844,393.3738,275.2017
FAHFA(18:4/26:1)-H,667.5671,409.3687,391.3582,275.2017
FAHFA(18:4/26:2)-H,665.5515,407.3531,389.3425,275.2017
FAHFA(18:4/26:4)-H,661.5201,403.3218,385.3112,275.2017
FAHFA(18:4/27:0)-H,683.5984,425.4,407.3894,275.2017
FAHFA(18:5/2:0)-H,331.1915,75.00877,56.9982,273.186
FAHFA(18:5/3:0)-H,345.2071,89.02442,71.01385,273.186
FAHFA(18:5/4:0)-H,359.2228,103.0401,85.0295,273.186
FAHFA(18:5/5:0)-H,373.2384,117.0557,99.04515,273.186
FAHFA(18:5/6:0)-H,387.2541,131.0714,113.0608,273.186
FAHFA(18:5/7:0)-H,401.2697,145.087,127.0764,273.186
FAHFA(18:5/8:0)-H,415.2854,159.1027,141.0921,273.186
FAHFA(18:5/9:0)-H,429.301,173.1183,155.1078,273.186
FAHFA(18:5/10:0)-H,443.3167,187.134,169.1234,273.186
FAHFA(18:5/11:0)-H,457.3323,201.1496,183.1391,273.186
FAHFA(18:5/12:0)-H,471.348,215.1653,197.1547,273.186
FAHFA(18:5/13:0)-H,485.3636,229.1809,211.1703,273.186
FAHFA(18:5/13:1)-H,483.348,227.1653,209.1547,273.186
FAHFA(18:5/14:0)-H,499.3793,243.1966,225.186,273.186
FAHFA(18:5/14:1)-H,497.3636,241.1809,223.1703,273.186
FAHFA(18:5/15:0)-H,513.395,257.2122,239.2016,273.186
FAHFA(18:5/15:1)-H,511.3793,255.1966,237.186,273.186
FAHFA(18:5/16:0)-H,527.4106,271.2279,253.2173,273.186
FAHFA(18:5/16:1)-H,525.395,269.2122,251.2016,273.186
FAHFA(18:5/16:2)-H,523.3793,267.1966,249.186,273.186
FAHFA(18:5/16:3)-H,521.3636,265.1809,247.1703,273.186
FAHFA(18:5/17:0)-H,541.4262,285.2435,267.2329,273.186
FAHFA(18:5/17:1)-H,539.4106,283.2279,265.2173,273.186
FAHFA(18:5/17:2)-H,537.395,281.2122,263.2017,273.186
FAHFA(18:5/18:0)-H,555.4419,299.2592,281.2486,273.186
FAHFA(18:5/18:1)-H,553.4262,297.2435,279.2329,273.186
FAHFA(18:5/18:2)-H,551.4106,295.2279,277.2173,273.186
FAHFA(18:5/18:3)-H,549.395,293.2122,275.2017,273.186
FAHFA(18:5/19:0)-H,569.4575,313.2748,295.2643,273.186
FAHFA(18:5/19:1)-H,567.4419,311.2592,293.2486,273.186
FAHFA(18:5/19:2)-H,565.4262,309.2435,291.2329,273.186
FAHFA(18:5/20:0)-H,583.4732,327.2905,309.2799,273.186
FAHFA(18:5/20:1)-H,581.4575,325.2748,307.2643,273.186
FAHFA(18:5/20:2)-H,579.4419,323.2592,305.2486,273.186
FAHFA(18:5/20:3)-H,577.4262,321.2435,303.2329,273.186
FAHFA(18:5/20:4)-H,575.4106,319.2279,301.2173,273.186
FAHFA(18:5/21:0)-H,597.4888,341.3061,323.2956,273.186
FAHFA(18:5/21:1)-H,595.4732,339.2905,321.2799,273.186
FAHFA(18:5/21:2)-H,593.4575,337.2748,319.2643,273.186
FAHFA(18:5/22:0)-H,611.5045,355.3218,337.3112,273.186
FAHFA(18:5/22:1)-H,609.4888,353.3061,335.2956,273.186
FAHFA(18:5/22:2)-H,607.4732,351.2905,333.2799,273.186
FAHFA(18:5/22:3)-H,605.4575,349.2748,331.2643,273.186
FAHFA(18:5/22:4)-H,603.4419,347.2592,329.2486,273.186
FAHFA(18:5/22:5)-H,601.4262,345.2435,327.2329,273.186
FAHFA(18:5/23:0)-H,625.5201,369.3374,351.3268,273.186
FAHFA(18:5/24:0)-H,639.5358,383.3531,365.3425,273.186
FAHFA(18:5/24:1)-H,637.5201,381.3374,363.3268,273.186
FAHFA(18:5/24:2)-H,635.5045,379.3218,361.3112,273.186
FAHFA(18:5/24:4)-H,631.4732,375.2905,357.2799,273.186
FAHFA(18:5/25:0)-H,653.5515,397.3687,379.3582,273.186
FAHFA(18:5/26:0)-H,667.5671,411.3844,393.3738,273.186
FAHFA(18:5/26:1)-H,665.5515,409.3687,391.3582,273.186
FAHFA(18:5/26:2)-H,663.5358,407.3531,389.3425,273.186
FAHFA(18:5/26:4)-H,659.5045,403.3218,385.3112,273.186
FAHFA(18:5/27:0)-H,681.5827,425.4,407.3894,273.186
FAHFA(19:0/2:0)-H,355.2854,75.00877,56.9982,297.2799
FAHFA(19:0/3:0)-H,369.301,89.02442,71.01385,297.2799
FAHFA(19:0/4:0)-H,383.3167,103.0401,85.0295,297.2799
FAHFA(19:0/5:0)-H,397.3323,117.0557,99.04515,297.2799
FAHFA(19:0/6:0)-H,411.348,131.0714,113.0608,297.2799
FAHFA(19:0/7:0)-H,425.3636,145.087,127.0764,297.2799
FAHFA(19:0/8:0)-H,439.3793,159.1027,141.0921,297.2799
FAHFA(19:0/9:0)-H,453.3949,173.1183,155.1078,297.2799
FAHFA(19:0/10:0)-H,467.4106,187.134,169.1234,297.2799
FAHFA(19:0/11:0)-H,481.4262,201.1496,183.1391,297.2799
FAHFA(19:0/12:0)-H,495.4419,215.1653,197.1547,297.2799
FAHFA(19:0/13:0)-H,509.4575,229.1809,211.1703,297.2799
FAHFA(19:0/13:1)-H,507.4419,227.1653,209.1547,297.2799
FAHFA(19:0/14:0)-H,523.4732,243.1966,225.186,297.2799
FAHFA(19:0/14:1)-H,521.4575,241.1809,223.1703,297.2799
FAHFA(19:0/15:0)-H,537.4888,257.2122,239.2016,297.2799
FAHFA(19:0/15:1)-H,535.4732,255.1966,237.186,297.2799
FAHFA(19:0/16:0)-H,551.5045,271.2279,253.2173,297.2799
FAHFA(19:0/16:1)-H,549.4888,269.2122,251.2016,297.2799
FAHFA(19:0/16:2)-H,547.4732,267.1966,249.186,297.2799
FAHFA(19:0/16:3)-H,545.4575,265.1809,247.1703,297.2799
FAHFA(19:0/17:0)-H,565.5201,285.2435,267.2329,297.2799
FAHFA(19:0/17:1)-H,563.5045,283.2279,265.2173,297.2799
FAHFA(19:0/17:2)-H,561.4888,281.2122,263.2017,297.2799
FAHFA(19:0/18:0)-H,579.5358,299.2592,281.2486,297.2799
FAHFA(19:0/18:1)-H,577.5201,297.2435,279.2329,297.2799
FAHFA(19:0/18:2)-H,575.5045,295.2279,277.2173,297.2799
FAHFA(19:0/18:3)-H,573.4888,293.2122,275.2017,297.2799
FAHFA(19:0/19:0)-H,593.5515,313.2748,295.2643,297.2799
FAHFA(19:0/19:1)-H,591.5358,311.2592,293.2486,297.2799
FAHFA(19:0/19:2)-H,589.5201,309.2435,291.2329,297.2799
FAHFA(19:0/20:0)-H,607.5671,327.2905,309.2799,297.2799
FAHFA(19:0/20:1)-H,605.5515,325.2748,307.2643,297.2799
FAHFA(19:0/20:2)-H,603.5358,323.2592,305.2486,297.2799
FAHFA(19:0/20:3)-H,601.5201,321.2435,303.2329,297.2799
FAHFA(19:0/20:4)-H,599.5045,319.2279,301.2173,297.2799
FAHFA(19:0/21:0)-H,621.5827,341.3061,323.2956,297.2799
FAHFA(19:0/21:1)-H,619.5671,339.2905,321.2799,297.2799
FAHFA(19:0/21:2)-H,617.5515,337.2748,319.2643,297.2799
FAHFA(19:0/22:0)-H,635.5984,355.3218,337.3112,297.2799
FAHFA(19:0/22:1)-H,633.5827,353.3061,335.2956,297.2799
FAHFA(19:0/22:2)-H,631.5671,351.2905,333.2799,297.2799
FAHFA(19:0/22:3)-H,629.5515,349.2748,331.2643,297.2799
FAHFA(19:0/22:4)-H,627.5358,347.2592,329.2486,297.2799
FAHFA(19:0/22:5)-H,625.5201,345.2435,327.2329,297.2799
FAHFA(19:0/23:0)-H,649.614,369.3374,351.3268,297.2799
FAHFA(19:0/24:0)-H,663.6297,383.3531,365.3425,297.2799
FAHFA(19:0/24:1)-H,661.614,381.3374,363.3268,297.2799
FAHFA(19:0/24:2)-H,659.5984,379.3218,361.3112,297.2799
FAHFA(19:0/24:4)-H,655.5671,375.2905,357.2799,297.2799
FAHFA(19:0/25:0)-H,677.6453,397.3687,379.3582,297.2799
FAHFA(19:0/26:0)-H,691.6609,411.3844,393.3738,297.2799
FAHFA(19:0/26:1)-H,689.6453,409.3687,391.3582,297.2799
FAHFA(19:0/26:2)-H,687.6297,407.3531,389.3425,297.2799
FAHFA(19:0/26:4)-H,683.5984,403.3218,385.3112,297.2799
FAHFA(19:0/27:0)-H,705.6766,425.4,407.3894,297.2799
FAHFA(19:1/2:0)-H,353.2697,75.00877,56.9982,295.2643
FAHFA(19:1/3:0)-H,367.2854,89.02442,71.01385,295.2643
FAHFA(19:1/4:0)-H,381.301,103.0401,85.0295,295.2643
FAHFA(19:1/5:0)-H,395.3167,117.0557,99.04515,295.2643
FAHFA(19:1/6:0)-H,409.3323,131.0714,113.0608,295.2643
FAHFA(19:1/7:0)-H,423.348,145.087,127.0764,295.2643
FAHFA(19:1/8:0)-H,437.3636,159.1027,141.0921,295.2643
FAHFA(19:1/9:0)-H,451.3793,173.1183,155.1078,295.2643
FAHFA(19:1/10:0)-H,465.3949,187.134,169.1234,295.2643
FAHFA(19:1/11:0)-H,479.4106,201.1496,183.1391,295.2643
FAHFA(19:1/12:0)-H,493.4262,215.1653,197.1547,295.2643
FAHFA(19:1/13:0)-H,507.4419,229.1809,211.1703,295.2643
FAHFA(19:1/13:1)-H,505.4262,227.1653,209.1547,295.2643
FAHFA(19:1/14:0)-H,521.4575,243.1966,225.186,295.2643
FAHFA(19:1/14:1)-H,519.4419,241.1809,223.1703,295.2643
FAHFA(19:1/15:0)-H,535.4732,257.2122,239.2016,295.2643
FAHFA(19:1/15:1)-H,533.4575,255.1966,237.186,295.2643
FAHFA(19:1/16:0)-H,549.4888,271.2279,253.2173,295.2643
FAHFA(19:1/16:1)-H,547.4732,269.2122,251.2016,295.2643
FAHFA(19:1/16:2)-H,545.4575,267.1966,249.186,295.2643
FAHFA(19:1/16:3)-H,543.4419,265.1809,247.1703,295.2643
FAHFA(19:1/17:0)-H,563.5045,285.2435,267.2329,295.2643
FAHFA(19:1/17:1)-H,561.4888,283.2279,265.2173,295.2643
FAHFA(19:1/17:2)-H,559.4732,281.2122,263.2017,295.2643
FAHFA(19:1/18:0)-H,577.5201,299.2592,281.2486,295.2643
FAHFA(19:1/18:1)-H,575.5045,297.2435,279.2329,295.2643
FAHFA(19:1/18:2)-H,573.4888,295.2279,277.2173,295.2643
FAHFA(19:1/18:3)-H,571.4732,293.2122,275.2017,295.2643
FAHFA(19:1/19:0)-H,591.5358,313.2748,295.2643,295.2643
FAHFA(19:1/19:1)-H,589.5201,311.2592,293.2486,295.2643
FAHFA(19:1/19:2)-H,587.5045,309.2435,291.2329,295.2643
FAHFA(19:1/20:0)-H,605.5515,327.2905,309.2799,295.2643
FAHFA(19:1/20:1)-H,603.5358,325.2748,307.2643,295.2643
FAHFA(19:1/20:2)-H,601.5201,323.2592,305.2486,295.2643
FAHFA(19:1/20:3)-H,599.5045,321.2435,303.2329,295.2643
FAHFA(19:1/20:4)-H,597.4888,319.2279,301.2173,295.2643
FAHFA(19:1/21:0)-H,619.5671,341.3061,323.2956,295.2643
FAHFA(19:1/21:1)-H,617.5515,339.2905,321.2799,295.2643
FAHFA(19:1/21:2)-H,615.5358,337.2748,319.2643,295.2643
FAHFA(19:1/22:0)-H,633.5827,355.3218,337.3112,295.2643
FAHFA(19:1/22:1)-H,631.5671,353.3061,335.2956,295.2643
FAHFA(19:1/22:2)-H,629.5515,351.2905,333.2799,295.2643
FAHFA(19:1/22:3)-H,627.5358,349.2748,331.2643,295.2643
FAHFA(19:1/22:4)-H,625.5201,347.2592,329.2486,295.2643
FAHFA(19:1/22:5)-H,623.5045,345.2435,327.2329,295.2643
FAHFA(19:1/23:0)-H,647.5984,369.3374,351.3268,295.2643
FAHFA(19:1/24:0)-H,661.614,383.3531,365.3425,295.2643
FAHFA(19:1/24:1)-H,659.5984,381.3374,363.3268,295.2643
FAHFA(19:1/24:2)-H,657.5827,379.3218,361.3112,295.2643
FAHFA(19:1/24:4)-H,653.5515,375.2905,357.2799,295.2643
FAHFA(19:1/25:0)-H,675.6297,397.3687,379.3582,295.2643
FAHFA(19:1/26:0)-H,689.6453,411.3844,393.3738,295.2643
FAHFA(19:1/26:1)-H,687.6297,409.3687,391.3582,295.2643
FAHFA(19:1/26:2)-H,685.614,407.3531,389.3425,295.2643
FAHFA(19:1/26:4)-H,681.5827,403.3218,385.3112,295.2643
FAHFA(19:1/27:0)-H,703.6609,425.4,407.3894,295.2643
FAHFA(19:2/2:0)-H,351.2541,75.00877,56.9982,293.2486
FAHFA(19:2/3:0)-H,365.2697,89.02442,71.01385,293.2486
FAHFA(19:2/4:0)-H,379.2854,103.0401,85.0295,293.2486
FAHFA(19:2/5:0)-H,393.301,117.0557,99.04515,293.2486
FAHFA(19:2/6:0)-H,407.3167,131.0714,113.0608,293.2486
FAHFA(19:2/7:0)-H,421.3323,145.087,127.0764,293.2486
FAHFA(19:2/8:0)-H,435.348,159.1027,141.0921,293.2486
FAHFA(19:2/9:0)-H,449.3636,173.1183,155.1078,293.2486
FAHFA(19:2/10:0)-H,463.3793,187.134,169.1234,293.2486
FAHFA(19:2/11:0)-H,477.3949,201.1496,183.1391,293.2486
FAHFA(19:2/12:0)-H,491.4106,215.1653,197.1547,293.2486
FAHFA(19:2/13:0)-H,505.4262,229.1809,211.1703,293.2486
FAHFA(19:2/13:1)-H,503.4106,227.1653,209.1547,293.2486
FAHFA(19:2/14:0)-H,519.4419,243.1966,225.186,293.2486
FAHFA(19:2/14:1)-H,517.4262,241.1809,223.1703,293.2486
FAHFA(19:2/15:0)-H,533.4575,257.2122,239.2016,293.2486
FAHFA(19:2/15:1)-H,531.4419,255.1966,237.186,293.2486
FAHFA(19:2/16:0)-H,547.4732,271.2279,253.2173,293.2486
FAHFA(19:2/16:1)-H,545.4575,269.2122,251.2016,293.2486
FAHFA(19:2/16:2)-H,543.4419,267.1966,249.186,293.2486
FAHFA(19:2/16:3)-H,541.4262,265.1809,247.1703,293.2486
FAHFA(19:2/17:0)-H,561.4888,285.2435,267.2329,293.2486
FAHFA(19:2/17:1)-H,559.4732,283.2279,265.2173,293.2486
FAHFA(19:2/17:2)-H,557.4575,281.2122,263.2017,293.2486
FAHFA(19:2/18:0)-H,575.5045,299.2592,281.2486,293.2486
FAHFA(19:2/18:1)-H,573.4888,297.2435,279.2329,293.2486
FAHFA(19:2/18:2)-H,571.4732,295.2279,277.2173,293.2486
FAHFA(19:2/18:3)-H,569.4575,293.2122,275.2017,293.2486
FAHFA(19:2/19:0)-H,589.5201,313.2748,295.2643,293.2486
FAHFA(19:2/19:1)-H,587.5045,311.2592,293.2486,293.2486
FAHFA(19:2/19:2)-H,585.4888,309.2435,291.2329,293.2486
FAHFA(19:2/20:0)-H,603.5358,327.2905,309.2799,293.2486
FAHFA(19:2/20:1)-H,601.5201,325.2748,307.2643,293.2486
FAHFA(19:2/20:2)-H,599.5045,323.2592,305.2486,293.2486
FAHFA(19:2/20:3)-H,597.4888,321.2435,303.2329,293.2486
FAHFA(19:2/20:4)-H,595.4732,319.2279,301.2173,293.2486
FAHFA(19:2/21:0)-H,617.5515,341.3061,323.2956,293.2486
FAHFA(19:2/21:1)-H,615.5358,339.2905,321.2799,293.2486
FAHFA(19:2/21:2)-H,613.5201,337.2748,319.2643,293.2486
FAHFA(19:2/22:0)-H,631.5671,355.3218,337.3112,293.2486
FAHFA(19:2/22:1)-H,629.5515,353.3061,335.2956,293.2486
FAHFA(19:2/22:2)-H,627.5358,351.2905,333.2799,293.2486
FAHFA(19:2/22:3)-H,625.5201,349.2748,331.2643,293.2486
FAHFA(19:2/22:4)-H,623.5045,347.2592,329.2486,293.2486
FAHFA(19:2/22:5)-H,621.4888,345.2435,327.2329,293.2486
FAHFA(19:2/23:0)-H,645.5827,369.3374,351.3268,293.2486
FAHFA(19:2/24:0)-H,659.5984,383.3531,365.3425,293.2486
FAHFA(19:2/24:1)-H,657.5827,381.3374,363.3268,293.2486
FAHFA(19:2/24:2)-H,655.5671,379.3218,361.3112,293.2486
FAHFA(19:2/24:4)-H,651.5358,375.2905,357.2799,293.2486
FAHFA(19:2/25:0)-H,673.614,397.3687,379.3582,293.2486
FAHFA(19:2/26:0)-H,687.6297,411.3844,393.3738,293.2486
FAHFA(19:2/26:1)-H,685.614,409.3687,391.3582,293.2486
FAHFA(19:2/26:2)-H,683.5984,407.3531,389.3425,293.2486
FAHFA(19:2/26:4)-H,679.5671,403.3218,385.3112,293.2486
FAHFA(19:2/27:0)-H,701.6453,425.4,407.3894,293.2486
FAHFA(20:0/2:0)-H,369.301,75.00877,56.9982,311.2956
FAHFA(20:0/3:0)-H,383.3167,89.02442,71.01385,311.2956
FAHFA(20:0/4:0)-H,397.3323,103.0401,85.0295,311.2956
FAHFA(20:0/5:0)-H,411.348,117.0557,99.04515,311.2956
FAHFA(20:0/6:0)-H,425.3636,131.0714,113.0608,311.2956
FAHFA(20:0/7:0)-H,439.3793,145.087,127.0764,311.2956
FAHFA(20:0/8:0)-H,453.3949,159.1027,141.0921,311.2956
FAHFA(20:0/9:0)-H,467.4106,173.1183,155.1078,311.2956
FAHFA(20:0/10:0)-H,481.4262,187.134,169.1234,311.2956
FAHFA(20:0/11:0)-H,495.4419,201.1496,183.1391,311.2956
FAHFA(20:0/12:0)-H,509.4575,215.1653,197.1547,311.2956
FAHFA(20:0/13:0)-H,523.4732,229.1809,211.1703,311.2956
FAHFA(20:0/13:1)-H,521.4575,227.1653,209.1547,311.2956
FAHFA(20:0/14:0)-H,537.4888,243.1966,225.186,311.2956
FAHFA(20:0/14:1)-H,535.4732,241.1809,223.1703,311.2956
FAHFA(20:0/15:0)-H,551.5045,257.2122,239.2016,311.2956
FAHFA(20:0/15:1)-H,549.4888,255.1966,237.186,311.2956
FAHFA(20:0/16:0)-H,565.5201,271.2279,253.2173,311.2956
FAHFA(20:0/16:1)-H,563.5045,269.2122,251.2016,311.2956
FAHFA(20:0/16:2)-H,561.4888,267.1966,249.186,311.2956
FAHFA(20:0/16:3)-H,559.4732,265.1809,247.1703,311.2956
FAHFA(20:0/17:0)-H,579.5358,285.2435,267.2329,311.2956
FAHFA(20:0/17:1)-H,577.5201,283.2279,265.2173,311.2956
FAHFA(20:0/17:2)-H,575.5045,281.2122,263.2017,311.2956
FAHFA(20:0/18:0)-H,593.5515,299.2592,281.2486,311.2956
FAHFA(20:0/18:1)-H,591.5358,297.2435,279.2329,311.2956
FAHFA(20:0/18:2)-H,589.5201,295.2279,277.2173,311.2956
FAHFA(20:0/18:3)-H,587.5045,293.2122,275.2017,311.2956
FAHFA(20:0/19:0)-H,607.5671,313.2748,295.2643,311.2956
FAHFA(20:0/19:1)-H,605.5515,311.2592,293.2486,311.2956
FAHFA(20:0/19:2)-H,603.5358,309.2435,291.2329,311.2956
FAHFA(20:0/20:0)-H,621.5827,327.2905,309.2799,311.2956
FAHFA(20:0/20:1)-H,619.5671,325.2748,307.2643,311.2956
FAHFA(20:0/20:2)-H,617.5515,323.2592,305.2486,311.2956
FAHFA(20:0/20:3)-H,615.5358,321.2435,303.2329,311.2956
FAHFA(20:0/20:4)-H,613.5201,319.2279,301.2173,311.2956
FAHFA(20:0/21:0)-H,635.5984,341.3061,323.2956,311.2956
FAHFA(20:0/21:1)-H,633.5827,339.2905,321.2799,311.2956
FAHFA(20:0/21:2)-H,631.5671,337.2748,319.2643,311.2956
FAHFA(20:0/22:0)-H,649.614,355.3218,337.3112,311.2956
FAHFA(20:0/22:1)-H,647.5984,353.3061,335.2956,311.2956
FAHFA(20:0/22:2)-H,645.5827,351.2905,333.2799,311.2956
FAHFA(20:0/22:3)-H,643.5671,349.2748,331.2643,311.2956
FAHFA(20:0/22:4)-H,641.5515,347.2592,329.2486,311.2956
FAHFA(20:0/22:5)-H,639.5358,345.2435,327.2329,311.2956
FAHFA(20:0/23:0)-H,663.6297,369.3374,351.3268,311.2956
FAHFA(20:0/24:0)-H,677.6453,383.3531,365.3425,311.2956
FAHFA(20:0/24:1)-H,675.6297,381.3374,363.3268,311.2956
FAHFA(20:0/24:2)-H,673.614,379.3218,361.3112,311.2956
FAHFA(20:0/24:4)-H,669.5827,375.2905,357.2799,311.2956
FAHFA(20:0/25:0)-H,691.6609,397.3687,379.3582,311.2956
FAHFA(20:0/26:0)-H,705.6766,411.3844,393.3738,311.2956
FAHFA(20:0/26:1)-H,703.6609,409.3687,391.3582,311.2956
FAHFA(20:0/26:2)-H,701.6453,407.3531,389.3425,311.2956
FAHFA(20:0/26:4)-H,697.614,403.3218,385.3112,311.2956
FAHFA(20:0/27:0)-H,719.6923,425.4,407.3894,311.2956
FAHFA(20:1/2:0)-H,367.2854,75.00877,56.9982,309.2799
FAHFA(20:1/3:0)-H,381.301,89.02442,71.01385,309.2799
FAHFA(20:1/4:0)-H,395.3167,103.0401,85.0295,309.2799
FAHFA(20:1/5:0)-H,409.3323,117.0557,99.04515,309.2799
FAHFA(20:1/6:0)-H,423.348,131.0714,113.0608,309.2799
FAHFA(20:1/7:0)-H,437.3636,145.087,127.0764,309.2799
FAHFA(20:1/8:0)-H,451.3793,159.1027,141.0921,309.2799
FAHFA(20:1/9:0)-H,465.3949,173.1183,155.1078,309.2799
FAHFA(20:1/10:0)-H,479.4106,187.134,169.1234,309.2799
FAHFA(20:1/11:0)-H,493.4262,201.1496,183.1391,309.2799
FAHFA(20:1/12:0)-H,507.4419,215.1653,197.1547,309.2799
FAHFA(20:1/13:0)-H,521.4575,229.1809,211.1703,309.2799
FAHFA(20:1/13:1)-H,519.4419,227.1653,209.1547,309.2799
FAHFA(20:1/14:0)-H,535.4732,243.1966,225.186,309.2799
FAHFA(20:1/14:1)-H,533.4575,241.1809,223.1703,309.2799
FAHFA(20:1/15:0)-H,549.4888,257.2122,239.2016,309.2799
FAHFA(20:1/15:1)-H,547.4732,255.1966,237.186,309.2799
FAHFA(20:1/16:0)-H,563.5045,271.2279,253.2173,309.2799
FAHFA(20:1/16:1)-H,561.4888,269.2122,251.2016,309.2799
FAHFA(20:1/16:2)-H,559.4732,267.1966,249.186,309.2799
FAHFA(20:1/16:3)-H,557.4575,265.1809,247.1703,309.2799
FAHFA(20:1/17:0)-H,577.5201,285.2435,267.2329,309.2799
FAHFA(20:1/17:1)-H,575.5045,283.2279,265.2173,309.2799
FAHFA(20:1/17:2)-H,573.4888,281.2122,263.2017,309.2799
FAHFA(20:1/18:0)-H,591.5358,299.2592,281.2486,309.2799
FAHFA(20:1/18:1)-H,589.5201,297.2435,279.2329,309.2799
FAHFA(20:1/18:2)-H,587.5045,295.2279,277.2173,309.2799
FAHFA(20:1/18:3)-H,585.4888,293.2122,275.2017,309.2799
FAHFA(20:1/19:0)-H,605.5515,313.2748,295.2643,309.2799
FAHFA(20:1/19:1)-H,603.5358,311.2592,293.2486,309.2799
FAHFA(20:1/19:2)-H,601.5201,309.2435,291.2329,309.2799
FAHFA(20:1/20:0)-H,619.5671,327.2905,309.2799,309.2799
FAHFA(20:1/20:1)-H,617.5515,325.2748,307.2643,309.2799
FAHFA(20:1/20:2)-H,615.5358,323.2592,305.2486,309.2799
FAHFA(20:1/20:3)-H,613.5201,321.2435,303.2329,309.2799
FAHFA(20:1/20:4)-H,611.5045,319.2279,301.2173,309.2799
FAHFA(20:1/21:0)-H,633.5827,341.3061,323.2956,309.2799
FAHFA(20:1/21:1)-H,631.5671,339.2905,321.2799,309.2799
FAHFA(20:1/21:2)-H,629.5515,337.2748,319.2643,309.2799
FAHFA(20:1/22:0)-H,647.5984,355.3218,337.3112,309.2799
FAHFA(20:1/22:1)-H,645.5827,353.3061,335.2956,309.2799
FAHFA(20:1/22:2)-H,643.5671,351.2905,333.2799,309.2799
FAHFA(20:1/22:3)-H,641.5515,349.2748,331.2643,309.2799
FAHFA(20:1/22:4)-H,639.5358,347.2592,329.2486,309.2799
FAHFA(20:1/22:5)-H,637.5201,345.2435,327.2329,309.2799
FAHFA(20:1/23:0)-H,661.614,369.3374,351.3268,309.2799
FAHFA(20:1/24:0)-H,675.6297,383.3531,365.3425,309.2799
FAHFA(20:1/24:1)-H,673.614,381.3374,363.3268,309.2799
FAHFA(20:1/24:2)-H,671.5984,379.3218,361.3112,309.2799
FAHFA(20:1/24:4)-H,667.5671,375.2905,357.2799,309.2799
FAHFA(20:1/25:0)-H,689.6453,397.3687,379.3582,309.2799
FAHFA(20:1/26:0)-H,703.6609,411.3844,393.3738,309.2799
FAHFA(20:1/26:1)-H,701.6453,409.3687,391.3582,309.2799
FAHFA(20:1/26:2)-H,699.6297,407.3531,389.3425,309.2799
FAHFA(20:1/26:4)-H,695.5984,403.3218,385.3112,309.2799
FAHFA(20:1/27:0)-H,717.6766,425.4,407.3894,309.2799
