DGDG,[M+C2H3O2]-,[M-H]-,NL of SN1+HCOOH,NL of SN2+HCOOH,NL of SN1+HCOOH+H2O,NL of SN2+HCOOH+H2O,C15H27O13,C15H25O12,C15H23O11,SN2,SN1
DGDG(17:1_21:1)+C2H3O2,1031.688,971.6671,721.4376,665.375,703.427,647.3644,415.1457,397.1352,379.1246,323.2948,267.2323
DGDG(17:1_21:2)+C2H3O2,1029.673,969.6514,719.4219,665.375,701.4114,647.3644,415.1457,397.1352,379.1246,321.2792,267.2323
DGDG(22:0_17:1)+C2H3O2,1047.719,987.6984,665.3751,737.4689,647.3645,719.4583,415.1457,397.1352,379.1246,267.2323,339.3261
DGDG(17:1_22:1)+C2H3O2,1045.704,985.6827,735.4532,665.375,717.4427,647.3644,415.1457,397.1352,379.1246,337.3105,267.2323
DGDG(17:1_22:2)+C2H3O2,1043.688,983.6671,733.4376,665.375,715.427,647.3644,415.1457,397.1352,379.1246,335.2948,267.2323
DGDG(17:1_22:3)+C2H3O2,1041.673,981.6514,731.4219,665.375,713.4114,647.3644,415.1457,397.1352,379.1246,333.2792,267.2323
DGDG(17:1_22:4)+C2H3O2,1039.657,979.6358,729.4063,665.375,711.3957,647.3644,415.1457,397.1352,379.1246,331.2635,267.2323
DGDG(17:1_22:5)+C2H3O2,1037.641,977.6202,727.3906,665.375,709.3801,647.3644,415.1457,397.1352,379.1246,329.2479,267.2323
DGDG(17:1_22:6)+C2H3O2,1035.626,975.6045,725.375,665.375,707.3644,647.3644,415.1457,397.1352,379.1246,327.2323,267.2323
DGDG(23:0_17:1)+C2H3O2,1061.735,1001.714,665.3751,751.4846,647.3645,733.474,415.1457,397.1352,379.1246,267.2323,353.3417
DGDG(24:0_17:1)+C2H3O2,1075.751,1015.73,665.3751,765.5002,647.3645,747.4896,415.1457,397.1352,379.1246,267.2323,367.3574
DGDG(17:1_24:1)+C2H3O2,1073.735,1013.714,763.4846,665.3751,745.474,647.3645,415.1457,397.1352,379.1246,365.3417,267.2323
DGDG(17:1_24:2)+C2H3O2,1071.719,1011.698,761.4689,665.3751,743.4583,647.3645,415.1457,397.1352,379.1246,363.3261,267.2323
DGDG(17:1_24:4)+C2H3O2,1067.688,1007.667,757.4376,665.375,739.427,647.3644,415.1457,397.1352,379.1246,359.2948,267.2323
DGDG(25:0_17:1)+C2H3O2,1089.766,1029.745,665.3751,779.5158,647.3645,761.5052,415.1457,397.1352,379.1246,267.2323,381.373
DGDG(26:0_17:1)+C2H3O2,1103.782,1043.761,665.3751,793.5315,647.3645,775.5209,415.1457,397.1352,379.1246,267.2323,395.3887
DGDG(17:1_26:1)+C2H3O2,1101.766,1041.745,791.5158,665.3751,773.5052,647.3645,415.1457,397.1352,379.1246,393.373,267.2323
DGDG(17:1_26:2)+C2H3O2,1099.751,1039.73,789.5002,665.3751,771.4896,647.3645,415.1457,397.1352,379.1246,391.3574,267.2323
DGDG(17:1_26:4)+C2H3O2,1095.719,1035.698,785.4689,665.3751,767.4583,647.3645,415.1457,397.1352,379.1246,387.3261,267.2323
DGDG(27:0_17:1)+C2H3O2,1117.798,1057.777,665.3751,807.5471,647.3645,789.5366,415.1457,397.1352,379.1246,267.2323,409.4043
DGDG(17:2_17:2)+C2H3O2,971.5944,911.5732,663.3593,663.3593,645.3488,645.3488,415.1457,397.1352,379.1246,265.2166,265.2166
DGDG(18:0_17:2)+C2H3O2,989.6413,929.6202,663.3594,681.4063,645.3488,663.3957,415.1457,397.1352,379.1246,265.2166,283.2635
DGDG(18:1_17:2)+C2H3O2,987.6256,927.6045,663.3593,679.3906,645.3488,661.3801,415.1457,397.1352,379.1246,265.2166,281.2479
DGDG(17:2_18:2)+C2H3O2,985.61,925.5889,677.375,663.3593,659.3644,645.3488,415.1457,397.1352,379.1246,279.2323,265.2166
DGDG(17:2_18:3)+C2H3O2,983.5944,923.5732,675.3593,663.3593,657.3488,645.3488,415.1457,397.1352,379.1246,277.2166,265.2166
DGDG(17:2_18:4)+C2H3O2,981.5787,921.5576,673.3437,663.3593,655.3331,645.3488,415.1457,397.1352,379.1246,275.201,265.2166
DGDG(17:2_18:5)+C2H3O2,979.563,919.5419,671.328,663.3593,653.3174,645.3488,415.1457,397.1352,379.1246,273.1853,265.2166
DGDG(19:0_17:2)+C2H3O2,1003.657,943.6358,663.3594,695.4219,645.3488,677.4114,415.1457,397.1352,379.1246,265.2166,297.2792
DGDG(19:1_17:2)+C2H3O2,1001.641,941.6202,663.3594,693.4063,645.3488,675.3957,415.1457,397.1352,379.1246,265.2166,295.2635
DGDG(17:2_19:2)+C2H3O2,999.6256,939.6045,691.3906,663.3593,673.3801,645.3488,415.1457,397.1352,379.1246,293.2479,265.2166
DGDG(20:0_17:2)+C2H3O2,1017.673,957.6514,663.3594,709.4376,645.3488,691.427,415.1457,397.1352,379.1246,265.2166,311.2948
DGDG(20:1_17:2)+C2H3O2,1015.657,955.6358,663.3594,707.4219,645.3488,689.4114,415.1457,397.1352,379.1246,265.2166,309.2792
DGDG(17:2_20:2)+C2H3O2,1013.641,953.6202,705.4063,663.3594,687.3957,645.3488,415.1457,397.1352,379.1246,307.2635,265.2166
DGDG(17:2_20:3)+C2H3O2,1011.626,951.6045,703.3906,663.3593,685.3801,645.3488,415.1457,397.1352,379.1246,305.2479,265.2166
DGDG(17:2_20:4)+C2H3O2,1009.61,949.5889,701.375,663.3593,683.3644,645.3488,415.1457,397.1352,379.1246,303.2323,265.2166
DGDG(17:2_20:5)+C2H3O2,1007.594,947.5732,699.3593,663.3593,681.3488,645.3488,415.1457,397.1352,379.1246,301.2166,265.2166
DGDG(21:0_17:2)+C2H3O2,1031.688,971.6671,663.3594,723.4532,645.3488,705.4427,415.1457,397.1352,379.1246,265.2166,325.3105
DGDG(21:1_17:2)+C2H3O2,1029.673,969.6514,663.3594,721.4376,645.3488,703.427,415.1457,397.1352,379.1246,265.2166,323.2948
DGDG(17:2_21:2)+C2H3O2,1027.657,967.6358,719.4219,663.3594,701.4114,645.3488,415.1457,397.1352,379.1246,321.2792,265.2166
DGDG(22:0_17:2)+C2H3O2,1045.704,985.6827,663.3594,737.4689,645.3488,719.4583,415.1457,397.1352,379.1246,265.2166,339.3261
DGDG(22:1_17:2)+C2H3O2,1043.688,983.6671,663.3594,735.4532,645.3488,717.4427,415.1457,397.1352,379.1246,265.2166,337.3105
DGDG(17:2_22:2)+C2H3O2,1041.673,981.6514,733.4376,663.3594,715.427,645.3488,415.1457,397.1352,379.1246,335.2948,265.2166
DGDG(17:2_22:3)+C2H3O2,1039.657,979.6358,731.4219,663.3594,713.4114,645.3488,415.1457,397.1352,379.1246,333.2792,265.2166
DGDG(17:2_22:4)+C2H3O2,1037.641,977.6202,729.4063,663.3594,711.3957,645.3488,415.1457,397.1352,379.1246,331.2635,265.2166
DGDG(17:2_22:5)+C2H3O2,1035.626,975.6045,727.3906,663.3593,709.3801,645.3488,415.1457,397.1352,379.1246,329.2479,265.2166
DGDG(17:2_22:6)+C2H3O2,1033.61,973.5889,725.375,663.3593,707.3644,645.3488,415.1457,397.1352,379.1246,327.2323,265.2166
DGDG(23:0_17:2)+C2H3O2,1059.719,999.6984,663.3594,751.4845,645.3488,733.4739,415.1457,397.1352,379.1246,265.2166,353.3417
DGDG(24:0_17:2)+C2H3O2,1073.735,1013.714,663.3594,765.5002,645.3489,747.4896,415.1457,397.1352,379.1246,265.2166,367.3574
DGDG(24:1_17:2)+C2H3O2,1071.719,1011.698,663.3594,763.4845,645.3488,745.4739,415.1457,397.1352,379.1246,265.2166,365.3417
DGDG(17:2_24:2)+C2H3O2,1069.704,1009.683,761.4689,663.3594,743.4583,645.3488,415.1457,397.1352,379.1246,363.3261,265.2166
DGDG(17:2_24:4)+C2H3O2,1065.673,1005.651,757.4376,663.3594,739.427,645.3488,415.1457,397.1352,379.1246,359.2948,265.2166
DGDG(25:0_17:2)+C2H3O2,1087.751,1027.73,663.3594,779.5158,645.3489,761.5052,415.1457,397.1352,379.1246,265.2166,381.373
DGDG(26:0_17:2)+C2H3O2,1101.766,1041.745,663.3594,793.5315,645.3489,775.5209,415.1457,397.1352,379.1246,265.2166,395.3887
DGDG(26:1_17:2)+C2H3O2,1099.751,1039.73,663.3594,791.5158,645.3489,773.5052,415.1457,397.1352,379.1246,265.2166,393.373
DGDG(17:2_26:2)+C2H3O2,1097.735,1037.714,789.5002,663.3594,771.4896,645.3489,415.1457,397.1352,379.1246,391.3574,265.2166
DGDG(17:2_26:4)+C2H3O2,1093.704,1033.683,785.4689,663.3594,767.4583,645.3488,415.1457,397.1352,379.1246,387.3261,265.2166
DGDG(27:0_17:2)+C2H3O2,1115.782,1055.761,663.3594,807.5471,645.3489,789.5366,415.1457,397.1352,379.1246,265.2166,409.4043
DGDG(18:0_18:0)+C2H3O2,1007.688,947.6671,681.4063,681.4063,663.3958,663.3958,415.1457,397.1352,379.1246,283.2635,283.2635
DGDG(18:0_18:1)+C2H3O2,1005.673,945.6514,679.3906,681.4063,661.3801,663.3958,415.1457,397.1352,379.1246,281.2479,283.2635
DGDG(18:0_18:2)+C2H3O2,1003.657,943.6358,677.375,681.4063,659.3644,663.3957,415.1457,397.1352,379.1246,279.2323,283.2635
DGDG(18:0_18:3)+C2H3O2,1001.641,941.6202,675.3594,681.4063,657.3488,663.3957,415.1457,397.1352,379.1246,277.2166,283.2635
DGDG(18:0_18:4)+C2H3O2,999.6256,939.6045,673.3437,681.4063,655.3331,663.3957,415.1457,397.1352,379.1246,275.201,283.2635
DGDG(18:0_18:5)+C2H3O2,997.61,937.5889,671.3281,681.4063,653.3175,663.3957,415.1457,397.1352,379.1246,273.1853,283.2635
DGDG(18:0_19:0)+C2H3O2,1021.704,961.6827,695.4219,681.4063,677.4114,663.3958,415.1457,397.1352,379.1246,297.2792,283.2635
DGDG(18:0_19:1)+C2H3O2,1019.688,959.6671,693.4063,681.4063,675.3958,663.3958,415.1457,397.1352,379.1246,295.2635,283.2635
DGDG(18:0_19:2)+C2H3O2,1017.673,957.6514,691.3906,681.4063,673.3801,663.3958,415.1457,397.1352,379.1246,293.2479,283.2635
DGDG(18:0_20:0)+C2H3O2,1035.719,975.6984,709.4376,681.4063,691.4271,663.3958,415.1457,397.1352,379.1246,311.2948,283.2635
DGDG(18:0_20:1)+C2H3O2,1033.704,973.6827,707.4219,681.4063,689.4114,663.3958,415.1457,397.1352,379.1246,309.2792,283.2635
DGDG(18:0_20:2)+C2H3O2,1031.688,971.6671,705.4063,681.4063,687.3958,663.3958,415.1457,397.1352,379.1246,307.2635,283.2635
DGDG(18:0_20:3)+C2H3O2,1029.673,969.6514,703.3906,681.4063,685.3801,663.3958,415.1457,397.1352,379.1246,305.2479,283.2635
DGDG(18:0_20:4)+C2H3O2,1027.657,967.6358,701.375,681.4063,683.3644,663.3957,415.1457,397.1352,379.1246,303.2323,283.2635
DGDG(18:0_20:5)+C2H3O2,1025.641,965.6202,699.3594,681.4063,681.3488,663.3957,415.1457,397.1352,379.1246,301.2166,283.2635
DGDG(18:0_21:0)+C2H3O2,1049.735,989.7141,723.4532,681.4063,705.4427,663.3958,415.1457,397.1352,379.1246,325.3105,283.2635
DGDG(18:0_21:1)+C2H3O2,1047.719,987.6984,721.4376,681.4063,703.4271,663.3958,415.1457,397.1352,379.1246,323.2948,283.2635
DGDG(18:0_21:2)+C2H3O2,1045.704,985.6827,719.4219,681.4063,701.4114,663.3958,415.1457,397.1352,379.1246,321.2792,283.2635
DGDG(18:0_22:0)+C2H3O2,1063.751,1003.73,737.4689,681.4063,719.4583,663.3958,415.1457,397.1352,379.1246,339.3261,283.2635
DGDG(18:0_22:1)+C2H3O2,1061.735,1001.714,735.4532,681.4063,717.4427,663.3958,415.1457,397.1352,379.1246,337.3105,283.2635
DGDG(18:0_22:2)+C2H3O2,1059.719,999.6984,733.4376,681.4063,715.4271,663.3958,415.1457,397.1352,379.1246,335.2948,283.2635
DGDG(18:0_22:3)+C2H3O2,1057.704,997.6827,731.4219,681.4063,713.4114,663.3958,415.1457,397.1352,379.1246,333.2792,283.2635
DGDG(18:0_22:4)+C2H3O2,1055.688,995.6671,729.4063,681.4063,711.3958,663.3958,415.1457,397.1352,379.1246,331.2635,283.2635
DGDG(18:0_22:5)+C2H3O2,1053.673,993.6514,727.3906,681.4063,709.3801,663.3958,415.1457,397.1352,379.1246,329.2479,283.2635
DGDG(18:0_22:6)+C2H3O2,1051.657,991.6358,725.375,681.4063,707.3644,663.3957,415.1457,397.1352,379.1246,327.2323,283.2635
DGDG(18:0_23:0)+C2H3O2,1077.766,1017.745,751.4846,681.4064,733.474,663.3958,415.1457,397.1352,379.1246,353.3417,283.2635
DGDG(18:0_24:0)+C2H3O2,1091.782,1031.761,765.5002,681.4064,747.4896,663.3958,415.1457,397.1352,379.1246,367.3574,283.2635
DGDG(18:0_24:1)+C2H3O2,1089.766,1029.745,763.4846,681.4064,745.474,663.3958,415.1457,397.1352,379.1246,365.3417,283.2635
DGDG(18:0_24:2)+C2H3O2,1087.751,1027.73,761.4689,681.4063,743.4583,663.3958,415.1457,397.1352,379.1246,363.3261,283.2635
DGDG(18:0_24:4)+C2H3O2,1083.719,1023.698,757.4376,681.4063,739.4271,663.3958,415.1457,397.1352,379.1246,359.2948,283.2635
DGDG(18:0_25:0)+C2H3O2,1105.798,1045.777,779.5159,681.4064,761.5053,663.3958,415.1457,397.1352,379.1246,381.373,283.2635
DGDG(18:0_26:0)+C2H3O2,1119.813,1059.792,793.5315,681.4064,775.5209,663.3958,415.1457,397.1352,379.1246,395.3887,283.2635
DGDG(18:0_26:1)+C2H3O2,1117.798,1057.777,791.5159,681.4064,773.5053,663.3958,415.1457,397.1352,379.1246,393.373,283.2635
DGDG(18:0_26:2)+C2H3O2,1115.782,1055.761,789.5002,681.4064,771.4896,663.3958,415.1457,397.1352,379.1246,391.3574,283.2635
DGDG(18:0_26:4)+C2H3O2,1111.751,1051.73,785.4689,681.4063,767.4583,663.3958,415.1457,397.1352,379.1246,387.3261,283.2635
DGDG(18:0_27:0)+C2H3O2,1133.829,1073.808,807.5472,681.4064,789.5366,663.3958,415.1457,397.1352,379.1246,409.4043,283.2635
DGDG(18:1_18:1)+C2H3O2,1003.657,943.6358,679.3906,679.3906,661.3801,661.3801,415.1457,397.1352,379.1246,281.2479,281.2479
DGDG(18:1_18:2)+C2H3O2,1001.641,941.6202,677.375,679.3906,659.3644,661.3801,415.1457,397.1352,379.1246,279.2323,281.2479
DGDG(18:1_18:3)+C2H3O2,999.6256,939.6045,675.3593,679.3906,657.3488,661.3801,415.1457,397.1352,379.1246,277.2166,281.2479
DGDG(18:1_18:4)+C2H3O2,997.61,937.5889,673.3437,679.3906,655.3331,661.3801,415.1457,397.1352,379.1246,275.201,281.2479
DGDG(18:1_18:5)+C2H3O2,995.5944,935.5732,671.3281,679.3906,653.3175,661.3801,415.1457,397.1352,379.1246,273.1853,281.2479
DGDG(19:0_18:1)+C2H3O2,1019.688,959.6671,679.3907,695.4219,661.3801,677.4114,415.1457,397.1352,379.1246,281.2479,297.2792
DGDG(18:1_19:1)+C2H3O2,1017.673,957.6514,693.4063,679.3906,675.3958,661.3801,415.1457,397.1352,379.1246,295.2635,281.2479
DGDG(18:1_19:2)+C2H3O2,1015.657,955.6358,691.3906,679.3906,673.3801,661.3801,415.1457,397.1352,379.1246,293.2479,281.2479
DGDG(20:0_18:1)+C2H3O2,1033.704,973.6827,679.3907,709.4376,661.3801,691.427,415.1457,397.1352,379.1246,281.2479,311.2948
DGDG(18:1_20:1)+C2H3O2,1031.688,971.6671,707.4219,679.3907,689.4114,661.3801,415.1457,397.1352,379.1246,309.2792,281.2479
DGDG(18:1_20:2)+C2H3O2,1029.673,969.6514,705.4063,679.3906,687.3958,661.3801,415.1457,397.1352,379.1246,307.2635,281.2479
DGDG(18:1_20:3)+C2H3O2,1027.657,967.6358,703.3906,679.3906,685.3801,661.3801,415.1457,397.1352,379.1246,305.2479,281.2479
DGDG(18:1_20:4)+C2H3O2,1025.641,965.6202,701.375,679.3906,683.3644,661.3801,415.1457,397.1352,379.1246,303.2323,281.2479
DGDG(18:1_20:5)+C2H3O2,1023.626,963.6045,699.3593,679.3906,681.3488,661.3801,415.1457,397.1352,379.1246,301.2166,281.2479
DGDG(21:0_18:1)+C2H3O2,1047.719,987.6984,679.3907,723.4532,661.3801,705.4427,415.1457,397.1352,379.1246,281.2479,325.3105
DGDG(18:1_21:1)+C2H3O2,1045.704,985.6827,721.4376,679.3907,703.427,661.3801,415.1457,397.1352,379.1246,323.2948,281.2479
DGDG(18:1_21:2)+C2H3O2,1043.688,983.6671,719.4219,679.3907,701.4114,661.3801,415.1457,397.1352,379.1246,321.2792,281.2479
DGDG(22:0_18:1)+C2H3O2,1061.735,1001.714,679.3907,737.4689,661.3801,719.4583,415.1457,397.1352,379.1246,281.2479,339.3261
DGDG(18:1_22:1)+C2H3O2,1059.719,999.6984,735.4532,679.3907,717.4427,661.3801,415.1457,397.1352,379.1246,337.3105,281.2479
DGDG(18:1_22:2)+C2H3O2,1057.704,997.6827,733.4376,679.3907,715.427,661.3801,415.1457,397.1352,379.1246,335.2948,281.2479
DGDG(18:1_22:3)+C2H3O2,1055.688,995.6671,731.4219,679.3907,713.4114,661.3801,415.1457,397.1352,379.1246,333.2792,281.2479
DGDG(18:1_22:4)+C2H3O2,1053.673,993.6514,729.4063,679.3906,711.3958,661.3801,415.1457,397.1352,379.1246,331.2635,281.2479
DGDG(18:1_22:5)+C2H3O2,1051.657,991.6358,727.3906,679.3906,709.3801,661.3801,415.1457,397.1352,379.1246,329.2479,281.2479
DGDG(18:1_22:6)+C2H3O2,1049.641,989.6202,725.375,679.3906,707.3644,661.3801,415.1457,397.1352,379.1246,327.2323,281.2479
DGDG(23:0_18:1)+C2H3O2,1075.751,1015.73,679.3907,751.4846,661.3801,733.474,415.1457,397.1352,379.1246,281.2479,353.3417
DGDG(24:0_18:1)+C2H3O2,1089.766,1029.745,679.3907,765.5002,661.3801,747.4896,415.1457,397.1352,379.1246,281.2479,367.3574
DGDG(18:1_24:1)+C2H3O2,1087.751,1027.73,763.4846,679.3907,745.474,661.3801,415.1457,397.1352,379.1246,365.3417,281.2479
DGDG(18:1_24:2)+C2H3O2,1085.735,1025.714,761.4689,679.3907,743.4583,661.3801,415.1457,397.1352,379.1246,363.3261,281.2479
DGDG(18:1_24:4)+C2H3O2,1081.704,1021.683,757.4376,679.3907,739.427,661.3801,415.1457,397.1352,379.1246,359.2948,281.2479
DGDG(25:0_18:1)+C2H3O2,1103.782,1043.761,679.3907,779.5159,661.3802,761.5053,415.1457,397.1352,379.1246,281.2479,381.373
DGDG(26:0_18:1)+C2H3O2,1117.798,1057.777,679.3907,793.5315,661.3802,775.5209,415.1457,397.1352,379.1246,281.2479,395.3887
DGDG(18:1_26:1)+C2H3O2,1115.782,1055.761,791.5159,679.3907,773.5053,661.3802,415.1457,397.1352,379.1246,393.373,281.2479
DGDG(18:1_26:2)+C2H3O2,1113.766,1053.745,789.5002,679.3907,771.4896,661.3801,415.1457,397.1352,379.1246,391.3574,281.2479
DGDG(18:1_26:4)+C2H3O2,1109.735,1049.714,785.4689,679.3907,767.4583,661.3801,415.1457,397.1352,379.1246,387.3261,281.2479
DGDG(27:0_18:1)+C2H3O2,1131.813,1071.792,679.3907,807.5471,661.3802,789.5366,415.1457,397.1352,379.1246,281.2479,409.4043
DGDG(18:2_18:2)+C2H3O2,999.6256,939.6045,677.375,677.375,659.3644,659.3644,415.1457,397.1352,379.1246,279.2323,279.2323
DGDG(18:2_18:3)+C2H3O2,997.61,937.5889,675.3593,677.375,657.3488,659.3644,415.1457,397.1352,379.1246,277.2166,279.2323
DGDG(18:2_18:4)+C2H3O2,995.5944,935.5732,673.3437,677.3749,655.3331,659.3644,415.1457,397.1352,379.1246,275.201,279.2323
DGDG(18:2_18:5)+C2H3O2,993.5787,933.5576,671.328,677.3749,653.3174,659.3644,415.1457,397.1352,379.1246,273.1853,279.2323
DGDG(19:0_18:2)+C2H3O2,1017.673,957.6514,677.375,695.4219,659.3644,677.4114,415.1457,397.1352,379.1246,279.2323,297.2792
DGDG(19:1_18:2)+C2H3O2,1015.657,955.6358,677.375,693.4063,659.3644,675.3957,415.1457,397.1352,379.1246,279.2323,295.2635
DGDG(18:2_19:2)+C2H3O2,1013.641,953.6202,691.3906,677.375,673.3801,659.3644,415.1457,397.1352,379.1246,293.2479,279.2323
DGDG(20:0_18:2)+C2H3O2,1031.688,971.6671,677.375,709.4376,659.3644,691.427,415.1457,397.1352,379.1246,279.2323,311.2948
DGDG(20:1_18:2)+C2H3O2,1029.673,969.6514,677.375,707.4219,659.3644,689.4114,415.1457,397.1352,379.1246,279.2323,309.2792
DGDG(18:2_20:2)+C2H3O2,1027.657,967.6358,705.4063,677.375,687.3957,659.3644,415.1457,397.1352,379.1246,307.2635,279.2323
DGDG(18:2_20:3)+C2H3O2,1025.641,965.6202,703.3906,677.375,685.3801,659.3644,415.1457,397.1352,379.1246,305.2479,279.2323
DGDG(18:2_20:4)+C2H3O2,1023.626,963.6045,701.375,677.375,683.3644,659.3644,415.1457,397.1352,379.1246,303.2323,279.2323
DGDG(18:2_20:5)+C2H3O2,1021.61,961.5889,699.3593,677.375,681.3488,659.3644,415.1457,397.1352,379.1246,301.2166,279.2323
DGDG(21:0_18:2)+C2H3O2,1045.704,985.6827,677.375,723.4532,659.3644,705.4427,415.1457,397.1352,379.1246,279.2323,325.3105
DGDG(21:1_18:2)+C2H3O2,1043.688,983.6671,677.375,721.4376,659.3644,703.427,415.1457,397.1352,379.1246,279.2323,323.2948
DGDG(18:2_21:2)+C2H3O2,1041.673,981.6514,719.4219,677.375,701.4114,659.3644,415.1457,397.1352,379.1246,321.2792,279.2323
DGDG(22:0_18:2)+C2H3O2,1059.719,999.6984,677.3751,737.4689,659.3645,719.4583,415.1457,397.1352,379.1246,279.2323,339.3261
DGDG(22:1_18:2)+C2H3O2,1057.704,997.6827,677.375,735.4532,659.3644,717.4427,415.1457,397.1352,379.1246,279.2323,337.3105
DGDG(18:2_22:2)+C2H3O2,1055.688,995.6671,733.4376,677.375,715.427,659.3644,415.1457,397.1352,379.1246,335.2948,279.2323
DGDG(18:2_22:3)+C2H3O2,1053.673,993.6514,731.4219,677.375,713.4114,659.3644,415.1457,397.1352,379.1246,333.2792,279.2323
DGDG(18:2_22:4)+C2H3O2,1051.657,991.6358,729.4063,677.375,711.3957,659.3644,415.1457,397.1352,379.1246,331.2635,279.2323
DGDG(18:2_22:5)+C2H3O2,1049.641,989.6202,727.3906,677.375,709.3801,659.3644,415.1457,397.1352,379.1246,329.2479,279.2323
DGDG(18:2_22:6)+C2H3O2,1047.626,987.6045,725.375,677.375,707.3644,659.3644,415.1457,397.1352,379.1246,327.2323,279.2323
DGDG(23:0_18:2)+C2H3O2,1073.735,1013.714,677.3751,751.4846,659.3645,733.474,415.1457,397.1352,379.1246,279.2323,353.3417
DGDG(24:0_18:2)+C2H3O2,1087.751,1027.73,677.3751,765.5002,659.3645,747.4896,415.1457,397.1352,379.1246,279.2323,367.3574
DGDG(24:1_18:2)+C2H3O2,1085.735,1025.714,677.3751,763.4846,659.3645,745.474,415.1457,397.1352,379.1246,279.2323,365.3417
DGDG(18:2_24:2)+C2H3O2,1083.719,1023.698,761.4689,677.3751,743.4583,659.3645,415.1457,397.1352,379.1246,363.3261,279.2323
DGDG(18:2_24:4)+C2H3O2,1079.688,1019.667,757.4376,677.375,739.427,659.3644,415.1457,397.1352,379.1246,359.2948,279.2323
DGDG(25:0_18:2)+C2H3O2,1101.766,1041.745,677.3751,779.5158,659.3645,761.5052,415.1457,397.1352,379.1246,279.2323,381.373
DGDG(26:0_18:2)+C2H3O2,1115.782,1055.761,677.3751,793.5315,659.3645,775.5209,415.1457,397.1352,379.1246,279.2323,395.3887
DGDG(26:1_18:2)+C2H3O2,1113.766,1053.745,677.3751,791.5158,659.3645,773.5052,415.1457,397.1352,379.1246,279.2323,393.373
DGDG(18:2_26:2)+C2H3O2,1111.751,1051.73,789.5002,677.3751,771.4896,659.3645,415.1457,397.1352,379.1246,391.3574,279.2323
DGDG(18:2_26:4)+C2H3O2,1107.719,1047.698,785.4689,677.3751,767.4583,659.3645,415.1457,397.1352,379.1246,387.3261,279.2323
DGDG(27:0_18:2)+C2H3O2,1129.798,1069.777,677.3751,807.5471,659.3645,789.5366,415.1457,397.1352,379.1246,279.2323,409.4043
DGDG(18:3_18:3)+C2H3O2,995.5944,935.5732,675.3593,675.3593,657.3488,657.3488,415.1457,397.1352,379.1246,277.2166,277.2166
DGDG(18:3_18:4)+C2H3O2,993.5787,933.5576,673.3437,675.3593,655.3331,657.3488,415.1457,397.1352,379.1246,275.201,277.2166
DGDG(18:3_18:5)+C2H3O2,991.563,931.5419,671.328,675.3593,653.3174,657.3488,415.1457,397.1352,379.1246,273.1853,277.2166
DGDG(19:0_18:3)+C2H3O2,1015.657,955.6358,675.3594,695.4219,657.3488,677.4114,415.1457,397.1352,379.1246,277.2166,297.2792
DGDG(19:1_18:3)+C2H3O2,1013.641,953.6202,675.3594,693.4063,657.3488,675.3957,415.1457,397.1352,379.1246,277.2166,295.2635
DGDG(19:2_18:3)+C2H3O2,1011.626,951.6045,675.3593,691.3906,657.3488,673.3801,415.1457,397.1352,379.1246,277.2166,293.2479
DGDG(20:0_18:3)+C2H3O2,1029.673,969.6514,675.3594,709.4376,657.3488,691.427,415.1457,397.1352,379.1246,277.2166,311.2948
DGDG(20:1_18:3)+C2H3O2,1027.657,967.6358,675.3594,707.4219,657.3488,689.4114,415.1457,397.1352,379.1246,277.2166,309.2792
DGDG(20:2_18:3)+C2H3O2,1025.641,965.6202,675.3594,705.4063,657.3488,687.3957,415.1457,397.1352,379.1246,277.2166,307.2635
DGDG(18:3_20:3)+C2H3O2,1023.626,963.6045,703.3906,675.3593,685.3801,657.3488,415.1457,397.1352,379.1246,305.2479,277.2166
DGDG(18:3_20:4)+C2H3O2,1021.61,961.5889,701.375,675.3593,683.3644,657.3488,415.1457,397.1352,379.1246,303.2323,277.2166
DGDG(18:3_20:5)+C2H3O2,1019.594,959.5732,699.3593,675.3593,681.3488,657.3488,415.1457,397.1352,379.1246,301.2166,277.2166
DGDG(21:0_18:3)+C2H3O2,1043.688,983.6671,675.3594,723.4532,657.3488,705.4427,415.1457,397.1352,379.1246,277.2166,325.3105
DGDG(21:1_18:3)+C2H3O2,1041.673,981.6514,675.3594,721.4376,657.3488,703.427,415.1457,397.1352,379.1246,277.2166,323.2948
DGDG(21:2_18:3)+C2H3O2,1039.657,979.6358,675.3594,719.4219,657.3488,701.4114,415.1457,397.1352,379.1246,277.2166,321.2792
DGDG(22:0_18:3)+C2H3O2,1057.704,997.6827,675.3594,737.4689,657.3488,719.4583,415.1457,397.1352,379.1246,277.2166,339.3261
DGDG(22:1_18:3)+C2H3O2,1055.688,995.6671,675.3594,735.4532,657.3488,717.4427,415.1457,397.1352,379.1246,277.2166,337.3105
DGDG(22:2_18:3)+C2H3O2,1053.673,993.6514,675.3594,733.4376,657.3488,715.427,415.1457,397.1352,379.1246,277.2166,335.2948
DGDG(18:3_22:3)+C2H3O2,1051.657,991.6358,731.4219,675.3594,713.4114,657.3488,415.1457,397.1352,379.1246,333.2792,277.2166
DGDG(18:3_22:4)+C2H3O2,1049.641,989.6202,729.4063,675.3594,711.3957,657.3488,415.1457,397.1352,379.1246,331.2635,277.2166
DGDG(18:3_22:5)+C2H3O2,1047.626,987.6045,727.3906,675.3593,709.3801,657.3488,415.1457,397.1352,379.1246,329.2479,277.2166
