Cer-NP,[M+C2H3O2]-,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer-NP(t17:2/40:0)+C2H3O2,932.8646,872.8435,854.8329,836.8223,646.6497,634.6497,634.6497,616.6391,249.1849,591.6086,237.1849,590.624,207.1743
Cer-NP(t17:2/40:1)+C2H3O2,930.849,870.8278,852.8173,834.8067,644.634,632.634,632.634,614.6235,249.1849,589.5929,237.1849,588.6083,207.1743
Cer-NP(t17:2/40:2)+C2H3O2,928.8333,868.8122,850.8016,832.7911,642.6183,630.6183,630.6183,612.6078,249.1849,587.5773,237.1849,586.5927,207.1743
Cer-NP(t17:2/42:0)+C2H3O2,960.8959,900.8748,882.8642,864.8536,674.681,662.681,662.681,644.6704,249.1849,619.6398,237.1849,618.6553,207.1743
Cer-NP(t17:2/42:1)+C2H3O2,958.8802,898.8591,880.8486,862.838,672.6653,660.6653,660.6653,642.6547,249.1849,617.6242,237.1849,616.6396,207.1743
Cer-NP(t17:2/42:2)+C2H3O2,956.8646,896.8435,878.8329,860.8223,670.6497,658.6497,658.6497,640.6391,249.1849,615.6086,237.1849,614.624,207.1743
Cer-NP(t18:0/12:0)+C2H3O2,558.4734,498.4522,480.4417,462.4311,254.2115,242.2115,242.2115,224.2009,267.2319,199.1704,255.2319,198.1858,225.2213
Cer-NP(t18:0/12:1)+C2H3O2,556.4577,496.4366,478.426,460.4154,252.1958,240.1958,240.1958,222.1853,267.2319,197.1547,255.2319,196.1701,225.2213
Cer-NP(t18:0/13:0)+C2H3O2,572.489,512.4679,494.4573,476.4467,268.2271,256.2271,256.2271,238.2166,267.2319,213.186,255.2319,212.2014,225.2213
Cer-NP(t18:0/13:1)+C2H3O2,570.4734,510.4522,492.4417,474.4311,266.2115,254.2115,254.2115,236.2009,267.2319,211.1704,255.2319,210.1858,225.2213
Cer-NP(t18:0/14:0)+C2H3O2,586.5047,526.4835,508.473,490.4624,282.2428,270.2428,270.2428,252.2322,267.2319,227.2017,255.2319,226.2171,225.2213
Cer-NP(t18:0/14:1)+C2H3O2,584.489,524.4679,506.4573,488.4467,280.2271,268.2271,268.2271,250.2166,267.2319,225.186,255.2319,224.2014,225.2213
Cer-NP(t18:0/15:0)+C2H3O2,600.5203,540.4992,522.4886,504.4781,296.2584,284.2584,284.2584,266.2479,267.2319,241.2173,255.2319,240.2327,225.2213
Cer-NP(t18:0/15:1)+C2H3O2,598.5047,538.4835,520.473,502.4624,294.2428,282.2428,282.2428,264.2322,267.2319,239.2017,255.2319,238.2171,225.2213
Cer-NP(t18:0/16:0)+C2H3O2,614.5359,554.5148,536.5043,518.4937,310.2741,298.2741,298.2741,280.2635,267.2319,255.233,255.2319,254.2484,225.2213
Cer-NP(t18:0/16:1)+C2H3O2,612.5203,552.4992,534.4886,516.478,308.2584,296.2584,296.2584,278.2479,267.2319,253.2173,255.2319,252.2327,225.2213
Cer-NP(t18:0/16:2)+C2H3O2,610.5047,550.4835,532.473,514.4624,306.2428,294.2428,294.2428,276.2322,267.2319,251.2017,255.2319,250.2171,225.2213
Cer-NP(t18:0/17:0)+C2H3O2,628.5516,568.5305,550.5199,532.5093,324.2897,312.2897,312.2897,294.2791,267.2319,269.2486,255.2319,268.264,225.2213
Cer-NP(t18:0/18:0)+C2H3O2,642.5673,582.5461,564.5356,546.525,338.3054,326.3054,326.3054,308.2948,267.2319,283.2643,255.2319,282.2797,225.2213
Cer-NP(t18:0/18:1)+C2H3O2,640.5516,580.5305,562.5199,544.5093,336.2897,324.2897,324.2897,306.2791,267.2319,281.2486,255.2319,280.264,225.2213
Cer-NP(t18:0/18:2)+C2H3O2,638.5359,578.5148,560.5043,542.4937,334.2741,322.2741,322.2741,304.2635,267.2319,279.233,255.2319,278.2484,225.2213
Cer-NP(t18:0/19:0)+C2H3O2,656.5829,596.5618,578.5512,560.5406,352.321,340.321,340.321,322.3105,267.2319,297.2799,255.2319,296.2953,225.2213
Cer-NP(t18:0/19:1)+C2H3O2,654.5673,594.5461,576.5356,558.525,350.3054,338.3054,338.3054,320.2948,267.2319,295.2643,255.2319,294.2797,225.2213
Cer-NP(t18:0/20:0)+C2H3O2,670.5986,610.5775,592.5669,574.5563,366.3367,354.3367,354.3367,336.3261,267.2319,311.2956,255.2319,310.311,225.2213
Cer-NP(t18:0/20:1)+C2H3O2,668.5829,608.5618,590.5512,572.5406,364.321,352.321,352.321,334.3105,267.2319,309.2799,255.2319,308.2953,225.2213
Cer-NP(t18:0/20:2)+C2H3O2,666.5673,606.5461,588.5356,570.525,362.3054,350.3054,350.3054,332.2948,267.2319,307.2643,255.2319,306.2797,225.2213
Cer-NP(t18:0/21:0)+C2H3O2,684.6142,624.5931,606.5825,588.572,380.3523,368.3523,368.3523,350.3417,267.2319,325.3112,255.2319,324.3266,225.2213
Cer-NP(t18:0/21:1)+C2H3O2,682.5986,622.5775,604.5669,586.5563,378.3367,366.3367,366.3367,348.3261,267.2319,323.2956,255.2319,322.311,225.2213
Cer-NP(t18:0/22:0)+C2H3O2,698.6299,638.6088,620.5981,602.5876,394.368,382.368,382.368,364.3574,267.2319,339.3269,255.2319,338.3423,225.2213
Cer-NP(t18:0/22:1)+C2H3O2,696.6142,636.5931,618.5825,600.572,392.3523,380.3523,380.3523,362.3417,267.2319,337.3112,255.2319,336.3266,225.2213
Cer-NP(t18:0/22:2)+C2H3O2,694.5986,634.5775,616.5669,598.5563,390.3367,378.3367,378.3367,360.3261,267.2319,335.2956,255.2319,334.311,225.2213
Cer-NP(t18:0/23:0)+C2H3O2,712.6455,652.6244,634.6138,616.6033,408.3836,396.3836,396.3836,378.373,267.2319,353.3425,255.2319,352.3579,225.2213
Cer-NP(t18:0/23:1)+C2H3O2,710.6299,650.6088,632.5981,614.5876,406.368,394.368,394.368,376.3574,267.2319,351.3269,255.2319,350.3423,225.2213
Cer-NP(t18:0/24:0)+C2H3O2,726.6612,666.64,648.6295,630.6189,422.3993,410.3993,410.3993,392.3887,267.2319,367.3582,255.2319,366.3736,225.2213
Cer-NP(t18:0/24:1)+C2H3O2,724.6455,664.6244,646.6138,628.6033,420.3836,408.3836,408.3836,390.373,267.2319,365.3425,255.2319,364.3579,225.2213
Cer-NP(t18:0/24:2)+C2H3O2,722.6299,662.6088,644.5981,626.5876,418.368,406.368,406.368,388.3574,267.2319,363.3269,255.2319,362.3423,225.2213
Cer-NP(t18:0/25:0)+C2H3O2,740.6768,680.6557,662.6451,644.6345,436.4149,424.4149,424.4149,406.4044,267.2319,381.3738,255.2319,380.3893,225.2213
Cer-NP(t18:0/25:1)+C2H3O2,738.6612,678.64,660.6295,642.6189,434.3993,422.3993,422.3993,404.3887,267.2319,379.3582,255.2319,378.3736,225.2213
Cer-NP(t18:0/26:0)+C2H3O2,754.6924,694.6713,676.6608,658.6502,450.4306,438.4306,438.4306,420.42,267.2319,395.3895,255.2319,394.4049,225.2213
Cer-NP(t18:0/26:1)+C2H3O2,752.6768,692.6557,674.6451,656.6345,448.4149,436.4149,436.4149,418.4044,267.2319,393.3738,255.2319,392.3893,225.2213
Cer-NP(t18:0/26:2)+C2H3O2,750.6612,690.64,672.6295,654.6189,446.3993,434.3993,434.3993,416.3887,267.2319,391.3582,255.2319,390.3736,225.2213
Cer-NP(t18:0/27:0)+C2H3O2,768.7081,708.687,690.6764,672.6658,464.4462,452.4462,452.4462,434.4356,267.2319,409.4051,255.2319,408.4205,225.2213
Cer-NP(t18:0/27:1)+C2H3O2,766.6924,706.6713,688.6608,670.6502,462.4306,450.4306,450.4306,432.42,267.2319,407.3895,255.2319,406.4049,225.2213
Cer-NP(t18:0/28:0)+C2H3O2,782.7238,722.7026,704.6921,686.6815,478.4619,466.4619,466.4619,448.4513,267.2319,423.4207,255.2319,422.4362,225.2213
Cer-NP(t18:0/28:1)+C2H3O2,780.7081,720.687,702.6764,684.6658,476.4462,464.4462,464.4462,446.4356,267.2319,421.4051,255.2319,420.4205,225.2213
Cer-NP(t18:0/28:2)+C2H3O2,778.6924,718.6713,700.6608,682.6502,474.4306,462.4306,462.4306,444.42,267.2319,419.3895,255.2319,418.4049,225.2213
Cer-NP(t18:0/29:0)+C2H3O2,796.7394,736.7183,718.7077,700.6971,492.4775,480.4775,480.4775,462.4669,267.2319,437.4364,255.2319,436.4518,225.2213
Cer-NP(t18:0/29:1)+C2H3O2,794.7238,734.7026,716.6921,698.6815,490.4619,478.4619,478.4619,460.4513,267.2319,435.4207,255.2319,434.4362,225.2213
Cer-NP(t18:0/30:0)+C2H3O2,810.7551,750.7339,732.7234,714.7128,506.4932,494.4932,494.4932,476.4826,267.2319,451.4521,255.2319,450.4675,225.2213
Cer-NP(t18:0/30:1)+C2H3O2,808.7394,748.7183,730.7077,712.6971,504.4775,492.4775,492.4775,474.4669,267.2319,449.4364,255.2319,448.4518,225.2213
Cer-NP(t18:0/30:2)+C2H3O2,806.7238,746.7026,728.6921,710.6815,502.4619,490.4619,490.4619,472.4513,267.2319,447.4207,255.2319,446.4362,225.2213
Cer-NP(t18:0/31:0)+C2H3O2,824.7707,764.7496,746.739,728.7285,520.5089,508.5088,508.5088,490.4983,267.2319,465.4677,255.2319,464.4832,225.2213
Cer-NP(t18:0/31:1)+C2H3O2,822.7551,762.7339,744.7234,726.7128,518.4932,506.4932,506.4932,488.4826,267.2319,463.4521,255.2319,462.4675,225.2213
Cer-NP(t18:0/32:0)+C2H3O2,838.7864,778.7653,760.7547,742.7441,534.5245,522.5245,522.5245,504.5139,267.2319,479.4834,255.2319,478.4988,225.2213
Cer-NP(t18:0/32:1)+C2H3O2,836.7707,776.7496,758.739,740.7285,532.5089,520.5089,520.5089,502.4983,267.2319,477.4677,255.2319,476.4832,225.2213
Cer-NP(t18:0/32:2)+C2H3O2,834.7551,774.7339,756.7234,738.7128,530.4932,518.4932,518.4932,500.4826,267.2319,475.4521,255.2319,474.4675,225.2213
Cer-NP(t18:0/33:0)+C2H3O2,852.802,792.7809,774.7703,756.7598,548.5401,536.5401,536.5401,518.5295,267.2319,493.499,255.2319,492.5144,225.2213
Cer-NP(t18:0/33:1)+C2H3O2,850.7864,790.7653,772.7547,754.7441,546.5245,534.5245,534.5245,516.5139,267.2319,491.4834,255.2319,490.4988,225.2213
Cer-NP(t18:0/34:0)+C2H3O2,866.8177,806.7966,788.7859,770.7754,562.5558,550.5558,550.5558,532.5452,267.2319,507.5146,255.2319,506.5301,225.2213
Cer-NP(t18:0/34:1)+C2H3O2,864.802,804.7809,786.7703,768.7598,560.5401,548.5401,548.5401,530.5295,267.2319,505.499,255.2319,504.5144,225.2213
Cer-NP(t18:0/34:2)+C2H3O2,862.7864,802.7653,784.7547,766.7441,558.5245,546.5245,546.5245,528.5139,267.2319,503.4834,255.2319,502.4988,225.2213
Cer-NP(t18:0/35:0)+C2H3O2,880.8333,820.8122,802.8016,784.7911,576.5714,564.5714,564.5714,546.5609,267.2319,521.5303,255.2319,520.5457,225.2213
Cer-NP(t18:0/35:1)+C2H3O2,878.8177,818.7966,800.7859,782.7754,574.5558,562.5558,562.5558,544.5452,267.2319,519.5146,255.2319,518.5301,225.2213
Cer-NP(t18:0/36:0)+C2H3O2,894.849,834.8278,816.8173,798.8067,590.5871,578.5871,578.5871,560.5765,267.2319,535.546,255.2319,534.5614,225.2213
Cer-NP(t18:0/36:1)+C2H3O2,892.8333,832.8122,814.8016,796.7911,588.5714,576.5714,576.5714,558.5609,267.2319,533.5303,255.2319,532.5457,225.2213
Cer-NP(t18:0/36:2)+C2H3O2,890.8177,830.7966,812.7859,794.7754,586.5558,574.5558,574.5558,556.5452,267.2319,531.5146,255.2319,530.5301,225.2213
Cer-NP(t18:0/38:0)+C2H3O2,922.8802,862.8591,844.8486,826.838,618.6183,606.6183,606.6183,588.6078,267.2319,563.5773,255.2319,562.5927,225.2213
Cer-NP(t18:0/38:1)+C2H3O2,920.8646,860.8435,842.8329,824.8223,616.6027,604.6027,604.6027,586.5922,267.2319,561.5616,255.2319,560.577,225.2213
Cer-NP(t18:0/38:2)+C2H3O2,918.849,858.8278,840.8173,822.8067,614.5871,602.5871,602.5871,584.5765,267.2319,559.546,255.2319,558.5614,225.2213
Cer-NP(t18:0/40:0)+C2H3O2,950.9116,890.8904,872.8799,854.8693,646.6497,634.6497,634.6497,616.6391,267.2319,591.6086,255.2319,590.624,225.2213
Cer-NP(t18:0/40:1)+C2H3O2,948.8959,888.8748,870.8642,852.8536,644.634,632.634,632.634,614.6235,267.2319,589.5929,255.2319,588.6083,225.2213
Cer-NP(t18:0/40:2)+C2H3O2,946.8802,886.8591,868.8486,850.838,642.6183,630.6183,630.6183,612.6078,267.2319,587.5773,255.2319,586.5927,225.2213
Cer-NP(t18:0/42:0)+C2H3O2,978.9429,918.9218,900.9112,882.9006,674.681,662.681,662.681,644.6704,267.2319,619.6398,255.2319,618.6553,225.2213
Cer-NP(t18:0/42:1)+C2H3O2,976.9272,916.9061,898.8955,880.8849,672.6653,660.6653,660.6653,642.6547,267.2319,617.6242,255.2319,616.6396,225.2213
Cer-NP(t18:0/42:2)+C2H3O2,974.9116,914.8904,896.8799,878.8693,670.6497,658.6497,658.6497,640.6391,267.2319,615.6086,255.2319,614.624,225.2213
Cer-NP(t18:1/12:0)+C2H3O2,556.4577,496.4366,478.426,460.4154,254.2115,242.2115,242.2115,224.2009,265.2162,199.1704,253.2162,198.1858,223.2056
Cer-NP(t18:1/12:1)+C2H3O2,554.4421,494.4209,476.4104,458.3998,252.1958,240.1958,240.1958,222.1853,265.2162,197.1547,253.2162,196.1701,223.2056
Cer-NP(t18:1/13:0)+C2H3O2,570.4734,510.4522,492.4417,474.4311,268.2271,256.2271,256.2271,238.2166,265.2162,213.186,253.2162,212.2014,223.2056
Cer-NP(t18:1/13:1)+C2H3O2,568.4577,508.4366,490.426,472.4154,266.2115,254.2115,254.2115,236.2009,265.2162,211.1704,253.2162,210.1858,223.2056
Cer-NP(t18:1/14:0)+C2H3O2,584.489,524.4679,506.4573,488.4467,282.2428,270.2428,270.2428,252.2322,265.2162,227.2017,253.2162,226.2171,223.2056
Cer-NP(t18:1/14:1)+C2H3O2,582.4734,522.4523,504.4417,486.4311,280.2271,268.2271,268.2271,250.2166,265.2162,225.186,253.2162,224.2014,223.2056
Cer-NP(t18:1/15:0)+C2H3O2,598.5047,538.4835,520.473,502.4624,296.2584,284.2584,284.2584,266.2479,265.2162,241.2173,253.2162,240.2327,223.2056
Cer-NP(t18:1/15:1)+C2H3O2,596.489,536.4679,518.4573,500.4467,294.2428,282.2428,282.2428,264.2322,265.2162,239.2017,253.2162,238.2171,223.2056
Cer-NP(t18:1/16:0)+C2H3O2,612.5203,552.4992,534.4886,516.478,310.2741,298.2741,298.2741,280.2635,265.2162,255.233,253.2162,254.2484,223.2056
Cer-NP(t18:1/16:1)+C2H3O2,610.5047,550.4835,532.473,514.4624,308.2584,296.2584,296.2584,278.2479,265.2162,253.2173,253.2162,252.2327,223.2056
Cer-NP(t18:1/16:2)+C2H3O2,608.489,548.4679,530.4573,512.4468,306.2428,294.2428,294.2428,276.2322,265.2162,251.2017,253.2162,250.2171,223.2056
Cer-NP(t18:1/17:0)+C2H3O2,626.5359,566.5148,548.5043,530.4937,324.2897,312.2897,312.2897,294.2791,265.2162,269.2486,253.2162,268.264,223.2056
Cer-NP(t18:1/18:0)+C2H3O2,640.5516,580.5305,562.5199,544.5093,338.3054,326.3054,326.3054,308.2948,265.2162,283.2643,253.2162,282.2797,223.2056
Cer-NP(t18:1/18:1)+C2H3O2,638.5359,578.5148,560.5043,542.4937,336.2897,324.2897,324.2897,306.2791,265.2162,281.2486,253.2162,280.264,223.2056
Cer-NP(t18:1/18:2)+C2H3O2,636.5203,576.4992,558.4886,540.478,334.2741,322.2741,322.2741,304.2635,265.2162,279.233,253.2162,278.2484,223.2056
Cer-NP(t18:1/19:0)+C2H3O2,654.5673,594.5461,576.5356,558.525,352.321,340.321,340.321,322.3105,265.2162,297.2799,253.2162,296.2953,223.2056
Cer-NP(t18:1/19:1)+C2H3O2,652.5516,592.5305,574.5199,556.5093,350.3054,338.3054,338.3054,320.2948,265.2162,295.2643,253.2162,294.2797,223.2056
Cer-NP(t18:1/20:0)+C2H3O2,668.5829,608.5618,590.5512,572.5406,366.3367,354.3367,354.3367,336.3261,265.2162,311.2956,253.2162,310.311,223.2056
Cer-NP(t18:1/20:1)+C2H3O2,666.5673,606.5461,588.5356,570.525,364.321,352.321,352.321,334.3105,265.2162,309.2799,253.2162,308.2953,223.2056
Cer-NP(t18:1/20:2)+C2H3O2,664.5516,604.5305,586.5199,568.5093,362.3054,350.3054,350.3054,332.2948,265.2162,307.2643,253.2162,306.2797,223.2056
Cer-NP(t18:1/21:0)+C2H3O2,682.5986,622.5775,604.5669,586.5563,380.3523,368.3523,368.3523,350.3417,265.2162,325.3112,253.2162,324.3266,223.2056
Cer-NP(t18:1/21:1)+C2H3O2,680.5829,620.5618,602.5512,584.5406,378.3367,366.3367,366.3367,348.3261,265.2162,323.2956,253.2162,322.311,223.2056
Cer-NP(t18:1/22:0)+C2H3O2,696.6142,636.5931,618.5825,600.572,394.368,382.368,382.368,364.3574,265.2162,339.3269,253.2162,338.3423,223.2056
Cer-NP(t18:1/22:1)+C2H3O2,694.5986,634.5775,616.5669,598.5563,392.3523,380.3523,380.3523,362.3417,265.2162,337.3112,253.2162,336.3266,223.2056
Cer-NP(t18:1/22:2)+C2H3O2,692.5829,632.5618,614.5512,596.5406,390.3367,378.3367,378.3367,360.3261,265.2162,335.2956,253.2162,334.311,223.2056
Cer-NP(t18:1/23:0)+C2H3O2,710.6299,650.6088,632.5981,614.5876,408.3836,396.3836,396.3836,378.373,265.2162,353.3425,253.2162,352.3579,223.2056
Cer-NP(t18:1/23:1)+C2H3O2,708.6142,648.5931,630.5825,612.572,406.368,394.368,394.368,376.3574,265.2162,351.3269,253.2162,350.3423,223.2056
Cer-NP(t18:1/24:0)+C2H3O2,724.6455,664.6244,646.6138,628.6033,422.3993,410.3993,410.3993,392.3887,265.2162,367.3582,253.2162,366.3736,223.2056
Cer-NP(t18:1/24:1)+C2H3O2,722.6299,662.6088,644.5981,626.5876,420.3836,408.3836,408.3836,390.373,265.2162,365.3425,253.2162,364.3579,223.2056
Cer-NP(t18:1/24:2)+C2H3O2,720.6142,660.5931,642.5825,624.572,418.368,406.368,406.368,388.3574,265.2162,363.3269,253.2162,362.3423,223.2056
Cer-NP(t18:1/25:0)+C2H3O2,738.6612,678.64,660.6295,642.6189,436.4149,424.4149,424.4149,406.4044,265.2162,381.3738,253.2162,380.3893,223.2056
Cer-NP(t18:1/25:1)+C2H3O2,736.6455,676.6244,658.6138,640.6033,434.3993,422.3993,422.3993,404.3887,265.2162,379.3582,253.2162,378.3736,223.2056
Cer-NP(t18:1/26:0)+C2H3O2,752.6768,692.6557,674.6451,656.6345,450.4306,438.4306,438.4306,420.42,265.2162,395.3895,253.2162,394.4049,223.2056
Cer-NP(t18:1/26:1)+C2H3O2,750.6612,690.64,672.6295,654.6189,448.4149,436.4149,436.4149,418.4044,265.2162,393.3738,253.2162,392.3893,223.2056
Cer-NP(t18:1/26:2)+C2H3O2,748.6455,688.6244,670.6138,652.6033,446.3993,434.3993,434.3993,416.3887,265.2162,391.3582,253.2162,390.3736,223.2056
Cer-NP(t18:1/27:0)+C2H3O2,766.6924,706.6713,688.6608,670.6502,464.4462,452.4462,452.4462,434.4356,265.2162,409.4051,253.2162,408.4205,223.2056
Cer-NP(t18:1/27:1)+C2H3O2,764.6768,704.6557,686.6451,668.6345,462.4306,450.4306,450.4306,432.42,265.2162,407.3895,253.2162,406.4049,223.2056
Cer-NP(t18:1/28:0)+C2H3O2,780.7081,720.687,702.6764,684.6658,478.4619,466.4619,466.4619,448.4513,265.2162,423.4207,253.2162,422.4362,223.2056
Cer-NP(t18:1/28:1)+C2H3O2,778.6924,718.6713,700.6608,682.6502,476.4462,464.4462,464.4462,446.4356,265.2162,421.4051,253.2162,420.4205,223.2056
Cer-NP(t18:1/28:2)+C2H3O2,776.6768,716.6557,698.6451,680.6345,474.4306,462.4306,462.4306,444.42,265.2162,419.3895,253.2162,418.4049,223.2056
Cer-NP(t18:1/29:0)+C2H3O2,794.7238,734.7026,716.6921,698.6815,492.4775,480.4775,480.4775,462.4669,265.2162,437.4364,253.2162,436.4518,223.2056
Cer-NP(t18:1/29:1)+C2H3O2,792.7081,732.687,714.6764,696.6658,490.4619,478.4619,478.4619,460.4513,265.2162,435.4207,253.2162,434.4362,223.2056
Cer-NP(t18:1/30:0)+C2H3O2,808.7394,748.7183,730.7077,712.6971,506.4932,494.4932,494.4932,476.4826,265.2162,451.4521,253.2162,450.4675,223.2056
Cer-NP(t18:1/30:1)+C2H3O2,806.7238,746.7026,728.6921,710.6815,504.4775,492.4775,492.4775,474.4669,265.2162,449.4364,253.2162,448.4518,223.2056
Cer-NP(t18:1/30:2)+C2H3O2,804.7081,744.687,726.6764,708.6658,502.4619,490.4619,490.4619,472.4513,265.2162,447.4207,253.2162,446.4362,223.2056
Cer-NP(t18:1/31:0)+C2H3O2,822.7551,762.7339,744.7234,726.7128,520.5089,508.5088,508.5088,490.4983,265.2162,465.4677,253.2162,464.4832,223.2056
Cer-NP(t18:1/31:1)+C2H3O2,820.7394,760.7183,742.7077,724.6971,518.4932,506.4932,506.4932,488.4826,265.2162,463.4521,253.2162,462.4675,223.2056
Cer-NP(t18:1/32:0)+C2H3O2,836.7707,776.7496,758.739,740.7285,534.5245,522.5245,522.5245,504.5139,265.2162,479.4834,253.2162,478.4988,223.2056
Cer-NP(t18:1/32:1)+C2H3O2,834.7551,774.7339,756.7234,738.7128,532.5089,520.5089,520.5089,502.4983,265.2162,477.4677,253.2162,476.4832,223.2056
Cer-NP(t18:1/32:2)+C2H3O2,832.7394,772.7183,754.7077,736.6971,530.4932,518.4932,518.4932,500.4826,265.2162,475.4521,253.2162,474.4675,223.2056
Cer-NP(t18:1/33:0)+C2H3O2,850.7864,790.7653,772.7547,754.7441,548.5401,536.5401,536.5401,518.5295,265.2162,493.499,253.2162,492.5144,223.2056
Cer-NP(t18:1/33:1)+C2H3O2,848.7707,788.7496,770.739,752.7285,546.5245,534.5245,534.5245,516.5139,265.2162,491.4834,253.2162,490.4988,223.2056
Cer-NP(t18:1/34:0)+C2H3O2,864.802,804.7809,786.7703,768.7598,562.5558,550.5558,550.5558,532.5452,265.2162,507.5146,253.2162,506.5301,223.2056
Cer-NP(t18:1/34:1)+C2H3O2,862.7864,802.7653,784.7547,766.7441,560.5401,548.5401,548.5401,530.5295,265.2162,505.499,253.2162,504.5144,223.2056
Cer-NP(t18:1/34:2)+C2H3O2,860.7707,800.7496,782.739,764.7285,558.5245,546.5245,546.5245,528.5139,265.2162,503.4834,253.2162,502.4988,223.2056
Cer-NP(t18:1/35:0)+C2H3O2,878.8177,818.7966,800.7859,782.7754,576.5714,564.5714,564.5714,546.5609,265.2162,521.5303,253.2162,520.5457,223.2056
Cer-NP(t18:1/35:1)+C2H3O2,876.802,816.7809,798.7703,780.7598,574.5558,562.5558,562.5558,544.5452,265.2162,519.5146,253.2162,518.5301,223.2056
Cer-NP(t18:1/36:0)+C2H3O2,892.8333,832.8122,814.8016,796.7911,590.5871,578.5871,578.5871,560.5765,265.2162,535.546,253.2162,534.5614,223.2056
Cer-NP(t18:1/36:1)+C2H3O2,890.8177,830.7966,812.7859,794.7754,588.5714,576.5714,576.5714,558.5609,265.2162,533.5303,253.2162,532.5457,223.2056
Cer-NP(t18:1/36:2)+C2H3O2,888.802,828.7809,810.7703,792.7598,586.5558,574.5558,574.5558,556.5452,265.2162,531.5146,253.2162,530.5301,223.2056
Cer-NP(t18:1/38:0)+C2H3O2,920.8646,860.8435,842.8329,824.8223,618.6183,606.6183,606.6183,588.6078,265.2162,563.5773,253.2162,562.5927,223.2056
Cer-NP(t18:1/38:1)+C2H3O2,918.849,858.8278,840.8173,822.8067,616.6027,604.6027,604.6027,586.5922,265.2162,561.5616,253.2162,560.577,223.2056
Cer-NP(t18:1/38:2)+C2H3O2,916.8333,856.8122,838.8016,820.7911,614.5871,602.5871,602.5871,584.5765,265.2162,559.546,253.2162,558.5614,223.2056
Cer-NP(t18:1/40:0)+C2H3O2,948.8959,888.8748,870.8642,852.8536,646.6497,634.6497,634.6497,616.6391,265.2162,591.6086,253.2162,590.624,223.2056
Cer-NP(t18:1/40:1)+C2H3O2,946.8802,886.8591,868.8486,850.838,644.634,632.634,632.634,614.6235,265.2162,589.5929,253.2162,588.6083,223.2056
Cer-NP(t18:1/40:2)+C2H3O2,944.8646,884.8435,866.8329,848.8223,642.6183,630.6183,630.6183,612.6078,265.2162,587.5773,253.2162,586.5927,223.2056
Cer-NP(t18:1/42:0)+C2H3O2,976.9272,916.9061,898.8955,880.8849,674.681,662.681,662.681,644.6704,265.2162,619.6398,253.2162,618.6553,223.2056
Cer-NP(t18:1/42:1)+C2H3O2,974.9116,914.8904,896.8799,878.8693,672.6653,660.6653,660.6653,642.6547,265.2162,617.6242,253.2162,616.6396,223.2056
Cer-NP(t18:1/42:2)+C2H3O2,972.8959,912.8748,894.8642,876.8536,670.6497,658.6497,658.6497,640.6391,265.2162,615.6086,253.2162,614.624,223.2056
Cer-NP(t18:2/12:0)+C2H3O2,554.4421,494.4209,476.4104,458.3998,254.2115,242.2115,242.2115,224.2009,263.2006,199.1704,251.2006,198.1858,221.19
Cer-NP(t18:2/12:1)+C2H3O2,552.4264,492.4053,474.3947,456.3842,252.1958,240.1958,240.1958,222.1853,263.2006,197.1547,251.2006,196.1701,221.19
Cer-NP(t18:2/13:0)+C2H3O2,568.4577,508.4366,490.426,472.4154,268.2271,256.2271,256.2271,238.2166,263.2006,213.186,251.2006,212.2014,221.19
Cer-NP(t18:2/13:1)+C2H3O2,566.4421,506.4209,488.4104,470.3998,266.2115,254.2115,254.2115,236.2009,263.2006,211.1704,251.2006,210.1858,221.19
Cer-NP(t18:2/14:0)+C2H3O2,582.4734,522.4523,504.4417,486.4311,282.2428,270.2428,270.2428,252.2322,263.2006,227.2017,251.2006,226.2171,221.19
Cer-NP(t18:2/14:1)+C2H3O2,580.4577,520.4366,502.426,484.4154,280.2271,268.2271,268.2271,250.2166,263.2006,225.186,251.2006,224.2014,221.19
Cer-NP(t18:2/15:0)+C2H3O2,596.489,536.4679,518.4573,500.4467,296.2584,284.2584,284.2584,266.2479,263.2006,241.2173,251.2006,240.2327,221.19
Cer-NP(t18:2/15:1)+C2H3O2,594.4734,534.4523,516.4417,498.4311,294.2428,282.2428,282.2428,264.2322,263.2006,239.2017,251.2006,238.2171,221.19
Cer-NP(t18:2/16:0)+C2H3O2,610.5047,550.4835,532.473,514.4624,310.2741,298.2741,298.2741,280.2635,263.2006,255.233,251.2006,254.2484,221.19
Cer-NP(t18:2/16:1)+C2H3O2,608.489,548.4679,530.4573,512.4468,308.2584,296.2584,296.2584,278.2479,263.2006,253.2173,251.2006,252.2327,221.19
Cer-NP(t18:2/16:2)+C2H3O2,606.4734,546.4523,528.4417,510.4311,306.2428,294.2428,294.2428,276.2322,263.2006,251.2017,251.2006,250.2171,221.19
Cer-NP(t18:2/17:0)+C2H3O2,624.5203,564.4992,546.4886,528.478,324.2897,312.2897,312.2897,294.2791,263.2006,269.2486,251.2006,268.264,221.19
Cer-NP(t18:2/18:0)+C2H3O2,638.5359,578.5148,560.5043,542.4937,338.3054,326.3054,326.3054,308.2948,263.2006,283.2643,251.2006,282.2797,221.19
