OxPC,[M+H]+,M+H-PC,M+H-R1COOH,M+H-R2COOH,M+H-R1CO,M+H-R2CO,PC_head
OxPC(12:0_14:2(COOH))+H,676.41847,493.35241,476.24082,422.26663,494.2514,440.27721,184.07332
OxPC(12:0_14:3(COOH))+H,674.40282,491.33676,474.22517,422.26663,492.23575,440.27721,184.07332
OxPC(12:0_15:1(COOH))+H,692.44977,509.38371,492.27212,422.26663,510.2827,440.27721,184.07332
OxPC(12:0_15:2(COOH))+H,690.43412,507.36806,490.25647,422.26663,508.26705,440.27721,184.07332
OxPC(12:0_15:3(COOH))+H,688.41847,505.35241,488.24082,422.26663,506.2514,440.27721,184.07332
OxPC(12:0_15:4(COOH))+H,686.40282,503.33676,486.22517,422.26663,504.23575,440.27721,184.07332
OxPC(12:0_16:1(COOH))+H,706.46542,523.39936,506.28777,422.26663,524.29835,440.27721,184.07332
OxPC(12:0_16:2(COOH))+H,704.44977,521.38371,504.27212,422.26663,522.2827,440.27721,184.07332
OxPC(12:0_16:3(COOH))+H,702.43412,519.36806,502.25647,422.26663,520.26705,440.27721,184.07332
OxPC(12:0_16:4(COOH))+H,700.41847,517.35241,500.24082,422.26663,518.2514,440.27721,184.07332
OxPC(12:0_17:4(COOH))+H,714.43412,531.36806,514.25647,422.26663,532.26705,440.27721,184.07332
OxPC(12:0_18:4(COOH))+H,728.44977,545.38371,528.27212,422.26663,546.2827,440.27721,184.07332
OxPC(12:0_18:5(COOH))+H,726.43412,543.36806,526.25647,422.26663,544.26705,440.27721,184.07332
OxPC(12:0_19:4(COOH))+H,742.46542,559.39936,542.28777,422.26663,560.29835,440.27721,184.07332
OxPC(12:0_19:5(COOH))+H,740.44977,557.38371,540.27212,422.26663,558.2827,440.27721,184.07332
OxPC(12:0_3:0(CHO))+H,510.28269,327.21663,310.10504,422.26663,328.11562,440.27721,184.07332
OxPC(12:0_4:0(CHO))+H,524.29834,341.23228,324.12069,422.26663,342.13127,440.27721,184.07332
OxPC(13:0_3:0(CHO))+H,524.29834,341.23228,310.10504,436.28228,328.11562,454.29286,184.07332
OxPC(13:0_4:0(CHO))+H,538.31399,355.24793,324.12069,436.28228,342.13127,454.29286,184.07332
OxPC(13:0_5:0(CHO))+H,552.32964,369.26358,338.13634,436.28228,356.14692,454.29286,184.07332
OxPC(13:0_6:0(CHO))+H,566.34529,383.27923,352.15199,436.28228,370.16257,454.29286,184.07332
OxPC(13:0_7:0(CHO))+H,580.36094,397.29488,366.16764,436.28228,384.17822,454.29286,184.07332
OxPC(13:0_8:0(CHO))+H,594.37659,411.31053,380.18329,436.28228,398.19387,454.29286,184.07332
OxPC(13:0_9:0(CHO))+H,608.39224,425.32618,394.19894,436.28228,412.20952,454.29286,184.07332
OxPC(13:0_10:0(CHO))+H,622.40789,439.34183,408.21459,436.28228,426.22517,454.29286,184.07332
OxPC(13:0_11:0(CHO))+H,636.42354,453.35748,422.23024,436.28228,440.24082,454.29286,184.07332
OxPC(13:0_12:0(CHO))+H,650.43919,467.37313,436.24589,436.28228,454.25647,454.29286,184.07332
OxPC(13:0_13:0(CHO))+H,664.45484,481.38878,450.26154,436.28228,468.27212,454.29286,184.07332
OxPC(13:0_14:0(CHO))+H,678.47049,495.40443,464.27719,436.28228,482.28777,454.29286,184.07332
OxPC(13:0_15:0(CHO))+H,692.48614,509.42008,478.29284,436.28228,496.30342,454.29286,184.07332
OxPC(13:0_6:1(CHO))+H,564.32965,381.26359,350.13635,436.28228,368.14693,454.29286,184.07332
OxPC(13:0_7:1(CHO))+H,578.3453,395.27924,364.152,436.28228,382.16258,454.29286,184.07332
OxPC(13:0_8:1(CHO))+H,592.36095,409.29489,378.16765,436.28228,396.17823,454.29286,184.07332
OxPC(13:0_9:1(CHO))+H,606.3766,423.31054,392.1833,436.28228,410.19388,454.29286,184.07332
OxPC(13:0_9:2(CHO))+H,604.36095,421.29489,390.16765,436.28228,408.17823,454.29286,184.07332
OxPC(13:0_10:1(CHO))+H,620.39225,437.32619,406.19895,436.28228,424.20953,454.29286,184.07332
OxPC(13:0_10:2(CHO))+H,618.3766,435.31054,404.1833,436.28228,422.19388,454.29286,184.07332
OxPC(13:0_11:1(CHO))+H,634.4079,451.34184,420.2146,436.28228,438.22518,454.29286,184.07332
OxPC(13:0_11:2(CHO))+H,632.39225,449.32619,418.19895,436.28228,436.20953,454.29286,184.07332
OxPC(13:0_12:1(CHO))+H,648.42355,465.35749,434.23025,436.28228,452.24083,454.29286,184.07332
OxPC(13:0_12:2(CHO))+H,646.4079,463.34184,432.2146,436.28228,450.22518,454.29286,184.07332
OxPC(13:0_12:3(CHO))+H,644.39225,461.32619,430.19895,436.28228,448.20953,454.29286,184.07332
OxPC(13:0_13:1(CHO))+H,662.4392,479.37314,448.2459,436.28228,466.25648,454.29286,184.07332
OxPC(13:0_13:2(CHO))+H,660.42355,477.35749,446.23025,436.28228,464.24083,454.29286,184.07332
OxPC(13:0_13:3(CHO))+H,658.4079,475.34184,444.2146,436.28228,462.22518,454.29286,184.07332
OxPC(13:0_14:1(CHO))+H,676.45485,493.38879,462.26155,436.28228,480.27213,454.29286,184.07332
OxPC(13:0_14:2(CHO))+H,674.4392,491.37314,460.2459,436.28228,478.25648,454.29286,184.07332
OxPC(13:0_14:3(CHO))+H,672.42355,489.35749,458.23025,436.28228,476.24083,454.29286,184.07332
OxPC(13:0_15:1(CHO))+H,690.4705,507.40444,476.2772,436.28228,494.28778,454.29286,184.07332
OxPC(13:0_15:2(CHO))+H,688.45485,505.38879,474.26155,436.28228,492.27213,454.29286,184.07332
OxPC(13:0_15:3(CHO))+H,686.4392,503.37314,472.2459,436.28228,490.25648,454.29286,184.07332
OxPC(13:0_15:4(CHO))+H,684.42355,501.35749,470.23025,436.28228,488.24083,454.29286,184.07332
OxPC(13:0_16:1(CHO))+H,704.48615,521.42009,490.29285,436.28228,508.30343,454.29286,184.07332
OxPC(13:0_16:2(CHO))+H,702.4705,519.40444,488.2772,436.28228,506.28778,454.29286,184.07332
OxPC(13:0_16:3(CHO))+H,700.45485,517.38879,486.26155,436.28228,504.27213,454.29286,184.07332
OxPC(13:0_16:4(CHO))+H,698.4392,515.37314,484.2459,436.28228,502.25648,454.29286,184.07332
OxPC(13:0_17:4(CHO))+H,712.45485,529.38879,498.26155,436.28228,516.27213,454.29286,184.07332
OxPC(13:0_18:4(CHO))+H,726.4705,543.40444,512.2772,436.28228,530.28778,454.29286,184.07332
OxPC(13:0_18:5(CHO))+H,724.45485,541.38879,510.26155,436.28228,528.27213,454.29286,184.07332
OxPC(13:0_19:4(CHO))+H,740.48615,557.42009,526.29285,436.28228,544.30343,454.29286,184.07332
OxPC(13:0_19:5(CHO))+H,738.4705,555.40444,524.2772,436.28228,542.28778,454.29286,184.07332
OxPC(13:0_3:0(COOH))+H,540.29326,357.2272,326.09996,436.28228,344.11054,454.29286,184.07332
OxPC(13:0_4:0(COOH))+H,554.30891,371.24285,340.11561,436.28228,358.12619,454.29286,184.07332
OxPC(13:0_5:0(COOH))+H,568.32456,385.2585,354.13126,436.28228,372.14184,454.29286,184.07332
OxPC(13:0_6:0(COOH))+H,582.34021,399.27415,368.14691,436.28228,386.15749,454.29286,184.07332
OxPC(13:0_7:0(COOH))+H,596.35586,413.2898,382.16256,436.28228,400.17314,454.29286,184.07332
OxPC(13:0_8:0(COOH))+H,610.37151,427.30545,396.17821,436.28228,414.18879,454.29286,184.07332
OxPC(13:0_9:0(COOH))+H,624.38716,441.3211,410.19386,436.28228,428.20444,454.29286,184.07332
OxPC(13:0_10:0(COOH))+H,638.40281,455.33675,424.20951,436.28228,442.22009,454.29286,184.07332
OxPC(13:0_11:0(COOH))+H,652.41846,469.3524,438.22516,436.28228,456.23574,454.29286,184.07332
OxPC(13:0_12:0(COOH))+H,666.43411,483.36805,452.24081,436.28228,470.25139,454.29286,184.07332
OxPC(13:0_13:0(COOH))+H,680.44976,497.3837,466.25646,436.28228,484.26704,454.29286,184.07332
OxPC(13:0_14:0(COOH))+H,694.46541,511.39935,480.27211,436.28228,498.28269,454.29286,184.07332
OxPC(13:0_15:0(COOH))+H,708.48106,525.415,494.28776,436.28228,512.29834,454.29286,184.07332
OxPC(13:0_6:1(COOH))+H,580.32457,397.25851,366.13127,436.28228,384.14185,454.29286,184.07332
OxPC(13:0_7:1(COOH))+H,594.34022,411.27416,380.14692,436.28228,398.1575,454.29286,184.07332
OxPC(13:0_8:1(COOH))+H,608.35587,425.28981,394.16257,436.28228,412.17315,454.29286,184.07332
OxPC(13:0_9:1(COOH))+H,622.37152,439.30546,408.17822,436.28228,426.1888,454.29286,184.07332
OxPC(13:0_9:2(COOH))+H,620.35587,437.28981,406.16257,436.28228,424.17315,454.29286,184.07332
OxPC(13:0_10:1(COOH))+H,636.38717,453.32111,422.19387,436.28228,440.20445,454.29286,184.07332
OxPC(13:0_10:2(COOH))+H,634.37152,451.30546,420.17822,436.28228,438.1888,454.29286,184.07332
OxPC(13:0_11:1(COOH))+H,650.40282,467.33676,436.20952,436.28228,454.2201,454.29286,184.07332
OxPC(13:0_11:2(COOH))+H,648.38717,465.32111,434.19387,436.28228,452.20445,454.29286,184.07332
OxPC(13:0_12:1(COOH))+H,664.41847,481.35241,450.22517,436.28228,468.23575,454.29286,184.07332
OxPC(13:0_12:2(COOH))+H,662.40282,479.33676,448.20952,436.28228,466.2201,454.29286,184.07332
OxPC(13:0_12:3(COOH))+H,660.38717,477.32111,446.19387,436.28228,464.20445,454.29286,184.07332
OxPC(13:0_13:1(COOH))+H,678.43412,495.36806,464.24082,436.28228,482.2514,454.29286,184.07332
OxPC(13:0_13:2(COOH))+H,676.41847,493.35241,462.22517,436.28228,480.23575,454.29286,184.07332
OxPC(13:0_13:3(COOH))+H,674.40282,491.33676,460.20952,436.28228,478.2201,454.29286,184.07332
OxPC(13:0_14:1(COOH))+H,692.44977,509.38371,478.25647,436.28228,496.26705,454.29286,184.07332
OxPC(13:0_14:2(COOH))+H,690.43412,507.36806,476.24082,436.28228,494.2514,454.29286,184.07332
OxPC(13:0_14:3(COOH))+H,688.41847,505.35241,474.22517,436.28228,492.23575,454.29286,184.07332
OxPC(13:0_15:1(COOH))+H,706.46542,523.39936,492.27212,436.28228,510.2827,454.29286,184.07332
OxPC(13:0_15:2(COOH))+H,704.44977,521.38371,490.25647,436.28228,508.26705,454.29286,184.07332
OxPC(13:0_15:3(COOH))+H,702.43412,519.36806,488.24082,436.28228,506.2514,454.29286,184.07332
OxPC(13:0_15:4(COOH))+H,700.41847,517.35241,486.22517,436.28228,504.23575,454.29286,184.07332
OxPC(13:0_16:1(COOH))+H,720.48107,537.41501,506.28777,436.28228,524.29835,454.29286,184.07332
OxPC(13:0_16:2(COOH))+H,718.46542,535.39936,504.27212,436.28228,522.2827,454.29286,184.07332
OxPC(13:0_16:3(COOH))+H,716.44977,533.38371,502.25647,436.28228,520.26705,454.29286,184.07332
OxPC(13:0_16:4(COOH))+H,714.43412,531.36806,500.24082,436.28228,518.2514,454.29286,184.07332
OxPC(13:0_17:4(COOH))+H,728.44977,545.38371,514.25647,436.28228,532.26705,454.29286,184.07332
OxPC(13:0_18:4(COOH))+H,742.46542,559.39936,528.27212,436.28228,546.2827,454.29286,184.07332
OxPC(13:0_18:5(COOH))+H,740.44977,557.38371,526.25647,436.28228,544.26705,454.29286,184.07332
OxPC(13:0_19:4(COOH))+H,756.48107,573.41501,542.28777,436.28228,560.29835,454.29286,184.07332
OxPC(13:0_19:5(COOH))+H,754.46542,571.39936,540.27212,436.28228,558.2827,454.29286,184.07332
OxPC(14:1_5:0(CHO))+H,564.32964,381.26358,338.13634,448.28228,356.14692,466.29286,184.07332
OxPC(14:1_6:0(CHO))+H,578.34529,395.27923,352.15199,448.28228,370.16257,466.29286,184.07332
OxPC(14:1_7:0(CHO))+H,592.36094,409.29488,366.16764,448.28228,384.17822,466.29286,184.07332
OxPC(14:1_8:0(CHO))+H,606.37659,423.31053,380.18329,448.28228,398.19387,466.29286,184.07332
OxPC(14:1_9:0(CHO))+H,620.39224,437.32618,394.19894,448.28228,412.20952,466.29286,184.07332
OxPC(14:1_10:0(CHO))+H,634.40789,451.34183,408.21459,448.28228,426.22517,466.29286,184.07332
OxPC(14:1_11:0(CHO))+H,648.42354,465.35748,422.23024,448.28228,440.24082,466.29286,184.07332
OxPC(14:1_12:0(CHO))+H,662.43919,479.37313,436.24589,448.28228,454.25647,466.29286,184.07332
OxPC(14:1_13:0(CHO))+H,676.45484,493.38878,450.26154,448.28228,468.27212,466.29286,184.07332
OxPC(14:1_14:0(CHO))+H,690.47049,507.40443,464.27719,448.28228,482.28777,466.29286,184.07332
OxPC(14:1_15:0(CHO))+H,704.48614,521.42008,478.29284,448.28228,496.30342,466.29286,184.07332
OxPC(14:1_6:1(CHO))+H,576.32965,393.26359,350.13635,448.28228,368.14693,466.29286,184.07332
OxPC(14:1_7:1(CHO))+H,590.3453,407.27924,364.152,448.28228,382.16258,466.29286,184.07332
OxPC(14:1_8:1(CHO))+H,604.36095,421.29489,378.16765,448.28228,396.17823,466.29286,184.07332
OxPC(14:1_9:1(CHO))+H,618.3766,435.31054,392.1833,448.28228,410.19388,466.29286,184.07332
OxPC(14:1_9:2(CHO))+H,616.36095,433.29489,390.16765,448.28228,408.17823,466.29286,184.07332
OxPC(14:1_10:1(CHO))+H,632.39225,449.32619,406.19895,448.28228,424.20953,466.29286,184.07332
OxPC(14:1_10:2(CHO))+H,630.3766,447.31054,404.1833,448.28228,422.19388,466.29286,184.07332
OxPC(14:1_11:1(CHO))+H,646.4079,463.34184,420.2146,448.28228,438.22518,466.29286,184.07332
OxPC(14:1_11:2(CHO))+H,644.39225,461.32619,418.19895,448.28228,436.20953,466.29286,184.07332
OxPC(14:1_12:1(CHO))+H,660.42355,477.35749,434.23025,448.28228,452.24083,466.29286,184.07332
OxPC(14:1_12:2(CHO))+H,658.4079,475.34184,432.2146,448.28228,450.22518,466.29286,184.07332
OxPC(14:1_12:3(CHO))+H,656.39225,473.32619,430.19895,448.28228,448.20953,466.29286,184.07332
OxPC(14:1_13:1(CHO))+H,674.4392,491.37314,448.2459,448.28228,466.25648,466.29286,184.07332
OxPC(14:1_13:2(CHO))+H,672.42355,489.35749,446.23025,448.28228,464.24083,466.29286,184.07332
OxPC(14:1_13:3(CHO))+H,670.4079,487.34184,444.2146,448.28228,462.22518,466.29286,184.07332
OxPC(14:1_14:1(CHO))+H,688.45485,505.38879,462.26155,448.28228,480.27213,466.29286,184.07332
OxPC(14:1_14:2(CHO))+H,686.4392,503.37314,460.2459,448.28228,478.25648,466.29286,184.07332
OxPC(14:1_14:3(CHO))+H,684.42355,501.35749,458.23025,448.28228,476.24083,466.29286,184.07332
OxPC(14:1_15:1(CHO))+H,702.4705,519.40444,476.2772,448.28228,494.28778,466.29286,184.07332
OxPC(14:1_15:2(CHO))+H,700.45485,517.38879,474.26155,448.28228,492.27213,466.29286,184.07332
OxPC(14:1_15:3(CHO))+H,698.4392,515.37314,472.2459,448.28228,490.25648,466.29286,184.07332
OxPC(14:1_15:4(CHO))+H,696.42355,513.35749,470.23025,448.28228,488.24083,466.29286,184.07332
OxPC(14:1_16:1(CHO))+H,716.48615,533.42009,490.29285,448.28228,508.30343,466.29286,184.07332
OxPC(14:1_16:2(CHO))+H,714.4705,531.40444,488.2772,448.28228,506.28778,466.29286,184.07332
OxPC(14:1_16:3(CHO))+H,712.45485,529.38879,486.26155,448.28228,504.27213,466.29286,184.07332
OxPC(14:1_16:4(CHO))+H,710.4392,527.37314,484.2459,448.28228,502.25648,466.29286,184.07332
OxPC(14:1_17:4(CHO))+H,724.45485,541.38879,498.26155,448.28228,516.27213,466.29286,184.07332
OxPC(14:1_18:4(CHO))+H,738.4705,555.40444,512.2772,448.28228,530.28778,466.29286,184.07332
OxPC(14:1_18:5(CHO))+H,736.45485,553.38879,510.26155,448.28228,528.27213,466.29286,184.07332
OxPC(14:1_19:4(CHO))+H,752.48615,569.42009,526.29285,448.28228,544.30343,466.29286,184.07332
OxPC(14:1_19:5(CHO))+H,750.4705,567.40444,524.2772,448.28228,542.28778,466.29286,184.07332
OxPC(14:1_3:0(COOH))+H,552.29326,369.2272,326.09996,448.28228,344.11054,466.29286,184.07332
OxPC(14:1_4:0(COOH))+H,566.30891,383.24285,340.11561,448.28228,358.12619,466.29286,184.07332
OxPC(14:1_5:0(COOH))+H,580.32456,397.2585,354.13126,448.28228,372.14184,466.29286,184.07332
OxPC(14:1_6:0(COOH))+H,594.34021,411.27415,368.14691,448.28228,386.15749,466.29286,184.07332
OxPC(14:1_7:0(COOH))+H,608.35586,425.2898,382.16256,448.28228,400.17314,466.29286,184.07332
OxPC(14:1_8:0(COOH))+H,622.37151,439.30545,396.17821,448.28228,414.18879,466.29286,184.07332
OxPC(14:1_9:0(COOH))+H,636.38716,453.3211,410.19386,448.28228,428.20444,466.29286,184.07332
OxPC(14:1_10:0(COOH))+H,650.40281,467.33675,424.20951,448.28228,442.22009,466.29286,184.07332
OxPC(14:1_11:0(COOH))+H,664.41846,481.3524,438.22516,448.28228,456.23574,466.29286,184.07332
OxPC(14:1_12:0(COOH))+H,678.43411,495.36805,452.24081,448.28228,470.25139,466.29286,184.07332
OxPC(14:1_13:0(COOH))+H,692.44976,509.3837,466.25646,448.28228,484.26704,466.29286,184.07332
OxPC(14:1_14:0(COOH))+H,706.46541,523.39935,480.27211,448.28228,498.28269,466.29286,184.07332
OxPC(14:1_15:0(COOH))+H,720.48106,537.415,494.28776,448.28228,512.29834,466.29286,184.07332
OxPC(14:1_6:1(COOH))+H,592.32457,409.25851,366.13127,448.28228,384.14185,466.29286,184.07332
OxPC(14:1_7:1(COOH))+H,606.34022,423.27416,380.14692,448.28228,398.1575,466.29286,184.07332
OxPC(14:1_8:1(COOH))+H,620.35587,437.28981,394.16257,448.28228,412.17315,466.29286,184.07332
OxPC(14:1_9:1(COOH))+H,634.37152,451.30546,408.17822,448.28228,426.1888,466.29286,184.07332
OxPC(14:1_9:2(COOH))+H,632.35587,449.28981,406.16257,448.28228,424.17315,466.29286,184.07332
OxPC(14:1_10:1(COOH))+H,648.38717,465.32111,422.19387,448.28228,440.20445,466.29286,184.07332
OxPC(14:1_10:2(COOH))+H,646.37152,463.30546,420.17822,448.28228,438.1888,466.29286,184.07332
OxPC(14:1_11:1(COOH))+H,662.40282,479.33676,436.20952,448.28228,454.2201,466.29286,184.07332
OxPC(14:1_11:2(COOH))+H,660.38717,477.32111,434.19387,448.28228,452.20445,466.29286,184.07332
OxPC(14:1_12:1(COOH))+H,676.41847,493.35241,450.22517,448.28228,468.23575,466.29286,184.07332
OxPC(14:1_12:2(COOH))+H,674.40282,491.33676,448.20952,448.28228,466.2201,466.29286,184.07332
OxPC(14:1_12:3(COOH))+H,672.38717,489.32111,446.19387,448.28228,464.20445,466.29286,184.07332
OxPC(14:1_13:1(COOH))+H,690.43412,507.36806,464.24082,448.28228,482.2514,466.29286,184.07332
OxPC(14:1_13:2(COOH))+H,688.41847,505.35241,462.22517,448.28228,480.23575,466.29286,184.07332
OxPC(14:1_13:3(COOH))+H,686.40282,503.33676,460.20952,448.28228,478.2201,466.29286,184.07332
OxPC(14:1_14:1(COOH))+H,704.44977,521.38371,478.25647,448.28228,496.26705,466.29286,184.07332
OxPC(14:1_14:2(COOH))+H,702.43412,519.36806,476.24082,448.28228,494.2514,466.29286,184.07332
OxPC(14:1_14:3(COOH))+H,700.41847,517.35241,474.22517,448.28228,492.23575,466.29286,184.07332
OxPC(14:1_15:1(COOH))+H,718.46542,535.39936,492.27212,448.28228,510.2827,466.29286,184.07332
OxPC(14:1_15:2(COOH))+H,716.44977,533.38371,490.25647,448.28228,508.26705,466.29286,184.07332
OxPC(14:1_15:3(COOH))+H,714.43412,531.36806,488.24082,448.28228,506.2514,466.29286,184.07332
OxPC(14:1_15:4(COOH))+H,712.41847,529.35241,486.22517,448.28228,504.23575,466.29286,184.07332
OxPC(14:1_16:1(COOH))+H,732.48107,549.41501,506.28777,448.28228,524.29835,466.29286,184.07332
OxPC(14:1_16:2(COOH))+H,730.46542,547.39936,504.27212,448.28228,522.2827,466.29286,184.07332
OxPC(14:1_16:3(COOH))+H,728.44977,545.38371,502.25647,448.28228,520.26705,466.29286,184.07332
OxPC(14:1_16:4(COOH))+H,726.43412,543.36806,500.24082,448.28228,518.2514,466.29286,184.07332
OxPC(14:1_17:4(COOH))+H,740.44977,557.38371,514.25647,448.28228,532.26705,466.29286,184.07332
OxPC(14:1_18:4(COOH))+H,754.46542,571.39936,528.27212,448.28228,546.2827,466.29286,184.07332
OxPC(14:1_18:5(COOH))+H,752.44977,569.38371,526.25647,448.28228,544.26705,466.29286,184.07332
OxPC(14:1_19:4(COOH))+H,768.48107,585.41501,542.28777,448.28228,560.29835,466.29286,184.07332
OxPC(14:1_19:5(COOH))+H,766.46542,583.39936,540.27212,448.28228,558.2827,466.29286,184.07332
OxPC(14:1_3:0(CHO))+H,536.29834,353.23228,310.10504,448.28228,328.11562,466.29286,184.07332
OxPC(14:1_4:0(CHO))+H,550.31399,367.24793,324.12069,448.28228,342.13127,466.29286,184.07332
OxPC(14:0_5:0(CHO))+H,566.34529,383.27923,338.13634,450.29793,356.14692,468.30851,184.07332
OxPC(14:0_6:0(CHO))+H,580.36094,397.29488,352.15199,450.29793,370.16257,468.30851,184.07332
OxPC(14:0_7:0(CHO))+H,594.37659,411.31053,366.16764,450.29793,384.17822,468.30851,184.07332
OxPC(14:0_8:0(CHO))+H,608.39224,425.32618,380.18329,450.29793,398.19387,468.30851,184.07332
OxPC(14:0_9:0(CHO))+H,622.40789,439.34183,394.19894,450.29793,412.20952,468.30851,184.07332
OxPC(14:0_10:0(CHO))+H,636.42354,453.35748,408.21459,450.29793,426.22517,468.30851,184.07332
OxPC(14:0_11:0(CHO))+H,650.43919,467.37313,422.23024,450.29793,440.24082,468.30851,184.07332
OxPC(14:0_12:0(CHO))+H,664.45484,481.38878,436.24589,450.29793,454.25647,468.30851,184.07332
OxPC(14:0_13:0(CHO))+H,678.47049,495.40443,450.26154,450.29793,468.27212,468.30851,184.07332
OxPC(14:0_14:0(CHO))+H,692.48614,509.42008,464.27719,450.29793,482.28777,468.30851,184.07332
OxPC(14:0_15:0(CHO))+H,706.50179,523.43573,478.29284,450.29793,496.30342,468.30851,184.07332
OxPC(14:0_6:1(CHO))+H,578.3453,395.27924,350.13635,450.29793,368.14693,468.30851,184.07332
OxPC(14:0_7:1(CHO))+H,592.36095,409.29489,364.152,450.29793,382.16258,468.30851,184.07332
OxPC(14:0_8:1(CHO))+H,606.3766,423.31054,378.16765,450.29793,396.17823,468.30851,184.07332
OxPC(14:0_9:1(CHO))+H,620.39225,437.32619,392.1833,450.29793,410.19388,468.30851,184.07332
OxPC(14:0_9:2(CHO))+H,618.3766,435.31054,390.16765,450.29793,408.17823,468.30851,184.07332
OxPC(14:0_10:1(CHO))+H,634.4079,451.34184,406.19895,450.29793,424.20953,468.30851,184.07332
OxPC(14:0_10:2(CHO))+H,632.39225,449.32619,404.1833,450.29793,422.19388,468.30851,184.07332
OxPC(14:0_11:1(CHO))+H,648.42355,465.35749,420.2146,450.29793,438.22518,468.30851,184.07332
OxPC(14:0_11:2(CHO))+H,646.4079,463.34184,418.19895,450.29793,436.20953,468.30851,184.07332
OxPC(14:0_12:1(CHO))+H,662.4392,479.37314,434.23025,450.29793,452.24083,468.30851,184.07332
OxPC(14:0_12:2(CHO))+H,660.42355,477.35749,432.2146,450.29793,450.22518,468.30851,184.07332
OxPC(14:0_12:3(CHO))+H,658.4079,475.34184,430.19895,450.29793,448.20953,468.30851,184.07332
OxPC(14:0_13:1(CHO))+H,676.45485,493.38879,448.2459,450.29793,466.25648,468.30851,184.07332
OxPC(14:0_13:2(CHO))+H,674.4392,491.37314,446.23025,450.29793,464.24083,468.30851,184.07332
OxPC(14:0_13:3(CHO))+H,672.42355,489.35749,444.2146,450.29793,462.22518,468.30851,184.07332
OxPC(14:0_14:1(CHO))+H,690.4705,507.40444,462.26155,450.29793,480.27213,468.30851,184.07332
OxPC(14:0_14:2(CHO))+H,688.45485,505.38879,460.2459,450.29793,478.25648,468.30851,184.07332
OxPC(14:0_14:3(CHO))+H,686.4392,503.37314,458.23025,450.29793,476.24083,468.30851,184.07332
OxPC(14:0_15:1(CHO))+H,704.48615,521.42009,476.2772,450.29793,494.28778,468.30851,184.07332
OxPC(14:0_15:2(CHO))+H,702.4705,519.40444,474.26155,450.29793,492.27213,468.30851,184.07332
OxPC(14:0_15:3(CHO))+H,700.45485,517.38879,472.2459,450.29793,490.25648,468.30851,184.07332
OxPC(14:0_15:4(CHO))+H,698.4392,515.37314,470.23025,450.29793,488.24083,468.30851,184.07332
OxPC(14:0_16:1(CHO))+H,718.5018,535.43574,490.29285,450.29793,508.30343,468.30851,184.07332
OxPC(14:0_16:2(CHO))+H,716.48615,533.42009,488.2772,450.29793,506.28778,468.30851,184.07332
OxPC(14:0_16:3(CHO))+H,714.4705,531.40444,486.26155,450.29793,504.27213,468.30851,184.07332
OxPC(14:0_16:4(CHO))+H,712.45485,529.38879,484.2459,450.29793,502.25648,468.30851,184.07332
OxPC(14:0_17:4(CHO))+H,726.4705,543.40444,498.26155,450.29793,516.27213,468.30851,184.07332
OxPC(14:0_18:4(CHO))+H,740.48615,557.42009,512.2772,450.29793,530.28778,468.30851,184.07332
OxPC(14:0_18:5(CHO))+H,738.4705,555.40444,510.26155,450.29793,528.27213,468.30851,184.07332
OxPC(14:0_19:4(CHO))+H,754.5018,571.43574,526.29285,450.29793,544.30343,468.30851,184.07332
OxPC(14:0_19:5(CHO))+H,752.48615,569.42009,524.2772,450.29793,542.28778,468.30851,184.07332
OxPC(14:0_3:0(COOH))+H,554.30891,371.24285,326.09996,450.29793,344.11054,468.30851,184.07332
OxPC(14:0_4:0(COOH))+H,568.32456,385.2585,340.11561,450.29793,358.12619,468.30851,184.07332
OxPC(14:0_5:0(COOH))+H,582.34021,399.27415,354.13126,450.29793,372.14184,468.30851,184.07332
OxPC(14:0_6:0(COOH))+H,596.35586,413.2898,368.14691,450.29793,386.15749,468.30851,184.07332
OxPC(14:0_7:0(COOH))+H,610.37151,427.30545,382.16256,450.29793,400.17314,468.30851,184.07332
