OxCL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
OxCL((32:1)_(40:5(OOOOOH)))+NH4,1551.012,549.4878,733.5251
OxCL((32:1)_(40:6(OH)))+NH4,1485.0166,549.4878,667.5297
OxCL((32:1)_(40:6(OOH)))+NH4,1501.0116,549.4878,683.5247
OxCL((32:1)_(40:6(OOOH)))+NH4,1517.0065,549.4878,699.5196
OxCL((32:1)_(40:6(OOOOH)))+NH4,1533.0014,549.4878,715.5145
OxCL((32:1)_(40:6(OOOOOH)))+NH4,1548.9963,549.4878,731.5094
OxCL((32:1)_(40:6(OOOOOOH)))+NH4,1564.9912,549.4878,747.5043
OxCL((32:1)_(40:6(OOOOOOOOH)))+NH4,1596.9811,549.4878,779.4942
OxCL((32:1)_(40:7(OH)))+NH4,1483.001,549.4878,665.5141
OxCL((32:1)_(40:7(OH)))+NH4,1483.001,549.4878,665.5141
OxCL((32:1)_(40:7(OOH)))+NH4,1498.9959,549.4878,681.509
OxCL((32:1)_(40:7(OOOH)))+NH4,1514.9908,549.4878,697.5039
OxCL((32:1)_(40:7(OOOOH)))+NH4,1530.9857,549.4878,713.4988
OxCL((32:1)_(40:7(OOOOOH)))+NH4,1546.9807,549.4878,729.4938
OxCL((32:1)_(40:7(OOOOOOH)))+NH4,1562.9756,549.4878,745.4887
OxCL((32:1)_(40:7(OOOOOOOOH)))+NH4,1594.9654,549.4878,777.4785
OxCL((32:1)_(40:8(OH)))+NH4,1480.9853,549.4878,663.4984
OxCL((32:1)_(40:8(OH)))+NH4,1480.9853,549.4878,663.4984
OxCL((32:1)_(40:8(OOH)))+NH4,1496.9802,549.4878,679.4933
OxCL((32:1)_(40:8(OOOH)))+NH4,1512.9752,549.4878,695.4883
OxCL((32:1)_(40:8(OOOH)))+NH4,1512.9752,549.4878,695.4883
OxCL((32:1)_(40:8(OOOOH)))+NH4,1528.9701,549.4878,711.4832
OxCL((32:1)_(40:8(OOOOOH)))+NH4,1544.965,549.4878,727.4781
OxCL((32:1)_(40:8(OOOOOOH)))+NH4,1560.9599,549.4878,743.473
OxCL((32:1)_(40:8(OOOOOOH)))+NH4,1560.9599,549.4878,743.473
OxCL((32:1)_(40:8(OOOOOOOOH)))+NH4,1592.9498,549.4878,775.4629
OxCL((32:1)_(40:8(OOOOOOOOH)))+NH4,1592.9498,549.4878,775.4629
OxCL((32:1)_(40:9(OH)))+NH4,1478.9697,549.4878,661.4828
OxCL((32:1)_(40:9(OOH)))+NH4,1494.9646,549.4878,677.4777
OxCL((32:1)_(40:9(OOOH)))+NH4,1510.9595,549.4878,693.4726
OxCL((32:1)_(40:9(OOOH)))+NH4,1510.9595,549.4878,693.4726
OxCL((32:1)_(40:9(OOOOH)))+NH4,1526.9544,549.4878,709.4675
OxCL((32:1)_(40:9(OOOOH)))+NH4,1526.9544,549.4878,709.4675
OxCL((32:1)_(40:9(OOOOOH)))+NH4,1542.9493,549.4878,725.4624
OxCL((32:1)_(40:9(OOOOOOH)))+NH4,1558.9443,549.4878,741.4574
OxCL((32:1)_(40:9(OOOOOOOOH)))+NH4,1590.9341,549.4878,773.4472
OxCL((32:1)_(42:10(OH)))+NH4,1504.9853,549.4878,687.4984
OxCL((32:1)_(42:10(OOH)))+NH4,1520.9802,549.4878,703.4933
OxCL((32:1)_(42:10(OOOH)))+NH4,1536.9752,549.4878,719.4883
OxCL((32:1)_(42:10(OOOOH)))+NH4,1552.9701,549.4878,735.4832
OxCL((32:1)_(42:10(OOOOOH)))+NH4,1568.965,549.4878,751.4781
OxCL((32:1)_(42:10(OOOOOOH)))+NH4,1584.9599,549.4878,767.473
OxCL((32:1)_(42:10(OOOOOOOOH)))+NH4,1616.9498,549.4878,799.4629
OxCL((32:1)_(42:4(OH)))+NH4,1517.0793,549.4878,699.5924
OxCL((32:1)_(42:6(OH)))+NH4,1513.048,549.4878,695.5611
OxCL((32:1)_(42:6(OOH)))+NH4,1529.0429,549.4878,711.556
OxCL((32:1)_(42:6(OOH)))+NH4,1529.0429,549.4878,711.556
OxCL((32:1)_(42:6(OOOH)))+NH4,1545.0378,549.4878,727.5509
OxCL((32:1)_(42:6(OOOOH)))+NH4,1561.0327,549.4878,743.5458
OxCL((32:1)_(42:6(OOOOOH)))+NH4,1577.0276,549.4878,759.5407
OxCL((32:1)_(42:7(OH)))+NH4,1511.0323,549.4878,693.5454
OxCL((32:1)_(42:7(OOH)))+NH4,1527.0272,549.4878,709.5403
OxCL((32:1)_(42:7(OOH)))+NH4,1527.0272,549.4878,709.5403
OxCL((32:1)_(42:7(OOOH)))+NH4,1543.0221,549.4878,725.5352
OxCL((32:1)_(42:7(OOOOH)))+NH4,1559.0171,549.4878,741.5302
OxCL((32:1)_(42:7(OOOOOH)))+NH4,1575.012,549.4878,757.5251
OxCL((32:1)_(42:8(OH)))+NH4,1509.0166,549.4878,691.5297
OxCL((32:1)_(42:8(OOH)))+NH4,1525.0116,549.4878,707.5247
OxCL((32:1)_(42:8(OOOH)))+NH4,1541.0065,549.4878,723.5196
OxCL((32:1)_(42:8(OOOOH)))+NH4,1557.0014,549.4878,739.5145
OxCL((32:1)_(42:8(OOOOOH)))+NH4,1572.9963,549.4878,755.5094
OxCL((32:1)_(42:8(OOOOOOH)))+NH4,1588.9912,549.4878,771.5043
OxCL((32:1)_(42:8(OOOOOOOOH)))+NH4,1620.9811,549.4878,803.4942
OxCL((32:1)_(42:9(OH)))+NH4,1507.001,549.4878,689.5141
OxCL((32:1)_(42:9(OH)))+NH4,1507.001,549.4878,689.5141
OxCL((32:1)_(42:9(OOH)))+NH4,1522.9959,549.4878,705.509
OxCL((32:1)_(42:9(OOOH)))+NH4,1538.9908,549.4878,721.5039
OxCL((32:1)_(42:9(OOOOH)))+NH4,1554.9857,549.4878,737.4988
OxCL((32:1)_(42:9(OOOOOH)))+NH4,1570.9807,549.4878,753.4938
OxCL((32:1)_(42:9(OOOOOOH)))+NH4,1586.9756,549.4878,769.4887
OxCL((32:1)_(42:9(OOOOOOOOH)))+NH4,1618.9654,549.4878,801.4785
OxCL((32:1)_(44:10(OH)))+NH4,1533.0166,549.4878,715.5297
OxCL((32:1)_(44:10(OOH)))+NH4,1549.0116,549.4878,731.5247
OxCL((32:1)_(44:10(OOOH)))+NH4,1565.0065,549.4878,747.5196
OxCL((32:1)_(44:10(OOOOH)))+NH4,1581.0014,549.4878,763.5145
OxCL((32:1)_(44:10(OOOOOH)))+NH4,1596.9963,549.4878,779.5094
OxCL((32:1)_(44:10(OOOOOOH)))+NH4,1612.9912,549.4878,795.5043
OxCL((32:1)_(44:10(OOOOOOOOH)))+NH4,1644.9811,549.4878,827.4942
OxCL((32:1)_(44:11(OH)))+NH4,1531.001,549.4878,713.5141
OxCL((32:1)_(44:11(OH)))+NH4,1531.001,549.4878,713.5141
OxCL((32:1)_(44:11(OOH)))+NH4,1546.9959,549.4878,729.509
OxCL((32:1)_(44:11(OOOH)))+NH4,1562.9908,549.4878,745.5039
OxCL((32:1)_(44:11(OOOOH)))+NH4,1578.9857,549.4878,761.4988
OxCL((32:1)_(44:11(OOOOOH)))+NH4,1594.9807,549.4878,777.4938
OxCL((32:1)_(44:11(OOOOOOH)))+NH4,1610.9756,549.4878,793.4887
OxCL((32:1)_(44:11(OOOOOOOOH)))+NH4,1642.9654,549.4878,825.4785
OxCL((32:1)_(44:12(OH)))+NH4,1528.9853,549.4878,711.4984
OxCL((32:1)_(44:12(OOH)))+NH4,1544.9802,549.4878,727.4933
OxCL((32:1)_(44:12(OOOH)))+NH4,1560.9752,549.4878,743.4883
OxCL((32:1)_(44:12(OOOOH)))+NH4,1576.9701,549.4878,759.4832
OxCL((32:1)_(44:12(OOOOOH)))+NH4,1592.965,549.4878,775.4781
OxCL((32:1)_(44:12(OOOOOOH)))+NH4,1608.9599,549.4878,791.473
OxCL((32:1)_(44:12(OOOOOOOOH)))+NH4,1640.9498,549.4878,823.4629
OxCL((32:1)_(44:6(OOH)))+NH4,1557.0742,549.4878,739.5873
OxCL((32:1)_(44:8(OH)))+NH4,1537.048,549.4878,719.5611
OxCL((32:1)_(44:8(OOH)))+NH4,1553.0429,549.4878,735.556
OxCL((32:1)_(44:8(OOOH)))+NH4,1569.0378,549.4878,751.5509
OxCL((32:1)_(44:8(OOOOOH)))+NH4,1601.0276,549.4878,783.5407
OxCL((32:1)_(44:9(OH)))+NH4,1535.0323,549.4878,717.5454
OxCL((32:1)_(44:9(OOH)))+NH4,1551.0272,549.4878,733.5403
OxCL((32:1)_(44:9(OOOH)))+NH4,1567.0221,549.4878,749.5352
OxCL((32:1)_(44:9(OOOOOH)))+NH4,1599.012,549.4878,781.5251
OxCL((32:1(OH))_(32:1(OH)))+NH4,1398.9647,565.4828,565.4828
OxCL((32:1(OH))_(32:1(OOH)))+NH4,1414.9596,565.4828,581.4777
OxCL((32:1(OH))_(32:2))+NH4,1380.9541,565.4828,547.4722
OxCL((32:1(OH))_(32:2(OH)))+NH4,1396.949,565.4828,563.4671
OxCL((32:1(OH))_(32:2(OOH)))+NH4,1412.9439,565.4828,579.462
OxCL((32:1(OH))_(32:2(OOOH)))+NH4,1428.9388,565.4828,595.4569
OxCL((32:1(OH))_(32:2(OOOOH)))+NH4,1444.9338,565.4828,611.4519
OxCL((32:1(OH))_(34:1))+NH4,1411.0011,565.4828,577.5192
OxCL((32:1(OH))_(34:1(OH)))+NH4,1426.996,565.4828,593.5141
OxCL((32:1(OH))_(34:1(OOH)))+NH4,1442.9909,565.4828,609.509
OxCL((32:1(OH))_(34:2))+NH4,1408.9854,565.4828,575.5035
OxCL((32:1(OH))_(34:2(OH)))+NH4,1424.9803,565.4828,591.4984
OxCL((32:1(OH))_(34:2(OH)))+NH4,1424.9803,565.4828,591.4984
OxCL((32:1(OH))_(34:2(OOH)))+NH4,1440.9752,565.4828,607.4933
OxCL((32:1(OH))_(34:2(OOOH)))+NH4,1456.9702,565.4828,623.4883
OxCL((32:1(OH))_(34:2(OOOH)))+NH4,1456.9702,565.4828,623.4883
OxCL((32:1(OH))_(34:2(OOOOH)))+NH4,1472.9651,565.4828,639.4832
OxCL((32:1(OH))_(34:3))+NH4,1406.9697,565.4828,573.4878
OxCL((32:1(OH))_(34:3(OH)))+NH4,1422.9647,565.4828,589.4828
OxCL((32:1(OH))_(34:3(OOH)))+NH4,1438.9596,565.4828,605.4777
OxCL((32:1(OH))_(34:3(OOOH)))+NH4,1454.9545,565.4828,621.4726
OxCL((32:1(OH))_(34:3(OOOH)))+NH4,1454.9545,565.4828,621.4726
OxCL((32:1(OH))_(34:3(OOOOH)))+NH4,1470.9494,565.4828,637.4675
OxCL((32:1(OH))_(34:3(OOOOH)))+NH4,1470.9494,565.4828,637.4675
OxCL((32:1(OH))_(34:3(OOOOOH)))+NH4,1486.9443,565.4828,653.4624
OxCL((32:1(OH))_(34:3(OOOOOOH)))+NH4,1502.9393,565.4828,669.4574
OxCL((32:1(OH))_(34:4))+NH4,1404.9541,565.4828,571.4722
OxCL((32:1(OH))_(34:4(OH)))+NH4,1420.949,565.4828,587.4671
OxCL((32:1(OH))_(34:4(OOH)))+NH4,1436.9439,565.4828,603.462
OxCL((32:1(OH))_(34:4(OOOH)))+NH4,1452.9388,565.4828,619.4569
OxCL((32:1(OH))_(34:4(OOOOH)))+NH4,1468.9338,565.4828,635.4519
OxCL((32:1(OH))_(34:4(OOOOOH)))+NH4,1484.9287,565.4828,651.4468
OxCL((32:1(OH))_(34:4(OOOOOOH)))+NH4,1500.9236,565.4828,667.4417
OxCL((32:1(OH))_(36:1))+NH4,1439.0324,565.4828,605.5505
OxCL((32:1(OH))_(36:2))+NH4,1437.0167,565.4828,603.5348
OxCL((32:1(OH))_(36:2(OH)))+NH4,1453.0116,565.4828,619.5297
OxCL((32:1(OH))_(36:2(OOH)))+NH4,1469.0066,565.4828,635.5247
OxCL((32:1(OH))_(36:2(OOOH)))+NH4,1485.0015,565.4828,651.5196
OxCL((32:1(OH))_(36:2(OOOOH)))+NH4,1500.9964,565.4828,667.5145
OxCL((32:1(OH))_(36:3))+NH4,1435.0011,565.4828,601.5192
OxCL((32:1(OH))_(36:3(OH)))+NH4,1450.996,565.4828,617.5141
OxCL((32:1(OH))_(36:3(OH)))+NH4,1450.996,565.4828,617.5141
OxCL((32:1(OH))_(36:3(OOH)))+NH4,1466.9909,565.4828,633.509
OxCL((32:1(OH))_(36:3(OOOH)))+NH4,1482.9858,565.4828,649.5039
OxCL((32:1(OH))_(36:3(OOOOH)))+NH4,1498.9807,565.4828,665.4988
OxCL((32:1(OH))_(36:3(OOOOOH)))+NH4,1514.9757,565.4828,681.4938
OxCL((32:1(OH))_(36:3(OOOOOOH)))+NH4,1530.9706,565.4828,697.4887
OxCL((32:1(OH))_(36:4))+NH4,1432.9854,565.4828,599.5035
OxCL((32:1(OH))_(36:4(OH)))+NH4,1448.9803,565.4828,615.4984
OxCL((32:1(OH))_(36:4(OH)))+NH4,1448.9803,565.4828,615.4984
OxCL((32:1(OH))_(36:4(OOH)))+NH4,1464.9752,565.4828,631.4933
OxCL((32:1(OH))_(36:4(OOOH)))+NH4,1480.9702,565.4828,647.4883
OxCL((32:1(OH))_(36:4(OOOH)))+NH4,1480.9702,565.4828,647.4883
OxCL((32:1(OH))_(36:4(OOOOH)))+NH4,1496.9651,565.4828,663.4832
OxCL((32:1(OH))_(36:4(OOOOOH)))+NH4,1512.96,565.4828,679.4781
OxCL((32:1(OH))_(36:4(OOOOOOH)))+NH4,1528.9549,565.4828,695.473
OxCL((32:1(OH))_(36:4(OOOOOOH)))+NH4,1528.9549,565.4828,695.473
OxCL((32:1(OH))_(36:4(OOOOOOOOH)))+NH4,1560.9448,565.4828,727.4629
OxCL((32:1(OH))_(36:5))+NH4,1430.9697,565.4828,597.4878
OxCL((32:1(OH))_(36:5(OH)))+NH4,1446.9647,565.4828,613.4828
OxCL((32:1(OH))_(36:5(OOH)))+NH4,1462.9596,565.4828,629.4777
OxCL((32:1(OH))_(36:5(OOOH)))+NH4,1478.9545,565.4828,645.4726
OxCL((32:1(OH))_(36:5(OOOH)))+NH4,1478.9545,565.4828,645.4726
OxCL((32:1(OH))_(36:5(OOOOH)))+NH4,1494.9494,565.4828,661.4675
OxCL((32:1(OH))_(36:5(OOOOH)))+NH4,1494.9494,565.4828,661.4675
OxCL((32:1(OH))_(36:5(OOOOOH)))+NH4,1510.9443,565.4828,677.4624
OxCL((32:1(OH))_(36:5(OOOOOOH)))+NH4,1526.9393,565.4828,693.4574
OxCL((32:1(OH))_(36:5(OOOOOOOOH)))+NH4,1558.9291,565.4828,725.4472
OxCL((32:1(OH))_(36:6))+NH4,1428.9541,565.4828,595.4722
OxCL((32:1(OH))_(36:6(OH)))+NH4,1444.949,565.4828,611.4671
OxCL((32:1(OH))_(36:6(OOH)))+NH4,1460.9439,565.4828,627.462
OxCL((32:1(OH))_(36:6(OOOH)))+NH4,1476.9388,565.4828,643.4569
OxCL((32:1(OH))_(36:6(OOOOH)))+NH4,1492.9338,565.4828,659.4519
OxCL((32:1(OH))_(36:6(OOOOOH)))+NH4,1508.9287,565.4828,675.4468
OxCL((32:1(OH))_(36:6(OOOOOOH)))+NH4,1524.9236,565.4828,691.4417
OxCL((32:1(OH))_(36:6(OOOOOOOOH)))+NH4,1556.9134,565.4828,723.4315
OxCL((32:1(OH))_(38:2))+NH4,1465.048,565.4828,631.5661
OxCL((32:1(OH))_(38:2(OH)))+NH4,1481.043,565.4828,647.5611
OxCL((32:1(OH))_(38:2(OOH)))+NH4,1497.0379,565.4828,663.556
OxCL((32:1(OH))_(38:3))+NH4,1463.0324,565.4828,629.5505
OxCL((32:1(OH))_(38:3(OH)))+NH4,1479.0273,565.4828,645.5454
OxCL((32:1(OH))_(38:3(OOH)))+NH4,1495.0222,565.4828,661.5403
OxCL((32:1(OH))_(38:3(OOOOH)))+NH4,1527.0121,565.4828,693.5302
OxCL((32:1(OH))_(38:4))+NH4,1461.0167,565.4828,627.5348
OxCL((32:1(OH))_(38:4(OH)))+NH4,1477.0116,565.4828,643.5297
OxCL((32:1(OH))_(38:4(OOH)))+NH4,1493.0066,565.4828,659.5247
OxCL((32:1(OH))_(38:4(OOOH)))+NH4,1509.0015,565.4828,675.5196
OxCL((32:1(OH))_(38:4(OOOOH)))+NH4,1524.9964,565.4828,691.5145
OxCL((32:1(OH))_(38:4(OOOOOH)))+NH4,1540.9913,565.4828,707.5094
OxCL((32:1(OH))_(38:4(OOOOOOH)))+NH4,1556.9862,565.4828,723.5043
OxCL((32:1(OH))_(38:5))+NH4,1459.0011,565.4828,625.5192
OxCL((32:1(OH))_(38:5(OH)))+NH4,1474.996,565.4828,641.5141
OxCL((32:1(OH))_(38:5(OH)))+NH4,1474.996,565.4828,641.5141
OxCL((32:1(OH))_(38:5(OOH)))+NH4,1490.9909,565.4828,657.509
OxCL((32:1(OH))_(38:5(OOOH)))+NH4,1506.9858,565.4828,673.5039
OxCL((32:1(OH))_(38:5(OOOOH)))+NH4,1522.9807,565.4828,689.4988
OxCL((32:1(OH))_(38:5(OOOOOH)))+NH4,1538.9757,565.4828,705.4938
OxCL((32:1(OH))_(38:5(OOOOOOH)))+NH4,1554.9706,565.4828,721.4887
OxCL((32:1(OH))_(38:5(OOOOOOOOH)))+NH4,1586.9604,565.4828,753.4785
OxCL((32:1(OH))_(38:6))+NH4,1456.9854,565.4828,623.5035
OxCL((32:1(OH))_(38:6(OH)))+NH4,1472.9803,565.4828,639.4984
OxCL((32:1(OH))_(38:6(OH)))+NH4,1472.9803,565.4828,639.4984
OxCL((32:1(OH))_(38:6(OOH)))+NH4,1488.9752,565.4828,655.4933
OxCL((32:1(OH))_(38:6(OOOH)))+NH4,1504.9702,565.4828,671.4883
OxCL((32:1(OH))_(38:6(OOOH)))+NH4,1504.9702,565.4828,671.4883
OxCL((32:1(OH))_(38:6(OOOOH)))+NH4,1520.9651,565.4828,687.4832
OxCL((32:1(OH))_(38:6(OOOOOH)))+NH4,1536.96,565.4828,703.4781
OxCL((32:1(OH))_(38:6(OOOOOOH)))+NH4,1552.9549,565.4828,719.473
OxCL((32:1(OH))_(38:6(OOOOOOH)))+NH4,1552.9549,565.4828,719.473
OxCL((32:1(OH))_(38:6(OOOOOOOOH)))+NH4,1584.9448,565.4828,751.4629
OxCL((32:1(OH))_(38:6(OOOOOOOOH)))+NH4,1584.9448,565.4828,751.4629
OxCL((32:1(OH))_(38:7))+NH4,1454.9697,565.4828,621.4878
OxCL((32:1(OH))_(38:7(OH)))+NH4,1470.9647,565.4828,637.4828
OxCL((32:1(OH))_(38:7(OOH)))+NH4,1486.9596,565.4828,653.4777
OxCL((32:1(OH))_(38:7(OOOH)))+NH4,1502.9545,565.4828,669.4726
OxCL((32:1(OH))_(38:7(OOOH)))+NH4,1502.9545,565.4828,669.4726
OxCL((32:1(OH))_(38:7(OOOOH)))+NH4,1518.9494,565.4828,685.4675
OxCL((32:1(OH))_(38:7(OOOOH)))+NH4,1518.9494,565.4828,685.4675
OxCL((32:1(OH))_(38:7(OOOOOH)))+NH4,1534.9443,565.4828,701.4624
OxCL((32:1(OH))_(38:7(OOOOOOH)))+NH4,1550.9393,565.4828,717.4574
OxCL((32:1(OH))_(38:7(OOOOOOOOH)))+NH4,1582.9291,565.4828,749.4472
OxCL((32:1(OH))_(40:2))+NH4,1493.0794,565.4828,659.5975
OxCL((32:1(OH))_(40:4))+NH4,1489.048,565.4828,655.5661
OxCL((32:1(OH))_(40:4(OH)))+NH4,1505.043,565.4828,671.5611
OxCL((32:1(OH))_(40:4(OOH)))+NH4,1521.0379,565.4828,687.556
OxCL((32:1(OH))_(40:4(OOH)))+NH4,1521.0379,565.4828,687.556
OxCL((32:1(OH))_(40:4(OOOH)))+NH4,1537.0328,565.4828,703.5509
OxCL((32:1(OH))_(40:4(OOOOH)))+NH4,1553.0277,565.4828,719.5458
OxCL((32:1(OH))_(40:5))+NH4,1487.0324,565.4828,653.5505
OxCL((32:1(OH))_(40:5(OH)))+NH4,1503.0273,565.4828,669.5454
OxCL((32:1(OH))_(40:5(OOH)))+NH4,1519.0222,565.4828,685.5403
OxCL((32:1(OH))_(40:5(OOH)))+NH4,1519.0222,565.4828,685.5403
OxCL((32:1(OH))_(40:5(OOOH)))+NH4,1535.0171,565.4828,701.5352
OxCL((32:1(OH))_(40:5(OOOOH)))+NH4,1551.0121,565.4828,717.5302
OxCL((32:1(OH))_(40:5(OOOOOH)))+NH4,1567.007,565.4828,733.5251
OxCL((32:1(OH))_(40:6))+NH4,1485.0167,565.4828,651.5348
OxCL((32:1(OH))_(40:6(OH)))+NH4,1501.0116,565.4828,667.5297
OxCL((32:1(OH))_(40:6(OOH)))+NH4,1517.0066,565.4828,683.5247
OxCL((32:1(OH))_(40:6(OOOH)))+NH4,1533.0015,565.4828,699.5196
OxCL((32:1(OH))_(40:6(OOOOH)))+NH4,1548.9964,565.4828,715.5145
OxCL((32:1(OH))_(40:6(OOOOOH)))+NH4,1564.9913,565.4828,731.5094
OxCL((32:1(OH))_(40:6(OOOOOOH)))+NH4,1580.9862,565.4828,747.5043
OxCL((32:1(OH))_(40:6(OOOOOOOOH)))+NH4,1612.9761,565.4828,779.4942
OxCL((32:1(OH))_(40:7))+NH4,1483.0011,565.4828,649.5192
OxCL((32:1(OH))_(40:7(OH)))+NH4,1498.996,565.4828,665.5141
OxCL((32:1(OH))_(40:7(OH)))+NH4,1498.996,565.4828,665.5141
OxCL((32:1(OH))_(40:7(OOH)))+NH4,1514.9909,565.4828,681.509
OxCL((32:1(OH))_(40:7(OOOH)))+NH4,1530.9858,565.4828,697.5039
OxCL((32:1(OH))_(40:7(OOOOH)))+NH4,1546.9807,565.4828,713.4988
OxCL((32:1(OH))_(40:7(OOOOOH)))+NH4,1562.9757,565.4828,729.4938
OxCL((32:1(OH))_(40:7(OOOOOOH)))+NH4,1578.9706,565.4828,745.4887
OxCL((32:1(OH))_(40:7(OOOOOOOOH)))+NH4,1610.9604,565.4828,777.4785
OxCL((32:1(OH))_(40:8))+NH4,1480.9854,565.4828,647.5035
OxCL((32:1(OH))_(40:8(OH)))+NH4,1496.9803,565.4828,663.4984
OxCL((32:1(OH))_(40:8(OH)))+NH4,1496.9803,565.4828,663.4984
OxCL((32:1(OH))_(40:8(OOH)))+NH4,1512.9752,565.4828,679.4933
OxCL((32:1(OH))_(40:8(OOOH)))+NH4,1528.9702,565.4828,695.4883
OxCL((32:1(OH))_(40:8(OOOH)))+NH4,1528.9702,565.4828,695.4883
OxCL((32:1(OH))_(40:8(OOOOH)))+NH4,1544.9651,565.4828,711.4832
OxCL((32:1(OH))_(40:8(OOOOOH)))+NH4,1560.96,565.4828,727.4781
OxCL((32:1(OH))_(40:8(OOOOOOH)))+NH4,1576.9549,565.4828,743.473
OxCL((32:1(OH))_(40:8(OOOOOOH)))+NH4,1576.9549,565.4828,743.473
OxCL((32:1(OH))_(40:8(OOOOOOOOH)))+NH4,1608.9448,565.4828,775.4629
OxCL((32:1(OH))_(40:8(OOOOOOOOH)))+NH4,1608.9448,565.4828,775.4629
OxCL((32:1(OH))_(40:9))+NH4,1478.9697,565.4828,645.4878
OxCL((32:1(OH))_(40:9(OH)))+NH4,1494.9647,565.4828,661.4828
OxCL((32:1(OH))_(40:9(OOH)))+NH4,1510.9596,565.4828,677.4777
OxCL((32:1(OH))_(40:9(OOOH)))+NH4,1526.9545,565.4828,693.4726
OxCL((32:1(OH))_(40:9(OOOH)))+NH4,1526.9545,565.4828,693.4726
OxCL((32:1(OH))_(40:9(OOOOH)))+NH4,1542.9494,565.4828,709.4675
OxCL((32:1(OH))_(40:9(OOOOH)))+NH4,1542.9494,565.4828,709.4675
OxCL((32:1(OH))_(40:9(OOOOOH)))+NH4,1558.9443,565.4828,725.4624
OxCL((32:1(OH))_(40:9(OOOOOOH)))+NH4,1574.9393,565.4828,741.4574
OxCL((32:1(OH))_(40:9(OOOOOOOOH)))+NH4,1606.9291,565.4828,773.4472
OxCL((32:1(OH))_(42:10))+NH4,1504.9854,565.4828,671.5035
OxCL((32:1(OH))_(42:10(OH)))+NH4,1520.9803,565.4828,687.4984
OxCL((32:1(OH))_(42:10(OOH)))+NH4,1536.9752,565.4828,703.4933
OxCL((32:1(OH))_(42:10(OOOH)))+NH4,1552.9702,565.4828,719.4883
OxCL((32:1(OH))_(42:10(OOOOH)))+NH4,1568.9651,565.4828,735.4832
OxCL((32:1(OH))_(42:10(OOOOOH)))+NH4,1584.96,565.4828,751.4781
OxCL((32:1(OH))_(42:10(OOOOOOH)))+NH4,1600.9549,565.4828,767.473
OxCL((32:1(OH))_(42:10(OOOOOOOOH)))+NH4,1632.9448,565.4828,799.4629
OxCL((32:1(OH))_(42:4(OH)))+NH4,1533.0743,565.4828,699.5924
OxCL((32:1(OH))_(42:6))+NH4,1513.048,565.4828,679.5661
OxCL((32:1(OH))_(42:6(OH)))+NH4,1529.043,565.4828,695.5611
OxCL((32:1(OH))_(42:6(OOH)))+NH4,1545.0379,565.4828,711.556
OxCL((32:1(OH))_(42:6(OOH)))+NH4,1545.0379,565.4828,711.556
OxCL((32:1(OH))_(42:6(OOOH)))+NH4,1561.0328,565.4828,727.5509
OxCL((32:1(OH))_(42:6(OOOOH)))+NH4,1577.0277,565.4828,743.5458
OxCL((32:1(OH))_(42:6(OOOOOH)))+NH4,1593.0226,565.4828,759.5407
OxCL((32:1(OH))_(42:7))+NH4,1511.0324,565.4828,677.5505
OxCL((32:1(OH))_(42:7(OH)))+NH4,1527.0273,565.4828,693.5454
OxCL((32:1(OH))_(42:7(OOH)))+NH4,1543.0222,565.4828,709.5403
OxCL((32:1(OH))_(42:7(OOH)))+NH4,1543.0222,565.4828,709.5403
OxCL((32:1(OH))_(42:7(OOOH)))+NH4,1559.0171,565.4828,725.5352
OxCL((32:1(OH))_(42:7(OOOOH)))+NH4,1575.0121,565.4828,741.5302
OxCL((32:1(OH))_(42:7(OOOOOH)))+NH4,1591.007,565.4828,757.5251
OxCL((32:1(OH))_(42:8))+NH4,1509.0167,565.4828,675.5348
OxCL((32:1(OH))_(42:8(OH)))+NH4,1525.0116,565.4828,691.5297
OxCL((32:1(OH))_(42:8(OOH)))+NH4,1541.0066,565.4828,707.5247
OxCL((32:1(OH))_(42:8(OOOH)))+NH4,1557.0015,565.4828,723.5196
OxCL((32:1(OH))_(42:8(OOOOH)))+NH4,1572.9964,565.4828,739.5145
OxCL((32:1(OH))_(42:8(OOOOOH)))+NH4,1588.9913,565.4828,755.5094
OxCL((32:1(OH))_(42:8(OOOOOOH)))+NH4,1604.9862,565.4828,771.5043
OxCL((32:1(OH))_(42:8(OOOOOOOOH)))+NH4,1636.9761,565.4828,803.4942
OxCL((32:1(OH))_(42:9))+NH4,1507.0011,565.4828,673.5192
OxCL((32:1(OH))_(42:9(OH)))+NH4,1522.996,565.4828,689.5141
OxCL((32:1(OH))_(42:9(OH)))+NH4,1522.996,565.4828,689.5141
OxCL((32:1(OH))_(42:9(OOH)))+NH4,1538.9909,565.4828,705.509
OxCL((32:1(OH))_(42:9(OOOH)))+NH4,1554.9858,565.4828,721.5039
OxCL((32:1(OH))_(42:9(OOOOH)))+NH4,1570.9807,565.4828,737.4988
OxCL((32:1(OH))_(42:9(OOOOOH)))+NH4,1586.9757,565.4828,753.4938
OxCL((32:1(OH))_(42:9(OOOOOOH)))+NH4,1602.9706,565.4828,769.4887
OxCL((32:1(OH))_(42:9(OOOOOOOOH)))+NH4,1634.9604,565.4828,801.4785
OxCL((32:1(OH))_(44:10))+NH4,1533.0167,565.4828,699.5348
OxCL((32:1(OH))_(44:10(OH)))+NH4,1549.0116,565.4828,715.5297
