SM,[M+C2H3O2]-,[M-CH3]-,Sph-C-H,[C4H11NO4P]-,[PO3]-
SM(d24:2/28:2)+C2H3O2,1007.816,933.7789,531.3929,168.0431,78.95905
SM(d24:2/29:0)+C2H3O2,1025.863,951.8258,531.3929,168.0431,78.95905
SM(d24:2/29:1)+C2H3O2,1023.847,949.8101,531.3929,168.0431,78.95905
SM(d24:2/30:0)+C2H3O2,1039.878,965.8414,531.3929,168.0431,78.95905
SM(d24:2/30:1)+C2H3O2,1037.863,963.8258,531.3929,168.0431,78.95905
SM(d24:2/30:2)+C2H3O2,1035.847,961.8101,531.3929,168.0431,78.95905
SM(d24:2/31:0)+C2H3O2,1053.894,979.8571,531.393,168.0431,78.95905
SM(d24:2/31:1)+C2H3O2,1051.878,977.8414,531.3929,168.0431,78.95905
SM(d24:2/32:0)+C2H3O2,1067.91,993.8727,531.393,168.0431,78.95905
SM(d24:2/32:1)+C2H3O2,1065.894,991.8571,531.393,168.0431,78.95905
SM(d24:2/32:2)+C2H3O2,1063.878,989.8414,531.3929,168.0431,78.95905
SM(d24:2/33:0)+C2H3O2,1081.925,1007.888,531.393,168.0431,78.95905
SM(d24:2/33:1)+C2H3O2,1079.91,1005.873,531.393,168.0431,78.95905
SM(d24:2/34:0)+C2H3O2,1095.941,1021.904,531.393,168.0431,78.95905
SM(d24:2/34:1)+C2H3O2,1093.925,1019.888,531.393,168.0431,78.95905
SM(d24:2/34:2)+C2H3O2,1091.91,1017.873,531.393,168.0431,78.95905
SM(d24:2/35:0)+C2H3O2,1109.956,1035.92,531.393,168.0431,78.95905
SM(d24:2/35:1)+C2H3O2,1107.941,1033.904,531.393,168.0431,78.95905
SM(d24:2/36:0)+C2H3O2,1123.972,1049.935,531.393,168.0431,78.95905
SM(d24:2/36:1)+C2H3O2,1121.956,1047.92,531.393,168.0431,78.95905
SM(d24:2/36:2)+C2H3O2,1119.941,1045.904,531.393,168.0431,78.95905
SM(d24:2/38:0)+C2H3O2,1152.003,1077.967,531.3931,168.0431,78.95905
SM(d24:2/38:1)+C2H3O2,1149.988,1075.951,531.3931,168.0431,78.95905
SM(d24:2/38:2)+C2H3O2,1147.972,1073.935,531.393,168.0431,78.95905
SM(d24:2/40:0)+C2H3O2,1180.035,1105.998,531.3931,168.0431,78.95905
SM(d24:2/40:1)+C2H3O2,1178.019,1103.982,531.3931,168.0431,78.95905
SM(d24:2/40:2)+C2H3O2,1176.003,1101.967,531.3931,168.0431,78.95905
SM(d24:2/42:0)+C2H3O2,1208.066,1134.029,531.3931,168.0431,78.95905
SM(d24:2/42:1)+C2H3O2,1206.05,1132.014,531.3931,168.0431,78.95905
SM(d24:2/42:2)+C2H3O2,1204.035,1129.998,531.3931,168.0431,78.95905
SM(d24:3/12:0)+C2H3O2,785.5809,711.5441,529.3771,168.0431,78.95905
SM(d24:3/12:1)+C2H3O2,783.5652,709.5284,529.3771,168.0431,78.95905
SM(d24:3/13:0)+C2H3O2,799.5966,725.5598,529.3771,168.0431,78.95905
SM(d24:3/13:1)+C2H3O2,797.5809,723.5441,529.3771,168.0431,78.95905
SM(d24:3/14:0)+C2H3O2,813.6122,739.5754,529.3771,168.0431,78.95905
SM(d24:3/14:1)+C2H3O2,811.5966,737.5598,529.3771,168.0431,78.95905
SM(d24:3/15:0)+C2H3O2,827.6278,753.5911,529.3772,168.0431,78.95905
SM(d24:3/15:1)+C2H3O2,825.6122,751.5754,529.3771,168.0431,78.95905
SM(d24:3/16:0)+C2H3O2,841.6435,767.6067,529.3772,168.0431,78.95905
SM(d24:3/16:1)+C2H3O2,839.6278,765.5911,529.3772,168.0431,78.95905
SM(d24:3/16:2)+C2H3O2,837.6122,763.5754,529.3771,168.0431,78.95905
SM(d24:3/17:0)+C2H3O2,855.6591,781.6224,529.3772,168.0431,78.95905
SM(d24:3/18:0)+C2H3O2,869.6748,795.638,529.3772,168.0431,78.95905
SM(d24:3/18:1)+C2H3O2,867.6591,793.6224,529.3772,168.0431,78.95905
SM(d24:3/18:2)+C2H3O2,865.6435,791.6067,529.3772,168.0431,78.95905
SM(d24:3/19:0)+C2H3O2,883.6904,809.6536,529.3772,168.0431,78.95905
SM(d24:3/19:1)+C2H3O2,881.6748,807.638,529.3772,168.0431,78.95905
SM(d24:3/20:0)+C2H3O2,897.7061,823.6693,529.3772,168.0431,78.95905
SM(d24:3/20:1)+C2H3O2,895.6904,821.6536,529.3772,168.0431,78.95905
SM(d24:3/20:2)+C2H3O2,893.6748,819.638,529.3772,168.0431,78.95905
SM(d24:3/21:0)+C2H3O2,911.7217,837.6849,529.3773,168.0431,78.95905
SM(d24:3/21:1)+C2H3O2,909.7061,835.6693,529.3772,168.0431,78.95905
SM(d24:3/22:0)+C2H3O2,925.7374,851.7006,529.3773,168.0431,78.95905
SM(d24:3/22:1)+C2H3O2,923.7217,849.6849,529.3773,168.0431,78.95905
SM(d24:3/22:2)+C2H3O2,921.7061,847.6693,529.3772,168.0431,78.95905
SM(d24:3/23:0)+C2H3O2,939.7531,865.7162,529.3773,168.0431,78.95905
SM(d24:3/23:1)+C2H3O2,937.7374,863.7006,529.3773,168.0431,78.95905
SM(d24:3/24:0)+C2H3O2,953.7687,879.7319,529.3773,168.0431,78.95905
SM(d24:3/24:1)+C2H3O2,951.7531,877.7162,529.3773,168.0431,78.95905
SM(d24:3/24:2)+C2H3O2,949.7374,875.7006,529.3773,168.0431,78.95905
SM(d24:3/25:0)+C2H3O2,967.7843,893.7476,529.3773,168.0431,78.95905
SM(d24:3/25:1)+C2H3O2,965.7687,891.7319,529.3773,168.0431,78.95905
SM(d24:3/26:0)+C2H3O2,981.8,907.7632,529.3773,168.0431,78.95905
SM(d24:3/26:1)+C2H3O2,979.7843,905.7476,529.3773,168.0431,78.95905
SM(d24:3/26:2)+C2H3O2,977.7687,903.7319,529.3773,168.0431,78.95905
SM(d24:3/27:0)+C2H3O2,995.8156,921.7789,529.3773,168.0431,78.95905
SM(d24:3/27:1)+C2H3O2,993.8,919.7632,529.3773,168.0431,78.95905
SM(d24:3/28:0)+C2H3O2,1009.831,935.7945,529.3773,168.0431,78.95905
SM(d24:3/28:1)+C2H3O2,1007.816,933.7789,529.3773,168.0431,78.95905
SM(d24:3/28:2)+C2H3O2,1005.8,931.7632,529.3773,168.0431,78.95905
SM(d24:3/29:0)+C2H3O2,1023.847,949.8101,529.3773,168.0431,78.95905
SM(d24:3/29:1)+C2H3O2,1021.831,947.7945,529.3773,168.0431,78.95905
SM(d24:3/30:0)+C2H3O2,1037.863,963.8258,529.3773,168.0431,78.95905
SM(d24:3/30:1)+C2H3O2,1035.847,961.8101,529.3773,168.0431,78.95905
SM(d24:3/30:2)+C2H3O2,1033.831,959.7945,529.3773,168.0431,78.95905
SM(d24:3/31:0)+C2H3O2,1051.878,977.8414,529.3773,168.0431,78.95905
SM(d24:3/31:1)+C2H3O2,1049.863,975.8258,529.3773,168.0431,78.95905
SM(d24:3/32:0)+C2H3O2,1065.894,991.8571,529.3773,168.0431,78.95905
SM(d24:3/32:1)+C2H3O2,1063.878,989.8414,529.3773,168.0431,78.95905
SM(d24:3/32:2)+C2H3O2,1061.863,987.8258,529.3773,168.0431,78.95905
SM(d24:3/33:0)+C2H3O2,1079.91,1005.873,529.3774,168.0431,78.95905
SM(d24:3/33:1)+C2H3O2,1077.894,1003.857,529.3773,168.0431,78.95905
SM(d24:3/34:0)+C2H3O2,1093.925,1019.888,529.3774,168.0431,78.95905
SM(d24:3/34:1)+C2H3O2,1091.91,1017.873,529.3774,168.0431,78.95905
SM(d24:3/34:2)+C2H3O2,1089.894,1015.857,529.3773,168.0431,78.95905
SM(d24:3/35:0)+C2H3O2,1107.941,1033.904,529.3774,168.0431,78.95905
SM(d24:3/35:1)+C2H3O2,1105.925,1031.888,529.3774,168.0431,78.95905
SM(d24:3/36:0)+C2H3O2,1121.956,1047.92,529.3774,168.0431,78.95905
SM(d24:3/36:1)+C2H3O2,1119.941,1045.904,529.3774,168.0431,78.95905
SM(d24:3/36:2)+C2H3O2,1117.925,1043.888,529.3774,168.0431,78.95905
SM(d24:3/38:0)+C2H3O2,1149.988,1075.951,529.3774,168.0431,78.95905
SM(d24:3/38:1)+C2H3O2,1147.972,1073.935,529.3774,168.0431,78.95905
SM(d24:3/38:2)+C2H3O2,1145.956,1071.92,529.3774,168.0431,78.95905
SM(d24:3/40:0)+C2H3O2,1178.019,1103.982,529.3774,168.0431,78.95905
SM(d24:3/40:1)+C2H3O2,1176.003,1101.967,529.3774,168.0431,78.95905
SM(d24:3/40:2)+C2H3O2,1173.988,1099.951,529.3774,168.0431,78.95905
SM(d24:3/42:0)+C2H3O2,1206.05,1132.014,529.3774,168.0431,78.95905
SM(d24:3/42:1)+C2H3O2,1204.035,1129.998,529.3774,168.0431,78.95905
SM(d24:3/42:2)+C2H3O2,1202.019,1127.982,529.3774,168.0431,78.95905
SM(d25:0/12:0)+C2H3O2,805.6435,731.6067,549.4398,168.0431,78.95905
SM(d25:0/12:1)+C2H3O2,803.6278,729.5911,549.4398,168.0431,78.95905
SM(d25:0/13:0)+C2H3O2,819.6591,745.6224,549.4398,168.0431,78.95905
SM(d25:0/13:1)+C2H3O2,817.6435,743.6067,549.4398,168.0431,78.95905
SM(d25:0/14:0)+C2H3O2,833.6748,759.638,549.4398,168.0431,78.95905
SM(d25:0/14:1)+C2H3O2,831.6591,757.6224,549.4398,168.0431,78.95905
SM(d25:0/15:0)+C2H3O2,847.6904,773.6536,549.4398,168.0431,78.95905
SM(d25:0/15:1)+C2H3O2,845.6748,771.638,549.4398,168.0431,78.95905
SM(d25:0/16:0)+C2H3O2,861.7061,787.6693,549.4398,168.0431,78.95905
SM(d25:0/16:1)+C2H3O2,859.6904,785.6536,549.4398,168.0431,78.95905
SM(d25:0/16:2)+C2H3O2,857.6748,783.638,549.4398,168.0431,78.95905
SM(d25:0/17:0)+C2H3O2,875.7217,801.6849,549.4398,168.0431,78.95905
SM(d25:0/18:0)+C2H3O2,889.7374,815.7006,549.4398,168.0431,78.95905
SM(d25:0/18:1)+C2H3O2,887.7217,813.6849,549.4398,168.0431,78.95905
SM(d25:0/18:2)+C2H3O2,885.7061,811.6693,549.4398,168.0431,78.95905
SM(d25:0/19:0)+C2H3O2,903.7531,829.7162,549.4398,168.0431,78.95905
SM(d25:0/19:1)+C2H3O2,901.7374,827.7006,549.4398,168.0431,78.95905
SM(d25:0/20:0)+C2H3O2,917.7687,843.7319,549.4398,168.0431,78.95905
SM(d25:0/20:1)+C2H3O2,915.7531,841.7162,549.4398,168.0431,78.95905
SM(d25:0/20:2)+C2H3O2,913.7374,839.7006,549.4398,168.0431,78.95905
SM(d25:0/21:0)+C2H3O2,931.7843,857.7476,549.4398,168.0431,78.95905
SM(d25:0/21:1)+C2H3O2,929.7687,855.7319,549.4398,168.0431,78.95905
SM(d25:0/22:0)+C2H3O2,945.8,871.7632,549.4398,168.0431,78.95905
SM(d25:0/22:1)+C2H3O2,943.7843,869.7476,549.4398,168.0431,78.95905
SM(d25:0/22:2)+C2H3O2,941.7687,867.7319,549.4398,168.0431,78.95905
SM(d25:0/23:0)+C2H3O2,959.8156,885.7789,549.4399,168.0431,78.95905
SM(d25:0/23:1)+C2H3O2,957.8,883.7632,549.4398,168.0431,78.95905
SM(d25:0/24:0)+C2H3O2,973.8313,899.7945,549.4399,168.0431,78.95905
SM(d25:0/24:1)+C2H3O2,971.8156,897.7789,549.4399,168.0431,78.95905
SM(d25:0/24:2)+C2H3O2,969.8,895.7632,549.4398,168.0431,78.95905
SM(d25:0/25:0)+C2H3O2,987.8469,913.8101,549.4399,168.0431,78.95905
SM(d25:0/25:1)+C2H3O2,985.8313,911.7945,549.4399,168.0431,78.95905
SM(d25:0/26:0)+C2H3O2,1001.863,927.8258,549.4399,168.0431,78.95905
SM(d25:0/26:1)+C2H3O2,999.8469,925.8101,549.4399,168.0431,78.95905
SM(d25:0/26:2)+C2H3O2,997.8313,923.7945,549.4399,168.0431,78.95905
SM(d25:0/27:0)+C2H3O2,1015.878,941.8414,549.4399,168.0431,78.95905
SM(d25:0/27:1)+C2H3O2,1013.863,939.8258,549.4399,168.0431,78.95905
SM(d25:0/28:0)+C2H3O2,1029.894,955.8571,549.4399,168.0431,78.95905
SM(d25:0/28:1)+C2H3O2,1027.878,953.8414,549.4399,168.0431,78.95905
SM(d25:0/28:2)+C2H3O2,1025.863,951.8258,549.4399,168.0431,78.95905
SM(d25:0/29:0)+C2H3O2,1043.91,969.8727,549.4399,168.0431,78.95905
SM(d25:0/29:1)+C2H3O2,1041.894,967.8571,549.4399,168.0431,78.95905
SM(d25:0/30:0)+C2H3O2,1057.925,983.8884,549.4399,168.0431,78.95905
SM(d25:0/30:1)+C2H3O2,1055.91,981.8727,549.4399,168.0431,78.95905
SM(d25:0/30:2)+C2H3O2,1053.894,979.8571,549.4399,168.0431,78.95905
SM(d25:0/31:0)+C2H3O2,1071.941,997.9041,549.4399,168.0431,78.95905
SM(d25:0/31:1)+C2H3O2,1069.925,995.8884,549.4399,168.0431,78.95905
SM(d25:0/32:0)+C2H3O2,1085.956,1011.92,549.4399,168.0431,78.95905
SM(d25:0/32:1)+C2H3O2,1083.941,1009.904,549.4399,168.0431,78.95905
SM(d25:0/32:2)+C2H3O2,1081.925,1007.888,549.4399,168.0431,78.95905
SM(d25:0/33:0)+C2H3O2,1099.972,1025.935,549.4399,168.0431,78.95905
SM(d25:0/33:1)+C2H3O2,1097.956,1023.92,549.4399,168.0431,78.95905
SM(d25:0/34:0)+C2H3O2,1113.988,1039.951,549.4399,168.0431,78.95905
SM(d25:0/34:1)+C2H3O2,1111.972,1037.935,549.4399,168.0431,78.95905
SM(d25:0/34:2)+C2H3O2,1109.956,1035.92,549.4399,168.0431,78.95905
SM(d25:0/35:0)+C2H3O2,1128.003,1053.967,549.4399,168.0431,78.95905
SM(d25:0/35:1)+C2H3O2,1125.988,1051.951,549.4399,168.0431,78.95905
SM(d25:0/36:0)+C2H3O2,1142.019,1067.982,549.44,168.0431,78.95905
SM(d25:0/36:1)+C2H3O2,1140.003,1065.967,549.4399,168.0431,78.95905
SM(d25:0/36:2)+C2H3O2,1137.988,1063.951,549.4399,168.0431,78.95905
SM(d25:0/38:0)+C2H3O2,1170.05,1096.014,549.44,168.0431,78.95905
SM(d25:0/38:1)+C2H3O2,1168.035,1093.998,549.44,168.0431,78.95905
SM(d25:0/38:2)+C2H3O2,1166.019,1091.982,549.44,168.0431,78.95905
SM(d25:0/40:0)+C2H3O2,1198.082,1124.045,549.44,168.0431,78.95905
SM(d25:0/40:1)+C2H3O2,1196.066,1122.029,549.44,168.0431,78.95905
SM(d25:0/40:2)+C2H3O2,1194.05,1120.014,549.44,168.0431,78.95905
SM(d25:0/42:0)+C2H3O2,1226.113,1152.076,549.4401,168.0431,78.95905
SM(d25:0/42:1)+C2H3O2,1224.097,1150.061,549.44,168.0431,78.95905
SM(d25:0/42:2)+C2H3O2,1222.082,1148.045,549.44,168.0431,78.95905
SM(d25:1/12:0)+C2H3O2,803.6278,729.5911,547.4241,168.0431,78.95905
SM(d25:1/12:1)+C2H3O2,801.6122,727.5754,547.4241,168.0431,78.95905
SM(d25:1/13:0)+C2H3O2,817.6435,743.6067,547.4241,168.0431,78.95905
SM(d25:1/13:1)+C2H3O2,815.6278,741.5911,547.4241,168.0431,78.95905
SM(d25:1/14:0)+C2H3O2,831.6591,757.6224,547.4241,168.0431,78.95905
SM(d25:1/14:1)+C2H3O2,829.6435,755.6067,547.4241,168.0431,78.95905
SM(d25:1/15:0)+C2H3O2,845.6748,771.638,547.4241,168.0431,78.95905
SM(d25:1/15:1)+C2H3O2,843.6591,769.6224,547.4241,168.0431,78.95905
SM(d25:1/16:0)+C2H3O2,859.6904,785.6536,547.4241,168.0431,78.95905
SM(d25:1/16:1)+C2H3O2,857.6748,783.638,547.4241,168.0431,78.95905
SM(d25:1/16:2)+C2H3O2,855.6591,781.6224,547.4241,168.0431,78.95905
SM(d25:1/17:0)+C2H3O2,873.7061,799.6693,547.4241,168.0431,78.95905
SM(d25:1/18:0)+C2H3O2,887.7217,813.6849,547.4241,168.0431,78.95905
SM(d25:1/18:1)+C2H3O2,885.7061,811.6693,547.4241,168.0431,78.95905
SM(d25:1/18:2)+C2H3O2,883.6904,809.6536,547.4241,168.0431,78.95905
SM(d25:1/19:0)+C2H3O2,901.7374,827.7006,547.4241,168.0431,78.95905
SM(d25:1/19:1)+C2H3O2,899.7217,825.6849,547.4241,168.0431,78.95905
SM(d25:1/20:0)+C2H3O2,915.7531,841.7162,547.4242,168.0431,78.95905
SM(d25:1/20:1)+C2H3O2,913.7374,839.7006,547.4241,168.0431,78.95905
SM(d25:1/20:2)+C2H3O2,911.7217,837.6849,547.4241,168.0431,78.95905
SM(d25:1/21:0)+C2H3O2,929.7687,855.7319,547.4242,168.0431,78.95905
SM(d25:1/21:1)+C2H3O2,927.7531,853.7162,547.4242,168.0431,78.95905
SM(d25:1/22:0)+C2H3O2,943.7843,869.7476,547.4242,168.0431,78.95905
SM(d25:1/22:1)+C2H3O2,941.7687,867.7319,547.4242,168.0431,78.95905
SM(d25:1/22:2)+C2H3O2,939.7531,865.7162,547.4242,168.0431,78.95905
SM(d25:1/23:0)+C2H3O2,957.8,883.7632,547.4242,168.0431,78.95905
SM(d25:1/23:1)+C2H3O2,955.7843,881.7476,547.4242,168.0431,78.95905
SM(d25:1/24:0)+C2H3O2,971.8156,897.7789,547.4242,168.0431,78.95905
SM(d25:1/24:1)+C2H3O2,969.8,895.7632,547.4242,168.0431,78.95905
SM(d25:1/24:2)+C2H3O2,967.7843,893.7476,547.4242,168.0431,78.95905
SM(d25:1/25:0)+C2H3O2,985.8313,911.7945,547.4242,168.0431,78.95905
SM(d25:1/25:1)+C2H3O2,983.8156,909.7789,547.4242,168.0431,78.95905
SM(d25:1/26:0)+C2H3O2,999.8469,925.8101,547.4243,168.0431,78.95905
SM(d25:1/26:1)+C2H3O2,997.8313,923.7945,547.4242,168.0431,78.95905
SM(d25:1/26:2)+C2H3O2,995.8156,921.7789,547.4242,168.0431,78.95905
SM(d25:1/27:0)+C2H3O2,1013.863,939.8258,547.4243,168.0431,78.95905
SM(d25:1/27:1)+C2H3O2,1011.847,937.8101,547.4243,168.0431,78.95905
SM(d25:1/28:0)+C2H3O2,1027.878,953.8414,547.4243,168.0431,78.95905
SM(d25:1/28:1)+C2H3O2,1025.863,951.8258,547.4243,168.0431,78.95905
SM(d25:1/28:2)+C2H3O2,1023.847,949.8101,547.4243,168.0431,78.95905
SM(d25:1/29:0)+C2H3O2,1041.894,967.8571,547.4243,168.0431,78.95905
SM(d25:1/29:1)+C2H3O2,1039.878,965.8414,547.4243,168.0431,78.95905
SM(d25:1/30:0)+C2H3O2,1055.91,981.8727,547.4243,168.0431,78.95905
SM(d25:1/30:1)+C2H3O2,1053.894,979.8571,547.4243,168.0431,78.95905
SM(d25:1/30:2)+C2H3O2,1051.878,977.8414,547.4243,168.0431,78.95905
SM(d25:1/31:0)+C2H3O2,1069.925,995.8884,547.4243,168.0431,78.95905
SM(d25:1/31:1)+C2H3O2,1067.91,993.8727,547.4243,168.0431,78.95905
SM(d25:1/32:0)+C2H3O2,1083.941,1009.904,547.4243,168.0431,78.95905
SM(d25:1/32:1)+C2H3O2,1081.925,1007.888,547.4243,168.0431,78.95905
SM(d25:1/32:2)+C2H3O2,1079.91,1005.873,547.4243,168.0431,78.95905
SM(d25:1/33:0)+C2H3O2,1097.956,1023.92,547.4243,168.0431,78.95905
SM(d25:1/33:1)+C2H3O2,1095.941,1021.904,547.4243,168.0431,78.95905
SM(d25:1/34:0)+C2H3O2,1111.972,1037.935,547.4243,168.0431,78.95905
SM(d25:1/34:1)+C2H3O2,1109.956,1035.92,547.4243,168.0431,78.95905
SM(d25:1/34:2)+C2H3O2,1107.941,1033.904,547.4243,168.0431,78.95905
SM(d25:1/35:0)+C2H3O2,1125.988,1051.951,547.4243,168.0431,78.95905
SM(d25:1/35:1)+C2H3O2,1123.972,1049.935,547.4243,168.0431,78.95905
SM(d25:1/36:0)+C2H3O2,1140.003,1065.967,547.4243,168.0431,78.95905
SM(d25:1/36:1)+C2H3O2,1137.988,1063.951,547.4243,168.0431,78.95905
SM(d25:1/36:2)+C2H3O2,1135.972,1061.935,547.4243,168.0431,78.95905
SM(d25:1/38:0)+C2H3O2,1168.035,1093.998,547.4244,168.0431,78.95905
SM(d25:1/38:1)+C2H3O2,1166.019,1091.982,547.4243,168.0431,78.95905
SM(d25:1/38:2)+C2H3O2,1164.003,1089.967,547.4243,168.0431,78.95905
SM(d25:1/40:0)+C2H3O2,1196.066,1122.029,547.4244,168.0431,78.95905
SM(d25:1/40:1)+C2H3O2,1194.05,1120.014,547.4244,168.0431,78.95905
SM(d25:1/40:2)+C2H3O2,1192.035,1117.998,547.4244,168.0431,78.95905
SM(d25:1/42:0)+C2H3O2,1224.097,1150.061,547.4244,168.0431,78.95905
SM(d25:1/42:1)+C2H3O2,1222.082,1148.045,547.4244,168.0431,78.95905
SM(d25:1/42:2)+C2H3O2,1220.066,1146.029,547.4244,168.0431,78.95905
SM(d25:2/12:0)+C2H3O2,801.6122,727.5754,545.4084,168.0431,78.95905
SM(d25:2/12:1)+C2H3O2,799.5966,725.5598,545.4084,168.0431,78.95905
SM(d25:2/13:0)+C2H3O2,815.6278,741.5911,545.4084,168.0431,78.95905
SM(d25:2/13:1)+C2H3O2,813.6122,739.5754,545.4084,168.0431,78.95905
SM(d25:2/14:0)+C2H3O2,829.6435,755.6067,545.4084,168.0431,78.95905
SM(d25:2/14:1)+C2H3O2,827.6278,753.5911,545.4084,168.0431,78.95905
SM(d25:2/15:0)+C2H3O2,843.6591,769.6224,545.4084,168.0431,78.95905
SM(d25:2/15:1)+C2H3O2,841.6435,767.6067,545.4084,168.0431,78.95905
SM(d25:2/16:0)+C2H3O2,857.6748,783.638,545.4085,168.0431,78.95905
SM(d25:2/16:1)+C2H3O2,855.6591,781.6224,545.4084,168.0431,78.95905
SM(d25:2/16:2)+C2H3O2,853.6435,779.6067,545.4084,168.0431,78.95905
SM(d25:2/17:0)+C2H3O2,871.6904,797.6536,545.4085,168.0431,78.95905
SM(d25:2/18:0)+C2H3O2,885.7061,811.6693,545.4085,168.0431,78.95905
SM(d25:2/18:1)+C2H3O2,883.6904,809.6536,545.4085,168.0431,78.95905
SM(d25:2/18:2)+C2H3O2,881.6748,807.638,545.4085,168.0431,78.95905
SM(d25:2/19:0)+C2H3O2,899.7217,825.6849,545.4085,168.0431,78.95905
SM(d25:2/19:1)+C2H3O2,897.7061,823.6693,545.4085,168.0431,78.95905
SM(d25:2/20:0)+C2H3O2,913.7374,839.7006,545.4085,168.0431,78.95905
SM(d25:2/20:1)+C2H3O2,911.7217,837.6849,545.4085,168.0431,78.95905
SM(d25:2/20:2)+C2H3O2,909.7061,835.6693,545.4085,168.0431,78.95905
SM(d25:2/21:0)+C2H3O2,927.7531,853.7162,545.4085,168.0431,78.95905
SM(d25:2/21:1)+C2H3O2,925.7374,851.7006,545.4085,168.0431,78.95905
SM(d25:2/22:0)+C2H3O2,941.7687,867.7319,545.4086,168.0431,78.95905
SM(d25:2/22:1)+C2H3O2,939.7531,865.7162,545.4085,168.0431,78.95905
SM(d25:2/22:2)+C2H3O2,937.7374,863.7006,545.4085,168.0431,78.95905
SM(d25:2/23:0)+C2H3O2,955.7843,881.7476,545.4086,168.0431,78.95905
SM(d25:2/23:1)+C2H3O2,953.7687,879.7319,545.4086,168.0431,78.95905
SM(d25:2/24:0)+C2H3O2,969.8,895.7632,545.4086,168.0431,78.95905
SM(d25:2/24:1)+C2H3O2,967.7843,893.7476,545.4086,168.0431,78.95905
SM(d25:2/24:2)+C2H3O2,965.7687,891.7319,545.4086,168.0431,78.95905
SM(d25:2/25:0)+C2H3O2,983.8156,909.7789,545.4086,168.0431,78.95905
SM(d25:2/25:1)+C2H3O2,981.8,907.7632,545.4086,168.0431,78.95905
SM(d25:2/26:0)+C2H3O2,997.8313,923.7945,545.4086,168.0431,78.95905
SM(d25:2/26:1)+C2H3O2,995.8156,921.7789,545.4086,168.0431,78.95905
SM(d25:2/26:2)+C2H3O2,993.8,919.7632,545.4086,168.0431,78.95905
SM(d25:2/27:0)+C2H3O2,1011.847,937.8101,545.4086,168.0431,78.95905
SM(d25:2/27:1)+C2H3O2,1009.831,935.7945,545.4086,168.0431,78.95905
SM(d25:2/28:0)+C2H3O2,1025.863,951.8258,545.4086,168.0431,78.95905
SM(d25:2/28:1)+C2H3O2,1023.847,949.8101,545.4086,168.0431,78.95905
SM(d25:2/28:2)+C2H3O2,1021.831,947.7945,545.4086,168.0431,78.95905
SM(d25:2/29:0)+C2H3O2,1039.878,965.8414,545.4086,168.0431,78.95905
SM(d25:2/29:1)+C2H3O2,1037.863,963.8258,545.4086,168.0431,78.95905
SM(d25:2/30:0)+C2H3O2,1053.894,979.8571,545.4086,168.0431,78.95905
SM(d25:2/30:1)+C2H3O2,1051.878,977.8414,545.4086,168.0431,78.95905
SM(d25:2/30:2)+C2H3O2,1049.863,975.8258,545.4086,168.0431,78.95905
SM(d25:2/31:0)+C2H3O2,1067.91,993.8727,545.4086,168.0431,78.95905
SM(d25:2/31:1)+C2H3O2,1065.894,991.8571,545.4086,168.0431,78.95905
SM(d25:2/32:0)+C2H3O2,1081.925,1007.888,545.4086,168.0431,78.95905
SM(d25:2/32:1)+C2H3O2,1079.91,1005.873,545.4086,168.0431,78.95905
SM(d25:2/32:2)+C2H3O2,1077.894,1003.857,545.4086,168.0431,78.95905
SM(d25:2/33:0)+C2H3O2,1095.941,1021.904,545.4086,168.0431,78.95905
SM(d25:2/33:1)+C2H3O2,1093.925,1019.888,545.4086,168.0431,78.95905
SM(d25:2/34:0)+C2H3O2,1109.956,1035.92,545.4086,168.0431,78.95905
SM(d25:2/34:1)+C2H3O2,1107.941,1033.904,545.4086,168.0431,78.95905
SM(d25:2/34:2)+C2H3O2,1105.925,1031.888,545.4086,168.0431,78.95905
SM(d25:2/35:0)+C2H3O2,1123.972,1049.935,545.4087,168.0431,78.95905
SM(d25:2/35:1)+C2H3O2,1121.956,1047.92,545.4086,168.0431,78.95905
SM(d25:2/36:0)+C2H3O2,1137.988,1063.951,545.4087,168.0431,78.95905
SM(d25:2/36:1)+C2H3O2,1135.972,1061.935,545.4087,168.0431,78.95905
SM(d25:2/36:2)+C2H3O2,1133.956,1059.92,545.4086,168.0431,78.95905
SM(d25:2/38:0)+C2H3O2,1166.019,1091.982,545.4087,168.0431,78.95905
SM(d25:2/38:1)+C2H3O2,1164.003,1089.967,545.4087,168.0431,78.95905
SM(d25:2/38:2)+C2H3O2,1161.988,1087.951,545.4087,168.0431,78.95905
SM(d25:2/40:0)+C2H3O2,1194.05,1120.014,545.4087,168.0431,78.95905
SM(d25:2/40:1)+C2H3O2,1192.035,1117.998,545.4087,168.0431,78.95905
SM(d25:2/40:2)+C2H3O2,1190.019,1115.982,545.4087,168.0431,78.95905
SM(d25:2/42:0)+C2H3O2,1222.082,1148.045,545.4088,168.0431,78.95905
SM(d25:2/42:1)+C2H3O2,1220.066,1146.029,545.4088,168.0431,78.95905
SM(d25:2/42:2)+C2H3O2,1218.05,1144.014,545.4087,168.0431,78.95905
SM(d25:3/12:0)+C2H3O2,799.5966,725.5598,543.3928,168.0431,78.95905
SM(d25:3/12:1)+C2H3O2,797.5809,723.5441,543.3928,168.0431,78.95905
SM(d25:3/13:0)+C2H3O2,813.6122,739.5754,543.3928,168.0431,78.95905
SM(d25:3/13:1)+C2H3O2,811.5966,737.5598,543.3928,168.0431,78.95905
