LipidA-PP,[M-H]-,[M-H]-PO3H,[M-H]-PO4H3,[M-H]-R2,[M-H]-R3,[M-H]-PO4H3-R2'-O-FA,[M-H]-PO4H3-R3'-O-FA,[M-H]-(R2'-O-FA)-R2',[M-H]-(R3'-O-FA)-R3',[M-H]-R2-PO4H3,[M-H]-R3-PO4H3
LipidA-PP [12_14_18_16_3O-(10)_3O-(18)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1610.182333,1498.057213,1708.159233,1596.034113,1566.156133,1538.124853
LipidA-PP [12_14_18_16_3O-(12)_3O-(10)],1796.211572,1714.229592,1698.234672,1580.039132,1552.007852,1498.057152,1526.088432,1596.034052,1624.065332,1482.062232,1454.030952
LipidA-PP [12_14_18_16_3O-(12)_3O-(12)],1824.242872,1742.260892,1726.265972,1608.070432,1580.039152,1526.088452,1526.088452,1624.065352,1624.065352,1510.093532,1482.062252
LipidA-PP [12_14_18_16_3O-(12)_3O-(14)],1852.274173,1770.292193,1754.297273,1636.101733,1608.070453,1554.119753,1526.088473,1652.096653,1624.065373,1538.124833,1510.093553
LipidA-PP [12_14_18_16_3O-(12)_3O-(16)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1582.151053,1526.088493,1680.127953,1624.065393,1566.156133,1538.124853
LipidA-PP [12_14_18_16_3O-(12)_3O-(18)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1610.182353,1526.088513,1708.159253,1624.065413,1594.187433,1566.156153
LipidA-PP [12_14_18_16_3O-(14)_3O-(10)],1824.242872,1742.260892,1726.265972,1608.070432,1580.039152,1498.057172,1554.119732,1596.034072,1652.096632,1510.093532,1482.062252
LipidA-PP [12_14_18_16_3O-(14)_3O-(12)],1852.274173,1770.292193,1754.297273,1636.101733,1608.070453,1526.088473,1554.119753,1624.065373,1652.096653,1538.124833,1510.093553
LipidA-PP [12_14_18_16_3O-(14)_3O-(14)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1554.119773,1554.119773,1652.096673,1652.096673,1566.156133,1538.124853
LipidA-PP [12_14_18_16_3O-(14)_3O-(16)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1582.151073,1554.119793,1680.127973,1652.096693,1594.187433,1566.156153
LipidA-PP [12_14_18_16_3O-(14)_3O-(18)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1610.182373,1554.119813,1708.159273,1652.096713,1622.218733,1594.187453
LipidA-PP [12_14_18_16_3O-(16)_3O-(10)],1852.274173,1770.292193,1754.297273,1636.101733,1608.070453,1498.057193,1582.151033,1596.034093,1680.127933,1538.124833,1510.093553
LipidA-PP [12_14_18_16_3O-(16)_3O-(12)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1526.088493,1582.151053,1624.065393,1680.127953,1566.156133,1538.124853
LipidA-PP [12_14_18_16_3O-(16)_3O-(14)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1554.119793,1582.151073,1652.096693,1680.127973,1594.187433,1566.156153
LipidA-PP [12_14_18_16_3O-(16)_3O-(16)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1582.151093,1582.151093,1680.127993,1680.127993,1622.218733,1594.187453
LipidA-PP [12_14_18_16_3O-(16)_3O-(18)],1964.399373,1882.417393,1866.422473,1748.226933,1720.195653,1610.182393,1582.151113,1708.159293,1680.128013,1650.250033,1622.218753
LipidA-PP [12_14_18_16_3O-(18)_3O-(10)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1498.057213,1610.182333,1596.034113,1708.159233,1566.156133,1538.124853
LipidA-PP [12_14_18_16_3O-(18)_3O-(12)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1526.088513,1610.182353,1624.065413,1708.159253,1594.187433,1566.156153
LipidA-PP [12_14_18_16_3O-(18)_3O-(14)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1554.119813,1610.182373,1652.096713,1708.159273,1622.218733,1594.187453
LipidA-PP [12_14_18_16_3O-(18)_3O-(16)],1964.399373,1882.417393,1866.422473,1748.226933,1720.195653,1582.151113,1610.182393,1680.128013,1708.159293,1650.250033,1622.218753
LipidA-PP [12_14_18_16_3O-(18)_3O-(18)],1992.430673,1910.448693,1894.453773,1776.258233,1748.226953,1610.182413,1610.182413,1708.159313,1708.159313,1678.281333,1650.250053
LipidA-PP [12_14_18_18_3O-(10)_3O-(10)],1796.211572,1714.229592,1698.234672,1580.039132,1552.007852,1526.088432,1526.088432,1624.065332,1624.065332,1482.062232,1454.030952
LipidA-PP [12_14_18_18_3O-(10)_3O-(12)],1824.242872,1742.260892,1726.265972,1608.070432,1580.039152,1554.119732,1526.088452,1652.096632,1624.065352,1510.093532,1482.062252
LipidA-PP [12_14_18_18_3O-(10)_3O-(14)],1852.274173,1770.292193,1754.297273,1636.101733,1608.070453,1582.151033,1526.088473,1680.127933,1624.065373,1538.124833,1510.093553
LipidA-PP [12_14_18_18_3O-(10)_3O-(16)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1610.182333,1526.088493,1708.159233,1624.065393,1566.156133,1538.124853
LipidA-PP [12_14_18_18_3O-(10)_3O-(18)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1638.213633,1526.088513,1736.190533,1624.065413,1594.187433,1566.156153
LipidA-PP [12_14_18_18_3O-(12)_3O-(10)],1824.242872,1742.260892,1726.265972,1608.070432,1580.039152,1526.088452,1554.119732,1624.065352,1652.096632,1510.093532,1482.062252
LipidA-PP [12_14_18_18_3O-(12)_3O-(12)],1852.274173,1770.292193,1754.297273,1636.101733,1608.070453,1554.119753,1554.119753,1652.096653,1652.096653,1538.124833,1510.093553
LipidA-PP [12_14_18_18_3O-(12)_3O-(14)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1582.151053,1554.119773,1680.127953,1652.096673,1566.156133,1538.124853
LipidA-PP [12_14_18_18_3O-(12)_3O-(16)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1610.182353,1554.119793,1708.159253,1652.096693,1594.187433,1566.156153
LipidA-PP [12_14_18_18_3O-(12)_3O-(18)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1638.213653,1554.119813,1736.190553,1652.096713,1622.218733,1594.187453
LipidA-PP [12_14_18_18_3O-(14)_3O-(10)],1852.274173,1770.292193,1754.297273,1636.101733,1608.070453,1526.088473,1582.151033,1624.065373,1680.127933,1538.124833,1510.093553
LipidA-PP [12_14_18_18_3O-(14)_3O-(12)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1554.119773,1582.151053,1652.096673,1680.127953,1566.156133,1538.124853
LipidA-PP [12_14_18_18_3O-(14)_3O-(14)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1582.151073,1582.151073,1680.127973,1680.127973,1594.187433,1566.156153
LipidA-PP [12_14_18_18_3O-(14)_3O-(16)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1610.182373,1582.151093,1708.159273,1680.127993,1622.218733,1594.187453
LipidA-PP [12_14_18_18_3O-(14)_3O-(18)],1964.399373,1882.417393,1866.422473,1748.226933,1720.195653,1638.213673,1582.151113,1736.190573,1680.128013,1650.250033,1622.218753
LipidA-PP [12_14_18_18_3O-(16)_3O-(10)],1880.305473,1798.323493,1782.328573,1664.133033,1636.101753,1526.088493,1610.182333,1624.065393,1708.159233,1566.156133,1538.124853
LipidA-PP [12_14_18_18_3O-(16)_3O-(12)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1554.119793,1610.182353,1652.096693,1708.159253,1594.187433,1566.156153
LipidA-PP [12_14_18_18_3O-(16)_3O-(14)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1582.151093,1610.182373,1680.127993,1708.159273,1622.218733,1594.187453
LipidA-PP [12_14_18_18_3O-(16)_3O-(16)],1964.399373,1882.417393,1866.422473,1748.226933,1720.195653,1610.182393,1610.182393,1708.159293,1708.159293,1650.250033,1622.218753
LipidA-PP [12_14_18_18_3O-(16)_3O-(18)],1992.430673,1910.448693,1894.453773,1776.258233,1748.226953,1638.213693,1610.182413,1736.190593,1708.159313,1678.281333,1650.250053
LipidA-PP [12_14_18_18_3O-(18)_3O-(10)],1908.336773,1826.354793,1810.359873,1692.164333,1664.133053,1526.088513,1638.213633,1624.065413,1736.190533,1594.187433,1566.156153
LipidA-PP [12_14_18_18_3O-(18)_3O-(12)],1936.368073,1854.386093,1838.391173,1720.195633,1692.164353,1554.119813,1638.213653,1652.096713,1736.190553,1622.218733,1594.187453
LipidA-PP [12_14_18_18_3O-(18)_3O-(14)],1964.399373,1882.417393,1866.422473,1748.226933,1720.195653,1582.151113,1638.213673,1680.128013,1736.190573,1650.250033,1622.218753
LipidA-PP [12_14_18_18_3O-(18)_3O-(16)],1992.430673,1910.448693,1894.453773,1776.258233,1748.226953,1610.182413,1638.213693,1708.159313,1736.190593,1678.281333,1650.250053
LipidA-PP [12_14_18_18_3O-(18)_3O-(18)],2020.461973,1938.479993,1922.485073,1804.289533,1776.258253,1638.213713,1638.213713,1736.190613,1736.190613,1706.312633,1678.281353
LipidA-PP [12_16_10_10_3O-(10)_3O-(10)],1599.992471,1518.010491,1502.015571,1383.820031,1327.757471,1329.869331,1329.869331,1427.846231,1427.846231,1285.843131,1229.780571
LipidA-PP [12_16_10_10_3O-(10)_3O-(12)],1628.023772,1546.041792,1530.046872,1411.851332,1355.788772,1357.900632,1329.869352,1455.877532,1427.846252,1313.874432,1257.811872
LipidA-PP [12_16_10_10_3O-(10)_3O-(14)],1656.055072,1574.073092,1558.078172,1439.882632,1383.820072,1385.931932,1329.869372,1483.908832,1427.846272,1341.905732,1285.843172
LipidA-PP [12_16_10_10_3O-(10)_3O-(16)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1413.963232,1329.869392,1511.940132,1427.846292,1369.937032,1313.874472
LipidA-PP [12_16_10_10_3O-(10)_3O-(18)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1441.994532,1329.869412,1539.971432,1427.846312,1397.968332,1341.905772
LipidA-PP [12_16_10_10_3O-(12)_3O-(10)],1628.023772,1546.041792,1530.046872,1411.851332,1355.788772,1329.869352,1357.900632,1427.846252,1455.877532,1313.874432,1257.811872
LipidA-PP [12_16_10_10_3O-(12)_3O-(12)],1656.055072,1574.073092,1558.078172,1439.882632,1383.820072,1357.900652,1357.900652,1455.877552,1455.877552,1341.905732,1285.843172
LipidA-PP [12_16_10_10_3O-(12)_3O-(14)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1385.931952,1357.900672,1483.908852,1455.877572,1369.937032,1313.874472
LipidA-PP [12_16_10_10_3O-(12)_3O-(16)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1413.963252,1357.900692,1511.940152,1455.877592,1397.968332,1341.905772
LipidA-PP [12_16_10_10_3O-(12)_3O-(18)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1441.994552,1357.900712,1539.971452,1455.877612,1425.999632,1369.937072
LipidA-PP [12_16_10_10_3O-(14)_3O-(10)],1656.055072,1574.073092,1558.078172,1439.882632,1383.820072,1329.869372,1385.931932,1427.846272,1483.908832,1341.905732,1285.843172
LipidA-PP [12_16_10_10_3O-(14)_3O-(12)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1357.900672,1385.931952,1455.877572,1483.908852,1369.937032,1313.874472
LipidA-PP [12_16_10_10_3O-(14)_3O-(14)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1385.931972,1385.931972,1483.908872,1483.908872,1397.968332,1341.905772
LipidA-PP [12_16_10_10_3O-(14)_3O-(16)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1413.963272,1385.931992,1511.940172,1483.908892,1425.999632,1369.937072
LipidA-PP [12_16_10_10_3O-(14)_3O-(18)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1441.994572,1385.932012,1539.971472,1483.908912,1454.030932,1397.968372
LipidA-PP [12_16_10_10_3O-(16)_3O-(10)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1329.869392,1413.963232,1427.846292,1511.940132,1369.937032,1313.874472
LipidA-PP [12_16_10_10_3O-(16)_3O-(12)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1357.900692,1413.963252,1455.877592,1511.940152,1397.968332,1341.905772
LipidA-PP [12_16_10_10_3O-(16)_3O-(14)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1385.931992,1413.963272,1483.908892,1511.940172,1425.999632,1369.937072
LipidA-PP [12_16_10_10_3O-(16)_3O-(16)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1413.963292,1413.963292,1511.940192,1511.940192,1454.030932,1397.968372
LipidA-PP [12_16_10_10_3O-(16)_3O-(18)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1441.994592,1413.963312,1539.971492,1511.940212,1482.062232,1425.999672
LipidA-PP [12_16_10_10_3O-(18)_3O-(10)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1329.869412,1441.994532,1427.846312,1539.971432,1397.968332,1341.905772
LipidA-PP [12_16_10_10_3O-(18)_3O-(12)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1357.900712,1441.994552,1455.877612,1539.971452,1425.999632,1369.937072
LipidA-PP [12_16_10_10_3O-(18)_3O-(14)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1385.932012,1441.994572,1483.908912,1539.971472,1454.030932,1397.968372
LipidA-PP [12_16_10_10_3O-(18)_3O-(16)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1413.963312,1441.994592,1511.940212,1539.971492,1482.062232,1425.999672
LipidA-PP [12_16_10_10_3O-(18)_3O-(18)],1824.242872,1742.260892,1726.265972,1608.070432,1552.007872,1441.994612,1441.994612,1539.971512,1539.971512,1510.093532,1454.030972
LipidA-PP [12_16_10_12_3O-(10)_3O-(10)],1628.023772,1546.041792,1530.046872,1411.851332,1355.788772,1357.900632,1357.900632,1455.877532,1455.877532,1313.874432,1257.811872
LipidA-PP [12_16_10_12_3O-(10)_3O-(12)],1656.055072,1574.073092,1558.078172,1439.882632,1383.820072,1385.931932,1357.900652,1483.908832,1455.877552,1341.905732,1285.843172
LipidA-PP [12_16_10_12_3O-(10)_3O-(14)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1413.963232,1357.900672,1511.940132,1455.877572,1369.937032,1313.874472
LipidA-PP [12_16_10_12_3O-(10)_3O-(16)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1441.994532,1357.900692,1539.971432,1455.877592,1397.968332,1341.905772
LipidA-PP [12_16_10_12_3O-(10)_3O-(18)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1470.025832,1357.900712,1568.002732,1455.877612,1425.999632,1369.937072
LipidA-PP [12_16_10_12_3O-(12)_3O-(10)],1656.055072,1574.073092,1558.078172,1439.882632,1383.820072,1357.900652,1385.931932,1455.877552,1483.908832,1341.905732,1285.843172
LipidA-PP [12_16_10_12_3O-(12)_3O-(12)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1385.931952,1385.931952,1483.908852,1483.908852,1369.937032,1313.874472
LipidA-PP [12_16_10_12_3O-(12)_3O-(14)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1413.963252,1385.931972,1511.940152,1483.908872,1397.968332,1341.905772
LipidA-PP [12_16_10_12_3O-(12)_3O-(16)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1441.994552,1385.931992,1539.971452,1483.908892,1425.999632,1369.937072
LipidA-PP [12_16_10_12_3O-(12)_3O-(18)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1470.025852,1385.932012,1568.002752,1483.908912,1454.030932,1397.968372
LipidA-PP [12_16_10_12_3O-(14)_3O-(10)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1357.900672,1413.963232,1455.877572,1511.940132,1369.937032,1313.874472
LipidA-PP [12_16_10_12_3O-(14)_3O-(12)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1385.931972,1413.963252,1483.908872,1511.940152,1397.968332,1341.905772
LipidA-PP [12_16_10_12_3O-(14)_3O-(14)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1413.963272,1413.963272,1511.940172,1511.940172,1425.999632,1369.937072
LipidA-PP [12_16_10_12_3O-(14)_3O-(16)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1441.994572,1413.963292,1539.971472,1511.940192,1454.030932,1397.968372
LipidA-PP [12_16_10_12_3O-(14)_3O-(18)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1470.025872,1413.963312,1568.002772,1511.940212,1482.062232,1425.999672
LipidA-PP [12_16_10_12_3O-(16)_3O-(10)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1357.900692,1441.994532,1455.877592,1539.971432,1397.968332,1341.905772
LipidA-PP [12_16_10_12_3O-(16)_3O-(12)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1385.931992,1441.994552,1483.908892,1539.971452,1425.999632,1369.937072
LipidA-PP [12_16_10_12_3O-(16)_3O-(14)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1413.963292,1441.994572,1511.940192,1539.971472,1454.030932,1397.968372
LipidA-PP [12_16_10_12_3O-(16)_3O-(16)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1441.994592,1441.994592,1539.971492,1539.971492,1482.062232,1425.999672
LipidA-PP [12_16_10_12_3O-(16)_3O-(18)],1824.242872,1742.260892,1726.265972,1608.070432,1552.007872,1470.025892,1441.994612,1568.002792,1539.971512,1510.093532,1454.030972
LipidA-PP [12_16_10_12_3O-(18)_3O-(10)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1357.900712,1470.025832,1455.877612,1568.002732,1425.999632,1369.937072
LipidA-PP [12_16_10_12_3O-(18)_3O-(12)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1385.932012,1470.025852,1483.908912,1568.002752,1454.030932,1397.968372
LipidA-PP [12_16_10_12_3O-(18)_3O-(14)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1413.963312,1470.025872,1511.940212,1568.002772,1482.062232,1425.999672
LipidA-PP [12_16_10_12_3O-(18)_3O-(16)],1824.242872,1742.260892,1726.265972,1608.070432,1552.007872,1441.994612,1470.025892,1539.971512,1568.002792,1510.093532,1454.030972
LipidA-PP [12_16_10_12_3O-(18)_3O-(18)],1852.274173,1770.292193,1754.297273,1636.101733,1580.039173,1470.025913,1470.025913,1568.002813,1568.002813,1538.124833,1482.062273
LipidA-PP [12_16_10_14_3O-(10)_3O-(10)],1656.055072,1574.073092,1558.078172,1439.882632,1383.820072,1385.931932,1385.931932,1483.908832,1483.908832,1341.905732,1285.843172
LipidA-PP [12_16_10_14_3O-(10)_3O-(12)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1413.963232,1385.931952,1511.940132,1483.908852,1369.937032,1313.874472
LipidA-PP [12_16_10_14_3O-(10)_3O-(14)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1441.994532,1385.931972,1539.971432,1483.908872,1397.968332,1341.905772
LipidA-PP [12_16_10_14_3O-(10)_3O-(16)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1470.025832,1385.931992,1568.002732,1483.908892,1425.999632,1369.937072
LipidA-PP [12_16_10_14_3O-(10)_3O-(18)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1498.057132,1385.932012,1596.034032,1483.908912,1454.030932,1397.968372
LipidA-PP [12_16_10_14_3O-(12)_3O-(10)],1684.086372,1602.104392,1586.109472,1467.913932,1411.851372,1385.931952,1413.963232,1483.908852,1511.940132,1369.937032,1313.874472
LipidA-PP [12_16_10_14_3O-(12)_3O-(12)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1413.963252,1413.963252,1511.940152,1511.940152,1397.968332,1341.905772
LipidA-PP [12_16_10_14_3O-(12)_3O-(14)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1441.994552,1413.963272,1539.971452,1511.940172,1425.999632,1369.937072
LipidA-PP [12_16_10_14_3O-(12)_3O-(16)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1470.025852,1413.963292,1568.002752,1511.940192,1454.030932,1397.968372
LipidA-PP [12_16_10_14_3O-(12)_3O-(18)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1498.057152,1413.963312,1596.034052,1511.940212,1482.062232,1425.999672
LipidA-PP [12_16_10_14_3O-(14)_3O-(10)],1712.117672,1630.135692,1614.140772,1495.945232,1439.882672,1385.931972,1441.994532,1483.908872,1539.971432,1397.968332,1341.905772
LipidA-PP [12_16_10_14_3O-(14)_3O-(12)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1413.963272,1441.994552,1511.940172,1539.971452,1425.999632,1369.937072
LipidA-PP [12_16_10_14_3O-(14)_3O-(14)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1441.994572,1441.994572,1539.971472,1539.971472,1454.030932,1397.968372
LipidA-PP [12_16_10_14_3O-(14)_3O-(16)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1470.025872,1441.994592,1568.002772,1539.971492,1482.062232,1425.999672
LipidA-PP [12_16_10_14_3O-(14)_3O-(18)],1824.242872,1742.260892,1726.265972,1608.070432,1552.007872,1498.057172,1441.994612,1596.034072,1539.971512,1510.093532,1454.030972
LipidA-PP [12_16_10_14_3O-(16)_3O-(10)],1740.148972,1658.166992,1642.172072,1523.976532,1467.913972,1385.931992,1470.025832,1483.908892,1568.002732,1425.999632,1369.937072
LipidA-PP [12_16_10_14_3O-(16)_3O-(12)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1413.963292,1470.025852,1511.940192,1568.002752,1454.030932,1397.968372
LipidA-PP [12_16_10_14_3O-(16)_3O-(14)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1441.994592,1470.025872,1539.971492,1568.002772,1482.062232,1425.999672
LipidA-PP [12_16_10_14_3O-(16)_3O-(16)],1824.242872,1742.260892,1726.265972,1608.070432,1552.007872,1470.025892,1470.025892,1568.002792,1568.002792,1510.093532,1454.030972
LipidA-PP [12_16_10_14_3O-(16)_3O-(18)],1852.274173,1770.292193,1754.297273,1636.101733,1580.039173,1498.057193,1470.025913,1596.034093,1568.002813,1538.124833,1482.062273
LipidA-PP [12_16_10_14_3O-(18)_3O-(10)],1768.180272,1686.198292,1670.203372,1552.007832,1495.945272,1385.932012,1498.057132,1483.908912,1596.034032,1454.030932,1397.968372
LipidA-PP [12_16_10_14_3O-(18)_3O-(12)],1796.211572,1714.229592,1698.234672,1580.039132,1523.976572,1413.963312,1498.057152,1511.940212,1596.034052,1482.062232,1425.999672
