DG,[M+NH4]+,sn1_NL,sn2_NL,sn1_acylChain([RC=O]+),sn2_acylChain([RC=O]+),sn1_acylChain([RC=O]+)-H2O,sn2_acylChain([RC=O]+)-H2O,sn1_acylChain([RC=O]+74)-H2O,sn2_acylChain([RC=O]+74)-H2O
DG(22:1_26:0)+NH4,808.7753,453.4302,395.352,321.3152,379.3934,303.3047,361.3829,377.3415,435.4197
DG(22:2_22:2)+NH4,746.6657,393.3363,393.3363,319.2995,319.2995,301.289,301.289,375.3258,375.3258
DG(22:2_22:3)+NH4,744.6501,391.3207,393.3363,319.2995,317.2839,301.289,299.2734,375.3258,373.3102
DG(22:2_22:4)+NH4,742.6344,389.305,393.3363,319.2995,315.2682,301.289,297.2577,375.3258,371.2945
DG(22:2_22:5)+NH4,740.6188,387.2894,393.3363,319.2995,313.2526,301.289,295.2421,375.3258,369.2789
DG(22:2_22:6)+NH4,738.6031,385.2737,393.3363,319.2995,311.2369,301.289,293.2264,375.3258,367.2632
DG(22:2_23:0)+NH4,764.7127,411.3833,393.3363,319.2995,337.3465,301.289,319.336,375.3258,393.3728
DG(22:2_24:0)+NH4,778.7283,425.3989,393.3363,319.2995,351.3621,301.289,333.3516,375.3258,407.3884
DG(22:2_24:1)+NH4,776.7127,423.3833,393.3363,319.2995,349.3465,301.289,331.336,375.3258,405.3728
DG(22:2_25:0)+NH4,792.744,439.4146,393.3363,319.2995,365.3778,301.289,347.3673,375.3258,421.4041
DG(22:2_26:0)+NH4,806.7596,453.4302,393.3363,319.2995,379.3934,301.289,361.3829,375.3258,435.4197
DG(22:3_22:3)+NH4,742.6345,391.3207,391.3207,317.2839,317.2839,299.2734,299.2734,373.3102,373.3102
DG(22:3_22:4)+NH4,740.6188,389.305,391.3207,317.2839,315.2682,299.2734,297.2577,373.3102,371.2945
DG(22:3_22:5)+NH4,738.6032,387.2894,391.3207,317.2839,313.2526,299.2734,295.2421,373.3102,369.2789
DG(22:3_22:6)+NH4,736.5875,385.2737,391.3207,317.2839,311.2369,299.2734,293.2264,373.3102,367.2632
DG(22:3_23:0)+NH4,762.6971,411.3833,391.3207,317.2839,337.3465,299.2734,319.336,373.3102,393.3728
DG(22:3_24:0)+NH4,776.7127,425.3989,391.3207,317.2839,351.3621,299.2734,333.3516,373.3102,407.3884
DG(22:3_24:1)+NH4,774.6971,423.3833,391.3207,317.2839,349.3465,299.2734,331.336,373.3102,405.3728
DG(22:3_25:0)+NH4,790.7284,439.4146,391.3207,317.2839,365.3778,299.2734,347.3673,373.3102,421.4041
DG(22:3_26:0)+NH4,804.744,453.4302,391.3207,317.2839,379.3934,299.2734,361.3829,373.3102,435.4197
DG(22:4_22:4)+NH4,738.6031,389.305,389.305,315.2682,315.2682,297.2577,297.2577,371.2945,371.2945
DG(22:4_22:5)+NH4,736.5875,387.2894,389.305,315.2682,313.2526,297.2577,295.2421,371.2945,369.2789
DG(22:4_22:6)+NH4,734.5718,385.2737,389.305,315.2682,311.2369,297.2577,293.2264,371.2945,367.2632
DG(22:4_23:0)+NH4,760.6814,411.3833,389.305,315.2682,337.3465,297.2577,319.336,371.2945,393.3728
DG(22:4_24:0)+NH4,774.697,425.3989,389.305,315.2682,351.3621,297.2577,333.3516,371.2945,407.3884
DG(22:4_24:1)+NH4,772.6814,423.3833,389.305,315.2682,349.3465,297.2577,331.336,371.2945,405.3728
DG(22:4_25:0)+NH4,788.7127,439.4146,389.305,315.2682,365.3778,297.2577,347.3673,371.2945,421.4041
DG(22:4_26:0)+NH4,802.7283,453.4302,389.305,315.2682,379.3934,297.2577,361.3829,371.2945,435.4197
DG(22:5_22:5)+NH4,734.5719,387.2894,387.2894,313.2526,313.2526,295.2421,295.2421,369.2789,369.2789
DG(22:5_22:6)+NH4,732.5562,385.2737,387.2894,313.2526,311.2369,295.2421,293.2264,369.2789,367.2632
DG(22:5_23:0)+NH4,758.6658,411.3833,387.2894,313.2526,337.3465,295.2421,319.336,369.2789,393.3728
DG(22:5_24:0)+NH4,772.6814,425.3989,387.2894,313.2526,351.3621,295.2421,333.3516,369.2789,407.3884
DG(22:5_24:1)+NH4,770.6658,423.3833,387.2894,313.2526,349.3465,295.2421,331.336,369.2789,405.3728
DG(22:5_25:0)+NH4,786.6971,439.4146,387.2894,313.2526,365.3778,295.2421,347.3673,369.2789,421.4041
DG(22:5_26:0)+NH4,800.7127,453.4302,387.2894,313.2526,379.3934,295.2421,361.3829,369.2789,435.4197
DG(22:6_22:6)+NH4,730.5405,385.2737,385.2737,311.2369,311.2369,293.2264,293.2264,367.2632,367.2632
DG(22:6_23:0)+NH4,756.6501,411.3833,385.2737,311.2369,337.3465,293.2264,319.336,367.2632,393.3728
DG(22:6_24:0)+NH4,770.6657,425.3989,385.2737,311.2369,351.3621,293.2264,333.3516,367.2632,407.3884
DG(22:6_24:1)+NH4,768.6501,423.3833,385.2737,311.2369,349.3465,293.2264,331.336,367.2632,405.3728
DG(22:6_25:0)+NH4,784.6814,439.4146,385.2737,311.2369,365.3778,293.2264,347.3673,367.2632,421.4041
DG(22:6_26:0)+NH4,798.697,453.4302,385.2737,311.2369,379.3934,293.2264,361.3829,367.2632,435.4197
DG(23:0_23:0)+NH4,782.7597,411.3833,411.3833,337.3465,337.3465,319.336,319.336,393.3728,393.3728
DG(23:0_24:0)+NH4,796.7753,425.3989,411.3833,337.3465,351.3621,319.336,333.3516,393.3728,407.3884
DG(23:0_24:1)+NH4,794.7597,423.3833,411.3833,337.3465,349.3465,319.336,331.336,393.3728,405.3728
DG(23:0_25:0)+NH4,810.791,439.4146,411.3833,337.3465,365.3778,319.336,347.3673,393.3728,421.4041
DG(23:0_26:0)+NH4,824.8066,453.4302,411.3833,337.3465,379.3934,319.336,361.3829,393.3728,435.4197
DG(24:0_24:0)+NH4,810.7909,425.3989,425.3989,351.3621,351.3621,333.3516,333.3516,407.3884,407.3884
DG(24:0_24:1)+NH4,808.7753,423.3833,425.3989,351.3621,349.3465,333.3516,331.336,407.3884,405.3728
DG(24:0_25:0)+NH4,824.8066,439.4146,425.3989,351.3621,365.3778,333.3516,347.3673,407.3884,421.4041
DG(24:0_26:0)+NH4,838.8222,453.4302,425.3989,351.3621,379.3934,333.3516,361.3829,407.3884,435.4197
DG(24:1_24:1)+NH4,806.7597,423.3833,423.3833,349.3465,349.3465,331.336,331.336,405.3728,405.3728
DG(24:1_25:0)+NH4,822.791,439.4146,423.3833,349.3465,365.3778,331.336,347.3673,405.3728,421.4041
DG(24:1_26:0)+NH4,836.8066,453.4302,423.3833,349.3465,379.3934,331.336,361.3829,405.3728,435.4197
DG(25:0_25:0)+NH4,838.8223,439.4146,439.4146,365.3778,365.3778,347.3673,347.3673,421.4041,421.4041
DG(25:0_26:0)+NH4,852.8379,453.4302,439.4146,365.3778,379.3934,347.3673,361.3829,421.4041,435.4197
DG(26:0_26:0)+NH4,866.8535,453.4302,453.4302,379.3934,379.3934,361.3829,361.3829,435.4197,435.4197
