Cer_NP,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer_NP(t18:2/29:1)-H,730.67185,712.66135,694.65075,490.46245,478.46245,478.46245,460.45185,263.20115,435.42125,251.20115,434.43675,221.19055
Cer_NP(t18:2/29:2)-H,728.65625,710.64565,692.63505,488.44675,476.44675,476.44675,458.43615,263.20115,433.40565,251.20115,432.42105,221.19055
Cer_NP(t18:2/29:3)-H,726.64055,708.63005,690.61945,486.43115,474.43115,474.43115,456.42055,263.20115,431.39005,251.20115,430.40545,221.19055
Cer_NP(t18:2/29:4)-H,724.62495,706.61435,688.60385,484.41545,472.41545,472.41545,454.40495,263.20115,429.37435,251.20115,428.38985,221.19055
Cer_NP(t18:2/30:0)-H,746.70315,728.69265,710.68205,506.49375,494.49375,494.49375,476.48315,263.20115,451.45265,251.20115,450.46805,221.19055
Cer_NP(t18:2/30:1)-H,744.68755,726.67695,708.66635,504.47805,492.47805,492.47805,474.46745,263.20115,449.43695,251.20115,448.45235,221.19055
Cer_NP(t18:2/30:2)-H,742.67185,724.66135,706.65075,502.46245,490.46245,490.46245,472.45185,263.20115,447.42125,251.20115,446.43675,221.19055
Cer_NP(t18:2/30:3)-H,740.65625,722.64565,704.63505,500.44675,488.44675,488.44675,470.43615,263.20115,445.40565,251.20115,444.42105,221.19055
Cer_NP(t18:2/30:4)-H,738.64055,720.63005,702.61945,498.43115,486.43115,486.43115,468.42055,263.20115,443.39005,251.20115,442.40545,221.19055
Cer_NP(t18:2/31:0)-H,760.71885,742.70825,724.69765,520.50945,508.50935,508.50935,490.49885,263.20115,465.46825,251.20115,464.48375,221.19055
Cer_NP(t18:2/31:1)-H,758.70315,740.69265,722.68205,518.49375,506.49375,506.49375,488.48315,263.20115,463.45265,251.20115,462.46805,221.19055
Cer_NP(t18:2/31:2)-H,756.68755,738.67695,720.66635,516.47805,504.47805,504.47805,486.46745,263.20115,461.43695,251.20115,460.45235,221.19055
Cer_NP(t18:2/31:3)-H,754.67185,736.66135,718.65075,514.46245,502.46245,502.46245,484.45185,263.20115,459.42125,251.20115,458.43675,221.19055
Cer_NP(t18:2/31:4)-H,752.65625,734.64565,716.63505,512.44675,500.44675,500.44675,482.43615,263.20115,457.40565,251.20115,456.42105,221.19055
Cer_NP(t18:2/32:0)-H,774.73445,756.72395,738.71335,534.52505,522.52505,522.52505,504.51445,263.20115,479.48395,251.20115,478.49935,221.19055
Cer_NP(t18:2/32:1)-H,772.71885,754.70825,736.69765,532.50945,520.50945,520.50945,502.49885,263.20115,477.46825,251.20115,476.48375,221.19055
Cer_NP(t18:2/32:2)-H,770.70315,752.69265,734.68205,530.49375,518.49375,518.49375,500.48315,263.20115,475.45265,251.20115,474.46805,221.19055
Cer_NP(t18:2/32:3)-H,768.68755,750.67695,732.66635,528.47805,516.47805,516.47805,498.46745,263.20115,473.43695,251.20115,472.45235,221.19055
Cer_NP(t18:2/32:4)-H,766.67185,748.66135,730.65075,526.46245,514.46245,514.46245,496.45185,263.20115,471.42125,251.20115,470.43675,221.19055
Cer_NP(t18:2/33:0)-H,788.75015,770.73955,752.72905,548.54065,536.54065,536.54065,518.53005,263.20115,493.49955,251.20115,492.51495,221.19055
Cer_NP(t18:2/33:1)-H,786.73445,768.72395,750.71335,546.52505,534.52505,534.52505,516.51445,263.20115,491.48395,251.20115,490.49935,221.19055
Cer_NP(t18:2/33:2)-H,784.71885,766.70825,748.69765,544.50945,532.50945,532.50945,514.49875,263.20115,489.46825,251.20115,488.48375,221.19055
Cer_NP(t18:2/33:3)-H,782.70315,764.69265,746.68205,542.49375,530.49375,530.49375,512.48315,263.20115,487.45265,251.20115,486.46805,221.19055
Cer_NP(t18:2/33:4)-H,780.68755,762.67695,744.66635,540.47805,528.47805,528.47805,510.46745,263.20115,485.43695,251.20115,484.45235,221.19055
Cer_NP(t18:2/34:0)-H,802.76585,784.75525,766.74465,562.55635,550.55635,550.55635,532.54575,263.20115,507.51515,251.20115,506.53065,221.19055
Cer_NP(t18:2/34:1)-H,800.75015,782.73955,764.72905,560.54065,548.54065,548.54065,530.53005,263.20115,505.49955,251.20115,504.51495,221.19055
Cer_NP(t18:2/34:2)-H,798.73445,780.72395,762.71335,558.52505,546.52505,546.52505,528.51445,263.20115,503.48395,251.20115,502.49935,221.19055
Cer_NP(t18:2/34:3)-H,796.71885,778.70825,760.69765,556.50945,544.50945,544.50945,526.49875,263.20115,501.46825,251.20115,500.48375,221.19055
Cer_NP(t18:2/34:4)-H,794.70315,776.69265,758.68205,554.49375,542.49375,542.49375,524.48315,263.20115,499.45265,251.20115,498.46805,221.19055
Cer_NP(t18:2/35:0)-H,816.78145,798.77085,780.76035,576.57195,564.57195,564.57195,546.56145,263.20115,521.53085,251.20115,520.54625,221.19055
Cer_NP(t18:2/35:1)-H,814.76585,796.75525,778.74465,574.55635,562.55635,562.55635,544.54575,263.20115,519.51515,251.20115,518.53065,221.19055
Cer_NP(t18:2/35:2)-H,812.75015,794.73955,776.72905,572.54065,560.54065,560.54065,542.53005,263.20115,517.49955,251.20115,516.51505,221.19055
Cer_NP(t18:2/35:3)-H,810.73445,792.72395,774.71335,570.52505,558.52505,558.52505,540.51445,263.20115,515.48385,251.20115,514.49935,221.19055
Cer_NP(t18:2/35:4)-H,808.71885,790.70825,772.69765,568.50945,556.50945,556.50945,538.49875,263.20115,513.46825,251.20115,512.48375,221.19055
Cer_NP(t18:2/36:0)-H,830.79715,812.78645,794.77595,590.58765,578.58765,578.58765,560.57705,263.20115,535.54655,251.20115,534.56195,221.19055
Cer_NP(t18:2/36:1)-H,828.78145,810.77085,792.76035,588.57195,576.57195,576.57195,558.56145,263.20115,533.53085,251.20115,532.54625,221.19055
Cer_NP(t18:2/36:2)-H,826.76585,808.75525,790.74465,586.55635,574.55635,574.55635,556.54575,263.20115,531.51515,251.20115,530.53065,221.19055
Cer_NP(t18:2/36:3)-H,824.75015,806.73955,788.72905,584.54065,572.54065,572.54065,554.53005,263.20115,529.49955,251.20115,528.51505,221.19055
Cer_NP(t18:2/36:4)-H,822.73445,804.72395,786.71335,582.52505,570.52505,570.52505,552.51445,263.20115,527.48385,251.20115,526.49935,221.19055
Cer_NP(t19:2/14:0)-H,536.46845,518.45785,500.44725,282.24335,270.24335,270.24335,252.23275,277.21675,227.20225,265.21675,226.21765,235.20615
Cer_NP(t19:2/14:1)-H,534.45285,516.44225,498.43165,280.22765,268.22765,268.22765,250.21715,277.21675,225.18655,265.21675,224.20195,235.20615
Cer_NP(t19:2/14:2)-H,532.43715,514.42655,496.41595,278.21205,266.21205,266.21205,248.20145,277.21675,223.17095,265.21675,222.18635,235.20615
Cer_NP(t19:2/14:3)-H,530.42155,512.41095,494.40035,276.19635,264.19635,264.19635,246.18585,277.21675,221.15525,265.21675,220.17065,235.20615
Cer_NP(t19:2/15:0)-H,550.48405,532.47355,514.46295,296.25895,284.25895,284.25895,266.24845,277.21675,241.21785,265.21675,240.23325,235.20615
Cer_NP(t19:2/15:1)-H,548.46845,530.45785,512.44735,294.24335,282.24335,282.24335,264.23275,277.21675,239.20225,265.21675,238.21765,235.20615
Cer_NP(t19:2/15:2)-H,546.45285,528.44225,510.43165,292.22765,280.22765,280.22765,262.21715,277.21675,237.18655,265.21675,236.20195,235.20615
Cer_NP(t19:2/15:3)-H,544.43715,526.42655,508.41595,290.21205,278.21205,278.21205,260.20145,277.21675,235.17095,265.21675,234.18635,235.20615
Cer_NP(t19:2/16:0)-H,564.49975,546.48915,528.47855,310.27465,298.27465,298.27465,280.26405,277.21675,255.23355,265.21675,254.24895,235.20615
Cer_NP(t19:2/16:1)-H,562.48405,544.47355,526.46295,308.25895,296.25895,296.25895,278.24845,277.21675,253.21785,265.21675,252.23325,235.20615
Cer_NP(t19:2/16:2)-H,560.46845,542.45785,524.44735,306.24335,294.24335,294.24335,276.23275,277.21675,251.20225,265.21675,250.21765,235.20615
Cer_NP(t19:2/16:3)-H,558.45285,540.44225,522.43165,304.22765,292.22765,292.22765,274.21715,277.21675,249.18655,265.21675,248.20195,235.20615
Cer_NP(t19:2/16:4)-H,556.43715,538.42655,520.41605,302.21205,290.21205,290.21205,272.20145,277.21675,247.17095,265.21675,246.18635,235.20615
Cer_NP(t19:2/17:0)-H,578.51535,560.50485,542.49425,324.29025,312.29025,312.29025,294.27965,277.21675,269.24915,265.21675,268.26455,235.20615
Cer_NP(t19:2/17:1)-H,576.49975,558.48915,540.47855,322.27465,310.27465,310.27465,292.26405,277.21675,267.23355,265.21675,266.24895,235.20615
Cer_NP(t19:2/17:2)-H,574.48405,556.47355,538.46295,320.25895,308.25895,308.25895,290.24845,277.21675,265.21785,265.21675,264.23325,235.20615
Cer_NP(t19:2/17:3)-H,572.46845,554.45785,536.44735,318.24335,306.24335,306.24335,288.23275,277.21675,263.20225,265.21675,262.21765,235.20615
Cer_NP(t19:2/18:0)-H,592.53105,574.52045,556.50985,338.30595,326.30595,326.30595,308.29535,277.21675,283.26485,265.21675,282.28025,235.20615
Cer_NP(t19:2/18:1)-H,590.51535,572.50485,554.49425,336.29025,324.29025,324.29025,306.27965,277.21675,281.24915,265.21675,280.26455,235.20615
Cer_NP(t19:2/18:2)-H,588.49975,570.48915,552.47855,334.27465,322.27465,322.27465,304.26405,277.21675,279.23355,265.21675,278.24895,235.20615
Cer_NP(t19:2/18:3)-H,586.48405,568.47355,550.46295,332.25895,320.25895,320.25895,302.24845,277.21675,277.21785,265.21675,276.23325,235.20615
Cer_NP(t19:2/18:4)-H,584.46845,566.45785,548.44735,330.24335,318.24335,318.24335,300.23275,277.21675,275.20225,265.21675,274.21765,235.20615
Cer_NP(t19:2/19:0)-H,606.54665,588.53615,570.52555,352.32155,340.32155,340.32155,322.31105,277.21675,297.28045,265.21675,296.29585,235.20615
Cer_NP(t19:2/19:1)-H,604.53105,586.52045,568.50985,350.30595,338.30595,338.30595,320.29535,277.21675,295.26485,265.21675,294.28025,235.20615
Cer_NP(t19:2/19:2)-H,602.51535,584.50485,566.49425,348.29025,336.29025,336.29025,318.27965,277.21675,293.24915,265.21675,292.26455,235.20615
Cer_NP(t19:2/19:3)-H,600.49975,582.48915,564.47855,346.27465,334.27465,334.27465,316.26405,277.21675,291.23355,265.21675,290.24895,235.20615
Cer_NP(t19:2/19:4)-H,598.48405,580.47355,562.46295,344.25895,332.25895,332.25895,314.24845,277.21675,289.21785,265.21675,288.23325,235.20615
Cer_NP(t19:2/20:0)-H,620.56235,602.55175,584.54115,366.33725,354.33725,354.33725,336.32665,277.21675,311.29615,265.21675,310.31155,235.20615
Cer_NP(t19:2/20:1)-H,618.54665,600.53615,582.52555,364.32155,352.32155,352.32155,334.31105,277.21675,309.28045,265.21675,308.29585,235.20615
Cer_NP(t19:2/20:2)-H,616.53105,598.52045,580.50985,362.30595,350.30595,350.30595,332.29535,277.21675,307.26485,265.21675,306.28025,235.20615
Cer_NP(t19:2/20:3)-H,614.51535,596.50485,578.49425,360.29025,348.29025,348.29025,330.27965,277.21675,305.24915,265.21675,304.26455,235.20615
Cer_NP(t19:2/20:4)-H,612.49975,594.48915,576.47855,358.27465,346.27465,346.27465,328.26405,277.21675,303.23355,265.21675,302.24895,235.20615
Cer_NP(t19:2/21:0)-H,634.57805,616.56745,598.55685,380.35285,368.35285,368.35285,350.34225,277.21675,325.31175,265.21675,324.32715,235.20615
Cer_NP(t19:2/21:1)-H,632.56235,614.55175,596.54115,378.33725,366.33725,366.33725,348.32665,277.21675,323.29615,265.21675,322.31155,235.20615
Cer_NP(t19:2/21:2)-H,630.54665,612.53615,594.52555,376.32155,364.32155,364.32155,346.31105,277.21675,321.28045,265.21675,320.29585,235.20615
Cer_NP(t19:2/21:3)-H,628.53105,610.52045,592.50985,374.30595,362.30595,362.30595,344.29535,277.21675,319.26485,265.21675,318.28025,235.20615
Cer_NP(t19:2/21:4)-H,626.51535,608.50485,590.49425,372.29025,360.29025,360.29025,342.27965,277.21675,317.24915,265.21675,316.26455,235.20615
Cer_NP(t19:2/22:0)-H,648.59365,630.58305,612.57255,394.36855,382.36855,382.36855,364.35795,277.21675,339.32745,265.21675,338.34285,235.20615
Cer_NP(t19:2/22:1)-H,646.57805,628.56745,610.55685,392.35285,380.35285,380.35285,362.34225,277.21675,337.31175,265.21675,336.32715,235.20615
Cer_NP(t19:2/22:2)-H,644.56235,626.55175,608.54115,390.33725,378.33725,378.33725,360.32665,277.21675,335.29615,265.21675,334.31155,235.20615
Cer_NP(t19:2/22:3)-H,642.54665,624.53615,606.52555,388.32155,376.32155,376.32155,358.31105,277.21675,333.28045,265.21675,332.29585,235.20615
Cer_NP(t19:2/22:4)-H,640.53105,622.52045,604.50985,386.30595,374.30595,374.30595,356.29535,277.21675,331.26485,265.21675,330.28025,235.20615
Cer_NP(t19:2/23:0)-H,662.60935,644.59865,626.58815,408.38415,396.38415,396.38415,378.37355,277.21675,353.34305,265.21675,352.35845,235.20615
Cer_NP(t19:2/23:1)-H,660.59365,642.58305,624.57255,406.36855,394.36855,394.36855,376.35795,277.21675,351.32745,265.21675,350.34285,235.20615
Cer_NP(t19:2/23:2)-H,658.57805,640.56745,622.55685,404.35285,392.35285,392.35285,374.34225,277.21675,349.31175,265.21675,348.32715,235.20615
Cer_NP(t19:2/23:3)-H,656.56235,638.55175,620.54115,402.33725,390.33725,390.33725,372.32665,277.21675,347.29615,265.21675,346.31155,235.20615
Cer_NP(t19:2/23:4)-H,654.54665,636.53615,618.52555,400.32155,388.32155,388.32155,370.31105,277.21675,345.28045,265.21675,344.29585,235.20615
Cer_NP(t19:2/24:0)-H,676.62495,658.61435,640.60385,422.39985,410.39985,410.39985,392.38925,277.21675,367.35875,265.21675,366.37415,235.20615
Cer_NP(t19:2/24:1)-H,674.60935,656.59865,638.58815,420.38415,408.38415,408.38415,390.37355,277.21675,365.34305,265.21675,364.35845,235.20615
Cer_NP(t19:2/24:2)-H,672.59365,654.58305,636.57255,418.36855,406.36855,406.36855,388.35795,277.21675,363.32745,265.21675,362.34285,235.20615
Cer_NP(t19:2/24:3)-H,670.57805,652.56745,634.55685,416.35285,404.35285,404.35285,386.34225,277.21675,361.31175,265.21675,360.32715,235.20615
Cer_NP(t19:2/24:4)-H,668.56235,650.55175,632.54115,414.33725,402.33725,402.33725,384.32665,277.21675,359.29615,265.21675,358.31155,235.20615
Cer_NP(t19:2/25:0)-H,690.64055,672.63005,654.61945,436.41545,424.41545,424.41545,406.40495,277.21675,381.37435,265.21675,380.38985,235.20615
Cer_NP(t19:2/25:1)-H,688.62495,670.61435,652.60385,434.39985,422.39985,422.39985,404.38925,277.21675,379.35875,265.21675,378.37415,235.20615
Cer_NP(t19:2/25:2)-H,686.60935,668.59865,650.58815,432.38415,420.38415,420.38415,402.37355,277.21675,377.34305,265.21675,376.35845,235.20615
Cer_NP(t19:2/25:3)-H,684.59365,666.58305,648.57255,430.36855,418.36855,418.36855,400.35795,277.21675,375.32745,265.21675,374.34285,235.20615
Cer_NP(t19:2/25:4)-H,682.57805,664.56745,646.55685,428.35285,416.35285,416.35285,398.34225,277.21675,373.31175,265.21675,372.32715,235.20615
Cer_NP(t19:2/26:0)-H,704.65625,686.64565,668.63505,450.43115,438.43115,438.43115,420.42055,277.21675,395.39005,265.21675,394.40545,235.20615
Cer_NP(t19:2/26:1)-H,702.64055,684.63005,666.61945,448.41545,436.41545,436.41545,418.40495,277.21675,393.37435,265.21675,392.38985,235.20615
Cer_NP(t19:2/26:2)-H,700.62495,682.61435,664.60385,446.39985,434.39985,434.39985,416.38925,277.21675,391.35875,265.21675,390.37415,235.20615
Cer_NP(t19:2/26:3)-H,698.60935,680.59865,662.58815,444.38415,432.38415,432.38415,414.37355,277.21675,389.34305,265.21675,388.35845,235.20615
Cer_NP(t19:2/26:4)-H,696.59365,678.58305,660.57255,442.36855,430.36855,430.36855,412.35795,277.21675,387.32745,265.21675,386.34285,235.20615
Cer_NP(t19:2/27:0)-H,718.67185,700.66135,682.65075,464.44675,452.44675,452.44675,434.43615,277.21675,409.40565,265.21675,408.42105,235.20615
Cer_NP(t19:2/27:1)-H,716.65625,698.64565,680.63505,462.43115,450.43115,450.43115,432.42055,277.21675,407.39005,265.21675,406.40545,235.20615
Cer_NP(t19:2/27:2)-H,714.64055,696.63005,678.61945,460.41545,448.41545,448.41545,430.40495,277.21675,405.37435,265.21675,404.38985,235.20615
Cer_NP(t19:2/27:3)-H,712.62495,694.61435,676.60385,458.39985,446.39985,446.39985,428.38925,277.21675,403.35875,265.21675,402.37415,235.20615
Cer_NP(t19:2/27:4)-H,710.60935,692.59865,674.58815,456.38415,444.38415,444.38415,426.37355,277.21675,401.34305,265.21675,400.35845,235.20615
Cer_NP(t19:2/28:0)-H,732.68755,714.67695,696.66635,478.46245,466.46245,466.46245,448.45185,277.21675,423.42125,265.21675,422.43675,235.20615
Cer_NP(t19:2/28:1)-H,730.67185,712.66135,694.65075,476.44675,464.44675,464.44675,446.43615,277.21675,421.40565,265.21675,420.42105,235.20615
Cer_NP(t19:2/28:2)-H,728.65625,710.64565,692.63505,474.43115,462.43115,462.43115,444.42055,277.21675,419.39005,265.21675,418.40545,235.20615
Cer_NP(t19:2/28:3)-H,726.64055,708.63005,690.61945,472.41545,460.41545,460.41545,442.40495,277.21675,417.37435,265.21675,416.38985,235.20615
Cer_NP(t19:2/28:4)-H,724.62495,706.61435,688.60385,470.39985,458.39985,458.39985,440.38925,277.21675,415.35875,265.21675,414.37415,235.20615
Cer_NP(t19:2/29:0)-H,746.70315,728.69265,710.68205,492.47805,480.47805,480.47805,462.46745,277.21675,437.43695,265.21675,436.45235,235.20615
Cer_NP(t19:2/29:1)-H,744.68755,726.67695,708.66635,490.46245,478.46245,478.46245,460.45185,277.21675,435.42125,265.21675,434.43675,235.20615
Cer_NP(t19:2/29:2)-H,742.67185,724.66135,706.65075,488.44675,476.44675,476.44675,458.43615,277.21675,433.40565,265.21675,432.42105,235.20615
Cer_NP(t19:2/29:3)-H,740.65625,722.64565,704.63505,486.43115,474.43115,474.43115,456.42055,277.21675,431.39005,265.21675,430.40545,235.20615
Cer_NP(t19:2/29:4)-H,738.64055,720.63005,702.61945,484.41545,472.41545,472.41545,454.40495,277.21675,429.37435,265.21675,428.38985,235.20615
Cer_NP(t19:2/30:0)-H,760.71885,742.70825,724.69765,506.49375,494.49375,494.49375,476.48315,277.21675,451.45265,265.21675,450.46805,235.20615
Cer_NP(t19:2/30:1)-H,758.70315,740.69265,722.68205,504.47805,492.47805,492.47805,474.46745,277.21675,449.43695,265.21675,448.45235,235.20615
Cer_NP(t19:2/30:2)-H,756.68755,738.67695,720.66635,502.46245,490.46245,490.46245,472.45185,277.21675,447.42125,265.21675,446.43675,235.20615
Cer_NP(t19:2/30:3)-H,754.67185,736.66135,718.65075,500.44675,488.44675,488.44675,470.43615,277.21675,445.40565,265.21675,444.42105,235.20615
Cer_NP(t19:2/30:4)-H,752.65625,734.64565,716.63505,498.43115,486.43115,486.43115,468.42055,277.21675,443.39005,265.21675,442.40545,235.20615
Cer_NP(t19:2/31:0)-H,774.73445,756.72395,738.71335,520.50945,508.50935,508.50935,490.49885,277.21675,465.46825,265.21675,464.48375,235.20615
Cer_NP(t19:2/31:1)-H,772.71885,754.70825,736.69765,518.49375,506.49375,506.49375,488.48315,277.21675,463.45265,265.21675,462.46805,235.20615
Cer_NP(t19:2/31:2)-H,770.70315,752.69265,734.68205,516.47805,504.47805,504.47805,486.46745,277.21675,461.43695,265.21675,460.45235,235.20615
Cer_NP(t19:2/31:3)-H,768.68755,750.67695,732.66635,514.46245,502.46245,502.46245,484.45185,277.21675,459.42125,265.21675,458.43675,235.20615
Cer_NP(t19:2/31:4)-H,766.67185,748.66135,730.65075,512.44675,500.44675,500.44675,482.43615,277.21675,457.40565,265.21675,456.42105,235.20615
Cer_NP(t19:2/32:0)-H,788.75015,770.73955,752.72905,534.52505,522.52505,522.52505,504.51445,277.21675,479.48395,265.21675,478.49935,235.20615
Cer_NP(t19:2/32:1)-H,786.73445,768.72395,750.71335,532.50945,520.50945,520.50945,502.49885,277.21675,477.46825,265.21675,476.48375,235.20615
Cer_NP(t19:2/32:2)-H,784.71885,766.70825,748.69765,530.49375,518.49375,518.49375,500.48315,277.21675,475.45265,265.21675,474.46805,235.20615
Cer_NP(t19:2/32:3)-H,782.70315,764.69265,746.68205,528.47805,516.47805,516.47805,498.46745,277.21675,473.43695,265.21675,472.45235,235.20615
Cer_NP(t19:2/32:4)-H,780.68755,762.67695,744.66635,526.46245,514.46245,514.46245,496.45185,277.21675,471.42125,265.21675,470.43675,235.20615
Cer_NP(t19:2/33:0)-H,802.76585,784.75525,766.74465,548.54065,536.54065,536.54065,518.53005,277.21675,493.49955,265.21675,492.51495,235.20615
Cer_NP(t19:2/33:1)-H,800.75015,782.73955,764.72905,546.52505,534.52505,534.52505,516.51445,277.21675,491.48395,265.21675,490.49935,235.20615
Cer_NP(t19:2/33:2)-H,798.73445,780.72395,762.71335,544.50945,532.50945,532.50945,514.49875,277.21675,489.46825,265.21675,488.48375,235.20615
Cer_NP(t19:2/33:3)-H,796.71885,778.70825,760.69765,542.49375,530.49375,530.49375,512.48315,277.21675,487.45265,265.21675,486.46805,235.20615
Cer_NP(t19:2/33:4)-H,794.70315,776.69265,758.68205,540.47805,528.47805,528.47805,510.46745,277.21675,485.43695,265.21675,484.45235,235.20615
Cer_NP(t19:2/34:0)-H,816.78145,798.77085,780.76035,562.55635,550.55635,550.55635,532.54575,277.21675,507.51515,265.21675,506.53065,235.20615
Cer_NP(t19:2/34:1)-H,814.76585,796.75525,778.74465,560.54065,548.54065,548.54065,530.53005,277.21675,505.49955,265.21675,504.51495,235.20615
Cer_NP(t19:2/34:2)-H,812.75015,794.73955,776.72905,558.52505,546.52505,546.52505,528.51445,277.21675,503.48395,265.21675,502.49935,235.20615
Cer_NP(t19:2/34:3)-H,810.73445,792.72395,774.71335,556.50945,544.50945,544.50945,526.49875,277.21675,501.46825,265.21675,500.48375,235.20615
Cer_NP(t19:2/34:4)-H,808.71885,790.70825,772.69765,554.49375,542.49375,542.49375,524.48315,277.21675,499.45265,265.21675,498.46805,235.20615
Cer_NP(t19:2/35:0)-H,830.79715,812.78645,794.77595,576.57195,564.57195,564.57195,546.56145,277.21675,521.53085,265.21675,520.54625,235.20615
Cer_NP(t19:2/35:1)-H,828.78145,810.77085,792.76035,574.55635,562.55635,562.55635,544.54575,277.21675,519.51515,265.21675,518.53065,235.20615
Cer_NP(t19:2/35:2)-H,826.76585,808.75525,790.74465,572.54065,560.54065,560.54065,542.53005,277.21675,517.49955,265.21675,516.51505,235.20615
Cer_NP(t19:2/35:3)-H,824.75015,806.73955,788.72905,570.52505,558.52505,558.52505,540.51445,277.21675,515.48385,265.21675,514.49935,235.20615
Cer_NP(t19:2/35:4)-H,822.73445,804.72395,786.71335,568.50945,556.50945,556.50945,538.49875,277.21675,513.46825,265.21675,512.48375,235.20615
Cer_NP(t19:2/36:0)-H,844.81275,826.80215,808.79165,590.58765,578.58765,578.58765,560.57705,277.21675,535.54655,265.21675,534.56195,235.20615
Cer_NP(t19:2/36:1)-H,842.79715,824.78645,806.77595,588.57195,576.57195,576.57195,558.56145,277.21675,533.53085,265.21675,532.54625,235.20615
Cer_NP(t19:2/36:2)-H,840.78145,822.77085,804.76035,586.55635,574.55635,574.55635,556.54575,277.21675,531.51515,265.21675,530.53065,235.20615
Cer_NP(t19:2/36:3)-H,838.76585,820.75525,802.74465,584.54065,572.54065,572.54065,554.53005,277.21675,529.49955,265.21675,528.51505,235.20615
Cer_NP(t19:2/36:4)-H,836.75015,818.73955,800.72905,582.52505,570.52505,570.52505,552.51445,277.21675,527.48385,265.21675,526.49935,235.20615
Cer_NP(t20:2/14:0)-H,550.48405,532.47355,514.46295,282.24335,270.24335,270.24335,252.23275,291.23245,227.20225,279.23245,226.21765,249.22185
Cer_NP(t20:2/14:1)-H,548.46845,530.45785,512.44735,280.22765,268.22765,268.22765,250.21715,291.23245,225.18655,279.23245,224.20195,249.22185
Cer_NP(t20:2/14:2)-H,546.45285,528.44225,510.43165,278.21205,266.21205,266.21205,248.20145,291.23245,223.17095,279.23245,222.18635,249.22185
Cer_NP(t20:2/14:3)-H,544.43715,526.42655,508.41595,276.19635,264.19635,264.19635,246.18585,291.23245,221.15525,279.23245,220.17065,249.22185
Cer_NP(t20:2/15:0)-H,564.49975,546.48915,528.47855,296.25895,284.25895,284.25895,266.24845,291.23245,241.21785,279.23245,240.23325,249.22185
Cer_NP(t20:2/15:1)-H,562.48405,544.47355,526.46295,294.24335,282.24335,282.24335,264.23275,291.23245,239.20225,279.23245,238.21765,249.22185
Cer_NP(t20:2/15:2)-H,560.46845,542.45785,524.44735,292.22765,280.22765,280.22765,262.21715,291.23245,237.18655,279.23245,236.20195,249.22185
Cer_NP(t20:2/15:3)-H,558.45285,540.44225,522.43165,290.21205,278.21205,278.21205,260.20145,291.23245,235.17095,279.23245,234.18635,249.22185
Cer_NP(t20:2/16:0)-H,578.51535,560.50485,542.49425,310.27465,298.27465,298.27465,280.26405,291.23245,255.23355,279.23245,254.24895,249.22185
Cer_NP(t20:2/16:1)-H,576.49975,558.48915,540.47855,308.25895,296.25895,296.25895,278.24845,291.23245,253.21785,279.23245,252.23325,249.22185
Cer_NP(t20:2/16:2)-H,574.48405,556.47355,538.46295,306.24335,294.24335,294.24335,276.23275,291.23245,251.20225,279.23245,250.21765,249.22185
Cer_NP(t20:2/16:3)-H,572.46845,554.45785,536.44735,304.22765,292.22765,292.22765,274.21715,291.23245,249.18655,279.23245,248.20195,249.22185
Cer_NP(t20:2/16:4)-H,570.45285,552.44225,534.43165,302.21205,290.21205,290.21205,272.20145,291.23245,247.17095,279.23245,246.18635,249.22185
Cer_NP(t20:2/17:0)-H,592.53105,574.52045,556.50985,324.29025,312.29025,312.29025,294.27965,291.23245,269.24915,279.23245,268.26455,249.22185
Cer_NP(t20:2/17:1)-H,590.51535,572.50485,554.49425,322.27465,310.27465,310.27465,292.26405,291.23245,267.23355,279.23245,266.24895,249.22185
Cer_NP(t20:2/17:2)-H,588.49975,570.48915,552.47855,320.25895,308.25895,308.25895,290.24845,291.23245,265.21785,279.23245,264.23325,249.22185
Cer_NP(t20:2/17:3)-H,586.48405,568.47355,550.46295,318.24335,306.24335,306.24335,288.23275,291.23245,263.20225,279.23245,262.21765,249.22185
Cer_NP(t20:2/18:0)-H,606.54665,588.53615,570.52555,338.30595,326.30595,326.30595,308.29535,291.23245,283.26485,279.23245,282.28025,249.22185
Cer_NP(t20:2/18:1)-H,604.53105,586.52045,568.50985,336.29025,324.29025,324.29025,306.27965,291.23245,281.24915,279.23245,280.26455,249.22185
Cer_NP(t20:2/18:2)-H,602.51535,584.50485,566.49425,334.27465,322.27465,322.27465,304.26405,291.23245,279.23355,279.23245,278.24895,249.22185
Cer_NP(t20:2/18:3)-H,600.49975,582.48915,564.47855,332.25895,320.25895,320.25895,302.24845,291.23245,277.21785,279.23245,276.23325,249.22185
Cer_NP(t20:2/18:4)-H,598.48405,580.47355,562.46295,330.24335,318.24335,318.24335,300.23275,291.23245,275.20225,279.23245,274.21765,249.22185
Cer_NP(t20:2/19:0)-H,620.56235,602.55175,584.54115,352.32155,340.32155,340.32155,322.31105,291.23245,297.28045,279.23245,296.29585,249.22185
Cer_NP(t20:2/19:1)-H,618.54665,600.53615,582.52555,350.30595,338.30595,338.30595,320.29535,291.23245,295.26485,279.23245,294.28025,249.22185
