Cer-NDS,[M-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[Sph-H]-,[FA+NCCO-3H]-,[FA+NCC-3H]-,[FA+N-H]-,[Sph-NCCO-3H]-,[FA-3H]-
Cer-NDS(d14:0/12:0)-H,426.3947,394.3685,378.3736,244.2282,240.1964,224.2014,198.1863,183.1754,181.1836
Cer-NDS(d14:0/12:1)-H,424.3791,392.3528,376.3579,244.2282,238.1807,222.1858,196.1707,183.1754,179.168
Cer-NDS(d14:0/13:0)-H,440.4104,408.3842,392.3892,244.2282,254.212,238.2171,212.202,183.1754,195.1992
Cer-NDS(d14:0/13:1)-H,438.3947,406.3685,390.3736,244.2282,252.1964,236.2014,210.1863,183.1754,193.1836
Cer-NDS(d14:0/14:0)-H,454.426,422.3998,406.4049,244.2282,268.2277,252.2328,226.2176,183.1754,209.2149
Cer-NDS(d14:0/14:1)-H,452.4104,420.3842,404.3892,244.2282,266.212,250.2171,224.202,183.1754,207.1992
Cer-NDS(d14:0/15:0)-H,468.4417,436.4154,420.4205,244.2282,282.2433,266.2484,240.2333,183.1754,223.2305
Cer-NDS(d14:0/15:1)-H,466.426,434.3998,418.4049,244.2282,280.2277,264.2328,238.2176,183.1754,221.2149
Cer-NDS(d14:0/16:0)-H,482.4573,450.4311,434.4362,244.2282,296.259,280.264,254.2489,183.1754,237.2462
Cer-NDS(d14:0/16:1)-H,480.4417,448.4154,432.4205,244.2282,294.2433,278.2484,252.2333,183.1754,235.2305
Cer-NDS(d14:0/16:2)-H,478.426,446.3998,430.4049,244.2282,292.2277,276.2328,250.2176,183.1754,233.2149
Cer-NDS(d14:0/17:0)-H,496.473,464.4467,448.4518,244.2282,310.2746,294.2797,268.2646,183.1754,251.2619
Cer-NDS(d14:0/18:0)-H,510.4886,478.4624,462.4675,244.2282,324.2903,308.2953,282.2802,183.1754,265.2775
Cer-NDS(d14:0/18:1)-H,508.473,476.4467,460.4518,244.2282,322.2746,306.2797,280.2646,183.1754,263.2618
Cer-NDS(d14:0/18:2)-H,506.4573,474.4311,458.4362,244.2282,320.259,304.264,278.2489,183.1754,261.2462
Cer-NDS(d14:0/19:0)-H,524.5043,492.4781,476.4832,244.2282,338.3059,322.311,296.2959,183.1754,279.2932
Cer-NDS(d14:0/19:1)-H,522.4886,490.4624,474.4675,244.2282,336.2903,320.2953,294.2802,183.1754,277.2775
Cer-NDS(d14:0/20:0)-H,538.52,506.4937,490.4988,244.2282,352.3216,336.3267,310.3116,183.1754,293.3088
Cer-NDS(d14:0/20:1)-H,536.5043,504.4781,488.4832,244.2282,350.3059,334.311,308.2959,183.1754,291.2932
Cer-NDS(d14:0/20:2)-H,534.4886,502.4624,486.4675,244.2282,348.2903,332.2953,306.2802,183.1754,289.2775
Cer-NDS(d14:0/21:0)-H,552.5356,520.5093,504.5144,244.2282,366.3372,350.3423,324.3272,183.1754,307.3245
Cer-NDS(d14:0/21:1)-H,550.52,518.4937,502.4988,244.2282,364.3216,348.3267,322.3116,183.1754,305.3088
Cer-NDS(d14:0/22:0)-H,566.5512,534.525,518.5301,244.2282,380.3529,364.3579,338.3428,183.1754,321.3401
Cer-NDS(d14:0/22:1)-H,564.5356,532.5093,516.5145,244.2282,378.3372,362.3423,336.3272,183.1754,319.3245
Cer-NDS(d14:0/22:2)-H,562.52,530.4937,514.4988,244.2282,376.3216,360.3267,334.3116,183.1754,317.3088
Cer-NDS(d14:0/23:0)-H,580.5669,548.5406,532.5457,244.2282,394.3685,378.3736,352.3585,183.1754,335.3557
Cer-NDS(d14:0/23:1)-H,578.5512,546.525,530.5301,244.2282,392.3529,376.3579,350.3428,183.1754,333.3401
Cer-NDS(d14:0/24:0)-H,594.5825,562.5563,546.5614,244.2282,408.3842,392.3893,366.3741,183.1754,349.3714
Cer-NDS(d14:0/24:1)-H,592.5669,560.5406,544.5457,244.2282,406.3685,390.3736,364.3585,183.1754,347.3557
Cer-NDS(d14:0/24:2)-H,590.5512,558.525,542.5301,244.2282,404.3529,388.3579,362.3428,183.1754,345.3401
Cer-NDS(d14:0/25:0)-H,608.5982,576.572,560.577,244.2282,422.3998,406.4049,380.3898,183.1754,363.3871
Cer-NDS(d14:0/25:1)-H,606.5825,574.5563,558.5614,244.2282,420.3842,404.3893,378.3741,183.1754,361.3714
Cer-NDS(d14:0/26:0)-H,622.6138,590.5876,574.5927,244.2282,436.4155,420.4206,394.4054,183.1754,377.4027
Cer-NDS(d14:0/26:1)-H,620.5982,588.572,572.577,244.2282,434.3998,418.4049,392.3898,183.1754,375.3871
Cer-NDS(d14:0/26:2)-H,618.5825,586.5563,570.5614,244.2282,432.3842,416.3893,390.3741,183.1754,373.3714
Cer-NDS(d14:0/27:0)-H,636.6295,604.6033,588.6083,244.2282,450.4311,434.4362,408.4211,183.1754,391.4183
Cer-NDS(d14:0/27:1)-H,634.6138,602.5876,586.5927,244.2282,448.4155,432.4206,406.4054,183.1754,389.4027
Cer-NDS(d14:0/28:0)-H,650.6451,618.6189,602.624,244.2282,464.4468,448.4518,422.4367,183.1754,405.434
Cer-NDS(d14:0/28:1)-H,648.6295,616.6033,600.6083,244.2282,462.4311,446.4362,420.4211,183.1754,403.4183
Cer-NDS(d14:0/28:2)-H,646.6138,614.5876,598.5927,244.2282,460.4155,444.4206,418.4054,183.1754,401.4027
Cer-NDS(d14:0/29:0)-H,664.6608,632.6346,616.6396,244.2282,478.4624,462.4675,436.4524,183.1754,419.4496
Cer-NDS(d14:0/29:1)-H,662.6451,630.6189,614.624,244.2282,476.4468,460.4518,434.4367,183.1754,417.434
Cer-NDS(d14:0/30:0)-H,678.6765,646.6502,630.6553,244.2282,492.4781,476.4832,450.468,183.1754,433.4653
Cer-NDS(d14:0/30:1)-H,676.6608,644.6346,628.6396,244.2282,490.4624,474.4675,448.4524,183.1754,431.4496
Cer-NDS(d14:0/30:2)-H,674.6451,642.6189,626.624,244.2282,488.4468,472.4518,446.4367,183.1754,429.434
Cer-NDS(d14:0/31:0)-H,692.6921,660.6658,644.671,244.2282,506.4937,490.4988,464.4837,183.1754,447.481
Cer-NDS(d14:0/31:1)-H,690.6765,658.6502,642.6553,244.2282,504.4781,488.4832,462.468,183.1754,445.4653
Cer-NDS(d14:0/32:0)-H,706.7077,674.6815,658.6866,244.2282,520.5094,504.5144,478.4993,183.1754,461.4966
Cer-NDS(d14:0/32:1)-H,704.6921,672.6658,656.671,244.2282,518.4937,502.4988,476.4837,183.1754,459.481
Cer-NDS(d14:0/32:2)-H,702.6765,670.6502,654.6553,244.2282,516.4781,500.4832,474.468,183.1754,457.4653
Cer-NDS(d14:0/33:0)-H,720.7234,688.6971,672.7023,244.2282,534.525,518.5301,492.515,183.1754,475.5122
Cer-NDS(d14:0/33:1)-H,718.7077,686.6815,670.6866,244.2282,532.5094,516.5145,490.4993,183.1754,473.4966
Cer-NDS(d14:0/34:0)-H,734.739,702.7128,686.7179,244.2282,548.5406,532.5458,506.5306,183.1754,489.5279
Cer-NDS(d14:0/34:1)-H,732.7234,700.6971,684.7023,244.2282,546.525,530.5301,504.515,183.1754,487.5122
Cer-NDS(d14:0/34:2)-H,730.7077,698.6815,682.6866,244.2282,544.5094,528.5145,502.4993,183.1754,485.4966
Cer-NDS(d14:0/35:0)-H,748.7547,716.7285,700.7335,244.2282,562.5563,546.5614,520.5463,183.1754,503.5435
Cer-NDS(d14:0/35:1)-H,746.739,714.7128,698.7179,244.2282,560.5406,544.5458,518.5306,183.1754,501.5279
Cer-NDS(d14:0/36:0)-H,762.7703,730.7441,714.7492,244.2282,576.572,560.577,534.562,183.1754,517.5592
Cer-NDS(d14:0/36:1)-H,760.7547,728.7285,712.7335,244.2282,574.5563,558.5614,532.5463,183.1754,515.5436
Cer-NDS(d14:0/36:2)-H,758.739,726.7128,710.7179,244.2282,572.5406,556.5458,530.5306,183.1754,513.5279
Cer-NDS(d14:0/38:0)-H,790.8016,758.7754,742.7805,244.2282,604.6033,588.6083,562.5933,183.1754,545.5905
Cer-NDS(d14:0/38:1)-H,788.7859,756.7598,740.7648,244.2282,602.5876,586.5927,560.5776,183.1754,543.5748
Cer-NDS(d14:0/38:2)-H,786.7703,754.7441,738.7492,244.2282,600.572,584.577,558.562,183.1754,541.5592
Cer-NDS(d14:0/40:0)-H,818.8329,786.8067,770.8118,244.2282,632.6346,616.6396,590.6245,183.1754,573.6218
Cer-NDS(d14:0/40:1)-H,816.8173,784.7911,768.7961,244.2282,630.6189,614.624,588.6089,183.1754,571.6061
Cer-NDS(d14:0/40:2)-H,814.8016,782.7754,766.7805,244.2282,628.6033,612.6083,586.5933,183.1754,569.5905
Cer-NDS(d14:0/42:0)-H,846.8643,814.838,798.8431,244.2282,660.6659,644.671,618.6558,183.1754,601.6531
Cer-NDS(d14:0/42:1)-H,844.8486,812.8224,796.8275,244.2282,658.6502,642.6553,616.6402,183.1754,599.6375
Cer-NDS(d14:0/42:2)-H,842.8329,810.8067,794.8118,244.2282,656.6346,640.6396,614.6245,183.1754,597.6218
Cer-NDS(d15:0/12:0)-H,440.4104,408.3842,392.3892,258.2439,240.1964,224.2014,198.1863,197.1911,181.1836
Cer-NDS(d15:0/12:1)-H,438.3947,406.3685,390.3736,258.2439,238.1807,222.1858,196.1707,197.1911,179.168
Cer-NDS(d15:0/13:0)-H,454.426,422.3998,406.4049,258.2439,254.212,238.2171,212.202,197.1911,195.1992
Cer-NDS(d15:0/13:1)-H,452.4104,420.3842,404.3892,258.2439,252.1964,236.2014,210.1863,197.1911,193.1836
Cer-NDS(d15:0/14:0)-H,468.4417,436.4154,420.4205,258.2439,268.2277,252.2328,226.2176,197.1911,209.2149
Cer-NDS(d15:0/14:1)-H,466.426,434.3998,418.4049,258.2439,266.212,250.2171,224.202,197.1911,207.1992
Cer-NDS(d15:0/15:0)-H,482.4573,450.4311,434.4362,258.2439,282.2433,266.2484,240.2333,197.1911,223.2305
Cer-NDS(d15:0/15:1)-H,480.4417,448.4154,432.4205,258.2439,280.2277,264.2328,238.2176,197.1911,221.2149
Cer-NDS(d15:0/16:0)-H,496.473,464.4467,448.4518,258.2439,296.259,280.264,254.2489,197.1911,237.2462
Cer-NDS(d15:0/16:1)-H,494.4573,462.4311,446.4362,258.2439,294.2433,278.2484,252.2333,197.1911,235.2305
Cer-NDS(d15:0/16:2)-H,492.4417,460.4154,444.4205,258.2439,292.2277,276.2328,250.2176,197.1911,233.2149
Cer-NDS(d15:0/17:0)-H,510.4886,478.4624,462.4675,258.2439,310.2746,294.2797,268.2646,197.1911,251.2619
Cer-NDS(d15:0/18:0)-H,524.5043,492.4781,476.4832,258.2439,324.2903,308.2953,282.2802,197.1911,265.2775
Cer-NDS(d15:0/18:1)-H,522.4886,490.4624,474.4675,258.2439,322.2746,306.2797,280.2646,197.1911,263.2618
Cer-NDS(d15:0/18:2)-H,520.473,488.4467,472.4518,258.2439,320.259,304.264,278.2489,197.1911,261.2462
Cer-NDS(d15:0/19:0)-H,538.52,506.4937,490.4988,258.2439,338.3059,322.311,296.2959,197.1911,279.2932
Cer-NDS(d15:0/19:1)-H,536.5043,504.4781,488.4832,258.2439,336.2903,320.2953,294.2802,197.1911,277.2775
Cer-NDS(d15:0/20:0)-H,552.5356,520.5093,504.5144,258.2439,352.3216,336.3267,310.3116,197.1911,293.3088
Cer-NDS(d15:0/20:1)-H,550.52,518.4937,502.4988,258.2439,350.3059,334.311,308.2959,197.1911,291.2932
Cer-NDS(d15:0/20:2)-H,548.5043,516.4781,500.4832,258.2439,348.2903,332.2953,306.2802,197.1911,289.2775
Cer-NDS(d15:0/21:0)-H,566.5512,534.525,518.5301,258.2439,366.3372,350.3423,324.3272,197.1911,307.3245
Cer-NDS(d15:0/21:1)-H,564.5356,532.5093,516.5145,258.2439,364.3216,348.3267,322.3116,197.1911,305.3088
Cer-NDS(d15:0/22:0)-H,580.5669,548.5406,532.5457,258.2439,380.3529,364.3579,338.3428,197.1911,321.3401
Cer-NDS(d15:0/22:1)-H,578.5512,546.525,530.5301,258.2439,378.3372,362.3423,336.3272,197.1911,319.3245
Cer-NDS(d15:0/22:2)-H,576.5356,544.5093,528.5145,258.2439,376.3216,360.3267,334.3116,197.1911,317.3088
Cer-NDS(d15:0/23:0)-H,594.5825,562.5563,546.5614,258.2439,394.3685,378.3736,352.3585,197.1911,335.3557
Cer-NDS(d15:0/23:1)-H,592.5669,560.5406,544.5457,258.2439,392.3529,376.3579,350.3428,197.1911,333.3401
Cer-NDS(d15:0/24:0)-H,608.5982,576.572,560.577,258.2439,408.3842,392.3893,366.3741,197.1911,349.3714
Cer-NDS(d15:0/24:1)-H,606.5825,574.5563,558.5614,258.2439,406.3685,390.3736,364.3585,197.1911,347.3557
Cer-NDS(d15:0/24:2)-H,604.5669,572.5406,556.5457,258.2439,404.3529,388.3579,362.3428,197.1911,345.3401
Cer-NDS(d15:0/25:0)-H,622.6138,590.5876,574.5927,258.2439,422.3998,406.4049,380.3898,197.1911,363.3871
Cer-NDS(d15:0/25:1)-H,620.5982,588.572,572.577,258.2439,420.3842,404.3893,378.3741,197.1911,361.3714
Cer-NDS(d15:0/26:0)-H,636.6295,604.6033,588.6083,258.2439,436.4155,420.4206,394.4054,197.1911,377.4027
Cer-NDS(d15:0/26:1)-H,634.6138,602.5876,586.5927,258.2439,434.3998,418.4049,392.3898,197.1911,375.3871
Cer-NDS(d15:0/26:2)-H,632.5982,600.572,584.577,258.2439,432.3842,416.3893,390.3741,197.1911,373.3714
Cer-NDS(d15:0/27:0)-H,650.6451,618.6189,602.624,258.2439,450.4311,434.4362,408.4211,197.1911,391.4183
Cer-NDS(d15:0/27:1)-H,648.6295,616.6033,600.6083,258.2439,448.4155,432.4206,406.4054,197.1911,389.4027
Cer-NDS(d15:0/28:0)-H,664.6608,632.6346,616.6396,258.2439,464.4468,448.4518,422.4367,197.1911,405.434
Cer-NDS(d15:0/28:1)-H,662.6451,630.6189,614.624,258.2439,462.4311,446.4362,420.4211,197.1911,403.4183
Cer-NDS(d15:0/28:2)-H,660.6295,628.6033,612.6083,258.2439,460.4155,444.4206,418.4054,197.1911,401.4027
Cer-NDS(d15:0/29:0)-H,678.6765,646.6502,630.6553,258.2439,478.4624,462.4675,436.4524,197.1911,419.4496
Cer-NDS(d15:0/29:1)-H,676.6608,644.6346,628.6396,258.2439,476.4468,460.4518,434.4367,197.1911,417.434
Cer-NDS(d15:0/30:0)-H,692.6921,660.6658,644.671,258.2439,492.4781,476.4832,450.468,197.1911,433.4653
Cer-NDS(d15:0/30:1)-H,690.6765,658.6502,642.6553,258.2439,490.4624,474.4675,448.4524,197.1911,431.4496
Cer-NDS(d15:0/30:2)-H,688.6608,656.6346,640.6396,258.2439,488.4468,472.4518,446.4367,197.1911,429.434
Cer-NDS(d15:0/31:0)-H,706.7077,674.6815,658.6866,258.2439,506.4937,490.4988,464.4837,197.1911,447.481
Cer-NDS(d15:0/31:1)-H,704.6921,672.6658,656.671,258.2439,504.4781,488.4832,462.468,197.1911,445.4653
Cer-NDS(d15:0/32:0)-H,720.7234,688.6971,672.7023,258.2439,520.5094,504.5144,478.4993,197.1911,461.4966
Cer-NDS(d15:0/32:1)-H,718.7077,686.6815,670.6866,258.2439,518.4937,502.4988,476.4837,197.1911,459.481
Cer-NDS(d15:0/32:2)-H,716.6921,684.6658,668.671,258.2439,516.4781,500.4832,474.468,197.1911,457.4653
Cer-NDS(d15:0/33:0)-H,734.739,702.7128,686.7179,258.2439,534.525,518.5301,492.515,197.1911,475.5122
Cer-NDS(d15:0/33:1)-H,732.7234,700.6971,684.7023,258.2439,532.5094,516.5145,490.4993,197.1911,473.4966
Cer-NDS(d15:0/34:0)-H,748.7547,716.7285,700.7335,258.2439,548.5406,532.5458,506.5306,197.1911,489.5279
Cer-NDS(d15:0/34:1)-H,746.739,714.7128,698.7179,258.2439,546.525,530.5301,504.515,197.1911,487.5122
Cer-NDS(d15:0/34:2)-H,744.7234,712.6971,696.7023,258.2439,544.5094,528.5145,502.4993,197.1911,485.4966
Cer-NDS(d15:0/35:0)-H,762.7703,730.7441,714.7492,258.2439,562.5563,546.5614,520.5463,197.1911,503.5435
Cer-NDS(d15:0/35:1)-H,760.7547,728.7285,712.7335,258.2439,560.5406,544.5458,518.5306,197.1911,501.5279
Cer-NDS(d15:0/36:0)-H,776.7859,744.7598,728.7648,258.2439,576.572,560.577,534.562,197.1911,517.5592
Cer-NDS(d15:0/36:1)-H,774.7703,742.7441,726.7492,258.2439,574.5563,558.5614,532.5463,197.1911,515.5436
Cer-NDS(d15:0/36:2)-H,772.7547,740.7285,724.7335,258.2439,572.5406,556.5458,530.5306,197.1911,513.5279
Cer-NDS(d15:0/38:0)-H,804.8173,772.7911,756.7961,258.2439,604.6033,588.6083,562.5933,197.1911,545.5905
Cer-NDS(d15:0/38:1)-H,802.8016,770.7754,754.7805,258.2439,602.5876,586.5927,560.5776,197.1911,543.5748
Cer-NDS(d15:0/38:2)-H,800.7859,768.7598,752.7648,258.2439,600.572,584.577,558.562,197.1911,541.5592
Cer-NDS(d15:0/40:0)-H,832.8486,800.8224,784.8275,258.2439,632.6346,616.6396,590.6245,197.1911,573.6218
Cer-NDS(d15:0/40:1)-H,830.8329,798.8067,782.8118,258.2439,630.6189,614.624,588.6089,197.1911,571.6061
Cer-NDS(d15:0/40:2)-H,828.8173,796.7911,780.7961,258.2439,628.6033,612.6083,586.5933,197.1911,569.5905
Cer-NDS(d15:0/42:0)-H,860.8799,828.8536,812.8588,258.2439,660.6659,644.671,618.6558,197.1911,601.6531
Cer-NDS(d15:0/42:1)-H,858.8643,826.838,810.8431,258.2439,658.6502,642.6553,616.6402,197.1911,599.6375
Cer-NDS(d15:0/42:2)-H,856.8486,824.8224,808.8275,258.2439,656.6346,640.6396,614.6245,197.1911,597.6218
Cer-NDS(d16:0/12:0)-H,454.426,422.3998,406.4049,272.2595,240.1964,224.2014,198.1863,211.2067,181.1836
Cer-NDS(d16:0/12:1)-H,452.4104,420.3842,404.3892,272.2595,238.1807,222.1858,196.1707,211.2067,179.168
Cer-NDS(d16:0/13:0)-H,468.4417,436.4154,420.4205,272.2595,254.212,238.2171,212.202,211.2067,195.1992
Cer-NDS(d16:0/13:1)-H,466.426,434.3998,418.4049,272.2595,252.1964,236.2014,210.1863,211.2067,193.1836
Cer-NDS(d16:0/14:0)-H,482.4573,450.4311,434.4362,272.2595,268.2277,252.2328,226.2176,211.2067,209.2149
Cer-NDS(d16:0/14:1)-H,480.4417,448.4154,432.4205,272.2595,266.212,250.2171,224.202,211.2067,207.1992
Cer-NDS(d16:0/15:0)-H,496.473,464.4467,448.4518,272.2595,282.2433,266.2484,240.2333,211.2067,223.2305
Cer-NDS(d16:0/15:1)-H,494.4573,462.4311,446.4362,272.2595,280.2277,264.2328,238.2176,211.2067,221.2149
Cer-NDS(d16:0/16:0)-H,510.4886,478.4624,462.4675,272.2595,296.259,280.264,254.2489,211.2067,237.2462
Cer-NDS(d16:0/16:1)-H,508.473,476.4467,460.4518,272.2595,294.2433,278.2484,252.2333,211.2067,235.2305
Cer-NDS(d16:0/16:2)-H,506.4573,474.4311,458.4362,272.2595,292.2277,276.2328,250.2176,211.2067,233.2149
Cer-NDS(d16:0/17:0)-H,524.5043,492.4781,476.4832,272.2595,310.2746,294.2797,268.2646,211.2067,251.2619
Cer-NDS(d16:0/18:0)-H,538.52,506.4937,490.4988,272.2595,324.2903,308.2953,282.2802,211.2067,265.2775
Cer-NDS(d16:0/18:1)-H,536.5043,504.4781,488.4832,272.2595,322.2746,306.2797,280.2646,211.2067,263.2618
Cer-NDS(d16:0/18:2)-H,534.4886,502.4624,486.4675,272.2595,320.259,304.264,278.2489,211.2067,261.2462
Cer-NDS(d16:0/19:0)-H,552.5356,520.5093,504.5144,272.2595,338.3059,322.311,296.2959,211.2067,279.2932
Cer-NDS(d16:0/19:1)-H,550.52,518.4937,502.4988,272.2595,336.2903,320.2953,294.2802,211.2067,277.2775
Cer-NDS(d16:0/20:0)-H,566.5512,534.525,518.5301,272.2595,352.3216,336.3267,310.3116,211.2067,293.3088
Cer-NDS(d16:0/20:1)-H,564.5356,532.5093,516.5145,272.2595,350.3059,334.311,308.2959,211.2067,291.2932
Cer-NDS(d16:0/20:2)-H,562.52,530.4937,514.4988,272.2595,348.2903,332.2953,306.2802,211.2067,289.2775
Cer-NDS(d16:0/21:0)-H,580.5669,548.5406,532.5457,272.2595,366.3372,350.3423,324.3272,211.2067,307.3245
Cer-NDS(d16:0/21:1)-H,578.5512,546.525,530.5301,272.2595,364.3216,348.3267,322.3116,211.2067,305.3088
Cer-NDS(d16:0/22:0)-H,594.5825,562.5563,546.5614,272.2595,380.3529,364.3579,338.3428,211.2067,321.3401
Cer-NDS(d16:0/22:1)-H,592.5669,560.5406,544.5457,272.2595,378.3372,362.3423,336.3272,211.2067,319.3245
Cer-NDS(d16:0/22:2)-H,590.5512,558.525,542.5301,272.2595,376.3216,360.3267,334.3116,211.2067,317.3088
Cer-NDS(d16:0/23:0)-H,608.5982,576.572,560.577,272.2595,394.3685,378.3736,352.3585,211.2067,335.3557
Cer-NDS(d16:0/23:1)-H,606.5825,574.5563,558.5614,272.2595,392.3529,376.3579,350.3428,211.2067,333.3401
Cer-NDS(d16:0/24:0)-H,622.6138,590.5876,574.5927,272.2595,408.3842,392.3893,366.3741,211.2067,349.3714
Cer-NDS(d16:0/24:1)-H,620.5982,588.572,572.577,272.2595,406.3685,390.3736,364.3585,211.2067,347.3557
Cer-NDS(d16:0/24:2)-H,618.5825,586.5563,570.5614,272.2595,404.3529,388.3579,362.3428,211.2067,345.3401
Cer-NDS(d16:0/25:0)-H,636.6295,604.6033,588.6083,272.2595,422.3998,406.4049,380.3898,211.2067,363.3871
Cer-NDS(d16:0/25:1)-H,634.6138,602.5876,586.5927,272.2595,420.3842,404.3893,378.3741,211.2067,361.3714
Cer-NDS(d16:0/26:0)-H,650.6451,618.6189,602.624,272.2595,436.4155,420.4206,394.4054,211.2067,377.4027
Cer-NDS(d16:0/26:1)-H,648.6295,616.6033,600.6083,272.2595,434.3998,418.4049,392.3898,211.2067,375.3871
Cer-NDS(d16:0/26:2)-H,646.6138,614.5876,598.5927,272.2595,432.3842,416.3893,390.3741,211.2067,373.3714
Cer-NDS(d16:0/27:0)-H,664.6608,632.6346,616.6396,272.2595,450.4311,434.4362,408.4211,211.2067,391.4183
Cer-NDS(d16:0/27:1)-H,662.6451,630.6189,614.624,272.2595,448.4155,432.4206,406.4054,211.2067,389.4027
Cer-NDS(d16:0/28:0)-H,678.6765,646.6502,630.6553,272.2595,464.4468,448.4518,422.4367,211.2067,405.434
Cer-NDS(d16:0/28:1)-H,676.6608,644.6346,628.6396,272.2595,462.4311,446.4362,420.4211,211.2067,403.4183
Cer-NDS(d16:0/28:2)-H,674.6451,642.6189,626.624,272.2595,460.4155,444.4206,418.4054,211.2067,401.4027
Cer-NDS(d16:0/29:0)-H,692.6921,660.6658,644.671,272.2595,478.4624,462.4675,436.4524,211.2067,419.4496
Cer-NDS(d16:0/29:1)-H,690.6765,658.6502,642.6553,272.2595,476.4468,460.4518,434.4367,211.2067,417.434
Cer-NDS(d16:0/30:0)-H,706.7077,674.6815,658.6866,272.2595,492.4781,476.4832,450.468,211.2067,433.4653
Cer-NDS(d16:0/30:1)-H,704.6921,672.6658,656.671,272.2595,490.4624,474.4675,448.4524,211.2067,431.4496
Cer-NDS(d16:0/30:2)-H,702.6765,670.6502,654.6553,272.2595,488.4468,472.4518,446.4367,211.2067,429.434
Cer-NDS(d16:0/31:0)-H,720.7234,688.6971,672.7023,272.2595,506.4937,490.4988,464.4837,211.2067,447.481
Cer-NDS(d16:0/31:1)-H,718.7077,686.6815,670.6866,272.2595,504.4781,488.4832,462.468,211.2067,445.4653
Cer-NDS(d16:0/32:0)-H,734.739,702.7128,686.7179,272.2595,520.5094,504.5144,478.4993,211.2067,461.4966
Cer-NDS(d16:0/32:1)-H,732.7234,700.6971,684.7023,272.2595,518.4937,502.4988,476.4837,211.2067,459.481
Cer-NDS(d16:0/32:2)-H,730.7077,698.6815,682.6866,272.2595,516.4781,500.4832,474.468,211.2067,457.4653
Cer-NDS(d16:0/33:0)-H,748.7547,716.7285,700.7335,272.2595,534.525,518.5301,492.515,211.2067,475.5122
Cer-NDS(d16:0/33:1)-H,746.739,714.7128,698.7179,272.2595,532.5094,516.5145,490.4993,211.2067,473.4966
Cer-NDS(d16:0/34:0)-H,762.7703,730.7441,714.7492,272.2595,548.5406,532.5458,506.5306,211.2067,489.5279
Cer-NDS(d16:0/34:1)-H,760.7547,728.7285,712.7335,272.2595,546.525,530.5301,504.515,211.2067,487.5122
Cer-NDS(d16:0/34:2)-H,758.739,726.7128,710.7179,272.2595,544.5094,528.5145,502.4993,211.2067,485.4966
Cer-NDS(d16:0/35:0)-H,776.7859,744.7598,728.7648,272.2595,562.5563,546.5614,520.5463,211.2067,503.5435
Cer-NDS(d16:0/35:1)-H,774.7703,742.7441,726.7492,272.2595,560.5406,544.5458,518.5306,211.2067,501.5279
Cer-NDS(d16:0/36:0)-H,790.8016,758.7754,742.7805,272.2595,576.572,560.577,534.562,211.2067,517.5592
Cer-NDS(d16:0/36:1)-H,788.7859,756.7598,740.7648,272.2595,574.5563,558.5614,532.5463,211.2067,515.5436
Cer-NDS(d16:0/36:2)-H,786.7703,754.7441,738.7492,272.2595,572.5406,556.5458,530.5306,211.2067,513.5279
Cer-NDS(d16:0/38:0)-H,818.8329,786.8067,770.8118,272.2595,604.6033,588.6083,562.5933,211.2067,545.5905
Cer-NDS(d16:0/38:1)-H,816.8173,784.7911,768.7961,272.2595,602.5876,586.5927,560.5776,211.2067,543.5748
Cer-NDS(d16:0/38:2)-H,814.8016,782.7754,766.7805,272.2595,600.572,584.577,558.562,211.2067,541.5592
Cer-NDS(d16:0/40:0)-H,846.8643,814.838,798.8431,272.2595,632.6346,616.6396,590.6245,211.2067,573.6218
Cer-NDS(d16:0/40:1)-H,844.8486,812.8224,796.8275,272.2595,630.6189,614.624,588.6089,211.2067,571.6061
Cer-NDS(d16:0/40:2)-H,842.8329,810.8067,794.8118,272.2595,628.6033,612.6083,586.5933,211.2067,569.5905
Cer-NDS(d16:0/42:0)-H,874.8955,842.8693,826.8744,272.2595,660.6659,644.671,618.6558,211.2067,601.6531
Cer-NDS(d16:0/42:1)-H,872.8799,840.8536,824.8588,272.2595,658.6502,642.6553,616.6402,211.2067,599.6375
Cer-NDS(d16:0/42:2)-H,870.8643,838.838,822.8431,272.2595,656.6346,640.6396,614.6245,211.2067,597.6218
Cer-NDS(d17:0/12:0)-H,468.4417,436.4154,420.4205,286.2751,240.1964,224.2014,198.1863,225.2224,181.1836
Cer-NDS(d17:0/12:1)-H,466.426,434.3998,418.4049,286.2751,238.1807,222.1858,196.1707,225.2224,179.168
Cer-NDS(d17:0/13:0)-H,482.4573,450.4311,434.4362,286.2751,254.212,238.2171,212.202,225.2224,195.1992
Cer-NDS(d17:0/13:1)-H,480.4417,448.4154,432.4205,286.2751,252.1964,236.2014,210.1863,225.2224,193.1836
Cer-NDS(d17:0/14:0)-H,496.473,464.4467,448.4518,286.2751,268.2277,252.2328,226.2176,225.2224,209.2149
Cer-NDS(d17:0/14:1)-H,494.4573,462.4311,446.4362,286.2751,266.212,250.2171,224.202,225.2224,207.1992
Cer-NDS(d17:0/15:0)-H,510.4886,478.4624,462.4675,286.2751,282.2433,266.2484,240.2333,225.2224,223.2305
Cer-NDS(d17:0/15:1)-H,508.473,476.4467,460.4518,286.2751,280.2277,264.2328,238.2176,225.2224,221.2149
Cer-NDS(d17:0/16:0)-H,524.5043,492.4781,476.4832,286.2751,296.259,280.264,254.2489,225.2224,237.2462
