SQDG,[M+NH4]+,[M-SN1+H]+,[M-SN2+H]+,[M-C6H10O7S+H]+,[M-C6H10O7S-H2O+H]+,[M-C6H10O7S-SN1+H]+,[M-C6H10O7S-SN2+H]+,SN2,SN1
SQDG(19:0_27:0)+NH4,1008.775,693.4606,581.3354,765.733,747.7225,467.4459,355.3206,393.4091,281.2839
SQDG(19:1_19:1)+NH4,892.6183,579.3198,579.3198,649.5765,631.566,353.305,353.305,279.2682,279.2682
SQDG(19:1_19:2)+NH4,890.6027,577.3041,579.3198,647.5609,629.5504,351.2894,353.305,277.2526,279.2682
SQDG(20:0_19:1)+NH4,908.6497,579.3198,595.351,665.6078,647.5973,353.305,369.3363,279.2682,295.2996
SQDG(19:1_20:1)+NH4,906.634,593.3354,579.3198,663.5922,645.5816,367.3206,353.305,293.2839,279.2682
SQDG(19:1_20:2)+NH4,904.6183,591.3198,579.3198,661.5765,643.566,365.305,353.305,291.2682,279.2682
SQDG(19:1_20:3)+NH4,902.6027,589.3041,579.3198,659.5609,641.5504,363.2894,353.305,289.2526,279.2682
SQDG(19:1_20:4)+NH4,900.5871,587.2885,579.3198,657.5452,639.5347,361.2737,353.305,287.2369,279.2682
SQDG(19:1_20:5)+NH4,898.5714,585.2728,579.3198,655.5296,637.519,359.2581,353.305,285.2213,279.2682
SQDG(21:0_19:1)+NH4,922.6653,579.3198,609.3667,679.6235,661.6129,353.305,383.352,279.2682,309.3152
SQDG(19:1_21:1)+NH4,920.6497,607.351,579.3198,677.6078,659.5973,381.3363,353.305,307.2996,279.2682
SQDG(19:1_21:2)+NH4,918.634,605.3354,579.3198,675.5922,657.5816,379.3206,353.305,305.2839,279.2682
SQDG(22:0_19:1)+NH4,936.681,579.3198,623.3823,693.6392,675.6286,353.305,397.3676,279.2682,323.3308
SQDG(19:1_22:1)+NH4,934.6653,621.3667,579.3198,691.6235,673.6129,395.352,353.305,321.3152,279.2682
SQDG(19:1_22:2)+NH4,932.6497,619.351,579.3198,689.6078,671.5973,393.3363,353.305,319.2996,279.2682
SQDG(19:1_22:3)+NH4,930.634,617.3354,579.3198,687.5922,669.5816,391.3206,353.305,317.2839,279.2682
SQDG(19:1_22:4)+NH4,928.6183,615.3198,579.3198,685.5765,667.566,389.305,353.305,315.2682,279.2682
SQDG(19:1_22:5)+NH4,926.6027,613.3041,579.3198,683.5609,665.5504,387.2894,353.305,313.2526,279.2682
SQDG(19:1_22:6)+NH4,924.5871,611.2885,579.3198,681.5452,663.5347,385.2737,353.305,311.2369,279.2682
SQDG(23:0_19:1)+NH4,950.6966,579.3198,637.398,707.6548,689.6442,353.305,411.3833,279.2682,337.3465
SQDG(24:0_19:1)+NH4,964.7123,579.3198,651.4136,721.6705,703.6599,353.305,425.3989,279.2682,351.3622
SQDG(19:1_24:1)+NH4,962.6966,649.398,579.3198,719.6548,701.6442,423.3833,353.305,349.3465,279.2682
SQDG(19:1_24:2)+NH4,960.681,647.3823,579.3198,717.6392,699.6286,421.3676,353.305,347.3308,279.2682
SQDG(19:1_24:4)+NH4,956.6497,643.351,579.3198,713.6078,695.5973,417.3363,353.305,343.2996,279.2682
SQDG(25:0_19:1)+NH4,978.7279,579.3198,665.4293,735.6861,717.6755,353.305,439.4146,279.2682,365.3778
SQDG(26:0_19:1)+NH4,992.7436,579.3198,679.4449,749.7017,731.6912,353.305,453.4302,279.2682,379.3935
SQDG(19:1_26:1)+NH4,990.7279,677.4293,579.3198,747.6861,729.6755,451.4146,353.305,377.3778,279.2682
SQDG(19:1_26:2)+NH4,988.7123,675.4136,579.3198,745.6705,727.6599,449.3989,353.305,375.3622,279.2682
SQDG(19:1_26:4)+NH4,984.681,671.3823,579.3198,741.6392,723.6286,445.3676,353.305,371.3308,279.2682
SQDG(27:0_19:1)+NH4,1006.759,579.3198,693.4606,763.7174,745.7068,353.305,467.4459,279.2682,393.4091
SQDG(19:2_19:2)+NH4,888.5871,577.3041,577.3041,645.5452,627.5347,351.2894,351.2894,277.2526,277.2526
SQDG(20:0_19:2)+NH4,906.634,577.3041,595.351,663.5922,645.5816,351.2894,369.3363,277.2526,295.2996
SQDG(20:1_19:2)+NH4,904.6183,577.3041,593.3354,661.5765,643.566,351.2894,367.3206,277.2526,293.2839
SQDG(19:2_20:2)+NH4,902.6027,591.3198,577.3041,659.5609,641.5504,365.305,351.2894,291.2682,277.2526
SQDG(19:2_20:3)+NH4,900.5871,589.3041,577.3041,657.5452,639.5347,363.2894,351.2894,289.2526,277.2526
SQDG(19:2_20:4)+NH4,898.5714,587.2885,577.3041,655.5296,637.519,361.2737,351.2894,287.2369,277.2526
SQDG(19:2_20:5)+NH4,896.5558,585.2728,577.3041,653.514,635.5034,359.2581,351.2894,285.2213,277.2526
SQDG(21:0_19:2)+NH4,920.6497,577.3041,609.3667,677.6078,659.5973,351.2894,383.352,277.2526,309.3152
SQDG(21:1_19:2)+NH4,918.634,577.3041,607.351,675.5922,657.5816,351.2894,381.3363,277.2526,307.2996
SQDG(19:2_21:2)+NH4,916.6183,605.3354,577.3041,673.5765,655.566,379.3206,351.2894,305.2839,277.2526
SQDG(22:0_19:2)+NH4,934.6653,577.3041,623.3823,691.6235,673.6129,351.2894,397.3676,277.2526,323.3308
SQDG(22:1_19:2)+NH4,932.6497,577.3041,621.3667,689.6078,671.5973,351.2894,395.352,277.2526,321.3152
SQDG(19:2_22:2)+NH4,930.634,619.351,577.3041,687.5922,669.5816,393.3363,351.2894,319.2996,277.2526
SQDG(19:2_22:3)+NH4,928.6183,617.3354,577.3041,685.5765,667.566,391.3206,351.2894,317.2839,277.2526
SQDG(19:2_22:4)+NH4,926.6027,615.3198,577.3041,683.5609,665.5504,389.305,351.2894,315.2682,277.2526
SQDG(19:2_22:5)+NH4,924.5871,613.3041,577.3041,681.5452,663.5347,387.2894,351.2894,313.2526,277.2526
SQDG(19:2_22:6)+NH4,922.5714,611.2885,577.3041,679.5296,661.519,385.2737,351.2894,311.2369,277.2526
SQDG(23:0_19:2)+NH4,948.681,577.3041,637.398,705.6392,687.6286,351.2894,411.3833,277.2526,337.3465
SQDG(24:0_19:2)+NH4,962.6966,577.3041,651.4136,719.6548,701.6442,351.2894,425.3989,277.2526,351.3622
SQDG(24:1_19:2)+NH4,960.681,577.3041,649.398,717.6392,699.6286,351.2894,423.3833,277.2526,349.3465
SQDG(19:2_24:2)+NH4,958.6653,647.3823,577.3041,715.6235,697.6129,421.3676,351.2894,347.3308,277.2526
SQDG(19:2_24:4)+NH4,954.634,643.351,577.3041,711.5922,693.5816,417.3363,351.2894,343.2996,277.2526
SQDG(25:0_19:2)+NH4,976.7123,577.3041,665.4293,733.6705,715.6599,351.2894,439.4146,277.2526,365.3778
SQDG(26:0_19:2)+NH4,990.7279,577.3041,679.4449,747.6861,729.6755,351.2894,453.4302,277.2526,379.3935
SQDG(26:1_19:2)+NH4,988.7123,577.3041,677.4293,745.6705,727.6599,351.2894,451.4146,277.2526,377.3778
SQDG(19:2_26:2)+NH4,986.6966,675.4136,577.3041,743.6548,725.6442,449.3989,351.2894,375.3622,277.2526
SQDG(19:2_26:4)+NH4,982.6653,671.3823,577.3041,739.6235,721.6129,445.3676,351.2894,371.3308,277.2526
SQDG(27:0_19:2)+NH4,1004.744,577.3041,693.4606,761.7017,743.6912,351.2894,467.4459,277.2526,393.4091
SQDG(20:0_20:0)+NH4,924.681,595.351,595.351,681.6392,663.6286,369.3363,369.3363,295.2996,295.2996
SQDG(20:0_20:1)+NH4,922.6653,593.3354,595.351,679.6235,661.6129,367.3206,369.3363,293.2839,295.2996
SQDG(20:0_20:2)+NH4,920.6497,591.3198,595.351,677.6078,659.5973,365.305,369.3363,291.2682,295.2996
SQDG(20:0_20:3)+NH4,918.634,589.3041,595.351,675.5922,657.5816,363.2894,369.3363,289.2526,295.2996
SQDG(20:0_20:4)+NH4,916.6183,587.2885,595.351,673.5765,655.566,361.2737,369.3363,287.2369,295.2996
SQDG(20:0_20:5)+NH4,914.6027,585.2728,595.351,671.5609,653.5504,359.2581,369.3363,285.2213,295.2996
SQDG(20:0_21:0)+NH4,938.6966,609.3667,595.351,695.6548,677.6442,383.352,369.3363,309.3152,295.2996
SQDG(20:0_21:1)+NH4,936.681,607.351,595.351,693.6392,675.6286,381.3363,369.3363,307.2996,295.2996
SQDG(20:0_21:2)+NH4,934.6653,605.3354,595.351,691.6235,673.6129,379.3206,369.3363,305.2839,295.2996
SQDG(20:0_22:0)+NH4,952.7123,623.3823,595.351,709.6705,691.6599,397.3676,369.3363,323.3308,295.2996
SQDG(20:0_22:1)+NH4,950.6966,621.3667,595.351,707.6548,689.6442,395.352,369.3363,321.3152,295.2996
SQDG(20:0_22:2)+NH4,948.681,619.351,595.351,705.6392,687.6286,393.3363,369.3363,319.2996,295.2996
SQDG(20:0_22:3)+NH4,946.6653,617.3354,595.351,703.6235,685.6129,391.3206,369.3363,317.2839,295.2996
SQDG(20:0_22:4)+NH4,944.6497,615.3198,595.351,701.6078,683.5973,389.305,369.3363,315.2682,295.2996
SQDG(20:0_22:5)+NH4,942.634,613.3041,595.351,699.5922,681.5816,387.2894,369.3363,313.2526,295.2996
SQDG(20:0_22:6)+NH4,940.6183,611.2885,595.351,697.5765,679.566,385.2737,369.3363,311.2369,295.2996
SQDG(20:0_23:0)+NH4,966.7279,637.398,595.351,723.6861,705.6755,411.3833,369.3363,337.3465,295.2996
SQDG(20:0_24:0)+NH4,980.7436,651.4136,595.351,737.7017,719.6912,425.3989,369.3363,351.3622,295.2996
SQDG(20:0_24:1)+NH4,978.7279,649.398,595.351,735.6861,717.6755,423.3833,369.3363,349.3465,295.2996
SQDG(20:0_24:2)+NH4,976.7123,647.3823,595.351,733.6705,715.6599,421.3676,369.3363,347.3308,295.2996
SQDG(20:0_24:4)+NH4,972.681,643.351,595.351,729.6392,711.6286,417.3363,369.3363,343.2996,295.2996
SQDG(20:0_25:0)+NH4,994.7592,665.4293,595.351,751.7174,733.7068,439.4146,369.3363,365.3778,295.2996
SQDG(20:0_26:0)+NH4,1008.775,679.4449,595.351,765.733,747.7225,453.4302,369.3363,379.3935,295.2996
SQDG(20:0_26:1)+NH4,1006.759,677.4293,595.351,763.7174,745.7068,451.4146,369.3363,377.3778,295.2996
SQDG(20:0_26:2)+NH4,1004.744,675.4136,595.351,761.7017,743.6912,449.3989,369.3363,375.3622,295.2996
SQDG(20:0_26:4)+NH4,1000.712,671.3823,595.351,757.6705,739.6599,445.3676,369.3363,371.3308,295.2996
SQDG(20:0_27:0)+NH4,1022.791,693.4606,595.351,779.7487,761.7382,467.4459,369.3363,393.4091,295.2996
SQDG(20:1_20:1)+NH4,920.6497,593.3354,593.3354,677.6078,659.5973,367.3206,367.3206,293.2839,293.2839
SQDG(20:1_20:2)+NH4,918.634,591.3198,593.3354,675.5922,657.5816,365.305,367.3206,291.2682,293.2839
SQDG(20:1_20:3)+NH4,916.6183,589.3041,593.3354,673.5765,655.566,363.2894,367.3206,289.2526,293.2839
SQDG(20:1_20:4)+NH4,914.6027,587.2885,593.3354,671.5609,653.5504,361.2737,367.3206,287.2369,293.2839
SQDG(20:1_20:5)+NH4,912.5871,585.2728,593.3354,669.5452,651.5347,359.2581,367.3206,285.2213,293.2839
SQDG(21:0_20:1)+NH4,936.681,593.3354,609.3667,693.6392,675.6286,367.3206,383.352,293.2839,309.3152
SQDG(20:1_21:1)+NH4,934.6653,607.351,593.3354,691.6235,673.6129,381.3363,367.3206,307.2996,293.2839
SQDG(20:1_21:2)+NH4,932.6497,605.3354,593.3354,689.6078,671.5973,379.3206,367.3206,305.2839,293.2839
SQDG(22:0_20:1)+NH4,950.6966,593.3354,623.3823,707.6548,689.6442,367.3206,397.3676,293.2839,323.3308
SQDG(20:1_22:1)+NH4,948.681,621.3667,593.3354,705.6392,687.6286,395.352,367.3206,321.3152,293.2839
SQDG(20:1_22:2)+NH4,946.6653,619.351,593.3354,703.6235,685.6129,393.3363,367.3206,319.2996,293.2839
SQDG(20:1_22:3)+NH4,944.6497,617.3354,593.3354,701.6078,683.5973,391.3206,367.3206,317.2839,293.2839
SQDG(20:1_22:4)+NH4,942.634,615.3198,593.3354,699.5922,681.5816,389.305,367.3206,315.2682,293.2839
SQDG(20:1_22:5)+NH4,940.6183,613.3041,593.3354,697.5765,679.566,387.2894,367.3206,313.2526,293.2839
SQDG(20:1_22:6)+NH4,938.6027,611.2885,593.3354,695.5609,677.5504,385.2737,367.3206,311.2369,293.2839
SQDG(23:0_20:1)+NH4,964.7123,593.3354,637.398,721.6705,703.6599,367.3206,411.3833,293.2839,337.3465
SQDG(24:0_20:1)+NH4,978.7279,593.3354,651.4136,735.6861,717.6755,367.3206,425.3989,293.2839,351.3622
SQDG(20:1_24:1)+NH4,976.7123,649.398,593.3354,733.6705,715.6599,423.3833,367.3206,349.3465,293.2839
SQDG(20:1_24:2)+NH4,974.6966,647.3823,593.3354,731.6548,713.6442,421.3676,367.3206,347.3308,293.2839
SQDG(20:1_24:4)+NH4,970.6653,643.351,593.3354,727.6235,709.6129,417.3363,367.3206,343.2996,293.2839
SQDG(25:0_20:1)+NH4,992.7436,593.3354,665.4293,749.7017,731.6912,367.3206,439.4146,293.2839,365.3778
SQDG(26:0_20:1)+NH4,1006.759,593.3354,679.4449,763.7174,745.7068,367.3206,453.4302,293.2839,379.3935
SQDG(20:1_26:1)+NH4,1004.744,677.4293,593.3354,761.7017,743.6912,451.4146,367.3206,377.3778,293.2839
SQDG(20:1_26:2)+NH4,1002.728,675.4136,593.3354,759.6861,741.6755,449.3989,367.3206,375.3622,293.2839
SQDG(20:1_26:4)+NH4,998.6966,671.3823,593.3354,755.6548,737.6442,445.3676,367.3206,371.3308,293.2839
SQDG(27:0_20:1)+NH4,1020.775,593.3354,693.4606,777.733,759.7225,367.3206,467.4459,293.2839,393.4091
SQDG(20:2_20:2)+NH4,916.6183,591.3198,591.3198,673.5765,655.566,365.305,365.305,291.2682,291.2682
SQDG(20:2_20:3)+NH4,914.6027,589.3041,591.3198,671.5609,653.5504,363.2894,365.305,289.2526,291.2682
SQDG(20:2_20:4)+NH4,912.5871,587.2885,591.3198,669.5452,651.5347,361.2737,365.305,287.2369,291.2682
SQDG(20:2_20:5)+NH4,910.5714,585.2728,591.3198,667.5296,649.519,359.2581,365.305,285.2213,291.2682
SQDG(21:0_20:2)+NH4,934.6653,591.3198,609.3667,691.6235,673.6129,365.305,383.352,291.2682,309.3152
SQDG(21:1_20:2)+NH4,932.6497,591.3198,607.351,689.6078,671.5973,365.305,381.3363,291.2682,307.2996
SQDG(20:2_21:2)+NH4,930.634,605.3354,591.3198,687.5922,669.5816,379.3206,365.305,305.2839,291.2682
SQDG(22:0_20:2)+NH4,948.681,591.3198,623.3823,705.6392,687.6286,365.305,397.3676,291.2682,323.3308
SQDG(22:1_20:2)+NH4,946.6653,591.3198,621.3667,703.6235,685.6129,365.305,395.352,291.2682,321.3152
SQDG(20:2_22:2)+NH4,944.6497,619.351,591.3198,701.6078,683.5973,393.3363,365.305,319.2996,291.2682
SQDG(20:2_22:3)+NH4,942.634,617.3354,591.3198,699.5922,681.5816,391.3206,365.305,317.2839,291.2682
SQDG(20:2_22:4)+NH4,940.6183,615.3198,591.3198,697.5765,679.566,389.305,365.305,315.2682,291.2682
SQDG(20:2_22:5)+NH4,938.6027,613.3041,591.3198,695.5609,677.5504,387.2894,365.305,313.2526,291.2682
SQDG(20:2_22:6)+NH4,936.5871,611.2885,591.3198,693.5452,675.5347,385.2737,365.305,311.2369,291.2682
SQDG(23:0_20:2)+NH4,962.6966,591.3198,637.398,719.6548,701.6442,365.305,411.3833,291.2682,337.3465
SQDG(24:0_20:2)+NH4,976.7123,591.3198,651.4136,733.6705,715.6599,365.305,425.3989,291.2682,351.3622
SQDG(24:1_20:2)+NH4,974.6966,591.3198,649.398,731.6548,713.6442,365.305,423.3833,291.2682,349.3465
SQDG(20:2_24:2)+NH4,972.681,647.3823,591.3198,729.6392,711.6286,421.3676,365.305,347.3308,291.2682
SQDG(20:2_24:4)+NH4,968.6497,643.351,591.3198,725.6078,707.5973,417.3363,365.305,343.2996,291.2682
SQDG(25:0_20:2)+NH4,990.7279,591.3198,665.4293,747.6861,729.6755,365.305,439.4146,291.2682,365.3778
SQDG(26:0_20:2)+NH4,1004.744,591.3198,679.4449,761.7017,743.6912,365.305,453.4302,291.2682,379.3935
SQDG(26:1_20:2)+NH4,1002.728,591.3198,677.4293,759.6861,741.6755,365.305,451.4146,291.2682,377.3778
SQDG(20:2_26:2)+NH4,1000.712,675.4136,591.3198,757.6705,739.6599,449.3989,365.305,375.3622,291.2682
SQDG(20:2_26:4)+NH4,996.681,671.3823,591.3198,753.6392,735.6286,445.3676,365.305,371.3308,291.2682
SQDG(27:0_20:2)+NH4,1018.759,591.3198,693.4606,775.7174,757.7068,365.305,467.4459,291.2682,393.4091
SQDG(20:3_20:3)+NH4,912.5871,589.3041,589.3041,669.5452,651.5347,363.2894,363.2894,289.2526,289.2526
SQDG(20:3_20:4)+NH4,910.5714,587.2885,589.3041,667.5296,649.519,361.2737,363.2894,287.2369,289.2526
SQDG(20:3_20:5)+NH4,908.5558,585.2728,589.3041,665.514,647.5034,359.2581,363.2894,285.2213,289.2526
SQDG(21:0_20:3)+NH4,932.6497,589.3041,609.3667,689.6078,671.5973,363.2894,383.352,289.2526,309.3152
SQDG(21:1_20:3)+NH4,930.634,589.3041,607.351,687.5922,669.5816,363.2894,381.3363,289.2526,307.2996
SQDG(21:2_20:3)+NH4,928.6183,589.3041,605.3354,685.5765,667.566,363.2894,379.3206,289.2526,305.2839
SQDG(22:0_20:3)+NH4,946.6653,589.3041,623.3823,703.6235,685.6129,363.2894,397.3676,289.2526,323.3308
SQDG(22:1_20:3)+NH4,944.6497,589.3041,621.3667,701.6078,683.5973,363.2894,395.352,289.2526,321.3152
SQDG(22:2_20:3)+NH4,942.634,589.3041,619.351,699.5922,681.5816,363.2894,393.3363,289.2526,319.2996
SQDG(20:3_22:3)+NH4,940.6183,617.3354,589.3041,697.5765,679.566,391.3206,363.2894,317.2839,289.2526
SQDG(20:3_22:4)+NH4,938.6027,615.3198,589.3041,695.5609,677.5504,389.305,363.2894,315.2682,289.2526
SQDG(20:3_22:5)+NH4,936.5871,613.3041,589.3041,693.5452,675.5347,387.2894,363.2894,313.2526,289.2526
SQDG(20:3_22:6)+NH4,934.5714,611.2885,589.3041,691.5296,673.519,385.2737,363.2894,311.2369,289.2526
SQDG(23:0_20:3)+NH4,960.681,589.3041,637.398,717.6392,699.6286,363.2894,411.3833,289.2526,337.3465
SQDG(24:0_20:3)+NH4,974.6966,589.3041,651.4136,731.6548,713.6442,363.2894,425.3989,289.2526,351.3622
SQDG(24:1_20:3)+NH4,972.681,589.3041,649.398,729.6392,711.6286,363.2894,423.3833,289.2526,349.3465
SQDG(24:2_20:3)+NH4,970.6653,589.3041,647.3823,727.6235,709.6129,363.2894,421.3676,289.2526,347.3308
SQDG(20:3_24:4)+NH4,966.634,643.351,589.3041,723.5922,705.5816,417.3363,363.2894,343.2996,289.2526
SQDG(25:0_20:3)+NH4,988.7123,589.3041,665.4293,745.6705,727.6599,363.2894,439.4146,289.2526,365.3778
SQDG(26:0_20:3)+NH4,1002.728,589.3041,679.4449,759.6861,741.6755,363.2894,453.4302,289.2526,379.3935
SQDG(26:1_20:3)+NH4,1000.712,589.3041,677.4293,757.6705,739.6599,363.2894,451.4146,289.2526,377.3778
SQDG(26:2_20:3)+NH4,998.6966,589.3041,675.4136,755.6548,737.6442,363.2894,449.3989,289.2526,375.3622
SQDG(20:3_26:4)+NH4,994.6653,671.3823,589.3041,751.6235,733.6129,445.3676,363.2894,371.3308,289.2526
SQDG(27:0_20:3)+NH4,1016.744,589.3041,693.4606,773.7017,755.6912,363.2894,467.4459,289.2526,393.4091
SQDG(20:4_20:4)+NH4,908.5558,587.2885,587.2885,665.514,647.5034,361.2737,361.2737,287.2369,287.2369
SQDG(20:4_20:5)+NH4,906.5401,585.2728,587.2885,663.4983,645.4877,359.2581,361.2737,285.2213,287.2369
SQDG(21:0_20:4)+NH4,930.634,587.2885,609.3667,687.5922,669.5816,361.2737,383.352,287.2369,309.3152
SQDG(21:1_20:4)+NH4,928.6183,587.2885,607.351,685.5765,667.566,361.2737,381.3363,287.2369,307.2996
SQDG(21:2_20:4)+NH4,926.6027,587.2885,605.3354,683.5609,665.5504,361.2737,379.3206,287.2369,305.2839
SQDG(22:0_20:4)+NH4,944.6497,587.2885,623.3823,701.6078,683.5973,361.2737,397.3676,287.2369,323.3308
SQDG(22:1_20:4)+NH4,942.634,587.2885,621.3667,699.5922,681.5816,361.2737,395.352,287.2369,321.3152
SQDG(22:2_20:4)+NH4,940.6183,587.2885,619.351,697.5765,679.566,361.2737,393.3363,287.2369,319.2996
SQDG(22:3_20:4)+NH4,938.6027,587.2885,617.3354,695.5609,677.5504,361.2737,391.3206,287.2369,317.2839
SQDG(20:4_22:4)+NH4,936.5871,615.3198,587.2885,693.5452,675.5347,389.305,361.2737,315.2682,287.2369
SQDG(20:4_22:5)+NH4,934.5714,613.3041,587.2885,691.5296,673.519,387.2894,361.2737,313.2526,287.2369
SQDG(20:4_22:6)+NH4,932.5558,611.2885,587.2885,689.514,671.5034,385.2737,361.2737,311.2369,287.2369
SQDG(23:0_20:4)+NH4,958.6653,587.2885,637.398,715.6235,697.6129,361.2737,411.3833,287.2369,337.3465
SQDG(24:0_20:4)+NH4,972.681,587.2885,651.4136,729.6392,711.6286,361.2737,425.3989,287.2369,351.3622
SQDG(24:1_20:4)+NH4,970.6653,587.2885,649.398,727.6235,709.6129,361.2737,423.3833,287.2369,349.3465
SQDG(24:2_20:4)+NH4,968.6497,587.2885,647.3823,725.6078,707.5973,361.2737,421.3676,287.2369,347.3308
SQDG(20:4_24:4)+NH4,964.6183,643.351,587.2885,721.5765,703.566,417.3363,361.2737,343.2996,287.2369
SQDG(25:0_20:4)+NH4,986.6966,587.2885,665.4293,743.6548,725.6442,361.2737,439.4146,287.2369,365.3778
SQDG(26:0_20:4)+NH4,1000.712,587.2885,679.4449,757.6705,739.6599,361.2737,453.4302,287.2369,379.3935
SQDG(26:1_20:4)+NH4,998.6966,587.2885,677.4293,755.6548,737.6442,361.2737,451.4146,287.2369,377.3778
SQDG(26:2_20:4)+NH4,996.681,587.2885,675.4136,753.6392,735.6286,361.2737,449.3989,287.2369,375.3622
SQDG(20:4_26:4)+NH4,992.6497,671.3823,587.2885,749.6078,731.5973,445.3676,361.2737,371.3308,287.2369
SQDG(27:0_20:4)+NH4,1014.728,587.2885,693.4606,771.6861,753.6755,361.2737,467.4459,287.2369,393.4091
SQDG(20:5_20:5)+NH4,904.5245,585.2728,585.2728,661.4827,643.4721,359.2581,359.2581,285.2213,285.2213
SQDG(21:0_20:5)+NH4,928.6183,585.2728,609.3667,685.5765,667.566,359.2581,383.352,285.2213,309.3152
SQDG(21:1_20:5)+NH4,926.6027,585.2728,607.351,683.5609,665.5504,359.2581,381.3363,285.2213,307.2996
SQDG(21:2_20:5)+NH4,924.5871,585.2728,605.3354,681.5452,663.5347,359.2581,379.3206,285.2213,305.2839
SQDG(22:0_20:5)+NH4,942.634,585.2728,623.3823,699.5922,681.5816,359.2581,397.3676,285.2213,323.3308
SQDG(22:1_20:5)+NH4,940.6183,585.2728,621.3667,697.5765,679.566,359.2581,395.352,285.2213,321.3152
SQDG(22:2_20:5)+NH4,938.6027,585.2728,619.351,695.5609,677.5504,359.2581,393.3363,285.2213,319.2996
SQDG(22:3_20:5)+NH4,936.5871,585.2728,617.3354,693.5452,675.5347,359.2581,391.3206,285.2213,317.2839
SQDG(22:4_20:5)+NH4,934.5714,585.2728,615.3198,691.5296,673.519,359.2581,389.305,285.2213,315.2682
SQDG(20:5_22:5)+NH4,932.5558,613.3041,585.2728,689.514,671.5034,387.2894,359.2581,313.2526,285.2213
SQDG(20:5_22:6)+NH4,930.5401,611.2885,585.2728,687.4983,669.4877,385.2737,359.2581,311.2369,285.2213
SQDG(23:0_20:5)+NH4,956.6497,585.2728,637.398,713.6078,695.5973,359.2581,411.3833,285.2213,337.3465
SQDG(24:0_20:5)+NH4,970.6653,585.2728,651.4136,727.6235,709.6129,359.2581,425.3989,285.2213,351.3622
SQDG(24:1_20:5)+NH4,968.6497,585.2728,649.398,725.6078,707.5973,359.2581,423.3833,285.2213,349.3465
SQDG(24:2_20:5)+NH4,966.634,585.2728,647.3823,723.5922,705.5816,359.2581,421.3676,285.2213,347.3308
SQDG(24:4_20:5)+NH4,962.6027,585.2728,643.351,719.5609,701.5504,359.2581,417.3363,285.2213,343.2996
SQDG(25:0_20:5)+NH4,984.681,585.2728,665.4293,741.6392,723.6286,359.2581,439.4146,285.2213,365.3778
SQDG(26:0_20:5)+NH4,998.6966,585.2728,679.4449,755.6548,737.6442,359.2581,453.4302,285.2213,379.3935
SQDG(26:1_20:5)+NH4,996.681,585.2728,677.4293,753.6392,735.6286,359.2581,451.4146,285.2213,377.3778
SQDG(26:2_20:5)+NH4,994.6653,585.2728,675.4136,751.6235,733.6129,359.2581,449.3989,285.2213,375.3622
SQDG(26:4_20:5)+NH4,990.634,585.2728,671.3823,747.5922,729.5816,359.2581,445.3676,285.2213,371.3308
SQDG(27:0_20:5)+NH4,1012.712,585.2728,693.4606,769.6705,751.6599,359.2581,467.4459,285.2213,393.4091
SQDG(21:0_21:0)+NH4,952.7123,609.3667,609.3667,709.6705,691.6599,383.352,383.352,309.3152,309.3152
SQDG(21:0_21:1)+NH4,950.6966,607.351,609.3667,707.6548,689.6442,381.3363,383.352,307.2996,309.3152
SQDG(21:0_21:2)+NH4,948.681,605.3354,609.3667,705.6392,687.6286,379.3206,383.352,305.2839,309.3152
SQDG(21:0_22:0)+NH4,966.7279,623.3823,609.3667,723.6861,705.6755,397.3676,383.352,323.3308,309.3152
SQDG(21:0_22:1)+NH4,964.7123,621.3667,609.3667,721.6705,703.6599,395.352,383.352,321.3152,309.3152
SQDG(21:0_22:2)+NH4,962.6966,619.351,609.3667,719.6548,701.6442,393.3363,383.352,319.2996,309.3152
SQDG(21:0_22:3)+NH4,960.681,617.3354,609.3667,717.6392,699.6286,391.3206,383.352,317.2839,309.3152
SQDG(21:0_22:4)+NH4,958.6653,615.3198,609.3667,715.6235,697.6129,389.305,383.352,315.2682,309.3152
SQDG(21:0_22:5)+NH4,956.6497,613.3041,609.3667,713.6078,695.5973,387.2894,383.352,313.2526,309.3152
SQDG(21:0_22:6)+NH4,954.634,611.2885,609.3667,711.5922,693.5816,385.2737,383.352,311.2369,309.3152
SQDG(21:0_23:0)+NH4,980.7436,637.398,609.3667,737.7017,719.6912,411.3833,383.352,337.3465,309.3152
SQDG(21:0_24:0)+NH4,994.7592,651.4136,609.3667,751.7174,733.7068,425.3989,383.352,351.3622,309.3152
SQDG(21:0_24:1)+NH4,992.7436,649.398,609.3667,749.7017,731.6912,423.3833,383.352,349.3465,309.3152
SQDG(21:0_24:2)+NH4,990.7279,647.3823,609.3667,747.6861,729.6755,421.3676,383.352,347.3308,309.3152
SQDG(21:0_24:4)+NH4,986.6966,643.351,609.3667,743.6548,725.6442,417.3363,383.352,343.2996,309.3152
SQDG(21:0_25:0)+NH4,1008.775,665.4293,609.3667,765.733,747.7225,439.4146,383.352,365.3778,309.3152
SQDG(21:0_26:0)+NH4,1022.791,679.4449,609.3667,779.7487,761.7382,453.4302,383.352,379.3935,309.3152
SQDG(21:0_26:1)+NH4,1020.775,677.4293,609.3667,777.733,759.7225,451.4146,383.352,377.3778,309.3152
SQDG(21:0_26:2)+NH4,1018.759,675.4136,609.3667,775.7174,757.7068,449.3989,383.352,375.3622,309.3152
