Cer_EOS,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EOS(d21:2/18:0/O-24:1)-H,968.90155,702.64055,406.36955,380.35395,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-24:2)-H,966.88595,700.62495,404.35395,378.33835,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-24:3)-H,964.87025,698.60935,402.33835,376.32265,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-24:4)-H,962.85465,696.59365,400.32265,374.30705,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-25:0)-H,984.93285,718.67185,422.40095,396.38525,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-25:1)-H,982.91725,716.65625,420.38525,394.36955,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-25:2)-H,980.90155,714.64055,418.36955,392.35395,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-25:3)-H,978.88595,712.62495,416.35395,390.33835,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-25:4)-H,976.87025,710.60935,414.33835,388.32265,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-26:0)-H,998.94845,732.68755,436.41655,410.40095,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-26:1)-H,996.93285,730.67185,434.40095,408.38525,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-26:2)-H,994.91725,728.65625,432.38525,406.36955,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-26:3)-H,992.90155,726.64055,430.36955,404.35395,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-26:4)-H,990.88595,724.62495,428.35395,402.33835,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-27:0)-H,1012.96455,746.70315,450.43225,424.41655,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-27:1)-H,1010.94855,744.68755,448.41655,422.40095,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-27:2)-H,1008.93255,742.67185,446.40095,420.38525,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-27:3)-H,1006.91755,740.65625,444.38525,418.36955,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-27:4)-H,1004.90155,738.64055,442.36955,416.35395,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-28:0)-H,1026.97955,760.71885,464.44785,438.43225,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-28:1)-H,1024.96455,758.70315,462.43225,436.41655,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-28:2)-H,1022.94855,756.68755,460.41655,434.40095,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-28:3)-H,1020.93255,754.67185,458.40095,432.38525,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-28:4)-H,1018.91755,752.65625,456.38525,430.36955,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-29:0)-H,1040.99555,774.73445,478.46355,452.44785,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-29:1)-H,1038.97955,772.71885,476.44785,450.43225,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-29:2)-H,1036.96455,770.70315,474.43225,448.41655,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-29:3)-H,1034.94855,768.68755,472.41655,446.40095,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-29:4)-H,1032.93255,766.67185,470.40095,444.38525,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-30:0)-H,1055.01155,788.75015,492.47915,466.46355,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-30:1)-H,1052.99555,786.73445,490.46355,464.44785,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-30:2)-H,1050.97955,784.71885,488.44785,462.43225,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-30:3)-H,1048.96455,782.70315,486.43225,460.41655,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-30:4)-H,1046.94855,780.68755,484.41655,458.40095,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-31:0)-H,1069.02655,802.76585,506.49485,480.47915,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-31:1)-H,1067.01155,800.75015,504.47915,478.46355,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-31:2)-H,1064.99555,798.73445,502.46355,476.44785,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-31:3)-H,1062.97955,796.71885,500.44785,474.43225,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-31:4)-H,1060.96455,794.70315,498.43225,472.41655,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-32:0)-H,1083.04255,816.78145,520.51045,494.49485,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-32:1)-H,1081.02655,814.76585,518.49485,492.47915,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-32:2)-H,1079.01155,812.75015,516.47915,490.46355,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-32:3)-H,1076.99555,810.73445,514.46355,488.44785,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-32:4)-H,1074.97955,808.71885,512.44785,486.43225,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-33:0)-H,1097.05755,830.79715,534.52615,508.51045,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-33:1)-H,1095.04255,828.78145,532.51045,506.49485,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-33:2)-H,1093.02655,826.76585,530.49485,504.47915,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-33:3)-H,1091.01155,824.75015,528.47915,502.46355,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-33:4)-H,1088.99555,822.73445,526.46355,500.44785,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-34:0)-H,1111.07355,844.81275,548.54175,522.52615,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-34:1)-H,1109.05755,842.79715,546.52615,520.51045,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-34:2)-H,1107.04255,840.78145,544.51045,518.49485,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-34:3)-H,1105.02655,838.76585,542.49485,516.47915,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-34:4)-H,1103.01155,836.75015,540.47915,514.46355,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-35:0)-H,1125.08955,858.82835,562.55745,536.54175,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-35:1)-H,1123.07355,856.81275,560.54175,534.52615,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-35:2)-H,1121.05755,854.79715,558.52615,532.51045,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-35:3)-H,1119.04255,852.78145,556.51045,530.49485,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-35:4)-H,1117.02655,850.76585,554.49485,528.47915,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-36:0)-H,1139.10455,872.84405,576.57305,550.55745,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-36:1)-H,1137.08955,870.82835,574.55745,548.54175,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-36:2)-H,1135.07355,868.81275,572.54175,546.52615,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-36:3)-H,1133.05755,866.79715,570.52615,544.51045,283.26485,277.25425
Cer_EOS(d21:2/18:0/O-36:4)-H,1131.04255,864.78145,568.51045,542.49485,283.26485,277.25425
Cer_EOS(d21:2/18:1/O-16:0)-H,856.77635,592.53105,296.26005,270.24445,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-16:1)-H,854.76065,590.51535,294.24445,268.22875,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-16:2)-H,852.74505,588.49975,292.22875,266.21315,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-16:3)-H,850.72945,586.48405,290.21315,264.19745,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-16:4)-H,848.71375,584.46845,288.19745,262.18185,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-17:0)-H,870.79195,606.54665,310.27565,284.26005,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-17:1)-H,868.77635,604.53105,308.26005,282.24445,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-17:2)-H,866.76065,602.51535,306.24445,280.22875,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-17:3)-H,864.74505,600.49975,304.22875,278.21315,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-18:0)-H,884.80765,620.56235,324.29135,298.27565,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-18:1)-H,882.79195,618.54665,322.27565,296.26005,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-18:2)-H,880.77635,616.53105,320.26005,294.24445,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-18:3)-H,878.76065,614.51535,318.24445,292.22875,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-18:4)-H,876.74505,612.49975,316.22875,290.21315,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-19:0)-H,898.82335,634.57805,338.30705,312.29135,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-19:1)-H,896.80765,632.56235,336.29135,310.27565,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-19:2)-H,894.79195,630.54665,334.27565,308.26005,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-19:3)-H,892.77635,628.53105,332.26005,306.24445,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-19:4)-H,890.76065,626.51535,330.24445,304.22875,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-20:0)-H,912.83895,648.59365,352.32265,326.30705,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-20:1)-H,910.82335,646.57805,350.30705,324.29135,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-20:2)-H,908.80765,644.56235,348.29135,322.27565,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-20:3)-H,906.79195,642.54665,346.27565,320.26005,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-20:4)-H,904.77635,640.53105,344.26005,318.24445,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-21:0)-H,926.85465,662.60935,366.33835,340.32265,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-21:1)-H,924.83895,660.59365,364.32265,338.30705,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-21:2)-H,922.82335,658.57805,362.30705,336.29135,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-21:3)-H,920.80765,656.56235,360.29135,334.27565,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-21:4)-H,918.79195,654.54665,358.27565,332.26005,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-22:0)-H,940.87025,676.62495,380.35395,354.33835,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-22:1)-H,938.85465,674.60935,378.33835,352.32265,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-22:2)-H,936.83895,672.59365,376.32265,350.30705,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-22:3)-H,934.82335,670.57805,374.30705,348.29135,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-22:4)-H,932.80765,668.56235,372.29135,346.27565,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-23:0)-H,954.88595,690.64055,394.36955,368.35395,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-23:1)-H,952.87025,688.62495,392.35395,366.33835,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-23:2)-H,950.85465,686.60935,390.33835,364.32265,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-23:3)-H,948.83895,684.59365,388.32265,362.30705,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-23:4)-H,946.82335,682.57805,386.30705,360.29135,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-24:0)-H,968.90155,704.65625,408.38525,382.36955,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-24:1)-H,966.88595,702.64055,406.36955,380.35395,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-24:2)-H,964.87025,700.62495,404.35395,378.33835,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-24:3)-H,962.85465,698.60935,402.33835,376.32265,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-24:4)-H,960.83895,696.59365,400.32265,374.30705,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-25:0)-H,982.91725,718.67185,422.40095,396.38525,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-25:1)-H,980.90155,716.65625,420.38525,394.36955,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-25:2)-H,978.88595,714.64055,418.36955,392.35395,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-25:3)-H,976.87025,712.62495,416.35395,390.33835,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-25:4)-H,974.85465,710.60935,414.33835,388.32265,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-26:0)-H,996.93285,732.68755,436.41655,410.40095,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-26:1)-H,994.91725,730.67185,434.40095,408.38525,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-26:2)-H,992.90155,728.65625,432.38525,406.36955,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-26:3)-H,990.88595,726.64055,430.36955,404.35395,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-26:4)-H,988.87025,724.62495,428.35395,402.33835,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-27:0)-H,1010.94855,746.70315,450.43225,424.41655,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-27:1)-H,1008.93255,744.68755,448.41655,422.40095,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-27:2)-H,1006.91755,742.67185,446.40095,420.38525,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-27:3)-H,1004.90155,740.65625,444.38525,418.36955,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-27:4)-H,1002.88555,738.64055,442.36955,416.35395,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-28:0)-H,1024.96455,760.71885,464.44785,438.43225,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-28:1)-H,1022.94855,758.70315,462.43225,436.41655,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-28:2)-H,1020.93255,756.68755,460.41655,434.40095,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-28:3)-H,1018.91755,754.67185,458.40095,432.38525,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-28:4)-H,1016.90155,752.65625,456.38525,430.36955,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-29:0)-H,1038.97955,774.73445,478.46355,452.44785,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-29:1)-H,1036.96455,772.71885,476.44785,450.43225,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-29:2)-H,1034.94855,770.70315,474.43225,448.41655,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-29:3)-H,1032.93255,768.68755,472.41655,446.40095,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-29:4)-H,1030.91755,766.67185,470.40095,444.38525,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-30:0)-H,1052.99555,788.75015,492.47915,466.46355,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-30:1)-H,1050.97955,786.73445,490.46355,464.44785,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-30:2)-H,1048.96455,784.71885,488.44785,462.43225,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-30:3)-H,1046.94855,782.70315,486.43225,460.41655,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-30:4)-H,1044.93255,780.68755,484.41655,458.40095,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-31:0)-H,1067.01155,802.76585,506.49485,480.47915,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-31:1)-H,1064.99555,800.75015,504.47915,478.46355,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-31:2)-H,1062.97955,798.73445,502.46355,476.44785,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-31:3)-H,1060.96455,796.71885,500.44785,474.43225,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-31:4)-H,1058.94855,794.70315,498.43225,472.41655,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-32:0)-H,1081.02655,816.78145,520.51045,494.49485,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-32:1)-H,1079.01155,814.76585,518.49485,492.47915,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-32:2)-H,1076.99555,812.75015,516.47915,490.46355,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-32:3)-H,1074.97955,810.73445,514.46355,488.44785,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-32:4)-H,1072.96455,808.71885,512.44785,486.43225,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-33:0)-H,1095.04255,830.79715,534.52615,508.51045,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-33:1)-H,1093.02655,828.78145,532.51045,506.49485,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-33:2)-H,1091.01155,826.76585,530.49485,504.47915,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-33:3)-H,1088.99555,824.75015,528.47915,502.46355,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-33:4)-H,1086.97955,822.73445,526.46355,500.44785,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-34:0)-H,1109.05755,844.81275,548.54175,522.52615,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-34:1)-H,1107.04255,842.79715,546.52615,520.51045,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-34:2)-H,1105.02655,840.78145,544.51045,518.49485,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-34:3)-H,1103.01155,838.76585,542.49485,516.47915,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-34:4)-H,1100.99555,836.75015,540.47915,514.46355,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-35:0)-H,1123.07355,858.82835,562.55745,536.54175,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-35:1)-H,1121.05755,856.81275,560.54175,534.52615,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-35:2)-H,1119.04255,854.79715,558.52615,532.51045,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-35:3)-H,1117.02655,852.78145,556.51045,530.49485,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-35:4)-H,1115.01155,850.76585,554.49485,528.47915,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-36:0)-H,1137.08955,872.84405,576.57305,550.55745,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-36:1)-H,1135.07355,870.82835,574.55745,548.54175,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-36:2)-H,1133.05755,868.81275,572.54175,546.52615,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-36:3)-H,1131.04255,866.79715,570.52615,544.51045,281.24915,277.25425
Cer_EOS(d21:2/18:1/O-36:4)-H,1129.02655,864.78145,568.51045,542.49485,281.24915,277.25425
Cer_EOS(d21:2/18:2/O-16:0)-H,854.76065,592.53105,296.26005,270.24445,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-16:1)-H,852.74505,590.51535,294.24445,268.22875,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-16:2)-H,850.72945,588.49975,292.22875,266.21315,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-16:3)-H,848.71375,586.48405,290.21315,264.19745,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-16:4)-H,846.69815,584.46845,288.19745,262.18185,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-17:0)-H,868.77635,606.54665,310.27565,284.26005,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-17:1)-H,866.76065,604.53105,308.26005,282.24445,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-17:2)-H,864.74505,602.51535,306.24445,280.22875,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-17:3)-H,862.72945,600.49975,304.22875,278.21315,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-18:0)-H,882.79195,620.56235,324.29135,298.27565,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-18:1)-H,880.77635,618.54665,322.27565,296.26005,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-18:2)-H,878.76065,616.53105,320.26005,294.24445,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-18:3)-H,876.74505,614.51535,318.24445,292.22875,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-18:4)-H,874.72945,612.49975,316.22875,290.21315,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-19:0)-H,896.80765,634.57805,338.30705,312.29135,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-19:1)-H,894.79195,632.56235,336.29135,310.27565,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-19:2)-H,892.77635,630.54665,334.27565,308.26005,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-19:3)-H,890.76065,628.53105,332.26005,306.24445,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-19:4)-H,888.74505,626.51535,330.24445,304.22875,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-20:0)-H,910.82335,648.59365,352.32265,326.30705,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-20:1)-H,908.80765,646.57805,350.30705,324.29135,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-20:2)-H,906.79195,644.56235,348.29135,322.27565,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-20:3)-H,904.77635,642.54665,346.27565,320.26005,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-20:4)-H,902.76065,640.53105,344.26005,318.24445,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-21:0)-H,924.83895,662.60935,366.33835,340.32265,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-21:1)-H,922.82335,660.59365,364.32265,338.30705,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-21:2)-H,920.80765,658.57805,362.30705,336.29135,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-21:3)-H,918.79195,656.56235,360.29135,334.27565,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-21:4)-H,916.77635,654.54665,358.27565,332.26005,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-22:0)-H,938.85465,676.62495,380.35395,354.33835,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-22:1)-H,936.83895,674.60935,378.33835,352.32265,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-22:2)-H,934.82335,672.59365,376.32265,350.30705,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-22:3)-H,932.80765,670.57805,374.30705,348.29135,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-22:4)-H,930.79195,668.56235,372.29135,346.27565,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-23:0)-H,952.87025,690.64055,394.36955,368.35395,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-23:1)-H,950.85465,688.62495,392.35395,366.33835,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-23:2)-H,948.83895,686.60935,390.33835,364.32265,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-23:3)-H,946.82335,684.59365,388.32265,362.30705,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-23:4)-H,944.80765,682.57805,386.30705,360.29135,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-24:0)-H,966.88595,704.65625,408.38525,382.36955,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-24:1)-H,964.87025,702.64055,406.36955,380.35395,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-24:2)-H,962.85465,700.62495,404.35395,378.33835,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-24:3)-H,960.83895,698.60935,402.33835,376.32265,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-24:4)-H,958.82335,696.59365,400.32265,374.30705,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-25:0)-H,980.90155,718.67185,422.40095,396.38525,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-25:1)-H,978.88595,716.65625,420.38525,394.36955,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-25:2)-H,976.87025,714.64055,418.36955,392.35395,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-25:3)-H,974.85465,712.62495,416.35395,390.33835,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-25:4)-H,972.83895,710.60935,414.33835,388.32265,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-26:0)-H,994.91725,732.68755,436.41655,410.40095,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-26:1)-H,992.90155,730.67185,434.40095,408.38525,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-26:2)-H,990.88595,728.65625,432.38525,406.36955,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-26:3)-H,988.87025,726.64055,430.36955,404.35395,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-26:4)-H,986.85465,724.62495,428.35395,402.33835,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-27:0)-H,1008.93255,746.70315,450.43225,424.41655,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-27:1)-H,1006.91755,744.68755,448.41655,422.40095,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-27:2)-H,1004.90155,742.67185,446.40095,420.38525,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-27:3)-H,1002.88555,740.65625,444.38525,418.36955,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-27:4)-H,1000.87055,738.64055,442.36955,416.35395,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-28:0)-H,1022.94855,760.71885,464.44785,438.43225,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-28:1)-H,1020.93255,758.70315,462.43225,436.41655,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-28:2)-H,1018.91755,756.68755,460.41655,434.40095,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-28:3)-H,1016.90155,754.67185,458.40095,432.38525,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-28:4)-H,1014.88555,752.65625,456.38525,430.36955,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-29:0)-H,1036.96455,774.73445,478.46355,452.44785,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-29:1)-H,1034.94855,772.71885,476.44785,450.43225,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-29:2)-H,1032.93255,770.70315,474.43225,448.41655,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-29:3)-H,1030.91755,768.68755,472.41655,446.40095,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-29:4)-H,1028.90155,766.67185,470.40095,444.38525,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-30:0)-H,1050.97955,788.75015,492.47915,466.46355,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-30:1)-H,1048.96455,786.73445,490.46355,464.44785,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-30:2)-H,1046.94855,784.71885,488.44785,462.43225,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-30:3)-H,1044.93255,782.70315,486.43225,460.41655,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-30:4)-H,1042.91755,780.68755,484.41655,458.40095,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-31:0)-H,1064.99555,802.76585,506.49485,480.47915,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-31:1)-H,1062.97955,800.75015,504.47915,478.46355,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-31:2)-H,1060.96455,798.73445,502.46355,476.44785,279.23355,277.25425
Cer_EOS(d21:2/18:2/O-31:3)-H,1058.94855,796.71885,500.44785,474.43225,279.23355,277.25425
