GlcCer_AS,[M+HCO2]-,[M-H]-,[M-C6H10O5-H]-,[M-Hex-H2O-H]-,[M-Hex-CH4O-H]-,[M-Hex-CH4O2-H]-,[M-Hex-CH6O3-H]-,[FAA+C2H5O-H]-,[FAA+C2H3O-H]-,[Sph-H]-,[FAA+C2H5O-H2O-H]-,[Sph-H2O-H]-,[FAA+C2H5O-2H2O-H]-,[FAA+O-H]-,[FAA-H]-,[Sph-CH2O-H]-,[Sph-H5NO-H]-,[FA-2H-H]-,[Sph-CH4O2-H]-,[Sph-C2H5NO-H]-,[Sph-C2H7NO-H]-,[FA+CH2O-H]-
GlcCer_AS(d17:2/19:0)+HCO2,786.57365,740.56825,578.51535,560.50485,546.48915,530.49425,512.48365,356.31755,354.30195,282.24445,338.30645,264.23385,320.29585,313.27535,312.26755,252.23385,247.20725,295.26485,234.22325,223.20725,221.19165,267.26985
GlcCer_AS(d17:2/19:1)+HCO2,784.55805,738.55255,576.49975,558.48915,544.47355,528.47855,510.46805,354.30195,352.28625,282.24445,336.29085,264.23385,318.28025,311.25975,310.25195,252.23385,247.20725,293.24915,234.22325,223.20725,221.19165,265.25425
GlcCer_AS(d17:2/19:2)+HCO2,782.54245,736.53695,574.48405,556.47355,542.45785,526.46295,508.45235,352.28625,350.27065,282.24445,334.27515,264.23385,316.26455,309.24405,308.23625,252.23385,247.20725,291.23355,234.22325,223.20725,221.19165,263.23855
GlcCer_AS(d17:2/19:3)+HCO2,780.52675,734.52125,572.46845,554.45785,540.44225,524.44725,506.43675,350.27065,348.25495,282.24445,332.25955,264.23385,314.24895,307.22845,306.22065,252.23385,247.20725,289.21785,234.22325,223.20725,221.19165,261.22295
GlcCer_AS(d17:2/19:4)+HCO2,778.51115,732.50565,570.45275,552.44225,538.42655,522.43165,504.42105,348.25495,346.23935,282.24445,330.24385,264.23385,312.23335,305.21275,304.20495,252.23385,247.20725,287.20225,234.22325,223.20725,221.19165,259.20725
GlcCer_AS(d17:2/20:0)+HCO2,800.58935,754.58385,592.53105,574.52045,560.50485,544.50985,526.49935,370.33325,368.31755,282.24445,352.32215,264.23385,334.31155,327.29105,326.28325,252.23385,247.20725,309.28045,234.22325,223.20725,221.19165,281.28555
GlcCer_AS(d17:2/20:1)+HCO2,798.57365,752.56825,590.51535,572.50485,558.48915,542.49425,524.48365,368.31755,366.30195,282.24445,350.30645,264.23385,332.29585,325.27535,324.26755,252.23385,247.20725,307.26485,234.22325,223.20725,221.19165,279.26985
GlcCer_AS(d17:2/20:2)+HCO2,796.55805,750.55255,588.49975,570.48915,556.47355,540.47855,522.46805,366.30195,364.28625,282.24445,348.29085,264.23385,330.28025,323.25975,322.25195,252.23385,247.20725,305.24915,234.22325,223.20725,221.19165,277.25425
GlcCer_AS(d17:2/20:3)+HCO2,794.54245,748.53695,586.48405,568.47355,554.45785,538.46295,520.45235,364.28625,362.27065,282.24445,346.27515,264.23385,328.26455,321.24405,320.23625,252.23385,247.20725,303.23355,234.22325,223.20725,221.19165,275.23855
GlcCer_AS(d17:2/20:4)+HCO2,792.52675,746.52125,584.46845,566.45785,552.44225,536.44725,518.43675,362.27065,360.25495,282.24445,344.25955,264.23385,326.24895,319.22845,318.22065,252.23385,247.20725,301.21785,234.22325,223.20725,221.19165,273.22295
GlcCer_AS(d17:2/21:0)+HCO2,814.60495,768.59945,606.54665,588.53615,574.52045,558.52555,540.51495,384.34885,382.33325,282.24445,366.33775,264.23385,348.32725,341.30665,340.29885,252.23385,247.20725,323.29615,234.22325,223.20725,221.19165,295.30115
GlcCer_AS(d17:2/21:1)+HCO2,812.58935,766.58385,604.53105,586.52045,572.50485,556.50985,538.49935,382.33325,380.31755,282.24445,364.32215,264.23385,346.31155,339.29105,338.28325,252.23385,247.20725,321.28045,234.22325,223.20725,221.19165,293.28555
GlcCer_AS(d17:2/21:2)+HCO2,810.57365,764.56825,602.51535,584.50485,570.48915,554.49425,536.48365,380.31755,378.30195,282.24445,362.30645,264.23385,344.29585,337.27535,336.26755,252.23385,247.20725,319.26485,234.22325,223.20725,221.19165,291.26985
GlcCer_AS(d17:2/21:3)+HCO2,808.55805,762.55255,600.49975,582.48915,568.47355,552.47855,534.46805,378.30195,376.28625,282.24445,360.29085,264.23385,342.28025,335.25975,334.25195,252.23385,247.20725,317.24915,234.22325,223.20725,221.19165,289.25425
GlcCer_AS(d17:2/21:4)+HCO2,806.54245,760.53695,598.48405,580.47355,566.45785,550.46295,532.45235,376.28625,374.27065,282.24445,358.27515,264.23385,340.26455,333.24405,332.23625,252.23385,247.20725,315.23355,234.22325,223.20725,221.19165,287.23855
GlcCer_AS(d17:2/22:0)+HCO2,828.62065,782.61515,620.56235,602.55175,588.53615,572.54115,554.53065,398.36455,396.34885,282.24445,380.35345,264.23385,362.34285,355.32235,354.31455,252.23385,247.20725,337.31175,234.22325,223.20725,221.19165,309.31685
GlcCer_AS(d17:2/22:1)+HCO2,826.60495,780.59945,618.54665,600.53615,586.52045,570.52555,552.51495,396.34885,394.33325,282.24445,378.33775,264.23385,360.32725,353.30665,352.29885,252.23385,247.20725,335.29615,234.22325,223.20725,221.19165,307.30115
GlcCer_AS(d17:2/22:2)+HCO2,824.58935,778.58385,616.53105,598.52045,584.50485,568.50985,550.49935,394.33325,392.31755,282.24445,376.32215,264.23385,358.31155,351.29105,350.28325,252.23385,247.20725,333.28045,234.22325,223.20725,221.19165,305.28555
GlcCer_AS(d17:2/22:3)+HCO2,822.57365,776.56825,614.51535,596.50485,582.48915,566.49425,548.48365,392.31755,390.30195,282.24445,374.30645,264.23385,356.29585,349.27535,348.26755,252.23385,247.20725,331.26485,234.22325,223.20725,221.19165,303.26985
GlcCer_AS(d17:2/22:4)+HCO2,820.55805,774.55255,612.49975,594.48915,580.47355,564.47855,546.46805,390.30195,388.28625,282.24445,372.29085,264.23385,354.28025,347.25975,346.25195,252.23385,247.20725,329.24915,234.22325,223.20725,221.19165,301.25425
GlcCer_AS(d17:2/23:0)+HCO2,842.63625,796.63075,634.57805,616.56735,602.55175,586.55685,568.54625,412.38015,410.36455,282.24445,394.36905,264.23385,376.35845,369.33795,368.33015,252.23385,247.20725,351.32745,234.22325,223.20725,221.19165,323.33245
GlcCer_AS(d17:2/23:1)+HCO2,840.62065,794.61515,632.56235,614.55175,600.53615,584.54115,566.53065,410.36455,408.34885,282.24445,392.35345,264.23385,374.34285,367.32235,366.31455,252.23385,247.20725,349.31175,234.22325,223.20725,221.19165,321.31685
GlcCer_AS(d17:2/23:2)+HCO2,838.60495,792.59945,630.54665,612.53615,598.52045,582.52555,564.51495,408.34885,406.33325,282.24445,390.33775,264.23385,372.32725,365.30665,364.29885,252.23385,247.20725,347.29615,234.22325,223.20725,221.19165,319.30115
GlcCer_AS(d17:2/23:3)+HCO2,836.58935,790.58385,628.53105,610.52045,596.50485,580.50985,562.49935,406.33325,404.31755,282.24445,388.32215,264.23385,370.31155,363.29105,362.28325,252.23385,247.20725,345.28045,234.22325,223.20725,221.19165,317.28555
GlcCer_AS(d17:2/23:4)+HCO2,834.57365,788.56825,626.51535,608.50485,594.48915,578.49425,560.48365,404.31755,402.30195,282.24445,386.30645,264.23385,368.29585,361.27535,360.26755,252.23385,247.20725,343.26485,234.22325,223.20725,221.19165,315.26985
GlcCer_AS(d17:2/24:0)+HCO2,856.65195,810.64645,648.59365,630.58305,616.56735,600.57255,582.56185,426.39585,424.38015,282.24445,408.38475,264.23385,390.37415,383.35365,382.34575,252.23385,247.20725,365.34305,234.22325,223.20725,221.19165,337.34815
GlcCer_AS(d17:2/24:1)+HCO2,854.63625,808.63075,646.57805,628.56735,614.55175,598.55685,580.54625,424.38015,422.36455,282.24445,406.36905,264.23385,388.35845,381.33795,380.33015,252.23385,247.20725,363.32745,234.22325,223.20725,221.19165,335.33245
GlcCer_AS(d17:2/24:2)+HCO2,852.62065,806.61515,644.56235,626.55175,612.53615,596.54115,578.53065,422.36455,420.34885,282.24445,404.35345,264.23385,386.34285,379.32235,378.31455,252.23385,247.20725,361.31175,234.22325,223.20725,221.19165,333.31685
GlcCer_AS(d17:2/24:3)+HCO2,850.60495,804.59945,642.54665,624.53615,610.52045,594.52555,576.51495,420.34885,418.33325,282.24445,402.33775,264.23385,384.32725,377.30665,376.29885,252.23385,247.20725,359.29615,234.22325,223.20725,221.19165,331.30115
GlcCer_AS(d17:2/24:4)+HCO2,848.58935,802.58385,640.53105,622.52045,608.50485,592.50985,574.49935,418.33325,416.31755,282.24445,400.32215,264.23385,382.31155,375.29105,374.28325,252.23385,247.20725,357.28045,234.22325,223.20725,221.19165,329.28555
GlcCer_AS(d17:2/25:0)+HCO2,870.66765,824.66215,662.60925,644.59865,630.58305,614.58815,596.57755,440.41145,438.39585,282.24445,422.40035,264.23385,404.38985,397.36925,396.36145,252.23385,247.20725,379.35875,234.22325,223.20725,221.19165,351.36385
GlcCer_AS(d17:2/25:1)+HCO2,868.65195,822.64645,660.59365,642.58305,628.56735,612.57255,594.56185,438.39585,436.38015,282.24445,420.38475,264.23385,402.37415,395.35365,394.34575,252.23385,247.20725,377.34305,234.22325,223.20725,221.19165,349.34815
GlcCer_AS(d17:2/25:2)+HCO2,866.63625,820.63075,658.57805,640.56735,626.55175,610.55685,592.54625,436.38015,434.36455,282.24445,418.36905,264.23385,400.35845,393.33795,392.33015,252.23385,247.20725,375.32745,234.22325,223.20725,221.19165,347.33245
GlcCer_AS(d17:2/25:3)+HCO2,864.62065,818.61515,656.56235,638.55175,624.53615,608.54115,590.53065,434.36455,432.34885,282.24445,416.35345,264.23385,398.34285,391.32235,390.31455,252.23385,247.20725,373.31175,234.22325,223.20725,221.19165,345.31685
GlcCer_AS(d17:2/25:4)+HCO2,862.60495,816.59945,654.54665,636.53615,622.52045,606.52555,588.51495,432.34885,430.33325,282.24445,414.33775,264.23385,396.32725,389.30665,388.29885,252.23385,247.20725,371.29615,234.22325,223.20725,221.19165,343.30115
GlcCer_AS(d17:2/26:0)+HCO2,884.68325,838.67775,676.62495,658.61435,644.59865,628.60375,610.59325,454.42715,452.41145,282.24445,436.41605,264.23385,418.40545,411.38495,410.37715,252.23385,247.20725,393.37435,234.22325,223.20725,221.19165,365.37945
GlcCer_AS(d17:2/26:1)+HCO2,882.66765,836.66215,674.60925,656.59865,642.58305,626.58815,608.57755,452.41145,450.39585,282.24445,434.40035,264.23385,416.38985,409.36925,408.36145,252.23385,247.20725,391.35875,234.22325,223.20725,221.19165,363.36385
GlcCer_AS(d17:2/26:2)+HCO2,880.65195,834.64645,672.59365,654.58305,640.56735,624.57255,606.56185,450.39585,448.38015,282.24445,432.38475,264.23385,414.37415,407.35365,406.34575,252.23385,247.20725,389.34305,234.22325,223.20725,221.19165,361.34815
GlcCer_AS(d17:2/26:3)+HCO2,878.63625,832.63075,670.57805,652.56735,638.55175,622.55685,604.54625,448.38015,446.36455,282.24445,430.36905,264.23385,412.35845,405.33795,404.33015,252.23385,247.20725,387.32745,234.22325,223.20725,221.19165,359.33245
GlcCer_AS(d17:2/26:4)+HCO2,876.62065,830.61515,668.56235,650.55175,636.53615,620.54115,602.53065,446.36455,444.34885,282.24445,428.35345,264.23385,410.34285,403.32235,402.31455,252.23385,247.20725,385.31175,234.22325,223.20725,221.19165,357.31685
GlcCer_AS(d17:2/27:0)+HCO2,898.69895,852.69345,690.64055,672.63005,658.61435,642.61945,624.60885,468.44275,466.42715,282.24445,450.43165,264.23385,432.42115,425.40055,424.39275,252.23385,247.20725,407.39005,234.22325,223.20725,221.19165,379.39505
GlcCer_AS(d17:2/27:1)+HCO2,896.68325,850.67775,688.62495,670.61435,656.59865,640.60375,622.59325,466.42715,464.41145,282.24445,448.41605,264.23385,430.40545,423.38495,422.37715,252.23385,247.20725,405.37435,234.22325,223.20725,221.19165,377.37945
GlcCer_AS(d17:2/27:2)+HCO2,894.66765,848.66215,686.60925,668.59865,654.58305,638.58815,620.57755,464.41145,462.39585,282.24445,446.40035,264.23385,428.38985,421.36925,420.36145,252.23385,247.20725,403.35875,234.22325,223.20725,221.19165,375.36385
GlcCer_AS(d17:2/27:3)+HCO2,892.65195,846.64645,684.59365,666.58305,652.56735,636.57255,618.56185,462.39585,460.38015,282.24445,444.38475,264.23385,426.37415,419.35365,418.34575,252.23385,247.20725,401.34305,234.22325,223.20725,221.19165,373.34815
GlcCer_AS(d17:2/27:4)+HCO2,890.63625,844.63075,682.57805,664.56735,650.55175,634.55685,616.54625,460.38015,458.36455,282.24445,442.36905,264.23385,424.35845,417.33795,416.33015,252.23385,247.20725,399.32745,234.22325,223.20725,221.19165,371.33245
GlcCer_AS(d17:2/28:0)+HCO2,912.71455,866.70905,704.65625,686.64565,672.63005,656.63505,638.62455,482.45845,480.44275,282.24445,464.44735,264.23385,446.43675,439.41625,438.40845,252.23385,247.20725,421.40565,234.22325,223.20725,221.19165,393.41075
GlcCer_AS(d17:2/28:1)+HCO2,910.69895,864.69345,702.64055,684.63005,670.61435,654.61945,636.60885,480.44275,478.42715,282.24445,462.43165,264.23385,444.42115,437.40055,436.39275,252.23385,247.20725,419.39005,234.22325,223.20725,221.19165,391.39505
GlcCer_AS(d17:2/28:2)+HCO2,908.68325,862.67775,700.62495,682.61435,668.59865,652.60375,634.59325,478.42715,476.41145,282.24445,460.41605,264.23385,442.40545,435.38495,434.37715,252.23385,247.20725,417.37435,234.22325,223.20725,221.19165,389.37945
GlcCer_AS(d17:2/28:3)+HCO2,906.66765,860.66215,698.60925,680.59865,666.58305,650.58815,632.57755,476.41145,474.39585,282.24445,458.40035,264.23385,440.38985,433.36925,432.36145,252.23385,247.20725,415.35875,234.22325,223.20725,221.19165,387.36385
GlcCer_AS(d17:2/28:4)+HCO2,904.65195,858.64645,696.59365,678.58305,664.56735,648.57255,630.56185,474.39585,472.38015,282.24445,456.38475,264.23385,438.37415,431.35365,430.34575,252.23385,247.20725,413.34305,234.22325,223.20725,221.19165,385.34815
GlcCer_AS(d17:2/29:0)+HCO2,926.73015,880.72475,718.67185,700.66135,686.64565,670.65075,652.64015,496.47405,494.45845,282.24445,478.46295,264.23385,460.45235,453.43185,452.42405,252.23385,247.20725,435.42125,234.22325,223.20725,221.19165,407.42635
GlcCer_AS(d17:2/29:1)+HCO2,924.71455,878.70905,716.65625,698.64565,684.63005,668.63505,650.62455,494.45845,492.44275,282.24445,476.44735,264.23385,458.43675,451.41625,450.40845,252.23385,247.20725,433.40565,234.22325,223.20725,221.19165,405.41075
GlcCer_AS(d17:2/29:2)+HCO2,922.69895,876.69345,714.64055,696.63005,682.61435,666.61945,648.60885,492.44275,490.42715,282.24445,474.43165,264.23385,456.42115,449.40055,448.39275,252.23385,247.20725,431.39005,234.22325,223.20725,221.19165,403.39505
GlcCer_AS(d17:2/29:3)+HCO2,920.68325,874.67775,712.62495,694.61435,680.59865,664.60375,646.59325,490.42715,488.41145,282.24445,472.41605,264.23385,454.40545,447.38495,446.37715,252.23385,247.20725,429.37435,234.22325,223.20725,221.19165,401.37945
GlcCer_AS(d17:2/29:4)+HCO2,918.66765,872.66215,710.60925,692.59865,678.58305,662.58815,644.57755,488.41145,486.39585,282.24445,470.40035,264.23385,452.38985,445.36925,444.36145,252.23385,247.20725,427.35875,234.22325,223.20725,221.19165,399.36385
GlcCer_AS(d17:2/30:0)+HCO2,940.74585,894.74035,732.68755,714.67695,700.66135,684.66635,666.65585,510.48975,508.47405,282.24445,492.47865,264.23385,474.46805,467.44755,466.43965,252.23385,247.20725,449.43695,234.22325,223.20725,221.19165,421.44205
GlcCer_AS(d17:2/30:1)+HCO2,938.73015,892.72475,730.67185,712.66135,698.64565,682.65075,664.64015,508.47405,506.45845,282.24445,490.46295,264.23385,472.45235,465.43185,464.42405,252.23385,247.20725,447.42125,234.22325,223.20725,221.19165,419.42635
GlcCer_AS(d17:2/30:2)+HCO2,936.71455,890.70905,728.65625,710.64565,696.63005,680.63505,662.62455,506.45845,504.44275,282.24445,488.44735,264.23385,470.43675,463.41625,462.40845,252.23385,247.20725,445.40565,234.22325,223.20725,221.19165,417.41075
GlcCer_AS(d17:2/30:3)+HCO2,934.69895,888.69345,726.64055,708.63005,694.61435,678.61945,660.60885,504.44275,502.42715,282.24445,486.43165,264.23385,468.42115,461.40055,460.39275,252.23385,247.20725,443.39005,234.22325,223.20725,221.19165,415.39505
GlcCer_AS(d17:2/30:4)+HCO2,932.68325,886.67775,724.62495,706.61435,692.59865,676.60375,658.59325,502.42715,500.41145,282.24445,484.41605,264.23385,466.40545,459.38495,458.37715,252.23385,247.20725,441.37435,234.22325,223.20725,221.19165,413.37945
GlcCer_AS(d17:2/31:0)+HCO2,954.76145,908.75595,746.70315,728.69265,714.67695,698.68205,680.67145,524.50535,522.48975,282.24445,506.49425,264.23385,488.48375,481.46315,480.45535,252.23385,247.20725,463.45265,234.22325,223.20725,221.19165,435.45775
GlcCer_AS(d17:2/31:1)+HCO2,952.74585,906.74035,744.68755,726.67695,712.66135,696.66635,678.65585,522.48975,520.47405,282.24445,504.47865,264.23385,486.46805,479.44755,478.43965,252.23385,247.20725,461.43695,234.22325,223.20725,221.19165,433.44205
GlcCer_AS(d17:2/31:2)+HCO2,950.73015,904.72475,742.67185,724.66135,710.64565,694.65075,676.64015,520.47405,518.45845,282.24445,502.46295,264.23385,484.45235,477.43185,476.42405,252.23385,247.20725,459.42125,234.22325,223.20725,221.19165,431.42635
GlcCer_AS(d17:2/31:3)+HCO2,948.71455,902.70905,740.65625,722.64565,708.63005,692.63505,674.62455,518.45845,516.44275,282.24445,500.44735,264.23385,482.43675,475.41625,474.40845,252.23385,247.20725,457.40565,234.22325,223.20725,221.19165,429.41075
GlcCer_AS(d17:2/31:4)+HCO2,946.69895,900.69345,738.64055,720.63005,706.61435,690.61945,672.60885,516.44275,514.42715,282.24445,498.43165,264.23385,480.42115,473.40055,472.39275,252.23385,247.20725,455.39005,234.22325,223.20725,221.19165,427.39505
GlcCer_AS(d17:2/32:0)+HCO2,968.77715,922.77165,760.71885,742.70825,728.69265,712.69765,694.68715,538.52105,536.50535,282.24445,520.50995,264.23385,502.49935,495.47885,494.47105,252.23385,247.20725,477.46825,234.22325,223.20725,221.19165,449.47335
GlcCer_AS(d17:2/32:1)+HCO2,966.76145,920.75595,758.70315,740.69265,726.67695,710.68205,692.67145,536.50535,534.48975,282.24445,518.49425,264.23385,500.48375,493.46315,492.45535,252.23385,247.20725,475.45265,234.22325,223.20725,221.19165,447.45775
GlcCer_AS(d17:2/32:2)+HCO2,964.74585,918.74035,756.68755,738.67695,724.66135,708.66635,690.65585,534.48975,532.47405,282.24445,516.47865,264.23385,498.46805,491.44755,490.43965,252.23385,247.20725,473.43695,234.22325,223.20725,221.19165,445.44205
GlcCer_AS(d17:2/32:3)+HCO2,962.73015,916.72475,754.67185,736.66135,722.64565,706.65075,688.64015,532.47405,530.45845,282.24445,514.46295,264.23385,496.45235,489.43185,488.42405,252.23385,247.20725,471.42125,234.22325,223.20725,221.19165,443.42635
GlcCer_AS(d17:2/32:4)+HCO2,960.71455,914.70905,752.65625,734.64565,720.63005,704.63505,686.62455,530.45845,528.44275,282.24445,512.44735,264.23385,494.43675,487.41625,486.40845,252.23385,247.20725,469.40565,234.22325,223.20725,221.19165,441.41075
GlcCer_AS(d17:2/33:0)+HCO2,982.79275,936.78725,774.73445,756.72395,742.70825,726.71335,708.70275,552.53665,550.52105,282.24445,534.52555,264.23385,516.51505,509.49445,508.48665,252.23385,247.20725,491.48395,234.22325,223.20725,221.19165,463.48895
GlcCer_AS(d17:2/33:1)+HCO2,980.77715,934.77165,772.71885,754.70825,740.69265,724.69765,706.68715,550.52105,548.50535,282.24445,532.50995,264.23385,514.49935,507.47885,506.47105,252.23385,247.20725,489.46825,234.22325,223.20725,221.19165,461.47335
GlcCer_AS(d17:2/33:2)+HCO2,978.76145,932.75595,770.70315,752.69265,738.67695,722.68205,704.67145,548.50535,546.48975,282.24445,530.49425,264.23385,512.48375,505.46315,504.45535,252.23385,247.20725,487.45265,234.22325,223.20725,221.19165,459.45775
GlcCer_AS(d17:2/33:3)+HCO2,976.74585,930.74035,768.68755,750.67695,736.66135,720.66635,702.65585,546.48975,544.47405,282.24445,528.47865,264.23385,510.46805,503.44755,502.43965,252.23385,247.20725,485.43695,234.22325,223.20725,221.19165,457.44205
GlcCer_AS(d17:2/33:4)+HCO2,974.73015,928.72475,766.67185,748.66135,734.64565,718.65075,700.64015,544.47405,542.45845,282.24445,526.46295,264.23385,508.45235,501.43185,500.42405,252.23385,247.20725,483.42125,234.22325,223.20725,221.19165,455.42635
GlcCer_AS(d17:2/34:0)+HCO2,996.80845,950.80295,788.75015,770.73955,756.72395,740.72905,722.71845,566.55235,564.53665,282.24445,548.54115,264.23385,530.53065,523.51015,522.50235,252.23385,247.20725,505.49955,234.22325,223.20725,221.19165,477.50465
GlcCer_AS(d17:2/34:1)+HCO2,994.79275,948.78725,786.73445,768.72395,754.70825,738.71335,720.70275,564.53665,562.52105,282.24445,546.52555,264.23385,528.51505,521.49455,520.48665,252.23385,247.20725,503.48395,234.22325,223.20725,221.19165,475.48895
GlcCer_AS(d17:2/34:2)+HCO2,992.77715,946.77165,784.71885,766.70825,752.69265,736.69765,718.68715,562.52105,560.50535,282.24445,544.50995,264.23385,526.49935,519.47885,518.47105,252.23385,247.20725,501.46825,234.22325,223.20725,221.19165,473.47335
GlcCer_AS(d17:2/34:3)+HCO2,990.76145,944.75595,782.70315,764.69265,750.67695,734.68205,716.67145,560.50535,558.48975,282.24445,542.49425,264.23385,524.48375,517.46315,516.45535,252.23385,247.20725,499.45265,234.22325,223.20725,221.19165,471.45775
GlcCer_AS(d17:2/34:4)+HCO2,988.74585,942.74035,780.68755,762.67695,748.66135,732.66635,714.65585,558.48975,556.47405,282.24445,540.47865,264.23385,522.46805,515.44755,514.43965,252.23385,247.20725,497.43695,234.22325,223.20725,221.19165,469.44205
GlcCer_AS(d17:2/35:0)+HCO2,1010.82455,964.81865,802.76585,784.75515,770.73955,754.74465,736.73405,580.56795,578.55235,282.24445,562.55685,264.23385,544.54635,537.52575,536.51795,252.23385,247.20725,519.51515,234.22325,223.20725,221.19165,491.52025
