Sulfatide,[M+H]+,[M-SO3+H]+,[M-H2SO4+H]+,[M-C6H12O9S+H]+,[M-C6H10O8S+H]+,[M-C6H10O8S-H2O+H]+,[M-FA-H2SO4+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
SHexCer(d17:0/18:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,432.3319,270.2791,252.2686,284.2948,240.2686
SHexCer(d18:0/17:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,446.3476,284.2948,266.2842,270.2791,254.2842
SHexCer(d19:0/16:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,460.3632,298.3105,280.2999,256.2635,268.2999
SHexCer(d20:0/15:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,474.3789,312.3261,294.3155,242.2478,282.3155
SHexCer(d21:0/14:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,488.3945,326.3417,308.3312,228.2322,296.3312
SHexCer(d22:0/13:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,502.4102,340.3574,322.3468,214.2166,310.3468
SHexCer(d23:0/12:0)+H,,716.6029,698.5923,554.5501,536.5395,518.5289,516.4258,354.373,336.3625,200.2009,324.3625
SHexCer(d14:0/21:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,390.285,228.2322,210.2216,324.3261,198.2216
SHexCer(d14:1/21:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,388.2694,226.2166,208.206,326.3417,196.206
SHexCer(d15:0/20:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,404.3007,242.2478,224.2373,310.3105,212.2373
SHexCer(d15:1/20:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,402.285,240.2322,222.2216,312.3261,210.2216
SHexCer(d16:0/19:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,418.3163,256.2635,238.2529,296.2948,226.2529
SHexCer(d16:1/19:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,416.3007,254.2478,236.2373,298.3105,224.2373
SHexCer(d17:0/18:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,432.332,270.2791,252.2686,282.2791,240.2686
SHexCer(d17:1/18:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,430.3163,268.2635,250.2529,284.2948,238.2529
SHexCer(d18:1/17:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,444.332,282.2791,264.2686,270.2791,252.2686
SHexCer(d19:0/16:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,460.3633,298.3105,280.2999,254.2478,268.2999
SHexCer(d19:1/16:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,458.3476,296.2948,278.2842,256.2635,266.2842
SHexCer(d20:0/15:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,474.3789,312.3261,294.3155,240.2322,282.3155
SHexCer(d20:1/15:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,472.3633,310.3105,292.2999,242.2478,280.2999
SHexCer(d21:0/14:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,488.3946,326.3417,308.3312,226.2166,296.3312
SHexCer(d21:1/14:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,486.3789,324.3261,306.3155,228.2322,294.3155
SHexCer(d22:0/13:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,502.4102,340.3574,322.3468,212.2009,310.3468
SHexCer(d22:1/13:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,500.3946,338.3417,320.3312,214.2166,308.3312
SHexCer(d23:0/12:1)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,516.4259,354.373,336.3625,198.1853,324.3625
SHexCer(d23:1/12:0)+H,,714.5873,696.5767,552.5345,534.5239,516.5134,514.4102,352.3574,334.3468,200.2009,322.3468
SHexCer(d14:1/21:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,388.2693,226.2166,208.206,324.3261,196.206
SHexCer(d15:0/20:2)+H,,712.5716,694.561,550.5188,532.5082,514.4976,404.3006,242.2478,224.2373,308.2948,212.2373
SHexCer(d15:1/20:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,402.285,240.2322,222.2216,310.3105,210.2216
SHexCer(d16:1/19:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,416.3006,254.2478,236.2373,296.2948,224.2373
SHexCer(d17:0/18:2)+H,,712.5716,694.561,550.5188,532.5082,514.4976,432.3319,270.2791,252.2686,280.2635,240.2686
SHexCer(d17:1/18:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,430.3163,268.2635,250.2529,282.2791,238.2529
SHexCer(d19:0/16:2)+H,,712.5716,694.561,550.5188,532.5082,514.4976,460.3632,298.3105,280.2999,252.2322,268.2999
SHexCer(d19:1/16:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,458.3476,296.2948,278.2842,254.2478,266.2842
SHexCer(d20:1/15:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,472.3632,310.3105,292.2999,240.2322,280.2999
SHexCer(d21:1/14:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,486.3789,324.3261,306.3155,226.2166,294.3155
SHexCer(d22:1/13:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,500.3945,338.3417,320.3312,212.2009,308.3312
SHexCer(d23:1/12:1)+H,,712.5716,694.561,550.5188,532.5082,514.4976,514.4102,352.3574,334.3468,198.1853,322.3468
SHexCer(d15:1/20:2)+H,,710.556,692.5454,548.5032,530.4926,512.4821,402.285,240.2322,222.2216,308.2948,210.2216
SHexCer(d17:1/18:2)+H,,710.556,692.5454,548.5032,530.4926,512.4821,430.3163,268.2635,250.2529,280.2635,238.2529
SHexCer(d19:1/16:2)+H,,710.556,692.5454,548.5032,530.4926,512.4821,458.3476,296.2948,278.2842,252.2322,266.2842
SHexCer(d14:0/22:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,390.285,228.2322,210.2216,340.3574,198.2216
SHexCer(d15:0/21:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,404.3007,242.2478,224.2373,326.3417,212.2373
SHexCer(d16:0/20:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,418.3163,256.2635,238.2529,312.3261,226.2529
SHexCer(d17:0/19:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,432.332,270.2791,252.2686,298.3105,240.2686
SHexCer(d18:0/18:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,446.3476,284.2948,266.2842,284.2948,254.2842
SHexCer(d19:0/17:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,460.3633,298.3105,280.2999,270.2791,268.2999
SHexCer(d20:0/16:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,474.3789,312.3261,294.3155,256.2635,282.3155
SHexCer(d21:0/15:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,488.3946,326.3417,308.3312,242.2478,296.3312
SHexCer(d22:0/14:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,502.4102,340.3574,322.3468,228.2322,310.3468
SHexCer(d23:0/13:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,516.4259,354.373,336.3625,214.2166,324.3625
SHexCer(d24:0/12:0)+H,,730.6186,712.608,568.5658,550.5552,532.5447,530.4415,368.3887,350.3781,200.2009,338.3781
SHexCer(d14:0/22:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,390.285,228.2322,210.2216,338.3417,198.2216
SHexCer(d14:1/22:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,388.2693,226.2166,208.206,340.3574,196.206
SHexCer(d15:0/21:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,404.3006,242.2478,224.2373,324.3261,212.2373
SHexCer(d15:1/21:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,402.285,240.2322,222.2216,326.3417,210.2216
SHexCer(d16:0/20:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,418.3163,256.2635,238.2529,310.3105,226.2529
SHexCer(d16:1/20:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,416.3006,254.2478,236.2373,312.3261,224.2373
SHexCer(d17:0/19:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,432.3319,270.2791,252.2686,296.2948,240.2686
SHexCer(d17:1/19:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,430.3163,268.2635,250.2529,298.3105,238.2529
SHexCer(d18:0/18:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,446.3476,284.2948,266.2842,282.2791,254.2842
SHexCer(d18:1/18:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,444.3319,282.2791,264.2686,284.2948,252.2686
SHexCer(d19:1/17:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,458.3476,296.2948,278.2842,270.2791,266.2842
SHexCer(d20:0/16:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,474.3789,312.3261,294.3155,254.2478,282.3155
SHexCer(d20:1/16:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,472.3632,310.3105,292.2999,256.2635,280.2999
SHexCer(d21:0/15:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,488.3945,326.3417,308.3312,240.2322,296.3312
SHexCer(d21:1/15:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,486.3789,324.3261,306.3155,242.2478,294.3155
SHexCer(d22:0/14:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,502.4102,340.3574,322.3468,226.2166,310.3468
SHexCer(d22:1/14:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,500.3945,338.3417,320.3312,228.2322,308.3312
SHexCer(d23:0/13:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,516.4258,354.373,336.3625,212.2009,324.3625
SHexCer(d23:1/13:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,514.4102,352.3574,334.3468,214.2166,322.3468
SHexCer(d24:0/12:1)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,530.4415,368.3887,350.3781,198.1853,338.3781
SHexCer(d24:1/12:0)+H,,728.6029,710.5923,566.5501,548.5395,530.5289,528.4258,366.373,348.3625,200.2009,336.3625
SHexCer(d14:0/22:2)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,390.285,228.2322,210.2216,336.3261,198.2216
SHexCer(d14:1/22:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,388.2694,226.2166,208.206,338.3417,196.206
SHexCer(d15:1/21:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,402.285,240.2322,222.2216,324.3261,210.2216
SHexCer(d16:0/20:2)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,418.3163,256.2635,238.2529,308.2948,226.2529
SHexCer(d16:1/20:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,416.3007,254.2478,236.2373,310.3105,224.2373
SHexCer(d17:1/19:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,430.3163,268.2635,250.2529,296.2948,238.2529
SHexCer(d18:0/18:2)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,446.3476,284.2948,266.2842,280.2635,254.2842
SHexCer(d18:1/18:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,444.332,282.2791,264.2686,282.2791,252.2686
SHexCer(d20:0/16:2)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,474.3789,312.3261,294.3155,252.2322,282.3155
SHexCer(d20:1/16:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,472.3633,310.3105,292.2999,254.2478,280.2999
SHexCer(d21:1/15:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,486.3789,324.3261,306.3155,240.2322,294.3155
SHexCer(d22:1/14:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,500.3946,338.3417,320.3312,226.2166,308.3312
SHexCer(d23:1/13:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,514.4102,352.3574,334.3468,212.2009,322.3468
SHexCer(d24:1/12:1)+H,,726.5873,708.5767,564.5345,546.5239,528.5134,528.4259,366.373,348.3625,198.1853,336.3625
SHexCer(d14:1/22:2)+H,,724.5716,706.561,562.5188,544.5082,526.4976,388.2693,226.2166,208.206,336.3261,196.206
SHexCer(d16:1/20:2)+H,,724.5716,706.561,562.5188,544.5082,526.4976,416.3006,254.2478,236.2373,308.2948,224.2373
SHexCer(d18:1/18:2)+H,,724.5716,706.561,562.5188,544.5082,526.4976,444.3319,282.2791,264.2686,280.2635,252.2686
SHexCer(d20:1/16:2)+H,,724.5716,706.561,562.5188,544.5082,526.4976,472.3632,310.3105,292.2999,252.2322,280.2999
SHexCer(d14:0/23:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,390.2851,228.2322,210.2216,354.373,198.2216
SHexCer(d15:0/22:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,404.3007,242.2478,224.2373,340.3574,212.2373
SHexCer(d16:0/21:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,418.3164,256.2635,238.2529,326.3417,226.2529
SHexCer(d17:0/20:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,432.332,270.2791,252.2686,312.3261,240.2686
SHexCer(d18:0/19:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,446.3477,284.2948,266.2842,298.3105,254.2842
SHexCer(d19:0/18:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,460.3633,298.3105,280.2999,284.2948,268.2999
SHexCer(d20:0/17:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,474.379,312.3261,294.3155,270.2791,282.3155
SHexCer(d21:0/16:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,488.3946,326.3417,308.3312,256.2635,296.3312
SHexCer(d22:0/15:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,502.4103,340.3574,322.3468,242.2478,310.3468
SHexCer(d23:0/14:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,516.4259,354.373,336.3625,228.2322,324.3625
SHexCer(d24:0/13:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,530.4416,368.3887,350.3781,214.2166,338.3781
SHexCer(d25:0/12:0)+H,,744.6343,726.6237,582.5815,564.5709,546.5604,544.4572,382.4044,364.3938,200.2009,352.3938
SHexCer(d14:0/23:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,390.285,228.2322,210.2216,352.3574,198.2216
SHexCer(d14:1/23:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,388.2694,226.2166,208.206,354.373,196.206
SHexCer(d15:0/22:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,404.3007,242.2478,224.2373,338.3417,212.2373
SHexCer(d15:1/22:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,402.285,240.2322,222.2216,340.3574,210.2216
SHexCer(d16:0/21:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,418.3163,256.2635,238.2529,324.3261,226.2529
SHexCer(d16:1/21:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,416.3007,254.2478,236.2373,326.3417,224.2373
SHexCer(d17:0/20:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,432.332,270.2791,252.2686,310.3105,240.2686
SHexCer(d17:1/20:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,430.3163,268.2635,250.2529,312.3261,238.2529
SHexCer(d18:0/19:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,446.3476,284.2948,266.2842,296.2948,254.2842
SHexCer(d18:1/19:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,444.332,282.2791,264.2686,298.3105,252.2686
SHexCer(d19:0/18:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,460.3633,298.3105,280.2999,282.2791,268.2999
SHexCer(d19:1/18:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,458.3476,296.2948,278.2842,284.2948,266.2842
SHexCer(d20:1/17:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,472.3633,310.3105,292.2999,270.2791,280.2999
SHexCer(d21:0/16:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,488.3946,326.3417,308.3312,254.2478,296.3312
SHexCer(d21:1/16:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,486.3789,324.3261,306.3155,256.2635,294.3155
SHexCer(d22:0/15:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,502.4102,340.3574,322.3468,240.2322,310.3468
SHexCer(d22:1/15:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,500.3946,338.3417,320.3312,242.2478,308.3312
SHexCer(d23:0/14:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,516.4259,354.373,336.3625,226.2166,324.3625
SHexCer(d23:1/14:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,514.4102,352.3574,334.3468,228.2322,322.3468
SHexCer(d24:0/13:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,530.4415,368.3887,350.3781,212.2009,338.3781
SHexCer(d24:1/13:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,528.4259,366.373,348.3625,214.2166,336.3625
SHexCer(d25:0/12:1)+H,,742.6186,724.608,580.5658,562.5552,544.5447,544.4572,382.4044,364.3938,198.1853,352.3938
SHexCer(d25:1/12:0)+H,,742.6186,724.608,580.5658,562.5552,544.5447,542.4415,380.3887,362.3781,200.2009,350.3781
SHexCer(d14:1/23:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,388.2693,226.2166,208.206,352.3574,196.206
SHexCer(d15:0/22:2)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,404.3006,242.2478,224.2373,336.3261,212.2373
SHexCer(d15:1/22:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,402.285,240.2322,222.2216,338.3417,210.2216
SHexCer(d16:1/21:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,416.3006,254.2478,236.2373,324.3261,224.2373
SHexCer(d17:0/20:2)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,432.3319,270.2791,252.2686,308.2948,240.2686
SHexCer(d17:1/20:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,430.3163,268.2635,250.2529,310.3105,238.2529
SHexCer(d18:1/19:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,444.3319,282.2791,264.2686,296.2948,252.2686
SHexCer(d19:0/18:2)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,460.3632,298.3105,280.2999,280.2635,268.2999
SHexCer(d19:1/18:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,458.3476,296.2948,278.2842,282.2791,266.2842
SHexCer(d21:0/16:2)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,488.3945,326.3417,308.3312,252.2322,296.3312
SHexCer(d21:1/16:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,486.3789,324.3261,306.3155,254.2478,294.3155
SHexCer(d22:1/15:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,500.3945,338.3417,320.3312,240.2322,308.3312
SHexCer(d23:1/14:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,514.4102,352.3574,334.3468,226.2166,322.3468
SHexCer(d24:1/13:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,528.4258,366.373,348.3625,212.2009,336.3625
SHexCer(d25:1/12:1)+H,,740.6029,722.5923,578.5501,560.5395,542.5289,542.4415,380.3887,362.3781,198.1853,350.3781
SHexCer(d15:1/22:2)+H,,738.5873,720.5767,576.5345,558.5239,540.5134,402.285,240.2322,222.2216,336.3261,210.2216
SHexCer(d17:1/20:2)+H,,738.5873,720.5767,576.5345,558.5239,540.5134,430.3163,268.2635,250.2529,308.2948,238.2529
SHexCer(d19:1/18:2)+H,,738.5873,720.5767,576.5345,558.5239,540.5134,458.3476,296.2948,278.2842,280.2635,266.2842
SHexCer(d21:1/16:2)+H,,738.5873,720.5767,576.5345,558.5239,540.5134,486.3789,324.3261,306.3155,252.2322,294.3155
SHexCer(d14:0/24:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,390.285,228.2322,210.2216,368.3887,198.2216
SHexCer(d15:0/23:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,404.3007,242.2478,224.2373,354.373,212.2373
SHexCer(d16:0/22:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,418.3163,256.2635,238.2529,340.3574,226.2529
SHexCer(d17:0/21:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,432.332,270.2791,252.2686,326.3417,240.2686
SHexCer(d18:0/20:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,446.3476,284.2948,266.2842,312.3261,254.2842
SHexCer(d19:0/19:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,460.3633,298.3105,280.2999,298.3105,268.2999
SHexCer(d20:0/18:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,474.3789,312.3261,294.3155,284.2948,282.3155
SHexCer(d21:0/17:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,488.3946,326.3417,308.3312,270.2791,296.3312
SHexCer(d22:0/16:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,502.4102,340.3574,322.3468,256.2635,310.3468
SHexCer(d23:0/15:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,516.4259,354.373,336.3625,242.2478,324.3625
SHexCer(d24:0/14:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,530.4415,368.3887,350.3781,228.2322,338.3781
SHexCer(d25:0/13:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,544.4572,382.4044,364.3938,214.2166,352.3938
SHexCer(d26:0/12:0)+H,,758.6499,740.6393,596.5971,578.5865,560.5759,558.4728,396.42,378.4094,200.2009,366.4094
SHexCer(d14:0/24:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,390.2851,228.2322,210.2216,366.373,198.2216
SHexCer(d14:1/24:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,388.2694,226.2166,208.206,368.3887,196.206
SHexCer(d15:0/23:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,404.3007,242.2478,224.2373,352.3574,212.2373
SHexCer(d15:1/23:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,402.2851,240.2322,222.2216,354.373,210.2216
SHexCer(d16:0/22:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,418.3164,256.2635,238.2529,338.3417,226.2529
SHexCer(d16:1/22:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,416.3007,254.2478,236.2373,340.3574,224.2373
SHexCer(d17:0/21:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,432.332,270.2791,252.2686,324.3261,240.2686
SHexCer(d17:1/21:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,430.3164,268.2635,250.2529,326.3417,238.2529
SHexCer(d18:0/20:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,446.3477,284.2948,266.2842,310.3105,254.2842
SHexCer(d18:1/20:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,444.332,282.2791,264.2686,312.3261,252.2686
SHexCer(d19:0/19:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,460.3633,298.3105,280.2999,296.2948,268.2999
SHexCer(d19:1/19:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,458.3477,296.2948,278.2842,298.3105,266.2842
SHexCer(d20:0/18:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,474.379,312.3261,294.3155,282.2791,282.3155
SHexCer(d20:1/18:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,472.3633,310.3105,292.2999,284.2948,280.2999
SHexCer(d21:1/17:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,486.379,324.3261,306.3155,270.2791,294.3155
SHexCer(d22:0/16:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,502.4103,340.3574,322.3468,254.2478,310.3468
SHexCer(d22:1/16:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,500.3946,338.3417,320.3312,256.2635,308.3312
SHexCer(d23:0/15:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,516.4259,354.373,336.3625,240.2322,324.3625
SHexCer(d23:1/15:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,514.4103,352.3574,334.3468,242.2478,322.3468
SHexCer(d24:0/14:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,530.4416,368.3887,350.3781,226.2166,338.3781
SHexCer(d24:1/14:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,528.4259,366.373,348.3625,228.2322,336.3625
SHexCer(d25:0/13:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,544.4572,382.4044,364.3938,212.2009,352.3938
SHexCer(d25:1/13:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,542.4416,380.3887,362.3781,214.2166,350.3781
SHexCer(d26:0/12:1)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,558.4729,396.42,378.4094,198.1853,366.4094
SHexCer(d26:1/12:0)+H,,756.6343,738.6237,594.5815,576.5709,558.5604,556.4572,394.4044,376.3938,200.2009,364.3938
SHexCer(d14:0/24:2)+H,,754.6186,736.608,592.5658,574.5552,556.5447,390.285,228.2322,210.2216,364.3574,198.2216
SHexCer(d14:1/24:1)+H,,754.6186,736.608,592.5658,574.5552,556.5447,388.2694,226.2166,208.206,366.373,196.206
SHexCer(d15:1/23:1)+H,,754.6186,736.608,592.5658,574.5552,556.5447,402.285,240.2322,222.2216,352.3574,210.2216
SHexCer(d16:0/22:2)+H,,754.6186,736.608,592.5658,574.5552,556.5447,418.3163,256.2635,238.2529,336.3261,226.2529
SHexCer(d16:1/22:1)+H,,754.6186,736.608,592.5658,574.5552,556.5447,416.3007,254.2478,236.2373,338.3417,224.2373
SHexCer(d17:1/21:1)+H,,754.6186,736.608,592.5658,574.5552,556.5447,430.3163,268.2635,250.2529,324.3261,238.2529
SHexCer(d18:0/20:2)+H,,754.6186,736.608,592.5658,574.5552,556.5447,446.3476,284.2948,266.2842,308.2948,254.2842
SHexCer(d18:1/20:1)+H,,754.6186,736.608,592.5658,574.5552,556.5447,444.332,282.2791,264.2686,310.3105,252.2686
SHexCer(d19:1/19:1)+H,,754.6186,736.608,592.5658,574.5552,556.5447,458.3476,296.2948,278.2842,296.2948,266.2842
SHexCer(d20:0/18:2)+H,,754.6186,736.608,592.5658,574.5552,556.5447,474.3789,312.3261,294.3155,280.2635,282.3155
