Cer_ADS,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_ADS(d22:0/16:0)-H,610.57805,592.56745,578.55175,562.55685,356.35395,296.25955,338.34335,278.24895,324.32775,253.21785,295.30115,225.22295
Cer_ADS(d22:0/16:1)-H,608.56235,590.55175,576.53615,560.54115,356.35395,294.24385,338.34335,276.23335,324.32775,251.20225,295.30115,223.20725
Cer_ADS(d22:0/16:2)-H,606.54665,588.53615,574.52045,558.52555,356.35395,292.22825,338.34335,274.21765,324.32775,249.18655,295.30115,221.19165
Cer_ADS(d22:0/16:3)-H,604.53105,586.52045,572.50485,556.50985,356.35395,290.21255,338.34335,272.20195,324.32775,247.17095,295.30115,219.17595
Cer_ADS(d22:0/16:4)-H,602.51535,584.50485,570.48915,554.49425,356.35395,288.19695,338.34335,270.18635,324.32775,245.15525,295.30115,217.16035
Cer_ADS(d22:0/17:0)-H,624.59365,606.58305,592.56745,576.57255,356.35395,310.27515,338.34335,292.26455,324.32775,267.23355,295.30115,239.23855
Cer_ADS(d22:0/17:1)-H,622.57805,604.56745,590.55175,574.55685,356.35395,308.25955,338.34335,290.24895,324.32775,265.21785,295.30115,237.22295
Cer_ADS(d22:0/17:2)-H,620.56235,602.55175,588.53615,572.54115,356.35395,306.24385,338.34335,288.23335,324.32775,263.20225,295.30115,235.20725
Cer_ADS(d22:0/17:3)-H,618.54665,600.53615,586.52045,570.52555,356.35395,304.22825,338.34335,286.21765,324.32775,261.18655,295.30115,233.19165
Cer_ADS(d22:0/18:0)-H,638.60935,620.59865,606.58305,590.58815,356.35395,324.29085,338.34335,306.28025,324.32775,281.24915,295.30115,253.25425
Cer_ADS(d22:0/18:1)-H,636.59365,618.58305,604.56745,588.57255,356.35395,322.27515,338.34335,304.26455,324.32775,279.23355,295.30115,251.23855
Cer_ADS(d22:0/18:2)-H,634.57805,616.56745,602.55175,586.55685,356.35395,320.25955,338.34335,302.24895,324.32775,277.21785,295.30115,249.22295
Cer_ADS(d22:0/18:3)-H,632.56235,614.55175,600.53615,584.54115,356.35395,318.24385,338.34335,300.23335,324.32775,275.20225,295.30115,247.20725
Cer_ADS(d22:0/18:4)-H,630.54665,612.53615,598.52045,582.52555,356.35395,316.22825,338.34335,298.21765,324.32775,273.18655,295.30115,245.19165
Cer_ADS(d22:0/19:0)-H,652.62495,634.61435,620.59865,604.60385,356.35395,338.30645,338.34335,320.29585,324.32775,295.26485,295.30115,267.26985
Cer_ADS(d22:0/19:1)-H,650.60935,632.59865,618.58305,602.58815,356.35395,336.29085,338.34335,318.28025,324.32775,293.24915,295.30115,265.25425
Cer_ADS(d22:0/19:2)-H,648.59365,630.58305,616.56745,600.57255,356.35395,334.27515,338.34335,316.26455,324.32775,291.23355,295.30115,263.23855
Cer_ADS(d22:0/19:3)-H,646.57805,628.56745,614.55175,598.55685,356.35395,332.25955,338.34335,314.24895,324.32775,289.21785,295.30115,261.22295
Cer_ADS(d22:0/19:4)-H,644.56235,626.55175,612.53615,596.54115,356.35395,330.24385,338.34335,312.23335,324.32775,287.20225,295.30115,259.20725
Cer_ADS(d22:0/20:0)-H,666.64055,648.63005,634.61435,618.61945,356.35395,352.32215,338.34335,334.31155,324.32775,309.28045,295.30115,281.28555
Cer_ADS(d22:0/20:1)-H,664.62495,646.61435,632.59865,616.60385,356.35395,350.30645,338.34335,332.29585,324.32775,307.26485,295.30115,279.26985
Cer_ADS(d22:0/20:2)-H,662.60935,644.59865,630.58305,614.58815,356.35395,348.29085,338.34335,330.28025,324.32775,305.24915,295.30115,277.25425
Cer_ADS(d22:0/20:3)-H,660.59365,642.58305,628.56745,612.57255,356.35395,346.27515,338.34335,328.26455,324.32775,303.23355,295.30115,275.23855
Cer_ADS(d22:0/20:4)-H,658.57805,640.56745,626.55175,610.55685,356.35395,344.25955,338.34335,326.24895,324.32775,301.21785,295.30115,273.22295
Cer_ADS(d22:0/21:0)-H,680.65625,662.64565,648.63005,632.63505,356.35395,366.33775,338.34335,348.32725,324.32775,323.29615,295.30115,295.30115
Cer_ADS(d22:0/21:1)-H,678.64055,660.63005,646.61435,630.61945,356.35395,364.32215,338.34335,346.31155,324.32775,321.28045,295.30115,293.28555
Cer_ADS(d22:0/21:2)-H,676.62495,658.61435,644.59865,628.60385,356.35395,362.30645,338.34335,344.29585,324.32775,319.26485,295.30115,291.26985
Cer_ADS(d22:0/21:3)-H,674.60935,656.59865,642.58305,626.58815,356.35395,360.29085,338.34335,342.28025,324.32775,317.24915,295.30115,289.25425
Cer_ADS(d22:0/21:4)-H,672.59365,654.58305,640.56745,624.57255,356.35395,358.27515,338.34335,340.26455,324.32775,315.23355,295.30115,287.23855
Cer_ADS(d22:0/22:0)-H,694.67185,676.66135,662.64565,646.65075,356.35395,380.35345,338.34335,362.34285,324.32775,337.31175,295.30115,309.31685
Cer_ADS(d22:0/22:1)-H,692.65625,674.64565,660.63005,644.63505,356.35395,378.33775,338.34335,360.32725,324.32775,335.29615,295.30115,307.30115
Cer_ADS(d22:0/22:2)-H,690.64055,672.63005,658.61435,642.61945,356.35395,376.32215,338.34335,358.31155,324.32775,333.28045,295.30115,305.28555
Cer_ADS(d22:0/22:3)-H,688.62495,670.61435,656.59865,640.60385,356.35395,374.30645,338.34335,356.29585,324.32775,331.26485,295.30115,303.26985
Cer_ADS(d22:0/22:4)-H,686.60935,668.59865,654.58305,638.58815,356.35395,372.29085,338.34335,354.28025,324.32775,329.24915,295.30115,301.25425
Cer_ADS(d22:0/23:0)-H,708.68755,690.67695,676.66135,660.66635,356.35395,394.36905,338.34335,376.35845,324.32775,351.32745,295.30115,323.33245
Cer_ADS(d22:0/23:1)-H,706.67185,688.66135,674.64565,658.65075,356.35395,392.35345,338.34335,374.34285,324.32775,349.31175,295.30115,321.31685
Cer_ADS(d22:0/23:2)-H,704.65625,686.64565,672.63005,656.63505,356.35395,390.33775,338.34335,372.32725,324.32775,347.29615,295.30115,319.30115
Cer_ADS(d22:0/23:3)-H,702.64055,684.63005,670.61435,654.61945,356.35395,388.32215,338.34335,370.31155,324.32775,345.28045,295.30115,317.28555
Cer_ADS(d22:0/23:4)-H,700.62495,682.61435,668.59865,652.60385,356.35395,386.30645,338.34335,368.29585,324.32775,343.26485,295.30115,315.26985
Cer_ADS(d22:0/24:0)-H,722.70315,704.69265,690.67695,674.68205,356.35395,408.38475,338.34335,390.37415,324.32775,365.34305,295.30115,337.34815
Cer_ADS(d22:0/24:1)-H,720.68755,702.67695,688.66135,672.66635,356.35395,406.36905,338.34335,388.35845,324.32775,363.32745,295.30115,335.33245
Cer_ADS(d22:0/24:2)-H,718.67185,700.66135,686.64565,670.65075,356.35395,404.35345,338.34335,386.34285,324.32775,361.31175,295.30115,333.31685
Cer_ADS(d22:0/24:3)-H,716.65625,698.64565,684.63005,668.63505,356.35395,402.33775,338.34335,384.32725,324.32775,359.29615,295.30115,331.30115
Cer_ADS(d22:0/24:4)-H,714.64055,696.63005,682.61435,666.61945,356.35395,400.32215,338.34335,382.31155,324.32775,357.28045,295.30115,329.28555
Cer_ADS(d22:0/25:0)-H,736.71885,718.70825,704.69265,688.69765,356.35395,422.40035,338.34335,404.38985,324.32775,379.35875,295.30115,351.36385
Cer_ADS(d22:0/25:1)-H,734.70315,716.69265,702.67695,686.68205,356.35395,420.38475,338.34335,402.37415,324.32775,377.34305,295.30115,349.34815
Cer_ADS(d22:0/25:2)-H,732.68755,714.67695,700.66135,684.66635,356.35395,418.36905,338.34335,400.35845,324.32775,375.32745,295.30115,347.33245
Cer_ADS(d22:0/25:3)-H,730.67185,712.66135,698.64565,682.65075,356.35395,416.35345,338.34335,398.34285,324.32775,373.31175,295.30115,345.31685
Cer_ADS(d22:0/25:4)-H,728.65625,710.64565,696.63005,680.63505,356.35395,414.33775,338.34335,396.32725,324.32775,371.29615,295.30115,343.30115
Cer_ADS(d22:0/26:0)-H,750.73445,732.72395,718.70825,702.71335,356.35395,436.41605,338.34335,418.40545,324.32775,393.37435,295.30115,365.37945
Cer_ADS(d22:0/26:1)-H,748.71885,730.70825,716.69265,700.69765,356.35395,434.40035,338.34335,416.38985,324.32775,391.35875,295.30115,363.36385
Cer_ADS(d22:0/26:2)-H,746.70315,728.69265,714.67695,698.68205,356.35395,432.38475,338.34335,414.37415,324.32775,389.34305,295.30115,361.34815
Cer_ADS(d22:0/26:3)-H,744.68755,726.67695,712.66135,696.66635,356.35395,430.36905,338.34335,412.35845,324.32775,387.32745,295.30115,359.33245
Cer_ADS(d22:0/26:4)-H,742.67185,724.66135,710.64565,694.65075,356.35395,428.35345,338.34335,410.34285,324.32775,385.31175,295.30115,357.31685
Cer_ADS(d22:0/27:0)-H,764.75015,746.73955,732.72395,716.72905,356.35395,450.43165,338.34335,432.42115,324.32775,407.39005,295.30115,379.39505
Cer_ADS(d22:0/27:1)-H,762.73445,744.72395,730.70825,714.71335,356.35395,448.41605,338.34335,430.40545,324.32775,405.37435,295.30115,377.37945
Cer_ADS(d22:0/27:2)-H,760.71885,742.70825,728.69265,712.69765,356.35395,446.40035,338.34335,428.38985,324.32775,403.35875,295.30115,375.36385
Cer_ADS(d22:0/27:3)-H,758.70315,740.69265,726.67695,710.68205,356.35395,444.38475,338.34335,426.37415,324.32775,401.34305,295.30115,373.34815
Cer_ADS(d22:0/27:4)-H,756.68755,738.67695,724.66135,708.66635,356.35395,442.36905,338.34335,424.35845,324.32775,399.32745,295.30115,371.33245
Cer_ADS(d22:0/28:0)-H,778.76585,760.75525,746.73955,730.74465,356.35395,464.44735,338.34335,446.43675,324.32775,421.40565,295.30115,393.41075
Cer_ADS(d22:0/28:1)-H,776.75015,758.73955,744.72395,728.72905,356.35395,462.43165,338.34335,444.42115,324.32775,419.39005,295.30115,391.39505
Cer_ADS(d22:0/28:2)-H,774.73445,756.72395,742.70825,726.71335,356.35395,460.41605,338.34335,442.40545,324.32775,417.37435,295.30115,389.37945
Cer_ADS(d22:0/28:3)-H,772.71885,754.70825,740.69265,724.69765,356.35395,458.40035,338.34335,440.38985,324.32775,415.35875,295.30115,387.36385
Cer_ADS(d22:0/28:4)-H,770.70315,752.69265,738.67695,722.68205,356.35395,456.38475,338.34335,438.37415,324.32775,413.34305,295.30115,385.34815
Cer_ADS(d22:0/29:0)-H,792.78145,774.77085,760.75525,744.76035,356.35395,478.46295,338.34335,460.45235,324.32775,435.42125,295.30115,407.42635
Cer_ADS(d22:0/29:1)-H,790.76585,772.75525,758.73955,742.74465,356.35395,476.44735,338.34335,458.43675,324.32775,433.40565,295.30115,405.41075
Cer_ADS(d22:0/29:2)-H,788.75015,770.73955,756.72395,740.72905,356.35395,474.43165,338.34335,456.42115,324.32775,431.39005,295.30115,403.39505
Cer_ADS(d22:0/29:3)-H,786.73445,768.72395,754.70825,738.71335,356.35395,472.41605,338.34335,454.40545,324.32775,429.37435,295.30115,401.37945
Cer_ADS(d22:0/29:4)-H,784.71885,766.70825,752.69265,736.69765,356.35395,470.40035,338.34335,452.38985,324.32775,427.35875,295.30115,399.36385
Cer_ADS(d22:0/30:0)-H,806.79715,788.78645,774.77085,758.77595,356.35395,492.47865,338.34335,474.46805,324.32775,449.43695,295.30115,421.44205
Cer_ADS(d22:0/30:1)-H,804.78145,786.77085,772.75525,756.76035,356.35395,490.46295,338.34335,472.45235,324.32775,447.42125,295.30115,419.42635
Cer_ADS(d22:0/30:2)-H,802.76585,784.75525,770.73955,754.74465,356.35395,488.44735,338.34335,470.43675,324.32775,445.40565,295.30115,417.41075
Cer_ADS(d22:0/30:3)-H,800.75015,782.73955,768.72395,752.72905,356.35395,486.43165,338.34335,468.42115,324.32775,443.39005,295.30115,415.39505
Cer_ADS(d22:0/30:4)-H,798.73445,780.72395,766.70825,750.71335,356.35395,484.41605,338.34335,466.40545,324.32775,441.37435,295.30115,413.37945
Cer_ADS(d22:0/31:0)-H,820.81275,802.80215,788.78645,772.79165,356.35395,506.49425,338.34335,488.48375,324.32775,463.45265,295.30115,435.45775
Cer_ADS(d22:0/31:1)-H,818.79715,800.78645,786.77085,770.77595,356.35395,504.47865,338.34335,486.46805,324.32775,461.43695,295.30115,433.44205
Cer_ADS(d22:0/31:2)-H,816.78145,798.77085,784.75525,768.76035,356.35395,502.46295,338.34335,484.45235,324.32775,459.42125,295.30115,431.42635
Cer_ADS(d22:0/31:3)-H,814.76585,796.75525,782.73955,766.74465,356.35395,500.44735,338.34335,482.43675,324.32775,457.40565,295.30115,429.41075
Cer_ADS(d22:0/31:4)-H,812.75015,794.73955,780.72395,764.72905,356.35395,498.43165,338.34335,480.42115,324.32775,455.39005,295.30115,427.39505
Cer_ADS(d22:0/32:0)-H,834.82835,816.81785,802.80215,786.80725,356.35395,520.50995,338.34335,502.49935,324.32775,477.46825,295.30115,449.47335
Cer_ADS(d22:0/32:1)-H,832.81275,814.80215,800.78645,784.79165,356.35395,518.49425,338.34335,500.48375,324.32775,475.45265,295.30115,447.45775
Cer_ADS(d22:0/32:2)-H,830.79715,812.78645,798.77085,782.77595,356.35395,516.47865,338.34335,498.46805,324.32775,473.43695,295.30115,445.44205
Cer_ADS(d22:0/32:3)-H,828.78145,810.77085,796.75525,780.76035,356.35395,514.46295,338.34335,496.45235,324.32775,471.42125,295.30115,443.42635
Cer_ADS(d22:0/32:4)-H,826.76585,808.75525,794.73955,778.74465,356.35395,512.44735,338.34335,494.43675,324.32775,469.40565,295.30115,441.41075
Cer_ADS(d22:0/33:0)-H,848.84405,830.83345,816.81785,800.82285,356.35395,534.52555,338.34335,516.51505,324.32775,491.48395,295.30115,463.48895
Cer_ADS(d22:0/33:1)-H,846.82835,828.81785,814.80215,798.80725,356.35395,532.50995,338.34335,514.49935,324.32775,489.46825,295.30115,461.47335
Cer_ADS(d22:0/33:2)-H,844.81275,826.80215,812.78645,796.79165,356.35395,530.49425,338.34335,512.48375,324.32775,487.45265,295.30115,459.45775
Cer_ADS(d22:0/33:3)-H,842.79715,824.78645,810.77085,794.77595,356.35395,528.47865,338.34335,510.46805,324.32775,485.43695,295.30115,457.44205
Cer_ADS(d22:0/33:4)-H,840.78145,822.77085,808.75525,792.76035,356.35395,526.46295,338.34335,508.45235,324.32775,483.42125,295.30115,455.42635
Cer_ADS(d22:0/34:0)-H,862.85965,844.84915,830.83345,814.83855,356.35395,548.54115,338.34335,530.53065,324.32775,505.49955,295.30115,477.50465
Cer_ADS(d22:0/34:1)-H,860.84405,842.83345,828.81785,812.82285,356.35395,546.52555,338.34335,528.51505,324.32775,503.48395,295.30115,475.48895
Cer_ADS(d22:0/34:2)-H,858.82835,840.81785,826.80215,810.80725,356.35395,544.50995,338.34335,526.49935,324.32775,501.46825,295.30115,473.47335
Cer_ADS(d22:0/34:3)-H,856.81275,838.80215,824.78645,808.79165,356.35395,542.49425,338.34335,524.48375,324.32775,499.45265,295.30115,471.45775
Cer_ADS(d22:0/34:4)-H,854.79715,836.78645,822.77085,806.77595,356.35395,540.47865,338.34335,522.46805,324.32775,497.43695,295.30115,469.44205
Cer_ADS(d22:0/35:0)-H,876.87535,858.86475,844.84915,828.85415,356.35395,562.55685,338.34335,544.54635,324.32775,519.51515,295.30115,491.52025
Cer_ADS(d22:0/35:1)-H,874.85965,856.84915,842.83345,826.83855,356.35395,560.54115,338.34335,542.53065,324.32775,517.49955,295.30115,489.50465
Cer_ADS(d22:0/35:2)-H,872.84405,854.83345,840.81785,824.82285,356.35395,558.52555,338.34335,540.51505,324.32775,515.48385,295.30115,487.48895
Cer_ADS(d22:0/35:3)-H,870.82835,852.81785,838.80215,822.80725,356.35395,556.50995,338.34335,538.49935,324.32775,513.46825,295.30115,485.47335
Cer_ADS(d22:0/35:4)-H,868.81275,850.80215,836.78645,820.79165,356.35395,554.49425,338.34335,536.48375,324.32775,511.45265,295.30115,483.45775
Cer_ADS(d22:0/36:0)-H,890.89095,872.88045,858.86475,842.86985,356.35395,576.57255,338.34335,558.56195,324.32775,533.53085,295.30115,505.53595
Cer_ADS(d22:0/36:1)-H,888.87535,870.86475,856.84915,840.85415,356.35395,574.55685,338.34335,556.54635,324.32775,531.51515,295.30115,503.52025
Cer_ADS(d22:0/36:2)-H,886.85965,868.84915,854.83345,838.83855,356.35395,572.54115,338.34335,554.53065,324.32775,529.49955,295.30115,501.50465
Cer_ADS(d22:0/36:3)-H,884.84405,866.83345,852.81785,836.82285,356.35395,570.52555,338.34335,552.51505,324.32775,527.48385,295.30115,499.48895
Cer_ADS(d22:0/36:4)-H,882.82835,864.81785,850.80215,834.80725,356.35395,568.50995,338.34335,550.49935,324.32775,525.46825,295.30115,497.47335
